EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG2A,NonHeaveArc3FGA,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,FTDefRebounds,ShootingFouls,DefFTReboundPct,DefCorner3ReboundPct,Corner3FGA,PenaltyFtPoints,PenaltyPoints,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Technical Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,Corner3Frequency,PenaltyPointsPct,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,AtRimAssists,LongMidRangeAssists,Steals,LostBallSteals,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,OffShortMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyAtRimFGM,PenaltyFG2M,OffThreePtRebounds,FTOffRebounds,PenaltyFg2Pct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,AtRimPctAssisted,PenaltyAtRimAccuracy,SecondChanceCorner3FGA,SecondChanceFG3A,Offensive Fouls Drawn,SecondChanceCorner3Frequency,SelfOReb,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,SelfORebPct,on,ShortMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,BadPassSteals,Travels,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,SecondChanceFg3Pct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3Assists,SecondChanceAtRimPctAssisted,ShortMidRangeAssists,Offensive Fouls,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,BlockingFouls,LongMidRangePctBlocked,HeaveAttempts,BlockedArc3,DefensiveGoaltends,3SecondViolations
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,1342.0,22,-16,37,37,7.0,5.0,74,1.0,1.0,3.0,2.0,1.0,6.0,1.0,40,1.0,1.0,2.0,1.0,3.0,4.0,4.0,1.0,7.0,0.14285714285714285,0.3333333333333333,1.0,0.3333333333333333,16.27906976744186,0.3333333333333333,0.16666666666666666,0.26666666666666666,0.2,0.6666666666666666,0.3333333333333333,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,1.0,0.2857142857142857,0.39537857142857147,0.3119,13.583333333333334,25.2,0.1891891891891892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,1610612737,Tracy McGrady,Tracy McGrady,1503,ATL,2023.0,34,-29,59,59,15.0,9.0,118,2.0,,,4.0,,6.0,,66,1.0,,,,3.0,3.0,5.0,2.0,15.0,,,,,23.188405797101453,0.21428571428571427,,0.14285714285714285,,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,,,0.3333333333333333,0.45408333333333334,0.4106,12.033333333333331,,0.2542372881355932,3.0,1.0,1.0,1.0,2.0,3.0,5.0,11.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,7.0,1.0,1.0,2.0,7.0,6.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,0.6111111111111112,1.0,0.5714285714285714,0.08695652173913043,0.0625,0.18181818181818182,0.16666666666666666,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.6886,0.3333333333333333,0.3333333333333333,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,225.0,4,-5,7,8,7.0,1.0,15,1.0,1.0,,1.0,,2.0,,9,2.0,,1.0,1.0,,2.0,2.0,1.0,7.0,,0.5,1.0,,25.0,,1.0,0.5,,,,0.5,,0.5,,0.5,0.5,0.44435,0.44435,10.7,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,1013.0,17,-14,32,34,12.0,2.0,66,,,,1.0,2.0,1.0,3.0,36,,2.0,,,,,,,12.0,0.75,,,,14.705882352941176,,,,,,,,,0.25,0.5,,0.75,0.5221875,,14.7,23.900000000000002,0.375,2.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.5,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,1610612737,Jannero Pargo,Jannero Pargo,2457,ATL,2780.0,46,-26,81,83,25.0,12.0,164,2.0,,3.0,4.0,11.0,9.0,12.0,79,3.0,11.0,2.0,,4.0,4.0,5.0,5.0,25.0,0.5714285714285714,0.2222222222222222,0.5,0.3333333333333333,25.263157894736842,0.17391304347826086,,0.1111111111111111,0.16666666666666666,0.25,,0.09523809523809523,0.14285714285714285,0.19047619047619047,0.5238095238095238,,0.6666666666666666,0.4533119047619048,0.38149285714285713,13.355555555555554,25.933333333333334,0.30864197530864196,3.0,1.0,,,1.0,2.0,,16.0,,1.0,,,,4.0,,1.0,1.0,2.0,,2.0,1.0,,3.0,,2.0,1.0,1.0,,,,,,,,0.2222222222222222,,0.38095238095238093,,0.38095238095238093,,0.6666666666666666,0.030303030303030304,0.020833333333333332,,0.1111111111111111,0.5,1.0,0.25,0.25,,,,0.2779,,,,,2.0,,,1.0,,6.0,,6.0,,12.0,,,6.0,,0.42857142857142855,0.047619047619047616,0.375,4.0,2.0,4.0,4.0,2.0,4.0,3.0,9.0,4.0,6.0,4.0,2.0,2.0,2.0,0.25,0.3333333333333333,0.5,0.3333333333333333,0.42857142857142855,0.1,0.36363636363636365,0.36363636363636365,0.25,0.5714285714285714,0.5,0.36363636363636365,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201274,1610612737,Ivan Johnson,Ivan Johnson,201274,ATL,844.0,14,1,26,25,16.0,7.0,51,3.0,2.0,2.0,,,5.0,,13,4.0,,3.0,1.0,2.0,3.0,7.0,2.0,16.0,,0.6,0.6666666666666666,0.5,20.588235294117645,0.2,0.25,0.21428571428571427,,,0.25,0.6,0.4,,,0.5,0.6,0.55246,0.530175,4.5,,0.6153846153846154,1.0,1.0,,2.0,,1.0,1.0,3.0,,2.0,,,2.0,,,2.0,4.0,1.0,,,,1.0,1.0,,1.0,,1.0,2.0,1.0,,,,1.0,1.0,0.2,,0.2,,0.25,,1.0,0.13333333333333333,0.16666666666666666,,0.4,0.3333333333333333,1.0,,,,1.0,,0.7052499999999999,0.16666666666666666,0.16666666666666666,,,,,,,1.0,3.0,,,,,,,3.0,,0.3,,1.0,,,,,,,,,,,,,,,,,,,0.25,0.2,,,,,,,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.125,0.5,1.0,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,1610612737,Willie Green,Willie Green,2584,ATL,1799.0,30,-14,49,50,13.0,10.0,99,2.0,2.0,,3.0,1.0,5.0,2.0,45,2.0,1.0,,2.0,1.0,3.0,3.0,3.0,13.0,0.2857142857142857,,,,14.754098360655737,0.06666666666666667,0.2222222222222222,0.125,,,0.14285714285714285,0.2857142857142857,,0.42857142857142855,0.14285714285714285,1.0,0.5714285714285714,0.4830285714285714,0.5866,11.72,24.55,0.2653061224489796,1.0,1.0,,1.0,2.0,3.0,,6.0,1.0,2.0,,2.0,4.0,2.0,,,,,1.0,,2.0,,2.0,,,1.0,1.0,,,,,,0.6666666666666666,0.6666666666666666,0.6,0.5,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.3333333333333333,,,,,0.2,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,0.51135,,,0.3333333333333333,,,,0.5,1.0,,2.0,,1.0,,2.0,,,2.0,,0.5,0.14285714285714285,0.3333333333333333,,,,,,,,,,1.0,,1.0,,,,,,,0.5,,,,,,,,1.0,1.0,,,0.5,,,,,,0.5,1.0,1.0,1.0,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,1610612737,Jason Collins,Jason Collins,2215,ATL,848.0,14,-13,23,24,,2.0,47,,,,,,,,26,,,,1.0,2.0,3.0,3.0,1.0,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,621.0,10,-6,16,18,,3.0,34,,,1.0,2.0,,3.0,,21,,,,,2.0,2.0,3.0,,,,,,,31.57894736842105,0.4,,0.25,,,,,0.3333333333333333,0.6666666666666666,,,,0.3962333333333334,,16.96666666666667,,,,,,,,,1.0,1.0,,,,,,,,,1.0,2.0,,2.0,,,2.0,2.0,,,2.0,2.0,1.0,,,,,,,,,,0.125,,1.0,,0.1111111111111111,,0.6666666666666666,,,,,,,,,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.2,,0.25,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,1610612737,Erick Dampier,Erick Dampier,956,ATL,1299.0,22,-4,40,41,15.0,6.0,81,8.0,6.0,,1.0,,9.0,,29,6.0,,1.0,1.0,4.0,5.0,9.0,,15.0,,0.1111111111111111,0.125,,22.916666666666668,0.2857142857142857,0.14285714285714285,0.23809523809523808,0.25,0.25,,0.8888888888888888,,0.1111111111111111,,1.0,0.8888888888888888,0.5851777777777778,0.5950333333333334,2.9444444444444446,,0.375,3.0,3.0,,3.0,1.0,4.0,2.0,10.0,,3.0,,,8.0,,,4.0,4.0,,,,1.0,,1.0,,,,4.0,3.0,2.0,,,,1.0,1.0,0.4444444444444444,,0.4444444444444444,,0.5,,,0.21052631578947367,0.14814814814814814,0.2,0.3333333333333333,0.375,0.42857142857142855,1.0,1.0,1.0,1.0,,0.5683,0.2,0.2,,,,,0.5,,,2.0,,,,,,,2.0,,0.16666666666666666,,0.2,,,,,,,,,,,,,,,,,,,0.16666666666666666,0.14285714285714285,,,,,,,1.0,1.0,,,0.16666666666666666,,,0.2857142857142857,,1.0,0.16666666666666666,,,,,2.0,1.0,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
