EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffThreePtRebounds,Loose Ball Fouls,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,FTOffRebounds,SelfOReb,StepOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,OffFTReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,Technical Free Throw Trips,Blocked3s,BlockedArc3,Travels,BlockedCorner3,Defensive 3 Seconds Violations,on,3SecondViolations
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,21501.0,358,38.0,662,655,226.0,226.0,80,1317,11.0,30.0,1.0,1.0,6.0,11.0,13.0,29.0,18.0,35.0,1.0,5.0,1.0,7.0,43.0,2.0,8.0,3.0,16.0,42.0,94.0,8.0,48.0,41.0,149.0,640.0,3.0,7.0,2.0,8.0,2.0,14.0,18.0,31.0,3.0,17.0,23.0,68.0,24.0,60.0,15.0,9.0,2.0,43.0,7.0,14.0,1.0,31.0,8.0,39.0,7.0,1.0,14.0,5.0,12.0,86.0,3.0,10.0,13.0,1.0,24.0,3.0,27.0,13.0,10.0,3.0,10.0,3.0,5.0,6.0,2.0,5.0,16.0,2.0,8.0,7.0,1.0,17.0,1.0,48.0,2.0,3.0,1.0,52.0,6.0,21.0,2.0,5.0,66.0,222.0,2.0,4.0,0.2857142857142857,0.2926829268292683,0.625,0.16666666666666666,0.25,0.17647058823529413,0.16666666666666666,0.44680851063829785,0.42857142857142855,0.5806451612903226,0.38028169014084506,0.4,0.46875,0.45426829268292684,0.4375,0.5666666666666667,0.3380281690140845,0.020833333333333332,0.14893617021276595,0.3333333333333333,0.10344827586206896,0.02857142857142857,0.023255813953488372,23.872679045092838,0.625,0.045454545454545456,0.05179282868525897,0.011627906976744186,0.13157894736842105,0.07033639143730887,0.008982035928143712,0.012048192771084338,0.0136986301369863,0.00980392156862745,0.014705882352941176,0.043478260869565216,0.07894736842105263,0.10714285714285714,0.2,0.2112676056338028,0.36666666666666664,0.55,0.36363636363636365,0.20422535211267606,0.4482758620689655,0.5,0.07692307692307693,0.24647887323943662,0.5142857142857142,0.5294117647058824,0.3888888888888889,0.035211267605633804,0.2,0.2,1.0,0.3028169014084507,0.16279069767441862,0.16666666666666666,0.5714285714285714,0.06666666666666667,1.0,0.5333333333333333,0.25,0.5,0.22916666666666666,0.5454545454545454,0.020833333333333332,0.3333333333333333,0.1875,0.5492957746478874,0.16279069767441862,0.4706975352112675,0.4724653846153846,0.4606354166666667,0.14465408805031446,0.1926605504587156,0.04,0.09395973154362416,0.4563758389261745,10.200000000000001,25.618750000000002,0.3413897280966767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1882,1610612755,Elton Brand,Elton Brand,1882,PHI,8571.0,143,28.0,266,258,77.0,89.0,29,524,4.0,7.0,2.0,4.0,1.0,1.0,6.0,17.0,8.0,15.0,,,,,,,,,,18.0,39.0,,,6.0,42.0,234.0,3.0,6.0,,,,6.0,8.0,10.0,,,1.0,17.0,24.0,12.0,,,4.0,,,1.0,,3.0,,3.0,,,2.0,,1.0,6.0,7.0,1.0,17.0,3.0,21.0,9.0,30.0,4.0,3.0,1.0,1.0,,,,,1.0,1.0,,,9.0,1.0,16.0,,10.0,,1.0,,11.0,1.0,5.0,,1.0,17.0,77.0,1.0,1.0,0.6666666666666666,0.75,,,,,,0.46153846153846156,0.5,0.8,0.46153846153846156,0.5,0.8,0.4772727272727273,0.42857142857142855,0.7727272727272727,,,0.02564102564102564,0.14285714285714285,,,,15.202702702702704,1.0,0.3,0.1504424778761062,0.06930693069306931,0.037037037037037035,0.12857142857142856,0.0703125,0.12903225806451613,0.03225806451612903,0.05128205128205128,0.20689655172413793,0.17142857142857143,0.10204081632653061,,0.1111111111111111,0.1794871794871795,0.5714285714285714,0.6666666666666666,0.5,0.4358974358974359,0.35294117647058826,0.35294117647058826,0.6666666666666666,0.38461538461538464,0.5333333333333333,0.5333333333333333,0.75,,,,,,,,,0.6666666666666666,0.5,,,,0.1,1.0,,,,0.1794871794871795,,0.4422333333333333,0.5633333333333334,0.42908,0.11627906976744186,0.11627906976744186,,0.14285714285714285,0.40476190476190477,10.743589743589743,,0.2894736842105263,2.0,1.0,9.0,4.0,1.0,4.0,9.0,3.0,1.0,0.07407407407407407,0.08,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,True,
201150,1610612755,Spencer Hawes,Spencer Hawes,201150,PHI,8790.0,146,19.0,274,265,98.0,104.0,31,539,13.0,19.0,5.0,7.0,3.0,4.0,5.0,7.0,5.0,16.0,1.0,1.0,1.0,,1.0,,,,1.0,23.0,42.0,1.0,2.0,12.0,61.0,258.0,7.0,10.0,1.0,1.0,2.0,19.0,7.0,12.0,1.0,2.0,7.0,24.0,34.0,12.0,3.0,,8.0,1.0,,2.0,,9.0,,9.0,,,5.0,2.0,2.0,18.0,8.0,8.0,28.0,4.0,40.0,12.0,52.0,,,,6.0,,4.0,2.0,,2.0,8.0,2.0,,10.0,,16.0,,13.0,,2.0,,15.0,1.0,6.0,,2.0,24.0,97.0,1.0,2.0,0.7391304347826086,0.8947368421052632,1.0,0.5,1.0,0.5,0.5,0.5476190476190477,0.7,0.5833333333333334,0.5568181818181818,0.7727272727272727,0.6071428571428571,0.5980392156862745,0.7916666666666666,0.6666666666666666,0.045454545454545456,,0.047619047619047616,0.05263157894736842,0.14285714285714285,,,18.91025641025641,0.75,0.36363636363636365,0.26666666666666666,0.07692307692307693,0.25,0.26277372262773724,0.08088235294117647,0.0967741935483871,0.07142857142857142,0.06666666666666667,0.40625,0.2222222222222222,0.1956521739130435,0.25,0.25,0.4318181818181818,0.6842105263157895,0.7222222222222222,0.6923076923076923,0.1590909090909091,0.7142857142857143,0.8333333333333334,0.6,0.36363636363636365,0.3125,0.3125,1.0,0.022727272727272728,1.0,1.0,1.0,0.022727272727272728,,,,0.6363636363636364,0.7142857142857143,,,,0.2857142857142857,0.75,0.07142857142857142,0.07142857142857142,,0.4772727272727273,,0.46899772727272726,0.4839375,0.44722142857142855,0.12244897959183673,0.1276595744680851,,0.3114754098360656,0.39344262295081966,8.957142857142857,25.95,0.35766423357664234,3.0,1.0,5.0,3.0,,2.0,5.0,4.0,,0.09375,0.043478260869565216,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.2222222222222222,0.05555555555555555,0.2,0.09090909090909091,1.0,1.0,1.0,,,,,,,,True,
201950,1610612755,Jrue Holiday,Jrue Holiday,201950,PHI,13916.0,232,22.0,440,426,123.0,136.0,56,866,14.0,27.0,3.0,4.0,2.0,4.0,5.0,17.0,6.0,19.0,2.0,3.0,,9.0,23.0,,,2.0,8.0,25.0,63.0,11.0,26.0,18.0,101.0,414.0,4.0,6.0,,,3.0,11.0,6.0,15.0,2.0,8.0,8.0,26.0,16.0,34.0,9.0,24.0,4.0,21.0,9.0,7.0,,22.0,6.0,28.0,3.0,3.0,10.0,4.0,8.0,62.0,8.0,7.0,13.0,,20.0,8.0,28.0,11.0,4.0,7.0,8.0,1.0,6.0,7.0,2.0,2.0,15.0,,3.0,6.0,,12.0,,12.0,1.0,,,19.0,1.0,6.0,,3.0,24.0,119.0,,2.0,0.32,0.34782608695652173,0.2727272727272727,0.4230769230769231,,0.25,0.4583333333333333,0.3968253968253968,0.6666666666666666,0.4,0.46629213483146065,0.6666666666666666,0.391304347826087,0.5103092783505154,0.6875,0.48148148148148145,0.29213483146067415,,0.1111111111111111,0.1111111111111111,0.11764705882352941,0.10526315789473684,,22.444889779559116,0.5333333333333333,,0.08176100628930817,0.045454545454545456,0.14,0.09569377990430622,0.034934497816593885,0.057692307692307696,0.07272727272727272,0.014492753623188406,0.041666666666666664,0.06976744186046512,0.11764705882352941,0.18421052631578946,,0.30337078651685395,0.5185185185185185,0.5833333333333334,0.42857142857142855,0.19101123595505617,0.29411764705882354,0.3333333333333333,,0.21348314606741572,0.3157894736842105,0.35294117647058826,0.3333333333333333,0.033707865168539325,0.6666666666666666,0.6666666666666666,0.5,0.25842696629213485,0.391304347826087,0.391304347826087,0.2222222222222222,0.6666666666666666,0.75,,,,0.17391304347826086,0.5,,0.34782608695652173,0.25,0.5955056179775281,0.42857142857142855,0.4769540229885057,0.5816333333333333,0.4538547619047619,0.06382978723404255,0.08823529411764706,,0.10891089108910891,0.25742574257425743,8.636507936507936,27.23076923076923,0.27954545454545454,,,3.0,1.0,,2.0,4.0,3.0,,,,0.75,,,,,4.0,3.0,1.0,,,,0.09090909090909091,0.6666666666666666,,,,,2.0,2.0,1.0,1.0,,,,True,
202323,1610612755,Evan Turner,Evan Turner,202323,PHI,11812.0,197,-3.0,357,361,116.0,112.0,36,718,10.0,20.0,,1.0,5.0,7.0,6.0,20.0,7.0,18.0,,1.0,,,2.0,,,,1.0,23.0,58.0,,3.0,10.0,56.0,364.0,,4.0,,,1.0,1.0,10.0,21.0,,1.0,5.0,25.0,24.0,22.0,,,,2.0,,6.0,,12.0,1.0,13.0,,1.0,7.0,1.0,4.0,27.0,1.0,4.0,25.0,4.0,33.0,2.0,35.0,5.0,2.0,3.0,5.0,1.0,4.0,3.0,,1.0,8.0,,2.0,7.0,,16.0,,17.0,,1.0,,17.0,3.0,8.0,,2.0,23.0,112.0,5.0,1.0,0.5217391304347826,0.5217391304347826,,,,,,0.39655172413793105,,0.47619047619047616,0.3770491803278688,,0.45454545454545453,0.4117647058823529,0.1,0.5208333333333334,0.04918032786885246,,0.10344827586206896,0.2,0.1,,,19.0,0.625,0.3076923076923077,0.18518518518518517,0.007462686567164179,0.09523809523809523,0.1638418079096045,0.011834319526627219,,,0.0196078431372549,,0.2,0.2698412698412698,0.10714285714285714,0.07142857142857142,0.32786885245901637,0.5,0.625,0.8,0.32786885245901637,0.3,0.3333333333333333,0.3333333333333333,0.29508196721311475,0.3888888888888889,0.3888888888888889,0.2857142857142857,0.01639344262295082,,,,0.03278688524590164,,,,0.25,,,,,0.3181818181818182,0.7142857142857143,,0.045454545454545456,,0.3770491803278688,,0.4695114754098362,0.39726666666666666,0.4496931818181818,0.12121212121212122,0.12698412698412698,,0.017857142857142856,0.44642857142857145,9.11551724137931,24.333333333333332,0.32492997198879553,1.0,4.0,4.0,1.0,1.0,2.0,4.0,,,0.02857142857142857,0.034482758620689655,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,True,
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,14958.0,249,61.0,470,460,199.0,186.0,58,930,13.0,23.0,2.0,3.0,5.0,8.0,1.0,4.0,8.0,25.0,2.0,5.0,3.0,10.0,20.0,2.0,3.0,5.0,10.0,22.0,52.0,12.0,25.0,24.0,104.0,424.0,3.0,5.0,2.0,3.0,,12.0,8.0,17.0,6.0,13.0,20.0,54.0,26.0,18.0,30.0,6.0,2.0,19.0,10.0,4.0,,25.0,5.0,30.0,4.0,1.0,13.0,6.0,6.0,65.0,6.0,8.0,22.0,3.0,33.0,8.0,41.0,6.0,3.0,3.0,7.0,3.0,6.0,5.0,,1.0,12.0,1.0,4.0,8.0,,15.0,1.0,24.0,,,1.0,36.0,1.0,14.0,1.0,3.0,54.0,195.0,3.0,3.0,0.5909090909090909,0.6190476190476191,0.8333333333333334,0.48,0.6666666666666666,0.46153846153846156,0.5,0.4230769230769231,0.6,0.47058823529411764,0.5194805194805194,0.75,0.5666666666666667,0.5531914893617021,0.75,0.6585365853658537,0.3246753246753247,,0.07692307692307693,0.13043478260869565,,0.04,,19.66604823747681,0.5833333333333334,0.2,0.11827956989247312,0.031413612565445025,0.1509433962264151,0.12552301255230125,0.03278688524590164,0.06557377049180328,0.038461538461538464,,0.04,0.12962962962962962,0.15853658536585366,0.175,0.07692307692307693,0.2987012987012987,0.5652173913043478,0.65,0.7692307692307693,0.05194805194805195,0.25,0.25,,0.3246753246753247,0.32,0.3333333333333333,0.375,0.06493506493506493,0.4,0.4,1.0,0.2597402597402597,0.5,0.5,0.8,0.375,0.6666666666666666,0.375,0.6666666666666666,1.0,0.26666666666666666,0.625,0.1,0.3333333333333333,0.5,0.6233766233766234,0.5263157894736842,0.511156,0.49129999999999996,0.49910535714285714,0.16483516483516483,0.2153846153846154,0.038461538461538464,0.11538461538461539,0.5192307692307693,10.178846153846155,26.476,0.42340425531914894,2.0,,1.0,1.0,,,2.0,1.0,1.0,0.03773584905660377,0.044444444444444446,0.5,,,1.0,,1.0,,,2.0,,,0.02702702702702703,0.5,,,,0.3333333333333333,1.0,,1.0,,,1.0,,True,
201975,1610612755,Jodie Meeks,Jodie Meeks,201975,PHI,4461.0,74,-3.0,141,137,60.0,53.0,17,278,2.0,4.0,,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,9.0,,1.0,,4.0,5.0,10.0,3.0,13.0,10.0,29.0,157.0,1.0,2.0,,1.0,2.0,4.0,2.0,5.0,,5.0,6.0,10.0,8.0,2.0,9.0,,,9.0,1.0,,1.0,2.0,1.0,3.0,,1.0,2.0,,,7.0,1.0,,1.0,,1.0,2.0,3.0,3.0,3.0,,2.0,1.0,2.0,1.0,,,3.0,,1.0,1.0,,9.0,,8.0,,2.0,,10.0,,3.0,,2.0,8.0,57.0,,1.0,0.8,0.8,1.0,0.23076923076923078,,,0.23076923076923078,0.5,0.5,0.4,0.41304347826086957,0.3333333333333333,0.2,0.5178571428571429,0.5,0.38461538461538464,0.5652173913043478,0.07692307692307693,,,,,0.1111111111111111,19.375,0.6666666666666666,,0.022222222222222223,0.023809523809523808,,0.017543859649122806,0.031746031746031744,0.06666666666666667,,,,0.125,,,,0.17391304347826086,0.5,0.5,0.5,0.08695652173913043,1.0,1.0,1.0,0.17391304347826086,0.25,0.25,1.0,0.17391304347826086,0.5,0.5,1.0,0.391304347826087,0.1111111111111111,0.125,1.0,0.3333333333333333,,0.3333333333333333,,,0.1,1.0,0.1,0.4,,0.7391304347826086,0.1111111111111111,0.5130804347826087,0.46475,0.48315,0.11538461538461539,0.23076923076923078,,0.13793103448275862,0.3448275862068966,10.33,24.946153846153848,0.425531914893617,1.0,,1.0,,1.0,,1.0,1.0,,0.047619047619047616,0.05263157894736842,1.0,,,,,1.0,,,,,,0.07142857142857142,,,,,,,,,,,,,True,
201152,1610612755,Thaddeus Young,Thaddeus Young,201152,PHI,12603.0,210,-6.0,378,383,130.0,134.0,49,761,19.0,37.0,3.0,9.0,6.0,14.0,9.0,16.0,3.0,19.0,,,,,,,,,,31.0,72.0,,,17.0,79.0,393.0,4.0,12.0,,,5.0,13.0,6.0,25.0,,,5.0,17.0,40.0,22.0,,,8.0,,,6.0,,13.0,,13.0,,,6.0,1.0,6.0,26.0,14.0,9.0,21.0,2.0,32.0,20.0,52.0,5.0,1.0,4.0,4.0,,2.0,5.0,,2.0,9.0,2.0,2.0,7.0,1.0,19.0,,23.0,3.0,2.0,1.0,23.0,1.0,9.0,,3.0,17.0,130.0,4.0,3.0,0.6451612903225806,0.7407407407407407,,,,,,0.4305555555555556,0.3333333333333333,0.24,0.4305555555555556,0.3333333333333333,0.24,0.4759036144578313,0.43333333333333335,0.30357142857142855,,,0.08333333333333333,0.10810810810810811,0.125,,,21.149425287356323,0.4444444444444444,0.25,0.14189189189189189,0.08588957055214724,0.19148936170212766,0.15384615384615385,0.09178743961352658,0.05357142857142857,0.12195121951219512,0.09090909090909091,0.10526315789473684,0.16216216216216217,0.1506849315068493,0.2,0.16666666666666666,0.5138888888888888,0.5135135135135135,0.5757575757575758,0.6842105263157895,0.2222222222222222,0.5625,0.6428571428571429,0.4444444444444444,0.2638888888888889,0.15789473684210525,0.15789473684210525,1.0,,,,,,,,,0.75,0.3333333333333333,,,,0.56,0.42857142857142855,,,,0.5138888888888888,,0.4846430555555556,0.4873625,0.48578799999999994,0.1125,0.1125,,0.16455696202531644,0.21518987341772153,7.131944444444445,,0.3439153439153439,5.0,3.0,7.0,4.0,1.0,2.0,7.0,4.0,,0.11363636363636363,0.125,0.5714285714285714,,,,1.0,3.0,1.0,1.0,2.0,0.09090909090909091,,0.08571428571428572,,,,,,,,,,1.0,,,True,
202730,1610612755,Lavoy Allen,Lavoy Allen,202730,PHI,10576.0,176,34.0,312,322,95.0,87.0,40,634,11.0,13.0,4.0,5.0,3.0,4.0,4.0,12.0,10.0,18.0,,,,,,,,,,25.0,43.0,,,7.0,57.0,305.0,7.0,9.0,,,1.0,15.0,8.0,13.0,,,3.0,19.0,40.0,10.0,,,10.0,,,3.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,10.0,5.0,24.0,1.0,30.0,15.0,45.0,7.0,5.0,2.0,2.0,,1.0,1.0,,1.0,3.0,,1.0,10.0,,24.0,,6.0,,,,10.0,2.0,6.0,,,19.0,95.0,2.0,,0.8,1.0,,,,,,0.5813953488372093,0.7777777777777778,0.6153846153846154,0.5813953488372093,0.7777777777777778,0.6153846153846154,0.6063829787234043,0.75,0.6333333333333333,,,0.06976744186046512,0.15384615384615385,0.08333333333333333,,,13.92757660167131,0.6666666666666666,0.08333333333333333,0.21428571428571427,0.08695652173913043,0.12195121951219512,0.1895424836601307,0.09933774834437085,0.10526315789473684,0.1111111111111111,0.04878048780487805,0.28125,0.1875,0.1875,0.16129032258064516,,0.3023255813953488,0.8461538461538461,1.0,0.6363636363636364,0.27906976744186046,0.3333333333333333,0.36363636363636365,0.75,0.4186046511627907,0.5555555555555556,0.5555555555555556,1.0,,,,,,,,,0.5555555555555556,0.8,,,,0.3076923076923077,0.75,,,,0.3023255813953488,,0.44187674418604656,0.4937375,0.4494230769230769,0.1276595744680851,0.1276595744680851,,0.2631578947368421,0.3333333333333333,10.751162790697675,,0.30448717948717946,5.0,3.0,8.0,7.0,,1.0,8.0,3.0,,0.1388888888888889,0.16129032258064516,0.375,,,,,1.0,,1.0,,,,0.06666666666666667,,,,,,,,,,,,1.0,True,
201970,1610612755,Sam Young,Sam Young,201970,PHI,133.0,2,-2.0,4,4,2.0,,2,8,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,6.0,,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.5,,,,,,,28.57142857142857,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,1.0,,,,,,0.5,,0.5,,0.436975,0.48855,0.436975,,,,,,21.6,25.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
