EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,Fg3aBlocked,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,BlockedLongMidRange,StepOutOfBoundsTurnovers,Charge Fouls,on,FTOffRebounds,Clear Path Fouls,LongMidRangePctBlocked,OffFTReboundPct,Defensive 3 Seconds Violations,Corner3PctBlocked,DefensiveGoaltends,HeaveAttempts
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,7759.0,129,31,249,245,110,89,24,494,17.0,23.0,3.0,4.0,6.0,11.0,8.0,15.0,4.0,13.0,29.0,51,15.0,73,264,5.0,7.0,4.0,14.0,12.0,24.0,10.0,34.0,32.0,26.0,4.0,6.0,6.0,4.0,10.0,2.0,2.0,3.0,2.0,1.0,24.0,3.0,8.0,5.0,17.0,1.0,23,11.0,34,2.0,2.0,4.0,1.0,3.0,4.0,1.0,3.0,6.0,1.0,9.0,1.0,15.0,2.0,1.0,21.0,1.0,6.0,5.0,8.0,5.0,3.0,8.0,5.0,34.0,110,5.0,0.5517241379310345,0.5925925925925926,0.5686274509803921,0.7142857142857143,0.5,0.5686274509803921,0.7142857142857143,0.5,0.5983606557377049,0.7,0.5483870967741935,0.11764705882352941,0.13043478260869565,0.2,23.636363636363637,1.0,0.16666666666666666,0.2073170731707317,0.11267605633802817,0.18518518518518517,0.09375,0.2018348623853211,0.10679611650485436,0.19230769230769232,0.043478260869565216,0.09090909090909091,0.10526315789473684,0.07692307692307693,0.125,0.2222222222222222,0.2727272727272727,0.23809523809523808,0.625,0.45098039215686275,0.7391304347826086,0.85,0.6470588235294118,0.29411764705882354,0.5333333333333333,0.6666666666666666,0.25,0.2549019607843137,0.3076923076923077,0.3076923076923077,0.75,0.5714285714285714,0.75,0.3333333333333333,0.4583333333333333,0.5454545454545454,0.45098039215686275,0.500378431372549,0.5880333333333333,0.5110458333333333,0.10714285714285714,0.10714285714285714,0.1917808219178082,0.4657534246575342,6.794117647058823,0.44176706827309237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1536,1610612759,Stephen Jackson,Stephen Jackson,1536,SAS,17933.0,299,-2,588,588,202,199,47,1176,9.0,20.0,1.0,3.0,,1.0,1.0,5.0,2.0,3.0,12.0,28,14.0,116,657,1.0,3.0,,17.0,,2.0,8.0,38.0,14.0,10.0,,5.0,17.0,7.0,24.0,5.0,2.0,16.0,,1.0,55.0,1.0,4.0,5.0,13.0,5.0,23,5.0,28,9.0,5.0,12.0,5.0,7.0,18.0,1.0,3.0,13.0,2.0,38.0,1.0,16.0,2.0,4.0,15.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,38.0,202,4.0,0.5833333333333334,0.5833333333333334,0.42857142857142855,0.3333333333333333,,0.7183098591549296,0.9444444444444444,0.75,0.7532467532467533,0.9444444444444444,0.7916666666666666,0.17857142857142858,0.1,0.6,14.820592823712948,0.6666666666666666,0.21739130434782608,0.06220095693779904,0.026845637583892617,0.08064516129032258,0.012195121951219513,0.06642066420664207,0.021645021645021644,0.04838709677419355,0.018867924528301886,,0.01818181818181818,,0.07246376811594203,0.025974025974025976,0.09523809523809523,0.09523809523809523,0.3333333333333333,0.28169014084507044,0.45,0.5,0.5555555555555556,0.07042253521126761,0.2,0.5,1.0,0.04225352112676056,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,0.05,,0.8873239436619719,0.5452154929577464,0.51555,0.53716,0.0410958904109589,0.03571428571428571,0.14655172413793102,0.3275862068965517,5.189285714285714,0.3435374149659864,8.0,14.0,1.0,1.0,3.0,5.0,18.0,29.0,4.0,5.0,7.0,13.0,26.0,43.0,5.0,6.0,10.0,18.0,72.0,6.0,29.0,18.0,1.0,4.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,9.0,0.9230769230769231,0.6046511627906976,0.8333333333333334,0.5555555555555556,0.6046511627906976,0.6056338028169014,0.05,0.037037037037037035,0.19718309859154928,0.5714285714285714,0.5714285714285714,1.0,0.4084507042253521,0.6206896551724138,0.6206896551724138,0.8888888888888888,0.1111111111111111,1.0,1.0,0.5555555555555556,0.8,0.75,0.25,0.6,0.65,0.5384615384615384,0.6206896551724138,0.044444444444444446,24.125581395348835,,,,,,,,,,,,,True,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,12287.0,205,7,414,410,157,155,33,824,21.0,31.0,1.0,1.0,9.0,15.0,1.0,9.0,2.0,5.0,24.0,45,33.0,123,448,2.0,3.0,3.0,10.0,11.0,20.0,20.0,57.0,18.0,30.0,2.0,6.0,21.0,10.0,31.0,2.0,8.0,20.0,,1.0,72.0,2.0,4.0,8.0,16.0,2.0,26,6.0,32,3.0,1.0,17.0,10.0,7.0,24.0,1.0,10.0,8.0,1.0,21.0,1.0,37.0,,4.0,38.0,4.0,13.0,6.0,1.0,1.0,,2.0,1.0,57.0,157,3.0,0.375,0.391304347826087,0.5333333333333333,0.6666666666666666,0.55,0.5056179775280899,0.4375,0.47435897435897434,0.5769230769230769,0.5555555555555556,0.5714285714285714,0.13333333333333333,0.12903225806451613,0.2222222222222222,27.87610619469027,0.7083333333333334,0.10526315789473684,0.11267605633802817,0.042105263157894736,0.16326530612244897,0.029411764705882353,0.1256544502617801,0.03680981595092025,0.05128205128205128,0.0625,,0.0392156862745098,,0.08888888888888889,0.037037037037037035,0.23255813953488372,0.18181818181818182,0.5,0.34831460674157305,0.6774193548387096,0.7777777777777778,0.38095238095238093,0.10112359550561797,0.1111111111111111,0.14285714285714285,1.0,0.056179775280898875,0.4,0.4,,0.125,1.0,,0.38461538461538464,0.6,0.8426966292134831,0.5200960674157304,0.5008785714285715,0.5338705128205127,0.14285714285714285,0.24074074074074073,0.08130081300813008,0.4634146341463415,4.688888888888891,0.37922705314009664,3.0,9.0,1.0,1.0,1.0,4.0,11.0,35.0,,4.0,4.0,15.0,14.0,44.0,1.0,5.0,5.0,19.0,27.0,15.0,35.0,11.0,1.0,2.0,2.0,7.0,1.0,,3.0,,1.0,3.0,0.6428571428571429,0.3181818181818182,0.2,0.2631578947368421,0.3181818181818182,0.4943820224719101,0.125,0.024390243902439025,0.10112359550561797,0.3333333333333333,0.3333333333333333,1.0,0.39325842696629215,0.3142857142857143,0.3333333333333333,0.5454545454545454,0.125,1.0,1.0,0.5,,,0.10256410256410256,0.25,0.38461538461538464,0.26666666666666666,0.3142857142857143,0.022727272727272728,24.684090909090912,2.0,6.0,1.0,3.0,1.0,1.0,0.045454545454545456,0.05714285714285714,,,,,True,,,,,,,,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,7633.0,127,-10,255,255,58,69,17,510,25.0,35.0,4.0,4.0,1.0,1.0,1.0,6.0,,,26.0,41,15.0,67,288,4.0,4.0,1.0,9.0,1.0,2.0,8.0,10.0,42.0,10.0,8.0,8.0,1.0,6.0,7.0,6.0,,1.0,,,20.0,2.0,5.0,4.0,12.0,4.0,20,7.0,27,5.0,3.0,4.0,1.0,3.0,9.0,,2.0,10.0,1.0,18.0,2.0,28.0,2.0,,36.0,4.0,14.0,6.0,3.0,1.0,2.0,3.0,1.0,10.0,58,3.0,0.8076923076923077,0.9545454545454546,0.6341463414634146,1.0,0.5,0.6341463414634146,1.0,0.5,0.5877192982456141,0.9,0.5,0.1951219512195122,0.2,0.16666666666666666,24.08759124087591,0.4444444444444444,0.36363636363636365,0.13043478260869565,0.09615384615384616,0.13793103448275862,0.05263157894736842,0.1322314049586777,0.07777777777777778,0.14814814814814814,,0.16666666666666666,0.03571428571428571,0.1,0.21428571428571427,0.1,0.08823529411764706,0.11764705882352941,0.3333333333333333,0.8536585365853658,0.7142857142857143,0.8928571428571429,0.84,0.14634146341463414,0.16666666666666666,0.2,,,,,,1.0,1.0,,0.5,1.0,0.8536585365853658,0.5468829268292683,0.6800999999999999,0.39145,0.27450980392156865,0.27450980392156865,0.13432835820895522,0.14925373134328357,2.3121951219512193,0.22745098039215686,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,5.0,,,3.0,1.0,,1.0,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,10067.0,168,12,324,322,128,107,28,646,16.0,26.0,,,10.0,13.0,8.0,23.0,4.0,13.0,28.0,62,23.0,85,358,,,,3.0,15.0,23.0,9.0,39.0,14.0,42.0,,7.0,21.0,17.0,38.0,10.0,7.0,16.0,3.0,2.0,93.0,,1.0,6.0,10.0,,16,1.0,17,5.0,2.0,12.0,7.0,5.0,19.0,,9.0,4.0,,11.0,,24.0,,2.0,32.0,4.0,15.0,3.0,,,,,,39.0,128,3.0,0.25,0.25,0.45161290322580644,,0.6521739130434783,0.4492753623188406,0.75,0.6,0.5120481927710844,0.75,0.6290322580645161,0.11290322580645161,0.15384615384615385,0.13043478260869565,28.571428571428573,0.631578947368421,,0.09009009009009009,0.010869565217391304,0.2,,0.11347517730496454,0.0078125,,0.03125,,,,0.027777777777777776,0.11904761904761904,0.12121212121212122,0.14285714285714285,,0.37681159420289856,0.6153846153846154,0.7272727272727273,0.25,0.3333333333333333,0.34782608695652173,0.4,0.25,0.18840579710144928,0.3076923076923077,0.3076923076923077,0.25,,,,0.52,0.7692307692307693,0.4782608695652174,0.5072963768115941,0.4785,0.5479179999999999,0.1875,0.2054794520547945,0.03529411764705882,0.4588235294117647,7.520967741935484,0.3950617283950617,1.0,4.0,1.0,1.0,,,1.0,3.0,,1.0,,2.0,2.0,7.0,1.0,2.0,,2.0,6.0,,3.0,1.0,,3.0,2.0,7.0,2.0,2.0,1.0,1.0,,1.0,1.0,0.2857142857142857,0.5,,0.2857142857142857,0.10144927536231885,0.3333333333333333,,0.057971014492753624,0.25,0.25,1.0,0.043478260869565216,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,0.5,,,,,0.08,,0.3333333333333333,,23.771428571428572,1.0,2.0,,,,,0.14285714285714285,0.3333333333333333,,,,,True,,,,,,,,
201971,1610612759,DeJuan Blair,DeJuan Blair,201971,SAS,2622.0,44,7,87,85,38,39,6,172,6.0,8.0,,,2.0,2.0,1.0,4.0,,,7.0,12,1.0,15,86,1.0,1.0,1.0,3.0,2.0,3.0,,4.0,12.0,2.0,2.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,1.0,1.0,8.0,1.0,10,1.0,11,1.0,1.0,,,,1.0,,1.0,3.0,,7.0,,2.0,,,2.0,,1.0,,1.0,,1.0,1.0,1.0,4.0,38,,0.8571428571428571,1.0,0.5833333333333334,1.0,0.6666666666666666,0.5833333333333334,1.0,0.6666666666666666,0.5769230769230769,0.75,0.6666666666666666,,,,15.053763440860214,,0.2,0.21052631578947367,0.038461538461538464,0.2,,0.20930232558139536,0.027777777777777776,,0.1,,,,0.14285714285714285,0.3076923076923077,0.18181818181818182,0.25,1.0,0.6666666666666666,0.75,0.75,1.0,0.3333333333333333,0.25,0.25,,,,,,,,,0.6666666666666666,1.0,0.6666666666666666,0.5699833333333334,0.5951,0.5221,0.07692307692307693,0.07692307692307693,0.2,0.26666666666666666,2.775,0.4367816091954023,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,3584.0,60,13,112,112,35,24,7,224,3.0,5.0,,,1.0,1.0,,1.0,,1.0,3.0,7,5.0,14,111,,,1.0,4.0,1.0,2.0,,2.0,6.0,,,1.0,2.0,2.0,4.0,2.0,,2.0,,,10.0,1.0,,1.0,11.0,,12,1.0,13,1.0,1.0,4.0,2.0,2.0,5.0,,2.0,1.0,1.0,3.0,,8.0,,1.0,6.0,,2.0,1.0,3.0,,2.0,3.0,1.0,2.0,35,,1.0,1.0,0.42857142857142855,,0.5,0.2647058823529412,1.5,0.2,0.35,1.0,0.2,0.14285714285714285,0.2,,20.833333333333336,0.8,,0.2391304347826087,,0.07692307692307693,0.0625,0.2033898305084746,0.023255813953488372,,,,,0.125,0.17647058823529413,0.23076923076923078,0.3125,0.09090909090909091,0.3333333333333333,0.29411764705882354,0.6,0.75,1.0,0.058823529411764705,,,,0.058823529411764705,,,,,,,0.2,1.0,0.8823529411764706,0.5358529411764706,0.59445,0.52891,0.10526315789473684,0.2222222222222222,0.2857142857142857,0.14285714285714285,5.928571428571429,0.3125,,6.0,,,,3.0,1.0,4.0,1.0,1.0,,,1.0,10.0,1.0,1.0,,3.0,3.0,,4.0,1.0,1.0,,,1.0,,,,,,,1.0,0.1,1.0,,0.1,0.5882352941176471,,0.08333333333333333,0.35294117647058826,,,,0.23529411764705882,0.25,0.25,1.0,,,,1.0,1.0,1.0,0.6,,,,0.25,,23.92,,,,,,,,,,1.0,,,True,,,,,,,,
2564,1610612759,Boris Diaw,Boris Diaw,2564,SAS,4461.0,74,2,139,144,42,36,15,283,7.0,12.0,1.0,3.0,4.0,4.0,,1.0,,1.0,7.0,14,2.0,19,158,1.0,3.0,,2.0,4.0,4.0,,8.0,12.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,,1.0,1.0,,7.0,,6.0,,9.0,3.0,12,6.0,18,1.0,,2.0,1.0,1.0,3.0,,,4.0,,6.0,1.0,3.0,1.0,,2.0,,1.0,,1.0,,1.0,1.0,1.0,8.0,42,,0.8571428571428571,1.0,0.5,0.3333333333333333,1.0,0.53125,0.3333333333333333,1.0,0.5588235294117647,0.3333333333333333,1.0,0.07142857142857142,,1.0,12.82051282051282,0.6666666666666666,0.375,0.16071428571428573,0.13043478260869565,,,0.1323529411764706,0.0967741935483871,0.13043478260869565,0.18181818181818182,0.08333333333333333,,,0.16666666666666666,0.18181818181818182,0.125,,1.0,0.75,0.5833333333333334,0.5833333333333334,0.8571428571428571,0.0625,,,,0.0625,,,,1.0,0.3333333333333333,,1.0,1.0,0.875,0.5325437500000001,0.5626,0.575825,0.058823529411764705,0.06666666666666667,0.10526315789473684,0.42105263157894735,3.7785714285714285,0.302158273381295,,,,,,,1.0,2.0,,,,,1.0,2.0,,,,,3.0,,2.0,1.0,2.0,1.0,,1.0,,,1.0,,,,1.0,0.5,,,0.5,0.125,,0.2857142857142857,,,,,0.125,0.5,0.5,1.0,,,,,,,,,,,0.5,,24.299999999999997,,,,,,,,,,,,,True,,,,,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,7501.0,125,-6,251,252,59,74,14,503,,1.0,,,,,1.0,3.0,1.0,3.0,2.0,7,2.0,30,267,,,,,1.0,1.0,,11.0,4.0,,,1.0,4.0,2.0,6.0,,2.0,2.0,2.0,,14.0,,,1.0,14.0,2.0,17,,17,2.0,1.0,1.0,1.0,,3.0,,1.0,9.0,2.0,17.0,1.0,1.0,,,3.0,,,,4.0,2.0,2.0,4.0,3.0,11.0,59,,1.0,1.0,0.2857142857142857,,1.0,0.5833333333333334,,1.1,0.6,,1.1,0.14285714285714285,1.0,,10.408921933085502,0.3333333333333333,0.2857142857142857,0.13861386138613863,,0.03333333333333333,,0.11450381679389313,,,,,,,0.08571428571428572,0.21052631578947367,0.10714285714285714,0.05,0.75,0.041666666666666664,,,,0.125,0.3333333333333333,0.3333333333333333,1.0,0.125,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.75,0.5261104166666667,,0.47724,0.04,,,0.36666666666666664,12.457142857142857,0.2350597609561753,5.0,8.0,,,1.0,1.0,3.0,9.0,,,2.0,3.0,8.0,17.0,,,3.0,4.0,24.0,,9.0,3.0,,1.0,1.0,2.0,,,1.0,,1.0,3.0,1.0,0.47058823529411764,,0.75,0.47058823529411764,0.7083333333333334,,,0.3333333333333333,0.625,0.625,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.2,1.0,0.6,0.6666666666666666,0.3333333333333333,0.05555555555555555,24.164705882352937,,,,,,,,,,,,,True,,,,,,,,
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,9744.0,162,-12,325,328,99,114,22,653,9.0,12.0,1.0,1.0,,1.0,6.0,11.0,5.0,12.0,20.0,35,6.0,79,368,2.0,3.0,,7.0,2.0,5.0,2.0,12.0,12.0,28.0,2.0,1.0,8.0,7.0,15.0,6.0,1.0,7.0,,1.0,37.0,,1.0,2.0,10.0,,12,1.0,13,2.0,1.0,3.0,1.0,2.0,7.0,,3.0,7.0,2.0,17.0,2.0,13.0,1.0,3.0,8.0,2.0,4.0,1.0,,,,,,12.0,99,1.0,0.3,0.3157894736842105,0.5714285714285714,0.6666666666666666,0.4,0.6186440677966102,0.875,0.45454545454545453,0.6370967741935484,0.875,0.5,0.02857142857142857,0.08333333333333333,,19.770773638968482,0.42857142857142855,,0.09090909090909091,0.013513513513513514,0.05263157894736842,,0.08108108108108109,0.008,0.03225806451612903,,,,,0.07692307692307693,0.14634146341463414,0.03333333333333333,0.09090909090909091,,0.2033898305084746,0.75,0.8181818181818182,0.3333333333333333,0.1864406779661017,0.5454545454545454,0.5454545454545454,0.3333333333333333,0.2033898305084746,0.4166666666666667,0.4166666666666667,0.2,0.25,1.0,,0.09090909090909091,,0.6101694915254238,0.4791169491525424,0.4877125,0.4596545454545454,0.06557377049180328,0.10810810810810811,0.08860759493670886,0.1518987341772152,8.985714285714286,0.3046153846153846,2.0,3.0,1.0,1.0,1.0,2.0,9.0,21.0,,,1.0,4.0,11.0,24.0,1.0,1.0,2.0,6.0,27.0,6.0,21.0,9.0,,1.0,,4.0,2.0,,2.0,2.0,,,0.8181818181818182,0.4583333333333333,1.0,0.3333333333333333,0.4583333333333333,0.4067796610169492,,,0.05084745762711865,0.6666666666666666,0.6666666666666666,1.0,0.3559322033898305,0.42857142857142855,0.45,0.7777777777777778,0.25,1.0,1.0,,,,0.18181818181818182,0.5,0.36363636363636365,0.25,0.42857142857142855,,24.8,1.0,1.0,,,,,0.041666666666666664,0.047619047619047616,,,,,True,,,,,,,,
