EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,ThreePtAssists,Corner3Assists,BadPassTurnovers,LongMidRangeFrequency,Corner3FGA,FG3A,FG3APct,Corner3Frequency,Avg3ptShotDistance,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,LostBallSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Clear Path Fouls,Offensive Fouls,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Fg3aBlocked,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3FGM,BlockingFouls,SecondChanceArc3Accuracy,on,FTOffRebounds,3SecondViolations,OffFTReboundPct,Charge Fouls,BlockingFoulsDrawn,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,6611.0,110,-19,214,220,113.0,93,34,434,18.0,23.0,6.0,9.0,10.0,10.0,3.0,11.0,21.0,34.0,14.0,56.0,246,6.0,10.0,7.0,19.0,11.0,16.0,10.0,32.0,26.0,16.0,8.0,4.0,4.0,4.0,3.0,1.0,8.0,3.0,8.0,6.0,16.0,2.0,24.0,11.0,35.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,1.0,14.0,1.0,1.0,16.0,2.0,6.0,3.0,14.0,10.0,4.0,14.0,4.0,2.0,32.0,113.0,2.0,0.6190476190476191,0.7647058823529411,0.6176470588235294,0.6,0.6875,0.6176470588235294,0.6,0.6875,0.6829268292682927,0.7307692307692307,0.7619047619047619,0.11764705882352941,0.13043478260869565,0.09090909090909091,17.254901960784316,0.6666666666666666,0.2,0.1927710843373494,0.1038961038961039,0.17647058823529413,0.08823529411764706,0.18803418803418803,0.0990990990990991,0.16,0.11538461538461539,0.038461538461538464,0.1111111111111111,0.0625,0.13157894736842105,0.32,0.15,0.19230769230769232,0.125,0.1111111111111111,0.2857142857142857,0.6764705882352942,0.782608695652174,0.9,0.6666666666666666,0.3235294117647059,0.2727272727272727,0.3,0.3333333333333333,0.9,0.6666666666666666,0.16666666666666666,0.625,1.0,0.6764705882352942,0.5093205882352941,0.5247666666666667,0.48473124999999995,0.15789473684210525,0.15789473684210525,0.3392857142857143,0.5714285714285714,3.7823529411764714,0.5280373831775701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,712.0,12,-7,16,22,,5,3,38,1.0,1.0,,,,,,3.0,1.0,6.0,,2.0,20,,,,,,,,,2.0,,,,,1.0,,,3.0,,,1.0,,,1.0,,1.0,,,,1.0,,,,1.0,,1.0,,2.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,0.16666666666666666,,,0.16666666666666666,,,0.16666666666666666,,,,,,31.818181818181817,1.0,,,,0.3333333333333333,,0.05263157894736842,,,,,,,,,,0.5,,,,0.16666666666666666,1.0,1.0,1.0,0.5,,,,,,,,,0.16666666666666666,0.4335166666666666,,,,,,,10.283333333333333,,2.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201177,1610612747,Josh McRoberts,Josh McRoberts,201177,LAL,533.0,9,3,15,16,,6,2,31,1.0,1.0,,,,,,,1.0,2.0,,2.0,15,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,0.5,,,0.3333333333333333,,,0.3333333333333333,,,,,,17.64705882352941,,,0.14285714285714285,,0.3333333333333333,,0.2,,,,,,,,0.3333333333333333,,,1.0,,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,0.6666666666666666,0.5747333333333333,,,,,,,7.35,,1.0,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2440,1610612747,Matt Barnes,Matt Barnes,2440,LAL,11120.0,185,-37,343,356,120.0,106,58,699,8.0,17.0,1.0,5.0,2.0,6.0,3.0,7.0,11.0,28.0,2.0,39.0,390,2.0,8.0,,4.0,3.0,10.0,1.0,13.0,14.0,8.0,2.0,5.0,14.0,16.0,10.0,2.0,34.0,1.0,8.0,5.0,20.0,2.0,27.0,9.0,36.0,,10.0,7.0,9.0,6.0,1.0,2.0,15.0,3.0,6.0,15.0,29.0,2.0,4.0,1.0,,4.0,,2.0,,5.0,4.0,1.0,5.0,4.0,,13.0,120.0,,0.6363636363636364,0.7,0.39285714285714285,0.25,0.3,0.3135593220338983,0.25,0.2727272727272727,0.319672131147541,0.25,0.2826086956521739,0.17857142857142858,0.17647058823529413,0.2857142857142857,18.31325301204819,0.6,0.15384615384615385,0.145985401459854,0.05714285714285714,0.09259259259259259,0.02040816326530612,0.13089005235602094,0.047619047619047616,0.09090909090909091,0.0425531914893617,0.04081632653061224,0.038461538461538464,,0.12307692307692308,0.1388888888888889,0.19444444444444445,0.07894736842105263,0.125,,0.8,0.288135593220339,0.47058823529411764,0.5714285714285714,0.875,0.11864406779661017,0.42857142857142855,0.6,,0.625,0.2,,0.2727272727272727,0.3333333333333333,0.8135593220338984,0.5273612068965517,0.5619142857142857,0.5283452380952381,0.03278688524590164,0.06666666666666667,0.10256410256410256,0.3333333333333333,5.982142857142857,0.3498542274052478,4.0,2.0,1.0,7.0,0.06779661016949153,20.0,31.0,0.5254237288135594,0.3389830508474576,25.019354838709674,4.0,2.0,8.0,1.0,11.0,4.0,5.0,2.0,12.0,15.0,1.0,10.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.16129032258064516,0.16666666666666666,0.16666666666666666,0.2,0.2,1.0,0.1864406779661017,0.09090909090909091,0.09090909090909091,1.0,0.36363636363636365,0.25,0.18181818181818182,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2581,1610612747,Steve Blake,Steve Blake,2581,LAL,8151.0,136,-25,249,263,102.0,83,43,512,2.0,3.0,,,,1.0,,1.0,4.0,10.0,4.0,33.0,279,,1.0,,3.0,,2.0,4.0,13.0,4.0,4.0,,1.0,12.0,16.0,6.0,5.0,36.0,,3.0,2.0,7.0,,9.0,3.0,12.0,,4.0,1.0,5.0,1.0,,,6.0,,1.0,4.0,12.0,,6.0,,1.0,4.0,,,2.0,1.0,,,1.0,,,13.0,102.0,2.0,0.5,0.5,0.4,,,0.5576923076923077,0.75,0.45,0.5892857142857143,0.75,0.5416666666666666,0.1,,1.0,11.147540983606557,0.8333333333333334,,0.0707070707070707,0.030303030303030304,0.05555555555555555,,0.06666666666666667,0.021897810218978103,0.03225806451612903,0.02857142857142857,0.030303030303030304,,,0.08333333333333333,0.08,0.038461538461538464,0.08333333333333333,,,,0.11538461538461539,0.6666666666666666,0.6666666666666666,0.5,0.038461538461538464,,,,,,,0.1,,0.7307692307692307,0.502622,0.460625,0.51835,,,0.09090909090909091,0.3939393939393939,13.2,0.40963855421686746,6.0,4.0,1.0,5.0,0.23076923076923078,6.0,16.0,0.6153846153846154,0.23076923076923078,25.425,3.0,,2.0,4.0,10.0,6.0,7.0,3.0,8.0,18.0,,10.0,4.0,3.0,1.0,3.0,1.0,,,,,,2.0,0.8571428571428571,0.4375,0.375,0.4375,0.5,0.5,1.0,0.38461538461538464,0.4,0.4444444444444444,0.75,0.2,,0.6,0.4,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0625,0.1,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,1.0,0.5,,,,,,,,True,,,,,,,,,,
201941,1610612747,Jordan Hill,Jordan Hill,201941,LAL,8273.0,138,-20,252,260,98.0,76,44,512,7.0,19.0,5.0,14.0,1.0,8.0,1.0,7.0,10.0,30.0,6.0,26.0,276,5.0,16.0,5.0,15.0,2.0,11.0,2.0,6.0,8.0,12.0,8.0,4.0,1.0,1.0,,1.0,2.0,5.0,18.0,9.0,15.0,3.0,27.0,23.0,50.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,,,7.0,18.0,5.0,9.0,2.0,,10.0,,5.0,,4.0,4.0,,4.0,3.0,,6.0,98.0,,0.4,0.6666666666666666,0.3333333333333333,0.3125,0.18181818181818182,0.3333333333333333,0.3125,0.18181818181818182,0.37142857142857144,0.39473684210526316,0.25,0.13333333333333333,0.15789473684210525,0.14285714285714285,12.540192926045016,0.25,0.2727272727272727,0.15463917525773196,0.16666666666666666,0.23684210526315788,0.14285714285714285,0.17777777777777778,0.16083916083916083,0.2727272727272727,0.20512820512820512,0.027777777777777776,,0.29411764705882354,0.10638297872340426,0.2,0.2,0.23076923076923078,0.25,0.1875,0.75,0.6333333333333333,0.3684210526315789,0.4375,0.2857142857142857,0.23333333333333334,0.14285714285714285,0.16666666666666666,,0.875,0.35714285714285715,,0.7272727272727273,0.125,0.6333333333333333,0.50217,0.5524615384615384,0.5215272727272727,0.14285714285714285,0.14285714285714285,0.5769230769230769,0.23076923076923078,5.2,0.3888888888888889,4.0,,,,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,True,,,,,,,,,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,7033.0,117,-21,230,235,118.0,94,35,465,14.0,20.0,1.0,2.0,11.0,15.0,9.0,21.0,39.0,77.0,22.0,115.0,268,3.0,8.0,3.0,12.0,22.0,45.0,8.0,61.0,36.0,42.0,,3.0,6.0,10.0,6.0,,24.0,2.0,2.0,4.0,4.0,1.0,9.0,4.0,13.0,2.0,3.0,2.0,7.0,4.0,1.0,4.0,11.0,,8.0,2.0,11.0,,17.0,,1.0,25.0,1.0,11.0,1.0,2.0,1.0,,2.0,2.0,,61.0,118.0,1.0,0.46153846153846156,0.46153846153846156,0.5064935064935064,0.375,0.4888888888888889,0.5054347826086957,0.45,0.4818181818181818,0.5485436893203883,0.5,0.5083333333333333,0.03896103896103896,0.05,0.047619047619047616,41.75824175824176,0.6363636363636364,0.1,0.04938271604938271,0.022727272727272728,0.11428571428571428,0.06451612903225806,0.06896551724137931,0.03361344537815126,0.037037037037037035,,0.03125,0.058823529411764705,0.07142857142857142,0.05405405405405406,0.08,,0.11538461538461539,0.1111111111111111,0.046511627906976744,1.0,0.21739130434782608,0.7,0.7368421052631579,0.5714285714285714,0.22826086956521738,0.42857142857142855,0.45,0.3333333333333333,0.2,0.5,,0.2727272727272727,0.7333333333333333,0.3804347826086957,0.44666956521739143,0.479825,0.44821,0.10784313725490197,0.12643678160919541,0.10434782608695652,0.5304347826086957,11.10909090909091,0.5130434782608696,36.0,4.0,2.0,3.0,0.391304347826087,2.0,15.0,0.16304347826086957,0.021739130434782608,26.513333333333332,1.0,1.0,2.0,4.0,13.0,8.0,5.0,3.0,10.0,12.0,,13.0,4.0,2.0,,1.0,,,,,3.0,,2.0,0.8,0.3333333333333333,0.3,0.3333333333333333,0.5,0.5,1.0,0.14130434782608695,0.3076923076923077,0.3076923076923077,0.75,0.03636363636363636,0.5,0.14545454545454545,0.3076923076923077,16.0,1.0,2.0,2.0,1.0,2.0,3.0,,1.0,0.5,,,0.4444444444444444,0.45714285714285713,0.4375,0.2,0.5,1.0,0.25,2.0,0.027777777777777776,,,,,,True,,,,,,,,,,
201196,1610612747,Ramon Sessions,Ramon Sessions,201196,LAL,5325.0,89,-18,162,164,22.0,24,29,326,7.0,13.0,,,,2.0,2.0,6.0,11.0,25.0,3.0,31.0,178,1.0,1.0,,2.0,2.0,5.0,,4.0,6.0,16.0,,2.0,7.0,10.0,5.0,1.0,23.0,,2.0,3.0,7.0,,10.0,2.0,12.0,1.0,2.0,2.0,2.0,2.0,,,4.0,1.0,2.0,4.0,7.0,,7.0,,1.0,5.0,1.0,3.0,,,,,,,,4.0,22.0,,0.2727272727272727,0.2727272727272727,0.44,1.0,0.4,0.4375,0.5,0.4,0.45588235294117646,0.5,0.4,0.08,0.15384615384615385,,19.587628865979383,0.5,,0.1044776119402985,0.02857142857142857,0.1,,0.10309278350515463,0.02197802197802198,0.04,0.047619047619047616,,,,0.08571428571428572,0.14285714285714285,0.1111111111111111,0.09090909090909091,0.125,0.058823529411764705,,0.40625,0.5384615384615384,0.6363636363636364,0.14285714285714285,0.1875,0.3333333333333333,0.3333333333333333,0.5,,,,0.4,,0.625,0.49862812500000003,0.4627,0.43007999999999996,0.08823529411764706,0.1111111111111111,0.06451612903225806,0.12903225806451613,7.088000000000001,0.13580246913580246,6.0,3.0,3.0,2.0,0.1875,4.0,7.0,0.21875,0.125,24.8,2.0,,,,3.0,,2.0,,,6.0,,3.0,,,1.0,,2.0,,,,,,,1.0,0.2857142857142857,,0.2857142857142857,0.5,0.5,1.0,0.09375,,,,,,,,2.0,,,,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,0.5,,,,,,,1.0,0.5,,,,True,,,,,,,,,,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,6393.0,107,-30,191,198,26.0,26,34,389,9.0,14.0,5.0,9.0,,,3.0,12.0,14.0,40.0,4.0,35.0,223,5.0,9.0,1.0,11.0,,,,,12.0,16.0,6.0,3.0,11.0,15.0,7.0,2.0,34.0,3.0,8.0,4.0,8.0,3.0,15.0,11.0,26.0,1.0,1.0,1.0,3.0,,,1.0,3.0,,,4.0,9.0,4.0,7.0,,,5.0,1.0,3.0,,8.0,6.0,2.0,8.0,6.0,,,26.0,,0.42857142857142855,0.5454545454545454,0.35,0.5555555555555556,,0.3780487804878049,0.5555555555555556,,0.4069767441860465,0.55,,0.075,0.21428571428571427,,19.91341991341991,1.0,0.75,0.09876543209876543,0.0898876404494382,0.12903225806451613,0.13636363636363635,0.10714285714285714,0.0990990990990991,0.13333333333333333,0.07407407407407407,0.0625,0.15384615384615385,0.1111111111111111,0.07142857142857142,0.1875,0.08695652173913043,0.14285714285714285,0.1,0.043478260869565216,0.75,0.34146341463414637,0.6428571428571429,0.8181818181818182,0.4444444444444444,0.2926829268292683,0.25,0.25,0.3333333333333333,1.0,0.5555555555555556,0.4,,,0.36585365853658536,0.4636853658536586,0.59685,,0.06976744186046512,0.07142857142857142,0.3142857142857143,,9.11,0.13612565445026178,14.0,4.0,3.0,2.0,0.34146341463414637,1.0,1.0,0.024390243902439025,0.024390243902439025,23.6,1.0,,,,,,1.0,,,3.0,,,,1.0,2.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,0.14285714285714285,0.14285714285714285,0.5,,,,,,,,,,,,True,,,,,,,,,,
202365,1610612747,Devin Ebanks,Devin Ebanks,202365,LAL,514.0,9,-14,15,15,1.0,1,3,30,1.0,2.0,,,,,1.0,1.0,2.0,4.0,,4.0,24,,1.0,,,,,,,2.0,2.0,,1.0,1.0,1.0,1.0,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5,0.5,0.5,,,0.4,,,0.4,,,0.25,0.5,,25.0,,,,0.1111111111111111,,,,0.07692307692307693,,,0.2,,,,,,,,,,0.4,0.5,1.0,1.0,0.2,1.0,1.0,,,,,,,0.6,0.47119999999999995,0.4614,,,,,,6.525,0.06666666666666667,1.0,,,,0.2,,1.0,0.2,,24.4,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
