EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,OffTwoPtRebounds,OffRebounds,Rebounds,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimAccuracy,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyFG2M,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,SelfOReb,BadPassTurnovers,Blocked3s,BlockedCorner3,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefAtRimReboundPct,SelfORebPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,Corner3FGM,PenaltyCorner3FGM,PtsAssisted3s,HeaveAttempts,Assisted3sPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,LongMidRangePctBlocked,BlockingFouls,BlockingFoulsDrawn,BlockedArc3,DefensiveGoaltends,on,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFtPoints,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Arc3Assists,Charge Fouls,BlockedLongMidRange,SecondChanceAtRimPctAssisted,Offensive Fouls,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,BlockedShortMidRange,3SecondViolations
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,1254.0,21.0,-15,37.0,39,29.0,19.0,3.0,76,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,44,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,0.2,0.16666666666666666,0.21428571428571427,0.1,0.16666666666666666,17.5,0.06666666666666667,0.05263157894736842,0.3333333333333333,1.0,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,1.0,0.25,0.25,0.5,0.5109166666666667,0.6044,0.45325,0.3333333333333333,10.979999999999999,27.6,0.7837837837837838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1503,1610612737,Tracy McGrady,Tracy McGrady,1503,ATL,896.0,15.0,-6,27.0,27,7.0,11.0,6.0,54,1.0,2.0,2.0,,1.0,1.0,2.0,,3.0,4.0,2.0,,6.0,24,2.0,,,,,2.0,2.0,2.0,2.0,5.0,,1.0,,,,,,,,7.0,,0.3333333333333333,0.5,0.75,0.5,0.5,,0.3333333333333333,23.52941176470588,0.15384615384615385,0.1111111111111111,0.2,,0.3333333333333333,0.5,1.0,,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,,,0.6666666666666666,0.4643,0.5534,,,7.125,25.9,0.25925925925925924,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.25,0.5,0.5,0.42857142857142855,0.3,0.25,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
201274,1610612737,Ivan Johnson,Ivan Johnson,201274,ATL,3268.0,54.0,-13,101.0,103,65.0,39.0,17.0,204,3.0,7.0,3.0,5.0,2.0,6.0,1.0,,5.0,15.0,1.0,3.0,13.0,92,4.0,12.0,,2.0,10.0,10.0,1.0,4.0,7.0,17.0,7.0,6.0,5.0,,,,,,10.0,65.0,,1.0,1.0,0.3333333333333333,0.3125,0.3611111111111111,0.38461538461538464,0.0625,17.647058823529413,0.08695652173913043,0.08064516129032258,0.1,,0.4375,0.42857142857142855,1.0,1.0,0.125,0.375,0.0625,0.75,0.4166666666666667,,0.5,0.517059375,0.5907749999999999,0.5018083333333334,0.7692307692307693,9.266666666666667,25.4,0.6435643564356436,,,2.0,,,,,5.0,7.0,10.0,2.0,,1.0,2.0,3.0,,,,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.20588235294117646,0.18,0.058823529411764705,0.25,0.25,,,,0.3333333333333333,0.3333333333333333,,,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.2857142857142857,0.125,0.0625,0.10526315789473684,0.1,0.1,0.16666666666666666,1.0,0.4,0.16666666666666666,0.17647058823529413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,2109.0,35.0,-17,67.0,69,46.0,38.0,10.0,136,1.0,5.0,1.0,4.0,5.0,2.0,1.0,1.0,3.0,12.0,2.0,2.0,11.0,73,1.0,10.0,2.0,2.0,9.0,,1.0,1.0,1.0,4.0,4.0,1.0,2.0,,,,1.0,,9.0,46.0,,,,0.25,0.32142857142857145,0.36666666666666664,0.34615384615384615,0.14285714285714285,20.77922077922078,0.034482758620689655,0.025,,,0.35714285714285715,0.2,0.25,,0.35714285714285715,0.14285714285714285,0.07142857142857142,1.0,0.3333333333333333,0.08333333333333333,0.5,0.5089142857142858,0.7149,0.49901666666666666,0.8181818181818182,6.750000000000001,24.450000000000003,0.6865671641791045,,2.0,,,,6.0,,1.0,2.0,3.0,1.0,,,,1.0,,,,0.08333333333333333,0.2,1.0,0.10526315789473684,0.0967741935483871,,,0.16666666666666666,0.4,0.4,,,,,,,2.0,,,1.0,,,,,,1.0,2.0,,,,1.0,,0.2,0.2916666666666667,,,,0.08333333333333333,,0.09090909090909091,,0.14285714285714285,,,,0.06666666666666667,0.07692307692307693,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.2,0.1111111111111111,0.07142857142857142,1.0,1.0,0.08333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2584,1610612737,Willie Green,Willie Green,2584,ATL,1520.0,25.0,-9,44.0,47,36.0,15.0,10.0,91,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,,6.0,37,3.0,3.0,1.0,,4.0,2.0,1.0,,,4.0,1.0,,,,,,,,4.0,36.0,,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5,0.5,0.3333333333333333,12.727272727272727,,,,,0.3333333333333333,0.5,0.5,,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.5,0.25,0.6666666666666666,0.4587666666666667,0.48616666666666664,0.448075,0.6666666666666666,6.975,28.3,0.8181818181818182,,1.0,1.0,2.0,4.0,4.0,,,2.0,4.0,,1.0,1.0,,1.0,0.6666666666666666,0.5,0.5,,,,0.14285714285714285,0.16666666666666666,,0.16666666666666666,,1.0,1.0,,1.0,1.0,,0.6666666666666666,1.0,2.0,,,2.0,,,,,,,,,,,,1.0,0.6666666666666666,0.5,,,,0.2,,,,0.16666666666666666,0.25,1.0,0.5,,,1.0,,,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,0.3333333333333333,,0.16666666666666666,,,,,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2457,1610612737,Jannero Pargo,Jannero Pargo,2457,ATL,844.0,14.0,1,26.0,25,16.0,1.0,7.0,51,,,,,2.0,2.0,4.0,3.0,,4.0,4.0,,3.0,13,1.0,3.0,3.0,,3.0,,4.0,,,2.0,,1.0,,,,,,,3.0,16.0,,,,,0.1875,0.1875,0.25,0.5,23.52941176470588,,,,,,,,,0.25,0.25,0.5,,,0.5,0.5,0.38978125,0.2779,0.356825,1.0,16.025,27.025,0.6153846153846154,,,,,,,,,2.0,2.0,,,,,,,,,,,,0.2,0.14285714285714285,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,2.0,,,,,0.25,0.3333333333333333,0.25,,,,0.25,0.25,,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2550,1610612737,Kirk Hinrich,Kirk Hinrich,2550,ATL,1693.0,28.0,-9,54.0,55,31.0,21.0,7.0,109,,,,,,,2.0,1.0,,,3.0,,3.0,52,,,2.0,,3.0,,1.0,1.0,1.0,2.0,2.0,,,,,,,,3.0,31.0,,,,,0.5,0.5,0.75,1.0,4.918032786885246,0.05,0.03225806451612903,,,,,,,,,0.6666666666666666,,,0.5,1.0,0.576975,,0.6159,1.0,,35.56666666666667,0.5740740740740741,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.05555555555555555,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.75,,,,,,0.14285714285714285,,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,2.0,,,,,0.3333333333333333,0.5,0.5,0.3333333333333333,,0.3333333333333333,,,0.5,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612737,Joe Johnson,Joe Johnson,2207,ATL,1957.0,33.0,-4,65.0,64,37.0,28.0,8.0,129,1.0,2.0,,1.0,3.0,2.0,4.0,2.0,2.0,7.0,9.0,8.0,21.0,63,,3.0,4.0,6.0,12.0,,4.0,,,4.0,3.0,7.0,12.0,1.0,,,,,12.0,37.0,1.0,,,0.2857142857142857,0.40625,0.4772727272727273,0.5454545454545454,0.5625,35.61643835616439,,,,,0.125,0.5,0.5,,0.1875,0.125,0.25,,0.14285714285714285,0.2857142857142857,0.6875,0.49224375,,0.4511785714285714,0.5714285714285714,8.142857142857142,24.366666666666667,0.5692307692307692,,1.0,,,,4.0,,1.0,3.0,4.0,4.0,,,1.0,4.0,,,,0.14285714285714285,,1.0,0.14285714285714285,0.14285714285714285,,0.3,,0.3333333333333333,0.3333333333333333,,,,,,,,,,1.0,,1.0,,1.0,,3.0,,,,,5.0,1.0,,0.42857142857142855,,,,0.14285714285714285,,,,,0.3333333333333333,,,0.23809523809523808,0.4166666666666667,5.0,2.0,1.0,,3.0,2.0,6.0,1.0,3.0,4.0,2.0,,9.0,,3.0,,,0.3333333333333333,0.5,0.3333333333333333,,,0.3125,0.25,0.25,0.2857142857142857,,0.25,1.0,1.0,1.0,2.0,2.0,3.0,,0.3333333333333333,0.4,0.4,0.5,1.0,1.0,1.0,1.0,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,1634.0,27.0,-6,49.0,51,35.0,21.0,7.0,100,2.0,4.0,,3.0,,7.0,,,4.0,11.0,1.0,3.0,11.0,49,2.0,7.0,1.0,1.0,7.0,6.0,,,1.0,8.0,2.0,5.0,6.0,,,,1.0,,7.0,35.0,,0.75,0.75,0.36363636363636365,0.3333333333333333,0.36666666666666664,0.35,0.08333333333333333,28.57142857142857,,0.03333333333333333,,,0.3333333333333333,0.5,0.5,1.0,,0.5833333333333334,,,0.375,,0.4166666666666667,0.4857208333333334,0.40815,0.49175625,0.6363636363636364,13.181818181818182,24.0,0.7142857142857143,,,2.0,,,2.0,,,5.0,7.0,1.0,,,,1.0,,,,,,1.0,0.25,0.25,,0.4444444444444444,,,,,0.2857142857142857,0.2857142857142857,,,1.0,3.0,1.0,,2.0,,,,,,1.0,2.0,,1.0,,3.0,,0.42857142857142855,0.375,,,,0.25,0.125,,0.25,0.2,0.3333333333333333,0.5,0.3333333333333333,0.2,0.21428571428571427,1.0,1.0,,,,,,,2.0,3.0,2.0,,7.0,,1.0,1.0,,,,,0.25,,0.08333333333333333,,,0.125,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
2215,1610612737,Jason Collins,Jason Collins,2215,ATL,10.0,,-3,,1,,1.0,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
