EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,ShortMidRangeFGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,SelfOReb,LostBallSteals,BadPassTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PtsUnassisted3s,PtsPutbacks,Arc3Assists,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,OffShortMidRangeReboundPct,Loose Ball Fouls,Offensive Fouls,DefensiveGoaltends,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,BlockingFoulsDrawn,StepOutOfBoundsTurnovers,PenaltyCorner3FGA,ThreePtShootingFoulsDrawn,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,Corner3FGM,PenaltyCorner3FGM,Corner3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,on,SecondChanceFtPoints,FTOffRebounds,Blocked3s,BlockedCorner3,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Clear Path Fouls,BlockedLongMidRange,3SecondViolations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,BlockedArc3
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,5766.0,96,-51.0,174,176,46.0,54,21,350,4.0,9.0,2.0,1.0,2.0,5.0,7.0,17.0,11.0,31.0,12.0,34.0,214.0,1.0,4.0,2.0,3.0,8.0,8.0,14.0,16.0,6.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,6.0,7.0,5.0,12.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,6.0,11.0,12.0,4.0,2.0,2.0,1.0,1.0,2.0,14.0,46.0,1.0,2.0,0.7272727272727273,0.7272727272727273,0.3548387096774194,0.25,0.375,0.3548387096774194,0.25,0.375,0.4594594594594595,0.25,0.5833333333333334,0.03225806451612903,0.1111111111111111,20.707070707070706,0.5,0.10344827586206896,0.014492753623188406,0.05555555555555555,0.19047619047619047,0.09210526315789473,0.05555555555555555,0.02857142857142857,0.23529411764705882,0.05555555555555555,0.13333333333333333,0.12,0.09090909090909091,0.2903225806451613,0.4444444444444444,0.5,0.75,0.16129032258064516,0.5483870967741935,0.4117647058823529,0.4117647058823529,0.7142857142857143,0.5,0.25,0.5,0.2903225806451613,0.44855806451612906,0.45,0.45325,0.11428571428571428,0.11428571428571428,0.058823529411764705,0.4117647058823529,12.051612903225807,0.26436781609195403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,6787.0,113,-43.0,206,205,46.0,74,23,411,10.0,16.0,2.0,1.0,3.0,10.0,8.0,21.0,24.0,47.0,20.0,74.0,235.0,4.0,6.0,11.0,4.0,11.0,6.0,20.0,12.0,36.0,4.0,8.0,9.0,3.0,19.0,,1.0,,5.0,7.0,1.0,8.0,2.0,1.0,9.0,1.0,,3.0,,10.0,1.0,1.0,1.0,5.0,18.0,21.0,9.0,2.0,2.0,2.0,,2.0,20.0,46.0,,2.0,0.25,0.25,0.5106382978723404,0.6666666666666666,0.36363636363636365,0.4426229508196721,0.6875,0.3888888888888889,0.5214285714285715,0.6875,0.47619047619047616,0.0851063829787234,0.1875,34.04255319148936,0.9,0.07246376811594203,0.013157894736842105,,,0.05434782608695652,0.009259259259259259,0.02631578947368421,,0.05555555555555555,0.05,0.0967741935483871,,0.26229508196721313,0.625,0.7692307692307693,0.5,0.16393442622950818,0.3442622950819672,0.38095238095238093,0.38095238095238093,,0.25,0.16666666666666666,0.3333333333333333,0.4918032786885246,0.48563442622950825,0.548775,0.4516472222222222,0.1323529411764706,0.16666666666666666,0.14864864864864866,0.2702702702702703,10.457446808510639,0.22330097087378642,2.0,6.0,2.0,2.0,12.0,1.0,2.0,2.0,7.0,2.0,14.0,1.0,2.0,2.0,7.0,6.0,12.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.14285714285714285,0.5,0.2857142857142857,0.14285714285714285,0.22950819672131148,0.07142857142857142,0.1,0.08333333333333333,0.2222222222222222,0.03333333333333333,0.5,0.6,0.6666666666666666,0.16666666666666666,0.03278688524590164,0.19672131147540983,0.16666666666666666,0.18181818181818182,1.0,1.0,0.25,0.5,1.0,0.3888888888888889,0.2857142857142857,0.16666666666666666,25.035714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,7103.0,118,-47.0,214,216,49.0,69,23,430,8.0,18.0,3.0,1.0,4.0,7.0,7.0,16.0,18.0,41.0,2.0,44.0,249.0,2.0,5.0,4.0,1.0,9.0,,5.0,6.0,30.0,1.0,21.0,24.0,14.0,51.0,2.0,1.0,2.0,4.0,6.0,3.0,9.0,3.0,2.0,4.0,4.0,1.0,1.0,,8.0,1.0,1.0,4.0,4.0,8.0,5.0,3.0,,,,,,5.0,49.0,,,0.16666666666666666,0.17647058823529413,0.43902439024390244,0.4,0.1111111111111111,0.44680851063829785,0.4,0.22727272727272727,0.4489795918367347,0.4,0.22727272727272727,0.024390243902439025,,23.651452282157674,0.5,0.05714285714285714,0.012345679012345678,0.08333333333333333,0.07142857142857142,0.06382978723404255,0.027522935779816515,,0.09090909090909091,0.17647058823529413,0.047619047619047616,,0.13333333333333333,0.3829787234042553,0.4444444444444444,0.4444444444444444,0.125,0.14893617021276595,0.3404255319148936,0.4375,0.4375,0.2857142857142857,0.6,0.36363636363636365,0.25,0.5106382978723404,0.48975744680851063,0.4321,0.4593045454545454,0.061224489795918366,0.06976744186046512,0.09090909090909091,0.11363636363636363,9.097560975609754,0.22897196261682243,1.0,3.0,,2.0,6.0,,,1.0,2.0,2.0,6.0,,,1.0,2.0,3.0,6.0,2.0,,3.0,1.0,2.0,5.0,,,1.0,3.0,1.0,,,,1.0,,,0.5,0.3333333333333333,,0.5,0.3333333333333333,0.1276595744680851,,0.14285714285714285,,,,,0.42857142857142855,0.5,,,0.1276595744680851,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,,,,0.18181818181818182,0.5,0.3333333333333333,25.733333333333334,3.0,2.0,2.0,3.0,1.0,0.0625,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
201880,1610612738,Greg Stiemsma,Greg Stiemsma,201880,BOS,8597.0,143,-57.0,258,259,62.0,93,27,517,11.0,15.0,3.0,2.0,4.0,,1.0,3.0,12.0,18.0,4.0,28.0,296.0,2.0,3.0,4.0,2.0,4.0,3.0,7.0,22.0,2.0,2.0,4.0,5.0,2.0,11.0,3.0,6.0,7.0,20.0,32.0,9.0,41.0,4.0,4.0,1.0,3.0,1.0,1.0,,4.0,,1.0,15.0,26.0,8.0,6.0,2.0,1.0,11.0,8.0,3.0,11.0,7.0,62.0,2.0,1.0,0.9166666666666666,1.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.1111111111111111,0.13333333333333333,8.620689655172415,0.25,0.23255813953488372,0.061855670103092786,0.25,0.08108108108108109,0.23684210526315788,0.06716417910447761,0.0851063829787234,0.07142857142857142,0.3076923076923077,0.17391304347826086,0.21621621621621623,0.21052631578947367,0.8333333333333334,0.7333333333333333,0.8461538461538461,0.9090909090909091,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,0.8333333333333334,0.5314833333333334,0.5285,0.55035,0.1,0.1,0.14285714285714285,0.25,4.238888888888889,0.24031007751937986,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,5.0,,,,3.0,,3.0,1.0,,,7.0,,,,,,,,,,0.5,,0.6363636363636364,,,,,,,,,0.6666666666666666,,,,,,,,,2.0,1.0,,1.0,0.043478260869565216,2.0,2.0,2.0,0.037037037037037035,0.1111111111111111,0.3333333333333333,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
202340,1610612738,Avery Bradley,Avery Bradley,202340,BOS,1328.0,22,-13.0,42,41,11.0,12,6,83,1.0,2.0,,,1.0,,,2.0,1.0,4.0,2.0,4.0,46.0,,,,,2.0,,,2.0,,1.0,,,,,,1.0,2.0,1.0,3.0,1.0,4.0,,,,,,,,,,,,1.0,2.0,4.0,2.0,,1.0,1.0,,1.0,,11.0,,,1.0,1.0,0.25,,,0.16666666666666666,,,0.25,,,0.25,0.5,16.666666666666668,,0.06666666666666667,0.05555555555555555,0.2857142857142857,,0.13636363636363635,0.04,,,,,0.125,,0.3333333333333333,0.5,1.0,1.0,,0.3333333333333333,,,,,0.5,,0.6666666666666666,0.5320666666666666,,0.5703,0.25,0.3333333333333333,,,10.0,0.2619047619047619,,,1.0,,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,0.16666666666666666,0.16666666666666666,,,,,,,,,,,24.5,,,,,,,,,,0.2,,0.5,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2554,1610612738,Mickael Pietrus,Mickael Pietrus,2554,BOS,3626.0,60,-24.0,106,107,24.0,44,12,213,2.0,2.0,,,,,,,2.0,2.0,,4.0,122.0,,,,,,,,2.0,2.0,,,,,,,2.0,1.0,3.0,4.0,2.0,6.0,1.0,1.0,,1.0,,,,1.0,,,4.0,12.0,2.0,,,,1.0,1.0,,1.0,,24.0,1.0,,0.5,0.5,1.0,,,0.25,,,0.25,,,,,7.6923076923076925,,0.07692307692307693,0.04878048780487805,0.125,,0.0851063829787234,0.03636363636363636,0.05263157894736842,,,,0.23076923076923078,,0.25,1.0,1.0,0.5,,,,,,,,,1.0,0.57456875,,,,,,,1.1,0.22641509433962265,,,2.0,,4.0,,,,,,6.0,,,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,0.75,,,,,,,,,,0.25,0.5,,,,,,,,,,,24.316666666666666,,,,,,0.1,,,,,,1.0,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2562,1610612738,Sasha Pavlovic,Sasha Pavlovic,2562,BOS,659.0,11,-4.0,20,19,9.0,17,4,39,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5577,,0.54585,,,,,,0.45,,,,,2.0,,,,1.0,,2.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,25.05,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,5112.0,85,-33.0,155,155,33.0,36,11,310,3.0,5.0,,,,6.0,2.0,7.0,7.0,18.0,5.0,25.0,178.0,1.0,3.0,2.0,,3.0,2.0,5.0,10.0,4.0,2.0,3.0,4.0,2.0,9.0,1.0,2.0,,6.0,6.0,3.0,9.0,3.0,2.0,2.0,2.0,,1.0,,4.0,,1.0,4.0,6.0,8.0,8.0,2.0,,1.0,1.0,,1.0,5.0,33.0,,,0.7142857142857143,0.7142857142857143,0.3888888888888889,0.3333333333333333,,0.35714285714285715,0.3333333333333333,0.21428571428571427,0.4032258064516129,0.3333333333333333,0.3125,0.1111111111111111,0.2,20.58823529411765,0.5,0.12244897959183673,0.034482758620689655,,0.05555555555555555,0.09090909090909091,0.039473684210526314,0.03571428571428571,0.07142857142857142,,0.0625,0.2631578947368421,,0.17857142857142858,0.6,0.75,0.6666666666666666,0.21428571428571427,0.25,0.2857142857142857,0.2857142857142857,1.0,,,,0.5357142857142857,0.5100642857142857,0.47565,0.5219642857142858,0.0967741935483871,0.1,0.08,0.2,10.961111111111112,0.2129032258064516,,2.0,2.0,2.0,8.0,,,1.0,3.0,2.0,10.0,,,1.0,4.0,6.0,8.0,2.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,0.2,,0.25,0.2,0.35714285714285715,,0.16666666666666666,,,0.058823529411764705,1.0,0.3333333333333333,0.4,0.5,0.07142857142857142,0.2857142857142857,0.25,0.25,1.0,,,,,0.42857142857142855,0.3333333333333333,0.25,24.550000000000004,,,1.0,1.0,,,,1.0,,0.05555555555555555,,,,,,1.0,1.0,0.14285714285714285,0.09090909090909091,,,,,,,,True,,,,,,,,,,,,,,,,,,
2039,1610612738,Keyon Dooling,Keyon Dooling,2039,BOS,1287.0,21,-9.0,38,38,10.0,21,1,76,1.0,1.0,,,,1.0,1.0,1.0,2.0,3.0,,10.0,44.0,,,,,1.0,,3.0,2.0,2.0,,2.0,2.0,,4.0,,,1.0,,1.0,,1.0,2.0,1.0,1.0,,,1.0,,1.0,,,1.0,5.0,4.0,,,,,,,,3.0,10.0,,,0.5,0.5,0.6666666666666666,,,0.625,,0.5,0.625,,0.5,,,22.5,1.0,,,0.25,,0.07692307692307693,,,,,,,0.25,0.125,1.0,1.0,1.0,0.125,0.125,1.0,1.0,,,,,0.75,0.54488125,0.52425,0.5536333333333334,,,,0.3,9.133333333333333,0.2631578947368421,,,4.0,,1.0,,1.0,,,2.0,5.0,,1.0,1.0,2.0,6.0,1.0,,1.0,,,,2.0,,,1.0,,,,,2.0,,,,1.0,0.4,,0.5,0.4,0.625,0.2,,,,,,,,,0.5,0.125,,,,,1.0,,,,,,23.380000000000003,,,,,1.0,,,,,,,,,,,2.0,,0.6666666666666666,,2.0,1.0,0.25,0.5,0.6666666666666666,1.0,0.5,True,,,,,,,,,,,,,,,,,,
2605,1610612738,Marquis Daniels,Marquis Daniels,2605,BOS,487.0,8,,13,14,7.0,12,1,27,,,,,,1.0,,,,1.0,,,20.0,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,1.0,,,,1.0,,,1.0,2.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,14.285714285714285,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.4144,,,,,,,5.7,0.5384615384615384,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
