EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,FtPoints,PenaltyFtPoints,DefTwoPtRebounds,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefTwoPtReboundPct,DefShortMidRangeReboundPct,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,DefLongMidRangeReboundPct,BlocksRecoveredPct,on,ShootingFouls,Fouls,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsPutbacks,Fg3aBlocked,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedAtRim,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,BlockingFouls,DefFTReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,HeaveAttempts,ShortMidRangeAssists,SelfOReb,Charge Fouls Drawn,BlockedShortMidRange,SelfORebPct,ShortMidRangePctAssisted,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,SecondChanceArc3PctAssisted
101144,1610612753,Von Wafer,Von Wafer,101144,ORL,277.0,5,1,10,9,10,9.0,19,2.0,2.0,2.0,2.0,1.0,3.0,3.0,5.0,6.0,7,3.0,5.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,10,0.6,0.6,0.6,0.6,0.6,0.6,60.0,1.0,1.0,0.16666666666666666,1.0,0.4,1.0,1.0,0.6,0.3333333333333333,0.3333333333333333,0.4,1.0,0.4,0.48100000000000004,0.48100000000000004,1.0,11.959999999999999,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,127.0,2,-3,5,4,5,4.0,9,,,,,,,,,,5,,,,,,,,1.0,1.0,1.0,1.0,,5,,,,,,,20.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202350,1610612753,Daniel Orton,Daniel Orton,202350,ORL,277.0,5,1,10,9,10,9.0,19,,,,,,,,,2.0,7,,,2.0,,,2.0,2.0,,,,,2.0,10,,,,,1.0,1.0,10.0,,,0.3333333333333333,,,,,,,,,,,,,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.4,0.6666666666666666,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202397,1610612753,Ish Smith,Ish Smith,202397,ORL,277.0,5,1,10,9,10,9.0,19,,,,,,,,,,7,,,,,,1.0,1.0,,,,,,10,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,1.0,,,1.0,,,,,0.2,,1.0,1.0,1.0,1.0,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202712,1610612753,Justin Harper,Justin Harper,202712,ORL,277.0,5,1,10,9,10,9.0,19,,,,,,1.0,,1.0,,7,,1.0,,,,,,,,,,,10,,,,,,,10.0,,,,,,,,1.0,,,,,,0.4003,0.4003,,18.2,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1610612753,Chris Duhon,Chris Duhon,2768,ORL,150.0,2,4,5,5,5,5.0,10,,,,,,,,,,2,,,,,,2.0,2.0,,,,,,5,,,,,,,20.0,,,0.5,,,,,,,,,,,,,,,1.0,,,2.0,1.0,2.0,1.0,1.0,0.5,0.3333333333333333,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101144,1610612753,Von Wafer,Von Wafer,101144,ORL,81.0,1,-3,2,3,1,,5,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,False,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612753,JJ Redick,JJ Redick,200755,ORL,7271.0,121,-18,223,226,54,64.0,449,7.0,9.0,1.0,1.0,4.0,8.0,15.0,25.0,54.0,234,2.0,4.0,8.0,26.0,1.0,5.0,5.0,2.0,1.0,5.0,1.0,8.0,54,0.6,0.5,0.4772727272727273,0.2916666666666667,0.54,0.3076923076923077,21.653543307086615,0.4,0.029411764705882353,0.045871559633027525,,0.20454545454545456,0.7777777777777778,0.7777777777777778,0.18181818181818182,0.5,0.5,0.08333333333333333,1.0,0.6363636363636364,0.48688977272727274,0.4811708333333333,0.14814814814814814,9.44,0.242152466367713,12.0,1.0,4.0,11.0,14.0,1.0,1.0,0.05333333333333334,0.08695652173913043,,,,,0.06451612903225806,,False,4.0,4.0,25.0,1.0,1.0,4.0,8.0,1.0,4.0,2.0,3.0,15.0,1.0,6.0,4.0,19.0,1.0,1.0,2.0,1.0,8.0,4.0,6.0,6.0,15.0,3.0,1.0,9.0,7.0,16.0,4.0,3.0,7.0,2.0,39.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.13333333333333333,0.13333333333333333,0.5,0.21052631578947367,0.125,0.21052631578947367,1.0,1.0,1.0,0.4318181818181818,0.04,0.125,0.1111111111111111,0.2857142857142857,0.18181818181818182,0.5,0.5714285714285714,0.09090909090909091,0.25,0.25,1.0,0.3409090909090909,0.2,0.2,0.3333333333333333,1.0,1.0,1.0,0.16666666666666666,0.5,0.16666666666666666,0.2,0.5552,0.12244897959183673,0.1724137931034483,0.05,0.037037037037037035,25.242105263157896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201583,1610612753,Ryan Anderson,Ryan Anderson,201583,ORL,10330.0,172,-27,306,303,58,49.0,609,2.0,9.0,,4.0,1.0,5.0,3.0,14.0,48.0,332,1.0,5.0,10.0,2.0,4.0,14.0,23.0,3.0,2.0,9.0,3.0,10.0,57,0.21428571428571427,0.2,0.4772727272727273,0.4444444444444444,0.5106382978723404,0.5,15.86402266288952,0.3333333333333333,0.0975609756097561,0.09271523178807947,0.10714285714285714,0.20454545454545456,0.2222222222222222,0.4,0.11363636363636363,0.2,0.2,0.4444444444444444,,0.8863636363636364,0.5318465909090909,0.4812555555555556,0.20833333333333334,8.0,0.1895424836601307,6.0,2.0,10.0,15.0,7.0,,,0.09090909090909091,0.07692307692307693,2.0,,2.0,,0.08333333333333333,,False,6.0,22.0,37.0,1.0,5.0,,,6.0,14.0,2.0,6.0,16.0,1.0,2.0,12.0,30.0,1.0,6.0,10.0,2.0,4.0,4.0,36.0,,16.0,6.0,4.0,1.0,3.0,4.0,3.0,,1.0,,11.0,3.0,3.0,1.0,6.0,1.0,,,1.0,4.0,,0.6666666666666666,1.0,1.0,0.4,0.5,0.4,0.16666666666666666,0.5,0.5555555555555556,0.6818181818181818,0.2857142857142857,,0.07692307692307693,0.5,,,,0.3181818181818182,0.42857142857142855,0.42857142857142855,1.0,0.36363636363636365,0.375,0.4,1.0,0.625,0.2,,0.2222222222222222,0.2222222222222222,0.5,0.375,0.51913,0.0851063829787234,0.23529411764705882,,0.20833333333333334,24.633333333333333,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,9.0,1.0,3.0,1.0,2.0,3.0,5.0,3.0,2.0,2.0,1.0,0.03333333333333333,0.4444444444444444,0.0625,0.047619047619047616,0.07017543859649122,0.05555555555555555,0.02702702702702703,0.12,0.023255813953488372,0.06818181818181818,0.07692307692307693,0.11428571428571428,1.0,0.25,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,
2047,1610612753,Quentin Richardson,Quentin Richardson,2047,ORL,4445.0,74,2,138,141,35,52.0,279,,2.0,,,2.0,4.0,3.0,8.0,12.0,126,1.0,1.0,2.0,4.0,5.0,22.0,22.0,4.0,3.0,6.0,,2.0,35,0.375,1.0,0.4,0.3333333333333333,0.4,0.3333333333333333,13.291139240506329,0.6666666666666666,0.25,0.19444444444444445,0.38461538461538464,0.13333333333333333,,,0.26666666666666666,0.5,0.5,,,0.6,0.47026333333333337,0.5145333333333334,0.16666666666666666,11.9625,0.2536231884057971,,,9.0,1.0,,,,0.17307692307692307,0.2,,,,,0.21052631578947367,,False,3.0,6.0,17.0,,,1.0,2.0,,1.0,1.0,2.0,6.0,,1.0,2.0,7.0,1.0,1.0,5.0,,2.0,2.0,3.0,3.0,6.0,2.0,,2.0,,2.0,,,2.0,,4.0,1.0,,,2.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.5,0.2857142857142857,,0.2857142857142857,1.0,1.25,1.25,0.4666666666666667,,,,,0.13333333333333333,0.5,0.5,0.06666666666666667,,,,0.4,0.3333333333333333,0.3333333333333333,0.5,,,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.535325,,,,0.4166666666666667,24.714285714285715,,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,0.07692307692307693,0.5,,,,,1.0,1.0,8.0,1.0,1.0,1.0,0.8,0.5,1.0,,,,,,,,,,,,
