EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Clear Path Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,BlockingFouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,OffensiveGoaltends,Corner3PctBlocked,on,HeaveAttempts,BlockedArc3
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,22365.0,373.0,-52,684,683,159.0,136,72.0,1367,24.0,42.0,4.0,10.0,10.0,19.0,5.0,15.0,20.0,45.0,49.0,102.0,39.0,137.0,724,5.0,13.0,6.0,16.0,18.0,33.0,7.0,43.0,70.0,28.0,6.0,10.0,8.0,4.0,12.0,2.0,2.0,4.0,3.0,1.0,28.0,5.0,13.0,1.0,10.0,28.0,7.0,45.0,19.0,64.0,2.0,11.0,9.0,2.0,4.0,1.0,2.0,8.0,1.0,2.0,2.0,12.0,2.0,4.0,18.0,35.0,1.0,2.0,3.0,27.0,2.0,43.0,1.0,22.0,4.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,43.0,158.0,2.0,0.7142857142857143,0.7608695652173914,0.4803921568627451,0.38461538461538464,0.5454545454545454,0.4803921568627451,0.38461538461538464,0.5454545454545454,0.556910569105691,0.5,0.581081081081081,0.09803921568627451,0.14285714285714285,0.26666666666666666,17.716535433070867,0.3333333333333333,0.2692307692307692,0.09090909090909091,0.12727272727272726,0.05327868852459016,0.1111111111111111,0.060240963855421686,0.12258064516129032,0.05504587155963303,0.1038961038961039,0.04807692307692308,0.08196721311475409,0.13114754098360656,0.11764705882352941,0.13186813186813187,0.13114754098360656,0.06896551724137931,0.046511627906976744,0.4,0.4117647058823529,0.5714285714285714,0.6666666666666666,0.5833333333333334,0.14705882352941177,0.3333333333333333,0.45454545454545453,0.6,0.4411764705882353,0.4444444444444444,0.4444444444444444,0.9,0.7692307692307693,0.4,0.5757575757575758,0.5263157894736842,0.4117647058823529,0.4845892156862746,0.5259555555555555,0.5184303030303029,0.17886178861788618,0.17886178861788618,0.11678832116788321,0.31386861313868614,9.811764705882354,0.2324561403508772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,27996.0,467.0,-37,871,855,214.0,197,88.0,1726,29.0,48.0,4.0,6.0,7.0,11.0,11.0,27.0,13.0,54.0,53.0,129.0,64.0,209.0,892,4.0,9.0,6.0,23.0,10.0,31.0,26.0,73.0,42.0,64.0,2.0,12.0,28.0,6.0,34.0,2.0,4.0,10.0,4.0,14.0,74.0,3.0,4.0,,10.0,42.0,6.0,58.0,7.0,65.0,3.0,20.0,11.0,9.0,21.0,1.0,17.0,11.0,2.0,4.0,2.0,32.0,,2.0,26.0,46.0,2.0,,2.0,55.0,1.0,71.0,9.0,31.0,14.0,,9.0,,4.0,14.0,11.0,1.0,73.0,211.0,4.0,0.39622641509433965,0.40384615384615385,0.4108527131782946,0.4444444444444444,0.3225806451612903,0.4166666666666667,0.5,0.5108695652173914,0.5098039215686274,0.575,0.6206896551724138,0.09302325581395349,0.14583333333333334,0.18518518518518517,24.380165289256198,0.65625,0.2222222222222222,,0.14334470989761092,0.013289036544850499,0.08928571428571429,0.027777777777777776,0.12839506172839507,0.017114914425427872,0.010416666666666666,0.007692307692307693,0.024691358024691357,0.13157894736842105,0.11702127659574468,0.17073170731707318,0.1038961038961039,0.05714285714285714,0.03225806451612903,0.7857142857142857,0.27586206896551724,0.6041666666666666,0.7073170731707317,0.5517241379310345,0.15517241379310345,0.4074074074074074,0.5,0.18181818181818182,0.3103448275862069,0.24074074074074073,0.24074074074074073,0.23076923076923078,0.35294117647058826,0.6666666666666666,0.2391304347826087,0.6363636363636364,0.5344827586206896,0.49049913793103456,0.5157166666666667,0.4632641304347825,0.16243654822335024,0.2052980132450331,0.11004784688995216,0.3492822966507177,10.145736434108526,0.24569460390355913,4.0,9.0,2.0,3.0,1.0,1.0,9.0,36.0,1.0,5.0,8.0,14.0,13.0,45.0,3.0,8.0,9.0,15.0,33.0,6.0,36.0,9.0,1.0,2.0,1.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,5.0,0.8461538461538461,0.28888888888888886,0.375,0.6,0.28888888888888886,0.25862068965517243,0.02666666666666667,0.037037037037037035,0.05172413793103448,0.4444444444444444,0.4444444444444444,1.0,0.20689655172413793,0.25,0.25,0.7777777777777778,0.5,0.17647058823529413,0.6666666666666666,1.0,0.29411764705882354,0.2,1.0,0.021739130434782608,1.0,0.30434782608695654,0.5714285714285714,0.25,0.021739130434782608,25.215555555555557,,,,,,,,,True,,
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,32985.0,550.0,-7,1025,1006,267.0,238,104.0,2031,60.0,109.0,10.0,15.0,17.0,25.0,8.0,35.0,26.0,54.0,94.0,198.0,22.0,228.0,1050,13.0,22.0,1.0,27.0,28.0,53.0,7.0,72.0,32.0,156.0,10.0,14.0,124.0,28.0,152.0,17.0,11.0,67.0,15.0,42.0,332.0,9.0,15.0,,18.0,46.0,4.0,68.0,24.0,92.0,4.0,25.0,16.0,9.0,26.0,14.0,19.0,25.0,3.0,7.0,2.0,51.0,2.0,12.0,5.0,33.0,5.0,1.0,1.0,30.0,,33.0,3.0,14.0,1.0,,1.0,,,1.0,,,71.0,263.0,4.0,0.1702127659574468,0.1797752808988764,0.47474747474747475,0.5909090909090909,0.5283018867924528,0.4660633484162896,0.52,0.5241935483870968,0.4830508474576271,0.54,0.5373134328358209,0.0707070707070707,0.10091743119266056,0.08571428571428572,25.175438596491226,0.5098039215686274,0.13793103448275862,,0.1398176291793313,0.04285714285714286,0.12949640287769784,0.07258064516129033,0.13675213675213677,0.05063291139240506,0.05042016806722689,0.028169014084507043,0.08888888888888889,0.11956521739130435,0.11538461538461539,0.17293233082706766,0.16666666666666666,0.061224489795918366,0.04,,0.49321266968325794,0.5504587155963303,0.6122448979591837,0.1,0.1583710407239819,0.22857142857142856,0.25,,0.24434389140271492,0.48148148148148145,0.48148148148148145,0.38461538461538464,0.6,0.6666666666666666,0.4032258064516129,0.68,0.5972850678733032,0.5093920814479638,0.4922444444444444,0.4703040322580645,0.0603448275862069,0.06698564593301436,0.11842105263157894,0.3157894736842105,7.045959595959595,0.2604878048780488,,1.0,,,,,6.0,22.0,,3.0,3.0,9.0,6.0,23.0,,3.0,3.0,9.0,6.0,12.0,22.0,6.0,,,2.0,1.0,,,4.0,,,,3.0,0.3333333333333333,0.2608695652173913,,0.3333333333333333,0.2608695652173913,0.10407239819004525,0.056179775280898875,0.029411764705882353,0.004524886877828055,,,,0.09954751131221719,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.1,,,,0.12,,,,,0.14516129032258066,0.3333333333333333,0.2727272727272727,,25.91739130434783,1.0,,,,,,,,True,,
200797,1610612738,Ryan Hollins,Ryan Hollins,200797,BOS,6427.0,107.0,-20,189,182,61.0,49,24.0,371,5.0,12.0,,1.0,1.0,1.0,1.0,4.0,,,6.0,16.0,3.0,15.0,192,,2.0,1.0,1.0,2.0,4.0,,4.0,12.0,,,2.0,3.0,,3.0,,,3.0,,,6.0,3.0,4.0,,3.0,1.0,1.0,5.0,7.0,12.0,,,,,2.0,,,3.0,1.0,2.0,,5.0,1.0,1.0,10.0,19.0,,2.0,2.0,11.0,2.0,6.0,,2.0,5.0,,4.0,,1.0,5.0,4.0,,4.0,61.0,1.0,1.0,1.0,0.375,,0.5,0.375,,0.5,0.39473684210526316,0.16666666666666666,0.4,0.125,0.08333333333333333,0.25,11.162790697674419,0.4,0.14285714285714285,,0.015625,0.06349206349206349,0.12,0.1,0.0449438202247191,0.07526881720430108,0.045454545454545456,0.09090909090909091,0.047619047619047616,,0.041666666666666664,,0.10526315789473684,0.16666666666666666,,0.8,0.75,0.4166666666666667,0.45454545454545453,1.0,0.25,0.25,0.3333333333333333,1.0,,,,,0.5,,0.25,1.0,0.75,0.5987312499999999,,0.46247499999999997,0.1111111111111111,0.1111111111111111,0.06666666666666667,0.26666666666666666,2.5999999999999996,0.32275132275132273,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,1.0,,,,1.0,,,,,,,0.05263157894736842,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
951,1610612738,Ray Allen,Ray Allen,951,BOS,36986.0,616.0,3,1130,1110,293.0,258,118.0,2240,18.0,28.0,3.0,4.0,5.0,6.0,6.0,17.0,14.0,30.0,38.0,75.0,32.0,192.0,1144,4.0,8.0,3.0,14.0,8.0,16.0,9.0,49.0,52.0,24.0,2.0,5.0,15.0,3.0,18.0,2.0,1.0,6.0,3.0,6.0,39.0,2.0,6.0,,17.0,47.0,2.0,66.0,8.0,74.0,1.0,17.0,11.0,6.0,11.0,3.0,6.0,6.0,1.0,5.0,,17.0,1.0,5.0,17.0,41.0,1.0,3.0,1.0,33.0,1.0,45.0,1.0,11.0,2.0,,2.0,,,2.0,2.0,,45.0,289.0,4.0,0.6842105263157895,0.7027027027027027,0.5066666666666667,0.5,0.5,0.47904191616766467,0.4230769230769231,0.5405405405405406,0.5081521739130435,0.4666666666666667,0.5697674418604651,0.06666666666666667,0.14285714285714285,0.058823529411764705,15.952380952380953,0.6470588235294118,0.05714285714285714,,0.12303664921465969,0.015748031496062992,0.11333333333333333,0.013605442176870748,0.12030075187969924,0.015151515151515152,0.024,0.01948051948051948,0.009433962264150943,0.102803738317757,0.08064516129032258,0.17218543046357615,0.13,0.08,0.010869565217391304,1.0,0.16766467065868262,0.6428571428571429,0.75,0.6111111111111112,0.10179640718562874,0.35294117647058826,0.375,0.6666666666666666,0.17964071856287425,0.4666666666666667,0.4666666666666667,0.7857142857142857,0.3076923076923077,0.75,0.16216216216216217,0.8333333333333334,0.718562874251497,0.5155299401197604,0.5518727272727273,0.5115675675675676,0.07777777777777778,0.12941176470588237,0.07291666666666667,0.2552083333333333,10.006666666666668,0.2592920353982301,10.0,27.0,,2.0,3.0,5.0,18.0,65.0,1.0,3.0,5.0,16.0,28.0,92.0,1.0,5.0,8.0,21.0,78.0,6.0,65.0,18.0,,,1.0,,7.0,3.0,4.0,,,,1.0,0.9285714285714286,0.30434782608695654,0.2,0.38095238095238093,0.30434782608695654,0.5508982035928144,,0.024390243902439025,0.16167664670658682,0.37037037037037035,0.37037037037037035,1.0,0.38922155688622756,0.27692307692307694,0.28125,0.8888888888888888,0.3333333333333333,0.15384615384615385,,,0.23076923076923078,0.3333333333333333,1.0,0.13513513513513514,0.6,0.43243243243243246,0.3125,0.27692307692307694,0.031578947368421054,24.873913043478257,2.0,1.0,0.010869565217391304,0.015384615384615385,,,,,True,,
201880,1610612738,Greg Stiemsma,Greg Stiemsma,201880,BOS,5112.0,85.0,-33,155,155,33.0,36,11.0,310,8.0,10.0,1.0,1.0,1.0,2.0,,,1.0,3.0,9.0,13.0,4.0,22.0,178,1.0,1.0,,2.0,1.0,2.0,3.0,5.0,16.0,2.0,2.0,1.0,4.0,1.0,5.0,1.0,,2.0,1.0,1.0,11.0,,3.0,,5.0,11.0,2.0,18.0,3.0,21.0,,2.0,2.0,,,,,3.0,1.0,,,3.0,,1.0,10.0,18.0,,,2.0,5.0,1.0,6.0,,2.0,6.0,,4.0,,2.0,6.0,4.0,,5.0,33.0,1.0,0.8888888888888888,1.0,0.6923076923076923,1.0,0.5,0.6923076923076923,1.0,0.5,0.6875,1.0,0.625,0.07692307692307693,0.1,,11.176470588235295,,0.6666666666666666,,0.22448979591836735,0.05172413793103448,0.29411764705882354,,0.24242424242424243,0.039473684210526314,0.05555555555555555,0.03571428571428571,,0.2857142857142857,0.1875,0.21052631578947367,0.2727272727272727,0.3333333333333333,,0.6666666666666666,0.7692307692307693,0.8,0.8888888888888888,0.875,,,,,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,0.7692307692307693,0.529276923076923,0.5737,0.53735,0.13333333333333333,0.13333333333333333,0.09090909090909091,0.22727272727272727,5.253846153846154,0.2129032258064516,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,True,,
202340,1610612738,Avery Bradley,Avery Bradley,202340,BOS,2902.0,48.0,19,85,86,35.0,24,7.0,171,3.0,5.0,,,1.0,2.0,,,,,3.0,5.0,,9.0,83,,,,3.0,1.0,2.0,,2.0,6.0,,,1.0,1.0,,1.0,,,,,1.0,2.0,,,,2.0,1.0,,3.0,,3.0,,1.0,1.0,,2.0,,2.0,,,,,2.0,1.0,,2.0,4.0,,,,1.0,,,,,2.0,,1.0,,,2.0,2.0,,2.0,35.0,2.0,1.0,1.0,0.6,,0.5,0.4090909090909091,0.5,0.25,0.4090909090909091,0.5,0.25,0.2,0.2,,13.829787234042554,1.0,,,0.022727272727272728,,0.2857142857142857,,0.058823529411764705,,,,,,,0.06666666666666667,0.25,0.3333333333333333,,1.0,0.45454545454545453,0.6,0.75,1.0,,,,,,,,,,,0.5,0.5,1.0,0.5684999999999999,0.44895,0.6063875000000001,,,0.3333333333333333,0.2222222222222222,0.9,0.4117647058823529,1.0,3.0,1.0,2.0,,1.0,,3.0,,1.0,,1.0,1.0,6.0,1.0,3.0,,2.0,3.0,,3.0,,,,,,,,,1.0,,,,1.0,0.16666666666666666,0.3333333333333333,,0.16666666666666666,0.5454545454545454,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.2727272727272727,,,,,0.6666666666666666,0.5,1.0,0.3333333333333333,,,0.25,,0.25,,,,24.150000000000002,,,,,,,,,True,,
2039,1610612738,Keyon Dooling,Keyon Dooling,2039,BOS,6007.0,100.0,21,175,168,43.0,35,22.0,343,3.0,4.0,,,1.0,2.0,1.0,1.0,2.0,3.0,6.0,8.0,2.0,29.0,168,1.0,1.0,,8.0,1.0,2.0,1.0,6.0,6.0,6.0,,1.0,6.0,5.0,11.0,4.0,1.0,2.0,,4.0,27.0,1.0,,,2.0,4.0,,6.0,1.0,7.0,,2.0,,2.0,1.0,,1.0,1.0,,,1.0,2.0,,1.0,3.0,11.0,,,,7.0,,3.0,1.0,1.0,1.0,,,,1.0,1.0,,,6.0,42.0,1.0,0.5,0.5,0.75,1.0,0.5,0.5869565217391305,1.3333333333333333,0.5,0.6041666666666666,1.3333333333333333,0.5,0.125,,,13.06532663316583,0.5,,,0.05970149253731343,,0.09090909090909091,0.03125,0.06741573033707865,0.011627906976744186,,,0.045454545454545456,0.05555555555555555,0.043478260869565216,0.07692307692307693,0.13333333333333333,,,,0.17391304347826086,0.75,0.75,0.6666666666666666,0.043478260869565216,1.0,1.0,,0.13043478260869565,0.6666666666666666,1.0,0.5,,,0.4,0.5,0.8260869565217391,0.5518608695652174,0.5141,0.58494,0.043478260869565216,0.125,0.27586206896551724,0.20689655172413793,9.325,0.24571428571428572,3.0,5.0,1.0,1.0,1.0,1.0,2.0,10.0,1.0,1.0,,2.0,5.0,15.0,2.0,2.0,1.0,3.0,15.0,,10.0,2.0,,,3.0,,,,1.0,,,,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6521739130434783,,,0.21739130434782608,0.6,0.6,1.0,0.43478260869565216,0.2,0.2,1.0,,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,0.4,,0.2,,24.88,,,,,0.3333333333333333,,,,True,,
2554,1610612738,Mickael Pietrus,Mickael Pietrus,2554,BOS,14433.0,241.0,21,433,425,125.0,116,48.0,858,9.0,10.0,5.0,5.0,3.0,4.0,,2.0,1.0,4.0,10.0,16.0,6.0,56.0,429,5.0,5.0,1.0,20.0,3.0,4.0,2.0,11.0,10.0,10.0,6.0,2.0,2.0,,2.0,,,1.0,,1.0,4.0,5.0,4.0,,5.0,7.0,1.0,13.0,9.0,22.0,,8.0,6.0,2.0,2.0,,1.0,3.0,1.0,1.0,,5.0,1.0,,14.0,33.0,,3.0,,14.0,2.0,10.0,,4.0,2.0,,1.0,,1.0,2.0,,,11.0,122.0,4.0,0.5,0.7142857142857143,0.625,1.0,0.75,0.49019607843137253,0.95,0.5625,0.5,0.9090909090909091,0.5,0.125,,1.0,12.603305785123966,0.4,0.07692307692307693,,0.047619047619047616,0.029197080291970802,0.0847457627118644,0.07352941176470588,0.05825242718446602,0.04390243902439024,0.06,0.021739130434782608,0.044444444444444446,0.04081632653061224,0.0392156862745098,0.06382978723404255,0.05263157894736842,0.14285714285714285,,,0.19607843137254902,0.9,0.9,0.5555555555555556,0.0392156862745098,,,,0.0784313725490196,0.25,0.25,,0.5,1.0,0.5,0.75,0.8823529411764706,0.5632729999999999,0.5772937499999999,0.6323,0.07272727272727272,0.2,0.35714285714285715,0.19642857142857142,5.975,0.28868360277136257,6.0,20.0,2.0,3.0,,2.0,4.0,15.0,1.0,2.0,1.0,2.0,10.0,35.0,3.0,5.0,1.0,4.0,24.0,6.0,15.0,4.0,1.0,1.0,5.0,,,,1.0,,,,1.0,0.8,0.2857142857142857,0.6,0.25,0.2857142857142857,0.6862745098039216,,0.13043478260869565,0.39215686274509803,0.3,0.3157894736842105,0.8333333333333334,0.29411764705882354,0.26666666666666666,0.26666666666666666,0.75,0.4,0.3,0.6666666666666666,0.5,0.2,0.5,1.0,0.25,,0.25,0.5,0.26666666666666666,,24.48285714285714,,1.0,0.02857142857142857,,,1.0,1.0,0.05,True,,
2605,1610612738,Marquis Daniels,Marquis Daniels,2605,BOS,2014.0,34.0,16,54,57,13.0,25,7.0,111,5.0,6.0,1.0,1.0,,,,1.0,,,5.0,7.0,2.0,12.0,55,1.0,2.0,,2.0,,1.0,,,6.0,4.0,2.0,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,1.0,,,1.0,1.0,2.0,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,4.0,,,,5.0,1.0,4.0,2.0,3.0,,,,,,,,,,13.0,1.0,0.6,0.75,0.7142857142857143,0.5,,0.7142857142857143,0.5,,0.75,0.5,,,,,12.5,,0.3333333333333333,,0.07142857142857142,0.05555555555555555,,,0.03571428571428571,0.041666666666666664,0.1111111111111111,,,0.3333333333333333,,,,,,,0.8571428571428571,0.8333333333333334,0.8333333333333334,0.6,0.14285714285714285,,,,,,,,0.5,1.0,,,0.8571428571428571,0.6483857142857143,0.45375,0.3136,0.375,0.375,0.16666666666666666,,1.1428571428571428,0.24074074074074073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
