EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,Fouls,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,FG2M,FtPoints,Points,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,LiveBallTurnovers,LostBallTurnovers,Charge Fouls,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,SecondChanceTsPct,AtRimPctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyTurnovers,Offensive Fouls,AtRimFGM,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG2M,PenaltyFG3M,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGM,Steals,BadPassSteals,BadPassTurnovers,ShootingFouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,PenaltyPointsExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyPointsPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,Corner3FGM,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG3A,PtsAssisted3s,TwoPtAssists,AtRimAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,SecondChanceFg2Pct,SecondChanceEfgPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyFtPoints,OffThreePtRebounds,FTOffRebounds,Loose Ball Fouls,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,LostBallSteals,HeaveAttempts,LongMidRangePctBlocked,Arc3PctAssisted,SecondChanceTurnovers,SelfOReb,SelfORebPct,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,on,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsPutbacks,Charge Fouls Drawn,Loose Ball Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,RecoveredBlocks,SecondChanceFg3Pct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,BlockedShortMidRange,BlockingFouls,BlockedArc3,DefensiveGoaltends,3SecondViolations
101107,1610612737,Marvin Williams,Marvin Williams,101107,ATL,1848.0,31,-21.0,51,53,16.0,10,7.0,104,1.0,1.0,1.0,3.0,4.0,3.0,1.0,8.0,3.0,52,1.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,7.0,1.0,1.0,1.0,2,1.0,16.0,0.2727272727272727,0.125,0.3333333333333333,20.0,0.5,0.25,0.047619047619047616,0.09090909090909091,0.18518518518518517,0.03125,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.2727272727272727,1.0,0.25,0.25,0.36363636363636365,0.43617727272727275,0.6044,0.45325,15.275,26.0,0.3137254901960784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,1610612737,Tracy McGrady,Tracy McGrady,1503,ATL,2019.0,34,-15.0,58,59,9.0,10,9.0,117,3.0,,,,4.0,1.0,1.0,7.0,1.0,57,1.0,,1.0,1.0,1.0,1.0,,4.0,,4.0,1.0,5.0,1.0,,2.0,2,6.0,9.0,0.125,0.14285714285714285,,17.142857142857142,,0.18181818181818182,0.034482758620689655,,0.16,0.025,,,0.2,,0.375,,0.5,0.125,,,1.0,0.5,0.439725,0.4803,0.4125,10.542857142857143,25.4,0.15517241379310345,2.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.5,0.5,0.2857142857142857,0.25,0.35,0.5,0.3333333333333333,0.5,0.09090909090909091,0.3333333333333333,0.5,0.5,0.5,0.2,0.2222222222222222,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,140.0,2,,5,3,3.0,2,,8,,,,,1.0,,,1.0,,6,,,,,,,,,,,,,1.0,,1.0,2,,3.0,,,,40.0,,,,,,,,,,,,,1.0,,,,,,0.4029,,,19.4,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,1530.0,26,-8.0,48,50,28.0,22,4.0,98,4.0,,1.0,5.0,,3.0,2.0,9.0,4.0,46,,4.0,3.0,3.0,1.0,,,2.0,,2.0,,2.0,,,2.0,2,1.0,28.0,0.3076923076923077,0.1111111111111111,,28.30188679245283,,0.125,,,0.08,,,0.14285714285714285,,,0.3076923076923077,0.38461538461538464,,0.23076923076923078,,0.14285714285714285,0.2857142857142857,0.6153846153846154,0.4979807692307693,,0.47849285714285716,5.855555555555555,24.775,0.5833333333333334,,4.0,1.0,15.0,,,2.0,6.0,,,,,,2.0,1.0,,1.0,1.0,,,1.0,0.25,0.25,0.4444444444444444,0.5384615384615384,0.5769230769230769,,0.25,1.0,,0.5,,,,0.07692307692307693,0.1111111111111111,,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,8.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,0.5,0.6666666666666666,0.5,0.25,0.5714285714285714,0.5714285714285714,0.5,0.6666666666666666,0.5,0.4,0.4,0.07692307692307693,0.6666666666666666,0.6666666666666666,0.14285714285714285,1.0,0.6666666666666666,0.5333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,1610612737,Willie Green,Willie Green,2584,ATL,3756.0,63,-30.0,109,115,44.0,26,15.0,224,3.0,2.0,2.0,2.0,4.0,2.0,1.0,9.0,4.0,106,4.0,3.0,1.0,2.0,,1.0,5.0,2.0,,7.0,1.0,8.0,2.0,,2.0,6,1.0,44.0,0.3076923076923077,,,11.71875,,0.05263157894736842,0.02040816326530612,0.2631578947368421,0.12280701754385964,0.014492753623188406,,0.08333333333333333,,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.3076923076923077,0.15384615384615385,0.4,0.5,0.25,0.5384615384615384,0.44970769230769236,0.525525,0.448075,10.78888888888889,26.475,0.4036697247706422,2.0,5.0,,13.0,,6.0,4.0,6.0,,3.0,,,6.0,,,1.0,,,,,,0.4,0.4,0.5555555555555556,0.5,0.5,0.6,,,0.0625,0.09090909090909091,0.5,0.5,1.0,,,0.46153846153846156,,,2.0,1.0,2.0,,,,1.0,2.0,,4.0,,,,,,1.0,,,,,4.0,0.25,,0.25,0.6666666666666666,0.5,0.5,0.6666666666666666,0.6666666666666666,,0.5,0.5,0.15384615384615385,,,,,,0.3076923076923077,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.75,0.6,0.3333333333333333,0.5,0.5,1.0,0.5,0.2,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201274,1610612737,Ivan Johnson,Ivan Johnson,201274,ATL,1520.0,25,-9.0,44,47,36.0,15,10.0,91,3.0,2.0,2.0,2.0,2.0,1.0,,7.0,1.0,37,2.0,6.0,,1.0,4.0,2.0,1.0,3.0,1.0,5.0,5.0,10.0,,,1.0,4,3.0,36.0,0.125,0.5714285714285714,0.5,18.18181818181818,1.0,0.21428571428571427,0.08333333333333333,0.1,0.16666666666666666,0.0967741935483871,0.14285714285714285,,,0.16666666666666666,0.375,0.25,0.25,0.125,1.0,0.3333333333333333,,0.5,0.52656875,0.7052499999999999,0.5116833333333333,8.357142857142858,25.4,0.8181818181818182,1.0,1.0,2.0,4.0,,,2.0,,,,,,,1.0,1.0,,3.0,2.0,,,,1.0,1.0,0.14285714285714285,0.125,0.2222222222222222,,1.0,1.0,,0.5,0.5,0.5,1.0,0.2222222222222222,0.25,,1.0,,,,,,,,,1.0,,4.0,,,,,,1.0,,1.0,,,4.0,,,,0.16666666666666666,0.16666666666666666,0.2857142857142857,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,0.5,0.14285714285714285,0.09090909090909091,0.2,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,1610612737,Jannero Pargo,Jannero Pargo,2457,ATL,1799.0,30,-14.0,49,50,13.0,1,10.0,99,1.0,,,3.0,3.0,8.0,3.0,7.0,9.0,45,1.0,3.0,3.0,8.0,2.0,1.0,,2.0,,2.0,1.0,3.0,,,1.0,1,1.0,13.0,0.5625,0.2857142857142857,0.3333333333333333,27.868852459016395,,0.13333333333333333,0.04,,0.08333333333333333,0.027777777777777776,0.1111111111111111,,0.2,,0.0625,0.1875,0.1875,0.5,,,0.5,0.625,0.433225,0.2779,0.356825,14.057142857142855,25.944444444444443,0.2653061224489796,1.0,1.0,,8.0,,,,2.0,,4.0,,,8.0,1.0,,,,,,,,,,0.14285714285714285,0.25,0.25,,1.0,1.0,,0.2,0.3333333333333333,0.3333333333333333,,,,,,,,,1.0,,2.0,1.0,2.0,,1.0,3.0,6.0,2.0,1.0,,1.0,,,,,,3.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,,0.25,0.25,,,,,,0.0625,0.25,0.25,,0.3333333333333333,0.25,0.375,,,,,,,,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550,1610612737,Kirk Hinrich,Kirk Hinrich,2550,ATL,688.0,11,-8.0,22,25,13.0,9,2.0,47,,,,,2.0,2.0,1.0,2.0,2.0,23,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0,3.0,,,,1,,13.0,0.5,0.5,,16.0,,0.1111111111111111,0.125,,0.08333333333333333,0.16666666666666666,,,0.25,,,,0.5,0.5,,,1.0,0.5,0.4825,,,18.4,42.65,0.5909090909090909,1.0,1.0,,5.0,,,,2.0,,,,,,,,,,,,,,,,0.5,0.625,0.625,,,,,,0.5,1.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,0.5,,1.0,,,,,,,,,,0.5,0.5,,,1.0,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,0.25,0.25,0.3333333333333333,,1.0,0.5,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,1610612737,Jason Collins,Jason Collins,2215,ATL,1116.0,19,-17.0,30,36,,2,3.0,66,,,,,,,,,,35,,,,,,,,2.0,,2.0,,2.0,,,1.0,1,1.0,,,,,2.857142857142857,,0.13333333333333333,,,0.11764705882352941,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,1100.0,18,-25.0,29,35,15.0,12,4.0,64,1.0,,,1.0,4.0,,,6.0,,45,1.0,2.0,,,1.0,,,2.0,,2.0,1.0,3.0,1.0,,5.0,2,2.0,15.0,,0.16666666666666666,,39.39393939393939,,0.2857142857142857,,,0.11764705882352941,0.07142857142857142,,,0.5,,0.16666666666666666,0.16666666666666666,0.6666666666666666,,,,,0.16666666666666666,0.421,0.394,0.39015,15.033333333333333,,0.5172413793103449,1.0,1.0,2.0,4.0,,,,2.0,,,,,,4.0,,,4.0,2.0,,,,,,0.16666666666666666,0.16666666666666666,0.25,,1.0,0.8,,0.25,0.25,0.25,,0.25,0.25,,2.0,1.0,,,,,,,,1.0,,3.0,,,,,4.0,,,,,,3.0,,,,0.5,0.5,0.5,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.5,,0.5,,,,,2.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
