EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,Fg3aBlocked,Technical Free Throw Trips,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,HeaveAttempts,StepOutOfBoundsTurnovers,on,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,OffensiveGoaltends,BlockedLongMidRange,DefensiveGoaltends
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,27781.0,463,137.0,888,876,237,225,94.0,1764,42.0,68.0,7.0,10.0,10.0,16.0,33.0,73.0,26.0,62.0,1.0,101.0,203.0,1.0,41.0,243.0,859.0,16.0,27.0,7.0,39.0,21.0,41.0,19.0,61.0,120.0,82.0,10.0,1.0,23.0,26.0,13.0,39.0,8.0,5.0,19.0,2.0,5.0,91.0,7.0,22.0,3.0,14.0,80,5.0,99,32.0,131,2.0,10.0,9.0,1.0,16.0,6.0,5.0,1.0,10.0,1.0,21.0,3.0,5.0,17.0,1.0,30.0,1.0,1.0,1.0,1.0,47.0,4.0,1.0,1.0,58.0,8.0,28.0,5.0,29.0,19.0,10.0,29.0,12.0,61.0,236,1.0,5.0,0.594059405940594,0.625,0.4975369458128079,0.5925925925925926,0.5121951219512195,0.4950980392156863,0.5925925925925926,0.5121951219512195,0.5305676855895196,0.609375,0.5754716981132075,0.004901960784313725,0.11330049261083744,0.16176470588235295,0.1506849315068493,0.016129032258064516,25.100401606425702,0.7619047619047619,0.2,0.11538461538461539,0.2318840579710145,0.07586206896551724,0.1728395061728395,0.06422018348623854,0.22065727699530516,0.07268170426065163,0.0898876404494382,0.07920792079207921,0.06,0.07575757575757576,0.046511627906976744,0.1650485436893204,0.26515151515151514,0.2545454545454545,0.20967741935483872,0.05263157894736842,0.025,0.41379310344827586,0.3333333333333333,0.6176470588235294,0.7368421052631579,0.6666666666666666,0.35784313725490197,0.4520547945205479,0.532258064516129,0.2727272727272727,0.30392156862745096,0.41935483870967744,0.4262295081967213,0.8846153846153846,0.004901960784313725,0.37037037037037035,0.7,0.2857142857142857,0.3902439024390244,0.625,0.3382352941176471,0.4582335784313726,0.47443913043478253,0.48517073170731706,0.125,0.12556053811659193,0.16049382716049382,0.25102880658436216,8.78423645320197,24.1,0.2668918918918919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1536,1610612759,Stephen Jackson,Stephen Jackson,1536,SAS,7759.0,129,31.0,249,245,110,89,24.0,494,3.0,6.0,1.0,1.0,,1.0,,1.0,1.0,1.0,13.0,4.0,8.0,21.0,13.0,63.0,264.0,1.0,1.0,,11.0,,2.0,8.0,29.0,6.0,2.0,,13.0,1.0,6.0,3.0,9.0,2.0,1.0,5.0,,1.0,21.0,1.0,1.0,,1.0,4,1.0,6,2.0,8,,4.0,1.0,3.0,,,3.0,1.0,,,3.0,,1.0,4.0,1.0,15.0,,,,1.0,10.0,1.0,2.0,,14.0,,,4.0,2.0,1.0,1.0,2.0,1.0,29.0,110,6.0,4.0,0.75,0.75,0.5,1.0,,0.8620689655172413,1.1,0.875,0.9,1.1,0.90625,0.7241379310344828,0.125,0.16666666666666666,,,13.818181818181818,,0.16666666666666666,,0.04878048780487805,0.014084507042253521,0.037037037037037035,0.03125,0.045871559633027525,0.019417475728155338,0.038461538461538464,,,0.05263157894736842,,0.08333333333333333,0.027777777777777776,0.045454545454545456,0.047619047619047616,,,0.5,0.20689655172413793,0.5,0.6,0.6666666666666666,0.034482758620689655,,,,0.034482758620689655,1.0,1.0,1.0,0.4482758620689655,0.2,1.0,1.0,0.08333333333333333,,0.9310344827586207,0.5420258620689655,0.5023124999999999,0.5446666666666666,0.06451612903225806,,0.1746031746031746,0.4603174603174603,5.0,23.876190476190477,0.44176706827309237,5.0,8.0,1.0,1.0,2.0,4.0,9.0,2.0,3.0,5.0,6.0,14.0,3.0,4.0,7.0,10.0,42.0,9.0,1.0,1.0,2.0,1.0,0.6666666666666666,0.75,0.7,0.6666666666666666,0.27586206896551724,0.625,0.625,1.0,0.6923076923076923,0.6923076923076923,1.0,0.2,1.0,1.0,0.6,0.6666666666666666,1.0,0.3333333333333333,0.5,0.5,0.8333333333333334,0.6923076923076923,0.08695652173913043,,,,,,,,,,True,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,14891.0,248,53.0,491,476,209,187,54.0,967,20.0,29.0,,1.0,11.0,16.0,4.0,8.0,3.0,11.0,26.0,27.0,48.0,34.0,28.0,118.0,483.0,2.0,5.0,2.0,12.0,14.0,24.0,20.0,57.0,32.0,22.0,,26.0,6.0,22.0,11.0,33.0,3.0,8.0,15.0,2.0,5.0,77.0,2.0,2.0,,8.0,16,1.0,25,4.0,29,,8.0,5.0,3.0,16.0,13.0,8.0,1.0,3.0,,24.0,3.0,9.0,11.0,1.0,22.0,1.0,,1.0,3.0,30.0,,3.0,5.0,33.0,2.0,13.0,4.0,2.0,1.0,1.0,2.0,1.0,55.0,208,2.0,2.0,0.5925925925925926,0.5925925925925926,0.5625,0.4,0.5833333333333334,0.5487804878048781,0.5,0.4868421052631579,0.6030927835051546,0.5454545454545454,0.5714285714285714,0.4146341463414634,0.125,0.10344827586206896,0.25,0.09090909090909091,21.73913043478261,0.6666666666666666,0.05263157894736842,,0.09580838323353294,0.013513513513513514,0.14545454545454545,0.029850746268656716,0.10810810810810811,0.018604651162790697,0.0425531914893617,,,0.023809523809523808,0.04,0.06818181818181818,0.028169014084507043,0.21153846153846154,0.16279069767441862,0.08333333333333333,,0.5,0.35365853658536583,0.6896551724137931,0.7692307692307693,0.6,0.0975609756097561,0.5,0.6666666666666666,0.25,0.13414634146341464,0.2727272727272727,0.3,1.0,0.3170731707317073,0.1,,,0.42105263157894735,0.6875,0.7682926829268293,0.5211493902439025,0.4717222222222222,0.5294802631578946,0.13978494623655913,0.22033898305084745,0.1016949152542373,0.4830508474576271,6.014583333333334,24.758823529411767,0.4256619144602851,3.0,8.0,1.0,2.0,1.0,3.0,9.0,1.0,3.0,2.0,11.0,12.0,2.0,5.0,3.0,14.0,33.0,9.0,2.0,,,0.9166666666666666,0.35294117647058826,0.4,0.21428571428571427,0.35294117647058826,0.0975609756097561,0.375,0.42857142857142855,1.0,0.34615384615384615,0.36,0.8888888888888888,0.2,0.5,1.0,0.3,0.3333333333333333,1.0,0.07894736842105263,0.3333333333333333,0.2894736842105263,0.18181818181818182,0.34615384615384615,,3.0,2.0,1.0,1.0,0.058823529411764705,0.125,0.038461538461538464,,,True,,,,,,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,1462.0,24,2.0,46,46,1,3,5.0,92,3.0,3.0,,,,,,1.0,,,,3.0,4.0,,1.0,7.0,53.0,,,,,,,,,6.0,,,,1.0,,,,,,,,,,,1.0,,,3,2.0,5,1.0,6,,,,,,,,,,,,,,4.0,,6.0,,,1.0,,4.0,,,,5.0,1.0,3.0,,1.0,1.0,,1.0,1.0,,1,,,1.0,1.0,0.75,,,0.75,,,0.5833333333333334,,,,0.25,,1.0,,12.0,,1.0,,0.15789473684210525,0.09090909090909091,,,0.15789473684210525,0.06666666666666667,,,0.25,,,,0.1,0.4,,,,1.0,0.75,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,0.75,0.53125,,,0.5,0.5,,,2.3,,0.021739130434782608,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,26774.0,446,159.0,853,844,220,211,90.0,1697,36.0,55.0,1.0,2.0,15.0,21.0,29.0,70.0,24.0,64.0,10.0,89.0,189.0,19.0,63.0,259.0,815.0,2.0,9.0,2.0,9.0,26.0,49.0,29.0,81.0,42.0,136.0,4.0,9.0,19.0,54.0,32.0,86.0,20.0,12.0,31.0,9.0,14.0,204.0,,7.0,,8.0,32,,40,7.0,47,2.0,12.0,4.0,8.0,21.0,12.0,14.0,3.0,9.0,2.0,35.0,1.0,9.0,7.0,,21.0,,,,2.0,62.0,2.0,4.0,6.0,78.0,5.0,28.0,13.0,,,,,,81.0,219,3.0,11.0,0.23595505617977527,0.2413793103448276,0.4708994708994709,0.2222222222222222,0.5306122448979592,0.47115384615384615,0.3181818181818182,0.4727272727272727,0.5286885245901639,0.375,0.5547945205479452,0.09134615384615384,0.10052910052910052,0.16363636363636364,0.1,0.046875,29.18410041841004,0.6,,,0.09523809523809523,0.025089605734767026,0.10256410256410256,,0.0966183574879227,0.018421052631578946,0.024691358024691357,0.030303030303030304,0.020202020202020204,,,0.06862745098039216,0.11811023622047244,0.09345794392523364,0.1016949152542373,0.10526315789473684,0.021739130434782608,,0.2644230769230769,0.6545454545454545,0.782608695652174,0.2222222222222222,0.33653846153846156,0.4142857142857143,0.4603174603174603,0.13793103448275862,0.3076923076923077,0.375,0.39344262295081966,0.375,0.04807692307692308,0.18181818181818182,0.5,,0.38181818181818183,0.7142857142857143,0.3557692307692308,0.47633115942028986,0.48606666666666665,0.500199074074074,0.12121212121212122,0.1320754716981132,0.03474903474903475,0.3127413127413127,9.62910052910053,25.278947368421054,0.25791324736225085,3.0,9.0,,,,,3.0,1.0,2.0,,6.0,6.0,1.0,2.0,,6.0,15.0,3.0,6.0,3.0,,0.8333333333333334,0.3157894736842105,0.5,,0.3333333333333333,0.04326923076923077,0.3333333333333333,0.3333333333333333,1.0,0.3,0.3333333333333333,0.6666666666666666,,,,0.18181818181818182,0.5,,,,0.10909090909090909,,0.3333333333333333,,3.0,1.0,1.0,,0.05263157894736842,,0.1,1.0,,True,,,,,,
201971,1610612759,DeJuan Blair,DeJuan Blair,201971,SAS,1306.0,22,,41,40,21,18,4.0,81,4.0,5.0,2.0,2.0,2.0,2.0,,,,,,4.0,5.0,,2.0,10.0,49.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,6.0,4.0,4.0,4.0,,1.0,,,,,,,,,,,3.0,,,2,1.0,3,3.0,6,,,,,,,,,,,,,,1.0,,1.0,,,,,2.0,,,,4.0,,2.0,,,,,,,6.0,21,,,0.5,1.0,0.8,1.0,1.0,0.8,1.0,1.0,0.7142857142857143,0.8333333333333334,0.75,,0.2,0.2,,,15.217391304347826,,0.5,,0.18181818181818182,0.23076923076923078,,,0.15384615384615385,0.1875,0.25,0.5,0.14285714285714285,,,,,0.2857142857142857,,,,,1.0,0.8,1.0,0.5,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,0.50272,0.49144999999999994,0.5479499999999999,0.2857142857142857,0.2857142857142857,0.5,0.6,2.04,,0.5121951219512195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,14194.0,237,109.0,438,437,71,84,42.0,875,11.0,19.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,6.0,27.0,16.0,29.0,52.0,3.0,92.0,398.0,3.0,3.0,1.0,13.0,1.0,2.0,1.0,12.0,24.0,8.0,,27.0,5.0,10.0,2.0,12.0,2.0,,5.0,,5.0,26.0,1.0,1.0,,5.0,27,,32,2.0,34,1.0,6.0,4.0,2.0,6.0,6.0,4.0,,,,10.0,,1.0,12.0,2.0,20.0,2.0,,,1.0,8.0,,,,6.0,,2.0,1.0,9.0,4.0,5.0,9.0,5.0,12.0,71,,1.0,0.75,0.75,0.5517241379310345,1.0,0.5,0.5493827160493827,0.6666666666666666,0.55,0.5476190476190477,0.65,0.5454545454545454,0.6419753086419753,0.1724137931034483,0.15789473684210525,0.5,,19.262295081967213,0.6,,,0.135,0.00684931506849315,0.13513513513513514,0.018867924528301886,0.1350210970464135,0.010050251256281407,,,0.01818181818181818,,0.045454545454545456,0.1111111111111111,0.11428571428571428,0.1791044776119403,0.17857142857142858,,0.025,0.5555555555555556,0.2345679012345679,0.5789473684210527,0.6875,0.9090909090909091,0.04938271604938271,0.5,1.0,0.5,0.07407407407407407,0.5,0.5,0.3333333333333333,0.3333333333333333,0.1111111111111111,1.0,1.0,0.2,0.5,0.8765432098765432,0.56151125,0.5369833333333334,0.563485,0.024096385542168676,0.06451612903225806,0.14130434782608695,0.13043478260869565,5.313793103448275,24.59807692307692,0.16210045662100456,11.0,25.0,1.0,4.0,2.0,4.0,8.0,1.0,2.0,1.0,4.0,19.0,2.0,6.0,3.0,8.0,57.0,8.0,1.0,2.0,,1.0,0.36538461538461536,0.3333333333333333,0.375,0.36538461538461536,0.30864197530864196,0.44,0.44,1.0,0.2962962962962963,0.2962962962962963,1.0,0.4444444444444444,0.25,1.0,0.2222222222222222,0.5,1.0,0.4,0.5,0.4,0.25,0.2962962962962963,,,,,,,,,,,True,,,,,,
2564,1610612759,Boris Diaw,Boris Diaw,2564,SAS,17931.0,299,110.0,575,572,99,111,61.0,1147,19.0,32.0,3.0,8.0,4.0,4.0,3.0,7.0,1.0,6.0,12.0,23.0,45.0,14.0,4.0,71.0,528.0,3.0,9.0,,6.0,5.0,6.0,,16.0,28.0,18.0,4.0,12.0,4.0,22.0,11.0,33.0,6.0,5.0,10.0,7.0,5.0,77.0,6.0,16.0,1.0,4.0,29,3.0,36,23.0,59,6.0,10.0,7.0,3.0,9.0,5.0,3.0,1.0,4.0,1.0,12.0,2.0,2.0,11.0,2.0,22.0,,,2.0,,9.0,3.0,1.0,,4.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,16.0,98,3.0,,0.6086956521739131,0.6666666666666666,0.5111111111111111,0.3333333333333333,0.8333333333333334,0.5677966101694916,0.3333333333333333,0.8888888888888888,0.5819672131147541,0.3333333333333333,0.8888888888888888,0.23728813559322035,0.08888888888888889,0.09375,0.14285714285714285,,11.145510835913313,0.75,0.2,0.08333333333333333,0.12184873949579832,0.07766990291262135,0.08695652173913043,0.09836065573770492,0.11619718309859155,0.08239700374531835,0.13846153846153847,0.046153846153846156,0.05263157894736842,0.08108108108108109,0.125,0.18309859154929578,0.0898876404494382,0.10256410256410256,0.05263157894736842,0.25,0.24,0.5,0.5423728813559322,0.59375,0.6551724137931034,0.6842105263157895,0.11864406779661017,0.42857142857142855,0.5,,0.1016949152542373,0.16666666666666666,0.16666666666666666,1.0,0.2033898305084746,0.8888888888888888,0.375,,0.4444444444444444,1.0,0.7796610169491526,0.5336711864406779,0.5486555555555556,0.5953055555555555,0.03333333333333333,0.043478260869565216,0.08450704225352113,0.22535211267605634,4.8,24.357142857142858,0.17217391304347826,1.0,2.0,,,1.0,2.0,6.0,,,1.0,1.0,7.0,,,2.0,3.0,21.0,6.0,1.0,,,1.0,0.5,,0.6666666666666666,0.5,0.03389830508474576,0.5,0.5,1.0,0.5,0.5,1.0,,,,,,,0.2222222222222222,0.5,0.1111111111111111,1.0,0.5,,,,,,,,,,,True,,,,,,
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,2721.0,45,2.0,89,82,34,33,9.0,171,,,,,,,,1.0,,1.0,3.0,,2.0,4.0,1.0,7.0,84.0,,,,,,,1.0,7.0,,,,3.0,,2.0,1.0,3.0,,1.0,,1.0,1.0,7.0,1.0,,,2.0,5,2.0,9,1.0,10,,,,,,,,,,,,,,2.0,,6.0,,,,,2.0,1.0,,,2.0,,,1.0,1.0,,1.0,1.0,1.0,7.0,34,,1.0,,,,,,0.5,,1.0,0.5,,0.875,0.6666666666666666,,,,,7.0,,0.5,,0.13513513513513514,,0.15384615384615385,0.0625,0.14,0.024390243902439025,,,,0.16666666666666666,,0.125,0.25,,0.1,0.3333333333333333,,1.0,,,,,0.16666666666666666,,,,0.16666666666666666,,,,0.5,,,,,,0.6666666666666666,0.4282166666666667,,0.41255,,,,1.0,15.7,24.549999999999997,0.38202247191011235,1.0,1.0,,,1.0,1.0,1.0,,,1.0,2.0,2.0,,,2.0,3.0,6.0,1.0,,,,1.0,0.5,,0.6666666666666666,0.5,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.3333333333333333,1.0,0.6666666666666666,0.5,0.3333333333333333,,,,,,,,,,,True,,,,,,
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,3746.0,62,1.0,120,115,47,38,13.0,235,,,,,,,1.0,3.0,1.0,3.0,10.0,2.0,6.0,12.0,3.0,19.0,129.0,,1.0,,,,,,3.0,2.0,2.0,,10.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,,,,1.0,5,,6,,6,,,,,2.0,1.0,,,1.0,,2.0,,,4.0,2.0,8.0,,,1.0,,6.0,,1.0,,4.0,,2.0,,,,,,,3.0,47,,,0.5,0.5,0.3333333333333333,,,0.4444444444444444,,0.5,0.475,,0.5,0.6666666666666666,0.16666666666666666,,,0.3333333333333333,16.417910447761194,1.0,,,0.17857142857142858,,0.06666666666666667,,0.13953488372093023,,,,,,,,0.26666666666666666,0.14285714285714285,,0.2,,,,,,,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.5,,0.5555555555555556,,,,,,0.6666666666666666,0.49777222222222217,0.3852,0.5423,0.1,0.25,,0.15789473684210525,12.783333333333331,24.758333333333336,0.39166666666666666,1.0,2.0,,,,1.0,3.0,,,1.0,2.0,4.0,,,1.0,3.0,12.0,3.0,,3.0,,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.5,0.5,1.0,0.3,0.3,1.0,,,,,,,0.3333333333333333,,0.6666666666666666,0.5,0.3,,,,,,,,,,,True,,,,,,
