EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PlusMinus,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGA,FtPoints,SecondChanceFG2A,PenaltyFG2A,PtsUnassisted2s,ThreePtAssists,Arc3Assists,LongMidRangeAssists,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,FTA,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Corner3Frequency,PenaltyAtRimFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,LongMidRangeFGM,BlockingFoulsDrawn,AtRimPctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3Assists,SecondChanceFtPoints,PenaltyFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,PenaltyFG2M,PtsUnassisted3s,ShortMidRangeAssists,OffThreePtRebounds,PenaltyFg2Pct,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,SecondChanceFG2M,PtsPutbacks,FTDefRebounds,SecondChanceFg2Pct,DefFTReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,OffArc3ReboundPct,ShortMidRangePctAssisted,on,FTOffRebounds,SelfOReb,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,LongMidRangePctBlocked,OffFTReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,PenaltyCorner3FGM,PenaltyCorner3FGA,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffensiveGoaltends,HeaveAttempts,BlockedLongMidRange,DefensiveGoaltends,StepOutOfBoundsTurnovers
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,51.0,1,1,2,1.0,2,3,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,1610612759,Stephen Jackson,Stephen Jackson,1536,SAS,1134.0,19,35,35,14.0,27,70,14.0,0.4,-5.0,5.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,11.0,51.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,9.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,0.5,0.9166666666666666,1.5,1.5,0.9166666666666666,1.5,1.5,0.6666666666666666,0.5,1.0,15.0,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.6666666666666666,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.75,0.56355,0.5733,0.55005,0.2727272727272727,0.2727272727272727,4.7,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202341,1610612759,James Anderson,James Anderson,202341,SAS,1872.0,31,57,57,19.0,38,114,19.0,0.3333333333333333,-6.0,11.0,2.0,3.0,,2.0,2.0,,,1.0,1.0,2.0,5.0,2.0,4.0,11.0,73.0,,,,1.0,1.0,3.0,2.0,6.0,2.0,2.0,,2.0,3.0,1.0,7.0,1.0,1.0,,1.0,1.0,,3.0,0.5,0.5,1.0,0.5,,1.0,0.5,0.4,0.5555555555555556,,0.5,0.55,,0.5,0.4444444444444444,,,14.705882352941176,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,,0.2222222222222222,1.0,1.0,1.0,,,,0.3333333333333333,1.0,0.7777777777777778,1.0,0.5269722222222223,0.3897,0.4560166666666667,,0.2727272727272727,8.2,23.450000000000003,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,1.0,0.14285714285714285,0.25,0.1724137931034483,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.1,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,1186.0,20,37,36,10.0,23,73,10.0,0.2702702702702703,-6.0,5.0,2.0,5.0,4.0,,1.0,,,,,4.0,10.0,,1.0,8.0,47.0,,,,,,,4.0,,1.0,,1.0,2.0,5.0,2.0,13.0,1.0,1.0,,,1.0,,,0.5,0.5,,,,,,0.4,0.36363636363636365,,,0.36363636363636365,,,0.09090909090909091,0.1,,26.19047619047619,0.45454545454545453,0.4,0.5,0.5,0.36363636363636365,0.09090909090909091,,,,,,,,,0.5454545454545454,,0.44476818181818184,,0.458,,,5.75,24.7,1.0,1.0,,,,1.0,4.0,3.0,3.0,,,,,,,,,,,,,,,0.09090909090909091,,1.0,,,1.0,1.0,1.0,0.2,0.25,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,124.0,2,3,4,2.0,3,7,2.0,0.6666666666666666,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,,,,,3.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,0.75,1.5,,0.75,1.5,,0.5,1.0,1.0,75.0,,,,,0.5,,,,,,,,,,0.5,,0.42525,0.4785,,1.0,,11.3,23.4,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,390.0,6,12,13,3.0,7,25,3.0,0.25,2.0,3.0,,1.0,1.0,,,,,,,,2.0,,,,18.0,,,,,,,,,,,1.0,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,20.0,0.5,,,,0.5,,,,,,,,,,0.5,,0.44305,,0.5009,,,6.7,,1.0,,,,,1.0,,1.0,,,,3.0,3.0,3.0,,,,0.6,,0.5,0.6666666666666666,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,352.0,6,10,11,4.0,8,21,4.0,0.4,-1.0,3.0,,,,,,,,,,,,,,1.0,16.0,,,1.0,,,1.0,,,,,,,1.0,,3.0,,,,,3.0,,1.0,,,,,,,,,,,,0.5,0.5,0.5,,,,7.692307692307692,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,1.0,,,1.0,1.0,2.0,2.0,,,0.16666666666666666,,0.1,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,0.2,0.16666666666666666,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,1474.0,25,46,44,14.0,28,90,14.0,0.30434782608695654,-5.0,8.0,2.0,2.0,2.0,2.0,4.0,,,1.0,1.0,3.0,6.0,3.0,5.0,15.0,57.0,,,,1.0,1.0,5.0,4.0,6.0,4.0,2.0,,3.0,4.0,2.0,9.0,,,1.0,1.0,1.0,,5.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6,,1.0,0.6,0.5,0.6818181818181818,,1.25,0.6818181818181818,,1.25,0.45454545454545453,,,24.074074074074073,0.18181818181818182,1.0,1.0,1.0,0.18181818181818182,0.36363636363636365,0.5,0.5,0.5,,,,0.5,1.0,0.6363636363636364,0.5,0.4798318181818182,,0.38195,,0.3333333333333333,9.016666666666667,24.9,,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,2.0,,,,0.07142857142857142,,0.05263157894736842,,0.14285714285714285,,0.18181818181818182,0.09090909090909091,,,,1.0,,,,0.5,0.5,,,,1.0,,,,1.0,2.0,2.0,2.0,2.0,1.0,,0.043478260869565216,,1.0,1.0,1.0,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,0.125,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,128.0,2,4,5,4.0,5,9,4.0,1.0,-6.0,1.0,,,,,1.0,,,,1.0,,,,1.0,,8.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,20.0,,,,,,1.0,,,,,,,1.0,,1.0,,0.5478,,0.5478,,,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201971,1610612759,DeJuan Blair,DeJuan Blair,201971,SAS,1463.0,24,46,43,14.0,27,89,14.0,0.30434782608695654,-3.0,8.0,7.0,8.0,3.0,,,,,,,8.0,12.0,,,16.0,55.0,,,10.0,,,2.0,8.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,,,2.0,0.5,0.8,,,,,,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.5,0.6666666666666666,0.8333333333333334,0.5,,,,22.22222222222222,0.6666666666666666,0.875,0.875,0.5714285714285714,0.25,,,,,,,,,,0.6666666666666666,,0.5367500000000001,0.5271333333333333,0.55185,0.625,0.125,4.066666666666666,,1.0,1.0,,,6.0,2.0,8.0,,,,,4.0,5.0,9.0,,,,0.2857142857142857,,0.23529411764705882,0.4,0.14285714285714285,,0.08333333333333333,,0.5,,,1.0,,,,0.3333333333333333,0.3333333333333333,,,,,,,3.0,4.0,,,,,,0.2,0.17391304347826086,0.2857142857142857,,,,,,,,,,,,,1.0,,,1.0,0.5,0.125,0.3333333333333333,4.0,5.0,1.0,5.0,6.0,1.0,0.8333333333333334,1.0,0.2,0.5,0.8333333333333334,0.8,0.5,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
