EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LostBallSteals,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,LongMidRangeAssists,DefThreePtRebounds,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceFG2M,PtsPutbacks,ShortMidRangeAssists,SelfOReb,DeadBallTurnovers,Offensive Fouls,SecondChanceFg2Pct,AtRimPctBlocked,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,BlockedAtRim,RecoveredBlocks,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,Defensive 3 Seconds Violations,OffAtRimReboundPct,SecondChanceFtPoints,HeaveAttempts,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,StepOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls Drawn,on,Charge Fouls Drawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,Fg3aBlocked,3pt And 1 Free Throw Trips,BlockedArc3,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,HeaveMakes,Arc3PctBlocked
1626144,1610612758,Emmanuel Mudiay,Emmanuel Mudiay,1626144,SAC,177.0,3,2,8,8,8.0,8,1.0,16,3.0,3.0,11,3.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,8.0,1.0,0.75,0.75,33.333333333333336,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1627745,1610612758,Damian Jones,Damian Jones,1627745,SAC,2031.0,34,-11,74,72,51.0,26,3.0,146,2.0,8.0,90,2.0,6.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,,1.0,,1.0,,3.0,2.0,,1.0,6.0,51.0,1.0,0.5714285714285714,0.75,10.126582278481012,1.0,,,0.75,0.6891891891891891,3.0,3.0,2.0,2.0,3.0,3.0,6.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,6.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.16666666666666666,0.3333333333333333,1.0,0.11764705882352941,0.125,0.06666666666666667,0.08,0.0967741935483871,0.25,0.07692307692307693,0.16666666666666666,0.125,0.5,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.57295,0.6321666666666667,4.3500000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1629663,1610612758,Louis King,Louis King,1629663,SAC,6216.0,104,-29,223,223,108.0,94,28.0,446,7.0,45.0,261,,19.0,6.0,3.0,9.0,2.0,5.0,21.0,2.0,,,,,,9.0,10.0,4.0,,19.0,108.0,,0.4411764705882353,0.38,19.844357976653697,,0.09803921568627451,0.17391304347826086,0.4222222222222222,0.484304932735426,1.0,1.0,1.0,1.0,7.0,7.0,20.0,,2.0,8.0,6.0,1.0,,,5.0,1.0,12.0,,12.0,2.0,,,7.0,14.0,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.35,0.25,0.40425531914893614,0.38,0.05,0.14285714285714285,0.5,0.08771929824561403,,,0.11224489795918367,,,,0.1111111111111111,0.045454545454545456,0.02127659574468085,1.0,1.0,1.0,0.14893617021276595,0.04,1.0,0.5957446808510638,0.4711106382978724,0.490882,13.62,2.0,4.0,12.0,3.0,9.0,1.0,1.0,1.0,6.0,5.0,18.0,1.0,4.0,11.0,8.0,27.0,1.0,2.0,3.0,5.0,17.0,8.0,18.0,6.0,18.0,5.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,0.75,0.2962962962962963,0.5,0.29411764705882354,0.2962962962962963,0.75,0.75,0.574468085106383,0.14634146341463414,0.125,0.1,0.2727272727272727,0.2857142857142857,0.3333333333333333,0.5,0.2553191489361702,0.3333333333333333,0.3333333333333333,0.25,0.19148936170212766,0.3333333333333333,0.3333333333333333,1.0,0.3829787234042553,0.2777777777777778,0.2777777777777778,0.6,0.5,1.0,1.0,0.5,0.24,0.16666666666666666,0.44,0.36363636363636365,0.2777777777777778,0.52275,0.03571428571428571,0.06666666666666667,24.97037037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1630186,1610612758,Jahmi'us Ramsey,Jahmi'us Ramsey,1630186,SAC,3233.0,54,-11,115,119,73.0,50,13.0,234,3.0,32.0,135,2.0,23.0,3.0,,3.0,,1.0,6.0,,,2.0,,3.0,,4.0,4.0,2.0,,23.0,73.0,,0.6153846153846154,0.71875,22.13740458015267,0.6666666666666666,0.07692307692307693,0.1,0.71875,0.6347826086956522,9.0,13.0,6.0,8.0,4.0,10.0,18.0,3.0,6.0,10.0,10.0,1.0,,2.0,1.0,,3.0,2.0,5.0,,2.0,,2.0,4.0,,,,0.5,0.5555555555555556,0.5555555555555556,0.6,0.6041666666666666,0.7,0.05555555555555555,,,0.037037037037037035,0.05263157894736842,,0.057692307692307696,0.034482758620689655,0.15384615384615385,,,0.1111111111111111,0.5416666666666666,0.6923076923076923,0.75,0.4444444444444444,0.16666666666666666,0.5333333333333333,0.75,0.7916666666666666,0.5728979166666667,0.64612,4.35,1.0,,1.0,,1.0,,,,1.0,3.0,5.0,1.0,3.0,4.0,3.0,6.0,1.0,1.0,9.0,3.0,5.0,10.0,6.0,3.0,5.0,3.0,,,2.0,1.0,,,,,0.6666666666666666,0.5,1.0,0.6,0.5,1.125,1.125,0.25,0.08,,0.1,,0.25,0.25,1.0,0.041666666666666664,,,,0.041666666666666664,,,,0.20833333333333334,0.6,0.6,0.6666666666666666,,,,0.25,0.06666666666666667,,0.26666666666666666,0.75,0.6,0.707775,,0.28125,25.183333333333334,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.1,0.75,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1630218,1610612758,Robert Woodard II,Robert Woodard II,1630218,SAC,1637.0,27,3,58,58,33.0,41,11.0,116,,5.0,67,,5.0,2.0,1.0,3.0,,2.0,7.0,1.0,1.0,,,,,,,,,5.0,33.0,,0.20833333333333334,0.3125,16.666666666666668,,,,1.0,0.5689655172413793,1.0,4.0,1.0,3.0,3.0,1.0,9.0,2.0,1.0,6.0,2.0,2.0,1.0,3.0,1.0,,4.0,5.0,9.0,,,,3.0,3.0,1.0,,1.0,1.0,1.0,0.1111111111111111,0.16666666666666666,0.20833333333333334,0.3125,0.2222222222222222,0.3333333333333333,,0.09090909090909091,0.1111111111111111,0.14285714285714285,0.16666666666666666,0.11764705882352941,0.125,,,,0.3333333333333333,0.25,0.3333333333333333,1.0,0.25,0.375,0.3333333333333333,0.5833333333333334,0.46908749999999994,0.47984375,7.888888888888889,,,2.0,,,,,,,1.0,3.0,,1.0,2.0,1.0,3.0,,,,1.0,2.0,,3.0,,3.0,1.0,1.0,,3.0,,,,,,1.0,0.3333333333333333,,0.5,0.3333333333333333,,,0.25,0.23076923076923078,0.5,0.18181818181818182,0.5,,,,0.16666666666666666,,,,,,,,0.25,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.25,0.5,0.3333333333333333,0.5758000000000001,,,25.599999999999998,,2.0,,,,,,,,,0.25,,1.0,,,,,1.0,1.0,1.0,0.3333333333333333,0.18181818181818182,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1626158,1610612758,Richaun Holmes,Richaun Holmes,1626158,SAC,776.0,13,-13,25,26,5.0,5,5.0,51,2.0,14.0,32,1.0,1.0,,,,,,,,,2.0,1.0,2.0,,2.0,3.0,1.0,1.0,1.0,5.0,1.0,0.875,0.5,33.333333333333336,1.0,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.2,6.0,6.0,,,1.0,6.0,7.0,1.0,,,8.0,,2.0,1.0,2.0,,2.0,3.0,5.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.6666666666666666,0.8,0.8571428571428571,,0.8571428571428571,,,,,0.3333333333333333,0.14285714285714285,0.2,0.16666666666666666,0.17647058823529413,,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.8571428571428571,1.0,1.0,0.6666666666666666,0.14285714285714285,,,0.8571428571428571,0.6159428571428572,,2.3000000000000003,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6259,,0.14285714285714285,,1.0,1.0,,1.0,2.0,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,0.25,,1.0,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,
1627741,1610612758,Buddy Hield,Buddy Hield,1627741,SAC,2802.0,47,-21,102,99,33.0,44,14.0,201,1.0,13.0,120,,,2.0,1.0,3.0,1.0,1.0,7.0,,,1.0,1.0,3.0,2.0,1.0,1.0,,,,33.0,,0.3157894736842105,,18.487394957983195,0.3333333333333333,,,,0.3235294117647059,3.0,6.0,,2.0,1.0,3.0,8.0,2.0,,2.0,2.0,2.0,1.0,1.0,,,4.0,2.0,6.0,,,,3.0,5.0,,,,0.3333333333333333,0.5,0.375,,0.3157894736842105,,0.25,,,,0.037037037037037035,0.03333333333333333,0.09090909090909091,0.03508771929824561,,0.043478260869565216,,,0.3157894736842105,0.5,0.75,0.3333333333333333,0.05263157894736842,0.3333333333333333,,0.8947368421052632,0.528975,0.56179,5.35,,,1.0,1.0,3.0,,,,1.0,1.0,8.0,1.0,,3.0,2.0,11.0,,1.0,3.0,,4.0,4.0,6.0,,7.0,1.0,,1.0,4.0,,,,,1.0,1.0,0.18181818181818182,,,0.2,0.3333333333333333,0.3333333333333333,0.5789473684210527,0.25,,0.4,,,,,0.05263157894736842,,,,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.42105263157894735,0.125,0.125,1.0,,,,0.3333333333333333,0.16666666666666666,,0.5,,0.14285714285714285,0.5332749999999999,,0.23076923076923078,26.50909090909091,1.0,2.0,,1.0,2.0,,,2.0,,0.5,0.3333333333333333,,0.6666666666666666,0.5,,,,,,,,0.25,,,,,1.0,1.0,2.0,1.0,,,,,,True,,,,,,,,,,,,,,,
1628368,1610612758,De'Aaron Fox,De'Aaron Fox,1628368,SAC,1203.0,20,-14,43,46,11.0,20,6.0,89,2.0,11.0,62,,3.0,2.0,,2.0,,1.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,3.0,2.0,,3.0,11.0,,0.5,0.5,30.612244897959183,1.0,0.18181818181818182,0.2222222222222222,0.2727272727272727,0.2558139534883721,2.0,4.0,,2.0,4.0,3.0,8.0,1.0,,2.0,2.0,,,,3.0,,3.0,,3.0,,2.0,,,,1.0,,1.0,0.3333333333333333,0.3333333333333333,0.375,,0.45,0.5,,,,0.2,,,0.17647058823529413,,,,0.14285714285714285,0.2,0.4,0.5,0.5,0.5,0.4,0.6666666666666666,,0.6,0.48301499999999997,0.49861666666666665,4.4625,1.0,,,,,,,,,1.0,2.0,,1.0,1.0,1.0,2.0,,,3.0,1.0,1.0,4.0,,3.0,2.0,1.0,,,,,,1.0,,,,0.5,,1.0,0.5,1.0,1.5,0.2,,0.3333333333333333,,,0.25,0.25,,,,,,,,,,0.2,0.5,0.5,,,,,,,,0.3333333333333333,1.0,0.5,0.4016,,0.2727272727272727,25.9,,,,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,
1630169,1610612758,Tyrese Haliburton,Tyrese Haliburton,1630169,SAC,1759.0,29,-19,62,62,9.0,15,8.0,124,4.0,9.0,74,,,4.0,1.0,5.0,,4.0,11.0,2.0,2.0,,,,,5.0,6.0,3.0,,,9.0,,0.3,,20.833333333333336,,0.2,0.3333333333333333,,0.14516129032258066,1.0,2.0,,1.0,3.0,1.0,6.0,1.0,,1.0,,1.0,,1.0,1.0,,2.0,1.0,3.0,,,,,,,,,,,0.16666666666666666,,0.20833333333333334,,0.16666666666666666,0.3333333333333333,,0.07692307692307693,0.07692307692307693,,0.08333333333333333,0.02857142857142857,0.14285714285714285,,0.14285714285714285,,0.16666666666666666,0.5,0.5,,0.25,0.5,,0.6666666666666666,0.497225,0.42979999999999996,9.666666666666668,,,1.0,,,,,,,1.0,6.0,,,1.0,1.0,6.0,,,1.0,,1.0,2.0,,3.0,6.0,1.0,1.0,,1.0,,,,,,,0.16666666666666666,,,0.16666666666666666,,0.25,0.5,0.09090909090909091,,,0.14285714285714285,,,,0.08333333333333333,,,,,,,,0.5,0.16666666666666666,0.16666666666666666,,,,,,,,0.5,,0.16666666666666666,0.439,,0.1111111111111111,26.516666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,
1629056,1610612758,Terence Davis,Terence Davis,1629056,SAC,736.0,12,5,28,26,22.0,8,3.0,54,1.0,8.0,26,1.0,6.0,,,,,,,,,,,2.0,2.0,1.0,2.0,1.0,,6.0,22.0,,0.6666666666666666,0.6,26.666666666666668,,0.16666666666666666,0.25,0.75,0.7857142857142857,2.0,3.0,1.0,2.0,,2.0,3.0,,1.0,2.0,2.0,1.0,,,2.0,,4.0,,4.0,,,,,,2.0,,2.0,0.5,0.5,0.6666666666666666,0.5,0.7,0.625,0.3333333333333333,,,0.18181818181818182,,,0.23529411764705882,,,,0.2,0.25,0.6,0.6666666666666666,1.0,0.5,,0.5,0.5,1.0,0.6608799999999999,0.6401,1.1333333333333335,,,,,,,,,,1.0,2.0,,1.0,2.0,1.0,2.0,,,,1.0,2.0,2.0,,3.0,2.0,1.0,,,2.0,,,,,,,0.5,,0.5,0.5,,,0.4,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,0.4,0.5,0.5,,,,,,,,0.5,0.5,0.5,,,,24.6,,,,,,,,2.0,,,0.3333333333333333,,,,,,,,2.0,2.0,,,,1.0,,,,,1.0,,1.0,,,,,True,,,,,,,,,,,,,,,
