EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PlusMinus,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,LongMidRangeFGA,PenaltyCorner3FGM,PenaltyFtPoints,PtsUnassisted3s,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,OffArc3ReboundPct,SelfORebPct,LongMidRangeFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Accuracy,LongMidRangeFGM,PtsPutbacks,HeaveAttempts,FTOffRebounds,SecondChanceTurnovers,Offensive Fouls,RecoveredBlocks,OffFTReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls,BlockedLongMidRange,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,Travels,on,Defensive 3 Seconds Violations,Arc3PctBlocked,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,Clear Path Fouls,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations
1626161,1610612755,Willie Cauley-Stein,Willie Cauley-Stein,1626161,PHI,233.0,4.0,8.0,9.0,8.0,9.0,17.0,11.0,1.0,1.0,1.0,2.0,2.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1627777,1610612755,Georges Niang,Georges Niang,1627777,PHI,9651.0,161.0,311.0,316.0,61.0,70.0,627.0,380.0,6.0,10.0,1.0,24.0,6.0,13.0,61.0,0.19614147909967847,-31.0,51.0,4.0,9.0,1.0,1.0,1.0,6.0,16.0,5.0,15.0,1.0,2.0,1.0,10.0,24.0,2.0,6.0,4.0,7.0,10.0,25.0,15.0,39.0,10.0,75.0,2.0,3.0,3.0,8.0,1.0,14.0,1.0,1.0,4.0,8.0,14.0,12.0,8.0,45.0,24.0,10.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,9.0,5.0,2.0,16.0,4.0,20.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,9.0,1.0,1.0,10.0,2.0,6.0,14.0,0.6,0.6,1.0,0.38461538461538464,0.375,0.5,0.38461538461538464,0.4,0.6666666666666666,1.0,0.5078125,0.5909090909090909,0.7777777777777778,0.5514705882352942,0.6363636363636364,0.7777777777777778,0.609375,0.02564102564102564,0.12,0.1111111111111111,0.125,0.06666666666666667,19.047619047619047,0.75,0.25,0.07246376811594203,0.03260869565217391,0.12,0.012987012987012988,0.09722222222222222,0.023668639053254437,0.029411764705882353,0.022727272727272728,0.07142857142857142,0.03333333333333333,0.08,0.05405405405405406,0.14285714285714285,0.11864406779661017,0.125,0.140625,0.4444444444444444,0.5,0.75,0.25,0.375,0.42857142857142855,0.5,0.234375,0.3333333333333333,0.35714285714285715,1.0,0.375,0.4166666666666667,0.4166666666666667,1.0,0.09090909090909091,0.18181818181818182,0.5,1.0,0.5454545454545454,0.3333333333333333,1.0,0.1111111111111111,1.0,0.1111111111111111,0.7777777777777778,0.5714285714285714,0.75,0.4166666666666667,0.5124531250000001,0.4602399999999999,0.5080944444444444,0.08823529411764706,0.20689655172413793,0.18666666666666668,0.18666666666666668,5.66,25.207692307692305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1627788,1610612755,Furkan Korkmaz,Furkan Korkmaz,1627788,PHI,11122.0,185.0,371.0,369.0,103.0,137.0,740.0,434.0,12.0,20.0,,48.0,3.0,6.0,103.0,0.2776280323450135,-10.0,53.0,7.0,14.0,2.0,2.0,2.0,5.0,13.0,5.0,15.0,2.0,4.0,5.0,7.0,35.0,,2.0,2.0,8.0,12.0,31.0,12.0,50.0,10.0,70.0,1.0,4.0,2.0,6.0,,8.0,2.0,6.0,3.0,13.0,20.0,12.0,12.0,33.0,35.0,7.0,2.0,,8.0,4.0,4.0,8.0,4.0,3.0,2.0,8.0,8.0,2.0,18.0,5.0,23.0,3.0,3.0,,4.0,3.0,4.0,1.0,1.0,8.0,,10.0,,,12.0,,3.0,20.0,0.5,0.5,0.9166666666666666,0.24,0.3333333333333333,0.23076923076923078,0.24,0.3870967741935484,0.25,0.3333333333333333,0.37037037037037035,0.4,0.34210526315789475,0.40229885057471265,0.4,0.43478260869565216,0.6172839506172839,,0.06451612903225806,0.07142857142857142,0.07692307692307693,,21.889400921658986,0.5,0.2,0.1038961038961039,0.020833333333333332,0.10126582278481013,0.03296703296703297,0.10256410256410256,0.026737967914438502,0.030303030303030304,0.023255813953488372,,,0.10344827586206896,0.075,0.25,0.10606060606060606,0.07692307692307693,0.1728395061728395,0.5,0.5384615384615384,0.7142857142857143,0.16049382716049382,0.38461538461538464,0.4166666666666667,0.2,0.18518518518518517,0.3333333333333333,0.3333333333333333,1.0,0.43209876543209874,0.2,0.2,0.8571428571428571,0.2,0.4,0.5,1.0,0.2,,,0.10526315789473684,1.0,0.2631578947368421,0.42105263157894735,0.25,0.7901234567901234,0.2,0.5251691358024692,0.5345714285714285,0.5235184210526317,0.03571428571428571,0.08823529411764706,0.11428571428571428,0.2857142857142857,6.796774193548388,25.792,1.0,4.0,1.0,7.0,3.0,3.0,1.0,2.0,5.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,0.04477611940298507,0.05454545454545454,0.04938271604938271,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1630194,1610612755,Paul Reed,Paul Reed,1630194,PHI,18146.0,302.0,603.0,605.0,162.0,183.0,1208.0,712.0,8.0,16.0,1.0,40.0,31.0,57.0,162.0,0.26865671641791045,-40.0,94.0,48.0,69.0,22.0,12.0,19.0,3.0,16.0,,5.0,,1.0,1.0,2.0,3.0,,,2.0,3.0,52.0,88.0,2.0,8.0,6.0,116.0,15.0,26.0,,1.0,2.0,32.0,13.0,26.0,2.0,4.0,36.0,60.0,44.0,6.0,2.0,2.0,9.0,,8.0,6.0,2.0,4.0,3.0,19.0,23.0,25.0,19.0,3.0,47.0,44.0,91.0,33.0,17.0,16.0,4.0,1.0,6.0,3.0,,10.0,5.0,13.0,1.0,2.0,14.0,2.0,8.0,36.0,0.5769230769230769,0.8108108108108109,1.0,0.25,,0.5,0.2857142857142857,0.5909090909090909,0.5769230769230769,0.5,0.5729166666666666,0.5555555555555556,0.5333333333333333,0.5686274509803921,0.5517241379310345,0.5454545454545454,0.08333333333333333,,0.10227272727272728,0.11594202898550725,0.0625,,15.686274509803923,0.4,0.17647058823529413,0.14728682170542637,0.1513157894736842,0.18518518518518517,0.12837837837837837,0.16666666666666666,0.14,0.14285714285714285,0.1917808219178082,0.06666666666666667,0.12195121951219512,0.09523809523809523,0.18840579710144928,0.1111111111111111,0.18691588785046728,0.17857142857142858,0.71875,0.6956521739130435,0.7868852459016393,0.5416666666666666,0.16666666666666666,0.1875,0.2,1.0,0.052083333333333336,,,,0.03125,0.6666666666666666,0.6666666666666666,1.0,0.8148148148148148,0.037037037037037035,,,,,,0.6333333333333333,0.631578947368421,0.03333333333333333,0.1,0.6666666666666666,0.8020833333333334,1.0,0.5880973684210525,0.5658894736842104,0.5520206896551726,0.0784313725490196,0.0851063829787234,0.27586206896551724,0.3103448275862069,3.1840909090909095,29.412499999999998,15.0,3.0,,4.0,,,,1.0,2.0,,14.0,4.0,10.0,14.0,4.0,,0.1308411214953271,,0.03125,0.6818181818181818,,1.0,30.0,1.0,2.0,1.0,5.0,9.0,0.18181818181818182,0.6428571428571429,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,True,,,,,,,,
1630198,1610612755,Isaiah Joe,Isaiah Joe,1630198,PHI,7108.0,118.0,245.0,241.0,119.0,128.0,486.0,263.0,4.0,8.0,,20.0,3.0,9.0,119.0,0.4857142857142857,16.0,35.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,6.0,,,1.0,11.0,34.0,2.0,3.0,5.0,21.0,5.0,10.0,12.0,40.0,15.0,61.0,1.0,2.0,2.0,3.0,3.0,11.0,2.0,5.0,5.0,22.0,26.0,6.0,4.0,36.0,34.0,11.0,2.0,,4.0,4.0,,3.0,1.0,,,13.0,5.0,,18.0,,18.0,4.0,1.0,3.0,,,4.0,,,4.0,,13.0,,,16.0,1.0,4.0,26.0,0.6,0.6,1.0,0.3,0.6666666666666666,0.22727272727272727,0.3,0.5,0.5,0.4,0.46,0.8,0.35185185185185186,0.5446428571428571,0.9166666666666666,0.43333333333333335,0.8,,0.2,0.3333333333333333,0.5,,21.27659574468085,,,0.11363636363636363,,0.20634920634920634,,0.16822429906542055,,,,,,0.1875,0.08,,0.22,0.15384615384615385,0.06,0.6666666666666666,1.0,0.5,0.04,0.5,1.0,1.0,0.12,0.16666666666666666,0.16666666666666666,1.0,0.68,0.3235294117647059,0.3235294117647059,1.0,0.2,,,,0.6,0.6666666666666666,1.0,0.07407407407407407,0.5,0.037037037037037035,0.7777777777777778,0.23809523809523808,0.86,0.3235294117647059,0.4898729999999999,0.49815,0.48984814814814814,0.125,0.3076923076923077,0.18032786885245902,0.4262295081967213,10.419999999999998,26.2375,1.0,5.0,,7.0,,,2.0,,3.0,,2.0,1.0,1.0,2.0,3.0,,,,0.1,1.0,,2.0,,,,,1.0,1.0,,0.5,0.4,0.4,0.5,1.0,3.0,1.0,0.06976744186046512,,,,,,,,True,,,,,,,,
1629003,1610612755,Shake Milton,Shake Milton,1629003,PHI,12314.0,205.0,402.0,408.0,117.0,128.0,810.0,492.0,26.0,39.0,3.0,91.0,8.0,22.0,117.0,0.291044776119403,-57.0,66.0,14.0,23.0,4.0,4.0,6.0,14.0,25.0,1.0,3.0,,1.0,,3.0,16.0,1.0,2.0,1.0,2.0,30.0,59.0,4.0,19.0,14.0,86.0,4.0,11.0,1.0,3.0,1.0,12.0,8.0,14.0,1.0,2.0,25.0,16.0,44.0,12.0,16.0,3.0,7.0,1.0,13.0,13.0,,16.0,7.0,4.0,4.0,9.0,5.0,,14.0,8.0,22.0,4.0,2.0,2.0,8.0,6.0,7.0,2.0,1.0,15.0,1.0,18.0,,,18.0,2.0,7.0,25.0,0.26666666666666666,0.2857142857142857,1.0,0.21052631578947367,0.3333333333333333,0.5,0.21052631578947367,0.5084745762711864,0.36363636363636365,0.5714285714285714,0.46153846153846156,0.39285714285714285,0.59375,0.5,0.4,0.625,0.24358974358974358,0.05263157894736842,0.11864406779661017,0.13043478260869565,0.16,0.3333333333333333,20.824742268041238,0.5333333333333333,,0.060240963855421686,0.035398230088495575,0.10465116279069768,0.03773584905660377,0.08284023668639054,0.0365296803652968,0.05405405405405406,0.038461538461538464,,0.06896551724137931,0.03225806451612903,0.075,0.08333333333333333,0.11428571428571428,0.0625,0.2948717948717949,0.6086956521739131,0.7,0.21428571428571427,0.32051282051282054,0.56,0.6666666666666666,0.35714285714285715,0.038461538461538464,0.3333333333333333,0.5,1.0,0.20512820512820512,0.1875,0.1875,1.0,0.2857142857142857,0.07142857142857142,,,0.14285714285714285,0.5,1.0,0.375,0.6666666666666666,,0.125,0.5,0.5384615384615384,0.1875,0.4952525974025974,0.4581,0.508640625,0.08433734939759036,0.109375,0.13953488372093023,0.29069767441860467,7.438983050847457,27.13684210526316,2.0,11.0,,6.0,,1.0,1.0,,7.0,3.0,1.0,,,1.0,1.0,3.0,0.025974025974025976,0.029411764705882353,0.14102564102564102,0.5,,2.0,4.0,,,2.0,3.0,1.0,,1.0,0.18181818181818182,0.18181818181818182,,,,,,2.0,1.0,,,,,,True,,,,,,,,
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,7765.0,129.0,257.0,260.0,35.0,39.0,517.0,322.0,9.0,12.0,,27.0,2.0,6.0,35.0,0.13618677042801555,-30.0,38.0,8.0,10.0,,1.0,1.0,12.0,26.0,2.0,2.0,,,1.0,9.0,19.0,2.0,3.0,1.0,3.0,23.0,44.0,11.0,21.0,17.0,96.0,,3.0,2.0,3.0,,6.0,2.0,5.0,2.0,4.0,14.0,26.0,20.0,15.0,19.0,9.0,4.0,,3.0,1.0,2.0,7.0,2.0,1.0,1.0,5.0,5.0,1.0,11.0,2.0,13.0,2.0,2.0,,2.0,1.0,2.0,1.0,,4.0,,12.0,,,19.0,4.0,11.0,14.0,0.5652173913043478,0.5652173913043478,0.45454545454545453,0.5238095238095238,0.6666666666666666,0.5,0.5238095238095238,0.5227272727272727,,0.4,0.6076923076923076,0.5,0.5555555555555556,0.6597222222222222,0.5,0.6363636363636364,0.3230769230769231,,0.09090909090909091,0.1,0.11538461538461539,,25.333333333333332,0.5,0.14285714285714285,0.07246376811594203,0.015384615384615385,0.08196721311475409,0.017857142857142856,0.07692307692307693,0.01652892561983471,0.05,,,,0.05555555555555555,0.05263157894736842,0.15384615384615385,0.08163265306122448,0.08333333333333333,0.15384615384615385,0.8,0.8888888888888888,0.625,0.4,0.46153846153846156,0.5217391304347826,0.5,0.03076923076923077,1.0,1.0,1.0,0.2923076923076923,0.47368421052631576,0.47368421052631576,0.3333333333333333,,,,,0.5,0.6666666666666666,0.5,0.1111111111111111,1.0,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.47692307692307695,0.47368421052631576,0.4702769230769231,0.42751249999999996,0.4396388888888889,0.1527777777777778,0.21568627450980393,0.0625,0.14583333333333334,8.265909090909089,26.657142857142855,,8.0,1.0,4.0,18.0,,,1.0,1.0,,2.0,1.0,,2.0,,,0.029411764705882353,,0.12307692307692308,,1.0,3.0,,,,,1.0,1.0,,0.5,0.375,0.375,0.6666666666666666,,,,,,1.0,1.0,,,,,True,,,,,,,,
201935,1610612755,James Harden,James Harden,201935,PHI,1215.0,20.0,38.0,41.0,8.0,11.0,79.0,56.0,2.0,4.0,,10.0,,1.0,8.0,0.21052631578947367,-20.0,8.0,1.0,1.0,,,,1.0,4.0,,,,,,,2.0,,,,,2.0,5.0,,2.0,8.0,12.0,,,,,,,1.0,3.0,,,6.0,,4.0,,2.0,,1.0,,2.0,1.0,1.0,2.0,,,,2.0,,2.0,4.0,,4.0,,,,2.0,1.0,2.0,1.0,,4.0,,4.0,,,8.0,,3.0,6.0,,,,,,,,0.4,,0.3333333333333333,0.2857142857142857,,0.3333333333333333,0.5454545454545454,,0.6,0.2857142857142857,,0.2,,0.25,,31.914893617021278,0.5,1.0,,,0.4,,0.18181818181818182,,,,,,,,,,1.0,0.14285714285714285,1.0,1.0,,0.5714285714285714,0.25,0.3333333333333333,,,,,,0.2857142857142857,,,,,,,,,,,,,,,,0.42857142857142855,,0.45226428571428573,,0.36946666666666667,0.3,0.375,,0.5,5.859999999999999,26.25,,,,4.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,
1629680,1610612755,Matisse Thybulle,Matisse Thybulle,1629680,PHI,4632.0,77.0,152.0,153.0,31.0,43.0,305.0,158.0,5.0,5.0,,10.0,2.0,5.0,31.0,0.20394736842105263,13.0,23.0,3.0,3.0,,,,2.0,3.0,1.0,4.0,,,,2.0,8.0,1.0,1.0,,,5.0,7.0,3.0,12.0,,19.0,,,1.0,1.0,,3.0,,1.0,,,,6.0,4.0,9.0,8.0,2.0,,,,,,3.0,2.0,2.0,1.0,6.0,1.0,,7.0,3.0,10.0,6.0,4.0,2.0,1.0,,3.0,1.0,,4.0,,,,,,,,,0.6,0.6,1.0,0.25,1.0,,0.25,0.7142857142857143,,,0.5,1.5,,0.5,1.5,,0.631578947368421,,,,,,13.068181818181818,0.25,,0.037037037037037035,0.03125,0.14634146341463414,0.05405405405405406,0.10294117647058823,0.043478260869565216,,0.05,,,,0.058823529411764705,,0.09375,0.3333333333333333,0.15789473684210525,1.0,1.0,0.6666666666666666,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.5,0.21052631578947367,0.25,0.25,1.0,0.42105263157894735,0.25,0.25,1.0,,,,,1.0,1.0,1.0,,,,,,0.7894736842105263,0.25,0.5623973684210526,,0.2714,,,0.15789473684210525,,4.428571428571429,24.808333333333334,,1.0,,,,,2.0,1.0,1.0,,3.0,1.0,2.0,6.0,1.0,,0.06451612903225806,,0.05263157894736842,,,,,,,,,3.0,,0.5,,,,,,,,,,,3.0,2.0,1.0,,True,,,,,,,,
200794,1610612755,Paul Millsap,Paul Millsap,200794,PHI,299.0,5.0,8.0,9.0,,,17.0,14.0,,1.0,,3.0,,,,,-2.0,2.0,,,,,,,1.0,,,,,,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,1.0,7.0,,1.0,1.0,1.0,,3.0,,,,,,,,6.0,2.0,2.0,,,1.0,1.0,,,,,2.0,,,,,2.0,2.0,,,,,,,,,,,1.0,,,2.0,,1.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,0.75,,0.875,0.75,,0.6666666666666666,,,,,,28.57142857142857,,,,0.2857142857142857,,,,0.25,,0.3333333333333333,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,0.6666666666666666,1.0,1.0,1.0,,,,,0.5,1.0,1.0,,,,,,0.6666666666666666,1.0,0.48475,0.517125,,0.25,0.5,0.42857142857142855,,13.9,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
