EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,LiveBallTurnoverPct,PenaltyArc3FGA,FtPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,DefThreePtRebounds,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,LongMidRangeAssists,LongMidRangeFGM,LongMidRangeFGA,AtRimAssists,DeadBallTurnovers,Charge Fouls,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Steals,LostBallSteals,PtsUnassisted3s,Arc3Assists,ShootingFouls,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,NonHeaveArc3FGM,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Travels,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Clear Path Fouls,Charge Fouls Drawn,LostBallTurnovers,NonShootingPenaltyNonTakeFouls,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefensiveGoaltends,on,SecondChanceArc3FGA,SecondChanceFG3A,BadPassSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,Fg3aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Loose Ball Fouls Drawn,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Corner3PctBlocked,OffensiveGoaltends,3SecondViolations
1628778,1610612760,Paul Watson,Paul Watson,1628778,OKC,646.0,11,21,21,1.0,5.0,2.0,42,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,9.0,23,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,1.0,0.9,0.9,0.4,21.73913043478261,0.1111111111111111,0.07692307692307693,0.16666666666666666,0.2,1.0,1.0,1.0,0.4,1.0,1.0,0.5,0.2,1.0,1.0,1.0,0.2,0.6,0.47856999999999994,6.7,24.05,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629026,1610612760,Kenrich Williams,Kenrich Williams,1629026,OKC,224.0,4,8,7,,,,15,,,,,,,,,,,,,9,,,,,1.0,1.0,1.0,,,,,,,,,,,12.5,0.5,0.2,1.0,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630177,1610612760,Theo Maledon,Theo Maledon,1630177,OKC,608.0,10,20,21,4.0,11.0,3.0,41,,,1.0,2.0,,,1.0,1.0,2.0,,1.0,4.0,23,2.0,,,1.0,,2.0,2.0,4.0,1.0,1.0,,,,0.5,0.3333333333333333,0.5,0.3333333333333333,17.391304347826086,,0.14285714285714285,,,,,,0.6666666666666666,0.5,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,0.43645,8.0,25.8,0.2,-4.0,1.0,,1.0,,1.0,2.0,,,,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,0.5,0.3333333333333333,0.4,1.0,0.46365,0.25,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202324,1610612760,Derrick Favors,Derrick Favors,202324,OKC,411.0,7,14,14,1.0,7.0,,28,,,,,,,,,,,,,18,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,-1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203816,1610612760,Scotty Hopson,Scotty Hopson,203816,OKC,1064.0,18,36,36,4.0,20.0,4.0,72,,,,1.0,,,1.0,2.0,3.0,,1.0,4.0,37,2.0,2.0,,1.0,1.0,1.0,1.0,4.0,0.5,0.5,,,,0.6666666666666666,0.5,0.5,0.25,15.0,0.06666666666666667,0.045454545454545456,,,,,,0.25,,,,,,,,0.25,0.25,0.44995,14.633333333333333,25.2,0.1111111111111111,-6.0,1.0,,1.0,,,2.0,1.0,1.0,2.0,0.5,1.0,,1.0,,,,,1.0,,,,,,,,,,1.0,0.5262,,,,,2.0,2.0,1.0,1.0,1.0,0.25,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629660,1610612760,Ty Jerome,Ty Jerome,1629660,OKC,456.0,8,16,15,,9.0,1.0,31,,,,2.0,,,1.0,,2.0,,1.0,,14,,,,1.0,,,,,,,,,,,,,0.3333333333333333,17.64705882352941,,,,,,,,0.6666666666666666,,,,,,,,0.3333333333333333,0.3333333333333333,0.4551,6.699999999999999,25.4,,-2.0,1.0,,1.0,,,2.0,,,,,,,,,,1.0,,1.0,,,,,,0.5,0.5,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629676,1610612760,Isaiah Roby,Isaiah Roby,1629676,OKC,190.0,3,6,6,,,,12,,,,,1.0,1.0,1.0,,,1.0,2.0,3.0,5,,,,1.0,1.0,1.0,1.0,,,,,0.5,0.5,,0.75,0.75,1.0,33.333333333333336,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,0.5,1.0,1.0,,0.5,1.0,0.530925,,24.15,,1.0,,1.0,1.0,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630598,1610612760,Aaron Wiggins,Aaron Wiggins,1630598,OKC,730.0,12,24,25,1.0,16.0,3.0,49,2.0,2.0,,2.0,,,3.0,3.0,5.0,1.0,3.0,9.0,24,2.0,4.0,3.0,3.0,2.0,4.0,5.0,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,0.6,0.5625,0.5625,0.375,33.33333333333333,0.2222222222222222,0.25,0.16666666666666666,0.25,1.0,1.0,0.5,0.25,,,,,,,,0.375,0.625,0.47120625000000005,7.779999999999999,26.099999999999998,0.041666666666666664,-4.0,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,0.3333333333333333,,,,,,,,1.0,1.0,,1.0,,0.3333333333333333,0.125,1.0,1.0,,,,,,,2.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.125,0.07142857142857142,0.125,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.5,0.3333333333333333,0.43616666666666665,0.4444444444444444,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203488,1610612760,Mike Muscala,Mike Muscala,203488,OKC,353.0,6,12,12,,9.0,3.0,24,,,,2.0,,,,1.0,3.0,,,2.0,10,2.0,,,,1.0,2.0,2.0,,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,20.0,0.2,0.2857142857142857,0.3333333333333333,,,,,0.6666666666666666,,,,,,,,,,0.38926666666666665,12.066666666666668,,,-2.0,1.0,,1.0,,,2.0,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,0.3333333333333333,0.5,0.5,1.0,,,,,,,1.0,1.0,1.0,,,,0.3333333333333333,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629652,1610612760,Luguentz Dort,Luguentz Dort,1629652,OKC,308.0,5,11,11,,11.0,1.0,22,,,,1.0,,,1.0,,1.0,,1.0,,10,,,,1.0,2.0,2.0,2.0,,,,,,,,,,0.5,25.0,1.0,0.5,1.0,,,,,0.5,,,,,,,,0.5,0.5,0.46729999999999994,6.7,29.3,,-2.0,,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
