EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeAssists,PenaltyCorner3FGM,Corner3Assists,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,Blocked3s,BlockedCorner3,DefFTReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Offensive Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedArc3,HeaveAttempts,DefensiveGoaltends,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Charge Fouls Drawn,3SecondViolations,on,HeaveMakes,LongMidRangeAssists,Clear Path Fouls,BlockedLongMidRange,OffensiveGoaltends,LongMidRangePctAssisted,Corner3PctBlocked
1626174,1610612745,Christian Wood,Christian Wood,1626174,HOU,10343.0,172,-78,365,369,104,127,50,734,16,29,4.0,8.0,7.0,10.0,11.0,17.0,1.0,6.0,2.0,5.0,1.0,2.0,8.0,23.0,1.0,1.0,2.0,6.0,28,52,10.0,28.0,14,100,458,5.0,10.0,1.0,2.0,8.0,21.0,8.0,14,2.0,8.0,7.0,29,30.0,26,24.0,6.0,8.0,23.0,8.0,4.0,3.0,7.0,10.0,7.0,3.0,27.0,6.0,8.0,1.0,14,23.0,37,15.0,52,3.0,9.0,9.0,8.0,4.0,5.0,7.0,3.0,1.0,15.0,6.0,7.0,12,1.0,2.0,21,2.0,30,1.0,11,1.0,3.0,5.0,3.0,2.0,5.0,3.0,1.0,29,104,2.0,3.0,0.5357142857142857,0.625,0.8,0.35714285714285715,0.5,0.25,0.35714285714285715,0.5384615384615384,0.5,0.5714285714285714,0.5375,0.5416666666666666,0.5,0.5319148936170213,0.5526315789473685,0.5178571428571429,0.35,0.07692307692307693,0.06896551724137931,0.11764705882352941,25.467289719626166,0.5333333333333333,0.058823529411764705,0.27710843373493976,0.08333333333333333,0.175,0.07142857142857142,0.22699386503067484,0.07777777777777778,0.14,0.02857142857142857,0.057971014492753624,0.13333333333333333,0.34210526315789475,0.21621621621621623,0.25,0.1509433962264151,0.2222222222222222,0.07894736842105263,0.6,0.3625,0.5517241379310345,0.5925925925925926,0.625,0.2125,0.6470588235294118,0.7333333333333333,0.45454545454545453,0.075,0.16666666666666666,0.16666666666666666,0.0625,0.4,0.4,1.0,0.2875,0.34782608695652173,0.34782608695652173,0.75,0.6666666666666666,0.5,0.08333333333333333,0.08333333333333333,1.0,0.45454545454545453,0.7,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.7125,0.34782608695652173,0.527049375,0.5165277777777777,0.5577863636363637,0.13186813186813187,0.1774193548387097,0.034482758620689655,0.21,0.29,5.353846153846154,25.610714285714288,0.28493150684931506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1627863,1610612745,Danuel House Jr.,Danuel House Jr.,1627863,HOU,1942.0,32,-3,72,75,45,35,5,147,1,3,,,,1.0,,2.0,1.0,1.0,,2.0,,1.0,3.0,7.0,,,2.0,4.0,2,6,3.0,9.0,4,17,75,,,,,,,1.0,4,2.0,5.0,2.0,10,2.0,2,6.0,3.0,,7.0,3.0,,4.0,1.0,5.0,1.0,3.0,11.0,,,,7,2.0,9,,9,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,2,,,2,1.0,4,,1,,1.0,,,,,,,10,45,,1.0,0.5,0.5,0.6666666666666666,0.3333333333333333,,0.4,0.3333333333333333,0.3333333333333333,,0.25,0.43333333333333335,,0.4444444444444444,0.5,,0.5,0.6,,,,23.376623376623375,1.0,,0.18181818181818182,,0.3181818181818182,,0.2727272727272727,,,,,,,0.25,,0.375,0.16666666666666666,,,0.2,0.3333333333333333,0.3333333333333333,1.0,0.13333333333333333,,,,0.06666666666666667,1.0,1.0,0.13333333333333333,,,,0.4666666666666667,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,,0.1111111111111111,,0.1111111111111111,0.4444444444444444,0.5,0.8,0.42857142857142855,0.5387266666666667,,0.49030555555555555,0.0625,0.14285714285714285,,,0.5882352941176471,6.766666666666667,25.65555555555555,0.625,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1628021,1610612745,David Nwaba,David Nwaba,1628021,HOU,36536.0,609,-117,1273,1284,441,466,172,2557,64,101,16.0,23.0,16.0,24.0,6.0,26.0,,,6.0,21.0,2.0,7.0,9.0,28.0,2.0,3.0,2.0,10.0,70,127,15.0,49.0,48,233,1516,19.0,29.0,2.0,5.0,7.0,51.0,18.0,29,4.0,17.0,20.0,68,76.0,64,45.0,,18.0,28.0,9.0,23.0,22.0,13.0,35.0,10.0,21.0,83.0,18.0,23.0,,48,47.0,110,41.0,151,6.0,28.0,17.0,11.0,3.0,8.0,10.0,3.0,1.0,21.0,7.0,29.0,55,2.0,2.0,54,3.0,67,5.0,32,,5.0,18.0,9.0,9.0,20.0,9.0,1.0,68,440,5.0,4.0,0.5428571428571428,0.6229508196721312,1.0,0.30612244897959184,0.4,0.23529411764705882,0.30612244897959184,0.5511811023622047,0.6551724137931034,0.6206896551724138,0.5255681818181818,0.6470588235294118,0.5217391304347826,0.5600961538461539,0.6710526315789473,0.5666666666666667,0.2784090909090909,0.18110236220472442,0.15841584158415842,0.2692307692307692,15.457627118644067,0.5238095238095238,,0.16785714285714284,0.07692307692307693,0.1643835616438356,0.05901639344262295,0.1660839160839161,0.06788079470198675,0.1,0.04807692307692308,0.05737704918032787,0.06557377049180328,0.176,0.17094017094017094,0.13157894736842105,0.18099547511312217,0.11267605633802817,0.09090909090909091,0.45,0.5738636363636364,0.6336633663366337,0.7529411764705882,0.546875,0.14772727272727273,0.23076923076923078,0.3157894736842105,0.5,,,,0.11931818181818182,0.2857142857142857,0.2857142857142857,1.0,0.1590909090909091,0.32142857142857145,0.32142857142857145,1.0,0.6764705882352942,0.6956521739130435,0.058823529411764705,0.08823529411764706,0.6666666666666666,0.5217391304347826,0.6666666666666666,0.15217391304347827,0.21739130434782608,0.2,0.8522727272727273,0.32142857142857145,0.5739178977272726,0.5711923076923078,0.5657152173913044,0.15763546798029557,0.2077922077922078,,0.21888412017167383,0.2918454935622318,2.743307086614172,25.29183673469388,0.34642576590730556,1.0,2.0,3.0,15.0,11.0,2.0,2.0,3.0,2.0,2.0,2.0,0.4166666666666667,0.04,0.25,1.0,0.2857142857142857,,,,,,,,,,,,,,,,True,,,,,,,
1630224,1610612745,Jalen Green,Jalen Green,1630224,HOU,10837.0,181,-50,374,377,106,124,46,751,17,25,,2.0,7.0,11.0,1.0,6.0,4.0,9.0,3.0,7.0,2.0,1.0,17.0,35.0,1.0,2.0,5.0,13.0,22,40,20.0,42.0,22,126,464,1.0,4.0,3.0,4.0,,11.0,9.0,16,6.0,14.0,13.0,49,20.0,24,45.0,15.0,,35.0,17.0,5.0,5.0,7.0,12.0,4.0,3.0,31.0,1.0,3.0,,2,1.0,3,4.0,7,3.0,3.0,2.0,11.0,,6.0,5.0,5.0,2.0,16.0,3.0,3.0,12,2.0,1.0,17,,27,1.0,10,,4.0,,,,,,,49,106,3.0,4.0,0.45454545454545453,0.45454545454545453,0.75,0.47619047619047616,0.75,0.42857142857142855,0.47619047619047616,0.55,0.25,0.5625,0.6341463414634146,0.6875,0.6,0.6631578947368421,0.6875,0.6447368421052632,0.5121951219512195,0.125,0.04,0.6666666666666666,25.99531615925059,0.6875,,0.0125,0.033707865168539325,0.021739130434782608,0.0125,0.01744186046511628,0.023668639053254437,0.041666666666666664,,0.015625,,0.03333333333333333,,,0.015625,0.03571428571428571,0.09090909090909091,,0.3048780487804878,0.68,0.7083333333333334,0.5294117647058824,0.07317073170731707,0.16666666666666666,0.5,1.0,0.10975609756097561,0.4444444444444444,0.4444444444444444,0.08536585365853659,0.42857142857142855,0.42857142857142855,1.0,0.4268292682926829,0.4857142857142857,0.4857142857142857,0.7058823529411765,0.25,,0.25,0.25,0.5,0.36666666666666664,0.6363636363636364,0.03333333333333333,0.43333333333333335,0.38461538461538464,0.8170731707317073,0.4857142857142857,0.5368390243902438,0.45138,0.502765,0.10989010989010989,0.20408163265306123,,0.0873015873015873,0.3888888888888889,6.5699999999999985,25.847619047619045,0.28342245989304815,2.0,1.0,3.0,,1.0,1.0,,1.0,1.0,,,,0.1,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,
201569,1610612745,Eric Gordon,Eric Gordon,201569,HOU,11749.0,196,-27,416,420,116,136,50,836,11,20,1.0,2.0,2.0,6.0,4.0,10.0,,1.0,2.0,4.0,,,20.0,40.0,1.0,3.0,3.0,7.0,15,31,22.0,44.0,22,118,515,1.0,2.0,1.0,3.0,,5.0,3.0,11,3.0,7.0,7.0,22,12.0,18,39.0,27.0,,40.0,20.0,4.0,7.0,16.0,23.0,12.0,4.0,62.0,,1.0,,7,6.0,14,1.0,15,1.0,3.0,3.0,9.0,3.0,4.0,9.0,5.0,2.0,18.0,6.0,3.0,6,1.0,1.0,21,,28,1.0,10,1.0,3.0,1.0,1.0,,2.0,2.0,,20,115,,2.0,0.4,0.4,0.5909090909090909,0.5,0.3333333333333333,0.42857142857142855,0.5,0.4838709677419355,0.5,0.2727272727272727,0.64,0.5,0.4166666666666667,0.6666666666666666,0.5,0.4782608695652174,0.5866666666666667,0.12903225806451613,0.1,0.2,22.012578616352204,0.5,,0.06521739130434782,0.010638297872340425,0.07216494845360824,,0.06878306878306878,0.005263157894736842,0.016666666666666666,,,,0.07692307692307693,0.044444444444444446,0.125,0.08333333333333333,0.04,0.029411764705882353,1.0,0.26666666666666666,0.55,0.6111111111111112,0.36363636363636365,0.13333333333333333,0.4,0.5,0.5,0.013333333333333334,,,0.05333333333333334,0.5,0.5,0.5,0.5333333333333333,0.5,0.5,0.6,0.4,0.5,,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.3888888888888889,0.42857142857142855,0.8533333333333334,0.5,0.5276906666666665,0.56835,0.4910444444444445,0.13095238095238096,0.25,0.022727272727272728,0.0423728813559322,0.1864406779661017,4.070967741935484,26.640909090909098,0.27884615384615385,3.0,,4.0,1.0,,2.0,,,,1.0,,0.14285714285714285,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,True,,,,,,,
1628464,1610612745,Daniel Theis,Daniel Theis,1628464,HOU,4278.0,71,-12,151,153,53,44,17,304,6,9,4.0,5.0,1.0,1.0,2.0,3.0,,1.0,,1.0,,,1.0,5.0,,,1.0,2.0,8,13,1.0,6.0,5,24,175,4.0,5.0,,,,8.0,1.0,1,1.0,2.0,2.0,7,10.0,6,3.0,,6.0,5.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,11.0,1.0,3.0,,7,5.0,12,4.0,16,,,,1.0,,1.0,1.0,,1.0,2.0,1.0,2.0,5,,,7,,7,1.0,3,,1.0,4.0,4.0,,4.0,2.0,,7,53,,1.0,0.625,1.0,1.0,0.16666666666666666,,0.5,0.16666666666666666,0.6153846153846154,0.8,1.0,0.5,0.8,0.8333333333333334,0.5454545454545454,0.8,0.875,0.3157894736842105,0.15384615384615385,0.2222222222222222,,14.117647058823529,0.5,,0.14705882352941177,0.09375,0.1794871794871795,0.030303030303030304,0.1643835616438356,0.06153846153846154,0.17647058823529413,,0.03571428571428571,,0.2,0.1111111111111111,,0.15151515151515152,0.3333333333333333,,0.5,0.47368421052631576,0.6666666666666666,0.8571428571428571,0.5,0.15789473684210525,0.6666666666666666,0.6666666666666666,1.0,0.05263157894736842,,,0.05263157894736842,,,,0.2631578947368421,0.2,0.2,1.0,1.0,0.8,,,,0.3333333333333333,1.0,,0.6666666666666666,0.5,0.7894736842105263,0.2,0.5469447368421052,0.66825,0.6008333333333333,0.14285714285714285,0.2,,0.3333333333333333,0.2916666666666667,4.438461538461538,24.533333333333335,0.3509933774834437,,,1.0,,,,,,1.0,,,,,0.25,,,,,,,,,,,,,,,,,,True,,,,,,,
1629645,1610612745,Kevin Porter Jr.,Kevin Porter Jr.,1629645,HOU,9138.0,152,-62,314,320,77,76,45,634,6,15,1.0,1.0,2.0,4.0,4.0,15.0,,1.0,3.0,5.0,2.0,,8.0,31.0,1.0,3.0,2.0,9.0,10,31,11.0,36.0,8,61,394,2.0,4.0,3.0,5.0,,13.0,2.0,6,2.0,9.0,6.0,16,2.0,18,21.0,12.0,2.0,31.0,8.0,7.0,15.0,11.0,26.0,8.0,11.0,63.0,3.0,2.0,,12,4.0,16,5.0,21,1.0,6.0,2.0,9.0,3.0,7.0,7.0,2.0,,16.0,3.0,5.0,12,,,12,1.0,11,,3,1.0,1.0,4.0,2.0,2.0,4.0,3.0,,16,77,1.0,1.0,0.1,0.1111111111111111,0.6363636363636364,0.3055555555555556,0.6,0.2222222222222222,0.3055555555555556,0.3225806451612903,0.5,0.3333333333333333,0.39552238805970147,0.7222222222222222,0.3333333333333333,0.4236111111111111,0.7222222222222222,0.42105263157894735,0.5373134328358209,0.22580645161290322,0.06666666666666667,0.4,23.913043478260867,0.5625,,0.05263157894736842,0.02666666666666667,0.17142857142857143,0.0410958904109589,0.1095890410958904,0.033783783783783786,0.029411764705882353,0.030303030303030304,0.016666666666666666,0.15384615384615385,0.03225806451612903,0.05263157894736842,0.14285714285714285,0.18181818181818182,0.13333333333333333,0.02564102564102564,0.75,0.22388059701492538,0.4,0.42857142857142855,0.16666666666666666,0.22388059701492538,0.26666666666666666,0.4444444444444444,,0.014925373134328358,,,0.07462686567164178,0.6,0.6,1.0,0.4626865671641791,0.25806451612903225,0.25806451612903225,0.5,0.1111111111111111,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.5,,0.6,0.2222222222222222,0.7611940298507462,0.25806451612903225,0.5340947761194029,0.45897499999999997,0.5802766666666666,0.056338028169014086,0.08823529411764706,0.02702702702702703,0.21311475409836064,0.26229508196721313,5.032258064516128,25.736111111111114,0.24522292993630573,4.0,,3.0,,4.0,1.0,2.0,,1.0,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,
1629717,1610612745,Armoni Brooks,Armoni Brooks,1629717,HOU,8083.0,135,35,281,282,95,82,44,563,6,9,,,3.0,6.0,2.0,3.0,,1.0,,2.0,1.0,1.0,9.0,40.0,,1.0,4.0,12.0,8,13,9.0,42.0,4,47,270,,2.0,,2.0,,,5.0,10,4.0,13.0,1.0,23,8.0,8,21.0,6.0,,40.0,9.0,1.0,9.0,4.0,13.0,4.0,6.0,30.0,1.0,2.0,,5,2.0,8,3.0,11,,5.0,5.0,3.0,2.0,1.0,2.0,2.0,,5.0,4.0,3.0,9,,,3,1.0,4,1.0,2,,,1.0,1.0,,1.0,,,23,95,1.0,,0.5,0.5,0.7777777777777778,0.21428571428571427,,0.3076923076923077,0.21428571428571427,0.6153846153846154,,0.5,0.39090909090909093,,0.4782608695652174,0.4107142857142857,,0.5,0.7636363636363637,0.07692307692307693,0.1111111111111111,,18.541033434650455,0.6,,0.029411764705882353,0.02666666666666667,0.07246376811594203,0.012345679012345678,0.051094890510948905,0.019230769230769232,,0.08,,0.08333333333333333,,,0.125,0.09803921568627451,,,,0.16363636363636364,0.6666666666666666,0.75,0.5,0.05454545454545454,0.6666666666666666,0.6666666666666666,0.5,0.01818181818181818,,,0.03636363636363636,,,,0.7272727272727273,0.225,0.225,0.7777777777777778,,,0.25,0.25,,0.2608695652173913,0.5,0.043478260869565216,0.5217391304347826,0.3333333333333333,0.9272727272727272,0.225,0.5369772727272728,0.446875,0.5251282608695653,0.03571428571428571,0.14285714285714285,,,0.48936170212765956,4.084615384615384,26.76666666666667,0.33807829181494664,3.0,,,1.0,,,,1.0,,,,0.1,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,
1630227,1610612745,Daishen Nix,Daishen Nix,1630227,HOU,3586.0,60,2,129,130,55,66,19,259,6,8,2.0,2.0,4.0,4.0,,3.0,,,,,,,2.0,5.0,,,1.0,3.0,6,11,2.0,5.0,3,21,140,2.0,2.0,,,,4.0,4.0,4,1.0,3.0,1.0,12,4.0,8,6.0,,2.0,5.0,2.0,2.0,8.0,4.0,12.0,1.0,8.0,28.0,1.0,1.0,,3,5.0,8,2.0,10,,4.0,1.0,6.0,1.0,3.0,2.0,3.0,,8.0,2.0,,2,1.0,,3,,5,1.0,3,,,,,,,,,12,55,,,0.3333333333333333,0.4,1.0,0.4,,0.3333333333333333,0.4,0.5454545454545454,1.0,1.0,0.5625,1.0,0.7857142857142857,0.5833333333333334,1.0,0.75,0.3125,0.18181818181818182,0.125,0.3333333333333333,17.449664429530202,0.75,,0.18518518518518517,0.041666666666666664,0.10344827586206896,0.03125,0.14285714285714285,0.03571428571428571,0.07142857142857142,,0.037037037037037035,,0.11764705882352941,0.25,0.5,0.1,0.1111111111111111,,,0.5,0.75,0.8571428571428571,0.3333333333333333,0.1875,,,,,,,,,,,0.3125,0.4,0.4,1.0,1.0,1.0,,,,0.5714285714285714,1.0,,0.42857142857142855,0.3333333333333333,0.8125,0.4,0.55778125,0.68825,0.5933857142857143,0.16666666666666666,0.23076923076923078,,0.19047619047619047,0.5714285714285714,2.8454545454545457,26.419999999999998,0.4263565891472868,,,3.0,,3.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,
1630528,1610612745,Josh Christopher,Josh Christopher,1630528,HOU,19114.0,319,-64,663,665,251,263,94,1328,24,44,3.0,5.0,12.0,21.0,18.0,45.0,1.0,5.0,6.0,15.0,1.0,8.0,6.0,38.0,1.0,7.0,2.0,12.0,43,94,12.0,53.0,24,146,778,6.0,10.0,1.0,8.0,3.0,18.0,20.0,44,6.0,20.0,15.0,73,24.0,62,27.0,9.0,6.0,37.0,6.0,13.0,25.0,18.0,43.0,17.0,22.0,104.0,9.0,4.0,1.0,18,11.0,30,14.0,44,1.0,16.0,11.0,22.0,1.0,16.0,7.0,6.0,2.0,29.0,9.0,9.0,18,,,29,2.0,29,2.0,10,,5.0,4.0,2.0,2.0,4.0,2.0,,73,251,1.0,5.0,0.27906976744186046,0.3,0.75,0.22641509433962265,0.125,0.3,0.23076923076923078,0.4574468085106383,0.6,0.45454545454545453,0.41496598639455784,0.4166666666666667,0.453125,0.453125,0.4473684210526316,0.5069444444444444,0.36054421768707484,0.13829787234042554,0.13636363636363635,0.13333333333333333,24.481865284974095,0.7586206896551724,0.03225806451612903,0.07692307692307693,0.024844720496894408,0.11920529801324503,0.052941176470588235,0.09863945578231292,0.03927492447129909,0.02127659574468085,0.01818181818181818,0.05755395683453238,0.03225806451612903,0.03333333333333333,0.1206896551724138,0.08,0.08849557522123894,0.21052631578947367,0.01282051282051282,0.5,0.29931972789115646,0.5454545454545454,0.631578947368421,0.3333333333333333,0.30612244897959184,0.4,0.46153846153846156,0.2222222222222222,0.034013605442176874,0.2,0.25,0.10204081632653061,0.4,0.4,0.6666666666666666,0.2585034013605442,0.15789473684210525,0.15789473684210525,0.8333333333333334,0.2777777777777778,0.6,0.05555555555555555,0.3888888888888889,0.14285714285714285,0.328125,0.5714285714285714,0.125,0.1875,0.16666666666666666,0.6598639455782312,0.16216216216216217,0.5221482876712329,0.46458571428571427,0.5252484126984127,0.06451612903225806,0.09803921568627451,,0.1232876712328767,0.5,5.819148936170212,25.930188679245283,0.37858220211161386,3.0,4.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,,,0.043478260869565216,0.08333333333333333,0.3333333333333333,1.0,0.5,,,,1.0,,1.0,,1.0,1.0,0.2,,,,,,True,,,,,,,
201571,1610612745,D.J. Augustin,D.J. Augustin,201571,HOU,7993.0,133,-46,275,275,98,106,33,550,3,5,,,1.0,2.0,,1.0,1.0,3.0,2.0,5.0,1.0,1.0,11.0,27.0,,,2.0,5.0,4,9,13.0,32.0,8,55,342,,,,1.0,,,2.0,5,3.0,6.0,4.0,17,4.0,4,33.0,6.0,,27.0,11.0,1.0,14.0,6.0,20.0,5.0,11.0,46.0,4.0,,,3,2.0,5,4.0,9,,3.0,2.0,7.0,3.0,5.0,3.0,2.0,,10.0,3.0,3.0,5,,1.0,5,,10,,2,,2.0,,,,,,1.0,17,97,1.0,2.0,0.5,0.5,0.8461538461538461,0.40625,,0.5,0.40625,0.4444444444444444,,0.4,0.573170731707317,,0.5909090909090909,0.5888888888888889,,0.6153846153846154,0.7804878048780488,0.1111111111111111,0.2,,17.460317460317462,0.7,,0.03508771929824561,,0.043478260869565216,0.058823529411764705,0.03968253968253968,0.03333333333333333,,,0.05454545454545454,0.07692307692307693,,0.05263157894736842,0.16666666666666666,0.05660377358490566,,,,0.12195121951219512,0.6,0.75,0.6666666666666666,0.024390243902439025,,,,0.07317073170731707,0.3333333333333333,0.3333333333333333,0.12195121951219512,0.4,0.4,1.0,0.6585365853658537,0.4074074074074074,0.4230769230769231,0.8181818181818182,,,1.0,,,0.18181818181818182,0.5,0.09090909090909091,0.45454545454545453,0.4,0.9024390243902439,0.4074074074074074,0.5098414634146342,,0.4579636363636364,0.046511627906976744,0.18181818181818182,,,0.3090909090909091,7.433333333333334,25.918750000000003,0.3563636363636364,3.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,2.0,,,,,1.0,0.03125,0.037037037037037035,,,True,,,,,,,
