EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGA,FG2A,OpponentPoints,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Steals,BadPassSteals,PenaltyPointsExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,LongMidRangeAssists,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,Assisted3sPct,SecondChanceFg3Pct,DefAtRimReboundPct,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassTurnovers,ShortMidRangeAssists,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,2pt And 1 Free Throw Trips,DeadBallTurnovers,Travels,SecondChanceTurnovers,OffShortMidRangeReboundPct,BadPassOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,on,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFtPoints,Fg3aBlocked,Corner3Assists,OffThreePtRebounds,FTDefRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,HeaveAttempts,Charge Fouls Drawn,BlockedArc3,BlockedLongMidRange,OffCorner3ReboundPct,FTOffRebounds,StepOutOfBoundsTurnovers,Offensive Fouls,Corner3PctBlocked,OffFTReboundPct,SecondChanceCorner3PctAssisted,Charge Fouls,3SecondViolations,Defensive 3 Seconds Violations,HeaveMakes,Clear Path Fouls,OffensiveGoaltends,3pt And 1 Free Throw Trips
1627760,1610612737,Cat Barber,Cat Barber,1627760,ATL,771.0,13,11,28,28,8.0,9.0,4.0,56,2.0,2.0,4.0,27,1.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,8.0,1.0,0.25,0.5,22.580645161290324,1.0,0.5,0.14285714285714285,0.2857142857142857,0.125,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.5056499999999999,0.2,0.2,9.524999999999999,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628411,1610612737,Wes Iwundu,Wes Iwundu,1628411,ATL,153.0,3,2,6,6,3.0,6.0,,12,1.0,,1.0,6,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,3.0,,,,50.0,,,,,,,,0.5,,1.0,0.60395,0.3333333333333333,0.5,1.1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,1.0,1.25,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.60395,0.8333333333333334,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628419,1610612737,Cameron Oliver,Cameron Oliver,1628419,ATL,404.0,7,9,14,14,3.0,9.0,2.0,28,2.0,1.0,4.0,12,,1.0,,1.0,,,2.0,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,3.0,,,,25.0,,,0.3333333333333333,,0.25,0.5,,0.5,0.25,0.5,0.535325,,,6.75,0.21428571428571427,2.0,,,,,,,4.0,,,,8.0,,,,,,2.0,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6567,0.25,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630602,1610612737,Chaundee Brown Jr.,Chaundee Brown Jr.,1630602,ATL,404.0,7,9,14,14,3.0,9.0,2.0,28,1.0,,1.0,12,,2.0,,2.0,,1.0,4.0,,1.0,1.0,,1.0,,,,,,,1.0,2.0,1.0,,3.0,,,,25.0,,0.5,,0.3333333333333333,,,,0.3333333333333333,,1.0,0.52105,0.25,0.5,2.0,0.21428571428571427,,,,1.0,2.0,,,,1.0,2.0,2.0,5.0,,,,,,,,2.0,1.0,,,,0.5,,0.5,,,0.5,,0.625,,0.6666666666666666,,,0.6666666666666666,0.5,0.5,,,,,0.5,,,25.25,,,,,,,,3.0,,,1.0,,,,1.5,1.5,,,,,,,,,,,0.47235,0.6,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202362,1610612737,Lance Stephenson,Lance Stephenson,202362,ATL,655.0,11,6,23,23,3.0,9.0,3.0,46,1.0,,1.0,25,,1.0,,1.0,,1.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,3.0,,,,7.692307692307692,1.0,0.25,,0.2,,,0.3333333333333333,1.0,,1.0,0.8099,,,0.6,0.13043478260869565,1.0,,,,,,,1.0,,,,2.0,,,,,,2.0,,,,,,,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630792,1610612737,Malcolm Hill,Malcolm Hill,1630792,ATL,367.0,6,12,13,13,5.0,3.0,3.0,26,,1.0,1.0,8,,1.0,,1.0,,,2.0,,,1.0,,1.0,,,,,1.0,2.0,,,,,5.0,,,,6.666666666666667,,,,0.2,,,,,1.0,,0.3774,,,22.3,0.38461538461538464,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629629,1610612737,Cam Reddish,Cam Reddish,1629629,ATL,150.0,2,1,6,6,,,1.0,12,1.0,1.0,2.0,6,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,28.57142857142857,,,,,,,,0.5,0.5,0.5,0.57675,0.5,0.5,7.6,,1.0,,,,,,,2.0,,,1.0,5.0,,,,,,2.0,,,,,,,,,,1.0,,1.0,,1.25,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,2.0,,,0.5,0.5,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203476,1610612737,Gorgui Dieng,Gorgui Dieng,203476,ATL,367.0,6,2,14,14,5.0,,2.0,28,,,,15,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,5.0,,,,20.0,,,0.25,,0.25,,,,,1.0,0.50565,,,,0.35714285714285715,,,,2.0,2.0,1.0,1.0,,2.0,2.0,,6.0,,,1.0,1.0,3.0,,,2.0,2.0,,,3.0,1.0,1.0,1.0,,,1.5,1.5,1.5,1.5,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.5046,0.5,25.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203992,1610612737,Bogdan Bogdanovic,Bogdan Bogdanovic,203992,ATL,251.0,4,-3,9,9,,,1.0,18,,1.0,2.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,0.5,,0.42415,,,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630219,1610612737,Skylar Mays,Skylar Mays,1630219,ATL,217.0,4,1,8,8,5.0,,1.0,16,1.0,,1.0,9,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,5.0,,,,12.5,,,,,,,,1.0,,1.0,0.7539,,,0.9,0.625,1.0,1.0,1.0,,,,,1.0,,,,2.0,1.0,1.0,,,2.0,2.0,,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,0.7539,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
