EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Travels,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGA,SecondChanceFG2A,PtsAssisted3s,SelfOReb,BadPassSteals,Assisted3sPct,DefAtRimReboundPct,SelfORebPct,Arc3PctAssisted,SecondChanceAtRimFrequency,ShortMidRangeFGM,AtRimAssists,OffThreePtRebounds,FTDefRebounds,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LostBallTurnovers,SecondChanceArc3FGA,LongMidRangeAssists,StepOutOfBoundsTurnovers,DefCorner3ReboundPct,SecondChanceArc3Frequency,LongMidRangeFGA,FtPoints,PenaltyFtPoints,LostBallOutOfBoundsTurnovers,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangeFrequency,LongMidRangeFGM,Charge Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,on,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFtPoints,Corner3Assists,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,Clear Path Fouls,BlockedArc3,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,OffensiveGoaltends,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,FTOffRebounds,3SecondViolations,OffFTReboundPct,Corner3PctBlocked,HeaveAttempts
1627885,1610612751,Shaquille Harrison,Shaquille Harrison,1627885,BKN,1355.0,23,-4,48,46,14.0,10.0,3.0,94,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,49,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,14.0,0.5,0.5,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,0.25,0.3333333333333333,15.094339622641508,0.5,0.07142857142857142,0.125,0.25,0.13636363636363635,0.05555555555555555,0.2,0.2,0.4,0.5,0.6666666666666666,1.0,0.5,0.16666666666666666,0.3333333333333333,1.0,1.0,1.0,0.8333333333333334,0.6166916666666666,0.4998,0.8247,0.5,2.75,23.1,0.2916666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628975,1610612751,Jevon Carter,Jevon Carter,1628975,BKN,76.0,1,3,4,4,4.0,4.0,,8,,,,,,,,,,1.0,3.0,2,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,3.0,4.0,,,,,1.5,1.5,1.5,1.5,1.0,,,50.0,,,,,,,,,,,,,,,,,,,1.0,0.52305,,0.52305,1.0,,27.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629117,1610612751,Wenyen Gabriel,Wenyen Gabriel,1629117,BKN,76.0,1,3,4,4,4.0,4.0,,8,,,,,,,,,,,,2,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,1.0,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203516,1610612751,James Ennis III,James Ennis III,203516,BKN,593.0,10,12,24,23,14.0,10.0,1.0,47,1.0,4.0,1.0,1.0,,,,1.0,4.0,1.0,5.0,16,,1.0,1.0,5.0,2.0,,,,,,,,,1.0,,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,5.0,14.0,1.0,1.0,0.25,1.0,0.5,1.25,0.5,1.25,0.2,,,20.0,,0.25,0.2,,0.18181818181818182,0.2,0.3333333333333333,,,0.8,0.25,0.25,1.0,,,,0.5,1.0,1.0,0.6282399999999999,0.6103,0.54655,1.0,1.5,26.2,0.5833333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.2,1.0,1.0,0.5,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204038,1610612751,Langston Galloway,Langston Galloway,204038,BKN,746.0,12,-5,25,25,4.0,6.0,2.0,50,,,,,2.0,,,2.0,2.0,1.0,4.0,26,,,,,2.0,2.0,,2.0,1.0,3.0,1.0,,7.0,,,1.0,2.0,1.0,3.0,,,,1.0,,1.0,1.0,,,,,,,,,,4.0,0.5,0.5,1.0,,0.6666666666666666,,0.6666666666666666,,0.3333333333333333,,,13.793103448275863,,0.09090909090909091,,,0.0625,0.07692307692307693,,,,,,,,0.6666666666666666,,,,,0.3333333333333333,0.48208333333333336,,,,11.85,24.5,0.16,,1.0,,,,,,,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,0.125,0.2,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630556,1610612751,Kessler Edwards,Kessler Edwards,1630556,BKN,844.0,14,-11,30,27,5.0,6.0,2.0,57,1.0,1.0,,,2.0,1.0,,1.0,3.0,1.0,2.0,32,,,,,2.0,,,1.0,,1.0,,,2.0,,1.0,,1.0,,1.0,,,1.0,,,1.0,2.0,,,,1.0,,1.0,1.0,1.0,,5.0,1.0,1.0,0.3333333333333333,,0.25,,0.25,,0.25,,,18.75,0.5,,,0.14285714285714285,0.06666666666666667,,,,0.25,0.25,1.0,1.0,1.0,0.5,0.25,,,,0.5,0.545125,,,,5.433333333333334,23.7,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630560,1610612751,Cam Thomas,Cam Thomas,1630560,BKN,785.0,13,-9,26,26,5.0,,2.0,52,2.0,3.0,,,1.0,,,3.0,4.0,2.0,9.0,35,1.0,1.0,1.0,5.0,4.0,2.0,1.0,2.0,,2.0,,,4.0,,1.0,2.0,3.0,,3.0,,,2.0,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,5.0,5.0,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,1.25,0.75,1.25,0.3333333333333333,0.25,0.3333333333333333,30.0,0.6666666666666666,0.4,,0.3333333333333333,0.375,,,0.5,,0.5,0.6666666666666666,1.0,0.5,0.16666666666666666,,,,,0.8333333333333334,0.5885833333333333,,0.476525,0.5555555555555556,2.375,25.35,0.19230769230769232,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,0.5,1.0,0.5,0.3333333333333333,0.5,0.5,0.5,1.0,0.5,,,3.0,,,1.0,,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630561,1610612751,David Duke Jr.,David Duke Jr.,1630561,BKN,625.0,10,10,23,22,10.0,6.0,1.0,45,,,,,,,,,1.0,1.0,2.0,17,,,,2.0,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,2.0,10.0,,,,,,,0.3333333333333333,1.0,0.5,,,16.666666666666668,,0.16666666666666666,,0.25,0.2,,,0.3333333333333333,0.25,,,,,,,,,,0.5,0.474475,,,1.0,20.4,25.0,0.43478260869565216,,1.0,,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201933,1610612751,Blake Griffin,Blake Griffin,201933,BKN,812.0,14,-7,27,27,5.0,,2.0,54,1.0,1.0,,,,,,2.0,2.0,3.0,9.0,30,,,,1.0,4.0,,,2.0,1.0,3.0,1.0,1.0,7.0,,,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,2.0,4.0,,,,,1.0,5.0,1.0,1.0,1.0,,0.7,,0.75,0.5,0.6,,,25.806451612903228,0.5,0.14285714285714285,,,0.1,0.09090909090909091,,0.25,,0.2,1.0,1.0,1.0,,,,,,0.8,0.5797,,,0.1111111111111111,8.950000000000001,24.8,0.18518518518518517,1.0,3.0,,,1.0,,,,3.0,1.0,,0.3333333333333333,,0.3333333333333333,0.6,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,,3.0,,1.0,1.0,,,1.0,,,,1.0,,,0.125,,,,,,,,1.0,,,,1.0,2.0,1.0,,3.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201988,1610612751,Patty Mills,Patty Mills,201988,BKN,863.0,14,-12,29,26,5.0,4.0,2.0,55,1.0,1.0,,,,1.0,,2.0,2.0,3.0,7.0,36,,,,3.0,2.0,2.0,,1.0,,1.0,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,3.0,5.0,0.5,1.0,1.0,,0.7,1.5,0.7,1.5,0.6,,,15.15151515151515,,,,,,0.07692307692307693,,,,0.2,1.0,1.0,,,0.2,,,,0.8,0.54912,,0.54315,0.42857142857142855,9.1,24.566666666666663,0.1724137931034483,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,0.3333333333333333,1.0,0.3333333333333333,0.4,0.5,0.5,1.0,1.0,0.5,1.0,1.0,3.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,0.1,0.16666666666666666,,,,,,,,,,,1.0,,,,,,,0.2,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.2857142857142857,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
