EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChancePoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceFtPoints,LostBallSteals,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Fg3aBlocked,ShortMidRangeAssists,BadPassTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,FTDefRebounds,SecondChanceFg3Pct,DefFTReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,SelfOReb,BlockedShortMidRange,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,Corner3PctBlocked,LongMidRangeAssists,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,BlockedArc3,BlockedLongMidRange,FTOffRebounds,Offensive Fouls,OffFTReboundPct,SecondChanceCorner3PctAssisted,Charge Fouls,3SecondViolations,Defensive 3 Seconds Violations,HeaveMakes,Clear Path Fouls,OffensiveGoaltends,3pt And 1 Free Throw Trips
101150,1610612737,Lou Williams,Lou Williams,101150,ATL,1593.0,27,1.0,54,49,23.0,37.0,7.0,103,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,6.0,7.0,12.0,65,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,3.0,12.0,1.0,1.0,2.0,2.0,1.0,3.0,7.0,2.0,1.0,7.0,22.0,0.16666666666666666,1.0,0.16666666666666666,0.2,0.5,0.22727272727272727,0.8333333333333334,0.42857142857142855,0.875,0.5454545454545454,0.2,0.5,22.580645161290324,0.07692307692307693,0.125,0.09523809523809523,0.14285714285714285,0.125,0.18181818181818182,0.09090909090909091,1.0,1.0,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.7272727272727273,0.3333333333333333,0.5228863636363636,0.6316,0.5242333333333333,0.21428571428571427,0.2857142857142857,0.14285714285714285,0.5833333333333334,9.68,24.966666666666665,0.42592592592592593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1628411,1610612737,Wes Iwundu,Wes Iwundu,1628411,ATL,4933.0,82,,161,161,48.0,79.0,18.0,322,7.0,1.0,2.0,1.0,2.0,4.0,3.0,,2.0,2.0,1.0,1.0,5.0,13.0,3.0,5.0,3.0,22.0,193,3.0,,2.0,3.0,1.0,3.0,,7.0,4.0,3.0,2.0,2.0,4.0,,,,,,,,6.0,4.0,10.0,13.0,8.0,4.0,4.0,2.0,,7.0,47.0,0.6,0.3333333333333333,0.6,0.38461538461538464,0.6666666666666666,0.5277777777777778,0.5833333333333334,0.55,0.5833333333333334,0.2777777777777778,0.3076923076923077,0.5714285714285714,11.602209944751381,0.10256410256410256,0.23076923076923078,0.15384615384615385,0.058823529411764705,0.24,0.3888888888888889,0.1111111111111111,0.5,0.5,0.2222222222222222,0.16666666666666666,0.1111111111111111,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.16666666666666666,1.0,0.6666666666666666,1.0,0.5136444444444446,0.3904666666666667,0.5442666666666667,0.1,0.13333333333333333,,0.3181818181818182,7.769230769230768,23.98,0.2981366459627329,2.0,1.0,2.0,1.0,2.0,1.0,2.0,6.0,6.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.6,0.75,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.041666666666666664,0.034482758620689655,0.03896103896103896,0.06896551724137931,0.125,0.18181818181818182,0.09090909090909091,0.2857142857142857,0.6666666666666666,0.5,1.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.3333333333333333,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1628419,1610612737,Cameron Oliver,Cameron Oliver,1628419,ATL,1534.0,26,3.0,51,51,12.0,27.0,5.0,102,5.0,2.0,1.0,1.0,1.0,,1.0,,1.0,2.0,,,4.0,6.0,1.0,3.0,1.0,12.0,68,3.0,,1.0,1.0,,,,2.0,2.0,,2.0,1.0,,1.0,1.0,2.0,1.0,,1.0,5.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,11.0,0.3333333333333333,,0.3333333333333333,0.6666666666666666,1.0,0.6111111111111112,1.0,0.6666666666666666,1.0,0.3333333333333333,,,16.07142857142857,0.1111111111111111,,0.07142857142857142,,,0.5555555555555556,0.1111111111111111,1.0,1.0,,0.1111111111111111,0.2222222222222222,0.5,0.5,0.6666666666666666,,1.0,,,0.8888888888888888,0.5,0.5813222222222222,0.5854,0.7623,0.1111111111111111,0.16666666666666666,,0.16666666666666666,1.9666666666666666,25.133333333333336,0.23529411764705882,3.0,1.0,,,,3.0,7.0,6.0,3.0,2.0,,1.0,1.0,1.0,,,,,,,,1.0,0.75,1.0,1.0,1.0,1.0,1.1666666666666667,,0.09090909090909091,,0.05,0.125,,,0.5,0.6,0.6,0.6666666666666666,1.0,,,,,,,1.0,1.0,,0.5833333333333334,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1629027,1610612737,Trae Young,Trae Young,1629027,ATL,2969.0,49,10.0,100,99,32.0,45.0,14.0,199,10.0,,7.0,1.0,4.0,6.0,,,6.0,14.0,1.0,2.0,8.0,20.0,6.0,14.0,12.0,46.0,120,,,3.0,10.0,1.0,2.0,8.0,17.0,16.0,15.0,14.0,6.0,3.0,9.0,4.0,13.0,4.0,,7.0,30.0,2.0,2.0,4.0,5.0,5.0,14.0,14.0,4.0,,15.0,31.0,0.42857142857142855,0.5,0.42857142857142855,0.4,0.3,0.5,0.375,0.5625,0.5,0.4117647058823529,0.15,0.2,37.931034482758626,0.1,0.11764705882352941,0.10810810810810811,0.125,0.125,0.29411764705882354,0.11764705882352941,0.25,0.3333333333333333,0.17647058823529413,,0.4117647058823529,0.42857142857142855,0.46153846153846156,,,0.5833333333333334,0.16666666666666666,0.5,0.7058823529411765,0.42857142857142855,0.5265609375,,0.5335833333333332,0.10810810810810811,0.17391304347826086,,0.3695652173913043,8.605,29.321428571428573,0.32,3.0,2.0,4.0,,,,,,3.0,,1.0,,1.0,,,4.0,,4.0,,1.0,,1.0,,,0.16666666666666666,,,,1.0,,0.05,0.018518518518518517,,0.16666666666666666,,0.2,0.3,0.375,,,0.6666666666666666,0.6666666666666666,,,,,0.16666666666666666,0.2857142857142857,,,,,,1.0,,,,,,,,1.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,0.07142857142857142,0.25,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1630219,1610612737,Skylar Mays,Skylar Mays,1630219,ATL,2184.0,36,10.0,67,70,3.0,23.0,8.0,137,6.0,,1.0,,,,,,5.0,6.0,,,5.0,6.0,5.0,6.0,2.0,27.0,82,,1.0,1.0,1.0,,,1.0,3.0,4.0,,6.0,5.0,,,2.0,2.0,1.0,1.0,,6.0,2.0,,3.0,4.0,,2.0,2.0,2.0,,3.0,2.0,0.8333333333333334,,0.8333333333333334,0.8333333333333334,1.0,1.0416666666666667,1.0,1.125,1.5,0.5,,,17.105263157894736,,0.16666666666666666,0.06451612903225806,,0.18181818181818182,0.5,,,,,,0.5,0.8333333333333334,0.8333333333333334,,,1.0,,,1.0,0.8333333333333334,0.582275,0.57675,0.4257,0.16666666666666666,0.3333333333333333,,0.1111111111111111,1.5666666666666664,26.28333333333333,0.04477611940298507,5.0,1.0,,,,,3.0,6.0,15.0,,1.0,,1.0,3.0,,1.0,,1.0,,,,,0.6,0.6,1.0,,1.5,1.5,1.0,,0.08333333333333333,0.03225806451612903,,,,,0.8333333333333334,0.8333333333333334,0.6,,,,,,,,1.0,1.0,,0.1111111111111111,,,3.0,2.0,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,0.1,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1630602,1610612737,Chaundee Brown Jr.,Chaundee Brown Jr.,1630602,ATL,1453.0,24,11.0,48,48,21.0,30.0,4.0,96,1.0,,,,1.0,,,,3.0,5.0,,2.0,1.0,2.0,3.0,5.0,2.0,13.0,49,,,,1.0,,2.0,,,,,4.0,3.0,,,1.0,1.0,1.0,,,3.0,,2.0,2.0,2.0,3.0,1.0,2.0,1.0,,,21.0,0.6,,0.75,0.5,,0.7857142857142857,,0.8125,,0.7142857142857143,,,15.094339622641508,0.125,,0.08333333333333333,0.2222222222222222,,0.14285714285714285,0.14285714285714285,,,,,0.7142857142857143,0.6,0.6,,,,0.6666666666666666,,0.8571428571428571,0.75,0.5257166666666667,,0.48955000000000004,0.125,0.3333333333333333,,,4.6,31.98,0.4375,1.0,,,,,,,2.0,9.0,,,,,,,,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
203991,1610612737,Clint Capela,Clint Capela,203991,ATL,2991.0,50,9.0,99,99,31.0,45.0,14.0,198,19.0,9.0,7.0,1.0,2.0,,,,,,,,11.0,21.0,,,2.0,24.0,121,9.0,,4.0,7.0,,,2.0,10.0,10.0,,,,2.0,1.0,2.0,3.0,2.0,,1.0,8.0,7.0,9.0,17.0,29.0,4.0,1.0,2.0,1.0,,10.0,31.0,,,,0.5238095238095238,0.5714285714285714,0.5238095238095238,0.5714285714285714,0.5454545454545454,0.625,,0.09523809523809523,0.10526315789473684,19.1304347826087,0.47368421052631576,0.4117647058823529,0.4444444444444444,0.42857142857142855,0.375,0.9047619047619048,0.09523809523809523,0.5,0.5,,,,,,1.0,,1.0,,,0.9047619047619048,,0.6374190476190476,0.5837111111111111,0.6693714285714287,0.045454545454545456,0.045454545454545456,,0.4166666666666667,1.4095238095238096,,0.31313131313131315,10.0,4.0,,,,4.0,10.0,12.0,,8.0,1.0,11.0,12.0,1.0,1.0,,,,,1.0,,1.0,0.5454545454545454,0.8571428571428571,,0.4444444444444444,0.4444444444444444,0.5,,0.3235294117647059,0.05,0.2222222222222222,0.36363636363636365,0.16666666666666666,0.42857142857142855,0.6,0.5263157894736842,0.5882352941176471,0.6,,,,,,,,,0.5714285714285714,,0.4166666666666667,4.0,2.0,,,4.0,2.0,4.0,3.0,0.75,0.4444444444444444,,,,,1.0,,,,,,,,,,,1.0,,0.5,,,,,,2.0,2.0,0.2857142857142857,0.2,1.0,0.25,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
202362,1610612737,Lance Stephenson,Lance Stephenson,202362,ATL,615.0,10,-2.0,21,20,9.0,11.0,,41,,,,,1.0,1.0,,,,1.0,,,1.0,2.0,,1.0,,2.0,24,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,3.0,,,,,,9.0,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,14.285714285714286,,,,,,,0.3333333333333333,,,0.3333333333333333,,0.3333333333333333,,,,,,,,0.3333333333333333,,0.4708833333333334,,,,,,,14.6,26.1,0.42857142857142855,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1629629,1610612737,Cam Reddish,Cam Reddish,1629629,ATL,1466.0,24,-17.0,51,48,16.0,13.0,9.0,99,2.0,,1.0,,1.0,2.0,,,,3.0,,,1.0,5.0,,3.0,4.0,6.0,66,,,1.0,2.0,,,,2.0,,,3.0,,,,1.0,1.0,1.0,,,3.0,,,,,1.0,2.0,4.0,2.0,,2.0,16.0,,,,0.2,0.5,0.125,0.5,0.3,0.5,0.375,,,21.311475409836067,,,,,,0.25,0.125,,,0.25,,0.375,,,,,0.5,,,0.625,,0.53393125,,0.5526,0.2,0.2857142857142857,,0.3333333333333333,10.18,25.099999999999998,0.3137254901960784,1.0,1.0,,,,,,2.0,,,,,,4.0,2.0,1.0,1.0,3.0,2.0,,,,1.0,1.0,,,,,0.3333333333333333,,,,,,,,0.5,0.5,1.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1626153,1610612737,Delon Wright,Delon Wright,1626153,ATL,762.0,13,-6.0,24,24,13.0,16.0,3.0,48,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,,2.0,28,,,,,,1.0,,,2.0,,1.0,,,1.0,1.0,2.0,1.0,,1.0,5.0,,,,,,,,,,,13.0,,,,1.0,,0.5,,0.5,,0.5,,,11.11111111111111,,,,,,,,,,0.5,,0.5,,,,,,1.0,,0.5,,0.4833,,0.5502,,,,,18.8,24.4,0.5416666666666666,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
