EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,Charge Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Charge Fouls Drawn,Loose Ball Fouls Drawn,LongMidRangePctAssisted,StepOutOfBoundsTurnovers,DefensiveGoaltends,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Corner3PctBlocked,HeaveAttempts,OffensiveGoaltends,on,Clear Path Fouls,3SecondViolations
1628778,1610612760,Paul Watson,Paul Watson,1628778,OKC,3420.0,57,-18,122,120,15,12,12,242,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,7.0,7,139,1.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,7.0,3.0,1.0,11.0,2.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,15,1.0,0.14285714285714285,0.14285714285714285,0.6666666666666666,1.0,0.35,1.0,0.35,1.0,0.7,8.088235294117647,0.25,0.11538461538461539,0.029411764705882353,0.22580645161290322,0.03333333333333333,0.17543859649122806,0.03125,0.0625,0.14285714285714285,0.09090909090909091,0.5,0.21052631578947367,0.25,1.0,0.2,1.0,1.0,0.1,0.5,0.2,0.2,1.0,0.2,1.0,1.0,0.9,0.55869,0.6125,0.2857142857142857,3.3000000000000003,24.214285714285715,0.12295081967213115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1628983,1610612760,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,OKC,116517.0,1942,-264,4051,4041,961,1062,430,8092,192.0,310.0,15.0,24.0,357.0,9.0,25.0,272.0,388.0,755.0,89.0,297.0,1371,4637,29.0,52.0,109.0,670.0,81.0,14.0,272.0,187.0,144.0,331.0,111.0,109.0,806.0,11.0,25.0,120.0,107.0,14.0,241.0,37.0,278.0,71.0,38.0,33.0,9.0,46.0,154.0,6.0,61.0,142.0,4.0,39.0,17.0,20.0,46.0,32.0,949,0.30337078651685395,0.2996632996632997,0.2996632996632997,0.5139072847682119,0.5576923076923077,0.49572243346007605,0.5301204819277109,0.5510204081632653,0.5760869565217391,0.282319391634981,30.37444933920705,0.1414141414141414,0.11008230452674897,0.024679170779861797,0.1214574898785425,0.011363636363636364,0.11581632653061225,0.01817264008076729,0.02729528535980149,0.009009009009009009,0.14029850746268657,0.12121212121212122,0.12551724137931033,0.11026615969581749,0.6956521739130435,0.2946768060836502,0.6193548387096774,0.6808510638297872,0.33935361216730037,0.02376425855513308,0.36,0.36,0.7777777777777778,0.2585551330798479,0.2891566265060241,0.625,0.5769961977186312,0.4876504293893131,0.4692633928571429,0.07950401167031364,6.568609271523179,26.242087542087543,0.2372253764502592,50.0,79.0,159.0,37.0,88.0,4.0,8.0,3.0,9.0,80.0,6.0,23.0,25.0,90.0,328.0,10.0,31.0,21.0,109.0,200.0,28.0,99.0,149.0,451.0,106.0,186.0,80.0,60.0,4.0,33.0,64.0,14.0,1.0,15.0,108.0,69.0,11.0,39.0,5.0,31.0,4.0,15.0,309.0,6.0,405.0,35.0,23.0,167.0,1.0,40.0,7.0,4.0,3.0,2.0,445.0,11.0,30.0,0.13659793814432988,0.13910761154855644,0.3225806451612903,0.2828282828282828,0.545,0.5050167224080268,0.5817941952506597,0.013468013468013467,0.07947019867549669,0.09032258064516129,0.08683473389355742,0.011363636363636364,0.014705882352941176,0.7012987012987013,0.009433962264150943,0.024793388429752067,0.015873015873015872,0.012064343163538873,0.08200455580865604,0.030864197530864196,0.16145833333333334,0.44537815126050423,0.48773006134969327,0.13836477987421383,0.08365019011406843,0.42045454545454547,0.42528735632183906,0.29411764705882354,0.29850746268656714,0.25,0.13333333333333333,0.0963855421686747,0.5,0.75,0.27710843373493976,0.2608695652173913,0.5,0.26421404682274247,0.6329113924050633,0.030100334448160536,0.3333333333333333,0.3010033444816054,0.2777777777777778,0.29411764705882354,0.47436983050847437,0.14177215189873418,0.1882750845546787,0.003355704697986577,0.3289569657184537,,,,,,,,,,,True,,
1629026,1610612760,Kenrich Williams,Kenrich Williams,1629026,OKC,23301.0,388,93,802,800,279,270,103,1602,18.0,31.0,5.0,11.0,19.0,9.0,21.0,19.0,27.0,54.0,16.0,40.0,116,797,6.0,14.0,31.0,24.0,39.0,8.0,19.0,17.0,10.0,27.0,5.0,13.0,64.0,19.0,12.0,31.0,15.0,5.0,51.0,33.0,84.0,21.0,16.0,5.0,,3.0,11.0,1.0,15.0,31.0,6.0,3.0,,2.0,3.0,2.0,272,0.8125,0.4,0.4,0.5,0.42857142857142855,0.5425531914893617,0.6428571428571429,0.5370370370370371,0.62,0.425531914893617,12.864864864864865,0.20833333333333334,0.07281553398058252,0.06,0.14903846153846154,0.09947643979057591,0.1111111111111111,0.0792838874680307,0.08641975308641975,0.12244897959183673,0.045454545454545456,0.07692307692307693,0.1411042944785276,0.17777777777777778,0.6666666666666666,0.32978723404255317,0.5806451612903226,0.6666666666666666,0.20212765957446807,0.22340425531914893,0.42857142857142855,0.42857142857142855,0.7777777777777778,0.20212765957446807,0.5238095238095238,0.45454545454545453,0.7553191489361702,0.5356956989247312,0.519025,0.2672413793103448,4.949999999999999,25.057499999999997,0.3478802992518703,4.0,10.0,7.0,2.0,4.0,3.0,4.0,5.0,7.0,7.0,2.0,3.0,3.0,10.0,14.0,5.0,7.0,4.0,6.0,17.0,8.0,17.0,7.0,43.0,30.0,9.0,7.0,6.0,3.0,5.0,3.0,1.0,2.0,,8.0,5.0,2.0,3.0,1.0,3.0,,,32.0,4.0,28.0,,,12.0,,2.0,,,,1.0,43.0,3.0,2.0,0.5555555555555556,0.6521739130434783,0.7142857142857143,0.47058823529411764,0.35294117647058826,0.5294117647058824,0.524390243902439,0.075,0.1111111111111111,0.12903225806451613,0.10526315789473684,,0.15789473684210525,0.7272727272727273,0.05405405405405406,0.03488372093023256,0.06060606060606061,0.09154929577464789,0.09090909090909091,,0.6111111111111112,0.3684210526315789,0.4117647058823529,0.42857142857142855,0.0425531914893617,0.5,0.5,0.3684210526315789,0.4375,0.8571428571428571,,0.19047619047619047,0.75,0.3333333333333333,0.14285714285714285,0.6666666666666666,0.5,0.29411764705882354,0.4,0.20588235294117646,0.7142857142857143,0.29411764705882354,0.3,0.3684210526315789,0.5237764705882354,0.11320754716981132,0.18181818181818182,,0.3706896551724138,7.0,4.0,0.5,,,,,,,,True,,
1629652,1610612760,Luguentz Dort,Luguentz Dort,1629652,OKC,68901.0,1148,-159,2393,2383,491,528,260,4776,72.0,120.0,11.0,17.0,83.0,22.0,50.0,209.0,117.0,222.0,86.0,259.0,580,2677,18.0,27.0,74.0,118.0,228.0,16.0,209.0,28.0,26.0,54.0,14.0,17.0,134.0,10.0,16.0,59.0,60.0,,119.0,27.0,146.0,32.0,18.0,14.0,10.0,30.0,48.0,2.0,44.0,108.0,5.0,14.0,6.0,8.0,14.0,5.0,482,0.8837209302325582,0.33204633204633205,0.33204633204633205,0.527027027027027,0.6666666666666666,0.5114345114345115,0.5689655172413793,0.5523809523809524,0.5873015873015873,0.5384615384615384,21.340782122905026,,0.09917355371900827,0.02593192868719611,0.10207612456747404,0.016611295681063124,0.10059171597633136,0.02132895816242822,0.04477611940298507,0.023809523809523808,0.08294930875576037,0.10344827586206896,0.09027777777777778,0.136986301369863,0.35714285714285715,0.2494802494802495,0.6,0.6728971962616822,0.17255717255717257,0.10395010395010396,0.44,0.44,1.0,0.43451143451143454,0.29310344827586204,0.6470588235294118,0.7879417879417879,0.540191683991684,0.5314842105263157,0.12758620689655173,4.904054054054053,25.71235521235522,0.20518178019222733,19.0,29.0,37.0,8.0,19.0,2.0,4.0,,5.0,64.0,8.0,27.0,13.0,37.0,88.0,10.0,31.0,8.0,24.0,45.0,13.0,42.0,27.0,114.0,116.0,30.0,64.0,27.0,1.0,12.0,9.0,2.0,1.0,8.0,18.0,12.0,4.0,6.0,2.0,10.0,5.0,6.0,108.0,30.0,102.0,12.0,,43.0,2.0,11.0,,,,,109.0,18.0,8.0,0.49572649572649574,0.5321100917431193,0.3225806451612903,0.30952380952380953,0.5333333333333333,0.5,0.5588235294117647,0.003861003861003861,0.12162162162162163,0.10833333333333334,0.14457831325301204,0.10526315789473684,0.004784688995215311,0.375,0.017241379310344827,0.014388489208633094,,0.014705882352941176,0.11029411764705882,0.0326530612244898,0.4722222222222222,0.4457831325301205,0.5211267605633803,0.5405405405405406,0.0395010395010395,0.42105263157894735,0.47058823529411764,0.3062200956937799,0.3076923076923077,0.84375,0.09090909090909091,0.06896551724137931,0.5,1.0,0.46551724137931033,0.2962962962962963,0.875,0.3333333333333333,0.6551724137931034,0.05747126436781609,,0.42528735632183906,0.35135135135135137,0.3062200956937799,0.517633908045977,0.08754863813229571,0.16996047430830039,0.007662835249042145,0.19655172413793104,,3.0,0.5,1.0,,,,,,,True,,
1629676,1610612760,Isaiah Roby,Isaiah Roby,1629676,OKC,20077.0,335,-93,721,721,165,154,66,1442,33.0,46.0,7.0,12.0,31.0,5.0,8.0,21.0,43.0,79.0,14.0,29.0,153,860,8.0,17.0,19.0,20.0,42.0,12.0,21.0,9.0,10.0,19.0,10.0,5.0,48.0,10.0,13.0,24.0,30.0,2.0,56.0,23.0,79.0,10.0,6.0,4.0,2.0,7.0,13.0,,29.0,44.0,1.0,11.0,6.0,5.0,11.0,8.0,164,1.0,0.4827586206896552,0.4827586206896552,0.5443037974683544,0.47058823529411764,0.5925925925925926,0.4444444444444444,0.6219512195121951,0.475,0.26851851851851855,16.978776529338326,0.14285714285714285,0.18518518518518517,0.07142857142857142,0.13186813186813187,0.06622516556291391,0.1569767441860465,0.06906906906906907,0.04411764705882353,0.10526315789473684,0.19672131147540983,0.12903225806451613,0.12903225806451613,0.13793103448275862,0.7272727272727273,0.42592592592592593,0.717391304347826,0.7674418604651163,0.28703703703703703,0.07407407407407407,0.625,0.625,1.0,0.19444444444444445,0.6666666666666666,0.5833333333333334,0.6944444444444444,0.5277333333333334,0.56823,0.12418300653594772,4.206329113924051,25.444827586206888,0.2288488210818308,9.0,9.0,9.0,1.0,2.0,,,,1.0,9.0,,1.0,1.0,3.0,25.0,,1.0,3.0,10.0,16.0,1.0,4.0,6.0,29.0,66.0,,9.0,11.0,,,2.0,2.0,,4.0,6.0,3.0,1.0,3.0,,2.0,,3.0,27.0,2.0,35.0,5.0,,18.0,,2.0,,,,,29.0,1.0,2.0,0.7674418604651163,0.8918918918918919,,0.25,0.625,0.575,0.58,,0.13924050632911392,0.06521739130434782,0.25806451612903225,,,0.46153846153846156,,0.09375,0.05555555555555555,0.05309734513274336,0.2,0.10526315789473684,0.7272727272727273,0.2903225806451613,0.391304347826087,0.8888888888888888,0.018518518518518517,0.5,0.5,0.42857142857142855,0.42857142857142855,1.0,0.14285714285714285,,,,0.05555555555555555,,,0.45,1.0,0.05,,0.15,0.3333333333333333,0.42857142857142855,0.5119324999999999,0.1487603305785124,0.1956521739130435,,0.1895424836601307,1.0,2.0,1.0,1.0,1.0,1.0,,,,,True,,
203488,1610612760,Mike Muscala,Mike Muscala,203488,OKC,19626.0,327,39,700,685,283,291,66,1385,17.0,22.0,4.0,6.0,11.0,7.0,17.0,85.0,24.0,42.0,47.0,102.0,216,777,5.0,9.0,25.0,10.0,141.0,8.0,85.0,5.0,5.0,10.0,5.0,1.0,25.0,4.0,4.0,27.0,26.0,4.0,57.0,9.0,66.0,10.0,7.0,3.0,,,3.0,,23.0,33.0,1.0,11.0,6.0,5.0,11.0,8.0,280,1.0,0.46078431372549017,0.46078431372549017,0.5714285714285714,0.5555555555555556,0.65625,0.7333333333333333,0.6878980891719745,0.7352941176470589,0.7083333333333334,20.61855670103093,0.18181818181818182,0.14857142857142858,0.025974025974025976,0.18493150684931506,0.025974025974025976,0.16510903426791276,0.025974025974025976,0.015625,,0.1,0.17647058823529413,0.1565217391304348,0.2903225806451613,0.7272727272727273,0.1527777777777778,0.7727272727272727,0.9444444444444444,0.0763888888888889,0.11805555555555555,0.4117647058823529,0.4117647058823529,1.0,0.5902777777777778,0.4,0.6666666666666666,0.8611111111111112,0.5260201388888888,0.5216055555555555,0.11574074074074074,6.949999999999999,25.94607843137254,0.4042857142857143,9.0,10.0,4.0,3.0,9.0,1.0,2.0,2.0,6.0,40.0,3.0,4.0,16.0,36.0,27.0,4.0,6.0,3.0,12.0,17.0,18.0,42.0,11.0,89.0,38.0,,40.0,4.0,1.0,,4.0,,1.0,,3.0,1.0,,2.0,,2.0,,,24.0,,33.0,3.0,,12.0,4.0,1.0,,,,,87.0,3.0,,0.7916666666666666,0.95,0.6666666666666666,0.42857142857142855,0.7058823529411765,0.6610169491525424,0.6953125,0.00980392156862745,0.09523809523809523,0.18181818181818182,,,0.011764705882352941,1.0,0.045454545454545456,0.030303030303030304,0.041666666666666664,0.03389830508474576,0.16483516483516483,,0.8235294117647058,0.36363636363636365,0.36363636363636365,0.75,0.0625,0.3333333333333333,0.3333333333333333,0.47058823529411764,0.47619047619047616,1.0,0.25,0.13333333333333333,0.5,1.0,0.26666666666666666,0.75,1.0,0.1694915254237288,0.9,0.1016949152542373,0.3333333333333333,0.6101694915254238,0.4444444444444444,0.47058823529411764,0.5239406779661017,0.10256410256410256,0.23529411764705882,0.0380952380952381,0.41203703703703703,,1.0,0.6666666666666666,,,,1.0,,,,True,,
1629660,1610612760,Ty Jerome,Ty Jerome,1629660,OKC,10876.0,181,104,387,365,129,109,42,752,2.0,4.0,,,14.0,3.0,13.0,22.0,12.0,20.0,8.0,35.0,55,336,,,,16.0,18.0,,22.0,7.0,13.0,20.0,11.0,5.0,53.0,2.0,1.0,5.0,10.0,,15.0,3.0,18.0,8.0,4.0,4.0,,4.0,6.0,1.0,3.0,15.0,1.0,,,,,,128,0.75,0.22857142857142856,0.22857142857142856,0.6,,0.43636363636363634,,0.4661016949152542,,0.6363636363636364,14.908256880733944,,0.11764705882352941,0.012048192771084338,0.05154639175257732,0.019801980198019802,0.08241758241758242,0.016304347826086956,,,0.13333333333333333,0.16,0.05263157894736842,0.047619047619047616,,0.07272727272727272,0.5,0.5,0.2545454545454545,0.23636363636363636,0.23076923076923078,0.25,0.6666666666666666,0.4,,,0.7090909090909091,0.500439090909091,,,8.445,25.31142857142857,0.3333333333333333,1.0,1.0,9.0,1.0,2.0,,,3.0,5.0,5.0,,1.0,3.0,10.0,7.0,,1.0,,6.0,7.0,6.0,15.0,,30.0,8.0,6.0,5.0,,1.0,2.0,2.0,,,1.0,2.0,1.0,,1.0,,2.0,2.0,,7.0,1.0,9.0,1.0,,5.0,,,,,,,30.0,,,0.3333333333333333,0.3333333333333333,,0.4,0.8571428571428571,0.6818181818181818,0.6818181818181818,0.02857142857142857,,,,,,0.3333333333333333,,0.030303030303030304,,0.02666666666666667,0.06666666666666667,0.03125,0.5,0.6428571428571429,0.6428571428571429,0.3333333333333333,0.03636363636363636,0.5,0.5,0.22727272727272727,0.22727272727272727,0.8,,,,,1.0,,,0.045454545454545456,1.0,0.22727272727272727,0.6,0.45454545454545453,0.3,0.22727272727272727,0.4842227272727273,0.0847457627118644,0.20833333333333334,,0.5454545454545454,,,,1.0,,,,0.07692307692307693,,,True,,
1630598,1610612760,Aaron Wiggins,Aaron Wiggins,1630598,OKC,34136.0,569,-143,1185,1206,237,333,109,2391,39.0,58.0,4.0,13.0,33.0,8.0,29.0,31.0,62.0,91.0,18.0,60.0,212,1448,6.0,16.0,21.0,36.0,51.0,10.0,31.0,14.0,7.0,21.0,5.0,11.0,49.0,9.0,16.0,28.0,33.0,3.0,64.0,26.0,90.0,19.0,14.0,5.0,1.0,5.0,17.0,1.0,24.0,49.0,1.0,2.0,1.0,1.0,2.0,,233,0.9444444444444444,0.3,0.3,0.6813186813186813,0.375,0.5894039735099338,0.4090909090909091,0.6198830409356725,0.4375,0.3973509933774834,14.351145038167939,0.10344827586206896,0.11913357400722022,0.05517241379310345,0.09395973154362416,0.03474903474903475,0.10608695652173913,0.04553734061930783,0.02608695652173913,0.06451612903225806,0.08247422680412371,0.20689655172413793,0.08962264150943396,0.10465116279069768,,0.3841059602649007,0.6724137931034483,0.7358490566037735,0.2185430463576159,0.19205298013245034,0.27586206896551724,0.27586206896551724,0.875,0.2052980132450331,0.5909090909090909,0.3076923076923077,0.7814569536423841,0.5591847682119205,0.5561464285714286,0.09905660377358491,3.078021978021978,24.78166666666667,0.2,6.0,8.0,23.0,,,1.0,3.0,1.0,5.0,10.0,1.0,3.0,1.0,6.0,34.0,2.0,6.0,3.0,10.0,15.0,2.0,11.0,13.0,39.0,88.0,3.0,10.0,9.0,,2.0,3.0,,1.0,2.0,12.0,9.0,1.0,3.0,1.0,3.0,,,34.0,,48.0,6.0,,19.0,,7.0,,,,,37.0,4.0,4.0,0.7096774193548387,0.7719298245614035,0.3333333333333333,0.18181818181818182,0.6666666666666666,0.5,0.5735294117647058,,0.0989010989010989,0.08620689655172414,0.12121212121212122,,,0.7058823529411765,0.030303030303030304,0.08695652173913043,0.02702702702702703,0.025380710659898477,0.10655737704918032,0.03225806451612903,0.717948717948718,0.696969696969697,0.7931034482758621,0.6956521739130435,,,,0.3225806451612903,0.3225806451612903,1.0,,0.13636363636363635,0.3333333333333333,1.0,0.13636363636363635,0.3333333333333333,1.0,0.3076923076923077,0.75,0.19230769230769232,0.2,0.23076923076923078,0.16666666666666666,0.3225806451612903,0.5419846153846154,0.11585365853658537,0.18269230769230768,,0.18396226415094338,,1.0,,2.0,2.0,,,,,,True,,
1629647,1610612760,Darius Bazley,Darius Bazley,1629647,OKC,70358.0,1173,-261,2451,2455,545,623,245,4906,94.0,154.0,14.0,25.0,65.0,15.0,46.0,117.0,121.0,226.0,49.0,163.0,444,2892,16.0,31.0,48.0,86.0,141.0,26.0,117.0,29.0,25.0,54.0,18.0,22.0,133.0,18.0,25.0,122.0,92.0,17.0,231.0,45.0,276.0,39.0,31.0,8.0,5.0,20.0,57.0,2.0,28.0,44.0,3.0,31.0,17.0,10.0,38.0,27.0,540,0.9591836734693877,0.3006134969325153,0.3006134969325153,0.5353982300884956,0.5161290322580645,0.5,0.4880952380952381,0.5211267605633803,0.5217391304347826,0.4190231362467866,17.790055248618785,0.288135593220339,0.16,0.04132231404958678,0.20132013201320131,0.03146853146853147,0.18120237087214225,0.03653355989804588,0.05761316872427984,0.03968253968253968,0.12376237623762376,0.1721311475409836,0.21382289416846653,0.16083916083916083,0.7105263157894737,0.39588688946015427,0.6103896103896104,0.7230769230769231,0.16709511568123395,0.11825192802056556,0.32608695652173914,0.32608695652173914,0.9333333333333333,0.30077120822622105,0.5952380952380952,0.56,0.8149100257069408,0.5429784061696658,0.5423616666666666,0.10810810810810811,3.5327433628318587,25.219631901840494,0.22235822113423093,17.0,25.0,26.0,1.0,7.0,2.0,3.0,2.0,5.0,34.0,1.0,8.0,3.0,14.0,55.0,3.0,11.0,7.0,23.0,34.0,5.0,19.0,15.0,76.0,156.0,6.0,34.0,47.0,,7.0,5.0,2.0,2.0,7.0,37.0,17.0,6.0,20.0,4.0,14.0,,3.0,68.0,4.0,86.0,10.0,,46.0,,1.0,7.0,4.0,3.0,4.0,75.0,2.0,,0.6446280991735537,0.7222222222222222,0.2727272727272727,0.2631578947368421,0.6764705882352942,0.5754716981132075,0.6129032258064516,,0.2079646017699115,0.15584415584415584,0.3384615384615385,0.14285714285714285,,0.6491228070175439,0.038461538461538464,0.03508771929824561,0.012987012987012988,0.02914798206278027,0.18326693227091634,0.04216867469879518,0.6382978723404256,0.4,0.6046511627906976,0.6538461538461539,0.017994858611825194,0.14285714285714285,0.16666666666666666,0.2905982905982906,0.2905982905982906,0.9705882352941176,0.14285714285714285,0.07142857142857142,0.6666666666666666,1.0,0.19047619047619047,0.125,,0.4716981132075472,0.68,0.09433962264150944,0.4,0.2641509433962264,0.21428571428571427,0.2905982905982906,0.5441264150943396,0.10823529411764705,0.17557251908396945,,0.17117117117117117,,,1.0,2.0,,1.0,,,,,True,,
1630526,1610612760,Jeremiah Robinson-Earl,Jeremiah Robinson-Earl,1630526,OKC,46541.0,776,-147,1582,1589,236,296,189,3171,41.0,69.0,14.0,24.0,30.0,12.0,33.0,80.0,55.0,110.0,39.0,113.0,252,1792,18.0,30.0,51.0,32.0,117.0,26.0,80.0,13.0,22.0,35.0,14.0,9.0,92.0,23.0,28.0,71.0,55.0,7.0,133.0,52.0,185.0,20.0,12.0,8.0,1.0,10.0,26.0,3.0,31.0,53.0,4.0,11.0,4.0,7.0,11.0,7.0,234,1.0,0.34513274336283184,0.34513274336283184,0.5,0.6,0.5089686098654709,0.5675675675675675,0.5271966527196653,0.5930232558139535,0.5067264573991032,14.75501113585746,0.20588235294117646,0.14397905759162305,0.06588235294117648,0.1802030456852792,0.05476190476190476,0.16237113402061856,0.06035502958579882,0.1043956043956044,0.039603960396039604,0.16312056737588654,0.08955223880597014,0.1896551724137931,0.15384615384615385,0.6363636363636364,0.3094170403587444,0.5942028985507246,0.7068965517241379,0.13452914798206278,0.14798206278026907,0.36363636363636365,0.36363636363636365,1.0,0.35874439461883406,0.6486486486486487,0.5833333333333334,0.8161434977578476,0.5491233183856502,0.566724,0.20238095238095238,4.8927272727272735,25.049557522123894,0.14917825537294563,3.0,7.0,12.0,2.0,11.0,2.0,2.0,2.0,5.0,27.0,,5.0,1.0,6.0,25.0,2.0,7.0,9.0,4.0,11.0,3.0,11.0,8.0,25.0,78.0,,27.0,17.0,,8.0,3.0,1.0,1.0,6.0,16.0,4.0,5.0,12.0,,4.0,1.0,2.0,35.0,4.0,36.0,2.0,,18.0,,,,,,,25.0,2.0,,0.7090909090909091,0.9285714285714286,0.2857142857142857,0.2727272727272727,0.36363636363636365,0.38636363636363635,0.46296296296296297,,0.15454545454545454,0.15942028985507245,0.2,,,0.6153846153846154,0.02702702702702703,0.02577319587628866,0.08163265306122448,0.05956112852664577,0.14942528735632185,0.05357142857142857,0.6829268292682927,0.4,0.5,0.75,0.04932735426008968,0.18181818181818182,0.18181818181818182,0.3375,0.3375,1.0,0.14285714285714285,0.05405405405405406,1.0,1.0,0.13513513513513514,,,0.3181818181818182,0.42857142857142855,0.22727272727272727,0.4,0.2727272727272727,0.16666666666666666,0.3375,0.5512431818181818,0.07531380753138076,0.14285714285714285,,0.0992063492063492,4.0,3.0,1.0,1.0,1.0,2.0,,,,,True,,
