EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted3s,Fg2aBlocked,TwoPtAssists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceFtPoints,Corner3Assists,ShortMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,HeaveAttempts,StepOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,DefensiveGoaltends,3SecondViolations,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,Charge Fouls,OffFTReboundPct,Defensive 3 Seconds Violations,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,on,BlockedLongMidRange,OffensiveGoaltends,Corner3PctBlocked,Clear Path Fouls
1627782,1610612752,Wayne Selden,Wayne Selden,1627782,NYK,394.0,7,-7.0,12,12,5.0,5.0,1.0,24,1.0,1.0,1.0,1.0,3.0,20,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.5,1.5,1.0,7.142857142857142,1.0,1.0,1.0,1.0,1.0,1.0,0.5109,26.8,0.4166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201959,1610612752,Taj Gibson,Taj Gibson,201959,NYK,980.0,16,-16.0,31,35,11.0,10.0,5.0,66,,,,,4.0,49,,,,11.0,,,,0.6666666666666666,0.6666666666666666,,10.81081081081081,,,,,1.0,,0.5521,,0.3548387096774194,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,0.1875,0.6666666666666666,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,1.0,0.6666666666666666,0.5531,0.5521,0.5,1.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
202689,1610612752,Kemba Walker,Kemba Walker,202689,NYK,7984.0,133,,279,278,66.0,44.0,26.0,557,8.0,27.0,8.0,27.0,63.0,303,15.0,27.0,8.0,66.0,0.625,0.2962962962962963,0.2962962962962963,0.5192307692307693,0.5526315789473685,0.5192307692307693,20.655737704918035,0.5192307692307693,0.2962962962962963,0.2962962962962963,0.625,0.7115384615384616,0.2962962962962963,0.5231394230769231,26.3,0.23655913978494625,8.0,10.0,,,2.0,2.0,15.0,25.0,1.0,1.0,5.0,3.0,3.0,17.0,8.0,22.0,,8.0,12.0,8.0,32.0,,2.0,19.0,1.0,,6.0,11.0,,1.0,1.0,1.0,,17.0,0.26666666666666666,0.26666666666666666,0.6,1.0,1.0,0.8333333333333334,0.75,0.8333333333333334,0.7727272727272727,,0.016,,,0.04,,0.19230769230769232,0.8,0.8888888888888888,0.25,,,0.2,1.0,0.57435,0.510255,0.07936507936507936,0.2698412698412698,9.74,3.0,6.0,4.0,9.0,1.0,2.0,3.0,7.0,9.0,1.0,2.0,3.0,7.0,2.0,9.0,3.0,4.0,2.0,2.0,2.0,8.0,9.0,17.0,3.0,1.0,2.0,6.0,3.0,3.0,1.0,8.0,14.0,2.0,5.0,11.0,1.0,4.0,1.0,1.0,0.5,0.42857142857142855,0.12,0.1,0.3333333333333333,1.0,0.10975609756097561,0.12903225806451613,0.03225806451612903,0.11805555555555555,0.041666666666666664,0.09090909090909091,0.1111111111111111,0.18181818181818182,0.17391304347826086,0.11538461538461539,0.5,0.75,0.3333333333333333,0.17307692307692307,0.4444444444444444,0.4444444444444444,0.25,0.6666666666666666,0.5,1.0,0.7,0.42857142857142855,0.07142857142857142,0.13793103448275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
202692,1610612752,Alec Burks,Alec Burks,202692,NYK,19838.0,331,-48.0,657,664,160.0,164.0,52.0,1321,19.0,43.0,25.0,54.0,151.0,764,48.0,43.0,19.0,156.0,0.64,0.46296296296296297,0.46296296296296297,0.5412371134020618,0.6410256410256411,0.5567010309278351,18.358831710709318,0.44329896907216493,0.4418604651162791,0.4418604651162791,0.5789473684210527,0.7525773195876289,0.4418604651162791,0.5218190721649485,25.51851851851852,0.243531202435312,7.0,19.0,2.0,2.0,2.0,5.0,15.0,43.0,3.0,4.0,15.0,3.0,8.0,38.0,16.0,14.0,,13.0,35.0,12.0,83.0,1.0,3.0,45.0,,5.0,15.0,30.0,1.0,3.0,,3.0,2.0,36.0,0.5333333333333333,0.5333333333333333,0.3488372093023256,0.75,0.375,0.75,0.54,0.9375,0.6333333333333333,0.005952380952380952,0.009708737864077669,,,,0.6666666666666666,0.1958762886597938,0.3684210526315789,0.3888888888888889,0.5714285714285714,0.3333333333333333,1.0,0.2,0.4,0.5837166666666667,0.517972,0.09933774834437085,0.25165562913907286,8.267441860465118,4.0,12.0,4.0,12.0,1.0,2.0,7.0,16.0,46.0,1.0,2.0,7.0,17.0,11.0,27.0,1.0,22.0,13.0,1.0,2.0,29.0,9.0,42.0,16.0,14.0,2.0,10.0,9.0,1.0,,14.0,41.0,,3.0,48.0,1.0,20.0,3.0,2.0,0.5,0.4117647058823529,0.023255813953488372,0.05263157894736842,,0.6666666666666666,0.06382978723404255,0.18831168831168832,0.014184397163120567,0.1288135593220339,0.017857142857142856,0.04878048780487805,0.09523809523809523,0.058823529411764705,0.13513513513513514,0.12371134020618557,0.3333333333333333,0.3333333333333333,0.25,0.12371134020618557,0.3333333333333333,0.3333333333333333,0.75,0.3333333333333333,0.5,1.0,0.64,0.4375,0.18421052631578946,0.3389830508474576,6.0,11.0,1.0,6.0,1.0,8.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,0.21052631578947367,0.015625,0.32558139534883723,0.1134020618556701,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.5,0.04,0.01818181818181818,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
203457,1610612752,Nerlens Noel,Nerlens Noel,203457,NYK,33719.0,562,-68.0,1121,1129,282.0,253.0,111.0,2250,,1.0,,3.0,85.0,1273,,,,277.0,,,,0.5333333333333333,0.5821917808219178,0.05,7.383627608346709,0.016666666666666666,,,,0.6,,0.539834745762712,29.833333333333332,0.25156110615521854,19.0,33.0,6.0,15.0,6.0,7.0,32.0,57.0,9.0,20.0,25.0,9.0,11.0,29.0,48.0,16.0,14.0,7.0,23.0,5.0,53.0,29.0,48.0,141.0,2.0,13.0,19.0,67.0,6.0,31.0,6.0,31.0,15.0,29.0,0.75,0.96,0.5614035087719298,0.45,0.8181818181818182,0.45,0.6923076923076923,0.5208333333333334,0.725,0.10104529616724739,0.08905380333951762,0.10891089108910891,0.06578947368421052,0.09090909090909091,0.4838709677419355,0.55,0.5757575757575758,0.6129032258064516,0.7368421052631579,0.75,0.4,0.5384615384615384,0.8571428571428571,0.5702235294117646,0.572725,0.29411764705882354,0.3411764705882353,4.647368421052632,10.0,20.0,3.0,4.0,,,,1.0,21.0,,,,2.0,11.0,,4.0,16.0,14.0,1.0,19.0,44.0,44.0,93.0,30.0,15.0,15.0,6.0,3.0,3.0,8.0,33.0,45.0,3.0,3.0,30.0,,10.0,7.0,7.0,,,0.07017543859649122,0.06060606060606061,0.1,0.3157894736842105,0.16988416988416988,0.16296296296296298,0.07539682539682539,0.166351606805293,0.07106598984771574,0.13286713286713286,0.19230769230769232,0.2631578947368421,0.14213197969543148,0.3333333333333333,0.5,0.5555555555555556,0.7,0.06666666666666667,0.75,0.75,1.0,,,,0.07692307692307693,,0.15151515151515152,0.15873015873015872,,2.0,1.0,7.0,2.0,1.0,5.0,,4.0,,4.0,4.0,,25.0,6.0,0.15151515151515152,0.11818181818181818,0.2191780821917808,0.03333333333333333,,,,0.16666666666666666,0.07692307692307693,,1.0,1.0,6.0,10.0,1.0,2.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,True,,,,
203095,1610612752,Evan Fournier,Evan Fournier,203095,NYK,19669.0,328,-50.0,667,661,172.0,140.0,57.0,1328,19.0,57.0,29.0,81.0,155.0,733,87.0,57.0,19.0,168.0,1.0,0.35802469135802467,0.35802469135802467,0.56640625,0.5789473684210527,0.6328125,19.97245179063361,0.4453125,0.3333333333333333,0.3333333333333333,1.0,0.7421875,0.3333333333333333,0.5258582031250001,25.165432098765436,0.25787106446776614,9.0,14.0,3.0,4.0,1.0,1.0,29.0,47.0,4.0,5.0,13.0,8.0,11.0,33.0,38.0,20.0,2.0,7.0,15.0,6.0,37.0,3.0,7.0,29.0,2.0,5.0,12.0,22.0,,2.0,1.0,2.0,1.0,33.0,0.6551724137931034,0.6785714285714286,0.6170212765957447,0.8,0.7272727272727273,0.6111111111111112,0.5344827586206896,0.65,0.532258064516129,0.01775147928994083,0.021875,,,0.029411764705882353,0.5,0.109375,0.6428571428571429,0.6428571428571429,0.5555555555555556,0.4444444444444444,0.75,0.034482758620689655,1.0,0.5421875,0.5114672413793104,0.08387096774193549,0.2129032258064516,8.825531914893617,12.0,22.0,8.0,11.0,,2.0,3.0,11.0,10.0,1.0,4.0,5.0,18.0,2.0,,2.0,8.0,3.0,2.0,4.0,16.0,5.0,22.0,6.0,4.0,2.0,7.0,4.0,3.0,2.0,10.0,13.0,,2.0,14.0,2.0,6.0,1.0,1.0,0.25,0.2777777777777778,0.0425531914893617,,0.09090909090909091,0.5833333333333334,0.02976190476190476,0.10126582278481013,0.026490066225165563,0.06441717791411043,0.008547008547008548,0.012048192771084338,0.06779661016949153,,0.1,0.171875,0.5454545454545454,0.6,0.75,0.0859375,0.7272727272727273,0.7272727272727273,0.625,0.2222222222222222,,,0.3793103448275862,0.2727272727272727,0.045454545454545456,0.11764705882352941,10.0,24.0,7.0,2.0,1.0,3.0,1.0,1.0,3.0,,1.0,2.0,,1.0,1.0,0.05,0.043478260869565216,0.10526315789473684,0.1875,0.4166666666666667,0.4166666666666667,1.0,0.6666666666666666,0.2413793103448276,,,1.0,,,,,0.08823529411764706,1.0,2.0,2.0,0.2222222222222222,0.5,1.0,0.2857142857142857,,,,,,,,,,,,,True,,,,
203944,1610612752,Julius Randle,Julius Randle,203944,NYK,23858.0,398,-79.0,800,804,216.0,190.0,76.0,1604,14.0,48.0,16.0,55.0,228.0,913,42.0,48.0,14.0,212.0,0.875,0.2909090909090909,0.2909090909090909,0.4666666666666667,0.5255813953488372,0.3055555555555556,29.62542565266742,0.26666666666666666,0.2916666666666667,0.2916666666666667,0.8571428571428571,0.5277777777777778,0.2916666666666667,0.5024147222222223,25.665454545454544,0.27,29.0,40.0,7.0,9.0,8.0,9.0,60.0,125.0,9.0,17.0,27.0,19.0,39.0,76.0,44.0,76.0,6.0,38.0,59.0,29.0,156.0,7.0,10.0,104.0,1.0,26.0,46.0,35.0,6.0,5.0,,5.0,4.0,74.0,0.36666666666666664,0.38596491228070173,0.48,0.5294117647058824,0.48717948717948717,0.5526315789473685,0.4895833333333333,0.6136363636363636,0.5681818181818182,0.035175879396984924,0.023622047244094488,0.058823529411764705,,0.010416666666666666,0.8,0.2222222222222222,0.725,0.8055555555555556,0.5862068965517241,0.47368421052631576,0.7777777777777778,0.1875,0.8888888888888888,0.544503125,0.47320625000000005,0.11842105263157894,0.3333333333333333,9.943200000000001,18.0,43.0,13.0,42.0,1.0,2.0,3.0,9.0,60.0,1.0,2.0,3.0,9.0,29.0,6.0,7.0,21.0,7.0,5.0,2.0,43.0,44.0,94.0,13.0,8.0,5.0,20.0,12.0,8.0,15.0,14.0,58.0,,2.0,77.0,3.0,29.0,10.0,9.0,0.5,0.3333333333333333,0.056,0.1,0.06976744186046512,0.43478260869565216,0.22564102564102564,0.22395833333333334,0.01098901098901099,0.2248062015503876,0.014084507042253521,0.19230769230769232,0.26666666666666666,0.25806451612903225,0.22377622377622378,0.2388888888888889,0.4186046511627907,0.45,0.05555555555555555,0.23333333333333334,0.30952380952380953,0.30952380952380953,0.3076923076923077,0.10526315789473684,0.5,1.0,0.1875,0.3333333333333333,0.14146341463414633,0.19333333333333333,2.0,7.0,,6.0,9.0,9.0,7.0,11.0,2.0,1.0,3.0,4.0,,5.0,2.0,0.2916666666666667,0.038461538461538464,0.22448979591836735,0.03888888888888889,0.2857142857142857,0.2857142857142857,1.0,0.5714285714285714,,,,,4.0,1.0,,1.0,,,,,,,,,1.0,5.0,0.047619047619047616,,,,,,,,,,True,,,,
1628995,1610612752,Kevin Knox II,Kevin Knox II,1628995,NYK,644.0,11,2.0,21,20,4.0,,,41,1.0,1.0,2.0,3.0,6.0,17,6.0,1.0,1.0,3.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,19.047619047619047,0.25,1.0,1.0,1.0,0.75,1.0,0.542375,24.2,0.19047619047619047,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56865,,,4.6,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.2,,0.1,,,,,0.2,0.25,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,1.0,,,,,,,,,0.5,,,0.5,0.5,0.5,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,
1629656,1610612752,Quentin Grimes,Quentin Grimes,1629656,NYK,7985.0,133,-19.0,260,271,62.0,77.0,25.0,531,12.0,32.0,17.0,41.0,67.0,312,45.0,32.0,12.0,61.0,0.8823529411764706,0.4146341463414634,0.4146341463414634,0.5833333333333334,0.5982142857142857,0.7592592592592593,21.799307958477506,0.5925925925925926,0.375,0.375,0.8333333333333334,0.8888888888888888,0.375,0.5531555555555555,25.23414634146342,0.23846153846153847,5.0,7.0,1.0,3.0,1.0,1.0,6.0,13.0,1.0,4.0,2.0,1.0,2.0,15.0,8.0,4.0,,,3.0,,6.0,1.0,4.0,21.0,,4.0,7.0,12.0,,,,,,13.0,0.6666666666666666,0.6666666666666666,0.46153846153846156,0.25,0.5,0.25,0.55,0.25,0.625,0.01694915254237288,0.032520325203252036,,,,,0.12962962962962962,0.7142857142857143,0.7142857142857143,0.6,0.75,0.3333333333333333,0.1,1.0,,0.5252800000000001,0.029850746268656716,0.22388059701492538,8.138461538461538,,1.0,1.0,5.0,,,1.0,6.0,4.0,,,3.0,8.0,4.0,6.0,,3.0,1.0,2.0,3.0,15.0,1.0,17.0,7.0,5.0,2.0,3.0,2.0,1.0,1.0,6.0,2.0,,,4.0,,,2.0,1.0,,0.375,,,,0.42857142857142855,0.021739130434782608,0.24193548387096775,0.046875,0.14814814814814814,0.038461538461538464,0.03571428571428571,,,0.2857142857142857,0.018518518518518517,,,,0.09259259259259259,0.2,0.2,1.0,,,,0.6,0.16666666666666666,,,5.0,9.0,2.0,,,,1.0,2.0,,2.0,2.0,,,,2.0,0.125,0.05,0.07692307692307693,0.16666666666666666,0.5555555555555556,0.5555555555555556,1.0,1.0,0.2,,,,,,,,0.08333333333333333,,,2.0,,,,1.0,,,,,,,,,,,,,True,,,,
1630193,1610612752,Immanuel Quickley,Immanuel Quickley,1630193,NYK,15015.0,250,1.0,488,491,125.0,108.0,54.0,979,20.0,50.0,22.0,56.0,128.0,570,30.0,50.0,20.0,121.0,0.45454545454545453,0.39285714285714285,0.39285714285714285,0.5,0.5521739130434783,0.5384615384615384,23.327305605786616,0.4807692307692308,0.4,0.40816326530612246,0.4,0.6442307692307693,0.4,0.5029600961538462,25.94464285714286,0.25614754098360654,7.0,11.0,1.0,1.0,4.0,6.0,19.0,48.0,3.0,8.0,12.0,6.0,13.0,33.0,14.0,24.0,,9.0,32.0,6.0,73.0,2.0,4.0,20.0,2.0,5.0,14.0,26.0,,,,,,30.0,0.3684210526315789,0.3684210526315789,0.3958333333333333,0.375,0.46153846153846156,0.5,0.6,0.5,0.66,0.01652892561983471,0.017241379310344827,,,0.03571428571428571,,0.10576923076923077,0.6363636363636364,0.875,0.2857142857142857,0.08333333333333333,1.0,0.3,0.6666666666666666,0.48122500000000007,0.5138475,0.09375,0.2578125,10.335416666666667,9.0,23.0,3.0,14.0,2.0,3.0,4.0,7.0,24.0,2.0,4.0,4.0,7.0,9.0,36.0,6.0,23.0,17.0,3.0,2.0,9.0,6.0,16.0,6.0,4.0,2.0,9.0,5.0,4.0,5.0,7.0,22.0,,2.0,27.0,1.0,10.0,4.0,1.0,0.5,0.5714285714285714,0.125,0.2727272727272727,0.08695652173913043,0.6428571428571429,0.058823529411764705,0.07894736842105263,0.018018018018018018,0.06944444444444445,0.02247191011235955,0.047619047619047616,0.08695652173913043,0.0625,0.0759493670886076,0.22115384615384615,0.391304347826087,0.42857142857142855,0.4444444444444444,0.1346153846153846,0.21428571428571427,0.23076923076923078,0.3333333333333333,0.25,0.6666666666666666,,0.35,0.5714285714285714,0.0990990990990991,0.18181818181818182,2.0,6.0,,,3.0,3.0,1.0,1.0,,1.0,1.0,3.0,1.0,,2.0,0.058823529411764705,0.045454545454545456,0.08571428571428572,0.057692307692307696,0.3333333333333333,0.3333333333333333,1.0,,,0.017857142857142856,,2.0,,,,,,,1.0,,0.08333333333333333,,,,,1.0,,1.0,1.0,1.0,0.017857142857142856,0.07142857142857142,0.02,,,,True,,,,
