EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,DefThreePtRebounds,BlockedAtRim,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,LongMidRangeFGA,Arc3FGM,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Steals,BadPassSteals,Technical Free Throw Trips,LongMidRangePctBlocked,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,NonHeaveArc3Accuracy,LongMidRangeFGM,PtsUnassisted3s,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyArc3FGM,HeaveAttempts,Corner3Assists,ShortMidRangeAssists,LostBallSteals,Charge Fouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,PenaltyArc3Accuracy,SecondChanceFtPoints,Loose Ball Fouls Drawn,SecondChanceTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,LostBallOutOfBoundsTurnovers,3SecondViolations,OffCorner3ReboundPct,Travels,on,PtsPutbacks,LongMidRangeAssists,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,StepOutOfBoundsTurnovers,DefensiveGoaltends,OffensiveGoaltends,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Clear Path Fouls,BlockedLongMidRange
1627737,1610612742,Marquese Chriss,Marquese Chriss,1627737,DAL,1174.0,20,-12.0,44,45,21.0,37.0,5.0,89,3.0,5.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,8.0,1.0,2.0,8.0,50,1.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,21.0,1.0,0.6666666666666666,0.6666666666666666,0.375,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.25,0.6666666666666666,28.571428571428573,0.5,0.3333333333333333,0.16666666666666666,0.23076923076923078,0.09090909090909091,0.1,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.2,0.3333333333333333,0.5,0.5555555555555556,0.6,0.6,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5133222222222221,0.5271666666666667,0.5387000000000001,0.1,0.1111111111111111,0.25,0.25,2.9125,26.7,0.4772727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627827,1610612742,Dorian Finney-Smith,Dorian Finney-Smith,1627827,DAL,1264.0,21,22.0,43,44,23.0,14.0,5.0,87,,,,,,,1.0,2.0,1.0,1.0,5.0,2.0,10.0,40,,,,1.0,1.0,7.0,,2.0,2.0,,4.0,4.0,4.0,8.0,1.0,,2.0,,4.0,1.0,5.0,,,1.0,,1.0,,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,3.0,1.0,3.0,7.0,23.0,1.0,,,1.0,,1.0,0.6666666666666666,,0.625,0.7142857142857143,,0.7,0.8333333333333334,,,16.3265306122449,,,0.16666666666666666,,0.09090909090909091,0.16666666666666666,0.058823529411764705,,,0.1111111111111111,0.2,0.3333333333333333,,,,,,0.16666666666666666,0.3333333333333333,,,,,0.8333333333333334,0.5589166666666666,,0.555775,0.14285714285714285,0.5,,0.7,12.6,24.54,0.5348837209302325,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,6.0,2.0,2.0,1.0,1.0,0.4,0.3333333333333333,0.4,0.16666666666666666,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628973,1610612742,Jalen Brunson,Jalen Brunson,1628973,DAL,1306.0,22,,48,43,15.0,18.0,4.0,91,3.0,4.0,1.0,1.0,1.0,2.0,3.0,5.0,4.0,10.0,5.0,2.0,13.0,45,1.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,5.0,1.0,1.0,3.0,1.0,8.0,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,1.0,3.0,1.0,,,,2.0,15.0,1.0,0.5,0.5,0.4,1.0,0.25,0.36666666666666664,1.0,0.25,0.375,1.0,0.25,0.3333333333333333,0.1,,33.333333333333336,1.0,,,,,,,,,,,,,0.26666666666666666,0.75,0.75,0.3333333333333333,0.2,0.3333333333333333,1.0,1.0,0.5,0.5,0.6,0.5182766666666666,0.858,0.45514999999999994,0.0625,0.09090909090909091,0.15384615384615385,0.15384615384615385,8.760000000000002,26.2,0.3125,1.0,,,,,,1.0,,,,3.0,,,,1.0,0.2,,0.2,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.3333333333333333,1.0,0.2,0.2,0.2,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629033,1610612742,Theo Pinson,Theo Pinson,1629033,DAL,1541.0,26,,57,56,32.0,27.0,4.0,113,,1.0,,,,1.0,,5.0,1.0,2.0,5.0,2.0,10.0,53,,,,1.0,2.0,2.0,,2.0,5.0,,1.0,1.0,1.0,2.0,,,3.0,1.0,7.0,,7.0,,,,,,,,,1.0,4.0,,1.0,2.0,1.0,,,,2.0,32.0,1.0,,,0.5,,0.5,0.5714285714285714,,0.25,0.625,,0.25,0.7142857142857143,,,12.903225806451614,,0.2,0.15789473684210525,,,0.17647058823529413,,,,,0.2,,,0.14285714285714285,,,,,0.7142857142857143,,,0.25,,0.8571428571428571,0.5359142857142858,,0.521525,0.125,0.3333333333333333,,0.2,9.299999999999999,25.28,0.5614035087719298,,,,,,2.0,2.0,,2.0,,3.0,3.0,,,0.5,0.4,,0.4,0.2,0.2,0.2,,,,,,,,,,0.5,1.0,2.0,2.0,,,,,,,,0.14285714285714285,0.4,0.4,0.5,,0.4,1.0,3.0,0.18181818181818182,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202688,1610612742,Brandon Knight,Brandon Knight,202688,DAL,3872.0,65,-6.0,137,137,70.0,66.0,15.0,274,6.0,7.0,1.0,1.0,3.0,3.0,1.0,15.0,6.0,8.0,17.0,8.0,32.0,149,1.0,1.0,2.0,3.0,4.0,23.0,8.0,4.0,14.0,2.0,4.0,8.0,3.0,20.0,,,2.0,1.0,8.0,,8.0,,1.0,1.0,1.0,3.0,,4.0,3.0,2.0,5.0,,6.0,8.0,,,,,23.0,70.0,,0.6666666666666666,0.6666666666666666,0.75,1.0,0.75,0.48,1.0,0.5769230769230769,0.5517241379310345,1.0,0.6764705882352942,0.68,0.25,1.0,21.710526315789473,0.25,0.09090909090909091,0.05128205128205128,,,0.1044776119402985,,,,,,,,0.28,0.8571428571428571,1.0,0.6666666666666666,0.04,0.6,1.0,1.0,0.23076923076923078,1.0,0.96,0.5767416666666666,,0.5469875000000001,,,0.0625,0.71875,2.4125,27.31176470588235,0.5109489051094891,,,2.0,,,9.0,4.0,3.0,9.0,8.0,9.0,5.0,,,0.75,0.23529411764705882,0.3333333333333333,0.25,0.17857142857142858,0.09523809523809523,0.42857142857142855,,,,0.08,,,,,,0.6923076923076923,,4.0,4.0,4.0,2.0,1.0,,,,,,0.26666666666666666,0.26666666666666666,0.75,1.0,0.2857142857142857,,3.0,0.11764705882352941,,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,0.14285714285714285,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630637,1610612742,Carlik Jones,Carlik Jones,1630637,DAL,653.0,11,-3.0,23,24,13.0,14.0,3.0,47,,,,,,,,,,,1.0,2.0,2.0,22,,,2.0,,,2.0,,,,,3.0,4.0,3.0,9.0,,,2.0,,2.0,,2.0,,1.0,,1.0,,,1.0,1.0,,,,1.0,2.0,,,,,2.0,13.0,,,,,,,,,,0.5,1.0,0.5,1.0,,,11.11111111111111,1.0,,0.2222222222222222,,,0.11764705882352941,,,,,,,,,,,,,,,,,,1.0,0.58935,,0.58935,,,1.0,1.0,,23.1,0.5652173913043478,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,1.0,1.0,,,2.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628373,1610612742,Frank Ntilikina,Frank Ntilikina,1628373,DAL,1414.0,24,-6.0,46,49,27.0,26.0,8.0,95,,,,,,,3.0,1.0,2.0,5.0,1.0,,4.0,53,1.0,1.0,2.0,1.0,2.0,2.0,,4.0,1.0,,2.0,2.0,1.0,4.0,,1.0,1.0,,2.0,1.0,3.0,1.0,,,,,,,,2.0,2.0,,2.0,,,,,,2.0,27.0,,,,0.4,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,0.16666666666666666,,,11.320754716981131,,,0.0625,0.07142857142857142,,0.07692307692307693,0.04,,0.1111111111111111,,,0.3333333333333333,0.25,,,,,0.5,0.16666666666666666,,,,,0.16666666666666666,0.42708333333333326,0.4101,0.40125,,,0.5,0.5,12.779999999999998,24.3,0.5869565217391305,,,,,,,,,,,,1.0,,,,,,,0.1,0.16666666666666666,,,,,,,,,,,,2.0,,,,,,,,,,0.3333333333333333,,,,,,2.0,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204001,1610612742,Kristaps Porzingis,Kristaps Porzingis,204001,DAL,1198.0,20,10.0,39,43,25.0,11.0,5.0,82,3.0,3.0,,,2.0,2.0,5.0,2.0,6.0,9.0,2.0,6.0,21.0,42,,,2.0,4.0,6.0,13.0,8.0,4.0,2.0,,1.0,2.0,1.0,5.0,1.0,,4.0,3.0,9.0,1.0,10.0,,,,,1.0,,1.0,1.0,1.0,3.0,1.0,6.0,7.0,3.0,,,,13.0,25.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.6666666666666666,0.6818181818181818,,0.5714285714285714,0.75,1.0,0.65,0.18181818181818182,,,33.333333333333336,,0.75,0.2857142857142857,,0.5,0.25,0.07142857142857142,,,0.5,0.6,,,0.2727272727272727,1.0,1.0,1.0,0.45454545454545453,0.18181818181818182,,,0.2857142857142857,1.0,0.45454545454545453,0.5361863636363636,,0.5255142857142857,0.23076923076923078,0.2727272727272727,0.09523809523809523,0.6190476190476191,7.1000000000000005,27.65,0.6410256410256411,3.0,,,,,1.0,1.0,,1.0,5.0,3.0,2.0,,,1.0,0.5,,0.5,0.2,0.2857142857142857,,,0.6,0.6,,,,,,,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,,,,,0.3333333333333333,0.09090909090909091,0.5,0.5,1.0,,0.5,,,0.16666666666666666,,,,,,,,,,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629718,1610612742,Charlie Brown Jr.,Charlie Brown Jr.,1629718,DAL,669.0,11,-17.0,24,24,24.0,20.0,5.0,48,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,2.0,34,,,,1.0,1.0,2.0,,2.0,1.0,,1.0,1.0,1.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,2.0,24.0,1.0,,,1.0,,1.0,0.5,,0.5,0.5,,0.5,0.5,,,6.8965517241379315,,0.25,,,,,,,,,,,,0.5,1.0,1.0,,,0.5,,,0.5,1.0,1.0,0.689225,,0.689225,,,,1.0,1.2,25.4,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630182,1610612742,Josh Green,Josh Green,1630182,DAL,1565.0,26,1.0,58,54,30.0,26.0,6.0,112,3.0,3.0,1.0,1.0,1.0,1.0,4.0,,4.0,7.0,,3.0,11.0,63,1.0,1.0,2.0,2.0,4.0,7.0,8.0,,,,4.0,5.0,3.0,11.0,,,1.0,,4.0,,4.0,,,,,1.0,,1.0,,2.0,5.0,,2.0,3.0,1.0,,,,7.0,30.0,,1.0,1.0,0.5714285714285714,1.0,0.5,0.5714285714285714,1.0,0.5,0.6875,1.0,0.7,,,,14.285714285714286,,,0.1,,,0.2,,,,,,,,0.42857142857142855,1.0,1.0,1.0,0.5714285714285714,,1.0,1.0,0.25,1.0,0.42857142857142855,0.5808571428571428,0.837,0.47500000000000003,0.14285714285714285,0.14285714285714285,0.18181818181818182,0.6363636363636364,4.442857142857142,,0.5172413793103449,1.0,,,,,,,,,3.0,,3.0,,,,,,,0.3,0.375,,,0.25,0.25,,,,,,,,,,,1.0,,3.0,3.0,,,1.0,,,,,1.0,,,,0.3333333333333333,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
