EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,TsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,DefTwoPtRebounds,Steals,LostBallSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,ShootingFouls,Fouls,2pt And 1 Free Throw Trips,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyAtRimFGA,Corner3FGM,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeFGM,PtsPutbacks,OffTwoPtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,LostBallTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,BadPassSteals,Corner3Assists,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,on,PenaltyAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,HeaveAttempts,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,AtRimPctBlocked,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,PtsUnassisted3s,3pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffensiveGoaltends,Defensive 3 Seconds Violations,Clear Path Fouls,BlockedCorner3,Corner3PctBlocked,3SecondViolations
1628367,1610612765,Josh Jackson,Josh Jackson,1628367,DET,773.0,13.0,-19.0,28.0,30,8.0,8.0,4.0,58,1.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,35.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,8.0,0.14285714285714285,0.8,1.0,1.0,25.0,1.0,0.3333333333333333,0.21428571428571427,0.25,1.0,0.2,0.4,0.4,1.0,0.8,0.50483,0.5328,0.2857142857142857,0.6666666666666666,5.6,25.025,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628977,1610612765,Hamidou Diallo,Hamidou Diallo,1628977,DET,940.0,16.0,-23.0,35.0,35,12.0,10.0,3.0,70,1.0,,,,8.0,,2.0,10.0,49.0,,,,,,,,2.0,3.0,3.0,,,1.0,2.0,3.0,2.0,12.0,0.5555555555555556,,,,27.027027027027028,,0.2,0.16666666666666666,,0.25,0.125,,,,0.375,0.44232499999999997,0.41163999999999995,0.2222222222222222,0.2222222222222222,11.95,,0.34285714285714286,1.0,3.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,7.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,0.25,0.25,0.5,1.0,0.6,0.5,1.0,0.6,1.5,0.5833333333333334,0.125,0.25,0.375,0.3333333333333333,0.3333333333333333,0.5,0.75,0.75,0.3333333333333333,1.0,1.0,0.5217,0.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629620,1610612765,Justin Robinson,Justin Robinson,1629620,DET,1646.0,27.0,-38.0,61.0,62,19.0,13.0,6.0,123,,3.0,,5.0,4.0,8.0,,11.0,74.0,2.0,5.0,,,3.0,,6.0,,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,19.0,0.4230769230769231,0.6666666666666666,,,25.757575757575758,0.5,,0.06451612903225806,,,,0.25,0.4166666666666667,,0.75,0.5089916666666666,0.4797625,0.07692307692307693,0.2,14.350000000000001,24.5875,0.3114754098360656,,1.0,,,1.0,3.0,1.0,,,,,1.0,2.0,,5.0,,2.0,2.0,,,2.0,,3.0,3.0,,5.0,,,0.25,,0.5,0.4583333333333333,,0.625,,0.625,0.15384615384615385,,0.08333333333333333,,,0.25,0.3333333333333333,0.3333333333333333,,,,,,0.45454545454545453,1.0,1.0,2.0,1.0,2.0,3.0,1.0,9.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,0.5,0.375,0.05555555555555555,0.02857142857142857,0.09090909090909091,0.5,0.3333333333333333,0.3333333333333333,1.0,0.4,0.4,1.0,0.25,0.5,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630180,1610612765,Saddiq Bey,Saddiq Bey,1630180,DET,975.0,16.0,-22.0,37.0,37,11.0,13.0,4.0,74,3.0,1.0,1.0,5.0,3.0,6.0,,3.0,45.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,,,,,,,11.0,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,22.5,,0.25,0.11764705882352941,,0.4,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.5,0.6666666666666666,0.4648388888888889,0.405225,,,10.0,25.933333333333334,0.2972972972972973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,1.0,0.16666666666666666,,0.16666666666666666,,,,,,,,0.2,0.2,1.0,,0.5,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630695,1610612765,Micah Potter,Micah Potter,1630695,DET,1855.0,31.0,-40.0,69.0,70,20.0,19.0,8.0,139,3.0,,,2.0,9.0,2.0,2.0,12.0,84.0,,2.0,,,,,,1.0,5.0,9.0,,,1.0,4.0,2.0,2.0,20.0,0.5454545454545454,0.18181818181818182,,,15.789473684210526,,0.05,0.11428571428571428,0.1,,0.2727272727272727,,0.18181818181818182,,0.7272727272727273,0.5325909090909092,0.48266666666666663,0.18181818181818182,0.2222222222222222,4.355555555555556,26.200000000000003,0.2898550724637681,3.0,6.0,2.0,4.0,,,5.0,4.0,6.0,1.0,9.0,1.0,3.0,,2.0,6.0,4.0,3.0,1.0,1.0,1.0,,1.0,4.0,2.0,2.0,0.6,1.0,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.45454545454545453,0.6666666666666666,0.3333333333333333,0.75,0.3333333333333333,0.2,0.3333333333333333,0.5454545454545454,0.5,0.5,,,,,0.6666666666666666,0.5,0.46195,0.75,0.16666666666666666,2.0,,,,,,,,,,,,,1.0,4.0,,,1.0,1.0,1.0,1.0,,,,,0.05,0.075,,,,,,,,,0.6666666666666666,,,,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.1,0.14285714285714285,0.1111111111111111,0.14285714285714285,0.2,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630165,1610612765,Killian Hayes,Killian Hayes,1630165,DET,29.0,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203585,1610612765,Rodney McGruder,Rodney McGruder,203585,DET,579.0,10.0,-11.0,22.0,22,6.0,6.0,4.0,44,1.0,2.0,1.0,1.0,1.0,3.0,,3.0,27.0,1.0,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,1.0,,,,6.0,0.375,0.75,,,19.23076923076923,,0.14285714285714285,0.125,0.16666666666666666,,0.25,0.5,0.25,1.0,0.75,0.5136875,0.59835,,,10.1,24.133333333333336,0.2727272727272727,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,3.0,1.0,,,,,,,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630240,1610612765,Saben Lee,Saben Lee,1630240,DET,763.0,13.0,-10.0,29.0,28,7.0,13.0,6.0,57,1.0,,,,2.0,,,,34.0,,,,1.0,2.0,1.0,5.0,1.0,1.0,1.0,,,,,,,7.0,,,,,5.88235294117647,,0.14285714285714285,0.09090909090909091,0.16666666666666666,,0.5,,,,0.5,0.43815,0.43815,,,3.7,,0.2413793103448276,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630595,1610612765,Cade Cunningham,Cade Cunningham,1630595,DET,354.0,6.0,-11.0,14.0,13,3.0,5.0,2.0,27,,,,2.0,,2.0,,3.0,22.0,1.0,2.0,,1.0,1.0,1.0,3.0,,,,2.0,1.0,4.0,,,,3.0,0.75,1.0,,,40.0,0.5,,,,,,,1.0,,1.0,0.508125,0.4722,,,,26.700000000000003,0.21428571428571427,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,1.0,0.5,,0.5,,,,,,,,0.5,0.5,1.0,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628476,1610612765,Derrick Walton Jr.,Derrick Walton Jr.,1628476,DET,238.0,4.0,-8.0,9.0,10,,1.0,,19,1.0,,,,1.0,,,,8.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,20.0,1.0,,,,,1.0,,,,,0.3804,,,,5.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
