EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Arc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted3s,NonHeaveArc3FGM,OffThreePtRebounds,OffRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyArc3FGA,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted3s,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,LostBallTurnovers,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,DefCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,Loose Ball Fouls,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,OffCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,BlockedLongMidRange,Corner3FGM,PenaltyCorner3FGA,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PtsPutbacks,ShortMidRangePctBlocked,Travels,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,OffLongMidRangeReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,OffAtRimReboundPct,Fg3aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,Charge Fouls,LongMidRangePctBlocked,Corner3PctBlocked,HeaveAttempts,DefensiveGoaltends,Defensive 3 Seconds Violations,Clear Path Fouls,BlockedCorner3,OffensiveGoaltends,3SecondViolations
1626196,1610612738,Josh Richardson,Josh Richardson,1626196,BOS,876.0,15,5.0,31,30,6.0,2.0,5.0,61,2.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,29,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,6.0,0.5,0.5,0.6666666666666666,1.0,0.5,1.0,0.5,1.0,0.25,11.11111111111111,1.0,0.125,0.14285714285714285,0.13333333333333333,0.5,0.16666666666666666,0.5,1.0,1.0,0.5,0.25,0.25,0.25,0.41091249999999996,0.32105,1.0,7.900000000000001,25.8,0.1935483870967742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,895.0,15,1.0,32,32,6.0,2.0,3.0,64,,2.0,1.0,4.0,4.0,6.0,4.0,13.0,29,,,,4.0,4.0,4.0,,,,,1.0,1.0,,2.0,3.0,2.0,1.0,1.0,,6.0,0.5,0.5,0.6666666666666666,,0.55,,0.5909090909090909,,0.4,37.142857142857146,,0.125,0.125,0.125,,0.16666666666666666,0.2,,,,0.1,0.4,0.7,0.56399,,,7.233333333333333,25.975,0.1875,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.5,0.5,0.1111111111111111,0.058823529411764705,0.14285714285714285,0.2,0.3,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,0.25,0.4838,0.18181818181818182,0.16666666666666666,0.2,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1629057,1610612738,Robert Williams III,Robert Williams III,1629057,BOS,82.0,1,-4.0,4,4,,,,8,,1.0,,,,1.0,,,4,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,25.0,,1.0,,0.3333333333333333,,,1.0,,,,,,,0.404,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1630271,1610612738,Brodric Thomas,Brodric Thomas,1630271,BOS,3591.0,60,3.0,132,133,45.0,78.0,18.0,265,,2.0,,8.0,6.0,9.0,9.0,21.0,140,4.0,5.0,9.0,10.0,2.0,8.0,7.0,11.0,5.0,26.0,3.0,5.0,,8.0,10.0,1.0,,7.0,9.0,45.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8,0.5,0.5,0.525,0.5,0.5,17.449664429530202,,0.13157894736842105,0.09090909090909091,0.11267605633802817,0.375,0.11538461538461539,0.1111111111111111,,,,,0.4444444444444444,0.8888888888888888,0.5279972222222222,0.528375,0.42857142857142855,3.0888888888888895,25.922222222222217,0.3409090909090909,6.0,7.0,,,,2.0,2.0,3.0,,,,,3.0,2.0,1.0,2.0,1.0,6.0,3.0,,6.0,1.0,3.0,,4.0,5.0,1.0,3.0,,0.5,0.2222222222222222,0.2222222222222222,,,,1.0,0.02702702702702703,0.03571428571428571,0.03571428571428571,,0.3888888888888889,0.8571428571428571,1.0,0.8333333333333334,,,,0.25,0.25,0.5,,,,0.25,,0.15,0.2727272727272727,,,4.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,0.1111111111111111,0.14285714285714285,0.05263157894736842,0.09090909090909091,0.18181818181818182,0.1111111111111111,1.0,0.05555555555555555,0.5,1.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
203935,1610612738,Marcus Smart,Marcus Smart,203935,BOS,224.0,4,-8.0,9,9,,,1.0,18,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,12,,,,,2.0,1.0,,,,,2.0,,,2.0,2.0,,,1.0,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,30.0,,,0.5,0.4,,0.3333333333333333,0.6666666666666666,0.5,0.5,,,0.3333333333333333,0.3333333333333333,0.44893333333333335,,,7.7,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1629641,1610612738,Romeo Langford,Romeo Langford,1629641,BOS,762.0,13,14.0,28,30,14.0,10.0,5.0,58,,,,1.0,1.0,1.0,2.0,6.0,22,,,4.0,,2.0,1.0,,,,,2.0,,,2.0,4.0,1.0,,1.0,4.0,14.0,,,1.0,,0.8333333333333334,1.5,0.75,1.0,0.6666666666666666,12.121212121212121,,,0.25,0.14285714285714285,,0.2,,,,,,0.3333333333333333,1.0,0.5519833333333334,0.5712,0.6666666666666666,2.7,24.2,0.5,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,5.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,1.0,2.0,,,,1.0,0.5,0.5,1.0,1.25,1.25,,0.25,0.15384615384615385,0.16666666666666666,,0.3333333333333333,1.0,1.0,,,,,1.0,1.0,1.0,0.5,1.0,,1.0,0.5712,,,,0.8333333333333334,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,0.3333333333333333,,,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
201143,1610612738,Al Horford,Al Horford,201143,BOS,837.0,14,16.0,28,28,6.0,2.0,5.0,56,1.0,3.0,,,2.0,4.0,,6.0,19,,1.0,,4.0,,,3.0,4.0,2.0,9.0,2.0,2.0,,4.0,4.0,,,2.0,,6.0,1.0,1.0,0.5,,0.5,,0.6,,,15.15151515151515,,0.2222222222222222,0.4,0.2857142857142857,,0.5,0.75,0.3333333333333333,0.3333333333333333,1.0,,,0.25,0.46067499999999995,0.3639,,7.175000000000001,,0.21428571428571427,1.0,1.0,,,,,,2.0,,,2.0,2.0,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,1.0,,,,,0.3333333333333333,0.25,1.0,1.0,1.0,,,,,,,,,,,,0.2,0.2,,0.3333333333333333,,,,,,,,,1.0,1.0,,1.0,,,,,2.0,2.0,,2.0,1.0,,,,,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1629684,1610612738,Grant Williams,Grant Williams,1629684,BOS,772.0,13,16.0,28,28,8.0,5.0,2.0,56,,,,,1.0,1.0,2.0,5.0,16,,,,,2.0,,3.0,3.0,1.0,6.0,1.0,2.0,,3.0,3.0,,,2.0,,8.0,,,1.0,,0.8333333333333334,,0.8333333333333334,,0.6666666666666666,13.333333333333334,,0.2222222222222222,0.14285714285714285,0.1875,,,,,,,,,1.0,0.6669,0.61245,,1.4,23.15,0.2857142857142857,1.0,1.0,,,,,1.0,,,,,,3.0,,,,,1.0,,,1.0,,1.0,,,,,,,1.0,0.5,0.5,,,,1.0,,,,0.25,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,0.5,,,0.6666666666666666,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
202683,1610612738,Enes Freedom,Enes Freedom,202683,BOS,142.0,2,-4.0,5,5,,,1.0,10,,1.0,,,1.0,2.0,,2.0,8,,,,,2.0,,,,,,,,,,1.0,,,,,,,,0.5,,0.5,,0.5,,,33.333333333333336,,,,,,,0.5,,,,,,0.5,0.49015,,,2.2,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,2.0,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,0.3333333333333333,,,0.5,1.0,1.0,,,,,,,,1.0,1.0,,,0.6325,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.5,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1630573,1610612738,Sam Hauser,Sam Hauser,1630573,BOS,2103.0,35,-4.0,76,76,24.0,56.0,14.0,152,,,,10.0,1.0,1.0,14.0,17.0,92,,,,2.0,,10.0,2.0,4.0,2.0,10.0,3.0,2.0,1.0,6.0,6.0,,,1.0,,24.0,1.0,1.0,1.0,,0.5666666666666667,,0.5666666666666667,,0.9333333333333333,17.97752808988764,0.2,0.08,0.1875,0.12195121951219512,,0.07142857142857142,,,,,,0.6666666666666666,1.0,0.53578,0.5527000000000001,,2.3,25.60714285714286,0.3157894736842105,1.0,1.0,,,,5.0,5.0,,,,,3.0,15.0,5.0,,,,,,1.0,1.0,,1.0,,,,,,,1.0,0.35714285714285715,0.35714285714285715,,1.5,1.5,,,,,0.16666666666666666,0.06666666666666667,1.0,1.0,1.0,,,,0.5,0.5,1.0,,,,0.5,,,,,0.17647058823529413,,,4.0,2.0,3.0,,,,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,,0.26666666666666666,,,0.6666666666666666,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,0.3333333333333333,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
