EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,FtPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,NonShootingPenaltyNonTakeFouls,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChancePoints,PenaltyFG3M,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGM,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LostBallTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,OffThreePtRebounds,SecondChanceTurnovers,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,ShortMidRangeAssists,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceFtPoints,Defensive 3 Seconds Violations,Corner3Assists,Charge Fouls,2pt And 1 Free Throw Trips,SecondChanceArc3FGM,SecondChanceFG3M,Offensive Fouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangeFGM,SelfOReb,Travels,Charge Fouls Drawn,BlockedLongMidRange,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3FGM,FTOffRebounds,OffFTReboundPct,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,Loose Ball Fouls Drawn,DefensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,HeaveMakes,HeaveAttempts,Blocked3s,BlockedArc3,Arc3PctBlocked,SecondChanceCorner3PctAssisted,Clear Path Fouls,3pt And 1 Free Throw Trips,OffensiveGoaltends,BlockedCorner3,3SecondViolations
1629203,1610612747,Jemerrio Jones,Jemerrio Jones,1629203,LAL,594.0,10,-13.0,20,20,12.0,12.0,2.0,40,1.0,1.0,1.0,1.0,2.0,29,2.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,4.545454545454546,0.1666666666666666,0.0909090909090909,1.0,1.0,1.0,1.0,1.0,1.0,0.8461,1.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1629659,1610612747,Talen Horton-Tucker,Talen Horton-Tucker,1629659,LAL,1598.0,27,-9.0,59,57,36.0,22.0,5.0,116,3.0,5.0,3.0,7.0,7.0,60,6.0,,1.0,1.0,,,1.0,36.0,1.0,1.0,0.4285714285714285,0.3,0.3181818181818182,18.75,,0.0344827586206896,,0.5,0.6,0.75,1.0,0.8,0.5350149999999999,4.371428571428572,0.6101694915254238,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,6.0,2.0,1.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,0.3333333333333333,0.25,0.2777777777777778,0.3,0.4285714285714285,0.2,1.0,1.0,1.0,0.1428571428571428,0.1666666666666666,0.1,0.1,0.2,0.1,0.5,0.5,0.125,0.125,0.4062,0.4879749999999999,0.0909090909090909,0.125,0.7142857142857143,23.866666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1630222,1610612747,Mason Jones,Mason Jones,1630222,LAL,283.0,5,-8.0,9,10,9.0,9.0,,19,1.0,2.0,1.0,2.0,2.0,12,2.0,,,,,,1.0,9.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,33.333333333333336,,,,0.6666666666666666,0.5,0.5,1.0,1.0,0.5196999999999999,2.35,1.0,1.0,2.0,,,,,1.0,1.0,1.0,,,1.0,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,2.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.5,,0.3333333333333333,,0.5196999999999999,,,1.0,26.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1630643,1610612747,Jay Huff,Jay Huff,1630643,LAL,543.0,9,-4.0,20,21,20.0,16.0,,41,,,,,,16,,,1.0,1.0,1.0,,1.0,20.0,,,,,,5.0,,0.125,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
202738,1610612747,Isaiah Thomas,Isaiah Thomas,202738,LAL,6058.0,101,-23.0,225,221,84.0,73.0,17.0,446,2.0,4.0,7.0,17.0,37.0,248,8.0,2.0,7.0,8.0,,,12.0,84.0,0.5714285714285714,0.6666666666666666,0.4117647058823529,0.3717948717948718,0.4204545454545454,19.753086419753085,0.0303030303030303,0.054054054054054,,0.1025641025641025,0.5,0.5,,0.6666666666666666,0.4941576923076923,9.788235294117648,0.3733333333333333,,1.0,10.0,3.0,4.0,1.0,18.0,8.0,22.0,8.0,1.0,4.0,9.0,9.0,5.0,16.0,18.0,1.0,3.0,3.0,6.0,3.0,3.0,15.0,4.0,4.0,3.0,5.0,6.0,8.0,1.0,11.0,3.0,16.0,0.4444444444444444,0.3055555555555556,0.3809523809523809,0.5641025641025641,0.0588235294117647,,0.1,,0.8,0.0888888888888888,0.125,0.2564102564102564,0.0769230769230769,0.1025641025641025,0.4615384615384615,0.0555555555555555,,0.0555555555555555,0.4444444444444444,0.6266,0.4616055555555555,0.0930232558139534,0.15,0.4324324324324324,25.486363636363635,2.0,,1.0,,1.0,1.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,6.0,12.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.8,0.2272727272727272,0.1111111111111111,0.2272727272727272,1.0,1.0,1.0,0.1,0.0227272727272727,0.0098039215686274,0.0833333333333333,0.0384615384615384,0.0384615384615384,1.0,0.5,0.5555555555555556,0.8,0.25,0.25,1.0,0.2222222222222222,0.2222222222222222,0.75,1.0,1.0,0.125,0.2222222222222222,0.0434782608695652,0.054054054054054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
201599,1610612747,DeAndre Jordan,DeAndre Jordan,201599,LAL,1303.0,22,-21.0,46,45,3.0,4.0,6.0,91,4.0,4.0,4.0,4.0,8.0,60,8.0,1.0,5.0,8.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,9.615384615384617,0.0666666666666666,0.2,,1.0,1.0,1.0,1.0,1.0,0.7461249999999999,1.025,0.0652173913043478,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,2.0,,,,,,,,,4.0,1.0,1.0,1.0,3.0,,,,,2.0,1.0,1.0,1.0,,,,,,1.0,0.4,0.1428571428571428,,,,,1.0,1.0,,,,0.8389,,,0.25,,,,,,,1.0,1.0,,,,,,1.0,2.0,,,,,,,2.0,,3.0,,,,,,,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,0.2,0.1428571428571428,,,0.2,,,,,,,,,,,1.0,1.0,,,,0.25,1.0,1.0,0.0909090909090909,0.1666666666666666,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
200765,1610612747,Rajon Rondo,Rajon Rondo,200765,LAL,2021.0,34,-22.0,79,75,40.0,32.0,5.0,154,1.0,1.0,1.0,2.0,5.0,90,,2.0,6.0,7.0,1.0,,2.0,40.0,,,0.5,0.625,0.625,10.714285714285715,0.0909090909090909,0.1388888888888889,,0.25,1.0,1.0,,0.75,0.499825,3.5,0.5063291139240507,,,1.0,,,,2.0,1.0,2.0,,,,,1.0,,3.0,2.0,,7.0,1.0,8.0,1.0,4.0,17.0,3.0,3.0,2.0,5.0,,1.0,1.0,,,3.0,,1.5,1.5,0.5,,,,,0.6,0.2142857142857142,0.1818181818181818,0.25,,,0.5,,,,1.0,0.42735,0.51285,,,0.6,30.6,1.0,1.0,2.0,,2.0,,,,,1.0,1.0,1.0,,,1.0,2.0,3.0,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,,,,0.2,,0.0277777777777777,,0.1666666666666666,0.0909090909090909,1.0,,,,,,,0.5,0.5,1.0,,,1.0,0.5,,,1.0,,0.0434782608695652,,,,0.3333333333333333,,1.0,1.0,2.0,1.0,2.0,0.0555555555555555,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2730,1610612747,Dwight Howard,Dwight Howard,2730,LAL,420.0,7,-6.0,14,15,5.0,3.0,4.0,29,,,,,1.0,24,,1.0,1.0,1.0,,,,5.0,,,,,0.5,5.555555555555555,0.25,0.1666666666666666,1.0,,,,,,,,0.3571428571428571,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
201566,1610612747,Russell Westbrook,Russell Westbrook,201566,LAL,3636.0,61,-4.0,138,131,40.0,38.0,12.0,269,16.0,20.0,16.0,28.0,36.0,154,6.0,8.0,11.0,13.0,3.0,1.0,5.0,40.0,0.1875,0.2,0.5714285714285714,0.5161290322580645,0.5142857142857142,27.81456953642384,0.2424242424242424,0.1641791044776119,,0.6451612903225806,0.8,0.8421052631578947,0.1875,0.7419354838709677,0.5444322580645162,3.8107142857142855,0.2898550724637681,4.0,4.0,7.0,1.0,1.0,,2.0,,3.0,4.0,2.0,4.0,7.0,,1.0,9.0,2.0,2.0,9.0,2.0,11.0,1.0,8.0,24.0,3.0,4.0,2.0,7.0,1.0,6.0,,10.0,6.0,9.0,0.5714285714285714,0.5714285714285714,0.5625,0.0967741935483871,0.0714285714285714,0.05,0.1428571428571428,,0.5714285714285714,0.088235294117647,0.0869565217391304,0.2258064516129032,0.032258064516129,0.032258064516129,0.064516129032258,0.5714285714285714,1.0,,,0.51285,0.5741428571428572,0.1714285714285714,0.1875,0.25,25.433333333333334,2.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,,,1.0,2.0,,26.0,,,2.0,,1.0,,2.0,2.0,,,,,,1.0,1.0,,1.0,1.0,,,,,0.5,0.5,0.5,,0.0344827586206896,0.0344827586206896,0.1,0.1666666666666666,0.4,1.0,,,,,,,,,,0.5,1.0,,,,0.0555555555555555,1.0,,0.0344827586206896,,,,0.0909090909090909,,,,1.0,,1.0,0.0434782608695652,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
2546,1610612747,Carmelo Anthony,Carmelo Anthony,2546,LAL,3492.0,58,,133,126,45.0,42.0,10.0,259,2.0,3.0,4.0,8.0,35.0,146,4.0,3.0,7.0,8.0,3.0,2.0,8.0,45.0,0.5,0.6666666666666666,0.5,0.5714285714285714,0.5833333333333334,22.916666666666668,0.0857142857142857,0.1076923076923077,,0.1071428571428571,0.6666666666666666,0.6666666666666666,0.5,0.8214285714285714,0.5335285714285715,7.5625,0.3383458646616541,2.0,2.0,4.0,1.0,8.0,,12.0,7.0,20.0,3.0,1.0,2.0,3.0,7.0,1.0,14.0,12.0,,2.0,3.0,5.0,3.0,,13.0,4.0,2.0,2.0,3.0,4.0,3.0,,5.0,,14.0,0.6666666666666666,0.65,0.6363636363636364,0.7142857142857143,,,,,0.6666666666666666,0.1333333333333333,0.1,0.1428571428571428,0.0357142857142857,0.2857142857142857,0.4285714285714285,0.2,1.0,,0.7,0.5735166666666666,0.530935,0.0344827586206896,,0.4,24.71,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,5.0,3.0,3.0,8.0,1.0,5.0,3.0,4.0,21.0,3.0,2.0,3.0,1.0,,1.0,,,1.0,,1.0,1.0,3.0,1.0,2.0,3.0,3.0,0.875,0.4,0.4285714285714285,0.4,1.0,0.8333333333333334,0.8333333333333334,,0.0416666666666666,0.0178571428571428,0.1428571428571428,0.1333333333333333,0.0769230769230769,1.0,0.5,0.5,0.5,0.625,0.625,0.8,0.25,0.25,1.0,0.3333333333333333,1.0,0.4285714285714285,0.25,0.0476190476190476,0.1428571428571428,,,,,,,0.2,,2.0,2.0,2.0,,,,0.6666666666666666,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
