EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,3SecondViolations,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Travels,Offensive Fouls Drawn,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,on,Clear Path Fouls,BlockedCorner3,BlockedLongMidRange,Defensive 3 Seconds Violations,Corner3PctBlocked
1626159,1610612746,Justise Winslow,Justise Winslow,1626159,LAC,28770.0,480,38,1013,1018,333.0,373,102.0,2031,39.0,59.0,8.0,16.0,10.0,18.0,18.0,44.0,1.0,9.0,4.0,15.0,3.0,6.0,1.0,14.0,1.0,1.0,3.0,58.0,112.0,5.0,29.0,25.0,156.0,1050,9.0,21.0,4.0,8.0,26.0,16.0,32.0,1.0,9.0,13.0,48.0,78.0,38.0,15.0,14.0,2.0,12.0,1.0,13.0,1.0,28.0,24.0,52.0,15.0,9.0,17.0,10.0,1.0,128.0,8.0,22.0,52.0,45.0,6.0,103.0,30.0,133.0,4.0,21.0,15.0,6.0,28.0,4.0,17.0,9.0,1.0,11.0,37.0,3.0,11.0,20.0,46.0,1.0,2.0,3.0,31.0,1.0,2.0,41.0,1.0,18.0,3.0,17.0,1.0,1.0,10.0,7.0,18.0,10.0,1.0,47.0,328.0,5.0,1.0,0.6724137931034483,0.7647058823529411,1.0,0.1724137931034483,0.1111111111111111,0.1851851851851851,0.5178571428571429,0.4285714285714285,0.5,0.4645390070921986,0.36,0.4268292682926829,0.484472049689441,0.4482758620689655,0.4615384615384615,0.2056737588652482,0.0344827586206896,0.1160714285714285,0.1016949152542373,0.1363636363636363,0.1111111111111111,0.0714285714285714,17.491166077738516,0.7567567567567568,0.24,0.1530612244897959,0.0849420849420849,0.2122448979591836,0.038647342995169,0.1799628942486085,0.0643776824034334,0.1219512195121951,0.0714285714285714,0.0615384615384615,0.0372670807453416,0.0434782608695652,0.1287878787878787,0.1666666666666666,0.2,0.1910112359550561,0.2686567164179104,0.0689655172413793,0.5555555555555556,0.4184397163120567,0.6610169491525424,0.7358490566037735,0.6666666666666666,0.3120567375886525,0.4090909090909091,0.4736842105263157,0.6666666666666666,0.0638297872340425,0.1111111111111111,0.125,1.0,0.1063829787234042,0.2666666666666666,0.2666666666666666,1.0,0.0992907801418439,0.0714285714285714,0.0769230769230769,1.0,0.64,0.5,0.125,0.12,0.04,0.4390243902439024,0.5555555555555556,0.1463414634146341,0.073170731707317,0.3333333333333333,0.624113475177305,0.0833333333333333,0.5097395683453236,0.53471,0.5209112499999999,0.1139240506329113,0.1395348837209302,0.1666666666666666,0.3076923076923077,5.126785714285712,26.531034482758628,0.3287265547877591,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1627826,1610612746,Ivica Zubac,Ivica Zubac,1627826,LAC,2949.0,49,-6,97,96,38.0,21,7.0,193,4.0,4.0,,,,,3.0,4.0,,,,,,,,,,,,7.0,8.0,,,6.0,20.0,104,1.0,1.0,,,2.0,2.0,2.0,,,4.0,8.0,12.0,2.0,,,,,,,,1.0,2.0,3.0,2.0,,1.0,,,8.0,,,4.0,6.0,2.0,12.0,,12.0,,1.0,1.0,,3.0,,2.0,1.0,,1.0,4.0,1.0,1.0,2.0,5.0,,,,7.0,,,9.0,1.0,3.0,2.0,,,,,,,,,8.0,38.0,,2.0,0.8571428571428571,0.8571428571428571,,,,,0.875,1.0,1.0,0.875,1.0,1.0,0.8333333333333334,1.0,1.0,,,,,,,,15.094339622641508,0.75,0.6666666666666666,0.2222222222222222,,0.1739130434782608,,0.2,,,,,,,0.3333333333333333,0.1764705882352941,0.25,0.1333333333333333,0.25,,,0.5,1.0,1.0,1.0,0.5,0.75,0.75,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.4884125,0.4241,0.3998,0.3,0.3,0.1,0.4,5.7625,,0.3917525773195876,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1628379,1610612746,Luke Kennard,Luke Kennard,1628379,LAC,15989.0,266,63,562,553,177.0,196,58.0,1115,2.0,6.0,,1.0,1.0,1.0,7.0,12.0,7.0,15.0,4.0,9.0,1.0,1.0,31.0,74.0,6.0,9.0,22.0,16.0,33.0,35.0,83.0,18.0,155.0,564,2.0,3.0,7.0,,13.0,9.0,12.0,10.0,23.0,7.0,55.0,20.0,12.0,93.0,,,74.0,31.0,3.0,,16.0,13.0,29.0,7.0,6.0,12.0,4.0,,71.0,1.0,1.0,15.0,22.0,3.0,40.0,2.0,42.0,2.0,5.0,3.0,2.0,1.0,3.0,1.0,3.0,,,4.0,,1.0,3.0,13.0,,2.0,,16.0,1.0,1.0,19.0,2.0,3.0,2.0,2.0,,,1.0,1.0,2.0,,,55.0,177.0,3.0,2.0,0.625,0.625,0.8857142857142857,0.4216867469879518,0.4347826086956521,0.4216867469879518,0.4848484848484848,0.6666666666666666,0.75,0.5905172413793104,0.65,0.6857142857142857,0.6239669421487604,0.65,0.7162162162162162,0.7155172413793104,,0.0909090909090909,0.1666666666666666,0.0833333333333333,0.0666666666666666,,19.87281399046105,0.25,0.2,0.1257142857142857,0.0071942446043165,0.1339285714285714,0.0087719298245614,0.1289198606271777,0.0079051383399209,,0.0153846153846153,,0.0114942528735632,,0.1860465116279069,0.0410958904109589,0.1875,0.1139240506329113,0.1818181818181818,0.032258064516129,,0.0517241379310344,0.3333333333333333,0.4,0.5,0.1034482758620689,0.5833333333333334,0.6363636363636364,0.5714285714285714,0.1293103448275862,0.4666666666666667,0.5,0.7142857142857143,0.0775862068965517,0.4444444444444444,0.4444444444444444,1.0,0.6379310344827587,0.4189189189189189,0.4189189189189189,0.8709677419354839,0.1,,,0.1,0.6,0.0285714285714285,1.0,0.0285714285714285,0.6285714285714286,0.4090909090909091,0.7672413793103449,0.4189189189189189,0.5078396551724138,0.51536875,0.4814799999999999,0.0504201680672268,0.088235294117647,0.0838709677419354,0.3548387096774194,10.827272727272728,25.902409638554214,0.3149466192170818,,1.0,3.0,3.0,12.0,1.0,4.0,3.0,0.4285714285714285,0.5,0.6666666666666666,1.0,0.0352941176470588,,,,,,,,,,True,,,,,
1629599,1610612746,Amir Coffey,Amir Coffey,1629599,LAC,12140.0,202,16,435,442,161.0,184,49.0,877,14.0,17.0,1.0,1.0,3.0,4.0,,6.0,,4.0,1.0,8.0,,3.0,9.0,25.0,2.0,4.0,16.0,14.0,27.0,10.0,33.0,25.0,83.0,468,1.0,2.0,2.0,4.0,9.0,3.0,6.0,4.0,19.0,16.0,34.0,18.0,10.0,30.0,2.0,1.0,24.0,9.0,3.0,,10.0,6.0,16.0,4.0,2.0,6.0,3.0,1.0,38.0,4.0,4.0,10.0,11.0,2.0,23.0,8.0,31.0,2.0,7.0,6.0,1.0,4.0,,2.0,1.0,,2.0,5.0,,2.0,10.0,18.0,1.0,,,21.0,,1.0,29.0,3.0,12.0,4.0,3.0,,,1.0,2.0,3.0,3.0,,34.0,157.0,,3.0,0.6428571428571429,0.6923076923076923,1.0,0.303030303030303,0.2105263157894736,0.3125,0.5185185185185185,0.5,0.5,0.4833333333333333,0.625,0.36,0.5684931506849316,0.6428571428571429,0.5,0.55,,0.1111111111111111,0.0588235294117647,0.3333333333333333,,,15.757575757575758,0.8,0.1666666666666666,0.0982142857142857,0.0330578512396694,0.0934579439252336,0.0449438202247191,0.0958904109589041,0.0380952380952381,0.0555555555555555,0.04,,0.0416666666666666,0.0588235294117647,0.0909090909090909,0.1176470588235294,0.0588235294117647,0.0909090909090909,0.1,0.0625,1.0,0.2833333333333333,0.8235294117647058,0.875,0.6428571428571429,0.1,,,,0.0666666666666666,,,,0.1333333333333333,0.125,0.125,1.0,0.4166666666666667,0.36,0.36,1.0,0.25,1.0,,,0.5,0.16,0.75,0.12,0.64,0.25,0.8333333333333334,0.375,0.5360889830508474,0.3721,0.5585145833333333,0.1739130434782608,0.3333333333333333,0.108433734939759,0.4096385542168674,5.633333333333332,25.899999999999995,0.3701149425287356,,,1.0,1.0,,,,,0.5,0.5,1.0,,,,,,,,,,,,True,,,,,
202339,1610612746,Eric Bledsoe,Eric Bledsoe,202339,LAC,13807.0,230,34,476,479,112.0,153,46.0,955,17.0,22.0,,,6.0,6.0,8.0,19.0,2.0,9.0,,4.0,,1.0,11.0,29.0,2.0,2.0,8.0,27.0,50.0,11.0,33.0,16.0,103.0,503,1.0,2.0,2.0,,5.0,8.0,10.0,2.0,9.0,5.0,27.0,16.0,38.0,30.0,,1.0,28.0,11.0,3.0,1.0,29.0,9.0,38.0,8.0,1.0,20.0,8.0,1.0,85.0,,1.0,18.0,13.0,,31.0,1.0,32.0,,11.0,9.0,2.0,12.0,2.0,9.0,7.0,2.0,3.0,19.0,1.0,1.0,5.0,16.0,2.0,,,25.0,,,23.0,3.0,13.0,,3.0,1.0,1.0,2.0,1.0,4.0,2.0,,27.0,109.0,2.0,,0.2962962962962963,0.2962962962962963,0.9090909090909092,0.3333333333333333,0.2222222222222222,0.34375,0.54,0.5,0.8,0.5240963855421686,0.625,0.5789473684210527,0.553763440860215,0.625,0.6428571428571429,0.3975903614457831,0.0303030303030303,0.06,0.0454545454545454,0.1052631578947368,,0.0344827586206896,21.37404580152672,0.631578947368421,,0.0928571428571428,0.009090909090909,0.1475409836065573,,0.1183206106870229,0.0048076923076923,,0.0169491525423728,,,,0.0655737704918032,0.109375,0.1333333333333333,0.1627906976744186,0.1111111111111111,,0.5,0.2650602409638554,0.7727272727272727,0.8095238095238095,0.2352941176470588,0.2289156626506024,0.4210526315789473,0.4705882352941176,0.5,0.108433734939759,0.2222222222222222,0.2222222222222222,,0.0481927710843373,,,,0.3493975903614458,0.3793103448275862,0.3928571428571428,0.9090909090909092,,,,,0.5,0.3157894736842105,1.0,0.0526315789473684,0.4210526315789473,0.25,0.6626506024096386,0.3928571428571428,0.5001859756097561,0.38865,0.5353222222222223,0.1397849462365591,0.2166666666666666,0.0485436893203883,0.2621359223300971,7.174,26.951515151515142,0.2352941176470588,,,1.0,1.0,3.0,,,,0.5,0.5,1.0,,,1.0,3.0,,,,,,,,True,,,,,
202704,1610612746,Reggie Jackson,Reggie Jackson,202704,LAC,8770.0,146,42,298,314,87.0,80,27.0,612,3.0,7.0,,,2.0,3.0,5.0,11.0,5.0,11.0,3.0,8.0,3.0,1.0,14.0,35.0,1.0,2.0,11.0,13.0,29.0,17.0,43.0,6.0,83.0,286,,1.0,4.0,,6.0,6.0,10.0,2.0,12.0,4.0,22.0,4.0,22.0,42.0,,,35.0,14.0,1.0,1.0,14.0,11.0,25.0,10.0,1.0,5.0,8.0,1.0,61.0,2.0,2.0,8.0,9.0,,17.0,4.0,21.0,,5.0,3.0,2.0,11.0,1.0,7.0,3.0,1.0,4.0,14.0,1.0,5.0,2.0,7.0,,1.0,,14.0,1.0,,7.0,,2.0,1.0,,,,,,,,,20.0,85.0,,,0.1538461538461538,0.1538461538461538,0.8235294117647058,0.3953488372093023,0.1666666666666666,0.3953488372093023,0.4482758620689655,,0.6,0.5347222222222222,0.6,0.4090909090909091,0.5466666666666666,0.6,0.4583333333333333,0.5972222222222222,0.0232558139534883,0.0344827586206896,,0.0909090909090909,,0.0285714285714285,26.88821752265861,0.7857142857142857,,0.0957446808510638,0.0277777777777777,0.1142857142857142,0.0285714285714285,0.1036585365853658,0.028169014084507,0.0833333333333333,,,0.0185185185185185,0.0625,0.0465116279069767,0.1363636363636363,0.1428571428571428,0.109090909090909,0.1333333333333333,,,0.0972222222222222,0.4285714285714285,0.4285714285714285,0.3333333333333333,0.1527777777777778,0.4545454545454545,0.5,,0.1527777777777778,0.4545454545454545,0.4545454545454545,0.2,0.1111111111111111,0.375,0.375,1.0,0.4861111111111111,0.4,0.4117647058823529,0.7857142857142857,,,,0.6,0.2,0.1363636363636363,0.6666666666666666,0.0454545454545454,0.5,0.1818181818181818,0.6944444444444444,0.4,0.4917239436619717,0.5554300000000001,0.4792928571428572,0.027027027027027,0.064516129032258,0.072289156626506,0.2650602409638554,11.337931034482756,26.113953488372093,0.2919463087248322,,,1.0,2.0,9.0,,1.0,,0.5,1.0,,,,,2.0,1.0,1.0,0.3333333333333333,1.0,,,,True,,,,,
1629611,1610612746,Terance Mann,Terance Mann,1629611,LAC,13643.0,227,11,478,483,194.0,199,49.0,961,20.0,27.0,1.0,3.0,14.0,17.0,7.0,15.0,2.0,4.0,5.0,12.0,1.0,3.0,5.0,14.0,1.0,2.0,7.0,29.0,46.0,10.0,26.0,16.0,104.0,499,1.0,3.0,2.0,1.0,3.0,16.0,24.0,3.0,10.0,9.0,50.0,44.0,14.0,27.0,2.0,1.0,13.0,5.0,2.0,,13.0,12.0,25.0,10.0,2.0,6.0,4.0,3.0,62.0,6.0,3.0,10.0,18.0,3.0,31.0,9.0,40.0,,9.0,7.0,2.0,4.0,,3.0,2.0,,1.0,6.0,,,9.0,13.0,,,,19.0,,,22.0,1.0,7.0,3.0,3.0,,,2.0,1.0,3.0,3.0,,49.0,191.0,,1.0,0.7586206896551724,0.7857142857142857,0.9,0.3846153846153846,0.3,0.4,0.6304347826086957,0.3333333333333333,0.6666666666666666,0.6111111111111112,0.2,0.6029411764705882,0.6419753086419753,0.25,0.6410256410256411,0.3611111111111111,,0.0434782608695652,0.074074074074074,,,,16.23134328358209,0.6666666666666666,0.2142857142857142,0.1285714285714285,0.027027027027027,0.091743119266055,0.0545454545454545,0.1124497991967871,0.0407239819004524,0.0263157894736842,0.0208333333333333,0.04,0.073170731707317,,0.0923076923076923,0.1774193548387097,0.0769230769230769,0.0987654320987654,0.0714285714285714,,1.0,0.375,0.7407407407407407,0.8,0.8,0.2083333333333333,0.4666666666666667,0.4666666666666667,0.7142857142857143,0.0555555555555555,0.5,0.5,0.5,0.1666666666666666,0.4166666666666667,0.4166666666666667,1.0,0.1944444444444444,0.3571428571428571,0.3571428571428571,0.8,0.6,0.3333333333333333,,0.2,0.2,0.5,0.8235294117647058,0.088235294117647,0.2058823529411764,0.2857142857142857,0.7361111111111112,0.3846153846153846,0.5393556338028169,0.5188833333333333,0.5672530303030303,0.0897435897435897,0.1346153846153846,0.0288461538461538,0.4807692307692308,5.654347826086957,25.78076923076923,0.405857740585774,,1.0,,,3.0,,1.0,,,,,0.3333333333333333,,,2.0,,2.0,,,,,,True,,,,,
201587,1610612746,Nicolas Batum,Nicolas Batum,201587,LAC,2156.0,36,-14,78,82,11.0,18,8.0,160,,,,,,,,,,,2.0,2.0,,,4.0,10.0,,1.0,2.0,,,6.0,12.0,1.0,19.0,97,,,,,,,,1.0,2.0,,3.0,,,18.0,,,10.0,4.0,,,1.0,,1.0,,,,,1.0,2.0,,,,1.0,1.0,2.0,,2.0,,1.0,1.0,,,,,1.0,,,1.0,,,,4.0,,,1.0,1.0,,,2.0,,1.0,,1.0,,,,1.0,1.0,1.0,,3.0,10.0,,,,,1.0,0.5,0.5,0.5,,,,0.75,,0.75,0.7307692307692307,,0.75,1.0,,,,,,,16.27906976744186,,0.5,0.0416666666666666,,,,0.0333333333333333,,,,,,,,0.0909090909090909,,,,,1.0,,,,,,,,,,,,,0.1666666666666666,1.0,1.0,1.0,0.8333333333333334,0.4,0.4,1.0,,,,,,,,,1.0,0.5,1.0,0.4,0.5411625,,0.513,0.0769230769230769,1.0,,0.1578947368421052,,25.066666666666663,0.141025641025641,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
202331,1610612746,Paul George,Paul George,202331,LAC,1361.0,23,-25,48,50,27.0,19,4.0,98,2.0,3.0,,,1.0,2.0,1.0,3.0,1.0,2.0,,,,,1.0,4.0,,,2.0,4.0,8.0,1.0,4.0,1.0,12.0,55,,1.0,,,,1.0,2.0,,2.0,,2.0,,8.0,3.0,,,4.0,1.0,,1.0,1.0,,1.0,,,1.0,,,2.0,,,2.0,3.0,,5.0,,5.0,,3.0,1.0,2.0,5.0,1.0,2.0,2.0,,3.0,7.0,,6.0,1.0,4.0,1.0,2.0,,3.0,,,2.0,2.0,2.0,,,,,,,,,,2.0,27.0,1.0,,,,1.0,0.25,,0.25,0.5,,0.5,0.4583333333333333,,0.25,0.5,,0.25,0.3333333333333333,0.25,,,,,0.25,36.53846153846154,0.7142857142857143,,0.1764705882352941,,0.1666666666666666,,0.1724137931034483,,,,,,,0.1111111111111111,0.2857142857142857,,0.125,0.25,,,0.25,0.6666666666666666,0.6666666666666666,,0.25,0.3333333333333333,0.3333333333333333,,0.1666666666666666,0.5,0.5,,,,,,0.3333333333333333,0.25,0.3333333333333333,1.0,,,,,,0.5,0.5,,0.5,,0.5833333333333334,0.25,0.5203375,0.4111,0.5431125000000001,0.1666666666666666,0.25,,0.1666666666666666,8.6,25.875,0.5625,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
202694,1610612746,Marcus Morris Sr.,Marcus Morris Sr.,202694,LAC,1916.0,32,-6,61,64,23.0,27,4.0,125,3.0,4.0,1.0,2.0,1.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,,1.0,1.0,5.0,,,1.0,7.0,12.0,3.0,8.0,10.0,33.0,78,1.0,3.0,,,2.0,2.0,4.0,1.0,2.0,5.0,12.0,4.0,10.0,9.0,2.0,,5.0,1.0,1.0,,1.0,2.0,3.0,1.0,1.0,1.0,,,8.0,2.0,1.0,1.0,2.0,,3.0,3.0,6.0,2.0,2.0,,2.0,,,,1.0,1.0,,1.0,,,2.0,3.0,,,,7.0,,,10.0,1.0,4.0,1.0,,,,,,,,,12.0,22.0,1.0,1.0,0.2857142857142857,0.3333333333333333,1.0,0.375,0.5,0.375,0.5833333333333334,0.3333333333333333,0.5,0.575,0.3333333333333333,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.6875,0.4,,0.0833333333333333,,0.2,,,37.87878787878788,,,0.1111111111111111,0.0909090909090909,0.0434782608695652,0.1818181818181818,0.073170731707317,0.1363636363636363,0.25,,,0.2222222222222222,,0.2222222222222222,,,,0.1428571428571428,0.2222222222222222,,0.2,0.75,0.75,0.6666666666666666,0.25,0.4,0.5,,0.15,0.6666666666666666,0.6666666666666666,,0.15,0.6666666666666666,0.6666666666666666,1.0,0.25,0.2,0.2,1.0,0.6666666666666666,0.5,,,,0.3333333333333333,0.5,0.1666666666666666,0.1666666666666666,,0.6,0.2,0.492455,0.5077499999999999,0.4922416666666667,0.1739130434782608,0.2666666666666666,0.0606060606060606,0.3636363636363636,9.341666666666669,24.6,0.3770491803278688,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,True,,,,,
