EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted3s,NonHeaveArc3FGM,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,OffCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3FGM,HeaveAttempts,Fg3aBlocked,Travels,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,PenaltyCorner3Accuracy,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedCorner3,on,OffensiveGoaltends
1627761,1610612751,DeAndre' Bembry,DeAndre' Bembry,1627761,BKN,8422.0,140,-11,288,290,30.0,46,47.0,578,16.0,28.0,3.0,5.0,1.0,3.0,2.0,4.0,1.0,4.0,2.0,18.0,32.0,1.0,6.0,2.0,41.0,340,3.0,5.0,1.0,7.0,1.0,3.0,2.0,24.0,12.0,3.0,6.0,2.0,3.0,7.0,6.0,13.0,3.0,3.0,2.0,2.0,3.0,32.0,3.0,6.0,6.0,5.0,1.0,12,9.0,21,1.0,5.0,3.0,2.0,3.0,1.0,2.0,2.0,5.0,1.0,6.0,15.0,1.0,1.0,10.0,2.0,2.0,4.0,2.0,2.0,30.0,1.0,0.6666666666666666,0.8,1.0,0.16666666666666666,0.16666666666666666,0.5625,0.6,0.3333333333333333,0.5131578947368421,0.6,0.3333333333333333,0.5125,0.5833333333333334,0.3333333333333333,0.15789473684210525,0.09375,0.10714285714285714,13.08139534883721,0.6,0.25,0.07575757575757576,0.07228915662650602,0.07894736842105263,0.04477611940298507,0.07746478873239436,0.06,0.07894736842105263,0.03225806451612903,0.14285714285714285,0.061224489795918366,0.10344827586206896,0.043478260869565216,0.07142857142857142,0.09615384615384616,0.041666666666666664,0.0625,0.7368421052631579,0.5714285714285714,0.64,0.625,0.10526315789473684,0.5,0.5,1.0,0.10526315789473684,0.25,0.25,1.0,0.05263157894736842,1.0,0.6,1.0,0.3333333333333333,0.8947368421052632,0.5855407894736842,0.59,0.7830333333333334,0.05,0.058823529411764705,0.17073170731707318,0.04878048780487805,2.3875,24.016666666666666,0.10416666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628971,1610612751,Bruce Brown,Bruce Brown,1628971,BKN,18245.0,304,-79,613,619,135.0,157,89.0,1232,24.0,36.0,5.0,9.0,6.0,9.0,10.0,27.0,3.0,6.0,6.0,35.0,69.0,8.0,12.0,22.0,116.0,759,5.0,12.0,2.0,18.0,7.0,14.0,28.0,52.0,18.0,21.0,6.0,6.0,4.0,15.0,13.0,28.0,9.0,4.0,9.0,2.0,4.0,69.0,9.0,11.0,22.0,18.0,4.0,44,20.0,64,1.0,7.0,4.0,3.0,6.0,5.0,8.0,1.0,14.0,2.0,14.0,27.0,,3.0,21.0,1.0,,27.0,18.0,28.0,135.0,2.0,0.7428571428571429,0.8125,0.875,0.6666666666666666,0.6666666666666666,0.5072463768115942,0.4166666666666667,0.5,0.5802469135802469,0.5714285714285714,0.5882352941176471,0.6444444444444445,0.6,0.6666666666666666,0.14814814814814814,0.057971014492753624,0.05555555555555555,14.444444444444445,0.42857142857142855,0.3076923076923077,0.11688311688311688,0.06470588235294118,0.14473684210526316,0.0703125,0.13071895424836602,0.06711409395973154,0.05555555555555555,0.05263157894736842,0.1,0.058823529411764705,0.10606060606060606,0.13114754098360656,0.1111111111111111,0.14545454545454545,0.14285714285714285,0.030303030303030304,0.4444444444444444,0.6666666666666666,0.7058823529411765,0.6666666666666666,0.3333333333333333,0.37037037037037035,0.4,0.9,0.07407407407407407,0.5,0.5,1.0,0.07407407407407407,0.6428571428571429,0.5555555555555556,0.5294117647058824,0.6666666666666666,0.5925925925925926,0.5114030864197531,0.623261111111111,0.5293647058823531,0.2,0.23076923076923078,0.15517241379310345,0.2413793103448276,6.124637681159419,24.333333333333332,0.22022838499184338,1.0,6.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,8.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,9.0,12.0,2.0,2.0,3.0,9.0,14.0,6.0,1.0,0.6666666666666666,0.07407407407407407,0.11538461538461539,0.42857142857142855,0.07407407407407407,0.16666666666666666,0.16666666666666666,1.0,0.8333333333333334,0.8333333333333334,0.8,0.4,0.07142857142857142,1.0,1.0,0.07142857142857142,1.0,1.0,0.058823529411764705,0.11764705882352941,1.0,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,True,
1629651,1610612751,Nic Claxton,Nic Claxton,1629651,BKN,13166.0,219,26,452,457,107.0,107,60.0,909,41.0,47.0,15.0,16.0,9.0,10.0,4.0,15.0,,,,45.0,62.0,,,11.0,101.0,531,15.0,17.0,1.0,31.0,9.0,11.0,22.0,56.0,34.0,,20.0,,3.0,5.0,6.0,11.0,4.0,2.0,2.0,1.0,2.0,28.0,8.0,14.0,15.0,13.0,6.0,34,22.0,56,5.0,4.0,2.0,2.0,2.0,,5.0,2.0,7.0,,12.0,22.0,,3.0,21.0,2.0,2.0,19.0,10.0,22.0,106.0,3.0,0.6222222222222222,0.8,,,,0.7258064516129032,0.8823529411764706,0.8181818181818182,0.7258064516129032,0.8823529411764706,0.8181818181818182,0.7318840579710145,0.8157894736842105,0.8461538461538461,,0.04838709677419355,0.02127659574468085,14.728682170542635,0.2857142857142857,0.3333333333333333,0.125,0.125,0.13513513513513514,0.1111111111111111,0.13023255813953488,0.11956521739130435,0.10810810810810811,0.16,0.08,0.10909090909090909,0.16666666666666666,0.11538461538461539,0.09090909090909091,0.1375,0.12903225806451613,0.35714285714285715,0.7580645161290323,0.8723404255319149,0.8913043478260869,0.6097560975609756,0.24193548387096775,0.26666666666666666,0.3076923076923077,0.75,,,,,,0.9411764705882353,0.9375,0.9090909090909091,0.9,0.7580645161290323,0.5678370967741935,0.573,0.6123545454545455,0.14925373134328357,0.14925373134328357,0.3069306930693069,0.21782178217821782,2.7758064516129037,,0.23672566371681417,,,,,,,,,,,,,,,4.0,,,,1.0,1.0,1.0,2.0,5.0,12.0,,,8.0,4.0,12.0,6.0,,,0.13333333333333333,0.11764705882352941,0.5,,,,,,,,0.2,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,True,
1630556,1610612751,Kessler Edwards,Kessler Edwards,1630556,BKN,59230.0,987,-60,2017,2025,388.0,514,255.0,4042,36.0,75.0,12.0,23.0,6.0,9.0,15.0,36.0,23.0,64.0,72.0,62.0,131.0,48.0,136.0,16.0,284.0,2388,15.0,31.0,3.0,42.0,10.0,16.0,40.0,80.0,44.0,144.0,16.0,71.0,18.0,13.0,18.0,31.0,11.0,7.0,3.0,2.0,8.0,80.0,20.0,24.0,60.0,64.0,4.0,128,44.0,172,9.0,29.0,19.0,10.0,23.0,16.0,19.0,7.0,42.0,2.0,44.0,85.0,1.0,1.0,24.0,3.0,2.0,19.0,11.0,40.0,387.0,12.0,0.6451612903225806,0.7407407407407407,1.0,0.35294117647058826,0.35555555555555557,0.4732824427480916,0.4838709677419355,0.625,0.50187265917603,0.4642857142857143,0.48484848484848486,0.5182481751824818,0.4883720930232558,0.5405405405405406,0.5093632958801498,0.13740458015267176,0.16,13.63244176013805,0.5476190476190477,0.08695652173913043,0.12698412698412698,0.044036697247706424,0.13071895424836602,0.047619047619047616,0.12876427829698858,0.04559585492227979,0.06422018348623854,0.03684210526315789,0.021897810218978103,0.052795031055900624,0.10714285714285714,0.1553398058252427,0.10784313725490197,0.12979351032448377,0.13333333333333333,0.06569343065693431,0.2808988764044944,0.48,0.5714285714285714,0.6944444444444444,0.1348314606741573,0.4166666666666667,0.4838709677419355,0.6666666666666666,0.2397003745318352,0.359375,0.359375,1.0,0.2696629213483146,0.5476190476190477,0.5217391304347826,0.2727272727272727,0.6666666666666666,0.7902621722846442,0.5593159774436092,0.5518555555555555,0.5438671875,0.040293040293040296,0.08029197080291971,0.14788732394366197,0.14084507042253522,5.5427480916030545,24.903676470588223,0.1923648983639068,11.0,20.0,1.0,6.0,9.0,25.0,2.0,5.0,2.0,8.0,3.0,11.0,4.0,17.0,8.0,,25.0,3.0,5.0,2.0,6.0,8.0,5.0,24.0,,,18.0,4.0,24.0,11.0,0.2727272727272727,0.23529411764705882,0.1388888888888889,0.030612244897959183,0.4583333333333333,0.0749063670411985,0.55,0.5789473684210527,0.45454545454545453,0.3472222222222222,0.352112676056338,1.0,0.3333333333333333,0.14285714285714285,0.16666666666666666,1.0,0.11904761904761904,0.4,1.0,0.2727272727272727,0.24242424242424243,0.25,0.352112676056338,1.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,0.007352941176470588,0.05,0.013888888888888888,0.2222222222222222,,,,,,,,,,,True,
201988,1610612751,Patty Mills,Patty Mills,201988,BKN,37632.0,627,-60,1281,1275,221.0,260,162.0,2556,10.0,20.0,,1.0,3.0,4.0,6.0,17.0,15.0,37.0,135.0,29.0,71.0,67.0,172.0,17.0,276.0,1497,2.0,4.0,,37.0,4.0,8.0,25.0,36.0,22.0,186.0,,134.0,8.0,37.0,17.0,54.0,10.0,7.0,23.0,10.0,4.0,125.0,3.0,1.0,22.0,20.0,2.0,44,4.0,48,,13.0,5.0,8.0,13.0,9.0,8.0,4.0,21.0,1.0,10.0,27.0,,1.0,26.0,1.0,6.0,23.0,3.0,24.0,220.0,3.0,0.6206896551724138,0.6206896551724138,0.9253731343283582,0.38953488372093026,0.391812865497076,0.4084507042253521,0.5,0.5,0.5329218106995884,0.6607142857142857,0.4,0.5476190476190477,0.6607142857142857,0.43103448275862066,0.7078189300411523,0.11267605633802817,0.2,18.59673024523161,0.6190476190476191,0.08,0.06134969325153374,0.0027624309392265192,0.07942238267148015,0.010676156583629894,0.06965174129353234,0.006220839813374806,0.006666666666666667,,,0.013574660633484163,0.07317073170731707,0.04316546762589928,0.078125,0.07537688442211055,0.08974358974358974,,0.0823045267489712,0.5,0.625,0.7,0.06995884773662552,0.35294117647058826,0.42857142857142855,0.5,0.1522633744855967,0.40540540540540543,0.40540540540540543,1.0,0.5555555555555556,0.03571428571428571,,0.16,0.75,0.7901234567901234,0.5216051652892563,0.5257941176470587,0.50993,0.024193548387096774,0.0410958904109589,0.13405797101449277,0.09057971014492754,11.639436619718312,25.414534883720933,0.1725214676034348,13.0,34.0,4.0,8.0,2.0,52.0,7.0,16.0,2.0,15.0,11.0,24.0,4.0,17.0,5.0,15.0,52.0,5.0,,1.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,0.4583333333333333,0.23529411764705882,0.17647058823529413,,0.25,0.13991769547325103,0.38235294117647056,0.3939393939393939,0.6153846153846154,0.3851851851851852,0.39097744360902253,0.9038461538461539,,0.2857142857142857,0.5,1.0,0.5714285714285714,0.4375,0.8571428571428571,0.08,0.6,0.13333333333333333,0.3880597014925373,4.0,,2.0,2.0,1.0,2.0,,,,,0.011627906976744186,0.029411764705882353,0.014814814814814815,1.0,1.0,3.0,0.017142857142857144,,,,,,,,True,
1630549,1610612751,Day'Ron Sharpe,Day'Ron Sharpe,1630549,BKN,13769.0,229,49,467,468,93.0,100,67.0,935,50.0,73.0,17.0,29.0,12.0,13.0,3.0,12.0,1.0,1.0,4.0,53.0,86.0,1.0,5.0,15.0,124.0,520,18.0,31.0,1.0,37.0,14.0,17.0,31.0,68.0,38.0,3.0,30.0,4.0,8.0,4.0,4.0,8.0,2.0,2.0,3.0,1.0,,20.0,19.0,26.0,28.0,24.0,2.0,54,45.0,99,4.0,6.0,6.0,,4.0,3.0,9.0,1.0,13.0,2.0,15.0,27.0,,2.0,22.0,2.0,2.0,23.0,13.0,31.0,93.0,3.0,0.6415094339622641,0.8947368421052632,1.0,0.2,0.2,0.6162790697674418,0.5806451612903226,0.8235294117647058,0.5989010989010989,0.5806451612903226,0.7,0.6138613861386139,0.578125,0.7380952380952381,0.054945054945054944,0.09302325581395349,0.0958904109589041,20.58287795992714,0.3076923076923077,0.2222222222222222,0.20512820512820512,0.1897810218978102,0.2692307692307692,0.2159090909090909,0.23529411764705882,0.2,0.20689655172413793,0.13636363636363635,0.22857142857142856,0.23529411764705882,0.13953488372093023,0.24528301886792453,0.23809523809523808,0.23943661971830985,0.3333333333333333,0.13793103448275862,0.8021978021978022,0.684931506849315,0.7575757575757576,0.68,0.13186813186813187,0.25,0.2727272727272727,,0.01098901098901099,1.0,1.0,1.0,0.04395604395604396,0.9354838709677419,0.5862068965517241,0.65,0.9230769230769231,0.8571428571428571,0.5996175824175823,0.5872047619047619,0.583575,0.13,0.1368421052631579,0.29838709677419356,0.25,2.28953488372093,25.660000000000004,0.19914346895074947,,1.0,,,,,,,,3.0,,,,3.0,3.0,,,5.0,1.0,,3.0,2.0,4.0,9.0,1.0,1.0,7.0,2.0,10.0,6.0,,,0.08333333333333333,0.15,0.6,0.01098901098901099,,,,,,,0.17647058823529413,,,,,,,,0.15,,,1.0,2.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,True,
1630560,1610612751,Cam Thomas,Cam Thomas,1630560,BKN,21321.0,355,-75,738,744,179.0,259,91.0,1482,11.0,21.0,1.0,2.0,3.0,7.0,17.0,38.0,3.0,8.0,38.0,54.0,110.0,14.0,46.0,19.0,169.0,850,5.0,8.0,1.0,11.0,12.0,27.0,45.0,40.0,68.0,24.0,,38.0,8.0,19.0,8.0,27.0,6.0,2.0,12.0,3.0,4.0,62.0,2.0,4.0,24.0,18.0,1.0,43,6.0,49,2.0,12.0,6.0,6.0,13.0,5.0,7.0,8.0,20.0,,14.0,20.0,1.0,2.0,21.0,,,23.0,10.0,45.0,179.0,,0.37037037037037035,0.37037037037037035,0.5714285714285714,0.30434782608695654,0.30434782608695654,0.4909090909090909,0.625,0.4444444444444444,0.4807692307692308,0.35714285714285715,0.47560975609756095,0.509090909090909,0.35714285714285715,0.5,0.2948717948717949,0.07272727272727272,0.19047619047619047,21.893491124260358,0.65,0.05555555555555555,0.10465116279069768,0.020202020202020204,0.1340782122905028,0.012658227848101266,0.11965811965811966,0.016853932584269662,,0.06451612903225806,,0.015625,0.07575757575757576,0.10294117647058823,0.15789473684210525,0.11594202898550725,0.1951219512195122,0.02531645569620253,0.1346153846153846,0.5238095238095238,0.6470588235294118,0.45454545454545453,0.24358974358974358,0.4473684210526316,0.5,0.5882352941176471,0.05128205128205128,0.375,0.375,0.6666666666666666,0.24358974358974358,0.14285714285714285,0.5,0.17073170731707318,0.42857142857142855,0.42948717948717946,0.4763602564102564,0.44003333333333333,0.4569402439024391,0.06707317073170732,0.08547008547008547,0.0650887573964497,0.26627218934911245,11.605454545454545,25.34347826086957,0.24254742547425473,26.0,51.0,,,2.0,11.0,,6.0,4.0,12.0,,6.0,5.0,14.0,6.0,18.0,11.0,1.0,,1.0,5.0,,3.0,1.0,,,1.0,,1.0,1.0,,0.35714285714285715,0.10526315789473684,,1.0,0.3269230769230769,0.5098039215686274,0.5098039215686274,0.19230769230769232,0.2894736842105263,0.2894736842105263,0.5454545454545454,,,,,0.42857142857142855,,,0.04878048780487805,0.2926829268292683,0.3333333333333333,0.2894736842105263,1.0,1.0,1.0,1.0,,,2.0,,,,,,,0.5,1.0,1.0,0.02127659574468085,,,,,,,,True,
201935,1610612751,James Harden,James Harden,201935,BKN,17007.0,283,-8,559,559,48.0,84,72.0,1118,19.0,45.0,2.0,3.0,,3.0,13.0,28.0,1.0,3.0,43.0,32.0,79.0,17.0,46.0,45.0,160.0,693,2.0,5.0,7.0,17.0,,4.0,14.0,10.0,54.0,9.0,2.0,43.0,16.0,66.0,29.0,95.0,19.0,10.0,43.0,12.0,11.0,219.0,3.0,4.0,19.0,26.0,2.0,47,7.0,54,1.0,8.0,2.0,6.0,29.0,22.0,7.0,7.0,36.0,4.0,2.0,11.0,,3.0,38.0,,1.0,53.0,21.0,14.0,48.0,,0.15625,0.16129032258064516,0.17647058823529413,0.3695652173913043,0.3695652173913043,0.4050632911392405,0.4,,0.46,0.7142857142857143,0.45,0.5413793103448276,0.9444444444444444,0.5833333333333334,0.368,0.20253164556962025,0.2222222222222222,28.149300155520997,0.8055555555555556,0.25,0.1897810218978102,0.027972027972027972,0.18446601941747573,0.02654867256637168,0.1875,0.02734375,0.046875,,0.03125,0.011627906976744186,0.14285714285714285,0.21818181818181817,0.21212121212121213,0.175,0.21739130434782608,0.01694915254237288,0.36,0.4222222222222222,0.5428571428571428,0.10526315789473684,0.224,0.4642857142857143,0.5909090909090909,0.23076923076923078,0.024,0.3333333333333333,0.3333333333333333,1.0,0.344,0.42857142857142855,0.6666666666666666,0.3,,0.728,0.532024,0.5125299999999999,0.52156,0.1736111111111111,0.22340425531914893,0.10625,0.0875,5.348101265822783,25.536956521739132,0.08586762075134168,,6.0,,,1.0,16.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,6.0,5.0,42.0,16.0,4.0,,,3.0,,6.0,5.0,,,3.0,1.0,5.0,3.0,1.0,0.5,0.21428571428571427,0.07407407407407407,0.6,0.048,,,,0.37209302325581395,0.37209302325581395,0.125,,,,,0.2857142857142857,1.0,,0.1,0.5,0.6,0.37209302325581395,1.0,,1.0,,,,,1.0,,,,,,,3.0,4.0,0.08,,,,,,,,True,
201933,1610612751,Blake Griffin,Blake Griffin,201933,BKN,16201.0,270,-103,549,553,86.0,160,58.0,1102,27.0,40.0,6.0,8.0,3.0,6.0,7.0,13.0,3.0,8.0,45.0,36.0,58.0,19.0,53.0,14.0,143.0,675,7.0,10.0,3.0,20.0,6.0,9.0,32.0,44.0,28.0,51.0,12.0,44.0,5.0,18.0,15.0,33.0,11.0,4.0,7.0,2.0,9.0,81.0,4.0,8.0,27.0,18.0,3.0,48,12.0,60,3.0,11.0,10.0,1.0,5.0,1.0,7.0,4.0,12.0,2.0,9.0,23.0,,1.0,31.0,3.0,3.0,18.0,7.0,32.0,86.0,,0.6111111111111112,0.7333333333333333,0.8947368421052632,0.3584905660377358,0.36538461538461536,0.6206896551724138,0.7,0.6666666666666666,0.581081081081081,0.53125,0.7105263157894737,0.6008403361344538,0.5555555555555556,0.7272727272727273,0.4774774774774775,0.08620689655172414,0.075,21.266233766233764,0.4166666666666667,0.3333333333333333,0.14173228346456693,0.05970149253731343,0.226890756302521,0.02531645569620253,0.18292682926829268,0.0410958904109589,0.08196721311475409,0.07317073170731707,,0.024390243902439025,0.18518518518518517,0.075,0.15151515151515152,0.19148936170212766,0.36,0.06382978723404255,0.36036036036036034,0.675,0.7297297297297297,0.6296296296296297,0.11711711711711711,0.5384615384615384,0.6363636363636364,0.42857142857142855,0.07207207207207207,0.375,0.42857142857142855,1.0,0.40540540540540543,0.5,0.75,0.3157894736842105,0.5,0.8378378378378378,0.5525404545454545,0.54555,0.5139083333333334,0.0603448275862069,0.1111111111111111,0.13986013986013987,0.22377622377622378,4.324137931034483,25.93207547169811,0.15664845173041894,2.0,5.0,,,,16.0,1.0,6.0,5.0,10.0,1.0,6.0,5.0,10.0,5.0,6.0,16.0,2.0,2.0,,2.0,1.0,2.0,1.0,,,1.0,,1.0,,0.16666666666666666,0.5,0.15384615384615385,0.02857142857142857,,0.04504504504504504,0.4,0.4,1.0,0.35555555555555557,0.35555555555555557,0.875,,,,,0.375,0.16666666666666666,1.0,,0.5263157894736842,0.5,0.36363636363636365,3.0,,3.0,,1.0,1.0,1.0,,,,0.018867924528301886,,,,,,,7.0,0.125,,,,,,True,
201949,1610612751,James Johnson,James Johnson,201949,BKN,8398.0,140,-62,283,288,49.0,71,24.0,571,8.0,16.0,1.0,3.0,,2.0,2.0,7.0,1.0,3.0,10.0,10.0,26.0,3.0,13.0,3.0,32.0,356,1.0,4.0,1.0,3.0,1.0,3.0,5.0,14.0,6.0,9.0,2.0,10.0,2.0,12.0,11.0,23.0,7.0,4.0,7.0,3.0,2.0,57.0,,5.0,11.0,6.0,,17,6.0,23,1.0,9.0,6.0,3.0,7.0,6.0,3.0,1.0,10.0,,11.0,20.0,,1.0,4.0,,,7.0,4.0,5.0,49.0,,0.7,0.7777777777777778,1.0,0.23076923076923078,0.23076923076923078,0.38461538461538464,0.25,0.3333333333333333,0.3717948717948718,0.14285714285714285,0.5,0.38095238095238093,0.1875,0.5,0.3333333333333333,0.07692307692307693,,16.560509554140125,0.7,,0.08823529411764706,0.06172839506172839,0.16923076923076924,,0.12781954887218044,0.03496503496503497,0.058823529411764705,0.043478260869565216,0.08333333333333333,,,0.13333333333333333,0.15384615384615385,0.17647058823529413,0.14285714285714285,0.041666666666666664,0.41025641025641024,0.5,0.5,0.625,0.1794871794871795,0.2857142857142857,0.3333333333333333,1.0,0.07692307692307693,0.3333333333333333,0.3333333333333333,1.0,0.2564102564102564,0.42857142857142855,0.3333333333333333,0.4,,0.7435897435897436,0.528726923076923,0.5642400000000001,0.5464800000000001,0.09523809523809523,0.13793103448275862,0.09375,0.15625,5.326923076923077,25.176923076923078,0.17314487632508835,,3.0,,,1.0,2.0,,3.0,,1.0,,3.0,1.0,2.0,,,2.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,0.5,0.14285714285714285,,1.0,0.07692307692307693,,,,0.2,0.2,1.0,,,,,0.42857142857142855,,,0.2,0.2,,0.2,,,,1.0,,,,,,,,0.3333333333333333,,1.0,,,,,,1.0,0.125,,,,True,
