EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGA,Travels,ShortMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,LongMidRangeFGM,PenaltyCorner3FGM,PtsUnassisted3s,HeaveAttempts,LongMidRangeAssists,FTOffRebounds,BadPassOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls Drawn,Blocked3s,BlockedArc3,OffFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawnPct,3SecondViolations,StepOutOfBoundsTurnovers,Charge Fouls Drawn,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,SecondChanceCorner3PctAssisted,BlockedCorner3,on,Clear Path Fouls,OffensiveGoaltends,Corner3PctBlocked,HeaveMakes
1626167,1610612754,Myles Turner,Myles Turner,1626167,IND,8967.0,149,17.0,292,293,85.0,79.0,41.0,585,13.0,18.0,4.0,5.0,3.0,5.0,11.0,12.0,1.0,1.0,1.0,7.0,15.0,3.0,3.0,3.0,6.0,24.0,31.0,7.0,16.0,16.0,85.0,330,7.0,8.0,3.0,3.0,2.0,25.0,5.0,7.0,3.0,7.0,6.0,25.0,28.0,20.0,21.0,8.0,15.0,7.0,1.0,4.0,2.0,6.0,1.0,1.0,2.0,2.0,14.0,6.0,7.0,12.0,11.0,3.0,26.0,13.0,39.0,2.0,3.0,2.0,1.0,6.0,3.0,4.0,1.0,3.0,10.0,2.0,1.0,10.0,19.0,4.0,3.0,16.0,1.0,21.0,3.0,11.0,1.0,14.0,6.0,1.0,7.0,14.0,10.0,2.0,3.0,25.0,85.0,2.0,1.0,0.5833333333333334,0.7,1.0,0.4375,1.0,0.4285714285714285,0.4375,0.7741935483870968,0.875,0.7142857142857143,0.7340425531914894,1.0454545454545454,0.6785714285714286,0.7589285714285714,1.0416666666666667,0.7352941176470589,0.3404255319148936,0.032258064516129,0.0555555555555555,19.29824561403509,0.6,0.3,0.1294117647058823,0.0921052631578947,0.2068965517241379,0.0869565217391304,0.1608391608391608,0.0896551724137931,0.0689655172413793,0.0666666666666666,0.1764705882352941,0.0425531914893617,0.1818181818181818,0.1724137931034483,0.119047619047619,0.0714285714285714,0.2272727272727272,0.1428571428571428,0.1333333333333333,0.7142857142857143,0.3829787234042553,0.7222222222222222,0.7647058823529411,0.6923076923076923,0.2553191489361702,0.9166666666666666,0.9166666666666666,0.4545454545454545,0.0212765957446808,0.0212765957446808,0.3191489361702128,0.4666666666666667,0.4666666666666667,1.0,0.4545454545454545,0.8,0.2727272727272727,1.0,1.0,0.3571428571428571,0.6,0.0714285714285714,0.4285714285714285,0.5,0.723404255319149,0.4666666666666667,0.5045819148936169,0.4730388888888888,0.5038321428571428,0.2,0.282051282051282,0.2941176470588235,0.2941176470588235,4.370967741935483,26.506250000000005,0.2910958904109589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1626208,1610612754,Keifer Sykes,Keifer Sykes,1626208,IND,2103.0,35,10.0,77,73,37.0,30.0,7.0,150,,1.0,,,,,,1.0,1.0,3.0,1.0,,2.0,,,,2.0,,3.0,1.0,5.0,,3.0,74,,,,1.0,,,,2.0,,3.0,,,,,3.0,,2.0,,1.0,,,,,,,,,,,2.0,2.0,,4.0,,4.0,,2.0,,2.0,4.0,2.0,2.0,1.0,2.0,6.0,,4.0,,3.0,,,,,,,,,,,,,,,,,,36.0,1.0,,,,1.0,0.2,,,0.2,,,,0.1875,,,0.1875,,,0.625,0.3333333333333333,,16.867469879518072,0.6666666666666666,,0.1111111111111111,,0.25,,0.1538461538461538,,,,,,,,0.2,0.1428571428571428,,0.6666666666666666,,,0.125,,,,0.125,,,,0.125,0.375,0.25,,,,,,,,,,,0.2,0.4,,0.75,,0.480975,0.44445,0.44952,,,,,10.566666666666666,24.380000000000003,0.4805194805194805,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1629052,1610612754,Oshae Brissett,Oshae Brissett,1629052,IND,19593.0,327,19.0,669,668,259.0,260.0,88.0,1337,21.0,37.0,2.0,3.0,4.0,13.0,4.0,14.0,2.0,21.0,9.0,11.0,26.0,1.0,1.0,7.0,10.0,26.0,53.0,19.0,47.0,16.0,125.0,739,6.0,8.0,1.0,1.0,4.0,19.0,6.0,18.0,10.0,19.0,9.0,51.0,34.0,18.0,54.0,10.0,25.0,11.0,5.0,4.0,6.0,10.0,2.0,4.0,3.0,,26.0,10.0,5.0,24.0,26.0,4.0,54.0,16.0,70.0,1.0,7.0,7.0,,11.0,7.0,2.0,,4.0,13.0,1.0,4.0,7.0,17.0,,,16.0,,20.0,4.0,11.0,1.0,5.0,3.0,,2.0,6.0,4.0,,,51.0,258.0,1.0,1.0,0.6538461538461539,0.8095238095238095,0.9473684210526316,0.4042553191489361,1.0,0.5263157894736842,0.4130434782608695,0.490566037735849,0.75,0.3333333333333333,0.545,0.8333333333333334,0.5675675675675675,0.5787037037037037,0.95,0.6071428571428571,0.47,0.0943396226415094,0.081081081081081,15.47314578005115,0.8461538461538461,0.2105263157894736,0.1614906832298136,0.0255102040816326,0.16,0.0769230769230769,0.1607717041800643,0.0460122699386503,0.0266666666666666,0.0112359550561797,0.0625,0.0786516853932584,0.073170731707317,0.0862068965517241,0.1842105263157894,0.2592592592592592,0.1826086956521739,0.0857142857142857,0.0217391304347826,0.6666666666666666,0.37,0.5675675675675675,0.6176470588235294,0.7619047619047619,0.14,0.2857142857142857,0.3333333333333333,0.25,0.02,0.21,0.26,0.4230769230769231,0.4230769230769231,0.9090909090909092,0.3333333333333333,0.6666666666666666,0.1111111111111111,1.0,1.0,0.3513513513513513,0.3076923076923077,0.2432432432432432,0.2702702702702703,0.7,0.84,0.44,0.5531636363636365,0.4533,0.5690916666666666,0.102803738317757,0.1833333333333333,0.152,0.408,3.5301886792452826,25.4468085106383,0.3871449925261584,8.0,,,0.1428571428571428,0.3809523809523809,0.3809523809523809,1.0,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0666666666666666,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,
1630613,1610612754,Duane Washington Jr.,Duane Washington Jr.,1630613,IND,7301.0,122,-26.0,258,253,63.0,53.0,30.0,511,7.0,10.0,,,1.0,1.0,3.0,14.0,2.0,10.0,1.0,9.0,21.0,,1.0,1.0,3.0,11.0,26.0,15.0,31.0,,67.0,319,,,,3.0,,,2.0,8.0,1.0,4.0,,7.0,14.0,8.0,39.0,,21.0,9.0,2.0,9.0,4.0,13.0,3.0,1.0,7.0,,30.0,,,5.0,7.0,,12.0,,12.0,,2.0,2.0,,6.0,3.0,2.0,,3.0,8.0,,2.0,6.0,7.0,,,6.0,,,,,,,,,,,,,,7.0,63.0,1.0,,0.6363636363636364,0.6363636363636364,0.8666666666666667,0.4838709677419355,,0.25,0.4838709677419355,0.4230769230769231,,0.25,0.5877192982456141,,0.2916666666666667,0.5877192982456141,,0.2916666666666667,0.543859649122807,0.0769230769230769,,22.26027397260274,0.75,,0.1147540983606557,,0.0961538461538461,,0.1061946902654867,,,,,,,0.064516129032258,0.1176470588235294,0.2307692307692307,0.131578947368421,,,,0.175438596491228,0.7,0.7,0.7142857142857143,0.2456140350877192,0.2142857142857142,0.25,0.6666666666666666,0.0350877192982456,0.175438596491228,0.3684210526315789,0.4285714285714285,0.45,0.7777777777777778,,,0.3333333333333333,,,0.0833333333333333,1.0,0.0833333333333333,0.25,0.3333333333333333,0.7192982456140351,0.4285714285714285,0.5076482456140351,0.5335,0.450425,,,,0.1044776119402985,6.946153846153846,25.26774193548387,0.2441860465116279,6.0,2.0,,0.1428571428571428,0.6,0.6,1.0,0.6666666666666666,1.0,,6.0,,2.0,,2.0,,2.0,,,,0.5,0.5,,1.0,0.032258064516129,0.0476190476190476,,,,,,,,,,,,,,,True,,,,
203087,1610612754,Jeremy Lamb,Jeremy Lamb,203087,IND,36786.0,613,44.0,1254,1243,413.0,410.0,160.0,2497,11.0,22.0,2.0,5.0,5.0,10.0,27.0,66.0,23.0,27.0,7.0,30.0,90.0,1.0,6.0,9.0,36.0,46.0,111.0,39.0,117.0,67.0,276.0,1393,6.0,14.0,2.0,12.0,6.0,24.0,15.0,35.0,12.0,43.0,39.0,105.0,30.0,62.0,105.0,2.0,87.0,30.0,6.0,33.0,18.0,51.0,12.0,6.0,24.0,8.0,120.0,8.0,6.0,34.0,38.0,7.0,79.0,15.0,94.0,2.0,23.0,14.0,9.0,16.0,11.0,8.0,,5.0,24.0,,8.0,20.0,44.0,3.0,1.0,60.0,2.0,80.0,7.0,28.0,11.0,12.0,9.0,,3.0,14.0,8.0,,,104.0,411.0,5.0,10.0,0.3260869565217391,0.3333333333333333,0.8974358974358975,0.3333333333333333,0.1666666666666666,0.2790697674418604,0.3421052631578947,0.4144144144144144,0.4285714285714285,0.4285714285714285,0.4583333333333333,0.3461538461538461,0.4230769230769231,0.5229007633587787,0.4137931034482758,0.5357142857142857,0.5131578947368421,0.054054054054054,0.0454545454545454,19.765031098825155,0.6666666666666666,0.2,0.120253164556962,0.0172910662824207,0.1302681992337164,0.032520325203252,0.1247833622183708,0.0236087689713322,0.0220588235294117,0.0134228187919463,0.0161290322580645,0.0282485875706214,0.0434782608695652,0.0689655172413793,0.1560283687943262,0.135593220338983,0.1306532663316583,0.1290322580645161,0.016260162601626,0.5714285714285714,0.0964912280701754,0.5,0.5238095238095238,0.6363636363636364,0.2894736842105263,0.4090909090909091,0.4426229508196721,0.2222222222222222,0.1008771929824561,0.1184210526315789,0.3947368421052631,0.3333333333333333,0.3333333333333333,0.9,0.1923076923076923,0.4,0.2307692307692307,0.1666666666666666,1.0,0.1282051282051282,0.5,0.0897435897435897,0.4615384615384615,0.25,0.6096491228070176,0.3448275862068966,0.4793379464285713,0.4748733333333333,0.4648709459459459,0.1195219123505976,0.2121212121212121,0.0869565217391304,0.3804347826086957,9.217117117117116,26.397435897435894,0.3293460925039872,9.0,6.0,5.0,0.0757575757575757,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.2307692307692307,8.0,3.0,12.0,3.0,1.0,1.0,2.0,,1.0,2.0,2.0,0.0344827586206896,0.3478260869565217,0.3478260869565217,0.4285714285714285,,,,1.0,3.0,2.0,0.25,0.5,0.1666666666666666,0.0168067226890756,,,,,,,,True,,,,
203200,1610612754,Justin Holiday,Justin Holiday,203200,IND,7128.0,119,32.0,244,235,70.0,65.0,37.0,479,6.0,7.0,2.0,2.0,,,4.0,4.0,3.0,16.0,4.0,7.0,16.0,,,2.0,4.0,11.0,14.0,10.0,32.0,4.0,56.0,270,2.0,2.0,,3.0,,4.0,3.0,3.0,3.0,8.0,4.0,19.0,14.0,8.0,30.0,4.0,16.0,7.0,1.0,6.0,2.0,8.0,2.0,,6.0,,18.0,,2.0,3.0,7.0,1.0,11.0,2.0,13.0,,2.0,1.0,1.0,3.0,3.0,,,,3.0,,,8.0,16.0,,,3.0,,4.0,,,2.0,1.0,1.0,,,1.0,1.0,,,17.0,68.0,2.0,1.0,0.6363636363636364,0.7777777777777778,1.0,0.3125,,0.375,0.3125,0.7857142857142857,1.0,1.0,0.5652173913043478,0.4,0.6818181818181818,0.5833333333333334,0.4,0.7307692307692307,0.6956521739130435,0.0714285714285714,0.1428571428571428,17.708333333333336,1.0,0.125,0.1044776119402985,0.0350877192982456,0.0681818181818181,,0.09009009009009,0.018018018018018,0.0357142857142857,0.0476190476190476,,,,0.0833333333333333,0.1290322580645161,0.0833333333333333,0.088235294117647,,,1.0,0.1521739130434782,0.8571428571428571,1.0,0.5,0.0869565217391304,1.0,1.0,0.75,0.0652173913043478,0.3478260869565217,0.3478260869565217,0.4375,0.4375,1.0,0.4,1.0,,,,,,0.3636363636363636,0.3636363636363636,0.5,0.8478260869565217,0.4375,0.5301163043478262,0.59875,0.4939499999999999,,,0.0714285714285714,0.3392857142857143,7.82142857142857,24.615625,0.2868852459016393,3.0,3.0,,,0.1875,0.1875,1.0,0.6,1.0,1.0,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.25,,,,,,,1.0,,,,,,,,,,,True,,,,
1627734,1610612754,Domantas Sabonis,Domantas Sabonis,1627734,IND,15883.0,265,32.0,537,531,162.0,179.0,54.0,1068,33.0,52.0,12.0,18.0,6.0,12.0,10.0,20.0,2.0,3.0,2.0,10.0,18.0,2.0,2.0,2.0,5.0,43.0,74.0,12.0,21.0,30.0,152.0,591,12.0,20.0,2.0,2.0,3.0,33.0,8.0,18.0,3.0,7.0,7.0,32.0,50.0,36.0,36.0,14.0,18.0,10.0,6.0,17.0,21.0,38.0,15.0,6.0,13.0,3.0,97.0,8.0,14.0,24.0,36.0,3.0,63.0,22.0,85.0,5.0,8.0,7.0,1.0,10.0,7.0,9.0,1.0,3.0,19.0,,1.0,15.0,25.0,3.0,4.0,43.0,7.0,38.0,4.0,16.0,5.0,5.0,4.0,,1.0,5.0,3.0,,,32.0,161.0,1.0,5.0,0.5813953488372093,0.6944444444444444,1.0,0.5714285714285714,1.0,0.4285714285714285,0.5714285714285714,0.581081081081081,0.6,0.4444444444444444,0.6421052631578947,0.6818181818181818,0.5,0.6785714285714286,0.66,0.5333333333333333,0.2210526315789473,0.081081081081081,0.0576923076923076,21.475409836065577,0.5263157894736842,0.2,0.2482758620689655,0.0985915492957746,0.2376237623762376,0.08,0.2439024390243902,0.0909090909090909,0.0666666666666666,0.1538461538461538,0.0666666666666666,0.0857142857142857,0.0666666666666666,0.2307692307692307,0.2428571428571428,0.3043478260869565,0.2337662337662337,0.25,0.1515151515151515,0.6,0.5473684210526316,0.6346153846153846,0.673469387755102,0.6363636363636364,0.2105263157894736,0.5,0.5882352941176471,0.4,0.0210526315789473,0.031578947368421,0.1894736842105263,0.5555555555555556,0.5555555555555556,1.0,0.8181818181818182,0.6666666666666666,0.0909090909090909,1.0,1.0,0.48,0.5,0.08,0.2,0.4,0.7684210526315789,0.5555555555555556,0.5310773684210527,0.54825,0.4813539999999999,0.1495327102803738,0.1860465116279069,0.2171052631578947,0.2105263157894736,3.87027027027027,25.44285714285714,0.3016759776536313,2.0,,1.0,0.15,0.6666666666666666,0.6666666666666666,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,0.5,,,,,,,,0.4166666666666667,,,1.0,,,,,,,True,,,,
1627747,1610612754,Caris LeVert,Caris LeVert,1627747,IND,10168.0,169,6.0,348,344,93.0,105.0,44.0,692,17.0,27.0,2.0,4.0,4.0,11.0,16.0,40.0,5.0,2.0,,10.0,22.0,2.0,5.0,2.0,5.0,36.0,72.0,10.0,24.0,19.0,121.0,389,3.0,8.0,2.0,5.0,2.0,14.0,5.0,21.0,2.0,5.0,6.0,22.0,20.0,52.0,18.0,2.0,22.0,10.0,11.0,14.0,9.0,23.0,7.0,2.0,11.0,3.0,55.0,2.0,8.0,9.0,8.0,,17.0,10.0,27.0,4.0,4.0,4.0,,11.0,3.0,3.0,,8.0,14.0,,2.0,3.0,11.0,,,16.0,,26.0,4.0,14.0,1.0,5.0,2.0,1.0,2.0,5.0,4.0,,,22.0,92.0,1.0,1.0,0.2777777777777778,0.2857142857142857,0.6,0.4166666666666667,0.4,0.4,0.4166666666666667,0.5,0.375,0.238095238095238,0.53125,0.4615384615384615,0.3076923076923077,0.5654205607476636,0.5,0.3666666666666666,0.25,0.1527777777777778,0.074074074074074,29.95049504950495,0.7857142857142857,,0.0952380952380952,0.0824742268041237,0.1343283582089552,0.0294117647058823,0.1125827814569536,0.0606060606060606,0.048780487804878,0.1111111111111111,0.0909090909090909,0.0416666666666666,,0.0606060606060606,0.1052631578947368,0.1538461538461538,0.1228070175438596,0.2,0.1081081081081081,0.8,0.28125,0.6296296296296297,0.68,0.2941176470588235,0.4166666666666667,0.4,0.5161290322580645,0.25,0.0520833333333333,0.0208333333333333,0.2291666666666666,0.4545454545454545,0.4545454545454545,0.6,0.3076923076923077,0.5,0.3846153846153846,0.4,0.5,0.4230769230769231,0.3636363636363636,,0.1923076923076923,0.4,0.53125,0.4545454545454545,0.4817145833333331,0.4938833333333333,0.4909288461538461,0.1320754716981132,0.1707317073170731,0.1157024793388429,0.1818181818181818,6.918055555555557,25.59166666666667,0.2672413793103448,,,1.0,0.225,,,,,3.0,,12.0,,,,2.0,,1.0,,,,0.6,0.6,,,,,,,,0.3333333333333333,,,,,,,,,,,True,,,,
1630537,1610612754,Chris Duarte,Chris Duarte,1630537,IND,11183.0,186,26.0,388,370,138.0,154.0,51.0,758,10.0,19.0,2.0,5.0,3.0,9.0,5.0,18.0,13.0,9.0,4.0,10.0,25.0,1.0,2.0,8.0,13.0,19.0,50.0,14.0,34.0,11.0,91.0,408,2.0,6.0,1.0,2.0,3.0,10.0,6.0,22.0,9.0,17.0,3.0,42.0,18.0,20.0,36.0,2.0,25.0,10.0,4.0,13.0,3.0,16.0,3.0,,11.0,2.0,35.0,2.0,6.0,12.0,9.0,2.0,23.0,8.0,31.0,4.0,4.0,2.0,2.0,3.0,2.0,6.0,1.0,1.0,9.0,,4.0,1.0,8.0,1.0,,12.0,,13.0,,3.0,1.0,1.0,,,1.0,1.0,1.0,,,42.0,137.0,1.0,1.0,0.4736842105263157,0.5,0.8571428571428571,0.4117647058823529,0.5,0.5294117647058824,0.4117647058823529,0.38,0.3333333333333333,0.2727272727272727,0.4761904761904761,0.4375,0.5,0.5112359550561798,0.5,0.525,0.4047619047619047,0.08,0.0526315789473684,21.92393736017897,0.3333333333333333,0.1333333333333333,0.0918367346938775,0.0517241379310344,0.1481481481481481,0.028169014084507,0.1173184357541899,0.0427807486631016,0.1136363636363636,0.0208333333333333,,0.0392156862745098,,0.05,0.0714285714285714,0.25,0.1343283582089552,0.2142857142857142,0.0930232558139534,1.0,0.2261904761904762,0.5263157894736842,0.5555555555555556,0.8,0.2142857142857142,0.2777777777777778,0.3333333333333333,,0.1547619047619047,0.1071428571428571,0.2976190476190476,0.4,0.4166666666666667,0.8,0.625,0.4,0.25,0.5,1.0,0.2307692307692307,0.3333333333333333,0.1025641025641025,0.3333333333333333,0.6153846153846154,0.6309523809523809,0.4,0.4889255952380952,0.6001333333333333,0.4992333333333333,0.0681818181818181,0.0566037735849056,0.1098901098901098,0.4615384615384615,8.286000000000001,25.252941176470596,0.3556701030927835,4.0,,2.0,0.1666666666666666,0.4444444444444444,0.4444444444444444,1.0,,4.0,1.0,6.0,,,,,,1.0,,,,0.3076923076923077,0.3076923076923077,0.25,1.0,0.0294117647058823,0.04,,,3.0,0.25,0.5,,0.0857142857142857,,3.0,1.0,2.0,,,,True,,,,
204456,1610612754,T.J. McConnell,T.J. McConnell,204456,IND,7105.0,118,-32.0,243,247,95.0,76.0,28.0,490,6.0,12.0,,,2.0,3.0,7.0,15.0,2.0,,,2.0,3.0,,,1.0,2.0,13.0,29.0,2.0,3.0,2.0,34.0,310,,1.0,,,,,7.0,16.0,1.0,2.0,,17.0,6.0,20.0,6.0,,2.0,2.0,2.0,12.0,14.0,26.0,12.0,2.0,7.0,4.0,66.0,1.0,2.0,7.0,5.0,,12.0,3.0,15.0,,6.0,4.0,2.0,5.0,4.0,,,1.0,5.0,,3.0,4.0,11.0,1.0,,9.0,,3.0,1.0,2.0,,1.0,,,1.0,1.0,,,,17.0,95.0,,,0.2307692307692307,0.2307692307692307,1.0,0.6666666666666666,,0.5,1.0,0.4482758620689655,,0.4375,0.5,,0.4722222222222222,0.5151515151515151,,0.4722222222222222,0.09375,0.0689655172413793,,13.818181818181818,1.0,,0.078125,0.0307692307692307,0.1521739130434782,0.0212765957446808,0.109090909090909,0.0267857142857142,0.0344827586206896,0.0384615384615384,,0.0277777777777777,,0.0476190476190476,0.125,,0.1515151515151515,0.1538461538461538,,,0.375,0.5,0.5,0.5,0.46875,0.4666666666666667,0.5384615384615384,,0.0625,,0.09375,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.1666666666666666,0.6666666666666666,,0.1111111111111111,0.5,0.46875,1.0,0.4747306451612903,0.3364,0.4509029411764705,0.0606060606060606,0.0666666666666666,,0.5,6.1448275862068975,31.5,0.3909465020576131,,,,0.1333333333333333,,,,,,,,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,
