EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Arc3PctBlocked,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,on,HeaveMakes
1626220,1610612762,Royce O'Neale,Royce O'Neale,1626220,UTA,144337.0,2406.0,232.0,4848.0,4862,1309.0,1028.0,568.0,9710,72.0,106.0,10.0,16.0,28.0,42.0,12.0,31.0,1.0,39.0,101.0,1.0,3.0,10.0,21.0,80.0,205.0,11.0,23.0,13.0,50.0,84.0,138.0,119.0,306.0,45.0,570.0,5470.0,10.0,18.0,12.0,26.0,7.0,63.0,30.0,51.0,23.0,71.0,22.0,151.0,114.0,54.0,351.0,6.0,12.0,1.0,204.0,80.0,14.0,1.0,93.0,98.0,191.0,70.0,28.0,64.0,26.0,3.0,480.0,47.0,17.0,134.0,152.0,18.0,304.0,64.0,368.0,9.0,86.0,67.0,19.0,45.0,12.0,40.0,34.0,4.0,5.0,3.0,5.0,79.0,9.0,19.0,83.0,183.0,1.0,1.0,4.0,6.0,77.0,5.0,16.0,56.0,8.0,20.0,12.0,31.0,1.0,1.0,19.0,1.0,11.0,32.0,17.0,151.0,1293.0,15.0,11.0,0.6785714285714286,0.7307692307692307,0.9831932773109243,0.3888888888888889,0.46153846153846156,0.323943661971831,0.3901639344262295,0.6086956521739131,0.5555555555555556,0.5882352941176471,0.5912162162162162,0.6363636363636364,0.5286885245901639,0.6089743589743589,0.6428571428571429,0.5592592592592592,0.6891891891891891,0.0032679738562091504,0.10144927536231885,0.09433962264150944,0.12903225806451613,0.009900990099009901,9.983573644825698,0.569620253164557,0.17647058823529413,0.11385767790262172,0.017580144777662874,0.12737642585551331,0.03724247226624406,0.11981566820276497,0.028712427097353072,0.017094017094017096,0.015503875968992248,0.03,0.03907074973600845,0.031746031746031744,0.12151898734177215,0.10542635658914729,0.12203389830508475,0.12239902080783353,0.14468085106382977,0.041474654377880185,0.53125,0.23873873873873874,0.6792452830188679,0.75,0.6527777777777778,0.06981981981981981,0.3870967741935484,0.4444444444444444,0.8333333333333334,0.0022522522522522522,0.22747747747747749,0.38613861386138615,0.39,1.0,0.4617117117117117,0.3902439024390244,0.3902439024390244,0.975,0.36363636363636365,0.625,0.3,0.06818181818181818,0.3333333333333333,1.0,0.5227272727272727,0.4782608695652174,1.0,0.3442622950819672,0.6666666666666666,0.1721311475409836,0.47619047619047616,0.4098360655737705,0.26,0.9279279279279279,0.39215686274509803,0.5507533860045144,0.52719,0.5451818181818181,0.043859649122807015,0.13333333333333333,0.11052631578947368,0.2649122807017544,3.2224637681159414,25.748692810457513,0.2700082508250825,,,,,,,,,,,,,,,,,,,True,
1627756,1610612762,Denzel Valentine,Denzel Valentine,1627756,UTA,298.0,5.0,-3.0,8.0,8,2.0,,1.0,16,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,1.0,2.0,,3.0,12.0,,,,,,,,,,,,,,,3.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,0.5,,,0.5,,,,0.75,,,0.75,,,1.0,,,,,,33.333333333333336,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,1.0,0.5,0.478125,,,,,,,,27.25,0.25,,,,,,,,,,,,,,,,,,,True,
1629672,1610612762,Eric Paschall,Eric Paschall,1629672,UTA,10107.0,168.0,-32.0,330.0,342,100.0,74.0,22.0,672,15.0,23.0,3.0,5.0,4.0,6.0,4.0,12.0,,5.0,14.0,,,2.0,4.0,3.0,9.0,,,1.0,4.0,19.0,35.0,8.0,23.0,17.0,79.0,407.0,3.0,5.0,,,4.0,10.0,4.0,8.0,3.0,8.0,4.0,21.0,26.0,12.0,24.0,,4.0,,9.0,3.0,6.0,,2.0,4.0,6.0,2.0,2.0,1.0,,1.0,16.0,4.0,4.0,9.0,6.0,2.0,17.0,8.0,25.0,1.0,2.0,1.0,1.0,5.0,,,2.0,,5.0,,,7.0,,3.0,9.0,17.0,1.0,,1.0,1.0,16.0,1.0,,24.0,3.0,10.0,2.0,1.0,,,1.0,,,1.0,1.0,21.0,100.0,,2.0,0.6842105263157895,0.7647058823529411,1.0,0.34782608695652173,,0.375,0.34782608695652173,0.5428571428571428,0.6,0.5,0.5344827586206896,0.6,0.53125,0.5808823529411765,0.7142857142857143,0.5833333333333334,0.39655172413793105,,0.17142857142857143,0.13043478260869565,0.25,,21.126760563380284,0.7142857142857143,0.25,0.07228915662650602,0.06557377049180328,0.14285714285714285,0.04938271604938271,0.10273972602739725,0.056338028169014086,0.10526315789473684,0.05,,0.04918032786885246,0.05,0.08695652173913043,0.07142857142857142,0.05555555555555555,0.10204081632653061,0.2857142857142857,0.04,1.0,0.39655172413793105,0.6521739130434783,0.75,0.6666666666666666,0.20689655172413793,0.3333333333333333,0.4444444444444444,0.75,,0.2413793103448276,0.35714285714285715,0.35714285714285715,1.0,0.15517241379310345,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6,0.3333333333333333,,,,,,,0.375,0.6666666666666666,0.25,0.5,0.25,0.25,0.7931034482758621,0.3333333333333333,0.5368706896551724,0.5618333333333333,0.5519437500000001,0.16666666666666666,0.23809523809523808,0.12658227848101267,0.26582278481012656,3.6,24.186956521739134,0.30303030303030304,1.0,1.0,0.041666666666666664,,,,,,,,,,,,,,,,True,
1630235,1610612762,Trent Forrest,Trent Forrest,1630235,UTA,18901.0,315.0,41.0,620.0,628,136.0,81.0,89.0,1248,13.0,26.0,2.0,3.0,1.0,2.0,13.0,29.0,2.0,3.0,9.0,1.0,2.0,1.0,2.0,,3.0,,,,,27.0,57.0,3.0,12.0,14.0,77.0,697.0,4.0,6.0,1.0,2.0,,11.0,5.0,9.0,1.0,2.0,5.0,18.0,14.0,40.0,9.0,,2.0,,3.0,,6.0,,25.0,24.0,49.0,13.0,11.0,12.0,10.0,3.0,122.0,4.0,4.0,11.0,19.0,,30.0,8.0,38.0,2.0,13.0,8.0,5.0,8.0,2.0,8.0,6.0,,,1.0,1.0,14.0,1.0,3.0,7.0,17.0,,,1.0,1.0,21.0,,,20.0,4.0,10.0,2.0,4.0,,,4.0,,,4.0,1.0,18.0,133.0,1.0,2.0,0.25925925925925924,0.2692307692307692,1.0,0.25,0.5,0.5,0.25,0.47368421052631576,0.6666666666666666,0.5555555555555556,0.45652173913043476,0.6875,0.5909090909090909,0.5,0.6875,0.6428571428571429,0.17391304347826086,,0.10526315789473684,0.07692307692307693,0.13793103448275862,,12.834978843441467,0.5714285714285714,,0.11242603550295859,0.025806451612903226,0.07746478873239436,0.030303030303030304,0.09646302250803858,0.027874564459930314,0.03076923076923077,0.0125,0.1,0.01904761904761905,0.07407407407407407,0.11475409836065574,0.09859154929577464,0.13513513513513514,0.0761904761904762,0.08108108108108109,0.06060606060606061,0.25,0.37681159420289856,0.5,0.5416666666666666,0.15384615384615385,0.42028985507246375,0.4482758620689655,0.52,0.3076923076923077,0.028985507246376812,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.043478260869565216,,,,0.375,0.6666666666666666,0.5,0.25,0.5,1.0,,,,0.18181818181818182,0.5,0.18181818181818182,0.5,,,0.5507246376811594,,0.49606014492753614,0.5396571428571428,0.43260000000000004,0.13333333333333333,0.15873015873015872,0.14285714285714285,0.23376623376623376,5.161403508771929,23.641666666666666,0.21935483870967742,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,True,
203903,1610612762,Jordan Clarkson,Jordan Clarkson,203903,UTA,52552.0,876.0,68.0,1777.0,1779,597.0,405.0,214.0,3556,45.0,69.0,1.0,3.0,22.0,31.0,68.0,124.0,7.0,15.0,45.0,,3.0,6.0,17.0,51.0,170.0,3.0,12.0,16.0,49.0,116.0,200.0,66.0,215.0,64.0,494.0,2024.0,6.0,12.0,3.0,15.0,,21.0,39.0,64.0,22.0,66.0,29.0,173.0,58.0,174.0,138.0,60.0,,,170.0,51.0,12.0,5.0,41.0,30.0,71.0,20.0,10.0,31.0,10.0,,172.0,11.0,7.0,34.0,46.0,3.0,83.0,18.0,101.0,4.0,27.0,16.0,11.0,21.0,6.0,8.0,22.0,5.0,13.0,1.0,5.0,43.0,3.0,10.0,29.0,74.0,,1.0,1.0,5.0,71.0,1.0,6.0,75.0,14.0,35.0,7.0,6.0,,,4.0,,2.0,6.0,3.0,171.0,596.0,3.0,6.0,0.25,0.25,0.696969696969697,0.30697674418604654,0.2,0.3333333333333333,0.30697674418604654,0.58,0.5,0.609375,0.5180722891566265,0.3888888888888889,0.5538461538461539,0.5563063063063063,0.3888888888888889,0.6006944444444444,0.5180722891566265,0.023255813953488372,0.06,0.08695652173913043,0.04838709677419355,,24.096981692231566,0.4883720930232558,0.075,0.09623430962343096,0.01891891891891892,0.08854166666666667,0.023655913978494623,0.09280742459396751,0.02155688622754491,0.006944444444444444,0.030927835051546393,,0.023121387283236993,0.025210084033613446,0.10493827160493827,0.09174311926605505,0.09183673469387756,0.09027777777777778,0.08333333333333333,0.018604651162790697,0.5,0.16626506024096385,0.6521739130434783,0.7142857142857143,0.3111111111111111,0.2987951807228916,0.5483870967741935,0.576271186440678,0.22058823529411764,0.016867469879518072,0.10843373493975904,0.3333333333333333,0.3333333333333333,0.8666666666666667,0.40963855421686746,0.3,0.3090909090909091,0.6470588235294118,0.1111111111111111,0.3333333333333333,,0.1111111111111111,,,0.4444444444444444,0.25,0.6666666666666666,0.23846153846153847,0.7096774193548387,0.13076923076923078,0.35294117647058826,0.3769230769230769,0.32653061224489793,0.6843373493975904,0.3,0.5042807228915664,0.517940625,0.5011773076923076,0.08466819221967964,0.1583710407239819,0.04251012145748988,0.35020242914979755,6.597499999999999,25.426976744186035,0.33595948227349465,,2.0,0.009259259259259259,3.0,0.42857142857142855,0.42857142857142855,,1.0,1.0,0.029411764705882353,,,,,,,,,True,
201144,1610612762,Mike Conley,Mike Conley,201144,UTA,73861.0,1231.0,139.0,2466.0,2476,669.0,579.0,273.0,4942,32.0,56.0,2.0,4.0,8.0,14.0,70.0,155.0,22.0,17.0,46.0,2.0,4.0,4.0,11.0,80.0,201.0,4.0,14.0,7.0,43.0,110.0,233.0,97.0,247.0,76.0,587.0,2749.0,9.0,21.0,6.0,18.0,2.0,38.0,26.0,52.0,11.0,54.0,52.0,137.0,64.0,156.0,165.0,126.0,2.0,,201.0,80.0,12.0,1.0,146.0,93.0,239.0,73.0,20.0,119.0,25.0,2.0,571.0,18.0,7.0,42.0,50.0,2.0,94.0,25.0,119.0,5.0,57.0,30.0,27.0,62.0,8.0,49.0,18.0,2.0,13.0,4.0,2.0,80.0,5.0,12.0,29.0,85.0,,1.0,1.0,1.0,91.0,3.0,9.0,96.0,8.0,28.0,23.0,18.0,,,7.0,2.0,9.0,18.0,4.0,123.0,654.0,5.0,14.0,0.2909090909090909,0.29357798165137616,0.5670103092783505,0.39271255060728744,0.3333333333333333,0.2037037037037037,0.39271255060728744,0.4721030042918455,0.42857142857142855,0.5,0.5322916666666667,0.46153846153846156,0.4009433962264151,0.5592734225621415,0.475,0.5037037037037037,0.5145833333333333,0.004048582995951417,0.05150214592274678,0.05357142857142857,0.05161290322580645,0.021739130434782608,21.71407994238387,0.775,0.04081632653061224,0.07342143906020558,0.014675052410901468,0.08,0.027649769585253458,0.07628524046434494,0.022163120567375887,0.017341040462427744,0.01593625498007968,,0.026859504132231406,0.029940119760479042,0.06741573033707865,0.08797653958944282,0.04938271604938271,0.07228915662650602,0.10909090909090909,0.01968503937007874,0.2222222222222222,0.11666666666666667,0.5714285714285714,0.6037735849056604,0.34375,0.3229166666666667,0.45161290322580644,0.47619047619047616,0.2714285714285714,0.04583333333333333,0.09583333333333334,0.3695652173913043,0.37777777777777777,1.0,0.41875,0.39800995024875624,0.39800995024875624,0.475,0.10256410256410256,0.5,,0.10256410256410256,0.5,1.0,0.358974358974359,0.2857142857142857,0.5,0.1320754716981132,0.5714285714285714,0.10377358490566038,0.36363636363636365,0.4056603773584906,0.16279069767441862,0.63125,0.39800995024875624,0.4897627083333334,0.46989047619047614,0.4597882075471698,0.056,0.11067193675889328,0.06473594548551959,0.23339011925042588,8.161802575107298,25.37246963562753,0.2712895377128954,,,,8.0,0.36363636363636365,0.38095238095238093,0.25,,2.0,,0.045454545454545456,,,,,,,,True,
1627823,1610612762,Juancho Hernangomez,Juancho Hernangomez,1627823,UTA,9059.0,151.0,-12.0,288.0,292,67.0,35.0,33.0,580,5.0,9.0,1.0,3.0,4.0,6.0,1.0,2.0,,8.0,16.0,1.0,1.0,3.0,4.0,7.0,16.0,2.0,5.0,2.0,6.0,6.0,11.0,15.0,32.0,5.0,62.0,327.0,1.0,3.0,3.0,6.0,3.0,14.0,4.0,6.0,5.0,10.0,2.0,25.0,12.0,,45.0,,,,16.0,7.0,2.0,1.0,,5.0,5.0,4.0,1.0,,,,15.0,7.0,2.0,8.0,16.0,2.0,26.0,10.0,36.0,1.0,3.0,2.0,1.0,3.0,,3.0,,,,,,3.0,1.0,,5.0,9.0,,,,,9.0,2.0,,12.0,2.0,7.0,,4.0,,,1.0,,3.0,4.0,2.0,25.0,67.0,,,1.0,1.0,1.0,0.46875,0.5,0.5,0.46875,0.5454545454545454,0.3333333333333333,0.6666666666666666,0.6627906976744186,0.6111111111111112,0.71875,0.6458333333333334,0.7,0.78125,0.7441860465116279,0.03125,0.18181818181818182,0.2222222222222222,,0.0625,15.644171779141105,1.0,0.2857142857142857,0.1797752808988764,0.03508771929824561,0.13559322033898305,0.08235294117647059,0.16216216216216217,0.06338028169014084,0.047619047619047616,,0.25,0.08620689655172414,0.07407407407407407,0.19230769230769232,0.1,0.30434782608695654,0.15217391304347827,0.07692307692307693,0.05555555555555555,0.5,0.20930232558139536,0.5555555555555556,0.7142857142857143,1.0,0.046511627906976744,0.5,0.5,1.0,,0.37209302325581395,0.5,0.5333333333333333,1.0,0.37209302325581395,0.4375,0.4375,1.0,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,1.0,1.0,0.5555555555555556,0.4,1.0,0.375,0.6666666666666666,0.25,0.75,0.375,0.3333333333333333,0.9534883720930233,0.4375,0.5814627906976745,0.56781,0.58954375,0.14583333333333334,0.4375,0.22580645161290322,0.4032258064516129,2.0818181818181816,24.4875,0.2326388888888889,,,,,,,,,,,,1.0,0.09090909090909091,,,,,,True,
1627863,1610612762,Danuel House Jr.,Danuel House Jr.,1627863,UTA,3853.0,64.0,-13.0,133.0,137,32.0,33.0,17.0,270,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,8.0,1.0,2.0,1.0,5.0,2.0,3.0,,,,,3.0,6.0,4.0,11.0,4.0,22.0,151.0,1.0,2.0,1.0,2.0,,5.0,2.0,3.0,1.0,5.0,,7.0,4.0,2.0,12.0,,2.0,,3.0,2.0,,1.0,1.0,,1.0,,,,1.0,,2.0,2.0,1.0,6.0,5.0,,11.0,3.0,14.0,1.0,2.0,1.0,1.0,2.0,,1.0,,,1.0,,,2.0,1.0,,1.0,4.0,,,,,6.0,,,8.0,,3.0,1.0,1.0,,,1.0,,,1.0,1.0,7.0,32.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.36363636363636365,0.5,0.2,0.36363636363636365,0.5,0.5,0.6666666666666666,0.5294117647058824,0.625,0.4375,0.5238095238095238,0.625,0.3888888888888889,0.6470588235294118,0.09090909090909091,,,,0.125,15.333333333333334,1.0,,0.11904761904761904,0.03125,0.24,0.07142857142857142,0.16417910447761194,0.05,0.07692307692307693,,,0.11764705882352941,,0.13333333333333333,0.0625,0.18181818181818182,0.22727272727272727,0.3333333333333333,0.1111111111111111,1.0,0.23529411764705882,0.5,0.5,0.5,0.058823529411764705,1.0,1.0,1.0,0.058823529411764705,0.47058823529411764,0.25,0.2857142857142857,1.0,0.17647058823529413,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,,0.5,0.5,1.0,,,,0.375,0.6666666666666666,0.625,0.2,,,0.8823529411764706,0.6666666666666666,0.5852764705882353,0.6404833333333334,0.618275,0.15,0.3333333333333333,0.22727272727272727,0.3181818181818182,6.216666666666666,23.845454545454547,0.24060150375939848,,,,,,,,,,,,,,,,,,,True,
203497,1610612762,Rudy Gobert,Rudy Gobert,203497,UTA,74284.0,1238.0,161.0,2500.0,2496,745.0,620.0,279.0,4996,190.0,244.0,46.0,71.0,51.0,65.0,8.0,19.0,,,,,,,,,3.0,,,,3.0,198.0,263.0,,3.0,167.0,563.0,2786.0,51.0,76.0,,,46.0,148.0,52.0,67.0,,3.0,83.0,187.0,300.0,96.0,,,76.0,1.0,2.0,,24.0,1.0,23.0,23.0,46.0,15.0,8.0,13.0,8.0,2.0,115.0,55.0,73.0,174.0,219.0,29.0,422.0,129.0,551.0,11.0,27.0,23.0,4.0,22.0,3.0,12.0,32.0,2.0,10.0,1.0,4.0,54.0,8.0,15.0,51.0,100.0,1.0,1.0,14.0,15.0,215.0,28.0,3.0,247.0,14.0,96.0,33.0,98.0,1.0,,51.0,3.0,44.0,99.0,60.0,186.0,732.0,5.0,29.0,0.7575757575757576,0.9375,,,,,,0.752851711026616,0.6710526315789473,0.7761194029850746,0.7443609022556391,0.6710526315789473,0.7428571428571429,0.7388451443569554,0.6915887850467289,0.7192307692307692,0.011278195488721804,0.3333333333333333,0.09125475285171103,0.0778688524590164,0.2631578947368421,,15.420063807160581,0.4074074074074074,0.5576923076923077,0.3071528751753156,0.16704805491990846,0.31636363636363635,0.08052708638360176,0.31116389548693585,0.11428571428571428,0.18023255813953487,0.17040358744394618,0.09523809523809523,0.07722007722007722,0.09090909090909091,0.23232323232323232,0.32386363636363635,0.3619631901840491,0.3419811320754717,0.23015873015873015,0.2682926829268293,0.6060606060606061,0.9172932330827067,0.7786885245901639,0.8444444444444444,0.7684210526315789,0.07142857142857142,0.42105263157894735,0.5714285714285714,0.5,,,,,,0.011278195488721804,,,,0.9342105263157895,0.647887323943662,0.15217391304347827,,,,,,,0.9285714285714286,0.7846153846153846,,,0.04285714285714286,,0.9285714285714286,,0.5884062264150942,0.5691086956521739,0.6122760869565218,0.27586206896551724,0.2782608695652174,0.26287744227353466,0.3321492007104796,2.1684410646387837,39.9,0.298,2.0,,,,,,,,1.0,0.3333333333333333,,1.0,0.013513513513513514,1.0,1.0,3.0,3.0,9.0,True,
1628378,1610612762,Donovan Mitchell,Donovan Mitchell,1628378,UTA,117665.0,1961.0,235.0,3975.0,3977,1022.0,844.0,454.0,7952,154.0,237.0,17.0,22.0,40.0,63.0,120.0,262.0,111.0,21.0,57.0,3.0,10.0,4.0,10.0,181.0,509.0,12.0,34.0,31.0,122.0,325.0,610.0,202.0,566.0,225.0,1481.0,4514.0,25.0,43.0,15.0,44.0,18.0,113.0,89.0,167.0,35.0,132.0,79.0,362.0,116.0,534.0,294.0,312.0,20.0,2.0,507.0,181.0,36.0,1.0,161.0,151.0,312.0,89.0,62.0,117.0,42.0,2.0,775.0,25.0,23.0,87.0,106.0,5.0,198.0,48.0,246.0,22.0,82.0,64.0,18.0,110.0,27.0,58.0,63.0,16.0,52.0,3.0,3.0,173.0,7.0,43.0,48.0,141.0,3.0,,16.0,10.0,233.0,1.0,6.0,264.0,35.0,105.0,25.0,8.0,,,4.0,,4.0,8.0,5.0,359.0,1009.0,9.0,19.0,0.17846153846153845,0.18412698412698414,0.48514851485148514,0.3568904593639576,0.3409090909090909,0.26515151515151514,0.35815602836879434,0.5327868852459017,0.5813953488372093,0.5329341317365269,0.5340136054421769,0.5459770114942529,0.47324414715719065,0.5760530421216848,0.601063829787234,0.5247093023255814,0.4812925170068027,0.0017667844522968198,0.05901639344262295,0.0759493670886076,0.0648854961832061,,32.470430707431376,0.6358381502890174,0.05747126436781609,0.09888059701492537,0.029715762273901807,0.09977064220183486,0.02413127413127413,0.09927983539094651,0.026519337016574586,0.029411764705882353,0.033734939759036145,0.011494252873563218,0.02442159383033419,0.023255813953488372,0.08441558441558442,0.0825515947467167,0.15584415584415584,0.09361069836552749,0.12060301507537688,0.036605657237936774,0.625,0.20153061224489796,0.6497890295358649,0.7031963470319634,0.2012987012987013,0.2227891156462585,0.4580152671755725,0.4897959183673469,0.15833333333333333,0.09438775510204081,0.04846938775510204,0.3684210526315789,0.3684210526315789,0.8095238095238095,0.4328231292517007,0.3555992141453831,0.3562992125984252,0.44751381215469616,0.25287356321839083,0.7727272727272727,0.11764705882352941,0.11494252873563218,0.3,0.6666666666666666,0.39080459770114945,0.35294117647058826,0.5833333333333334,0.21070234113712374,0.6349206349206349,0.033444816053511704,0.4,0.4080267558528428,0.2540983606557377,0.6828231292517006,0.35700197238658776,0.49800017079419306,0.502195652173913,0.4735867003367004,0.09387430389817025,0.15441176470588236,0.07629979743416611,0.24442943956785956,7.72639344262295,26.59946996466431,0.25710691823899373,3.0,13.0,0.022530329289428077,51.0,0.4594594594594595,0.4636363636363636,0.1568627450980392,2.0,4.0,0.0019646365422396855,0.009009009009009009,,,,2.0,,,,True,
