EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,HeaveAttempts,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedAtRim,OffensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,Corner3PctBlocked,FTOffRebounds,OffFTReboundPct,3SecondViolations,BlockedArc3,on,3pt And 1 Free Throw Trips,Clear Path Fouls
1626145,1610612763,Tyus Jones,Tyus Jones,1626145,MEM,31920.0,532.0,91.0,1081.0,1074.0,199.0,179.0,157.0,2155.0,10.0,18.0,2.0,2.0,3.0,7.0,28.0,74.0,7.0,16.0,6.0,14.0,1.0,3.0,1.0,3.0,16.0,40.0,3.0,6.0,2.0,7.0,45.0,108.0,22.0,54.0,20.0,176.0,1203.0,7.0,11.0,4.0,9.0,26.0,9.0,24.0,3.0,10.0,9.0,36.0,22.0,68.0,60.0,6.0,2.0,40.0,16.0,10.0,1.0,67.0,49.0,116.0,35.0,14.0,37.0,22.0,8.0,281.0,4.0,3.0,23.0,23.0,1.0,47.0,7.0,54.0,2.0,22.0,18.0,4.0,10.0,3.0,6.0,6.0,4.0,16.0,2.0,3.0,2.0,6.0,25.0,25.0,1.0,4.0,6.0,4.0,1.0,1.0,1.0,1.0,34.0,195.0,1.0,2.0,0.24444444444444444,0.25,0.9090909090909091,0.4074074074074074,0.4444444444444444,0.3,0.4074074074074074,0.4166666666666667,0.6363636363636364,0.375,0.48148148148148145,0.65,0.39705882352941174,0.5029239766081871,0.65,0.4605263157894737,0.3333333333333333,0.018518518518518517,0.09259259259259259,0.2777777777777778,0.06756756756756757,0.025,14.864864864864865,0.625,0.03571428571428571,0.07931034482758621,0.008849557522123894,0.10407239819004525,0.020202020202020204,0.09001956947162426,0.01303538175046555,0.009523809523809525,0.005434782608695652,0.02,0.0189873417721519,0.025,0.0743801652892562,0.08620689655172414,0.07547169811320754,0.09042553191489362,0.18181818181818182,0.024096385542168676,1.0,0.1111111111111111,0.5555555555555556,0.7692307692307693,0.4,0.4567901234567901,0.3783783783783784,0.4057971014492754,0.21428571428571427,0.09876543209876543,0.4375,0.4375,0.14285714285714285,0.08641975308641975,0.42857142857142855,0.42857142857142855,1.0,0.24691358024691357,0.4,0.41025641025641024,0.875,0.1,1.0,0.5,0.15,0.3333333333333333,1.0,0.3,0.5,0.6666666666666666,0.20588235294117646,0.42857142857142855,0.08823529411764706,0.3333333333333333,0.20588235294117646,0.2857142857142857,0.4444444444444444,0.4,0.48194475308641976,0.48142727272727265,0.4537397058823529,0.03592814371257485,0.05309734513274336,0.14772727272727273,0.20454545454545456,9.347222222222223,25.103703703703694,0.18408880666049954,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1628415,1610612763,Dillon Brooks,Dillon Brooks,1628415,MEM,53101.0,885.0,206.0,1827.0,1832.0,374.0,345.0,261.0,3659.0,85.0,136.0,9.0,16.0,14.0,22.0,65.0,168.0,31.0,73.0,9.0,25.0,,,2.0,6.0,37.0,124.0,3.0,10.0,6.0,26.0,181.0,377.0,46.0,149.0,90.0,590.0,1982.0,20.0,35.0,3.0,10.0,54.0,30.0,60.0,8.0,32.0,19.0,103.0,170.0,192.0,114.0,24.0,16.0,121.0,37.0,26.0,1.0,65.0,23.0,88.0,18.0,5.0,38.0,25.0,2.0,199.0,10.0,19.0,35.0,37.0,1.0,73.0,29.0,102.0,9.0,36.0,21.0,15.0,23.0,2.0,8.0,27.0,15.0,50.0,6.0,12.0,46.0,105.0,109.0,106.0,14.0,6.0,47.0,4.0,8.0,4.0,8.0,4.0,101.0,366.0,9.0,2.0,0.4696132596685083,0.4913294797687861,0.8260869565217391,0.3087248322147651,0.3,0.25,0.3150684931506849,0.48010610079575594,0.5714285714285714,0.5,0.4752851711026616,0.5444444444444444,0.45652173913043476,0.5176991150442478,0.5638297872340425,0.51,0.2832699619771863,0.006711409395973154,0.06896551724137931,0.08088235294117647,0.08333333333333333,0.008064516129032258,28.894117647058824,0.46,0.023809523809523808,0.07838983050847458,0.03327495621716287,0.09234828496042216,0.03067484662576687,0.0846063454759107,0.032329988851727984,0.032432432432432434,0.03278688524590164,0.037037037037037035,0.027450980392156862,0.04225352112676056,0.0913978494623656,0.07106598984771574,0.06741573033707865,0.10031347962382445,0.05,0.03383458646616541,0.5,0.2585551330798479,0.625,0.68,0.4823529411764706,0.3193916349809886,0.3869047619047619,0.42207792207792205,0.38461538461538464,0.13878326996197718,0.4246575342465753,0.4305555555555556,0.6129032258064516,0.04752851711026616,0.36,0.36,1.0,0.23574144486692014,0.29838709677419356,0.3008130081300813,0.7837837837837838,0.35555555555555557,0.5625,0.2222222222222222,,,,0.2222222222222222,0.3,1.0,0.2391304347826087,0.6363636363636364,0.06521739130434782,0.3333333333333333,0.2826086956521739,0.23076923076923078,0.5418250950570342,0.30578512396694213,0.5003028680688334,0.5025442857142858,0.48509044943820223,0.0873440285204991,0.11463414634146342,0.09152542372881356,0.17457627118644067,8.209814323607423,26.034228187919467,0.2047071702244116,5.0,3.0,9.0,2.0,4.0,4.0,5.0,4.0,2.0,1.0,16.0,2.0,4.0,1.0,1.0,0.0136986301369863,0.013245033112582781,,,,,,,,,,True,,
1628991,1610612763,Jaren Jackson Jr.,Jaren Jackson Jr.,1628991,MEM,33031.0,551.0,180.0,1140.0,1129.0,140.0,135.0,156.0,2269.0,51.0,81.0,11.0,16.0,4.0,6.0,38.0,82.0,1.0,1.0,6.0,18.0,1.0,1.0,,2.0,27.0,78.0,4.0,9.0,2.0,9.0,90.0,164.0,33.0,96.0,61.0,340.0,1197.0,18.0,27.0,5.0,10.0,67.0,10.0,16.0,2.0,11.0,9.0,35.0,92.0,88.0,99.0,,18.0,78.0,27.0,16.0,3.0,11.0,9.0,20.0,7.0,2.0,4.0,4.0,3.0,49.0,6.0,23.0,44.0,36.0,2.0,82.0,29.0,111.0,8.0,19.0,8.0,11.0,12.0,,5.0,17.0,7.0,29.0,8.0,4.0,28.0,64.0,58.0,72.0,7.0,,30.0,5.0,42.0,10.0,44.0,19.0,35.0,137.0,1.0,4.0,0.5111111111111111,0.5679012345679012,1.0,0.34375,0.5,0.18181818181818182,0.34375,0.5487804878048781,0.6666666666666666,0.625,0.5365384615384615,0.6891891891891891,0.48148148148148145,0.584192439862543,0.7613636363636364,0.5303030303030303,0.36923076923076925,0.03125,0.0975609756097561,0.09876543209876543,0.0975609756097561,0.01282051282051282,24.242424242424242,0.41379310344827586,0.1,0.11285266457680251,0.06460674157303371,0.18181818181818182,0.030456852791878174,0.14260249554367202,0.05244122965641953,0.072,0.07446808510638298,,0.03205128205128205,0.024390243902439025,0.10236220472440945,0.09923664122137404,0.16393442622950818,0.2019704433497537,0.07692307692307693,0.06779661016949153,0.4318181818181818,0.31153846153846154,0.6296296296296297,0.6986301369863014,0.5490196078431373,0.3153846153846154,0.4634146341463415,0.5135135135135135,0.4473684210526316,0.0038461538461538464,1.0,1.0,1.0,0.06923076923076923,0.3333333333333333,0.375,1.0,0.3,0.34615384615384615,0.35064935064935066,1.0,0.43243243243243246,0.6875,0.18181818181818182,0.02702702702702703,1.0,1.0,0.24324324324324326,0.4444444444444444,1.0,0.2222222222222222,0.6666666666666666,0.07407407407407407,,0.3333333333333333,0.2222222222222222,0.6807692307692308,0.34615384615384615,0.5228359615384616,0.5123516129032258,0.5340703703703703,0.11538461538461539,0.16042780748663102,0.19705882352941176,0.10294117647058823,4.735975609756098,25.677083333333332,0.12280701754385964,16.0,,1.0,,3.0,3.0,4.0,9.0,,4.0,2.0,3.0,30.0,,2.0,,0.030303030303030304,2.0,2.0,2.0,1.0,0.1111111111111111,,,,,True,,
1629001,1610612763,De'Anthony Melton,De'Anthony Melton,1629001,MEM,17459.0,291.0,36.0,619.0,623.0,205.0,205.0,89.0,1242.0,9.0,15.0,3.0,3.0,5.0,8.0,14.0,25.0,3.0,7.0,6.0,15.0,2.0,4.0,4.0,7.0,20.0,48.0,4.0,7.0,4.0,10.0,26.0,47.0,26.0,63.0,24.0,154.0,700.0,5.0,5.0,6.0,11.0,30.0,9.0,18.0,8.0,17.0,16.0,58.0,20.0,32.0,63.0,15.0,10.0,48.0,20.0,2.0,,20.0,9.0,29.0,7.0,2.0,11.0,6.0,3.0,67.0,5.0,4.0,17.0,24.0,,41.0,11.0,52.0,3.0,19.0,15.0,4.0,17.0,,9.0,5.0,8.0,22.0,,9.0,12.0,19.0,21.0,29.0,2.0,,9.0,5.0,3.0,1.0,3.0,1.0,52.0,200.0,3.0,2.0,0.38461538461538464,0.47619047619047616,0.8076923076923077,0.4126984126984127,0.5454545454545454,0.47058823529411764,0.4126984126984127,0.5531914893617021,1.0,0.5,0.5909090909090909,0.875,0.6,0.6260162601626016,0.8823529411764706,0.6590909090909091,0.5727272727272728,,0.0425531914893617,0.13333333333333333,,,20.1949860724234,0.7727272727272727,,0.16901408450704225,0.024539877300613498,0.15454545454545454,0.03731343283582089,0.1626984126984127,0.030303030303030304,0.034482758620689655,0.024390243902439025,,0.04716981132075472,,0.14035087719298245,0.1206896551724138,0.3333333333333333,0.15053763440860216,0.17647058823529413,0.05357142857142857,0.3333333333333333,0.13636363636363635,0.6,0.6923076923076923,0.3333333333333333,0.22727272727272727,0.56,0.56,0.35714285714285715,0.06363636363636363,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.13636363636363635,0.4,0.4,0.8333333333333334,0.43636363636363634,0.4166666666666667,0.4166666666666667,0.8,0.1875,1.0,,0.25,0.5,0.5,0.4375,0.5714285714285714,1.0,0.22857142857142856,0.625,0.2,0.5714285714285714,0.2857142857142857,0.4,0.7090909090909091,0.4166666666666667,0.5332868181818181,0.561295,0.5443871428571428,0.0847457627118644,0.16666666666666666,0.19480519480519481,0.37662337662337664,7.553191489361703,25.152380952380955,0.33117932148626816,2.0,,1.0,,4.0,,1.0,,,1.0,1.0,1.0,2.0,,,,0.015625,,,,,,2.0,0.06896551724137931,,,True,,
1629634,1610612763,Brandon Clarke,Brandon Clarke,1629634,MEM,10869.0,181.0,74.0,388.0,388.0,104.0,83.0,57.0,776.0,32.0,41.0,15.0,21.0,5.0,8.0,16.0,28.0,1.0,1.0,1.0,3.0,,,,,,,,,,,49.0,70.0,1.0,3.0,9.0,110.0,401.0,15.0,21.0,,,30.0,7.0,14.0,,,1.0,15.0,66.0,32.0,3.0,,20.0,,,4.0,,10.0,5.0,15.0,5.0,,4.0,5.0,1.0,35.0,4.0,19.0,14.0,19.0,1.0,34.0,23.0,57.0,2.0,7.0,5.0,2.0,2.0,,1.0,2.0,1.0,4.0,,,8.0,15.0,12.0,13.0,3.0,,7.0,1.0,14.0,5.0,14.0,9.0,15.0,100.0,,1.0,0.673469387755102,0.8461538461538461,1.0,0.3333333333333333,,,0.3333333333333333,0.7,0.7142857142857143,0.5,0.6917808219178082,0.7142857142857143,0.5,0.7051282051282052,0.7142857142857143,0.5,0.0410958904109589,,0.05714285714285714,0.04878048780487805,0.07142857142857142,,18.141592920353983,0.5,0.14285714285714285,0.1743119266055046,0.152,0.175,0.05970149253731343,0.1746031746031746,0.11979166666666667,0.21621621621621623,0.1388888888888889,0.0625,0.038461538461538464,0.13333333333333333,0.125,0.23076923076923078,0.21428571428571427,0.16666666666666666,0.25,0.10526315789473684,0.6428571428571429,0.5616438356164384,0.7804878048780488,0.8205128205128205,0.59375,0.3835616438356164,0.5714285714285714,0.6153846153846154,0.8125,0.0136986301369863,1.0,1.0,1.0,0.0410958904109589,0.3333333333333333,0.3333333333333333,1.0,,,,,1.0,0.7142857142857143,0.13333333333333333,,,,,,,0.5714285714285714,0.625,,,,,0.6027397260273972,,0.5713869863013699,0.6338555555555556,0.5632142857142857,0.09090909090909091,0.0945945945945946,0.2727272727272727,0.13636363636363635,4.178571428571429,22.866666666666664,0.26804123711340205,,,,,,,1.0,1.0,,,,,8.0,,,,,,,1.0,,,,,1.0,,True,,
1630214,1610612763,Xavier Tillman,Xavier Tillman,1630214,MEM,5820.0,97.0,24.0,195.0,202.0,49.0,58.0,26.0,397.0,5.0,7.0,,1.0,1.0,1.0,4.0,9.0,,,,,,,,,,4.0,,,,1.0,9.0,16.0,,4.0,11.0,29.0,218.0,1.0,2.0,,,4.0,2.0,3.0,,1.0,2.0,6.0,16.0,2.0,,,,4.0,,2.0,,7.0,3.0,10.0,1.0,2.0,1.0,1.0,5.0,23.0,4.0,4.0,3.0,8.0,2.0,13.0,8.0,21.0,1.0,4.0,2.0,2.0,2.0,,1.0,2.0,1.0,4.0,1.0,,10.0,13.0,12.0,16.0,2.0,,9.0,,2.0,1.0,2.0,,6.0,47.0,1.0,,0.8888888888888888,0.8888888888888888,,,,,,0.5625,0.5,0.6666666666666666,0.45,0.5,0.5,0.5370370370370371,0.6666666666666666,0.6,0.2,,0.125,0.14285714285714285,0.1111111111111111,,13.716814159292037,0.5,0.25,0.1951219512195122,0.07692307692307693,0.08571428571428572,0.10526315789473684,0.14473684210526316,0.08888888888888889,0.1875,0.04,,0.09375,0.16666666666666666,0.06666666666666667,0.35294117647058826,0.1111111111111111,0.03333333333333333,0.4,0.1111111111111111,,0.35,0.7142857142857143,0.8333333333333334,1.0,0.45,0.4444444444444444,0.5,0.75,,,,,,,,,0.2,,,,0.5,,,,,,,,,0.25,1.0,,,0.25,,0.55,,0.5322175,0.5257,0.493625,0.3333333333333333,0.391304347826087,0.13793103448275862,0.20689655172413793,5.437500000000001,25.575,0.2512820512820513,2.0,,,,1.0,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,True,,
1630217,1610612763,Desmond Bane,Desmond Bane,1630217,MEM,30352.0,506.0,115.0,1039.0,1038.0,175.0,154.0,145.0,2077.0,24.0,45.0,5.0,6.0,3.0,6.0,20.0,45.0,11.0,26.0,11.0,21.0,3.0,7.0,3.0,4.0,41.0,76.0,3.0,4.0,6.0,15.0,55.0,116.0,52.0,97.0,32.0,298.0,1110.0,10.0,11.0,6.0,11.0,38.0,9.0,18.0,9.0,19.0,3.0,48.0,64.0,46.0,144.0,12.0,4.0,76.0,41.0,13.0,3.0,24.0,20.0,44.0,13.0,7.0,19.0,5.0,,108.0,2.0,5.0,40.0,26.0,8.0,74.0,7.0,81.0,1.0,24.0,17.0,7.0,8.0,1.0,6.0,11.0,2.0,19.0,1.0,1.0,18.0,44.0,27.0,34.0,3.0,4.0,15.0,2.0,5.0,,6.0,4.0,47.0,170.0,2.0,,0.5818181818181818,0.6037735849056604,0.9230769230769231,0.5360824742268041,0.5454545454545454,0.47368421052631576,0.5360824742268041,0.47413793103448276,0.9090909090909091,0.5,0.6244131455399061,0.8636363636363636,0.6081081081081081,0.6475770925110133,0.8636363636363636,0.618421052631579,0.45539906103286387,0.030927835051546393,0.11206896551724138,0.15555555555555556,0.13333333333333333,0.039473684210526314,20.281456953642383,0.42105263157894735,0.3333333333333333,0.09059233449477352,0.014705882352941176,0.18099547511312217,0.011560693641618497,0.12992125984251968,0.01364522417153996,,0.022988505747126436,0.02040816326530612,0.007407407407407408,0.02631578947368421,0.05660377358490566,0.10743801652892562,0.11666666666666667,0.17989417989417988,0.1875,0.011111111111111112,0.6666666666666666,0.2112676056338028,0.5333333333333333,0.631578947368421,0.5416666666666666,0.2112676056338028,0.4444444444444444,0.5128205128205128,0.6,0.12206572769953052,0.4230769230769231,0.4230769230769231,0.6363636363636364,0.09859154929577464,0.5238095238095238,0.5238095238095238,1.0,0.3568075117370892,0.5394736842105263,0.5616438356164384,0.9024390243902439,0.2727272727272727,0.8333333333333334,0.6,0.3181818181818182,0.42857142857142855,1.0,0.18181818181818182,0.75,1.0,0.16216216216216217,0.5,0.10810810810810811,0.75,0.40540540540540543,0.4,0.6666666666666666,0.5394736842105263,0.519507042253521,0.5205941176470589,0.5103945945945947,0.06666666666666667,0.1171875,0.12751677852348994,0.1610738255033557,8.10344827586207,25.492783505154645,0.16843118383060635,,,4.0,1.0,1.0,,1.0,4.0,,,1.0,,4.0,,2.0,,,1.0,,1.0,,,,,,1.0,True,,
203500,1610612763,Steven Adams,Steven Adams,203500,MEM,34824.0,580.0,140.0,1174.0,1176.0,176.0,164.0,175.0,2350.0,50.0,82.0,23.0,38.0,11.0,18.0,8.0,19.0,,,,,,,,,,,,,,,58.0,101.0,,,27.0,143.0,1263.0,24.0,42.0,,,58.0,12.0,20.0,,,6.0,30.0,58.0,58.0,,,42.0,,,14.0,,54.0,16.0,70.0,10.0,6.0,27.0,19.0,8.0,156.0,24.0,62.0,42.0,82.0,4.0,128.0,90.0,218.0,5.0,22.0,16.0,6.0,16.0,6.0,14.0,14.0,2.0,30.0,5.0,5.0,28.0,42.0,60.0,49.0,6.0,,22.0,5.0,16.0,5.0,16.0,9.0,30.0,176.0,3.0,4.0,0.5,0.7837837837837838,,,,,,0.5742574257425742,0.5714285714285714,0.6,0.5742574257425742,0.5714285714285714,0.6,0.5860655737704918,0.5686274509803921,0.5555555555555556,,,0.13861386138613863,0.15853658536585366,0.05263157894736842,,10.98981077147016,0.5333333333333333,0.17391304347826086,0.2611464968152866,0.15979381443298968,0.16342412451361868,0.11594202898550725,0.2171628721541156,0.14453781512605043,0.2,0.15023474178403756,0.10909090909090909,0.11949685534591195,0.10416666666666667,0.20535714285714285,0.2898550724637681,0.296875,0.14285714285714285,0.2553191489361702,0.1724137931034483,0.5625,0.8118811881188119,0.6097560975609756,0.7246376811594203,0.46,0.18811881188118812,0.42105263157894735,0.4444444444444444,0.75,,,,,,,,,,,,,0.9047619047619048,0.6052631578947368,0.043478260869565216,,,,,,,0.9,0.6111111111111112,,,,,0.8118811881188119,,0.591848514851485,0.584070588235294,0.630215,0.18803418803418803,0.18803418803418803,0.40559440559440557,0.2097902097902098,2.4019801980198023,,0.14991482112436116,10.0,,,,1.0,,4.0,4.0,,10.0,4.0,,11.0,,2.0,,,,,,,,4.0,0.15384615384615385,1.0,,True,,
203937,1610612763,Kyle Anderson,Kyle Anderson,203937,MEM,17153.0,286.0,19.0,599.0,612.0,221.0,201.0,85.0,1211.0,19.0,27.0,5.0,6.0,8.0,8.0,17.0,34.0,,9.0,2.0,5.0,,1.0,,1.0,3.0,13.0,,3.0,1.0,4.0,36.0,70.0,5.0,18.0,22.0,109.0,680.0,8.0,9.0,,4.0,17.0,18.0,29.0,1.0,5.0,9.0,48.0,36.0,36.0,15.0,,12.0,13.0,3.0,6.0,,19.0,17.0,36.0,13.0,4.0,12.0,7.0,,89.0,3.0,6.0,26.0,25.0,10.0,61.0,10.0,71.0,3.0,21.0,12.0,9.0,8.0,1.0,5.0,7.0,3.0,15.0,,7.0,9.0,20.0,23.0,33.0,5.0,,15.0,4.0,9.0,2.0,9.0,5.0,46.0,215.0,1.0,1.0,0.5,0.6,1.0,0.2777777777777778,,0.2,0.2777777777777778,0.5142857142857142,0.8888888888888888,0.6206896551724138,0.4943181818181818,0.6153846153846154,0.5735294117647058,0.5343137254901961,0.6538461538461539,0.5853658536585366,0.20454545454545456,,0.08571428571428572,0.1111111111111111,0.08823529411764706,,16.834532374100718,0.5333333333333333,0.5555555555555556,0.1893939393939394,0.033707865168539325,0.22033898305084745,0.02586206896551724,0.204,0.030612244897959183,0.05263157894736842,0.03296703296703297,,0.03409090909090909,,0.15384615384615385,0.21818181818181817,0.2,0.21568627450980393,0.25,0.07317073170731707,0.5555555555555556,0.3068181818181818,0.7037037037037037,0.7916666666666666,0.47368421052631576,0.38636363636363635,0.5,0.5483870967741935,0.5294117647058824,0.10227272727272728,,,,0.056818181818181816,0.4,0.4,1.0,0.14772727272727273,0.23076923076923078,0.23076923076923078,1.0,0.46153846153846156,0.8333333333333334,0.2,0.07692307692307693,,,0.23076923076923078,,,0.23529411764705882,1.0,0.029411764705882353,,0.11764705882352941,0.25,0.5113636363636364,0.23076923076923078,0.5084147727272728,0.5271399999999999,0.4802588235294118,0.15306122448979592,0.1875,0.1559633027522936,0.44036697247706424,6.5,25.216666666666665,0.36894824707846413,1.0,,2.0,,,1.0,1.0,3.0,,1.0,1.0,,6.0,,1.0,,,,,1.0,,,1.0,0.03333333333333333,,,True,,
1629681,1610612763,Killian Tillie,Killian Tillie,1629681,MEM,3050.0,51.0,-12.0,97.0,100.0,18.0,19.0,13.0,197.0,1.0,3.0,1.0,1.0,,,,,,,1.0,2.0,,,,,4.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,1.0,18.0,125.0,1.0,1.0,1.0,1.0,6.0,,,1.0,1.0,1.0,4.0,,2.0,15.0,,2.0,5.0,4.0,1.0,,1.0,1.0,2.0,1.0,,,,1.0,5.0,,2.0,,2.0,2.0,4.0,2.0,6.0,,3.0,1.0,2.0,1.0,,1.0,,,1.0,,,5.0,6.0,3.0,2.0,,,,1.0,1.0,,1.0,1.0,4.0,18.0,,1.0,,,1.0,0.7142857142857143,1.0,1.0,0.7142857142857143,0.3333333333333333,1.0,,0.85,1.25,1.5,0.8181818181818182,1.0,1.0,0.7,,0.3333333333333333,0.3333333333333333,,,10.526315789473685,1.0,0.3333333333333333,0.08,0.06666666666666667,,,0.046511627906976744,0.043478260869565216,0.09090909090909091,0.05555555555555555,,,,0.1,0.08333333333333333,,,,,1.0,0.3,0.3333333333333333,0.5,,,,,,,,,,0.2,0.5,0.5,1.0,0.5,0.8,0.8,1.0,0.5,1.0,,,,,0.5,1.0,1.0,,,,,1.0,1.0,1.0,0.8,0.5623199999999999,0.6112500000000001,0.5142,,,0.3333333333333333,0.2222222222222222,1.7,25.3,0.18556701030927836,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,True,,
