EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,PenaltyFtPoints,OffThreePtRebounds,OffRebounds,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimFGA,SecondChanceAtRimFGA,SecondChanceArc3FGA,SecondChanceFG2A,SecondChanceFG3A,Arc3Assists,AtRimFrequency,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,FTDefRebounds,SelfOReb,BadPassSteals,SecondChanceTurnovers,Clear Path Fouls,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PtsUnassisted3s,LostBallTurnovers,Charge Fouls,DefAtRimReboundPct,LongMidRangeFGM,SecondChanceCorner3FGA,Travels,Loose Ball Fouls,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3Frequency,SecondChanceFtPoints,FTOffRebounds,Blocked3s,BlockedCorner3,BlockedShortMidRange,RecoveredBlocks,OffFTReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,OffArc3ReboundPct,PtsPutbacks,Loose Ball Fouls Drawn,3SecondViolations,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,LongMidRangeAssists,on,LostBallOutOfBoundsTurnovers,Offensive Fouls,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,SecondChanceCorner3FGM,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,HeaveAttempts,Corner3PctBlocked
1627853,1610612752,Ryan Arcidiacono,Ryan Arcidiacono,1627853,NYK,4574.0,76,-12.0,153,154,58.0,60.0,17.0,307,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,3.0,4.0,9.0,16.0,156,1.0,2.0,2.0,4.0,8.0,4.0,12.0,6.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,6.0,2.0,8.0,8.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,5.0,2.0,2.0,8.0,58.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.5,0.4444444444444444,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,8.823529411764707,0.6666666666666666,0.07692307692307693,0.13333333333333333,0.11267605633802817,0.1111111111111111,0.14285714285714285,0.17647058823529413,0.16666666666666666,1.0,1.0,1.0,0.08333333333333333,0.25,0.6666666666666666,0.6666666666666666,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.75,0.3333333333333333,0.4852041666666667,0.45245833333333335,0.5,11.466666666666667,24.83333333333333,0.3790849673202614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1629011,1610612752,Mitchell Robinson,Mitchell Robinson,1629011,NYK,776.0,13,-4.0,23,24,7.0,1.0,3.0,47,,,,,,,,,,,,,,,,1.0,26,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,3.0,,,1.0,7.0,,,,,,,,,,,,0.25,0.25,,7.692307692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.30434782608695654,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.5,0.08333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1629628,1610612752,RJ Barrett,RJ Barrett,1629628,NYK,498.0,8,-1.0,13,15,3.0,,2.0,28,,1.0,,,,,,,1.0,,,,3.0,,1.0,,20,,,,,,,,1.0,,,1.0,1.0,,,,3.0,2.0,,2.0,2.0,,,,,,,,,,1.0,1.0,,,,3.0,,,,,,,,,,,,,,0.25,26.666666666666668,,,0.3333333333333333,0.2857142857142857,,,0.5,0.25,,,,,,,,,0.25,,,,,,,,0.75,,0.5409125,,,5.233333333333333,25.7,0.23076923076923078,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.47955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1630167,1610612752,Obi Toppin,Obi Toppin,1630167,NYK,2339.0,39,-8.0,79,81,39.0,37.0,8.0,160,1.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,6.0,1.0,3.0,8.0,12.0,3.0,11.0,34.0,85,2.0,3.0,2.0,6.0,18.0,14.0,9.0,6.0,1.0,2.0,3.0,5.0,1.0,2.0,,13.0,4.0,,5.0,6.0,2.0,,2.0,,2.0,,2.0,,1.0,2.0,8.0,,,18.0,39.0,,0.875,0.875,1.0,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5434782608695652,0.5555555555555556,0.6296296296296297,0.6923076923076923,0.4782608695652174,33.72093023255814,1.0,,0.16666666666666666,0.1111111111111111,,,0.05,0.043478260869565216,1.0,1.0,1.0,0.043478260869565216,0.21739130434782608,0.4,0.4,1.0,0.2608695652173913,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9130434782608695,0.16666666666666666,0.5972804347826086,0.5567722222222222,0.5294117647058824,3.0333333333333328,24.572727272727267,0.4936708860759494,9.0,8.0,,1.0,10.0,3.0,1.0,,,0.027777777777777776,,0.15384615384615385,0.21428571428571427,10.0,2.0,,3.0,,2.0,0.43478260869565216,0.6666666666666666,,0.5894,7.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.08333333333333333,0.1,0.3333333333333333,0.07692307692307693,0.3333333333333333,0.75,0.09090909090909091,0.7,0.7777777777777778,0.8571428571428571,0.5,1.0,0.1111111111111111,1.0,0.08333333333333333,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
202692,1610612752,Alec Burks,Alec Burks,202692,NYK,2144.0,36,-6.0,73,73,22.0,20.0,5.0,146,1.0,3.0,2.0,3.0,5.0,2.0,3.0,,,,,1.0,5.0,3.0,5.0,11.0,73,,,2.0,3.0,6.0,2.0,6.0,,,2.0,2.0,4.0,,2.0,,10.0,3.0,3.0,6.0,6.0,,,2.0,,1.0,1.0,3.0,,1.0,3.0,1.0,,1.0,6.0,22.0,,1.0,1.0,0.6666666666666666,0.6,0.6666666666666666,0.6,0.2,,0.55,1.0,0.55,1.0,0.5,16.455696202531644,0.6666666666666666,0.21428571428571427,0.13043478260869565,0.16216216216216217,0.2,0.25,0.13333333333333333,0.3,0.3333333333333333,0.3333333333333333,1.0,0.2,0.5,0.6,0.6,0.6666666666666666,,,,,1.0,0.6666666666666666,,,0.5,,0.47452500000000003,0.5781999999999999,0.5454545454545454,11.639999999999999,23.2,0.3013698630136986,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,3.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1630193,1610612752,Immanuel Quickley,Immanuel Quickley,1630193,NYK,3714.0,62,1.0,123,123,50.0,52.0,16.0,246,4.0,12.0,3.0,,2.0,,1.0,5.0,15.0,,3.0,9.0,20.0,5.0,17.0,36.0,122,3.0,5.0,,4.0,6.0,2.0,6.0,15.0,5.0,6.0,9.0,15.0,6.0,3.0,3.0,39.0,9.0,7.0,16.0,18.0,1.0,,4.0,,3.0,2.0,6.0,,3.0,7.0,4.0,,,6.0,50.0,1.0,0.1111111111111111,0.1111111111111111,0.4,0.29411764705882354,,0.29411764705882354,0.45,0.6,0.44594594594594594,0.3333333333333333,0.45,0.3333333333333333,0.4594594594594595,33.093525179856115,0.6666666666666666,0.3181818181818182,0.23684210526315788,0.26666666666666666,0.5714285714285714,0.3333333333333333,0.2,0.32432432432432434,0.3333333333333333,0.4444444444444444,0.25,0.08108108108108109,0.05405405405405406,,,,0.40540540540540543,0.3333333333333333,0.3333333333333333,0.4,0.1111111111111111,,0.3333333333333333,,0.5945945945945946,0.3333333333333333,0.4692243243243243,0.4582222222222223,0.16666666666666666,7.484999999999999,26.38235294117647,0.4065040650406504,3.0,,1.0,2.0,6.0,3.0,,,0.03125,0.034482758620689655,0.09090909090909091,0.075,0.13043478260869565,5.0,,2.0,2.0,3.0,3.0,0.13513513513513514,,0.4,0.46633750000000007,4.0,,1.0,1.0,1.0,2.0,16.0,3.0,1.0,,1.0,1.0,,,,,,,,0.5,0.2,0.2,0.15,,,0.038461538461538464,,0.375,0.05263157894736842,0.8,0.8,,,,0.1111111111111111,1.0,,0.05555555555555555,9.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.25,0.2,0.3333333333333333,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
201959,1610612752,Taj Gibson,Taj Gibson,201959,NYK,2622.0,44,-3.0,84,83,20.0,17.0,14.0,167,1.0,3.0,2.0,1.0,4.0,,,,2.0,,1.0,3.0,6.0,1.0,6.0,14.0,77,,,,1.0,,6.0,3.0,2.0,,2.0,,2.0,,1.0,1.0,4.0,3.0,2.0,5.0,10.0,2.0,1.0,,1.0,,1.0,1.0,1.0,2.0,4.0,3.0,,,,20.0,,1.0,1.0,1.0,0.16666666666666666,,0.16666666666666666,0.5,,0.375,,0.4666666666666667,,0.5,16.3265306122449,,0.125,0.12,0.12195121951219512,,,0.15789473684210525,0.25,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,0.25,0.25,1.0,0.16666666666666666,,,,,,1.0,,0.5833333333333334,,0.4857,0.50115,,13.1,23.833333333333332,0.23809523809523808,5.0,,2.0,5.0,6.0,3.0,,,0.07692307692307693,0.08333333333333333,0.2222222222222222,0.2,0.3333333333333333,1.0,,,1.0,,,0.08333333333333333,,,0.4059,1.0,,,,1.0,4.0,,,2.0,,,1.0,1.0,,,,1.0,,2.0,1.0,1.0,1.0,,,,0.09090909090909091,0.125,,,1.0,1.0,1.0,,,,,,0.2857142857142857,,,,0.2857142857142857,1.0,,,,,,0.5,0.5,,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.09090909090909091,0.5,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
203095,1610612752,Evan Fournier,Evan Fournier,203095,NYK,660.0,11,-24.0,24,24,8.0,6.0,3.0,48,,2.0,,,2.0,,1.0,,,,,,2.0,,2.0,,31,,1.0,,1.0,,,,,,1.0,,1.0,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,1.0,4.0,,,,,8.0,,,,,,,,,,,,,,0.5,14.814814814814813,,0.5,,0.14285714285714285,,,,0.5,,,,,0.5,,,,,,,,0.5,,,,0.5,,0.4847625,0.49924999999999997,,11.8,23.45,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,,,,,0.53055,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,0.5,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1630540,1610612752,Miles McBride,Miles McBride,1630540,NYK,1757.0,29,-5.0,62,61,31.0,38.0,5.0,123,,1.0,,1.0,1.0,,,4.0,8.0,3.0,4.0,,1.0,5.0,9.0,17.0,66,,1.0,3.0,4.0,11.0,,15.0,8.0,4.0,1.0,1.0,2.0,,1.0,,5.0,1.0,1.0,2.0,3.0,2.0,2.0,,1.0,,2.0,2.0,1.0,1.0,2.0,1.0,,,11.0,31.0,,,,1.0,0.5555555555555556,0.75,0.5555555555555556,,,0.75,0.9,0.7727272727272727,0.9166666666666666,0.9,19.402985074626866,,0.125,0.09090909090909091,0.10526315789473684,,0.3333333333333333,0.1,0.1,,,,,0.1,1.0,1.0,1.0,0.8,0.5,0.5,1.0,,,0.8,0.75,0.9,0.5,0.488625,0.45114,0.6470588235294118,6.8,25.522222222222222,0.5,2.0,2.0,1.0,1.0,2.0,1.0,,,0.07692307692307693,0.045454545454545456,,0.09090909090909091,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,
1630579,1610612752,Jericho Sims,Jericho Sims,1630579,NYK,2859.0,48,3.0,99,100,41.0,48.0,7.0,199,,3.0,,,,,,,,,,5.0,9.0,,,11.0,93,3.0,5.0,,,7.0,8.0,,,,,,,,,,,7.0,5.0,13.0,15.0,,,2.0,,1.0,1.0,3.0,1.0,3.0,3.0,5.0,,,7.0,41.0,,0.8,1.0,,,,,0.5555555555555556,0.6,0.5555555555555556,0.6,0.55,0.5833333333333334,,12.149532710280374,0.6666666666666666,0.29411764705882354,0.23333333333333334,0.2553191489361702,0.125,0.4,0.28,0.3333333333333333,,,,,,,,,,,,,,,,,0.6666666666666666,,0.6008777777777777,0.64564,0.6363636363636364,4.211111111111111,,0.41414141414141414,1.0,1.0,1.0,2.0,3.0,2.0,,,0.038461538461538464,0.04878048780487805,,0.2,0.2,6.0,1.0,,1.0,,,0.6666666666666666,1.0,,0.5146,5.0,1.0,3.0,3.0,1.0,2.0,2.0,,1.0,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,0.25,0.06666666666666667,0.3333333333333333,,,0.8333333333333334,0.8333333333333334,0.8,1.0,,0.6,1.0,,0.18181818181818182,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,0.05263157894736842,2.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,
