EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,LongMidRangeAssists,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Technical Free Throw Trips,FTOffRebounds,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,OffFTReboundPct,HeaveAttempts,DefensiveGoaltends,on,Clear Path Fouls
1626171,1610612749,Bobby Portis,Bobby Portis,1626171,MIL,30070.0,501,111,1020,1031,283.0,211.0,124.0,2051,35.0,52.0,17.0,30.0,8.0,14.0,29.0,61.0,8.0,24.0,8.0,24.0,2.0,3.0,7.0,16.0,46.0,3.0,4.0,11.0,72.0,137.0,24.0,70.0,17.0,233.0,1116,21.0,36.0,5.0,4.0,46.0,17.0,34.0,7.0,18.0,7.0,62.0,74.0,70.0,72.0,30.0,46.0,16.0,12.0,1.0,5.0,10.0,15.0,6.0,4.0,1.0,4.0,40.0,22.0,22.0,55.0,66.0,11.0,132.0,44.0,176.0,6.0,10.0,7.0,3.0,8.0,2.0,2.0,16.0,2.0,6.0,2.0,3.0,24.0,1.0,6.0,22.0,47.0,1.0,3.0,4.0,22.0,4.0,20.0,2.0,7.0,4.0,15.0,6.0,2.0,7.0,15.0,12.0,1.0,1.0,1.0,60.0,280.0,2.0,3.0,0.5138888888888888,0.6491228070175439,1.0,0.34285714285714286,0.3888888888888889,0.34285714285714286,0.5255474452554745,0.5833333333333334,0.5,0.5217391304347826,0.5121951219512195,0.5288461538461539,0.5393518518518519,0.5348837209302325,0.5535714285714286,0.33816425120772947,0.014285714285714285,0.08759124087591241,0.09615384615384616,0.11475409836065574,0.041666666666666664,20.547945205479454,0.3333333333333333,0.39285714285714285,0.25384615384615383,0.08764940239043825,0.21912350597609562,0.09016393442622951,0.23679060665362034,0.08888888888888889,0.14473684210526316,0.05217391304347826,0.08333333333333333,0.08602150537634409,0.10344827586206896,0.25555555555555554,0.20388349514563106,0.3283582089552239,0.21875,0.22033898305084745,0.061855670103092786,0.8,0.25120772946859904,0.6730769230769231,0.7446808510638298,0.5142857142857142,0.2946859903381642,0.47540983606557374,0.5370370370370371,0.4827586206896552,0.11594202898550725,0.3333333333333333,0.3333333333333333,0.625,0.11594202898550725,0.3333333333333333,0.34782608695652173,1.0,0.2222222222222222,0.34782608695652173,0.34782608695652173,1.0,0.7317073170731707,0.5666666666666667,0.11764705882352941,0.04878048780487805,0.07317073170731707,0.2692307692307692,0.5714285714285714,0.1346153846153846,0.42857142857142855,0.21153846153846154,0.36363636363636365,0.5893719806763285,0.34782608695652173,0.5211929951690824,0.5666365384615385,0.5207788461538462,0.0330188679245283,0.04929577464788732,0.19742489270386265,0.26609442060085836,7.2992700729927,25.459999999999997,0.2774509803921569,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,17041.0,284,-13,583,591,255.0,206.0,61.0,1174,7.0,12.0,4.0,4.0,2.0,3.0,,5.0,,1.0,6.0,18.0,1.0,3.0,11.0,18.0,48.0,4.0,6.0,17.0,7.0,18.0,24.0,66.0,11.0,97.0,693,4.0,4.0,5.0,,14.0,2.0,4.0,9.0,28.0,9.0,40.0,10.0,4.0,69.0,2.0,48.0,18.0,1.0,2.0,2.0,6.0,8.0,5.0,1.0,1.0,,22.0,6.0,,22.0,17.0,2.0,41.0,6.0,47.0,,8.0,7.0,1.0,3.0,,2.0,,,1.0,,,3.0,,1.0,11.0,16.0,,,,7.0,,11.0,,2.0,2.0,1.0,,,1.0,1.0,,,,,40.0,252.0,3.0,2.0,0.7142857142857143,0.8333333333333334,0.9583333333333334,0.36363636363636365,0.32142857142857145,0.36363636363636365,0.3888888888888889,1.0,0.5,0.5119047619047619,0.7777777777777778,0.484375,0.5449438202247191,0.7777777777777778,0.5555555555555556,0.7857142857142857,0.030303030303030304,0.05555555555555555,,0.2,0.05555555555555555,14.045801526717558,1.0,0.125,0.13934426229508196,,0.1437908496732026,0.039735099337748346,0.14181818181818182,0.022388059701492536,,,,0.04424778761061947,0.02631578947368421,0.1794871794871795,0.12280701754385964,0.11538461538461539,0.15384615384615385,0.1111111111111111,,,0.14285714285714285,0.5833333333333334,0.5833333333333334,0.7142857142857143,0.05952380952380952,,,,0.011904761904761904,,,,0.21428571428571427,0.3333333333333333,0.35294117647058826,1.0,0.5714285714285714,0.375,0.3829787234042553,0.9444444444444444,0.4444444444444444,1.0,0.5,0.1111111111111111,0.4444444444444444,0.09375,0.6666666666666666,0.34375,0.2727272727272727,0.53125,0.35294117647058826,0.9285714285714286,0.375,0.5404285714285714,0.49323333333333325,0.5302765624999999,0.034482758620689655,0.1,0.14432989690721648,0.41237113402061853,4.377777777777778,25.796969696969704,0.43739279588336194,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.4,0.020833333333333332,1.0,1.0,0.25,1.0,0.014925373134328358,,,,,,,,,,,,True,
1628960,1610612749,Grayson Allen,Grayson Allen,1628960,MIL,14449.0,241,32,491,495,74.0,69.0,49.0,986,15.0,20.0,3.0,4.0,1.0,1.0,4.0,11.0,1.0,2.0,4.0,12.0,,,2.0,11.0,29.0,1.0,1.0,3.0,20.0,33.0,15.0,41.0,6.0,91.0,518,4.0,6.0,1.0,,8.0,1.0,1.0,1.0,5.0,,5.0,32.0,8.0,42.0,4.0,29.0,11.0,4.0,,6.0,6.0,12.0,2.0,4.0,4.0,2.0,30.0,2.0,2.0,15.0,9.0,,24.0,4.0,28.0,,5.0,3.0,2.0,5.0,,4.0,1.0,,1.0,,,6.0,,1.0,10.0,14.0,1.0,1.0,,4.0,,7.0,1.0,3.0,,1.0,,,1.0,1.0,1.0,,,,5.0,73.0,,,0.8,0.8888888888888888,0.9333333333333333,0.36585365853658536,0.2,0.36585365853658536,0.6060606060606061,0.6666666666666666,1.0,0.5743243243243243,0.5714285714285714,0.4166666666666667,0.5986842105263158,0.5714285714285714,0.4166666666666667,0.5540540540540541,,0.12121212121212122,0.05,0.2727272727272727,,14.909090909090908,0.8333333333333334,,0.07627118644067797,0.017241379310344827,0.1171875,0.017241379310344827,0.0975609756097561,0.017241379310344827,,0.037037037037037035,,0.011235955056179775,0.037037037037037035,0.02631578947368421,0.11764705882352941,0.06896551724137931,0.09090909090909091,0.20689655172413793,,1.0,0.2702702702702703,0.75,0.7894736842105263,0.8666666666666667,0.14864864864864866,0.36363636363636365,0.5,0.5,0.02702702702702703,0.5,0.5,1.0,0.16216216216216217,0.3333333333333333,0.3333333333333333,1.0,0.3918918918918919,0.3793103448275862,0.3793103448275862,0.9090909090909091,0.5714285714285714,0.75,0.6666666666666666,,0.14285714285714285,0.16666666666666666,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.8243243243243243,0.3793103448275862,0.5652668918918918,0.5598,0.5337833333333334,0.039473684210526314,0.08571428571428572,0.08791208791208792,0.054945054945054944,4.536363636363637,25.478048780487804,0.15071283095723015,,,,3.0,,,,,,,,,,,,,,,,,,,,,,True,
201588,1610612749,George Hill,George Hill,201588,MIL,12310.0,205,73,429,434,160.0,146.0,46.0,863,4.0,9.0,1.0,2.0,2.0,3.0,,4.0,1.0,2.0,2.0,8.0,,,1.0,7.0,19.0,1.0,3.0,8.0,5.0,15.0,9.0,27.0,7.0,44.0,453,1.0,3.0,1.0,2.0,4.0,3.0,7.0,3.0,9.0,4.0,19.0,6.0,4.0,24.0,,19.0,7.0,2.0,,11.0,9.0,20.0,8.0,1.0,8.0,2.0,49.0,,3.0,15.0,9.0,,24.0,3.0,27.0,,8.0,7.0,1.0,3.0,,2.0,1.0,,1.0,,,4.0,,1.0,4.0,8.0,1.0,,,9.0,1.0,9.0,,1.0,3.0,2.0,2.0,,,2.0,,,,,19.0,157.0,1.0,3.0,0.6,0.6,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.44047619047619047,0.25,0.46875,0.4673913043478261,0.4,0.5,0.6428571428571429,,0.13333333333333333,0.1111111111111111,0.25,,10.416666666666668,0.75,,0.08823529411764706,0.02912621359223301,0.12396694214876033,,0.10762331838565023,0.015544041450777202,,0.0625,,,,0.10256410256410256,0.10638297872340426,,0.13186813186813187,0.1,,,0.21428571428571427,0.4444444444444444,0.5,0.5,0.09523809523809523,,,,0.047619047619047616,0.5,0.5,1.0,0.19047619047619047,0.25,0.25,1.0,0.4523809523809524,0.3684210526315789,0.3684210526315789,0.8571428571428571,0.5,0.5,,,0.25,0.1875,0.6666666666666666,0.0625,,0.5,0.375,0.8571428571428571,0.3684210526315789,0.5298607142857144,0.468925,0.49573125,0.023255813953488372,0.0625,0.09090909090909091,0.4318181818181818,6.44,25.98148148148148,0.372960372960373,,,,3.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,True,
202083,1610612749,Wesley Matthews,Wesley Matthews,202083,MIL,60130.0,1002,139,2074,2095,653.0,516.0,217.0,4169,27.0,41.0,5.0,9.0,10.0,12.0,7.0,19.0,,3.0,23.0,64.0,2.0,7.0,25.0,30.0,93.0,12.0,9.0,25.0,34.0,63.0,53.0,157.0,22.0,249.0,2312,6.0,12.0,14.0,6.0,42.0,13.0,20.0,16.0,50.0,11.0,85.0,44.0,24.0,156.0,6.0,93.0,30.0,9.0,1.0,23.0,13.0,36.0,10.0,3.0,13.0,9.0,85.0,14.0,11.0,34.0,25.0,3.0,62.0,30.0,92.0,4.0,23.0,16.0,7.0,11.0,3.0,8.0,7.0,2.0,3.0,1.0,,18.0,5.0,8.0,43.0,87.0,,6.0,1.0,56.0,2.0,28.0,3.0,11.0,4.0,6.0,,1.0,5.0,8.0,5.0,,,1.0,85.0,640.0,7.0,4.0,0.6470588235294118,0.7096774193548387,0.9811320754716981,0.3375796178343949,0.32,0.3375796178343949,0.5396825396825397,0.5,0.65,0.5159090909090909,0.6923076923076923,0.5285714285714286,0.5366379310344828,0.7241379310344828,0.5592105263157895,0.7136363636363636,0.006369426751592357,0.14285714285714285,0.07317073170731707,0.2631578947368421,,10.775862068965518,0.6111111111111112,0.05357142857142857,0.04930966469428008,0.023809523809523808,0.06513409961685823,0.029045643153526972,0.057337220602526724,0.026483050847457626,0.034013605442176874,0.014218009478672985,0.028846153846153848,0.03038674033149171,0.025,0.07647058823529412,0.05263157894736842,0.0078125,0.06188118811881188,0.07627118644067797,0.03278688524590164,0.625,0.18636363636363637,0.6585365853658537,0.7105263157894737,0.7407407407407407,0.08636363636363636,0.3684210526315789,0.5,0.2857142857142857,0.013636363636363636,,,,0.2909090909090909,0.359375,0.359375,1.0,0.42272727272727273,0.3225806451612903,0.32608695652173914,0.9666666666666667,0.34615384615384615,0.5555555555555556,0.2,0.07692307692307693,0.46153846153846156,0.17142857142857143,0.8333333333333334,0.35714285714285715,0.28,0.35714285714285715,0.36,0.9,0.3225806451612903,0.5483815909090911,0.5372470588235294,0.5429307142857144,0.05263157894736842,0.15492957746478872,0.1686746987951807,0.3413654618473896,4.438095238095237,25.010828025477707,0.31485053037608485,1.0,7.0,8.0,3.0,1.0,23.0,1.0,0.5714285714285714,0.010752688172043012,0.5,1.0,0.5833333333333334,0.8571428571428571,0.006369426751592357,2.0,,5.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.08771929824561403,,,True,
201950,1610612749,Jrue Holiday,Jrue Holiday,201950,MIL,33448.0,557,55,1158,1169,389.0,296.0,117.0,2327,45.0,66.0,5.0,7.0,14.0,20.0,36.0,75.0,17.0,35.0,3.0,6.0,3.0,,2.0,38.0,77.0,8.0,13.0,26.0,98.0,176.0,41.0,83.0,50.0,369.0,1311,6.0,11.0,11.0,2.0,32.0,34.0,58.0,13.0,28.0,29.0,136.0,42.0,154.0,39.0,8.0,77.0,38.0,8.0,,76.0,49.0,125.0,36.0,13.0,56.0,15.0,299.0,13.0,10.0,36.0,32.0,1.0,69.0,23.0,92.0,5.0,26.0,15.0,11.0,38.0,8.0,27.0,16.0,2.0,11.0,1.0,1.0,54.0,2.0,15.0,14.0,34.0,2.0,,,51.0,2.0,65.0,3.0,25.0,8.0,6.0,2.0,1.0,3.0,6.0,3.0,,,,133.0,376.0,3.0,6.0,0.21428571428571427,0.22340425531914893,0.3170731707317073,0.4939759036144578,0.4642857142857143,0.4939759036144578,0.5568181818181818,0.5454545454545454,0.5862068965517241,0.6158301158301158,0.6818181818181818,0.622093023255814,0.6349480968858131,0.6956521739130435,0.6601941747572816,0.3204633204633205,,0.045454545454545456,0.045454545454545456,0.06666666666666667,,26.506955177743432,0.7037037037037037,0.034482758620689655,0.12075471698113208,0.0398406374501992,0.12162162162162163,0.05019305019305019,0.12121212121212122,0.045098039215686274,0.047619047619047616,0.045871559633027525,0.017241379310344827,0.05128205128205128,0.046875,0.10256410256410256,0.09821428571428571,0.17333333333333334,0.1145374449339207,0.14492753623188406,0.04672897196261682,0.5,0.2548262548262548,0.6818181818181818,0.7142857142857143,0.3111111111111111,0.28957528957528955,0.48,0.5142857142857142,0.1388888888888889,0.13513513513513514,0.4857142857142857,0.4857142857142857,0.11764705882352941,0.023166023166023165,0.5,0.5,0.3333333333333333,0.2972972972972973,0.4935064935064935,0.4935064935064935,0.3157894736842105,0.3181818181818182,0.7142857142857143,,0.13636363636363635,0.36363636363636365,0.23255813953488372,0.7,0.023255813953488372,,0.3023255813953488,0.5,0.5752895752895753,0.4935064935064935,0.5031258754863813,0.51978125,0.4855211764705884,0.08896797153024912,0.12626262626262627,0.08672086720867209,0.3685636856368564,8.094318181818183,26.625301204819277,0.33592400690846286,1.0,5.0,6.0,84.0,5.0,3.0,,0.5454545454545454,,0.3333333333333333,,0.625,0.4,,,2.0,,,,,,,,,,True,
1628975,1610612749,Jevon Carter,Jevon Carter,1628975,MIL,7323.0,122,1,249,259,97.0,101.0,24.0,508,,1.0,,,,,4.0,4.0,3.0,7.0,3.0,6.0,,2.0,2.0,4.0,7.0,,,3.0,7.0,12.0,7.0,13.0,2.0,37.0,285,,,,,,1.0,3.0,2.0,5.0,2.0,10.0,4.0,10.0,12.0,,7.0,4.0,1.0,,4.0,4.0,8.0,3.0,1.0,1.0,2.0,20.0,,1.0,5.0,9.0,,14.0,1.0,15.0,,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,4.0,6.0,,,,1.0,,2.0,,,1.0,1.0,,1.0,,2.0,2.0,,,,8.0,94.0,,,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5384615384615384,0.4,0.5384615384615384,0.5833333333333334,,0.3333333333333333,0.7,,0.5,0.7115384615384616,,0.5555555555555556,0.52,,0.08333333333333333,1.0,,,9.782608695652174,,,0.1232876712328767,0.01639344262295082,0.08771929824561403,,0.1076923076923077,0.008620689655172414,,,0.058823529411764705,,,0.08333333333333333,0.0625,0.20689655172413793,0.08333333333333333,0.1111111111111111,,1.0,0.04,,,,0.16,1.0,1.0,0.5,0.28,0.42857142857142855,0.42857142857142855,,0.24,0.5,0.5,1.0,0.28,0.5714285714285714,0.5714285714285714,0.25,,,,,,,,0.25,1.0,0.375,,0.56,0.5714285714285714,0.49007200000000006,,0.4723625,,,,0.2702702702702703,14.808333333333335,24.823076923076922,0.3895582329317269,,,,9.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,True,
201586,1610612749,Serge Ibaka,Serge Ibaka,201586,MIL,6657.0,111,-42,233,232,77.0,66.0,20.0,465,8.0,8.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,6.0,,1.0,1.0,,,7.0,16.0,1.0,,3.0,13.0,18.0,7.0,17.0,3.0,50.0,307,2.0,2.0,2.0,2.0,9.0,2.0,2.0,,3.0,2.0,6.0,20.0,6.0,21.0,2.0,16.0,7.0,,,,,,,,,,,2.0,1.0,10.0,13.0,1.0,24.0,3.0,27.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,2.0,1.0,,10.0,19.0,,5.0,,2.0,,3.0,1.0,1.0,1.0,2.0,,,2.0,2.0,1.0,,,1.0,6.0,77.0,2.0,1.0,0.7692307692307693,0.8333333333333334,1.0,0.4117647058823529,,0.4117647058823529,0.7222222222222222,1.0,1.0,0.6714285714285714,0.875,0.4,0.6944444444444444,0.9,0.5,0.4857142857142857,,,,,,14.84375,0.5,1.0,0.22413793103448276,0.0196078431372549,0.18518518518518517,0.03571428571428571,0.20535714285714285,0.028037383177570093,,,0.058823529411764705,,0.14285714285714285,0.2,0.19047619047619047,0.2727272727272727,0.21739130434782608,,,0.5,0.22857142857142856,1.0,1.0,0.75,0.11428571428571428,0.75,0.75,0.6666666666666666,0.17142857142857143,0.3333333333333333,0.3333333333333333,1.0,0.02857142857142857,,,,0.45714285714285713,0.4375,0.4375,1.0,0.5,1.0,0.5,0.25,0.25,0.2,1.0,,,0.6,,0.7142857142857143,0.4375,0.5025657142857143,0.55765,0.51217,0.02857142857142857,0.05555555555555555,0.18,0.12,9.183333333333332,26.517647058823528,0.33047210300429186,,1.0,1.0,,,,,0.5,,,,1.0,1.0,,,,,,,,,,,,,True,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,34761.0,579,136,1211,1223,390.0,292.0,132.0,2434,104.0,145.0,19.0,29.0,35.0,47.0,43.0,93.0,16.0,33.0,,,,,,14.0,56.0,1.0,7.0,29.0,163.0,271.0,14.0,56.0,193.0,561.0,1322,22.0,35.0,1.0,15.0,59.0,52.0,80.0,7.0,29.0,94.0,219.0,128.0,198.0,9.0,24.0,55.0,14.0,19.0,,44.0,64.0,108.0,43.0,21.0,28.0,11.0,280.0,12.0,22.0,100.0,74.0,18.0,192.0,35.0,227.0,8.0,22.0,12.0,10.0,27.0,6.0,14.0,28.0,3.0,13.0,,4.0,55.0,3.0,17.0,17.0,52.0,7.0,6.0,6.0,174.0,3.0,252.0,24.0,113.0,24.0,27.0,18.0,,9.0,27.0,15.0,,,2.0,211.0,378.0,3.0,18.0,0.39263803680981596,0.423841059602649,0.21428571428571427,0.25,0.2413793103448276,0.2545454545454545,0.6014760147601476,0.6285714285714286,0.65,0.5626911314984709,0.6111111111111112,0.573394495412844,0.6375,0.6413043478260869,0.6676829268292683,0.1712538226299694,,0.07011070110701106,0.07586206896551724,0.07526881720430108,,36.50442477876106,0.4909090909090909,0.5625,0.24183006535947713,0.08527131782945736,0.3333333333333333,0.044444444444444446,0.2871287128712871,0.06439393939393939,0.11235955056179775,0.08620689655172414,0.03773584905660377,0.0392156862745098,0.06060606060606061,0.1650485436893204,0.25,0.3333333333333333,0.34297520661157027,0.29310344827586204,0.06451612903225806,0.5555555555555556,0.4434250764525994,0.7172413793103448,0.7761194029850746,0.4807692307692308,0.28440366972477066,0.46236559139784944,0.5,0.3023255813953488,0.10091743119266056,0.48484848484848486,0.5,0.0625,,,,,0.1712538226299694,0.25,0.25,0.21428571428571427,0.8055555555555556,0.6551724137931034,0.3157894736842105,,0.027777777777777776,0.43119266055045874,0.7446808510638298,,,0.26605504587155965,0.2413793103448276,0.6146788990825688,0.2545454545454545,0.5294663580246912,0.5745538461538462,0.5315613207547172,0.27163461538461536,0.3138888888888889,0.1051693404634581,0.39037433155080214,5.809963099630993,27.401785714285722,0.3220478943022296,,,,33.0,5.0,1.0,,,,,,,,,,,1.0,,,,,0.030303030303030304,0.020833333333333332,1.0,1.0,True,
1628978,1610612749,Donte DiVincenzo,Donte DiVincenzo,1628978,MIL,9528.0,159,8,322,328,121.0,102.0,29.0,650,4.0,8.0,1.0,3.0,1.0,4.0,2.0,6.0,,3.0,1.0,8.0,1.0,,3.0,11.0,28.0,2.0,4.0,11.0,6.0,17.0,12.0,36.0,10.0,58.0,365,1.0,3.0,3.0,2.0,4.0,2.0,8.0,4.0,14.0,4.0,20.0,6.0,6.0,18.0,2.0,27.0,11.0,1.0,,10.0,4.0,14.0,3.0,1.0,8.0,2.0,32.0,8.0,2.0,9.0,7.0,,16.0,10.0,26.0,3.0,5.0,5.0,,4.0,1.0,2.0,3.0,2.0,2.0,,,7.0,,2.0,8.0,11.0,,,,11.0,1.0,11.0,,3.0,2.0,1.0,1.0,,,1.0,,,,,20.0,121.0,,2.0,0.5,0.6,0.5,0.3333333333333333,0.2857142857142857,0.34285714285714286,0.35294117647058826,0.3333333333333333,0.25,0.4528301886792453,0.16666666666666666,0.36363636363636365,0.5,0.2857142857142857,0.4166666666666667,0.6792452830188679,,0.058823529411764705,,0.16666666666666666,,18.207282913165265,0.5714285714285714,,0.09090909090909091,0.028169014084507043,0.1,0.09411764705882353,0.09580838323353294,0.0641025641025641,0.05,0.02702702702702703,,0.11290322580645161,0.043478260869565216,0.06896551724137931,0.125,0.08333333333333333,0.10144927536231885,0.09523809523809523,0.09090909090909091,,0.1509433962264151,0.5,0.5,0.5,0.11320754716981132,0.3333333333333333,0.4,0.5,0.05660377358490566,,,,0.1509433962264151,0.125,0.125,1.0,0.5283018867924528,0.39285714285714285,0.39285714285714285,0.45454545454545453,0.5,0.3333333333333333,,0.16666666666666666,0.3333333333333333,0.18181818181818182,0.25,0.13636363636363635,,0.5,0.36363636363636365,0.8301886792452831,0.4074074074074074,0.5459057692307693,0.6368875,0.5417636363636363,0.07142857142857142,0.15,0.06896551724137931,0.3448275862068966,5.6117647058823525,26.43888888888889,0.37577639751552794,,,,18.0,,1.0,1.0,,,,,,,0.027777777777777776,,,,1.0,,,,,,1.0,,True,
