EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,Fouls,Loose Ball Fouls,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGA,Arc3FGM,FtPoints,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,ShootingFouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3A,PenaltyPoints,Arc3Assists,AtRimAssists,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,SelfORebPct,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyPointsPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,BadPassSteals,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,OffShortMidRangeReboundPct,DefAtRimReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyAtRimFGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,ShortMidRangeAssists,FTOffRebounds,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg3Pct,OffFTReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,SecondChanceArc3PctAssisted,AtRimPctBlocked,OffensiveGoaltends,on,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls,Offensive Fouls Drawn,BlockedShortMidRange,StepOutOfBoundsTurnovers,Travels,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,LongMidRangePctBlocked,DefensiveGoaltends,3SecondViolations,HeaveAttempts,Blocked3s,BlockedArc3,BlockedCorner3,Charge Fouls,BlockedLongMidRange,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked
1626181,1610612757,Norman Powell,Norman Powell,1626181,POR,1014.0,17,-2,30,32,2.0,17,11,62,2.0,3.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,1.0,5.0,10,1.0,4.0,13.0,38,1.0,1.0,1.0,4.0,6.0,3.0,2.0,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,2.0,0.4,0.4,1.0,0.25,0.25,0.5,0.4642857142857143,0.4642857142857143,0.2857142857142857,33.333333333333336,0.5,0.125,0.06666666666666667,1.0,0.21428571428571427,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.5,0.5,1.0,0.35714285714285715,0.4,0.4,0.5,0.14285714285714285,0.5,0.5,1.0,0.14285714285714285,0.5,0.5,0.5165892857142856,0.4367,0.3125,10.96,25.0,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1626204,1610612757,Larry Nance Jr.,Larry Nance Jr.,1626204,POR,929.0,15,10,29,28,3.0,15,9,57,3.0,4.0,1.0,1.0,,,,1.0,2.0,,4.0,5,1.0,3.0,12.0,34,1.0,1.0,,4.0,4.0,3.0,2.0,,,1,4,1.0,1.0,3.0,,1.0,3.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.8,0.6875,0.75,0.375,20.51282051282051,,,0.1111111111111111,,0.5,0.75,0.75,0.125,1.0,1.0,1.0,,,,,0.125,,,,0.25,,0.875,0.579575,0.5472,,3.7,25.0,0.10344827586206896,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,5.0,2.0,3.0,12.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.14285714285714285,0.25,0.18181818181818182,0.16666666666666666,0.25,0.14285714285714285,0.25,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.125,0.2,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1629014,1610612757,Anfernee Simons,Anfernee Simons,1629014,POR,1538.0,26,8,49,51,16.0,35,11,100,,1.0,,2.0,2.0,4.0,,,5.0,1.0,2.0,7,,5.0,6.0,56,2.0,1.0,4.0,2.0,2.0,,5.0,,1.0,2,4,,,5.0,,1.0,16.0,0.5,0.5,,,,0.2857142857142857,0.16666666666666666,0.23076923076923078,0.4166666666666667,26.229508196721312,0.16666666666666666,,0.05263157894736842,,0.08333333333333333,,,0.16666666666666666,,,,0.3333333333333333,0.5,0.5,0.5,,,,,0.4166666666666667,0.3333333333333333,0.5,0.4757833333333334,0.57075,0.4382,14.471428571428572,25.2,0.32653061224489793,,1.0,,,2.0,,,,,1.0,3.0,4.0,,,11.0,2.0,,1.0,2.0,4.0,2.0,,1.0,,,,,,0.1111111111111111,0.11764705882352941,0.07142857142857142,,0.14285714285714285,,0.16666666666666666,,,,,0.3333333333333333,,,,0.07692307692307693,0.125,,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,0.5,0.4,0.4,0.3333333333333333,0.1,0.2,0.2,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1629604,1610612757,CJ Elleby,CJ Elleby,1629604,POR,2120.0,35,11,70,70,30.0,49,13,140,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,5.0,,2.0,4,3.0,6.0,20.0,82,,,1.0,,4.0,9.0,5.0,1.0,1.0,3,6,2.0,1.0,6.0,,5.0,29.0,,,1.0,0.5,0.5,0.5,0.65,0.7692307692307693,0.6,14.942528735632184,0.25,0.14285714285714285,0.08333333333333333,,0.1,1.0,1.0,0.2,0.5,0.5,,0.1,,,,0.1,1.0,1.0,1.0,0.5,,0.7,0.47653,,0.4847,10.275,25.28333333333333,0.42857142857142855,,,,2.0,7.0,,2.0,,2.0,2.0,,2.0,,,4.0,,3.0,1.0,3.0,3.0,7.0,,1.0,1.0,,,1.0,0.125,0.058823529411764705,,0.07692307692307693,0.16666666666666666,,,0.07692307692307693,,0.4,0.4,1.0,,,,0.4,0.16666666666666666,0.2,0.1,,2.0,,3.0,8.0,,2.0,1.0,,,,,,,,8.0,,0.75,0.8,,0.2,,0.5,0.4,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.18181818181818182,0.2,0.25,1.0,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1630787,1610612757,Cameron McGriff,Cameron McGriff,1630787,POR,2758.0,46,8,89,91,32.0,61,22,180,3.0,6.0,,1.0,,1.0,,3.0,3.0,1.0,3.0,8,2.0,6.0,14.0,107,4.0,1.0,5.0,4.0,2.0,,3.0,3.0,,9,15,,,7.0,,2.0,31.0,0.6666666666666666,1.0,,0.3333333333333333,0.3333333333333333,0.375,0.42857142857142855,0.4666666666666667,0.42857142857142855,12.931034482758621,,0.21428571428571427,0.25,,0.42857142857142855,0.5,0.5,0.07142857142857142,,,,0.07142857142857142,,,,0.21428571428571427,,,,0.21428571428571427,0.2,0.8571428571428571,0.597275,0.6053166666666666,0.6082142857142856,4.6625,24.25,0.3595505617977528,2.0,4.0,,2.0,2.0,2.0,7.0,2.0,2.0,1.0,2.0,3.0,,,8.0,3.0,2.0,6.0,6.0,4.0,2.0,,1.0,3.0,0.5,0.7,0.7,0.06451612903225806,0.2727272727272727,0.12,0.08928571428571429,,0.16666666666666666,,0.2777777777777778,0.6666666666666666,0.6666666666666666,0.6666666666666666,,0.8,0.5,,0.6666666666666666,0.06666666666666667,0.1111111111111111,0.5,3.0,1.0,2.0,2.0,7.0,2.0,,,,,,,,,,7.0,0.4,0.5,0.5,,,0.42857142857142855,0.14285714285714285,0.5,,1.0,1.0,,1.0,,,,,,,0.5,,0.2222222222222222,0.14285714285714285,,1.0,,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.25,0.25,1.0,0.5,1.0,0.6666666666666666,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1630314,1610612757,Brandon Williams,Brandon Williams,1630314,POR,705.0,12,20,25,26,18.0,26,3,51,1.0,1.0,1.0,1.0,,1.0,,,,,2.0,3,,,8.0,17,,,3.0,2.0,2.0,,,1.0,,2,2,,,,,5.0,17.0,0.5,0.5,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,20.0,,0.2,0.18181818181818182,,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,,0.3333333333333333,,,,,,,,,,0.3333333333333333,0.5501999999999999,,0.5501999999999999,9.833333333333334,,0.72,,,,,4.0,,,,,2.0,,2.0,,,4.0,,,1.0,,,7.0,1.0,3.0,,,,,,0.16666666666666666,,,,,,0.25,1.0,,,,,,,,0.6,0.6,,1.0,,2.0,,8.0,,2.0,,,,,,,,,7.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.3333333333333333,,1.0,,,,,,4.0,,,,1.0,,,,0.25,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
203081,1610612757,Damian Lillard,Damian Lillard,203081,POR,716.0,12,-6,23,24,8.0,14,9,47,2.0,2.0,,,,,1.0,2.0,5.0,,2.0,2,2.0,7.0,11.0,30,,2.0,,2.0,2.0,6.0,5.0,1.0,,2,2,,,,,3.0,8.0,0.5,0.5,1.0,0.2857142857142857,0.2857142857142857,1.0,0.5555555555555556,0.55,0.7777777777777778,31.25,,0.16666666666666666,0.15384615384615385,,0.2222222222222222,1.0,1.0,,,,,,,,,0.2222222222222222,0.5,0.5,1.0,0.5555555555555556,,1.0,0.5519388888888889,0.56385,0.39112499999999994,1.0,28.0,0.34782608695652173,,,2.0,1.0,1.0,,3.0,,1.0,1.0,1.0,2.0,1.0,,5.0,,,1.0,,,2.0,,,,,0.75,0.75,,0.14285714285714285,,,,,,0.16666666666666666,0.5,0.2,0.2,1.0,,,1.0,0.2,,,0.2727272727272727,,2.0,,2.0,1.0,,1.0,,,,,,,,,1.0,,,0.16666666666666666,,,,1.0,0.09090909090909091,,,,,,1.0,,,,1.0,1.0,,,0.3333333333333333,,,,,,,1.0,,,,,,,,,0.5,,,,,,,,,1.0,0.5,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1629642,1610612757,Nassir Little,Nassir Little,1629642,POR,366.0,6,5,12,12,3.0,4,3,24,1.0,1.0,1.0,1.0,2.0,2.0,,,,,4.0,4,,,8.0,15,1.0,,1.0,2.0,6.0,,,,1.0,1,2,2.0,1.0,,,,3.0,0.25,0.3333333333333333,,,,1.0,1.0,1.0,,26.666666666666668,1.0,,,,0.25,1.0,1.0,0.25,1.0,1.0,,0.5,1.0,1.0,0.5,,,,,,,0.25,0.479725,0.617,0.4601,11.175,,0.25,1.0,1.0,,,,1.0,2.0,2.0,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,0.5,,,0.16666666666666666,0.5,,,,,,,,1.0,1.0,,,,,0.25,,,1.0,,2.0,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,0.25,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1629617,1610612757,Reggie Perry,Reggie Perry,1629617,POR,1315.0,22,-16,41,44,11.0,27,11,85,1.0,1.0,,4.0,1.0,1.0,,1.0,1.0,1.0,2.0,6,1.0,2.0,9.0,61,1.0,1.0,1.0,4.0,,3.0,1.0,,2.0,2,3,,,5.0,,1.0,11.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.4375,0.5,0.25,16.363636363636363,1.0,,,,0.125,1.0,1.0,0.5,,,,0.125,1.0,1.0,1.0,0.125,,,,0.125,0.5,0.375,0.46826875,0.39515,0.667975,8.2,25.85,0.2682926829268293,,,,1.0,2.0,,3.0,,1.0,1.0,,1.0,,,2.0,,1.0,,1.0,2.0,2.0,,1.0,,,0.75,0.75,0.05263157894736842,,,0.03225806451612903,,,,,1.0,1.0,1.0,1.0,,,,1.0,0.1111111111111111,0.14285714285714285,0.3333333333333333,1.0,,1.0,1.0,4.0,,,1.0,,,,,,,,4.0,1.0,0.5,0.6666666666666666,,0.25,0.5,,0.4444444444444444,,1.0,,,,2.0,,,,,,,0.09090909090909091,,0.5,,,,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,1.0,0.16666666666666666,0.25,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,
203463,1610612757,Ben McLemore,Ben McLemore,203463,POR,572.0,10,-6,18,19,2.0,9,4,37,,1.0,,1.0,,1.0,,1.0,3.0,1.0,,3,2.0,4.0,8.0,25,1.0,1.0,,,,6.0,3.0,1.0,,1,2,,,1.0,,1.0,2.0,,,1.0,0.5,0.5,,0.42857142857142855,0.5,0.5714285714285714,33.333333333333336,,0.25,0.1,,0.14285714285714285,,,0.14285714285714285,,,,0.14285714285714285,,,,0.14285714285714285,,,,0.42857142857142855,0.5,0.7142857142857143,0.4822,0.42005,,10.866666666666667,25.674999999999997,0.1111111111111111,,,,2.0,2.0,,2.0,,2.0,,,,,,,1.0,,,1.0,1.0,2.0,,1.0,,,,0.3333333333333333,,,0.25,0.07692307692307693,,,0.5,,,0.6666666666666666,0.6666666666666666,1.0,,,,0.6666666666666666,0.125,0.25,0.25,,,,,2.0,,,,,,,,,,,2.0,,,1.0,,,,,0.25,,,,2.0,,2.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.6666666666666666,1.0,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,
