EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,TsPct,Usage,ShortMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG3M,FG3A,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG2A,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,LongMidRangeAssists,FTDefRebounds,2pt And 1 Free Throw Trips,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,SecondChanceArc3Frequency,PenaltyArc3Frequency,ShortMidRangeFGM,LongMidRangeFGM,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,Corner3Assists,AtRimAssists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyPointsPct,Steals,LostBallSteals,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,OffTwoPtRebounds,SecondChanceTsPct,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceAtRimAccuracy,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SelfOReb,SecondChanceTurnovers,Charge Fouls,BlockedAtRim,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls Drawn,Corner3FGM,PenaltyCorner3FGM,PenaltyFG3M,BadPassSteals,BadPassOutOfBoundsTurnovers,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,on,PenaltyArc3FGM,HeaveMakes,HeaveAttempts,ShortMidRangeAssists,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,OffLongMidRangeReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,StepOutOfBoundsTurnovers,BlockedCorner3,BlockedLongMidRange,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,3SecondViolations,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,FTOffRebounds,Clear Path Fouls,OffFTReboundPct,3pt And 1 Free Throw Trips
1628398,1610612764,Kyle Kuzma,Kyle Kuzma,1628398,WAS,167.0,3,-1.0,5,5,10,1.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,0.5,40.0,1.0,0.4363,0.5,0.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628418,1610612764,Thomas Bryant,Thomas Bryant,1628418,WAS,1081.0,18,3.0,34,37,71,,2.0,,5.0,37.0,1.0,1.0,,,,0.5,13.157894736842104,,0.52862,,,8.8,11.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,8.0,1.0,9.0,2.0,2.0,2.0,2.0,11.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.6,0.35714285714285715,0.5,0.08333333333333333,0.4,0.06666666666666667,0.14285714285714285,0.3,0.6666666666666666,0.5,0.5,1.0,0.2,1.0,1.0,1.0,0.2,0.2,0.4,0.5,0.5,1.0,1.0,0.8,0.5,0.5349,24.066666666666666,0.3235294117647059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630166,1610612764,Deni Avdija,Deni Avdija,1630166,WAS,1176.0,20,,37,36,73,3.0,5.0,1.0,9.0,49.0,,1.0,2.0,1.0,1.0,0.45,23.80952380952381,0.3,0.477525,0.1,0.2,4.34,4.0,2.0,5.0,1.0,2.0,,,,2.0,5.0,1.0,2.0,5.0,1.0,,6.0,5.0,2.0,,1.0,,2.0,,,1.0,2.0,,2.0,2.0,2.0,2.0,1.0,4.0,,,1.0,0.4,0.4,0.2,0.4,0.5,0.125,,,0.08333333333333333,,,0.16666666666666666,,,,0.5,0.2,0.5,0.5,,,,0.5,0.4,0.4,1.0,,0.7,0.4,0.36234999999999995,26.8,0.10810810810810811,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630216,1610612764,Cassius Winston,Cassius Winston,1630216,WAS,2339.0,39,-6.0,78,79,157,2.0,5.0,4.0,14.0,90.0,5.0,9.0,4.0,4.0,1.0,0.5384615384615384,18.6046511627907,0.18181818181818182,0.47878181818181814,0.08333333333333333,0.16666666666666666,10.58,31.0,21.0,8.0,,1.0,2.0,1.0,,2.0,5.0,2.0,2.0,6.0,3.0,2.0,6.0,5.0,2.0,2.0,7.0,1.0,16.0,,1.0,,1.0,,1.0,,,,,31.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.4,0.45454545454545453,0.5454545454545454,,0.07692307692307693,,0.029411764705882353,,,,,0.14285714285714285,,,0.09090909090909091,,,,0.18181818181818182,0.09090909090909091,0.45454545454545453,0.4,0.4,1.0,,0.6363636363636364,0.4,0.44943999999999995,26.083333333333332,0.3974358974358974,,3.0,,2.0,2.0,1.0,5.0,2.0,,,0.2,0.5,,,0.6,1.0,1.0,1.0,4.0,6.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,6.0,1.0,0.5,0.2,0.42857142857142855,1.0,0.5,1.0,0.5,0.5,1.0,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203484,1610612764,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,203484,WAS,98.0,2,1.0,2,3,5,,1.0,,2.0,4.0,,,,,,1.0,50.0,,0.3613,,,14.2,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630264,1610612764,Anthony Gill,Anthony Gill,1630264,WAS,1219.0,20,-10.0,41,41,82,2.0,7.0,6.0,16.0,50.0,2.0,2.0,5.0,8.0,3.0,0.6666666666666666,26.08695652173913,0.25,0.5032687499999999,0.2727272727272727,0.3,3.0714285714285716,20.0,18.0,5.0,4.0,5.0,,1.0,,,,5.0,,1.0,,6.0,,,,,,,,,1.0,2.0,3.0,2.0,5.0,,,,,20.0,0.6,0.6,,,,0.7142857142857143,0.625,0.125,0.25,0.2,,0.23076923076923078,0.09090909090909091,,0.14285714285714285,1.0,0.3333333333333333,,,0.625,0.8,1.0,0.75,,0.125,,,,,,0.75,,0.69235,23.3,0.4878048780487805,,,,2.0,4.0,1.0,,,,,0.14285714285714285,,,,,1.0,,2.0,5.0,9.0,,,,,,,,,1.0,9.0,1.0,1.0,1.0,0.9,,0.5,0.5,,,,0.5625,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.25,0.2,0.18181818181818182,0.25,0.2,1.0,1.0,1.0,0.4604,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629060,1610612764,Rui Hachimura,Rui Hachimura,1629060,WAS,670.0,11,-8.0,22,19,41,1.0,1.0,,3.0,31.0,,,,,,0.5,20.833333333333336,0.3333333333333333,0.45813333333333334,,,6.5,4.0,2.0,2.0,,,,1.0,,1.0,1.0,,1.0,2.0,,,3.0,1.0,1.0,2.0,2.0,2.0,6.0,,1.0,,2.0,,2.0,,,,,4.0,,,1.0,0.5,0.5,,0.5,0.6666666666666666,,1.0,,0.3333333333333333,,,,,1.0,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,0.6666666666666666,1.0,,24.85,0.18181818181818182,,,,,,,,,1.0,,,,0.3333333333333333,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629655,1610612764,Daniel Gafford,Daniel Gafford,1629655,WAS,217.0,4,-5.0,7,7,14,,1.0,,2.0,14.0,,,,,,1.0,14.285714285714285,,0.6172,,,1.6,,1.0,,1.0,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202397,1610612764,Ish Smith,Ish Smith,202397,WAS,599.0,10,2.0,20,19,39,1.0,5.0,,8.0,23.0,2.0,2.0,,,,0.8,21.73913043478261,0.2,0.48078000000000004,,,10.059999999999999,2.0,2.0,3.0,2.0,2.0,2.0,,,,,4.0,,,,2.0,,,,3.0,5.0,3.0,13.0,,1.0,1.0,2.0,1.0,3.0,,,,,2.0,0.25,0.3333333333333333,,,,0.8,0.8,,0.2,0.3333333333333333,,0.25,0.1111111111111111,,0.3333333333333333,,,0.3333333333333333,,0.4,1.0,1.0,,0.4,,,,,,,0.4,,,,0.1,,,,,6.0,,2.0,,,,,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,0.5,0.5,1.0,,,,1.0,,,1.0,,2.0,1.0,1.0,,0.2,1.0,,1.0,,,0.641,0.25,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630557,1610612764,Corey Kispert,Corey Kispert,1630557,WAS,1120.0,19,5.0,35,35,70,2.0,2.0,,5.0,37.0,1.0,2.0,,,,0.35714285714285715,19.51219512195122,0.2857142857142857,0.4626214285714286,,,6.25,10.0,9.0,6.0,,,,,,1.0,5.0,1.0,1.0,5.0,2.0,,3.0,5.0,1.0,,1.0,,2.0,2.0,1.0,,1.0,2.0,3.0,1.0,,1.0,,10.0,,,1.0,0.2,0.2,0.5,0.35714285714285715,0.7142857142857143,,0.16666666666666666,0.2,0.0625,0.1111111111111111,0.125,,,,0.3333333333333333,,,,,,,,0.7142857142857143,0.2,0.25,1.0,,0.7142857142857143,0.2,0.45044999999999996,27.78,0.2857142857142857,1.0,2.0,1.0,,2.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,0.5,0.5,,,,,,,,,,,,3.0,,1.5,,,,,,,,,0.6,1.0,,,,,,,1.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.5,0.25,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
