EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked3s,BlockedCorner3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,AtRimAssists,DefensiveGoaltends,LongMidRangePctBlocked,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,PtsPutbacks,Corner3Assists,FTDefRebounds,Blocked2s,BlockedAtRim,DefFTReboundPct,OffAtRimReboundPct,SecondChanceAtRimAccuracy,SecondChanceFtPoints,PtsUnassisted3s,ShortMidRangeAssists,LostBallSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctAssisted,StepOutOfBoundsTurnovers,FTOffRebounds,Charge Fouls Drawn,OffFTReboundPct,Offensive Fouls,BlockedArc3,BlockedShortMidRange,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffLongMidRangeReboundPct,on,HeaveAttempts,BlockedLongMidRange,Arc3PctBlocked,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Clear Path Fouls
1628539,1610612753,Mychal Mulder,Mychal Mulder,1628539,ORL,11716.0,195.0,-54.0,405.0,404,114.0,94.0,45.0,809,5.0,11.0,2.0,4.0,1.0,7.0,1.0,3.0,4.0,10.0,2.0,2.0,1.0,3.0,9.0,36.0,1.0,3.0,5.0,7.0,7.0,21.0,13.0,46.0,2.0,55.0,453,1.0,1.0,3.0,5.0,11.0,2.0,5.0,6.0,10.0,2.0,24.0,8.0,6.0,39.0,36.0,9.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,9.0,10.0,19.0,2.0,21.0,1.0,4.0,4.0,5.0,1.0,4.0,3.0,1.0,1.0,8.0,2.0,3.0,12.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,24.0,114.0,1.0,0.5714285714285714,0.5714285714285714,1.0,0.2826086956521739,0.6,0.6,0.2826086956521739,0.3333333333333333,1.0,0.4,0.3955223880597014,0.9166666666666666,0.7333333333333333,0.4044117647058823,0.9166666666666666,0.75,0.6865671641791045,0.0217391304347826,0.238095238095238,0.2727272727272727,0.2857142857142857,0.1,16.8141592920354,0.625,0.108695652173913,0.0104166666666666,0.0918367346938775,0.0081967213114754,0.1,0.0091743119266055,0.025,0.0097087378640776,0.025,0.2222222222222222,0.0625,0.0985915492957746,0.074074074074074,0.0256410256410256,1.0,0.1641791044776119,0.4545454545454545,0.625,0.6,0.1044776119402985,0.1428571428571428,0.2,0.044776119402985,0.3333333333333333,0.3333333333333333,1.0,0.1492537313432835,0.4,0.4444444444444444,1.0,0.5373134328358209,0.25,0.25,1.0,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,1.0,0.2666666666666666,0.5,0.2,0.3333333333333333,0.4666666666666667,0.7142857142857143,0.8507462686567164,0.25,0.529368656716418,0.5012700000000001,0.5611733333333333,0.0147058823529411,0.0454545454545454,0.2,0.4363636363636363,5.676190476190476,25.63913043478261,0.2814814814814815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1628964,1610612753,Mo Bamba,Mo Bamba,1628964,ORL,1752.0,29.0,-39.0,60.0,58,9.0,3.0,6.0,118,1.0,2.0,,1.0,,2.0,,2.0,,1.0,,,,1.0,1.0,3.0,,,,,1.0,6.0,1.0,4.0,,5.0,76,,2.0,,,,,1.0,,1.0,,,,2.0,3.0,3.0,1.0,1.0,,1.0,,1.0,,,2.0,,1.0,3.0,2.0,5.0,1.0,6.0,,,,,,,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,9.0,,,,1.0,0.25,,,0.25,0.1666666666666666,,,0.25,,,0.25,,,0.4,,0.1666666666666666,,,,16.417910447761194,,0.1818181818181818,0.0555555555555555,0.1764705882352941,,0.1785714285714285,0.024390243902439,0.1428571428571428,,0.6666666666666666,,,0.2,,,,0.2,0.5,0.5,,0.2,,,0.2,,,,0.1,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,,,0.5,,0.5,,,,0.6,0.3333333333333333,0.4867849999999999,0.5639,0.52,,,,,9.0,26.225,0.15,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1628976,1610612753,Wendell Carter Jr.,Wendell Carter Jr.,1628976,ORL,2737.0,46.0,-40.0,94.0,94,31.0,16.0,10.0,188,7.0,7.0,2.0,2.0,1.0,3.0,1.0,2.0,,,,,,,,7.0,,,,3.0,9.0,12.0,,7.0,2.0,20.0,107,1.0,1.0,,,2.0,2.0,2.0,,3.0,2.0,6.0,12.0,6.0,,7.0,,,,,2.0,2.0,1.0,,6.0,,1.0,8.0,7.0,16.0,1.0,17.0,,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,5.0,2.0,,2.0,1.0,,,2.0,2.0,6.0,31.0,,0.6666666666666666,0.75,,,,,,0.75,1.0,1.0,0.4736842105263157,1.0,0.4,0.5,1.0,0.5,0.3684210526315789,,,,,,20.0,1.0,0.2592592592592592,0.0416666666666666,0.3478260869565217,,0.3,0.0169491525423728,,,0.3333333333333333,0.1818181818181818,0.25,0.2777777777777778,0.6,,1.0,0.3684210526315789,1.0,1.0,0.7142857142857143,0.1578947368421052,0.3333333333333333,0.3333333333333333,0.1052631578947368,0.5,0.5,1.0,,,,,0.3684210526315789,,,,,,,,,,0.4,1.0,,,0.6,,0.7368421052631579,,0.548521052631579,0.6521,0.6033000000000001,0.05,0.0769230769230769,0.1,0.3,5.75,26.17142857142857,0.3297872340425531,1.0,,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.125,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1630181,1610612753,R.J. Hampton,R.J. Hampton,1630181,ORL,7162.0,119.0,-19.0,249.0,248,104.0,86.0,29.0,497,6.0,16.0,4.0,9.0,3.0,8.0,,2.0,,,,,,,8.0,17.0,2.0,2.0,6.0,10.0,9.0,26.0,8.0,17.0,10.0,52.0,282,1.0,4.0,2.0,2.0,9.0,4.0,13.0,6.0,10.0,3.0,29.0,4.0,14.0,15.0,17.0,8.0,5.0,,6.0,18.0,24.0,14.0,1.0,66.0,,2.0,5.0,5.0,10.0,2.0,12.0,1.0,2.0,1.0,5.0,3.0,3.0,4.0,2.0,,9.0,3.0,4.0,6.0,,,13.0,,1.0,18.0,9.0,,,,,29.0,104.0,1.0,0.2222222222222222,0.2222222222222222,0.625,0.4705882352941176,1.0,0.6,0.4705882352941176,0.3461538461538461,0.25,0.3076923076923077,0.4883720930232558,0.6666666666666666,0.5652173913043478,0.51,0.75,0.58,0.3953488372093023,,0.1923076923076923,0.3125,,,21.29963898916968,0.5555555555555556,0.087719298245614,0.0384615384615384,0.0980392156862745,,0.0925925925925925,0.0151515151515151,0.0588235294117647,,0.1052631578947368,0.0769230769230769,0.0833333333333333,0.0789473684210526,0.1538461538461538,0.0476190476190476,,0.3720930232558139,0.375,0.5454545454545454,0.1666666666666666,0.1860465116279069,0.375,0.375,0.0465116279069767,,,,,,,,0.3953488372093023,0.4705882352941176,0.4705882352941176,0.625,,,,0.3333333333333333,1.0,1.0,0.391304347826087,0.4444444444444444,,,0.4347826086956521,0.6,0.7674418604651163,0.4705882352941176,0.510563953488372,0.5358,0.5321347826086956,0.1836734693877551,0.28125,0.173076923076923,0.5576923076923077,4.93076923076923,27.27058823529412,0.4176706827309236,3.0,4.0,,,0.5,1.0,,4.0,,,,,0.0357142857142857,0.3333333333333333,1.0,9.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,
1630532,1610612753,Franz Wagner,Franz Wagner,1630532,ORL,4098.0,68.0,-40.0,141.0,139,25.0,6.0,12.0,280,2.0,6.0,1.0,2.0,6.0,12.0,,1.0,,1.0,,,,1.0,,7.0,,,,2.0,8.0,19.0,,8.0,5.0,21.0,152,1.0,2.0,,,2.0,2.0,4.0,,3.0,,4.0,2.0,14.0,,7.0,,2.0,,7.0,3.0,10.0,3.0,,23.0,1.0,,5.0,7.0,12.0,1.0,13.0,,1.0,,2.0,,1.0,2.0,1.0,,4.0,,1.0,3.0,1.0,1.0,9.0,,,6.0,3.0,,,,,4.0,25.0,,0.125,0.125,,,,,,0.4210526315789473,0.5,0.5,0.2962962962962963,0.5,0.2857142857142857,0.35,0.5,0.2857142857142857,0.2962962962962963,,0.1052631578947368,,0.1666666666666666,,21.93548387096774,0.5,0.21875,,0.1219512195121951,0.025,0.1643835616438356,0.0125,,0.027027027027027,0.2142857142857142,0.25,0.1666666666666666,0.15625,,,,0.2222222222222222,0.3333333333333333,0.3333333333333333,,0.4444444444444444,0.5,0.6,0.037037037037037,,,,0.037037037037037,,,,0.2592592592592592,,,,,,,,,,0.2857142857142857,0.5,0.1428571428571428,,0.2857142857142857,,0.5185185185185185,,0.4868277777777777,,0.5325071428571428,0.1,0.1363636363636363,0.0952380952380952,0.1904761904761904,7.399999999999999,25.7875,0.1773049645390071,,4.0,,,,,,,,,,,,,,,3.0,1.0,,,,,,,0.1666666666666666,1.0,,,,,,,,,,,,,True,,,,,,,
1630591,1610612753,Jalen Suggs,Jalen Suggs,1630591,ORL,1868.0,31.0,-34.0,64.0,62,18.0,6.0,7.0,126,2.0,3.0,,,,1.0,1.0,4.0,,1.0,,,,,,9.0,,1.0,,4.0,3.0,8.0,,10.0,1.0,7.0,79,,,,1.0,,,2.0,,4.0,,,2.0,4.0,,9.0,,1.0,,4.0,,4.0,,,8.0,,1.0,2.0,1.0,3.0,2.0,5.0,1.0,2.0,2.0,2.0,,,,2.0,,2.0,,3.0,6.0,,,3.0,,,3.0,2.0,,,1.0,1.0,,18.0,,0.3333333333333333,0.3333333333333333,,,,,,0.375,,,0.1666666666666666,,,0.1842105263157894,,,0.5555555555555556,,0.125,0.3333333333333333,,,29.166666666666668,1.0,0.0714285714285714,0.0625,0.1176470588235294,,0.0967741935483871,0.024390243902439,0.25,,,0.2,,0.125,,0.0769230769230769,1.0,0.1666666666666666,0.6666666666666666,1.0,,0.0555555555555555,,,0.2222222222222222,0.25,0.25,1.0,0.0555555555555555,,,,0.5,,,,,,,1.0,,,,,,,0.6666666666666666,,0.7222222222222222,,0.4854166666666667,0.5007,0.4241666666666666,0.1052631578947368,0.2222222222222222,,,11.075,27.01,0.28125,,3.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,0.5,,,,,,,,,,True,,,,,,,
1629021,1610612753,Moritz Wagner,Moritz Wagner,1629021,ORL,5302.0,88.0,-12.0,188.0,188,79.0,70.0,23.0,376,9.0,11.0,3.0,4.0,,,,,1.0,3.0,,,1.0,1.0,9.0,20.0,,,5.0,8.0,9.0,11.0,10.0,23.0,13.0,61.0,222,3.0,4.0,,,11.0,3.0,4.0,6.0,9.0,9.0,33.0,8.0,10.0,30.0,20.0,9.0,1.0,,3.0,4.0,7.0,4.0,,18.0,2.0,4.0,7.0,6.0,16.0,6.0,22.0,,1.0,,2.0,,1.0,1.0,1.0,,3.0,1.0,4.0,14.0,,1.0,18.0,4.0,5.0,14.0,5.0,2.0,,4.0,2.0,33.0,79.0,3.0,0.4444444444444444,0.5714285714285714,1.0,0.4347826086956521,,0.6666666666666666,0.4347826086956521,0.8181818181818182,0.75,0.75,0.7058823529411765,0.75,0.9230769230769232,0.7625,0.7857142857142857,0.9705882352941176,0.6764705882352942,,0.0909090909090909,0.0909090909090909,,,20.476190476190474,0.6666666666666666,0.1666666666666666,0.1081081081081081,0.2,0.0344827586206896,0.1830985915492957,0.0631578947368421,,0.0212765957446808,0.2307692307692307,0.1176470588235294,0.1666666666666666,0.2307692307692307,0.1111111111111111,,0.5,0.3235294117647059,0.8181818181818182,0.9,0.4444444444444444,,,,,,,,0.088235294117647,0.3333333333333333,0.3333333333333333,1.0,0.5882352941176471,0.45,0.45,1.0,,,,,,,0.3076923076923077,0.75,0.0769230769230769,1.0,0.6153846153846154,0.625,1.0,0.45,0.5472485294117647,0.609575,0.5051807692307693,0.1351351351351351,0.3571428571428571,0.180327868852459,0.5409836065573771,1.7909090909090912,25.630434782608692,0.4202127659574468,4.0,,,,1.0,3.0,4.0,,3.0,2.0,1.0,0.6,0.1739130434782608,0.75,5.0,,3.0,1.0,,1.0,2.0,,3.0,3.0,,,,,,1.0,2.0,1.0,0.0909090909090909,0.3333333333333333,,,,,True,,,,,,,
1630175,1610612753,Cole Anthony,Cole Anthony,1630175,ORL,529.0,9.0,6.0,22.0,20,16.0,18.0,4.0,42,,,,,,,1.0,2.0,,,,,,,2.0,3.0,,,1.0,2.0,1.0,2.0,2.0,3.0,1.0,9.0,20,,,,,,,,1.0,2.0,1.0,4.0,,2.0,3.0,3.0,2.0,,,,1.0,1.0,1.0,,3.0,,,2.0,,2.0,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,4.0,16.0,,,,0.5,0.6666666666666666,,0.5,0.6666666666666666,0.5,,,0.8,,0.75,0.8,,0.75,0.6,,,,,,23.07692307692308,,,,0.2857142857142857,,0.2222222222222222,,,,,,,0.4,,,,,,,,,,,0.4,0.5,0.5,,,,,,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,1.0,0.5,0.6,0.6666666666666666,0.47035,,0.497325,,,,0.4444444444444444,19.4,25.7,0.7272727272727273,,,,,,,,,,,,,,,,3.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,
203082,1610612753,Terrence Ross,Terrence Ross,203082,ORL,2800.0,47.0,-16.0,94.0,93,20.0,37.0,13.0,187,2.0,2.0,1.0,1.0,2.0,3.0,,1.0,,1.0,,,,,5.0,12.0,,,,3.0,4.0,6.0,5.0,13.0,4.0,27.0,119,,,,,,1.0,2.0,,3.0,,2.0,,8.0,12.0,12.0,5.0,1.0,,4.0,5.0,9.0,4.0,,23.0,1.0,,2.0,5.0,9.0,1.0,10.0,,1.0,,2.0,,2.0,2.0,,1.0,4.0,1.0,1.0,3.0,1.0,1.0,5.0,,,6.0,1.0,,,,,2.0,20.0,1.0,,,0.8,0.3846153846153846,,,0.3846153846153846,0.6666666666666666,,0.5,0.6052631578947368,,0.2,0.6428571428571429,,0.2,0.6842105263157895,,0.1666666666666666,,0.3333333333333333,,23.36448598130841,0.5,0.2272727272727272,,0.0952380952380952,0.0384615384615384,0.1627906976744186,0.0222222222222222,,0.0416666666666666,0.25,0.3,0.125,0.0666666666666666,0.1666666666666666,,,0.1052631578947368,1.0,1.0,,0.1578947368421052,0.6666666666666666,1.0,0.0526315789473684,,,,0.0526315789473684,,,,0.631578947368421,0.4166666666666667,0.4166666666666667,0.8,,,,,,,0.2,1.0,,,0.6,,0.7894736842105263,0.4166666666666667,0.4814526315789474,,0.44802,0.1428571428571428,0.1428571428571428,,0.074074074074074,7.45,26.307692307692307,0.2127659574468085,,4.0,,,,,,1.0,2.0,,,1.0,,,,3.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,2.0,0.1428571428571428,,True,,,,,,,
1629643,1610612753,Chuma Okeke,Chuma Okeke,1629643,ORL,6989.0,116.0,-33.0,239.0,238,61.0,45.0,23.0,477,10.0,16.0,,2.0,2.0,6.0,1.0,3.0,1.0,3.0,,,1.0,1.0,3.0,18.0,,1.0,1.0,4.0,13.0,25.0,4.0,21.0,5.0,43.0,253,1.0,3.0,,1.0,2.0,2.0,5.0,2.0,5.0,1.0,11.0,16.0,10.0,12.0,18.0,3.0,1.0,,4.0,1.0,5.0,,1.0,11.0,2.0,,14.0,7.0,21.0,2.0,23.0,,7.0,4.0,4.0,,4.0,1.0,,1.0,5.0,1.0,2.0,6.0,,,9.0,2.0,,8.0,3.0,,,3.0,1.0,11.0,61.0,,0.6153846153846154,0.6153846153846154,1.0,0.1904761904761904,,0.4,0.1904761904761904,0.52,0.3333333333333333,0.4,0.4130434782608695,0.25,0.5,0.43,0.25,0.4583333333333333,0.4565217391304347,,0.04,0.0625,,,20.912547528517116,0.8,0.1206896551724138,,0.2413793103448276,0.0285714285714285,0.1810344827586207,0.0158730158730158,,0.0327868852459016,0.1153846153846153,0.0952380952380952,0.1818181818181818,0.2682926829268293,0.1764705882352941,,0.3333333333333333,0.3478260869565217,0.625,0.6666666666666666,0.7,0.1304347826086956,0.3333333333333333,0.3333333333333333,0.0652173913043478,0.3333333333333333,0.3333333333333333,,0.0652173913043478,0.3333333333333333,0.3333333333333333,1.0,0.391304347826087,0.1666666666666666,0.1666666666666666,1.0,,,,0.25,,,0.2,,0.1,1.0,0.4,0.25,0.8043478260869565,0.1666666666666666,0.5294130434782608,0.6038250000000001,0.47253,0.0612244897959183,0.1071428571428571,0.0465116279069767,0.2558139534883721,5.74,25.823809523809523,0.2552301255230125,3.0,3.0,,,0.75,1.0,,1.0,,3.0,1.0,,,0.3333333333333333,,,,3.0,,2.0,,,1.0,1.0,0.5,,,,,,,2.0,,1.0,,,,,True,,,,,,,
