EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,PtsAssisted2s,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,BadPassSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,ShootingFouls,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,StepOutOfBoundsTurnovers,Clear Path Fouls,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,LongMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends,on,Corner3PctBlocked
1626159,1610612746,Justise Winslow,Justise Winslow,1626159,LAC,2156.0,36,-14,78,82,11.0,18.0,8.0,160,1.0,2.0,1.0,1.0,1.0,3.0,2.0,5.0,4.0,97,2.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,10.0,0.4,0.6666666666666666,0.5,0.4,0.6666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.2,0.5,11.627906976744185,0.25,0.08333333333333333,0.15,0.06666666666666667,0.08823529411764706,0.16666666666666666,0.2,0.09090909090909091,0.5,0.5,0.3333333333333333,0.4,0.5,1.0,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4,0.46658,0.4777,0.39545,1.0,0.5,5.34,0.14102564102564102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627826,1610612746,Ivica Zubac,Ivica Zubac,1627826,LAC,61501.0,1025,-125,2065,2058,255.0,264.0,202.0,4123,132.0,190.0,38.0,69.0,47.0,107.0,179.0,300.0,442.0,2378,44.0,78.0,102.0,15.0,31.0,51.0,100.0,66.0,28.0,39.0,30.0,69.0,20.0,17.0,168.0,85.0,139.0,252.0,125.0,377.0,11.0,21.0,4.0,35.0,4.0,15.0,27.0,62.0,9.0,111.0,8.0,111.0,114.0,10.0,36.0,24.0,11.0,38.0,26.0,2.0,49.0,254.0,0.5966666666666667,0.5641025641025641,0.4838709677419355,0.5966666666666667,0.5641025641025641,0.4838709677419355,0.6260623229461756,0.5666666666666667,0.5543478260869565,0.09333333333333334,0.08947368421052632,18.051326663766858,0.5645161290322581,0.2495511669658887,0.14358108108108109,0.22937625754527163,0.1232741617357002,0.17197452229299362,0.172,0.23715415019762845,0.26495726495726496,0.11827956989247312,0.6842105263157895,0.6333333333333333,0.6947368421052632,0.7630057803468208,0.3566666666666667,0.4392523364485981,0.4895833333333333,0.8846153846153846,0.5507246376811594,0.6333333333333333,0.5463396666666667,0.5823633333333333,0.5279258064516128,0.23076923076923078,0.11538461538461539,3.456666666666666,0.1234866828087167,10.0,18.0,3.0,84.0,14.0,21.0,258.0,10.0,13.0,9.0,40.0,89.0,24.0,17.0,4.0,20.0,4.0,9.0,77.0,1.0,5.0,1.0,14.0,1.0,8.0,51.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,8.0,0.7206703910614525,0.8835616438356164,0.102803738317757,0.5333333333333333,0.2036613272311213,0.0947867298578199,0.08108108108108109,0.10185185185185185,0.07142857142857142,0.25668449197860965,0.2046783625730994,0.2,0.7045454545454546,0.7659574468085106,0.01,0.05263157894736842,0.5806451612903226,0.5555555555555556,0.14868804664723032,0.14868804664723032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628379,1610612746,Luke Kennard,Luke Kennard,1628379,LAC,23962.0,399,-21,821,792,250.0,224.0,75.0,1613,3.0,8.0,,1.0,6.0,16.0,14.0,38.0,137.0,898,1.0,4.0,6.0,3.0,6.0,30.0,8.0,,3.0,17.0,17.0,34.0,9.0,12.0,85.0,1.0,17.0,34.0,3.0,37.0,,11.0,1.0,5.0,1.0,5.0,3.0,8.0,2.0,25.0,1.0,12.0,19.0,2.0,,,,,,,28.0,240.0,0.3684210526315789,0.25,0.5,0.555045871559633,0.14285714285714285,0.6428571428571429,0.5964912280701754,0.3333333333333333,0.6590909090909091,0.07894736842105263,0.25,13.35540838852097,0.625,0.07423580786026202,0.005128205128205128,0.082687338501292,0.0075,,0.013513513513513514,0.057692307692307696,0.08823529411764706,,,0.07339449541284404,0.375,0.5,0.14678899082568808,0.375,0.4,0.14285714285714285,,0.7247706422018348,0.5078013761467889,0.507725,0.5005976190476191,0.043795620437956206,0.21897810218978103,11.228947368421053,0.30450669914738127,,,14.0,16.0,4.0,3.0,20.0,8.0,4.0,1.0,2.0,15.0,2.0,10.0,,,1.0,,12.0,,3.0,,,1.0,2.0,3.0,,,,,,,,,0.7142857142857143,0.7142857142857143,0.0625,0.1,0.0949367088607595,0.00975609756097561,,0.012422360248447204,,0.08791208791208792,0.09302325581395349,0.10344827586206896,0.6666666666666666,0.8333333333333334,0.12844036697247707,,,,0.05357142857142857,0.07692307692307693,5.0,8.0,16.0,1.0,3.0,23.0,55.0,3.0,6.0,12.0,31.0,71.0,3.0,7.0,15.0,87.0,6.0,55.0,23.0,1.0,3.0,3.0,0.9354838709677419,0.43661971830985913,0.4666666666666667,0.43661971830985913,0.6513761467889908,0.35714285714285715,0.35714285714285715,0.6,0.14678899082568808,0.5,0.5,1.0,0.5045871559633027,0.41818181818181815,0.41818181818181815,0.9130434782608695,0.42857142857142855,0.14285714285714285,0.3333333333333333,0.5714285714285714,0.5,0.41818181818181815,0.0410958904109589,25.640845070422532,,,,,,,,,,,,,,,,,,,,,True,
201587,1610612746,Nicolas Batum,Nicolas Batum,201587,LAC,87750.0,1462,-128,2982,2969,523.0,535.0,285.0,5951,41.0,52.0,5.0,8.0,16.0,28.0,71.0,117.0,491.0,3334,9.0,19.0,35.0,20.0,23.0,95.0,24.0,6.0,5.0,64.0,36.0,100.0,22.0,36.0,236.0,14.0,115.0,225.0,29.0,254.0,1.0,58.0,12.0,21.0,9.0,20.0,19.0,40.0,6.0,80.0,2.0,44.0,38.0,,35.0,23.0,12.0,42.0,22.0,4.0,95.0,503.0,0.6068376068376068,0.47368421052631576,0.8695652173913043,0.6020671834625323,0.4230769230769231,0.6351351351351351,0.6122194513715711,0.4375,0.6333333333333333,0.042735042735042736,0.07692307692307693,13.307181653590826,0.525,0.14041514041514042,0.01694915254237288,0.15027700831024932,0.019727891156462583,0.02631578947368421,0.015197568389057751,0.12054794520547946,0.14906832298136646,0.005050505050505051,0.5238095238095238,0.1343669250645995,0.7884615384615384,0.8541666666666666,0.07235142118863049,0.5714285714285714,0.5925925925925926,0.20512820512820512,0.625,0.8320413436692506,0.54693811369509,0.5430653846153846,0.5439418918918919,0.07128309572301425,0.1934826883910387,8.92222222222222,0.17538564721663313,16.0,17.0,37.0,25.0,2.0,1.0,118.0,14.0,17.0,11.0,15.0,102.0,8.0,46.0,1.0,1.0,4.0,2.0,27.0,,3.0,4.0,6.0,7.0,4.0,12.0,7.0,5.0,2.0,,,,10.0,,0.8309859154929577,0.8676470588235294,0.03571428571428571,0.12307692307692308,0.1632,0.023291925465838508,0.011152416356877323,0.026422764227642278,0.013157894736842105,0.16040955631399317,0.15778688524590165,0.18248175182481752,0.8292682926829268,0.875,0.09560723514211886,0.4,0.22972972972972974,0.9411764705882353,0.04488778054862843,0.096,14.0,44.0,90.0,6.0,15.0,64.0,180.0,13.0,12.0,36.0,108.0,270.0,20.0,18.0,51.0,315.0,9.0,180.0,64.0,,,6.0,0.9722222222222222,0.4,0.35294117647058826,0.4,0.6976744186046512,0.3783783783783784,0.3783783783783784,0.7857142857142857,0.23255813953488372,0.4888888888888889,0.4888888888888889,1.0,0.46511627906976744,0.35555555555555557,0.3575418994413408,0.953125,0.3333333333333333,0.20270270270270271,0.4,0.4864864864864865,0.3333333333333333,0.35555555555555557,0.021739130434782608,25.086666666666662,2.0,7.0,3.0,5.0,1.0,2.0,1.0,0.25,0.003703703703703704,0.005555555555555556,0.1794871794871795,0.2857142857142857,1.0,0.23076923076923078,1.0,,,,,,True,
202339,1610612746,Eric Bledsoe,Eric Bledsoe,202339,LAC,27119.0,452,-52,936,933,170.0,155.0,97.0,1869,32.0,55.0,2.0,2.0,18.0,30.0,58.0,115.0,183.0,1012,2.0,4.0,7.0,14.0,28.0,41.0,94.0,2.0,5.0,41.0,31.0,72.0,23.0,23.0,175.0,5.0,25.0,52.0,7.0,59.0,4.0,23.0,8.0,24.0,6.0,17.0,15.0,39.0,5.0,27.0,2.0,52.0,37.0,4.0,8.0,6.0,2.0,9.0,4.0,,40.0,166.0,0.5043478260869565,0.5,0.5,0.4403409090909091,0.4375,0.3974358974358974,0.48412698412698413,0.4375,0.47674418604651164,0.043478260869565216,0.05454545454545454,21.839080459770116,0.6153846153846154,0.1037344398340249,0.02066115702479339,0.11403508771929824,0.014767932489451477,0.038461538461538464,0.011904761904761904,0.10576923076923077,0.09090909090909091,0.04081632653061224,0.4444444444444444,0.3125,0.5818181818181818,0.6153846153846154,0.17045454545454544,0.6,0.6206896551724138,0.25,1.0,0.6590909090909091,0.515,0.46476249999999997,0.5129578947368421,0.03825136612021858,0.22404371584699453,8.01304347826087,0.18162393162393162,10.0,15.0,30.0,28.0,,10.0,22.0,8.0,13.0,5.0,2.0,27.0,,15.0,1.0,7.0,2.0,2.0,9.0,4.0,4.0,2.0,2.0,7.0,11.0,20.0,1.0,,1.0,,,1.0,,2.0,0.1896551724137931,0.19298245614035087,0.03333333333333333,,0.12558139534883722,0.008620689655172414,0.0125,0.01098901098901099,,0.10752688172043011,0.14792899408284024,0.043478260869565216,0.15625,0.2222222222222222,0.17045454545454544,,0.38461538461538464,0.6666666666666666,0.10810810810810811,0.16129032258064516,8.0,4.0,9.0,,1.0,9.0,52.0,4.0,1.0,10.0,13.0,61.0,4.0,1.0,11.0,39.0,,51.0,9.0,,,,1.0,0.21311475409836064,0.09090909090909091,0.21666666666666667,0.3465909090909091,0.26666666666666666,0.27586206896551724,0.25,0.05113636363636364,0.4444444444444444,0.4444444444444444,1.0,0.29545454545454547,0.17307692307692307,0.17307692307692307,1.0,0.5,0.02564102564102564,,0.2564102564102564,0.1,0.17647058823529413,,26.265573770491805,,,1.0,1.0,,,1.0,0.25,,,,,,0.25,1.0,1.0,0.03333333333333333,,,,True,
1628392,1610612746,Isaiah Hartenstein,Isaiah Hartenstein,1628392,LAC,11329.0,189,7,386,383,108.0,108.0,35.0,769,27.0,34.0,6.0,8.0,5.0,14.0,32.0,48.0,95.0,419,6.0,8.0,12.0,8.0,14.0,29.0,16.0,6.0,,8.0,9.0,17.0,6.0,4.0,43.0,5.0,11.0,25.0,12.0,37.0,,10.0,4.0,6.0,3.0,5.0,11.0,17.0,5.0,30.0,2.0,25.0,27.0,3.0,12.0,6.0,6.0,12.0,5.0,1.0,29.0,108.0,0.6666666666666666,0.75,0.5714285714285714,0.7156862745098039,0.75,0.6333333333333333,0.753968253968254,0.75,0.6904761904761905,,,18.735362997658083,0.35294117647058826,0.088,0.05434782608695652,0.11386138613861387,0.0670391061452514,,0.12121212121212122,0.12244897959183673,0.043478260869565216,,0.4166666666666667,0.6666666666666666,0.7941176470588235,0.7941176470588235,0.27450980392156865,0.35714285714285715,0.35714285714285715,1.0,0.75,0.7254901960784313,0.5634166666666667,0.5838,0.53908,0.12631578947368421,0.30526315789473685,3.7062499999999994,0.27979274611398963,7.0,10.0,,22.0,,10.0,48.0,3.0,2.0,2.0,7.0,12.0,2.0,6.0,2.0,1.0,2.0,2.0,17.0,1.0,4.0,1.0,3.0,1.0,3.0,12.0,,,,,1.0,1.0,2.0,3.0,0.75,0.8275862068965517,,0.2857142857142857,0.15584415584415584,0.08045977011494253,0.03125,0.07462686567164178,0.1,0.07547169811320754,0.13333333333333333,0.23529411764705882,0.7777777777777778,0.6,,0.3333333333333333,0.6666666666666666,0.7,0.2,0.21052631578947367,,1.0,1.0,1.0,1.0,2.0,2.0,,,,3.0,3.0,,1.0,1.0,9.0,,2.0,2.0,,,,1.0,1.0,1.0,1.0,0.058823529411764705,,,,0.0196078431372549,1.0,1.0,1.0,0.0392156862745098,1.0,1.0,1.0,,0.06666666666666667,1.0,,,1.0,,25.8,,,,,,,,,,,,,,,,,,,,,True,
1629599,1610612746,Amir Coffey,Amir Coffey,1629599,LAC,30080.0,501,-167,1005,1022,169.0,224.0,95.0,2027,22.0,31.0,5.0,5.0,11.0,28.0,36.0,69.0,185.0,1231,7.0,7.0,29.0,8.0,10.0,31.0,32.0,2.0,9.0,17.0,23.0,40.0,15.0,7.0,103.0,2.0,24.0,48.0,8.0,56.0,2.0,10.0,1.0,8.0,1.0,3.0,5.0,13.0,1.0,29.0,,27.0,27.0,1.0,3.0,1.0,2.0,3.0,3.0,,29.0,162.0,0.5217391304347826,1.0,0.8,0.5912408759124088,1.0,0.5434782608695652,0.6292517006802721,1.0357142857142858,0.5961538461538461,0.13043478260869565,0.0967741935483871,14.375561545372864,0.6153846153846154,0.0851063829787234,0.00684931506849315,0.09850107066381156,0.015594541910331383,,,0.08270676691729323,0.08771929824561403,0.03333333333333333,1.0,0.22627737226277372,0.7096774193548387,0.7857142857142857,0.20437956204379562,0.39285714285714285,0.5,0.38461538461538464,1.0,0.7226277372262774,0.5268863970588236,0.5342875,0.5103022727272727,0.15675675675675677,0.16756756756756758,6.918840579710144,0.1681592039800995,4.0,5.0,10.0,23.0,3.0,6.0,40.0,8.0,7.0,3.0,6.0,22.0,2.0,9.0,1.0,5.0,2.0,1.0,11.0,,,2.0,,4.0,4.0,13.0,,,,,,,4.0,,0.5555555555555556,0.5714285714285714,0.21428571428571427,0.08333333333333333,0.11891891891891893,0.027149321266968326,0.021505376344086023,0.022988505747126436,0.0425531914893617,0.08695652173913043,0.08759124087591241,0.20833333333333334,0.5909090909090909,0.5454545454545454,0.072992700729927,0.4,0.21739130434782608,0.8,0.0958904109589041,0.16666666666666666,3.0,10.0,23.0,,2.0,20.0,45.0,3.0,3.0,11.0,30.0,68.0,6.0,3.0,13.0,81.0,9.0,44.0,20.0,1.0,,1.0,0.9,0.4411764705882353,0.23076923076923078,0.44776119402985076,0.49635036496350365,0.3,0.3,0.3333333333333333,0.1678832116788321,0.43478260869565216,0.43478260869565216,1.0,0.3284671532846715,0.4444444444444444,0.4444444444444444,0.85,0.23076923076923078,0.08695652173913043,,0.4782608695652174,0.2727272727272727,0.45454545454545453,0.014705882352941176,25.408823529411762,3.0,3.0,1.0,4.0,,,,0.6666666666666666,,,0.23076923076923078,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,True,
1629611,1610612746,Terance Mann,Terance Mann,1629611,LAC,40394.0,673,28,1367,1362,311.0,255.0,140.0,2729,37.0,67.0,5.0,9.0,23.0,55.0,68.0,150.0,236.0,1456,7.0,15.0,22.0,16.0,29.0,58.0,60.0,10.0,18.0,28.0,31.0,59.0,24.0,19.0,149.0,19.0,51.0,92.0,28.0,120.0,2.0,15.0,6.0,14.0,2.0,5.0,14.0,28.0,6.0,47.0,5.0,45.0,47.0,5.0,7.0,4.0,3.0,7.0,7.0,,58.0,297.0,0.4533333333333333,0.4666666666666667,0.5517241379310345,0.471563981042654,0.4473684210526316,0.5340909090909091,0.5086206896551724,0.5,0.5576923076923077,0.12,0.14925373134328357,16.927083333333336,0.5,0.13421052631578947,0.047619047619047616,0.136431784107946,0.03941605839416058,0.07142857142857142,0.05194805194805195,0.12422360248447205,0.13924050632911392,0.02,1.0,0.3175355450236967,0.5522388059701493,0.6491228070175439,0.26066350710900477,0.41818181818181815,0.48936170212765956,0.47368421052631576,0.5555555555555556,0.6066350710900474,0.5112641148325359,0.5713833333333334,0.5091345238095238,0.09322033898305085,0.2457627118644068,7.228000000000001,0.22750548646671542,8.0,13.0,28.0,37.0,5.0,11.0,76.0,7.0,7.0,2.0,8.0,40.0,1.0,9.0,3.0,9.0,,,12.0,3.0,1.0,,3.0,3.0,5.0,21.0,,,,,,,4.0,5.0,0.5588235294117647,0.6031746031746031,0.14545454545454545,0.038461538461538464,0.13937282229965156,0.027972027972027972,0.022556390977443608,0.0330188679245283,0.013513513513513514,0.14285714285714285,0.1415525114155251,0.1323529411764706,0.5945945945945946,0.6086956521739131,0.13270142180094788,0.2,0.29545454545454547,0.6153846153846154,0.09251101321585903,0.12650602409638553,8.0,7.0,24.0,1.0,3.0,14.0,37.0,1.0,4.0,12.0,21.0,61.0,4.0,5.0,15.0,48.0,15.0,36.0,14.0,,,,0.7619047619047619,0.3442622950819672,0.3333333333333333,0.35,0.2890995260663507,0.2857142857142857,0.2857142857142857,0.25,0.11374407582938388,0.2916666666666667,0.2916666666666667,1.0,0.17535545023696683,0.3783783783783784,0.3783783783783784,0.6428571428571429,0.05263157894736842,0.06818181818181818,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.3888888888888889,,25.35901639344262,1.0,3.0,,1.0,,1.0,,0.25,,,0.15789473684210525,0.3333333333333333,1.0,,,1.0,,1.0,0.03225806451612903,,True,
202704,1610612746,Reggie Jackson,Reggie Jackson,202704,LAC,66198.0,1103,-58,2260,2245,344.0,353.0,209.0,4505,69.0,115.0,4.0,7.0,45.0,120.0,143.0,345.0,597.0,2531,7.0,21.0,26.0,25.0,46.0,106.0,226.0,4.0,19.0,107.0,71.0,178.0,47.0,61.0,427.0,14.0,43.0,89.0,22.0,111.0,11.0,27.0,9.0,55.0,14.0,39.0,26.0,81.0,10.0,67.0,3.0,88.0,89.0,15.0,3.0,2.0,1.0,3.0,2.0,,90.0,325.0,0.4144927536231884,0.3333333333333333,0.5434782608695652,0.4423407917383821,0.27380952380952384,0.43023255813953487,0.477491961414791,0.29069767441860467,0.5048076923076923,0.05507246376811594,0.09565217391304348,28.03030303030303,0.6790123456790124,0.07142857142857142,0.022364217252396165,0.08118081180811808,0.019038984587488667,0.03488372093023256,0.023622047244094488,0.0599250936329588,0.06666666666666667,0.032640949554896145,0.6666666666666666,0.19793459552495696,0.6,0.6634615384615384,0.20654044750430292,0.375,0.39823008849557523,0.16666666666666666,0.5714285714285714,0.6041308089500861,0.5002248709122206,0.514962,0.5057906976744184,0.04355108877721943,0.17755443886097153,9.339710144927535,0.15221238938053097,18.0,23.0,110.0,83.0,3.0,32.0,60.0,24.0,33.0,13.0,7.0,45.0,1.0,18.0,5.0,16.0,,5.0,30.0,2.0,2.0,4.0,2.0,3.0,4.0,30.0,,,,,,1.0,6.0,6.0,0.2097902097902098,0.2127659574468085,0.058333333333333334,0.02040816326530612,0.09336099585062241,0.014675052410901468,0.01,0.013812154696132596,0.017391304347826087,0.08837209302325581,0.0851063829787234,0.12264150943396226,0.2898550724637681,0.17777777777777778,0.18932874354561102,0.5,0.26744186046511625,0.782608695652174,0.04942339373970346,0.08086253369272237,29.0,17.0,52.0,1.0,7.0,59.0,184.0,15.0,7.0,33.0,76.0,236.0,21.0,8.0,40.0,129.0,99.0,184.0,59.0,,3.0,,0.5657894736842105,0.3220338983050847,0.2,0.3220338983050847,0.40619621342512907,0.2636363636363636,0.26605504587155965,0.06896551724137931,0.08950086058519793,0.3269230769230769,0.3269230769230769,0.8235294117647058,0.31669535283993117,0.32065217391304346,0.3224043715846995,0.4915254237288136,0.35714285714285715,0.08139534883720931,0.14285714285714285,0.38372093023255816,0.21212121212121213,0.32065217391304346,,25.83813559322034,1.0,6.0,2.0,3.0,1.0,2.0,1.0,0.14285714285714285,0.00423728813559322,0.005434782608695652,0.14285714285714285,0.16666666666666666,,0.13333333333333333,0.5,,0.00909090909090909,1.0,0.034482758620689655,,True,
1630527,1610612746,Brandon Boston Jr.,Brandon Boston Jr.,1630527,LAC,4616.0,77,-40,160,162,40.0,25.0,18.0,322,7.0,13.0,2.0,4.0,1.0,10.0,12.0,38.0,31.0,160,2.0,7.0,4.0,2.0,6.0,6.0,16.0,4.0,5.0,3.0,,3.0,,1.0,6.0,4.0,5.0,10.0,5.0,15.0,3.0,5.0,1.0,2.0,1.0,,3.0,5.0,1.0,2.0,,3.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,,6.0,40.0,0.3157894736842105,0.2857142857142857,0.3333333333333333,0.3,0.2857142857142857,0.25,0.32978723404255317,0.2857142857142857,0.3333333333333333,0.13157894736842105,,28.57142857142857,0.4,0.08928571428571429,0.057971014492753624,0.12195121951219512,0.050505050505050504,0.06666666666666667,0.11538461538461539,0.125,0.07692307692307693,0.1111111111111111,0.5,0.28888888888888886,0.5384615384615384,0.5384615384615384,0.2222222222222222,0.1,0.2,0.5714285714285714,0.5,0.4444444444444444,0.4849655555555555,0.50046,0.4638875,0.12903225806451613,0.1935483870967742,9.41842105263158,0.25,,2.0,15.0,4.0,,2.0,8.0,,2.0,,1.0,5.0,,4.0,,2.0,2.0,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,0.3333333333333333,0.4,0.5,,0.19230769230769232,0.03333333333333333,,,0.1111111111111111,0.05263157894736842,0.17391304347826086,0.3333333333333333,0.2857142857142857,1.0,0.3333333333333333,,0.25,,0.021739130434782608,0.02564102564102564,4.0,,3.0,,,1.0,4.0,,,2.0,1.0,7.0,,,2.0,3.0,,4.0,1.0,,,,1.0,0.14285714285714285,,0.14285714285714285,0.15555555555555556,0.26666666666666666,0.26666666666666666,0.25,0.06666666666666667,,,,0.08888888888888889,0.25,0.25,1.0,,,,0.25,,0.25,,25.228571428571428,,,,,,,,,,,,,,,,,,,,,True,
