EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeAssists,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Clear Path Fouls,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Charge Fouls Drawn,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceCorner3FGA,PenaltyCorner3FGM,FTOffRebounds,Charge Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,HeaveAttempts,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,BlockedCorner3,DefensiveGoaltends,on,3SecondViolations
1626159,1610612757,Justise Winslow,Justise Winslow,1626159,POR,7799.0,130,-17,274,270,81,63,38,544,10.0,18.0,3.0,7.0,4.0,7.0,1.0,3.0,2.0,7.0,1.0,6.0,3.0,3.0,10.0,1.0,1.0,1.0,13.0,28.0,4.0,16.0,8.0,46.0,311,3.0,7.0,1.0,1.0,3.0,12.0,5.0,10.0,4.0,7.0,17.0,20.0,6.0,12.0,4.0,10.0,3.0,4.0,12.0,6.0,18.0,5.0,1.0,11.0,1.0,42.0,6.0,6.0,15.0,6.0,1.0,22,12,34,2.0,9.0,5.0,4.0,4.0,2.0,1.0,3.0,3.0,7.0,2.0,2.0,6,1.0,10.0,2.0,11.0,1.0,6.0,3.0,3.0,3.0,3.0,17.0,78,0.7692307692307693,0.9090909090909091,1.0,0.25,1.0,0.25,0.4642857142857143,0.42857142857142855,0.5,0.4318181818181818,0.5625,0.35714285714285715,0.46938775510204084,0.6666666666666666,0.5,0.36363636363636365,0.14285714285714285,0.2222222222222222,17.665615141955836,0.5714285714285714,0.125,0.10344827586206896,0.09090909090909091,0.2542372881355932,0.08,0.1794871794871795,0.0851063829787234,0.06451612903225806,0.18181818181818182,0.07017543859649122,0.1111111111111111,0.09375,0.125,0.1,0.2564102564102564,0.25,0.08695652173913043,1.0,0.4090909090909091,0.5555555555555556,0.7142857142857143,0.7,0.06818181818181818,0.3333333333333333,0.3333333333333333,1.0,0.1590909090909091,0.2857142857142857,0.2857142857142857,1.0,0.13636363636363635,0.16666666666666666,0.16666666666666666,1.0,0.22727272727272727,0.3,0.3,1.0,0.875,0.42857142857142855,0.3333333333333333,0.125,1.0,1.0,0.5,0.5714285714285714,0.21428571428571427,0.07142857142857142,0.7727272727272727,0.3,0.5696431818181819,0.6340399999999999,0.5799250000000001,0.12244897959183673,0.18181818181818182,0.2608695652173913,0.3695652173913043,5.82857142857143,24.856250000000003,0.2956204379562044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627739,1610612757,Kris Dunn,Kris Dunn,1627739,POR,11863.0,198,-21,408,403,121,165,38,811,10.0,19.0,1.0,1.0,2.0,3.0,14.0,29.0,1.0,5.0,,,,1.0,7.0,,,2.0,25.0,53.0,1.0,7.0,15.0,68.0,465,1.0,3.0,,,,2.0,8.0,18.0,2.0,6.0,22.0,4.0,46.0,3.0,2.0,7.0,1.0,7.0,27.0,21.0,48.0,16.0,5.0,21.0,3.0,117.0,1.0,2.0,18.0,7.0,,25,3,28,2.0,13.0,5.0,8.0,13.0,1.0,7.0,3.0,6.0,16.0,7.0,9.0,21,1.0,14.0,,16.0,2.0,8.0,3.0,,3.0,2.0,22.0,120,0.08,0.08333333333333333,1.0,0.14285714285714285,,0.14285714285714285,0.4716981132075472,0.3333333333333333,0.4444444444444444,0.44166666666666665,0.3333333333333333,0.4,0.5074626865671642,0.3333333333333333,0.4782608695652174,0.11666666666666667,0.1320754716981132,0.15789473684210525,18.36283185840708,0.8125,,0.08641975308641975,0.023809523809523808,0.18556701030927836,0.010638297872340425,0.1404494382022472,0.016853932584269662,0.06896551724137931,,,0.05263157894736842,0.03571428571428571,0.11904761904761904,0.09090909090909091,0.1643835616438356,0.25,0.08333333333333333,0.6666666666666666,0.31666666666666665,0.5263157894736842,0.625,0.1,0.48333333333333334,0.4827586206896552,0.56,,0.08333333333333333,0.2,0.2,1.0,,,,,0.11666666666666667,0.14285714285714285,0.14285714285714285,1.0,0.3333333333333333,1.0,,,,,0.15,0.6666666666666666,,0.1,0.43333333333333335,0.14285714285714285,0.48216000000000003,0.51605,0.4586125,0.12121212121212122,0.13559322033898305,0.029411764705882353,0.3235294117647059,6.481132075471697,26.299999999999994,0.2965686274509804,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.13793103448275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628404,1610612757,Josh Hart,Josh Hart,1628404,POR,7093.0,118,-12,255,256,83,101,25,511,18.0,22.0,,1.0,6.0,8.0,3.0,7.0,,1.0,,2.0,,7.0,23.0,,,9.0,21.0,30.0,7.0,25.0,17.0,80.0,290,,1.0,,,2.0,2.0,8.0,12.0,9.0,7.0,35.0,20.0,22.0,9.0,,23.0,7.0,4.0,12.0,7.0,19.0,4.0,3.0,7.0,2.0,45.0,3.0,3.0,9.0,8.0,2.0,19,6,25,1.0,5.0,4.0,1.0,8.0,3.0,5.0,7.0,3.0,15.0,3.0,3.0,10,,20.0,1.0,21.0,5.0,13.0,1.0,,1.0,1.0,35.0,82,0.47619047619047616,0.47619047619047616,0.42857142857142855,0.28,,0.28,0.7,,0.6666666666666666,0.5727272727272728,,0.6666666666666666,0.6349206349206349,0.5,0.7291666666666666,0.45454545454545453,0.13333333333333333,0.09090909090909091,27.56183745583039,0.5333333333333333,0.25,0.19047619047619047,0.058823529411764705,0.1875,0.04225352112676056,0.18888888888888888,0.04918032786885246,0.043478260869565216,0.1,0.017857142857142856,0.13333333333333333,0.35714285714285715,0.15,,0.19444444444444445,0.16666666666666666,0.045454545454545456,1.0,0.4,0.8181818181818182,0.9,0.4444444444444444,0.12727272727272726,0.42857142857142855,0.6,0.6666666666666666,0.01818181818181818,,,,0.03636363636363636,,,,0.41818181818181815,0.30434782608695654,0.30434782608695654,0.42857142857142855,1.0,,,,,,0.38095238095238093,0.75,,0.42857142857142855,0.8545454545454545,0.30434782608695654,0.5631963636363636,0.6782,0.53705,0.20634920634920634,0.34210526315789475,0.025,0.4375,3.543333333333334,25.763999999999996,0.3254901960784314,3.0,1.0,2.0,,,1.0,3.0,,0.2857142857142857,4.0,4.0,12.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1630570,1610612757,Trendon Watford,Trendon Watford,1630570,POR,26739.0,446,-185,930,931,270,329,90,1861,47.0,60.0,13.0,16.0,9.0,13.0,18.0,40.0,2.0,5.0,1.0,6.0,2.0,3.0,5.0,,,1.0,67.0,105.0,4.0,11.0,28.0,174.0,1131,14.0,18.0,,2.0,,28.0,12.0,22.0,3.0,9.0,39.0,78.0,56.0,12.0,20.0,5.0,3.0,9.0,22.0,26.0,48.0,18.0,8.0,14.0,4.0,122.0,11.0,14.0,39.0,30.0,11.0,80,26,106,2.0,17.0,9.0,8.0,6.0,2.0,4.0,15.0,2.0,21.0,5.0,41.0,75,10.0,36.0,1.0,39.0,5.0,20.0,10.0,7.0,11.0,4.0,39.0,269,0.582089552238806,0.6842105263157895,1.0,0.36363636363636365,,0.36363636363636365,0.638095238095238,0.7777777777777778,0.5454545454545454,0.6293103448275862,0.7,0.6,0.6541353383458647,0.7,0.6290322580645161,0.09482758620689655,0.08571428571428572,0.06666666666666667,14.936954413191076,0.2857142857142857,0.3235294117647059,0.17543859649122806,0.06363636363636363,0.1848341232227488,0.04932735426008968,0.1806282722513089,0.056433408577878104,0.05952380952380952,0.07142857142857142,0.047337278106508875,0.05555555555555555,0.16666666666666666,0.1724137931034483,0.20689655172413793,0.19736842105263158,0.15254237288135594,0.05555555555555555,0.36363636363636365,0.5172413793103449,0.7833333333333333,0.8392857142857143,0.574468085106383,0.3448275862068966,0.45,0.5142857142857142,0.6111111111111112,0.04310344827586207,0.4,0.4,0.5,0.05172413793103448,0.16666666666666666,0.16666666666666666,1.0,0.04310344827586207,0.6,0.6,1.0,0.8,0.8125,0.07692307692307693,,,,0.52,0.6923076923076923,0.08,0.04,0.6120689655172413,0.6,0.538868103448276,0.6026900000000001,0.4886740000000001,0.15267175572519084,0.16666666666666666,0.16091954022988506,0.22413793103448276,5.127619047619047,24.081818181818186,0.2903225806451613,4.0,,1.0,,2.0,2.0,5.0,2.0,0.125,1.0,2.0,,,2.0,3.0,1.0,0.6666666666666666,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.027777777777777776,0.057692307692307696,0.1,0.5,,,,,,,,,,,,,,,,,True,
203463,1610612757,Ben McLemore,Ben McLemore,203463,POR,77093.0,1285,-352,2632,2626,709,877,283,5258,39.0,57.0,2.0,3.0,12.0,16.0,2.0,11.0,24.0,54.0,70.0,140.0,38.0,81.0,277.0,10.0,25.0,70.0,65.0,122.0,151.0,417.0,72.0,655.0,3101,6.0,10.0,17.0,46.0,5.0,68.0,18.0,30.0,108.0,32.0,173.0,110.0,20.0,438.0,2.0,275.0,81.0,12.0,31.0,28.0,59.0,18.0,10.0,23.0,8.0,146.0,8.0,4.0,48.0,33.0,10.0,91,12,103,1.0,38.0,29.0,9.0,37.0,4.0,21.0,18.0,16.0,55.0,13.0,62.0,103,2.0,87.0,8.0,88.0,4.0,20.0,10.0,4.0,10.0,5.0,172.0,702,0.8461538461538461,0.859375,0.9668874172185431,0.36211031175059955,0.3695652173913043,0.363855421686747,0.5327868852459017,0.6,0.6,0.5408163265306123,0.5625,0.5108695652173914,0.5679442508710801,0.576271186440678,0.5512820512820513,0.7736549165120594,0.09836065573770492,0.08771929824561403,21.266508635286147,0.6727272727272727,0.11235955056179775,0.061224489795918366,0.006482982171799027,0.07973421926910298,0.01188707280832095,0.07099035933391762,0.009302325581395349,0.012145748987854251,0.00423728813559322,0.013592233009708738,0.006329113924050633,0.04716981132075472,0.043859649122807015,0.13131313131313133,0.08505747126436781,0.0658682634730539,0.003355704697986577,0.5,0.10575139146567718,0.6842105263157895,0.75,0.8717948717948718,0.02040816326530612,0.18181818181818182,0.2857142857142857,,0.10018552875695733,0.4444444444444444,0.47058823529411764,0.875,0.2597402597402597,0.5,0.5035971223021583,0.9857142857142858,0.5139146567717996,0.2924187725631769,0.30111524163568776,0.9506172839506173,0.05357142857142857,0.6666666666666666,0.5,0.44642857142857145,0.4,0.9,0.11594202898550725,0.75,0.2753623188405797,0.5072463768115942,0.8794063079777366,0.29454545454545455,0.5412401303538177,0.5306638888888889,0.5380437956204381,0.05150976909413854,0.14492753623188406,0.10381679389312977,0.2641221374045801,10.154918032786885,25.344124700239824,0.2693768996960486,,4.0,3.0,,11.0,6.0,12.0,9.0,0.36363636363636365,18.0,35.0,15.0,1.0,7.0,6.0,1.0,0.32407407407407407,0.2571428571428571,21.0,17.0,,,1.0,,,,,,,0.375,0.4473684210526316,7.0,2.0,9.0,1.0,6.0,9.0,0.02158273381294964,0.05555555555555555,0.007142857142857143,0.02888086642599278,0.3333333333333333,1.0,0.021176470588235293,,,,True,
1629234,1610612757,Drew Eubanks,Drew Eubanks,1629234,POR,14180.0,236,-65,477,473,133,192,61,950,25.0,31.0,12.0,16.0,7.0,9.0,22.0,30.0,3.0,4.0,,1.0,,1.0,4.0,1.0,1.0,,50.0,65.0,1.0,5.0,15.0,118.0,595,12.0,17.0,1.0,1.0,4.0,31.0,14.0,17.0,,5.0,33.0,78.0,22.0,3.0,14.0,4.0,1.0,2.0,10.0,5.0,15.0,4.0,1.0,6.0,1.0,35.0,12.0,14.0,24.0,15.0,8.0,47,26,73,1.0,5.0,2.0,3.0,3.0,2.0,,9.0,3.0,12.0,1.0,10.0,22,3.0,20.0,,19.0,2.0,9.0,4.0,1.0,4.0,4.0,33.0,132,0.78,0.9069767441860465,1.0,0.2,1.0,0.2,0.7692307692307693,0.7058823529411765,0.8235294117647058,0.7357142857142858,0.75,0.8235294117647058,0.7468354430379747,0.775,0.825,0.07142857142857142,0.03076923076923077,0.06451612903225806,16.483516483516485,0.25,0.4,0.16483516483516483,0.1308411214953271,0.2727272727272727,0.0975609756097561,0.21787709497206703,0.11304347826086956,0.1891891891891892,0.10416666666666667,0.08695652173913043,0.12903225806451613,0.125,0.13636363636363635,0.3333333333333333,0.2898550724637681,0.21052631578947367,0.058823529411764705,1.0,0.44285714285714284,0.8064516129032258,0.8620689655172413,0.68,0.42857142857142855,0.7333333333333333,0.7333333333333333,0.8636363636363636,0.05714285714285714,0.75,0.75,1.0,0.014285714285714285,,,,0.05714285714285714,0.25,0.25,1.0,0.8888888888888888,0.75,0.3333333333333333,0.05555555555555555,1.0,1.0,0.5294117647058824,0.7777777777777778,,,0.5142857142857142,0.25,0.5239057142857142,0.6057416666666666,0.5143470588235294,0.11688311688311688,0.125,0.2627118644067797,0.2796610169491525,5.236923076923077,24.900000000000002,0.27882599580712786,3.0,,,,2.0,3.0,2.0,1.0,,,,,1.0,2.0,2.0,3.0,,,,,,,3.0,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,1.0,,,True,
1630553,1610612757,Keon Johnson,Keon Johnson,1630553,POR,11851.0,198,-112,398,390,115,185,48,788,12.0,24.0,2.0,5.0,4.0,8.0,3.0,20.0,,5.0,1.0,5.0,,10.0,31.0,3.0,6.0,9.0,15.0,49.0,11.0,36.0,8.0,71.0,517,3.0,7.0,3.0,7.0,,15.0,4.0,14.0,9.0,4.0,18.0,8.0,22.0,12.0,2.0,31.0,10.0,9.0,17.0,12.0,29.0,10.0,2.0,10.0,4.0,70.0,7.0,6.0,8.0,5.0,,13,13,26,1.0,7.0,4.0,3.0,8.0,,7.0,3.0,1.0,11.0,2.0,11.0,20,,12.0,,9.0,1.0,3.0,1.0,1.0,1.0,,18.0,114,0.26666666666666666,0.2857142857142857,0.36363636363636365,0.3055555555555556,0.42857142857142855,0.3055555555555556,0.30612244897959184,0.42857142857142855,0.2857142857142857,0.37058823529411766,0.5357142857142857,0.30434782608695654,0.398876404494382,0.5357142857142857,0.36,0.4235294117647059,0.1836734693877551,0.16666666666666666,22.123893805309738,0.7272727272727273,,0.07142857142857142,0.05555555555555555,0.09302325581395349,0.07291666666666667,0.08333333333333333,0.06372549019607843,0.02857142857142857,0.07547169811320754,0.08974358974358974,,0.043478260869565216,0.11428571428571428,,0.1016949152542373,0.07407407407407407,0.022222222222222223,,0.2823529411764706,0.5,0.6,0.3333333333333333,0.23529411764705882,0.15,0.1875,,0.058823529411764705,,,,0.058823529411764705,0.2,0.2,,0.36470588235294116,0.3225806451612903,0.3448275862068966,0.4,0.35714285714285715,0.4,0.5,0.42857142857142855,0.5,,0.34782608695652173,0.5,,0.391304347826087,0.7058823529411765,0.3225806451612903,0.5010088235294119,0.49515,0.45714565217391306,0.034482758620689655,0.058823529411764705,0.2112676056338028,0.2535211267605634,5.687755102040816,25.613888888888887,0.2889447236180904,3.0,,,1.0,2.0,,4.0,2.0,0.2,2.0,2.0,21.0,2.0,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,1.0,,,,1.0,,,,,,0.05,0.07142857142857142,,,,2.0,,,,0.05555555555555555,0.2,,0.06451612903225806,,,,,,,True,
1629604,1610612757,CJ Elleby,CJ Elleby,1629604,POR,24214.0,404,-133,823,819,193,252,98,1642,24.0,44.0,4.0,9.0,4.0,9.0,4.0,17.0,2.0,6.0,6.0,18.0,3.0,5.0,20.0,1.0,2.0,7.0,30.0,67.0,11.0,38.0,27.0,120.0,971,5.0,16.0,1.0,3.0,4.0,17.0,5.0,14.0,10.0,3.0,22.0,34.0,26.0,33.0,8.0,19.0,5.0,4.0,22.0,8.0,30.0,5.0,3.0,19.0,2.0,68.0,14.0,12.0,30.0,28.0,8.0,66,26,92,5.0,8.0,3.0,5.0,11.0,,8.0,3.0,3.0,14.0,3.0,18.0,34,1.0,29.0,2.0,34.0,4.0,15.0,4.0,2.0,5.0,3.0,22.0,191,0.5666666666666667,0.6538461538461539,1.0,0.2894736842105263,0.3333333333333333,0.2972972972972973,0.44776119402985076,0.3125,0.35714285714285715,0.44285714285714284,0.34210526315789475,0.3958333333333333,0.5042016806722689,0.40476190476190477,0.4230769230769231,0.3619047619047619,0.05970149253731343,0.045454545454545456,14.27038626609442,0.7857142857142857,0.3076923076923077,0.17391304347826086,0.06030150753768844,0.15789473684210525,0.06511627906976744,0.16524216524216523,0.06280193236714976,0.0684931506849315,0.07142857142857142,0.05,0.10909090909090909,0.1323529411764706,0.20634920634920634,0.2,0.1323529411764706,0.2222222222222222,0.08620689655172414,0.6,0.41904761904761906,0.5454545454545454,0.5714285714285714,0.5416666666666666,0.1619047619047619,0.23529411764705882,0.26666666666666666,0.5,0.05714285714285714,0.3333333333333333,0.3333333333333333,1.0,0.17142857142857143,0.3333333333333333,0.3333333333333333,1.0,0.19047619047619047,0.25,0.25,1.0,0.47368421052631576,0.4444444444444444,,0.10526315789473684,0.5,1.0,0.375,0.4444444444444444,0.125,0.2916666666666667,0.780952380952381,0.2631578947368421,0.5520918269230768,0.5034722222222222,0.5226608695652174,0.1440677966101695,0.19230769230769232,0.14166666666666666,0.18333333333333332,4.811940298507462,24.94210526315789,0.2345078979343864,1.0,,2.0,,1.0,2.0,6.0,1.0,0.11764705882352941,2.0,3.0,,1.0,,3.0,,0.3,0.2857142857142857,1.0,1.0,,,4.0,1.0,,,,,0.023809523809523808,0.05263157894736842,0.3333333333333333,,1.0,,,,2.0,,,,,,,0.05,,1.0,,True,
1630314,1610612757,Brandon Williams,Brandon Williams,1630314,POR,14051.0,234,-119,481,479,138,222,59,960,19.0,33.0,1.0,1.0,4.0,9.0,11.0,27.0,2.0,11.0,3.0,9.0,1.0,6.0,25.0,,3.0,10.0,32.0,71.0,9.0,34.0,21.0,112.0,613,3.0,3.0,,5.0,2.0,8.0,12.0,29.0,11.0,11.0,41.0,16.0,48.0,15.0,2.0,22.0,6.0,10.0,19.0,18.0,37.0,12.0,6.0,9.0,9.0,92.0,3.0,2.0,14.0,4.0,2.0,20,5,25,,5.0,4.0,1.0,13.0,5.0,10.0,8.0,3.0,21.0,6.0,11.0,20,1.0,25.0,3.0,31.0,2.0,11.0,2.0,1.0,3.0,1.0,37.0,136,0.25,0.25806451612903225,0.5555555555555556,0.2647058823529412,,0.2903225806451613,0.4507042253521127,1.0,0.41379310344827586,0.43333333333333335,0.375,0.375,0.47058823529411764,0.4444444444444444,0.45555555555555555,0.3238095238095238,0.14084507042253522,0.09090909090909091,25.36231884057971,0.6190476190476191,0.09090909090909091,0.0449438202247191,0.017094017094017096,0.12389380530973451,0.022222222222222223,0.0891089108910891,0.01984126984126984,,0.022222222222222223,0.03125,,0.08571428571428572,,0.06666666666666667,0.14772727272727273,0.04,,0.3333333333333333,0.3142857142857143,0.5757575757575758,0.6333333333333333,0.3157894736842105,0.2571428571428571,0.4074074074074074,0.5238095238095238,0.09090909090909091,0.10476190476190476,0.18181818181818182,0.2,0.5,0.08571428571428572,0.3333333333333333,0.3333333333333333,1.0,0.23809523809523808,0.24,0.24,0.3333333333333333,0.125,1.0,,0.375,,,0.225,0.4444444444444444,0.025,0.25,0.638095238095238,0.2727272727272727,0.49223186274509817,0.4359916666666666,0.42488513513513515,0.10434782608695652,0.1375,0.07142857142857142,0.36607142857142855,6.525352112676057,27.499999999999996,0.2869022869022869,1.0,,1.0,,4.0,1.0,4.0,2.0,0.2222222222222222,1.0,2.0,12.0,,,1.0,,0.18181818181818182,0.1,2.0,1.0,,,,1.0,,,,,0.043478260869565216,0.25,1.0,,3.0,,,,1.0,,0.09090909090909091,,,,,0.02857142857142857,,1.0,,True,
1628372,1610612757,Dennis Smith Jr.,Dennis Smith Jr.,1628372,POR,18387.0,306,-79,627,621,160,195,67,1248,27.0,54.0,1.0,4.0,4.0,10.0,9.0,23.0,4.0,11.0,,1.0,,2.0,12.0,,,2.0,40.0,88.0,2.0,13.0,22.0,108.0,709,2.0,9.0,,,2.0,6.0,8.0,18.0,2.0,8.0,24.0,28.0,52.0,3.0,2.0,12.0,2.0,11.0,32.0,36.0,68.0,21.0,15.0,17.0,8.0,172.0,7.0,6.0,23.0,10.0,1.0,34,13,47,2.0,17.0,8.0,9.0,15.0,5.0,11.0,11.0,4.0,26.0,8.0,7.0,24,,27.0,1.0,37.0,6.0,16.0,6.0,2.0,6.0,1.0,24.0,159,0.35,0.358974358974359,0.5,0.15384615384615385,,0.15384615384615385,0.45454545454545453,0.2222222222222222,0.4444444444444444,0.42574257425742573,0.2222222222222222,0.4,0.46551724137931033,0.2727272727272727,0.46153846153846156,0.12871287128712872,0.125,0.18518518518518517,20.170454545454547,0.5769230769230769,0.058823529411764705,0.09009009009009009,0.037037037037037035,0.14465408805031446,0.04516129032258064,0.12222222222222222,0.04100946372239748,0.028985507246376812,0.06779661016949153,0.04424778761061947,0.047619047619047616,0.10869565217391304,0.07894736842105263,0.07407407407407407,0.14655172413793102,0.13953488372093023,0.043478260869565216,0.16666666666666666,0.5346534653465347,0.5,0.6136363636363636,0.4074074074074074,0.22772277227722773,0.391304347826087,0.4090909090909091,0.2222222222222222,0.10891089108910891,0.36363636363636365,0.36363636363636365,0.25,0.009900990099009901,,,,0.1188118811881188,0.16666666666666666,0.16666666666666666,0.5,0.4444444444444444,0.25,,,,,0.5,0.4,,0.1,0.6633663366336634,0.16666666666666666,0.4922722772277227,0.55555,0.4358025,0.15178571428571427,0.16326530612244897,0.05555555555555555,0.2222222222222222,5.643181818181818,25.946153846153848,0.2551834130781499,7.0,2.0,1.0,,4.0,4.0,6.0,3.0,0.043478260869565216,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.07142857142857142,,,,True,
