EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG2A,PtsUnassisted3s,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceFG2A,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ShortMidRangeAssists,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,OffCorner3ReboundPct,DefCorner3ReboundPct,PenaltyFG2M,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChancePoints,SecondChanceTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,2pt And 1 Free Throw Trips,PenaltyAtRimFGM,PenaltyAtRimAccuracy,SecondChanceFtPoints,BlockedShortMidRange,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,Charge Fouls,SecondChanceFg2Pct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,LongMidRangePctBlocked,on,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,Fg3aBlocked,Travels,Clear Path Fouls,3pt And 1 Free Throw Trips,DefensiveGoaltends,3SecondViolations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,HeaveAttempts,BlockedLongMidRange,FTOffRebounds,OffFTReboundPct,BlockedCorner3,OffensiveGoaltends
1626147,1610612739,Justin Anderson,Justin Anderson,1626147,CLE,1446.0,24,19.0,51,50,15.0,28.0,6,101,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,11.0,59,1.0,2.0,2.0,1.0,7.0,4.0,6.0,4.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,7.0,15.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.8333333333333334,1.5,0.7857142857142857,1.1666666666666667,0.6666666666666666,11.864406779661017,0.3333333333333333,0.13333333333333333,0.09523809523809523,0.16666666666666666,0.25,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,1.0,0.8333333333333334,0.5,0.5479916666666665,0.47257499999999997,0.14285714285714285,0.3333333333333333,0.6363636363636364,10.55,27.075000000000003,0.29411764705882354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1627756,1610612739,Denzel Valentine,Denzel Valentine,1627756,CLE,3692.0,62,-10.0,126,127,42.0,74.0,8,253,,,,,2.0,5.0,,,1.0,,3.0,7.0,12.0,,21.0,155,2.0,1.0,2.0,,3.0,,18.0,5.0,2.0,4.0,4.0,3.0,12.0,3.0,,6.0,9.0,1.0,,,2.0,,,,,3.0,42.0,1.0,,,0.8571428571428571,0.5833333333333334,0.5,0.5833333333333334,,0.7,0.5,0.7,0.5,0.8,13.13868613138686,,0.09375,0.1276595744680851,0.2,0.125,,,,,,,,,0.3333333333333333,0.4,0.4,1.0,,0.3333333333333333,,0.8,0.4,0.5060633333333333,0.48455,,,0.14285714285714285,10.700000000000001,24.50833333333333,0.3333333333333333,3.0,5.0,7.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,0.05555555555555555,0.2,0.07407407407407407,0.06666666666666667,0.125,0.1,0.23076923076923078,0.125,0.2,0.4666666666666667,0.7142857142857143,0.7142857142857143,0.8,1.0,0.3333333333333333,1.0,0.4821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1628374,1610612739,Lauri Markkanen,Lauri Markkanen,1628374,CLE,3872.0,65,-30.0,126,125,14.0,,10,251,3.0,9.0,,1.0,2.0,5.0,,,,6.0,16.0,2.0,5.0,2.0,20.0,173,,,,,,10.0,6.0,5.0,2.0,2.0,5.0,2.0,12.0,4.0,1.0,8.0,11.0,,,5.0,9.0,1.0,3.0,2.0,1.0,,12.0,,0.8333333333333334,0.8333333333333334,1.0,0.4,,0.4,0.375,0.42857142857142855,,0.45454545454545453,,0.23809523809523808,18.84057971014493,0.25,0.12903225806451613,0.125,0.1111111111111111,,0.42857142857142855,0.3333333333333333,0.5,1.0,0.047619047619047616,,,,0.23809523809523808,0.4,0.4,1.0,,,,0.6666666666666666,0.4,0.5198452380952381,0.5098,0.045454545454545456,0.058823529411764705,,4.793749999999999,27.68,0.1111111111111111,6.0,,,,,,2.0,,,1.0,2.0,3.0,3.0,,,4.0,,4.0,4.0,1.0,1.0,0.058823529411764705,0.12,0.041666666666666664,0.05172413793103448,0.043478260869565216,0.05,0.14285714285714285,,0.2857142857142857,,,,,,,,0.48095,2.0,1.0,3.0,2.0,2.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,0.3125,0.3333333333333333,0.3333333333333333,0.125,0.2222222222222222,0.5,0.5,0.75,0.6666666666666666,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629731,1610612739,Dean Wade,Dean Wade,1629731,CLE,3061.0,51,-20.0,106,106,31.0,48.0,12,212,1.0,3.0,,,4.0,6.0,,3.0,4.0,3.0,6.0,4.0,10.0,,18.0,119,,3.0,5.0,,9.0,2.0,12.0,6.0,4.0,2.0,3.0,1.0,8.0,7.0,3.0,14.0,15.0,1.0,,3.0,3.0,,,,,9.0,31.0,,0.3333333333333333,0.3333333333333333,1.0,0.4,0.6,0.4,0.5,0.5625,0.75,0.5625,0.75,0.625,14.166666666666668,0.6,0.25925925925925924,0.2619047619047619,0.2222222222222222,0.4,0.1875,0.3333333333333333,0.5,1.0,,,,,0.375,0.6666666666666666,0.6666666666666666,1.0,,0.6666666666666666,0.75,0.8125,0.6666666666666666,0.529459375,0.5029583333333333,,,0.5,5.533333333333332,25.26,0.29245283018867924,3.0,,4.0,,,1.0,1.0,,1.0,1.0,,4.0,1.0,,1.0,,,,1.0,,,,0.26666666666666666,0.03125,0.017241379310344827,,,0.1,,0.1875,0.25,,,,,0.16666666666666666,,,,1.0,2.0,,4.0,1.0,1.0,,,,,,,0.16666666666666666,0.3333333333333333,,,0.23076923076923078,,0.6666666666666666,0.6666666666666666,,,0.16666666666666666,1.0,1.0,1.0,0.14285714285714285,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1630698,1610612739,Kevin Pangos,Kevin Pangos,1630698,CLE,9960.0,166,-35.0,339,335,100.0,113.0,30,674,3.0,5.0,1.0,2.0,6.0,25.0,4.0,1.0,5.0,9.0,20.0,6.0,26.0,3.0,39.0,398,5.0,1.0,5.0,3.0,8.0,2.0,6.0,25.0,6.0,10.0,30.0,7.0,70.0,8.0,,9.0,11.0,3.0,2.0,5.0,11.0,,10.0,4.0,,6.0,98.0,,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.23076923076923078,0.2,0.23076923076923078,0.45,0.391304347826087,0.22727272727272727,0.40625,0.3076923076923077,0.5652173913043478,14.666666666666666,,0.09411764705882353,0.06382978723404255,0.11428571428571428,0.11764705882352941,0.10869565217391304,0.6,0.6,,0.043478260869565216,0.5,0.5,,0.5434782608695652,0.24,0.24,0.3333333333333333,0.8,0.45454545454545453,0.2,0.6739130434782609,0.24,0.4997717391304347,0.3972727272727273,,,0.20512820512820512,7.2700000000000005,25.792307692307695,0.2949852507374631,13.0,,1.0,1.0,,,6.0,12.0,3.0,2.0,,1.0,2.0,,1.0,4.0,3.0,1.0,7.0,2.0,0.5714285714285714,,0.017857142857142856,0.028169014084507043,0.013513513513513514,,0.03636363636363636,0.022222222222222223,,0.2826086956521739,0.021739130434782608,,,,0.2,,,0.7104,,,5.0,,16.0,1.0,20.0,6.0,,,,,,0.05,,0.07692307692307693,,0.06060606060606061,,0.38461538461538464,0.4166666666666667,0.2,,,12.0,,3.0,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
201567,1610612739,Kevin Love,Kevin Love,201567,CLE,3883.0,65,-9.0,137,134,44.0,24.0,12,271,1.0,2.0,1.0,3.0,10.0,20.0,2.0,3.0,6.0,3.0,10.0,11.0,22.0,17.0,56.0,159,2.0,3.0,6.0,7.0,16.0,4.0,27.0,20.0,10.0,2.0,9.0,1.0,20.0,12.0,1.0,20.0,22.0,3.0,1.0,2.0,3.0,,11.0,20.0,4.0,16.0,42.0,,0.6666666666666666,0.6666666666666666,0.8181818181818182,0.5,0.5,0.5,0.3,0.609375,0.5625,0.6707317073170732,0.6666666666666666,0.6875,28.289473684210527,0.3333333333333333,0.34285714285714286,0.31666666666666665,0.3333333333333333,0.42857142857142855,0.0625,0.5,1.0,1.0,0.09375,0.3333333333333333,0.3333333333333333,1.0,0.625,0.5,0.5,0.8,0.6666666666666666,0.75,0.5,0.75,0.5,0.48674531249999997,0.3981125,0.13513513513513514,0.2857142857142857,0.2857142857142857,10.900000000000002,27.11818181818182,0.32116788321167883,5.0,1.0,2.0,,,,2.0,6.0,1.0,1.0,1.0,7.0,2.0,,2.0,2.0,2.0,,2.0,,1.0,0.02631578947368421,0.28,0.038461538461538464,0.03125,,0.05263157894736842,0.21052631578947367,,0.15625,0.0625,0.5,0.5,1.0,,,,0.35201666666666664,,,1.0,1.0,2.0,1.0,7.0,2.0,,1.0,1.0,1.0,,0.1,0.5,,0.0625,0.3076923076923077,,0.2,0.2,,,,5.0,,,,0.5,,,,,,1.0,4.0,4.0,,1.0,1.0,3.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.043478260869565216,0.05357142857142857,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1628436,1610612739,Luke Kornet,Luke Kornet,1628436,CLE,495.0,8,16.0,22,19,8.0,12.0,3,41,1.0,2.0,,,,1.0,,,,1.0,2.0,,1.0,2.0,4.0,19,,,,1.0,1.0,2.0,,1.0,,1.0,1.0,1.0,3.0,,,,1.0,,,,,,2.0,3.0,1.0,1.0,8.0,,1.0,1.0,,,,,0.5,0.3333333333333333,,0.5,0.5,0.3333333333333333,16.0,,,,,,0.6666666666666666,0.5,1.0,1.0,,,,,0.3333333333333333,,,,,,,1.0,,0.5916666666666667,,0.3333333333333333,0.5,0.25,1.85,27.4,0.36363636363636365,,,,,,,,,,,1.0,,1.0,,,,,,,,,0.25,,,0.125,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,0.5,,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629636,1610612739,Darius Garland,Darius Garland,1629636,CLE,635.0,11,18.0,23,21,13.0,10.0,2,44,1.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,2.0,2.0,3.0,4.0,7.0,,16.0,17,1.0,1.0,2.0,,5.0,2.0,9.0,7.0,4.0,,1.0,,2.0,,,,,1.0,,,,,,,,5.0,13.0,,0.5,0.5,0.75,0.5714285714285714,0.5,0.5714285714285714,0.6666666666666666,0.8,0.625,0.8,0.625,0.7,39.285714285714285,,,,,,0.1,1.0,1.0,1.0,0.1,1.0,1.0,,0.7,0.5714285714285714,0.5714285714285714,0.75,1.0,0.5,0.5,0.8,0.5714285714285714,0.550755,0.594075,,,0.3125,7.566666666666667,28.771428571428572,0.5652173913043478,1.0,,,,,,2.0,3.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,0.1,,,,,,,,,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,0.25,,,,,,1.0,,,,,,,,0.5,1.0,1.0,3.0,,,,1.0,1.5,1.5,1.0,1.0,,0.1875,,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629605,1610612739,Tacko Fall,Tacko Fall,1629605,CLE,1295.0,22,5.0,44,43,10.0,25.0,5,87,3.0,4.0,,,,,,,,3.0,6.0,,,1.0,7.0,49,,,,,,4.0,,,,1.0,2.0,1.0,5.0,3.0,1.0,5.0,8.0,,,2.0,2.0,,2.0,3.0,2.0,,10.0,,0.6666666666666666,0.6666666666666666,,,,,0.5,0.5,,0.5,,,15.384615384615383,0.3333333333333333,0.2727272727272727,0.2222222222222222,,0.3333333333333333,0.6666666666666666,0.75,0.75,0.6666666666666666,,,,,,,,,,,,0.6666666666666666,,0.6281500000000001,,0.2857142857142857,0.2857142857142857,,3.116666666666667,,0.22727272727272727,2.0,,,,,,,,,3.0,,1.0,3.0,,,1.0,,1.0,1.0,,1.0,,0.14285714285714285,0.23076923076923078,0.14285714285714285,,0.375,,,0.3333333333333333,,,,,,,,,,,,,2.0,1.0,1.0,,,4.0,3.0,4.0,2.0,0.16666666666666666,,0.5,,0.4,0.5,,,,,,1.0,,,,0.5,,,,,,,,,,,,1.0,,,,,,0.5,,,,0.14285714285714285,1.0,,,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1630612,1610612739,RJ Nembhard Jr.,RJ Nembhard Jr.,1630612,CLE,908.0,15,9.0,32,31,16.0,16.0,4,63,1.0,1.0,,1.0,,,,,,1.0,3.0,,,,2.0,21,,,,,2.0,2.0,,,,2.0,6.0,1.0,14.0,,,2.0,2.0,,,1.0,1.0,,1.0,,,2.0,16.0,,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,,13.88888888888889,,,0.11764705882352941,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,0.37903333333333333,0.4196,,,1.0,8.0,,0.5,1.0,,,,,,1.0,,1.0,,,2.0,,,,,,,2.0,2.0,,,0.3333333333333333,,,,,0.2,,0.3333333333333333,,,,,,,,,,1.0,,,,1.0,4.0,,,,,,,0.3333333333333333,,1.0,,,,,,,,1.0,4.0,1.0,2.0,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
