EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,FtPoints,SecondChanceFG3A,PenaltyFtPoints,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,NonShootingFoulsDrawn,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,SecondChanceCorner3Frequency,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,Corner3Assists,OffTwoPtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,OffAtRimReboundPct,SecondChanceFtPoints,SelfOReb,LostBallSteals,Offensive Fouls,SelfORebPct,LongMidRangeFGM,PtsUnassisted3s,Offensive Fouls Drawn,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3FGA,DefLongMidRangeReboundPct,SecondChanceArc3Frequency,on,LongMidRangeAssists,Charge Fouls Drawn,LongMidRangePctAssisted,SecondChanceArc3FGM,HeaveAttempts,Fg3aBlocked,Charge Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,LongMidRangePctBlocked,3SecondViolations
1626149,1610612766,Montrezl Harrell,Montrezl Harrell,1626149,CHA,192.0,3.0,1.0,6,6.0,5.0,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,33.333333333333336,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.628175,0.628175,1.0,1.0,25.8,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1626162,1610612766,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,CHA,981.0,16.0,14.0,32,31.0,18.0,63,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,25.0,2.0,2.0,1.0,4.0,,3.0,4.0,18.0,,,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.5,0.5,16.666666666666668,0.5,0.6666666666666666,1.0,,0.5,0.6666666666666666,1.0,0.3333333333333333,1.0,0.5554916666666667,0.6065666666666667,1.0,1.5666666666666667,25.766666666666666,0.5625,13.0,6.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.2,0.2222222222222222,0.1,0.1111111111111111,0.15789473684210525,0.07142857142857142,1.0,0.25,0.3333333333333333,0.2,1.0,0.5,0.6604,0.42857142857142855,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1626179,1610612766,Terry Rozier,Terry Rozier,1626179,CHA,585.0,10.0,-1.0,20,20.0,14.0,40,1.0,1.0,,,1.0,1.0,2.0,2.0,2.0,6.0,19.0,,,1.0,1.0,,1.0,1.0,14.0,,,1.0,,0.5,,0.6,0.25,0.5,25.0,0.25,1.0,1.0,,0.25,,,1.0,0.75,0.5578125,0.4887,0.16666666666666666,2.7,24.35,0.7,4.0,3.0,,,1.0,1.0,2.0,4.0,2.0,,1.0,,1.0,,1.0,,2.0,,1.0,1.0,,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.5,0.5,,,0.3333333333333333,,0.25,,0.14285714285714285,,,,,,,,0.41022499999999995,0.25,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.25,1.0,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1628970,1610612766,Miles Bridges,Miles Bridges,1628970,CHA,527.0,9.0,7.0,16,15.0,5.0,31,1.0,1.0,,,2.0,1.0,1.0,1.0,2.0,9.0,13.0,,,1.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,,1.3333333333333333,1.5,1.125,1.5,0.6666666666666666,21.05263157894737,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,,1.0,1.0,0.4897333333333333,0.5064,0.3333333333333333,3.1,26.25,0.3125,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,,,3.0,,,1.0,1.0,2.0,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,,0.25,0.16666666666666666,,0.2,,,0.25,,,1.0,1.0,0.4357,0.25,0.5,0.2222222222222222,,,,,1.0,,,,,,,,,1.0,1.0,,0.25,,,,,,2.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1630539,1610612766,Kai Jones,Kai Jones,1630539,CHA,3760.0,63.0,-14.0,134,135.0,84.0,269,8.0,8.0,6.0,6.0,1.0,1.0,8.0,12.0,2.0,22.0,141.0,6.0,9.0,2.0,17.0,14.0,1.0,17.0,84.0,0.875,1.0,0.6666666666666666,0.6666666666666666,0.6785714285714286,0.6818181818181818,0.6111111111111112,0.6071428571428571,0.14285714285714285,15.189873417721518,0.5714285714285714,1.0,1.0,0.875,0.07142857142857142,0.5454545454545454,1.0,0.09090909090909091,0.7142857142857143,0.6208678571428571,0.6152500000000001,0.7727272727272727,4.85,24.9,0.6268656716417911,66.0,18.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,,3.0,1.0,4.0,,2.0,1.0,9.0,1.0,,3.0,4.0,8.0,3.0,11.0,7.0,8.0,,3.0,1.0,1.25,0.8333333333333334,,,,0.15384615384615385,0.075,0.043478260869565216,0.10606060606060606,0.05555555555555555,,0.15384615384615385,0.2222222222222222,0.16666666666666666,0.5,1.0,0.52095,0.17647058823529413,0.2,0.22727272727272727,,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,,2.0,6.0,4.0,3.0,8.0,1.0,0.03571428571428571,0.21428571428571427,,,0.07142857142857142,0.5,,,1.0,1.0,3.0,,1.0,0.5,0.5,0.5,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.25,0.06451612903225806,0.15384615384615385,0.05263157894736842,1.0,0.07142857142857142,1.0,1.0,1.0,1.0,1.0,0.09090909090909091,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1628998,1610612766,Cody Martin,Cody Martin,1628998,CHA,898.0,15.0,-6.0,29,32.0,20.0,61,,,,,,,,,1.0,,32.0,,,,,,,,20.0,,,,,,,,,1.0,8.823529411764705,,,,,,,,,1.0,0.57975,,,,23.9,0.6896551724137931,9.0,4.0,,,,,,,,,4.0,,4.0,,4.0,,8.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,0.09090909090909091,,0.05263157894736842,0.09090909090909091,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,2.0,,,,,0.1111111111111111,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,0.5,,0.3333333333333333,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1630550,1610612766,JT Thor,JT Thor,1630550,CHA,2711.0,45.0,-11.0,100,101.0,62.0,201,1.0,2.0,1.0,1.0,3.0,2.0,3.0,6.0,5.0,14.0,103.0,3.0,5.0,2.0,6.0,2.0,3.0,6.0,62.0,0.3333333333333333,0.3333333333333333,0.5,0.6,0.5454545454545454,0.42857142857142855,0.5833333333333334,0.42857142857142855,0.45454545454545453,14.166666666666668,0.18181818181818182,0.5,0.5,1.0,0.2727272727272727,0.14285714285714285,1.0,0.2857142857142857,0.6363636363636364,0.5030681818181818,0.47082142857142856,0.42857142857142855,7.416666666666667,24.759999999999998,0.62,50.0,15.0,,,,,2.0,4.0,,,1.0,1.0,2.0,1.0,1.0,,5.0,1.0,2.0,4.0,,5.0,4.0,9.0,1.0,2.0,,1.0,,,1.0,,,0.16666666666666666,,0.13333333333333333,0.07692307692307693,0.08333333333333333,0.05263157894736842,,,,0.2222222222222222,,,,0.08333333333333333,0.14285714285714285,0.14285714285714285,2.0,2.0,2.0,,2.0,,,4.0,2.0,,2.0,5.0,2.0,3.0,7.0,,0.09523809523809523,0.18181818181818182,1.0,1.0,0.18181818181818182,,,,2.0,,6.0,,1.0,0.4,,0.4,,,,,,,2.0,2.0,,,,,,1.0,1.0,3.0,2.0,1.0,,,1.0,1.0,,4.0,2.0,2.0,4.0,2.0,,1.0,,,0.6,0.5,0.04,,0.09090909090909091,0.5,0.18181818181818182,1.0,1.0,1.0,,,,,,0.125,2.0,1.0,2.0,1.0,0.16666666666666666,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1630547,1610612766,James Bouknight,James Bouknight,1630547,CHA,2909.0,48.0,-21.0,103,104.0,58.0,207,5.0,10.0,2.0,5.0,8.0,5.0,8.0,22.0,9.0,30.0,115.0,4.0,12.0,6.0,16.0,4.0,8.0,16.0,58.0,0.25,0.2857142857142857,0.36363636363636365,0.3333333333333333,0.45161290322580644,0.3888888888888889,0.46875,0.42105263157894735,0.2903225806451613,30.252100840336137,0.3225806451612903,0.5,0.5,0.2,0.25806451612903225,0.2777777777777778,0.4,0.2777777777777778,0.6129032258064516,0.504433870967742,0.4691055555555555,0.5333333333333333,6.15,25.544444444444444,0.5631067961165048,49.0,13.0,1.0,2.0,1.0,4.0,2.0,12.0,2.0,2.0,4.0,1.0,5.0,1.0,4.0,,11.0,,1.0,3.0,1.0,4.0,5.0,9.0,3.0,2.0,,,0.25,0.25,0.25,0.09090909090909091,,0.2,0.05555555555555555,0.0967741935483871,,0.08163265306122448,0.09523809523809523,,0.1,,0.14285714285714285,0.5,0.5,0.49597499999999994,,,0.06666666666666667,2.0,9.0,1.0,,2.0,,2.0,1.0,1.0,,2.0,4.0,3.0,1.0,2.0,1.0,0.08333333333333333,0.2903225806451613,0.2222222222222222,0.2857142857142857,0.03225806451612903,,4.0,2.0,4.0,2.0,3.0,4.0,0.25,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.5,0.5,0.25,,0.4,0.5,3.0,,,,1.0,,,4.0,,2.0,1.0,1.0,,,1.0,,,,,,,,1.0,,1.0,,0.5,,0.14285714285714285,0.2,,,0.0967741935483871,,,,,,0.05555555555555555,,,0.1,,3.0,,,0.17647058823529413,1.0,9.0,2.0,0.2222222222222222,0.125,0.5,0.3333333333333333,0.3333333333333333,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
202330,1610612766,Gordon Hayward,Gordon Hayward,202330,CHA,173.0,3.0,4.0,6,6.0,,12,,,,,,,,,,1.0,6.0,,,,,,,,,,,,,,,0.5,,,28.57142857142857,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,3.0,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1629023,1610612766,P.J. Washington,P.J. Washington,1629023,CHA,416.0,7.0,8.0,15,14.0,15.0,29,,,,,3.0,3.0,1.0,1.0,3.0,5.0,11.0,1.0,1.0,3.0,5.0,2.0,3.0,5.0,15.0,1.0,1.0,1.0,1.0,0.625,0.625,0.625,0.625,0.75,19.047619047619047,,,,,0.75,,,0.75,0.75,0.49343750000000003,0.49343750000000003,1.0,5.2,26.599999999999998,1.0,14.0,3.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,0.25,,,0.125,,,,,,,,0.57465,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,0.25,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,0.3333333333333333,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,
