EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FtPoints,SecondChanceFG3M,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,Fg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceCorner3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,BadPassSteals,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,Travels,Offensive Fouls,Loose Ball Fouls Drawn,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,LongMidRangePctBlocked,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Corner3PctBlocked,on,Clear Path Fouls,3SecondViolations
1626147,1610612754,Justin Anderson,Justin Anderson,1626147,IND,1197.0,20,-6,43,45,14,13,4.0,88,1.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,51,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,14,1.0,0.25,0.3333333333333333,0.25,0.375,0.5,0.375,0.5,1.0,8.333333333333334,0.08333333333333333,0.047619047619047616,0.1,1.0,0.25,0.25,1.0,1.0,1.0,0.3333333333333333,1.0,0.595575,0.57375,0.5957499999999999,1.0,23.475,0.32558139534883723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1626208,1610612754,Keifer Sykes,Keifer Sykes,1626208,IND,3268.0,54,-9,117,116,65,32,12.0,233,,,,,,1.0,7.0,15.0,138,2.0,,6.0,6.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,,6.0,65,1.0,0.14285714285714285,,0.14285714285714285,0.38235294117647056,0.23076923076923078,0.4166666666666667,0.23076923076923078,0.4117647058823529,17.424242424242422,0.045454545454545456,0.018867924528301886,,,,,,,,,0.47058823529411764,0.46834411764705886,0.4698,0.4823192307692308,0.4,25.942857142857143,0.5555555555555556,1.0,1.0,1.0,1.0,3.0,4.0,6.0,1.0,7.0,1.0,2.0,6.0,5.0,10.0,2.0,1.0,3.0,3.0,7.0,2.0,8.0,7.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.5,0.5,0.42857142857142855,0.75,0.75,0.1,0.3333333333333333,0.2,0.5,1.0,0.058823529411764705,1.0,1.0,1.0,0.17647058823529413,0.35294117647058826,0.6666666666666666,0.6666666666666666,0.4117647058823529,0.14285714285714285,0.14285714285714285,1.0,1.0,0.5,1.0,0.07692307692307693,1.0,0.46153846153846156,0.14285714285714285,0.05555555555555555,0.09090909090909091,0.2,13.330000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1629052,1610612754,Oshae Brissett,Oshae Brissett,1629052,IND,18652.0,311,-32,662,657,157,119,87.0,1319,7.0,17.0,3.0,,,22.0,54.0,141.0,814,5.0,5.0,8.0,39.0,60.0,20.0,61.0,83.0,11.0,21.0,27.0,1.0,39.0,157,0.9090909090909091,0.4074074074074074,0.625,0.4074074074074074,0.5,0.7105263157894737,0.5595238095238095,0.75,0.5,17.4025974025974,0.17094017094017094,0.17966101694915254,0.20212765957446807,0.1574074074074074,0.4117647058823529,0.4117647058823529,1.0,0.1875,,,0.8240740740740741,0.5551261682242989,0.55247,0.5850947368421052,0.2765957446808511,25.09444444444444,0.23716012084592145,17.0,35.0,6.0,10.0,16.0,2.0,3.0,15.0,37.0,1.0,2.0,8.0,21.0,54.0,33.0,2.0,28.0,6.0,11.0,22.0,20.0,37.0,15.0,6.0,10.0,8.0,18.0,4.0,7.0,44.0,6.0,1.0,5.0,,3.0,3.0,,8.0,3.0,42.0,22.0,2.0,1.0,3.0,2.0,2.0,0.5238095238095238,0.6470588235294118,0.4,0.3888888888888889,0.5454545454545454,0.5625,0.7,0.1111111111111111,0.0625,0.625,0.043478260869565216,0.6666666666666666,0.32407407407407407,0.4857142857142857,0.5666666666666667,0.5882352941176471,0.14814814814814814,0.027777777777777776,0.6666666666666666,0.6666666666666666,0.3425925925925926,0.40540540540540543,0.40540540540540543,0.8666666666666667,0.125,0.5,1.0,0.5263157894736842,0.6,0.42105263157894735,0.40540540540540543,0.1774193548387097,0.3142857142857143,0.19858156028368795,4.085185185185185,3.0,7.0,2.0,1.0,5.0,6.0,11.0,10.0,12.0,6.0,8.0,4.0,1.0,2.0,11.0,10.0,1.0,33.0,8.0,22.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,0.5454545454545454,0.14285714285714285,0.38095238095238093,0.0625,0.1853932584269663,0.056179775280898875,0.08527131782945736,0.06840390879478828,0.0625,0.056338028169014086,0.037037037037037035,0.08421052631578947,0.08823529411764706,0.16455696202531644,0.1917808219178082,0.23076923076923078,0.034482758620689655,0.125,0.13333333333333333,0.5,0.4375,0.42857142857142855,0.3333333333333333,1.0,0.625,,,,,,,,,,,,,,,,,,,,,,True,,
1630188,1610612754,Jalen Smith,Jalen Smith,1630188,IND,5558.0,93,18,182,182,47,50,23.0,364,3.0,9.0,,,2.0,7.0,20.0,43.0,187,,,4.0,6.0,21.0,10.0,23.0,31.0,2.0,4.0,2.0,,6.0,47,1.0,0.35,,0.35,0.5540540540540541,0.3333333333333333,0.5657894736842105,0.3333333333333333,0.5405405405405406,20.673076923076923,0.21739130434782608,0.21212121212121213,0.25,0.24324324324324326,0.3333333333333333,0.3333333333333333,1.0,,0.2222222222222222,,0.8918918918918919,0.5544986486486486,0.57046,0.5214666666666665,0.13953488372093023,24.75,0.25824175824175827,10.0,13.0,3.0,3.0,2.0,,2.0,4.0,11.0,,,2.0,10.0,17.0,2.0,,10.0,3.0,5.0,10.0,10.0,11.0,4.0,,1.0,,1.0,,,2.0,2.0,,2.0,,1.0,3.0,,5.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,,0.5,0.7142857142857143,,0.5882352941176471,0.6,0.6666666666666666,0.7142857142857143,,,0.4,0.14285714285714285,0.5,0.35135135135135137,0.7692307692307693,0.7692307692307693,0.5,0.05405405405405406,0.05405405405405406,,,0.2972972972972973,0.36363636363636365,0.36363636363636365,1.0,,,,0.3333333333333333,1.0,0.2222222222222222,0.36363636363636365,0.02631578947368421,0.05555555555555555,0.23255813953488372,4.305882352941175,4.0,6.0,,,,4.0,6.0,2.0,,,6.0,,,1.0,1.0,7.0,,11.0,2.0,8.0,2.0,2.0,1.0,,,1.0,,,,,,3.0,,0.6666666666666666,,0.4,,0.20754716981132076,0.15217391304347827,0.02564102564102564,0.09411764705882353,0.23529411764705882,0.1,0.1111111111111111,0.041666666666666664,,0.10526315789473684,0.25925925925925924,0.2857142857142857,0.1,,,,1.0,0.6666666666666666,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,
1630543,1610612754,Isaiah Jackson,Isaiah Jackson,1630543,IND,32463.0,541,-39,1132,1128,286,249,136.0,2260,1.0,1.0,,,,5.0,16.0,297.0,1351,1.0,1.0,2.0,63.0,15.0,41.0,89.0,149.0,43.0,92.0,73.0,5.0,63.0,285,1.0,0.3125,0.5,0.3125,0.5752427184466019,0.5416666666666666,0.6061224489795919,0.6057692307692307,0.07766990291262135,21.862971516551195,0.17372881355932204,0.15939278937381404,0.17647058823529413,0.0048543689320388345,1.0,1.0,1.0,,,,0.7815533980582524,0.579790776699029,0.583495,0.5891708333333334,0.21212121212121213,25.581249999999997,0.25265017667844525,98.0,145.0,16.0,26.0,34.0,3.0,11.0,4.0,15.0,,1.0,2.0,111.0,190.0,60.0,,60.0,18.0,34.0,168.0,54.0,15.0,4.0,9.0,6.0,4.0,10.0,,5.0,24.0,25.0,8.0,13.0,2.0,10.0,26.0,2.0,39.0,7.0,88.0,40.0,48.0,12.0,52.0,35.0,5.0,0.7567567567567568,0.9333333333333333,,0.5842105263157895,0.5294117647058824,0.5217391304347826,0.5454545454545454,0.04736842105263158,0.08823529411764706,0.3333333333333333,0.16326530612244897,0.6730769230769231,0.7038834951456311,0.6758620689655173,0.7050359712230215,0.7448979591836735,0.1650485436893204,0.05339805825242718,0.2727272727272727,0.2727272727272727,0.07281553398058252,0.26666666666666666,0.26666666666666666,1.0,0.021739130434782608,,,0.7222222222222222,0.6153846153846154,0.05555555555555555,0.26666666666666666,0.16806722689075632,0.18018018018018017,0.20202020202020202,3.254736842105263,23.0,41.0,10.0,,1.0,24.0,45.0,12.0,24.0,,42.0,4.0,,1.0,14.0,45.0,1.0,43.0,5.0,60.0,16.0,17.0,3.0,4.0,3.0,2.0,8.0,8.0,7.0,4.0,3.0,34.0,7.0,0.5333333333333333,0.041379310344827586,0.16666666666666666,0.03333333333333333,0.14776632302405499,0.15358361774744028,0.06363636363636363,0.11500974658869395,0.18032786885245902,0.18181818181818182,0.02,0.07051282051282051,0.046875,0.09821428571428571,0.16535433070866143,0.21153846153846154,0.2,0.29411764705882354,0.3225806451612903,1.0,0.8913043478260869,0.5609756097560976,,,0.5,,15.0,16.0,1.0,2.0,2.0,1.0,2.0,0.8,0.043478260869565216,,,,,,,,,,,,True,,
1627741,1610612754,Buddy Hield,Buddy Hield,1627741,IND,17090.0,285,23,591,582,113,101,76.0,1173,8.0,14.0,2.0,1.0,2.0,26.0,71.0,162.0,704,10.0,4.0,16.0,24.0,63.0,15.0,34.0,40.0,14.0,24.0,9.0,2.0,24.0,113,0.8076923076923077,0.36619718309859156,0.25,0.36619718309859156,0.5735294117647058,0.3793103448275862,0.583941605839416,0.4,0.5220588235294118,22.99854439592431,0.1388888888888889,0.1213235294117647,0.12048192771084337,0.10294117647058823,0.5714285714285714,0.5714285714285714,1.0,0.13333333333333333,0.06896551724137931,0.5,0.7352941176470589,0.5290227941176471,0.5095388888888889,0.5087293103448276,0.14814814814814814,25.8,0.19120135363790186,20.0,29.0,3.0,7.0,23.0,4.0,13.0,18.0,57.0,1.0,8.0,14.0,39.0,65.0,6.0,3.0,15.0,5.0,13.0,38.0,40.0,57.0,18.0,8.0,25.0,19.0,44.0,6.0,19.0,107.0,9.0,5.0,15.0,2.0,11.0,6.0,,21.0,5.0,6.0,2.0,1.0,1.0,1.0,,,0.48717948717948717,0.5,0.3,0.6,0.38461538461538464,0.5,0.5,0.12307692307692308,0.08695652173913043,0.7142857142857143,0.2,,0.21323529411764705,0.6896551724137931,0.8333333333333334,0.55,0.16911764705882354,0.09558823529411764,0.3076923076923077,0.3333333333333333,0.41911764705882354,0.3157894736842105,0.3157894736842105,0.7222222222222222,0.5333333333333333,0.125,1.0,0.2413793103448276,0.42857142857142855,0.4827586206896552,0.3157894736842105,0.014705882352941176,0.03076923076923077,0.09259259259259259,7.535384615384615,2.0,3.0,15.0,2.0,3.0,3.0,5.0,,2.0,15.0,2.0,13.0,5.0,1.0,4.0,2.0,,18.0,1.0,6.0,,4.0,4.0,,2.0,,,2.0,1.0,,,,1.0,0.6,0.1724137931034483,0.05555555555555555,,0.10975609756097561,0.013157894736842105,0.03305785123966942,0.02197802197802198,,,0.07142857142857142,0.022988505747126436,0.058823529411764705,0.08695652173913043,0.0958904109589041,0.22727272727272727,,0.6521739130434783,0.7142857142857143,0.75,0.2,0.6666666666666666,1.0,1.0,0.21428571428571427,2.0,2.0,1.0,,,,,,0.3333333333333333,0.5,2.0,0.07692307692307693,,,,,,,,,,True,,
1630169,1610612754,Tyrese Haliburton,Tyrese Haliburton,1630169,IND,17959.0,299,12,627,616,119,118,75.0,1243,4.0,7.0,,,,22.0,36.0,170.0,752,4.0,2.0,4.0,26.0,30.0,15.0,33.0,40.0,6.0,11.0,22.0,3.0,26.0,119,0.45454545454545453,0.6111111111111112,0.5,0.6111111111111112,0.7281553398058253,0.7142857142857143,0.7456140350877193,0.7647058823529411,0.34951456310679613,20.166898470097355,0.13513513513513514,0.1076388888888889,0.1411764705882353,0.06796116504854369,0.5714285714285714,0.5714285714285714,0.75,,,,0.5339805825242718,0.5130296116504853,0.5128750000000001,0.5207321428571428,0.15294117647058825,26.238888888888887,0.189792663476874,17.0,19.0,3.0,4.0,31.0,8.0,17.0,18.0,29.0,4.0,4.0,4.0,42.0,67.0,20.0,4.0,14.0,7.0,10.0,20.0,64.0,29.0,18.0,3.0,50.0,29.0,79.0,13.0,34.0,187.0,16.0,,24.0,5.0,18.0,7.0,1.0,31.0,7.0,25.0,13.0,5.0,4.0,7.0,5.0,,0.23809523809523808,0.24390243902439024,1.0,0.6268656716417911,0.7,0.875,0.875,0.04477611940298507,0.0967741935483871,0.7741935483870968,0.11538461538461539,0.7142857142857143,0.18446601941747573,0.8947368421052632,0.8947368421052632,0.4117647058823529,0.30097087378640774,0.1650485436893204,0.47058823529411764,0.47058823529411764,0.2815533980582524,0.6206896551724138,0.6206896551724138,0.3888888888888889,0.5,1.0,0.5,0.2857142857142857,0.75,0.2857142857142857,0.6206896551724138,0.11504424778761062,0.16883116883116883,0.08235294117647059,8.997014925373135,1.0,1.0,17.0,,2.0,1.0,4.0,,6.0,36.0,2.0,16.0,13.0,3.0,3.0,3.0,1.0,16.0,2.0,7.0,2.0,16.0,6.0,1.0,2.0,,,3.0,1.0,2.0,1.0,1.0,1.0,0.25,,0.11764705882352941,0.06666666666666667,0.0903954802259887,0.01935483870967742,0.023809523809523808,0.021352313167259787,0.014084507042253521,0.018867924528301886,0.03225806451612903,0.022727272727272728,0.02631578947368421,0.0958904109589041,0.08536585365853659,0.09090909090909091,0.05555555555555555,0.5483870967741935,0.6071428571428571,0.125,0.125,1.0,,,0.5,,,,1.0,,,,,0.11764705882352941,,,,,,,,,,,,,True,,
1630613,1610612754,Duane Washington Jr.,Duane Washington Jr.,1630613,IND,12798.0,213,1,456,452,140,130,55.0,908,12.0,23.0,7.0,4.0,7.0,20.0,47.0,118.0,535,9.0,6.0,16.0,35.0,51.0,10.0,18.0,19.0,8.0,13.0,14.0,2.0,35.0,139,0.85,0.425531914893617,0.375,0.43478260869565216,0.5913978494623656,0.5333333333333333,0.6082474226804123,0.546875,0.5053763440860215,21.333333333333332,0.09433962264150944,0.08490566037735849,0.10344827586206896,0.24731182795698925,0.5217391304347826,0.5217391304347826,1.0,0.5833333333333334,0.23333333333333334,0.5714285714285714,0.7096774193548387,0.5222701086956522,0.53869375,0.5044896551724137,0.2966101694915254,25.3531914893617,0.30701754385964913,11.0,19.0,2.0,4.0,21.0,3.0,6.0,8.0,24.0,2.0,2.0,9.0,25.0,46.0,8.0,4.0,14.0,7.0,14.0,24.0,26.0,23.0,8.0,4.0,20.0,7.0,27.0,2.0,18.0,61.0,6.0,1.0,10.0,3.0,8.0,5.0,1.0,15.0,6.0,11.0,7.0,2.0,1.0,2.0,2.0,1.0,0.48,0.48,0.4444444444444444,0.5434782608695652,0.5,0.5833333333333334,0.5833333333333334,0.08695652173913043,0.09523809523809523,0.6666666666666666,0.05263157894736842,1.0,0.20430107526881722,0.5789473684210527,0.6470588235294118,0.5454545454545454,0.22580645161290322,0.06451612903225806,0.5,0.5,0.25806451612903225,0.3333333333333333,0.34782608695652173,0.625,0.16666666666666666,1.0,1.0,0.13333333333333333,0.5,0.3,0.34782608695652173,0.07216494845360824,0.14,0.11864406779661017,6.728260869565216,,2.0,11.0,2.0,2.0,1.0,3.0,,3.0,9.0,,5.0,1.0,1.0,,1.0,,8.0,,1.0,1.0,5.0,2.0,,,,1.0,3.0,,,,1.0,,0.3333333333333333,0.10526315789473684,,,0.07547169811320754,0.009009009009009009,,0.00510204081632653,,0.02,,,,0.11764705882352941,0.043478260869565216,0.07692307692307693,0.025,0.5238095238095238,0.5789473684210527,0.3333333333333333,0.16666666666666666,,0.2857142857142857,1.0,0.2222222222222222,1.0,,,,,,,,0.45454545454545453,,,,1.0,1.0,0.02127659574468085,0.041666666666666664,,,,,,True,,
202362,1610612754,Lance Stephenson,Lance Stephenson,202362,IND,6358.0,106,-27,229,223,78,85,25.0,452,1.0,2.0,,1.0,2.0,2.0,8.0,50.0,286,,1.0,4.0,21.0,6.0,12.0,15.0,16.0,3.0,9.0,10.0,,21.0,78,1.0,0.25,0.25,0.25,0.5882352941176471,0.7083333333333334,0.6097560975609756,0.7,0.23529411764705882,20.76923076923077,0.23529411764705882,0.16304347826086957,0.1951219512195122,0.058823529411764705,0.5,0.5,1.0,,0.16666666666666666,0.5,0.6176470588235294,0.49578235294117645,,0.5928833333333334,0.42,25.137500000000003,0.3406113537117904,11.0,13.0,6.0,7.0,5.0,4.0,8.0,1.0,6.0,,,2.0,17.0,26.0,10.0,,1.0,7.0,8.0,12.0,22.0,6.0,1.0,1.0,13.0,11.0,24.0,6.0,9.0,59.0,2.0,1.0,7.0,1.0,6.0,6.0,1.0,13.0,5.0,17.0,7.0,,,,,3.0,0.35294117647058826,0.35294117647058826,,0.6538461538461539,0.875,,0.5,0.038461538461538464,0.2,0.5384615384615384,0.4,,0.38235294117647056,0.8461538461538461,0.8461538461538461,0.45454545454545453,0.14705882352941177,0.23529411764705882,0.5,0.5,0.17647058823529413,0.16666666666666666,0.16666666666666666,1.0,,,,0.5833333333333334,0.8571428571428571,0.16666666666666666,0.16666666666666666,0.175,0.21875,0.02,7.896153846153846,,,2.0,,,,,1.0,4.0,,,5.0,4.0,,1.0,,,3.0,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,0.07317073170731707,,0.02631578947368421,0.01098901098901099,,,,0.041666666666666664,,,0.043478260869565216,0.2,,0.4,0.5,0.25,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,True,,
1630537,1610612754,Chris Duarte,Chris Duarte,1630537,IND,6803.0,113,-9,233,235,58,32,24.0,468,1.0,6.0,1.0,,1.0,7.0,22.0,50.0,269,2.0,2.0,6.0,12.0,18.0,11.0,21.0,23.0,3.0,5.0,8.0,,12.0,57,0.8571428571428571,0.3181818181818182,0.3333333333333333,0.3181818181818182,0.5,0.5454545454545454,0.5208333333333334,0.5,0.4888888888888889,19.92337164750958,0.19642857142857142,0.1693548387096774,0.22727272727272727,0.13333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.25,0.09090909090909091,,0.7111111111111111,0.5237611111111111,0.57885,0.5166363636363637,0.24,25.227272727272727,0.24892703862660945,5.0,10.0,1.0,1.0,10.0,2.0,3.0,6.0,16.0,,1.0,5.0,12.0,23.0,5.0,,2.0,3.0,5.0,4.0,20.0,16.0,6.0,2.0,6.0,2.0,8.0,,5.0,18.0,5.0,2.0,1.0,1.0,1.0,3.0,,4.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,,0.16666666666666666,0.18181818181818182,,0.5217391304347826,0.6,0.25,0.25,0.08695652173913043,,0.25,0.08333333333333333,1.0,0.2222222222222222,0.5,0.625,0.2,0.2222222222222222,0.06666666666666667,0.6666666666666666,0.6666666666666666,0.35555555555555557,0.375,0.375,0.8333333333333334,0.25,,,0.09090909090909091,1.0,0.45454545454545453,0.375,0.10416666666666667,0.15384615384615385,0.04,7.82608695652174,,,5.0,,2.0,1.0,2.0,,,3.0,2.0,2.0,,1.0,1.0,1.0,,10.0,,2.0,,3.0,,2.0,,,,1.0,,,,,,0.5,0.2,,,0.14705882352941177,0.01694915254237288,0.021739130434782608,0.01904761904761905,,,0.125,0.029411764705882353,,0.25,0.07142857142857142,0.125,,0.5,0.5,,,,,,0.4,,,,,,,,,0.2,,,,,,,,1.0,1.0,0.045454545454545456,,,True,,
