EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGA,PtsUnassisted3s,ShortMidRangeAssists,BadPassTurnovers,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,FTOffRebounds,StepOutOfBoundsTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Technical Free Throw Trips,BlockedShortMidRange,SecondChanceFg3Pct,ShortMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,Charge Fouls,ThreePtShootingFoulsDrawn,BlockedLongMidRange,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,3SecondViolations,DefensiveGoaltends,3pt And 1 Free Throw Trips,BlockedArc3,Defensive 3 Seconds Violations,OffensiveGoaltends,on,HeaveMakes
1627884,1610612741,Derrick Jones Jr.,Derrick Jones Jr.,1627884,CHI,13325.0,222,-11,468,464,169,173,46.0,932,12.0,26.0,3.0,9.0,4.0,10.0,2.0,3.0,5.0,10.0,1.0,2.0,2.0,4.0,1.0,2.0,14.0,29.0,7.0,14.0,17.0,66.0,498,4.0,10.0,1.0,1.0,9.0,5.0,11.0,1.0,4.0,9.0,22.0,20.0,8.0,21.0,8.0,4.0,2.0,1.0,1.0,5.0,4.0,9.0,3.0,1.0,3.0,2.0,22.0,4.0,13.0,10.0,14.0,5.0,29.0,17.0,46.0,5.0,5.0,3.0,2.0,2.0,2.0,10.0,1.0,2.0,3.0,12.0,2.0,7.0,16.0,25.0,4.0,17.0,2.0,2.0,22.0,2.0,10.0,2.0,5.0,1.0,5.0,1.0,6.0,4.0,22.0,168,2.0,2.0,0.7142857142857143,1.0,1.0,0.5,0.25,0.5,0.4827586206896552,0.4,0.45454545454545453,0.5697674418604651,0.36363636363636365,0.43333333333333335,0.6226415094339622,0.4090909090909091,0.55,0.32558139534883723,0.07142857142857142,0.034482758620689655,0.038461538461538464,0.25,12.476007677543187,0.16666666666666666,0.45454545454545453,0.10687022900763359,0.09558823529411764,0.1282051282051282,0.06060606060606061,0.11483253588516747,0.08415841584158416,0.125,0.05405405405405406,0.09302325581395349,0.075,0.038461538461538464,0.1111111111111111,0.06382978723404255,0.16666666666666666,0.1016949152542373,0.21052631578947367,0.25,0.6666666666666666,0.6046511627906976,0.46153846153846156,0.48,0.75,0.06976744186046512,0.6666666666666666,0.6666666666666666,0.5,0.23255813953488372,0.5,0.5,1.0,0.09302325581395349,0.5,0.6666666666666666,1.0,0.8181818181818182,0.3333333333333333,0.09090909090909091,0.6666666666666666,0.4,0.13333333333333333,0.13333333333333333,0.5,0.9302325581395349,0.5,0.6103279069767442,0.6018055555555556,0.6154966666666667,0.19607843137254902,0.2702702702702703,0.13636363636363635,0.3333333333333333,1.4999999999999998,23.585714285714285,0.3611111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627936,1610612741,Alex Caruso,Alex Caruso,1627936,CHI,6609.0,110,12,215,215,41,51,22.0,430,3.0,8.0,1.0,1.0,,,2.0,5.0,4.0,8.0,,1.0,2.0,11.0,1.0,4.0,6.0,16.0,6.0,19.0,4.0,34.0,224,1.0,1.0,1.0,,2.0,,,1.0,5.0,,3.0,4.0,8.0,15.0,2.0,11.0,2.0,1.0,,12.0,10.0,22.0,8.0,2.0,9.0,2.0,54.0,,1.0,1.0,3.0,,4.0,1.0,5.0,1.0,8.0,4.0,4.0,4.0,1.0,5.0,2.0,1.0,,9.0,,1.0,7.0,13.0,1.0,9.0,,4.0,6.0,,2.0,,1.0,,1.0,,1.0,,3.0,41,3.0,,0.3333333333333333,0.4,0.8333333333333334,0.3157894736842105,0.2,0.3157894736842105,0.375,1.0,,0.42857142857142855,0.5,0.3,0.4594594594594595,0.5,0.3,0.5428571428571428,,0.0625,0.125,,19.166666666666668,0.4444444444444444,,0.05,0.01639344262295082,0.024390243902439025,,0.039603960396039604,0.009900990099009901,0.045454545454545456,,,,,0.045454545454545456,0.06666666666666667,,0.029411764705882353,,0.05,,0.22857142857142856,0.375,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.4,0.4,,0.22857142857142856,0.5,0.5,1.0,0.3142857142857143,0.18181818181818182,0.18181818181818182,0.5,0.5,1.0,,,,0.2,0.8,0.25,0.7714285714285715,0.18181818181818182,0.5124057142857144,0.6359,0.48765000000000003,0.05405405405405406,0.1111111111111111,0.058823529411764705,0.08823529411764706,6.612500000000001,24.83157894736842,0.19069767441860466,1.0,3.0,1.0,3.0,1.0,3.0,0.08571428571428572,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628972,1610612741,Troy Brown Jr.,Troy Brown Jr.,1628972,CHI,63283.0,1055,-44,2165,2169,485,564,224.0,4334,46.0,85.0,8.0,14.0,7.0,20.0,10.0,27.0,28.0,81.0,7.0,14.0,19.0,52.0,5.0,13.0,61.0,125.0,47.0,133.0,20.0,283.0,2477,9.0,18.0,12.0,3.0,30.0,7.0,25.0,10.0,27.0,6.0,50.0,82.0,40.0,135.0,16.0,50.0,19.0,22.0,3.0,38.0,28.0,66.0,20.0,8.0,24.0,7.0,160.0,19.0,19.0,67.0,88.0,9.0,164.0,39.0,203.0,1.0,36.0,25.0,11.0,18.0,2.0,8.0,2.0,6.0,,26.0,2.0,7.0,33.0,62.0,1.0,28.0,3.0,3.0,26.0,5.0,14.0,1.0,5.0,,1.0,,5.0,2.0,50.0,481,7.0,1.0,0.6721311475409836,0.7735849056603774,0.9574468085106383,0.3533834586466165,0.37037037037037035,0.35877862595419846,0.488,0.5,0.28,0.5096899224806202,0.45,0.4230769230769231,0.5261194029850746,0.46875,0.44545454545454544,0.5155038759689923,0.022556390977443608,0.176,0.18823529411764706,0.038461538461538464,12.178956089478044,0.6923076923076923,0.19148936170212766,0.1514629948364888,0.033807829181494664,0.1614457831325301,0.051351351351351354,0.15562248995983935,0.0407725321888412,0.030612244897959183,0.02577319587628866,0.046511627906976744,0.05019305019305019,0.05405405405405406,0.1277533039647577,0.13537117903930132,0.224,0.16408668730650156,0.15217391304347827,0.008333333333333333,0.4,0.32945736434108525,0.5411764705882353,0.6666666666666666,0.6521739130434783,0.10465116279069768,0.37037037037037035,0.47619047619047616,0.8,0.313953488372093,0.345679012345679,0.35,1.0,0.20155038759689922,0.36538461538461536,0.38,0.8947368421052632,0.4666666666666667,0.5714285714285714,0.23333333333333334,0.38461538461538464,0.35,0.2692307692307692,0.25,0.38461538461538464,0.8449612403100775,0.38,0.5650494140624999,0.5663500000000001,0.5595715686274509,0.052434456928838954,0.1044776119402985,0.10600706713780919,0.17667844522968199,4.631199999999998,24.679699248120297,0.22401847575057737,5.0,13.0,5.0,6.0,7.0,12.0,0.050387596899224806,0.38461538461538464,0.38461538461538464,0.6,0.16666666666666666,2.0,5.0,1.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,0.25,0.2222222222222222,0.012345679012345678,0.01818181818181818,0.125,0.2857142857142857,1.0,0.2,1.0,0.35714285714285715,,,,,,,,,,,,True,
1629632,1610612741,Coby White,Coby White,1629632,CHI,30113.0,502,-64,1019,1030,177,235,102.0,2049,30.0,52.0,2.0,5.0,7.0,11.0,16.0,42.0,9.0,16.0,2.0,1.0,38.0,89.0,7.0,14.0,53.0,116.0,47.0,105.0,28.0,275.0,1223,4.0,14.0,10.0,1.0,21.0,12.0,23.0,7.0,15.0,7.0,52.0,36.0,70.0,120.0,2.0,88.0,38.0,9.0,1.0,53.0,13.0,66.0,5.0,8.0,32.0,11.0,145.0,1.0,4.0,23.0,26.0,1.0,50.0,5.0,55.0,4.0,5.0,4.0,1.0,16.0,2.0,7.0,1.0,5.0,,23.0,2.0,4.0,27.0,45.0,,32.0,,2.0,31.0,3.0,13.0,1.0,2.0,,1.0,,2.0,2.0,50.0,175,2.0,,0.33962264150943394,0.34615384615384615,0.851063829787234,0.44761904761904764,0.4666666666666667,0.4519230769230769,0.45689655172413796,0.2857142857142857,0.5217391304347826,0.5588235294117647,0.4166666666666667,0.5921052631578947,0.5876068376068376,0.4375,0.6341463414634146,0.4751131221719457,0.009523809523809525,0.07758620689655173,0.11538461538461539,0.011235955056179775,22.723253757736515,0.6956521739130435,0.045454545454545456,0.09811320754716982,0.014705882352941176,0.11219512195121951,0.005555555555555556,0.10425531914893617,0.011061946902654867,0.023529411764705882,,0.024096385542168676,,0.019230769230769232,0.06930693069306931,0.09278350515463918,0.14925373134328357,0.12345679012345678,0.06976744186046512,0.037037037037037035,1.0,0.23529411764705882,0.5769230769230769,0.6521739130434783,0.3333333333333333,0.19004524886877827,0.38095238095238093,0.4,0.375,0.07239819004524888,0.5625,0.5625,1.0,0.40271493212669685,0.42696629213483145,0.4318181818181818,0.8157894736842105,0.20833333333333334,0.4,0.08333333333333333,0.2894736842105263,0.6363636363636364,0.02631578947368421,0.3684210526315789,0.5,0.7104072398190046,0.4318181818181818,0.5242329545454546,0.5313529411764707,0.4918513157894737,0.06437768240343347,0.10317460317460317,0.07636363636363637,0.1890909090909091,7.336206896551724,25.97142857142857,0.17369970559371933,7.0,22.0,8.0,21.0,10.0,11.0,0.09954751131221719,0.3181818181818182,0.3333333333333333,0.2857142857142857,0.3333333333333333,,,4.0,4.0,1.0,,,,2.0,,,0.4,0.047619047619047616,,,0.5,,,0.5,1.0,,4.0,2.0,1.0,0.045454545454545456,0.018691588785046728,,,,,,,True,
202696,1610612741,Nikola Vucevic,Nikola Vucevic,202696,CHI,29769.0,496,-49,1005,1014,123,194,87.0,2019,55.0,70.0,16.0,23.0,6.0,8.0,43.0,82.0,,2.0,,2.0,14.0,57.0,3.0,9.0,112.0,180.0,14.0,59.0,19.0,285.0,1181,18.0,29.0,4.0,4.0,43.0,9.0,20.0,3.0,11.0,8.0,35.0,152.0,72.0,42.0,30.0,55.0,14.0,7.0,1.0,26.0,34.0,60.0,19.0,15.0,18.0,4.0,154.0,7.0,24.0,51.0,78.0,9.0,138.0,32.0,170.0,3.0,21.0,17.0,4.0,26.0,5.0,19.0,2.0,11.0,2.0,45.0,2.0,3.0,21.0,36.0,4.0,32.0,3.0,,27.0,5.0,12.0,3.0,13.0,,8.0,,13.0,5.0,35.0,120,1.0,3.0,0.6785714285714286,0.7835051546391752,1.0,0.23728813559322035,0.2727272727272727,0.24561403508771928,0.6222222222222222,0.6206896551724138,0.45,0.5564853556485355,0.5909090909090909,0.43548387096774194,0.570281124497992,0.6176470588235294,0.4722222222222222,0.24686192468619247,0.01694915254237288,0.03888888888888889,0.07142857142857142,0.017543859649122806,26.6304347826087,0.5777777777777777,0.42857142857142855,0.308300395256917,0.09876543209876543,0.2463768115942029,0.03553299492385787,0.28043478260869564,0.07045454545454545,0.125,0.08695652173913043,0.07936507936507936,0.03355704697986577,0.041666666666666664,0.35802469135802467,0.3017241379310345,0.25,0.24539877300613497,0.25,0.0297029702970297,0.38461538461538464,0.2928870292887029,0.7857142857142857,0.8461538461538461,0.6363636363636364,0.34309623430962344,0.524390243902439,0.5375,0.6511627906976745,0.008368200836820083,,,,0.2384937238493724,0.24561403508771928,0.25,1.0,0.696969696969697,0.6956521739130435,,0.25806451612903225,0.75,0.06451612903225806,0.2903225806451613,0.3333333333333333,0.5397489539748954,0.2545454545454545,0.508690506329114,0.5637450000000002,0.49522499999999997,0.04878048780487805,0.06417112299465241,0.15087719298245614,0.12280701754385964,7.073888888888889,27.26779661016949,0.12238805970149254,14.0,28.0,4.0,,4.0,15.0,0.11715481171548117,0.5,0.5,0.9285714285714286,0.12121212121212122,,,1.0,1.0,2.0,1.0,,2.0,,2.0,4.0,0.25,0.024390243902439025,,0.06666666666666667,0.125,,,0.25,1.0,,4.0,,1.0,,,2.0,,,,,,True,
1630245,1610612741,Ayo Dosunmu,Ayo Dosunmu,1630245,CHI,36974.0,616,-75,1285,1289,293,323,123.0,2574,45.0,71.0,1.0,3.0,12.0,17.0,12.0,25.0,4.0,17.0,2.0,3.0,15.0,32.0,3.0,4.0,71.0,120.0,19.0,49.0,22.0,221.0,1487,3.0,8.0,5.0,,9.0,19.0,33.0,4.0,7.0,9.0,59.0,74.0,68.0,57.0,2.0,32.0,15.0,10.0,,62.0,23.0,85.0,14.0,9.0,34.0,10.0,193.0,4.0,2.0,28.0,28.0,1.0,57.0,6.0,63.0,,16.0,10.0,6.0,20.0,9.0,19.0,4.0,9.0,2.0,39.0,2.0,10.0,23.0,54.0,2.0,30.0,1.0,1.0,34.0,6.0,16.0,4.0,15.0,,8.0,,15.0,7.0,58.0,290,3.0,3.0,0.5211267605633803,0.5285714285714286,1.0,0.3877551020408163,0.5714285714285714,0.3877551020408163,0.5916666666666667,0.375,0.5757575757575758,0.5887573964497042,0.34615384615384615,0.625,0.6038251366120219,0.34615384615384615,0.6555555555555556,0.28994082840236685,,0.08333333333333333,0.11267605633802817,,15.68904593639576,0.5128205128205128,0.041666666666666664,0.08115942028985507,0.006269592476489028,0.12017167381974249,0.01904761904761905,0.09688581314878893,0.011342155009451797,0.008547008547008548,0.009259259259259259,,0.027972027972027972,,0.05426356589147287,0.11428571428571428,0.06578947368421052,0.13114754098360656,0.08,,0.4666666666666667,0.42011834319526625,0.6338028169014085,0.7142857142857143,0.4666666666666667,0.14792899408284024,0.48,0.5217391304347826,0.6666666666666666,0.10059171597633136,0.23529411764705882,0.23529411764705882,1.0,0.1893491124260355,0.46875,0.46875,1.0,0.23076923076923078,0.3333333333333333,0.15384615384615385,0.425,0.7058823529411765,0.075,0.1,0.75,0.7100591715976331,0.46875,0.5812860946745564,0.5590944444444444,0.563045,0.0893854748603352,0.12307692307692308,0.04072398190045249,0.2669683257918552,6.129166666666666,24.557142857142864,0.22801556420233463,14.0,24.0,3.0,,18.0,11.0,0.14201183431952663,0.5833333333333334,0.5833333333333334,0.5714285714285714,0.23076923076923078,,1.0,1.0,1.0,,,1.0,,,,7.0,0.2,0.08,,,,,,0.3333333333333333,1.0,0.3333333333333333,1.0,,,,,,1.0,,,,,True,
201942,1610612741,DeMar DeRozan,DeMar DeRozan,201942,CHI,28755.0,479,-5,973,980,185,244,111.0,1953,42.0,69.0,5.0,8.0,8.0,14.0,44.0,90.0,1.0,2.0,1.0,,2.0,10.0,2.0,7.0,165.0,314.0,3.0,12.0,107.0,446.0,1143,10.0,17.0,4.0,4.0,30.0,28.0,63.0,2.0,7.0,27.0,89.0,58.0,272.0,6.0,8.0,9.0,2.0,23.0,,32.0,39.0,71.0,25.0,14.0,19.0,6.0,181.0,2.0,11.0,27.0,31.0,4.0,62.0,15.0,77.0,5.0,8.0,5.0,3.0,30.0,4.0,15.0,1.0,15.0,4.0,45.0,3.0,9.0,16.0,35.0,3.0,94.0,2.0,1.0,129.0,12.0,64.0,3.0,4.0,,2.0,,4.0,3.0,87.0,182,,2.0,0.17575757575757575,0.18012422360248448,0.6666666666666666,0.25,0.2857142857142857,0.2727272727272727,0.5254777070063694,0.5882352941176471,0.4444444444444444,0.5199386503067485,0.6190476190476191,0.44285714285714284,0.5800524934383202,0.6521739130434783,0.5301204819277109,0.03680981595092025,,0.0732484076433121,0.17391304347826086,,38.79781420765027,0.6666666666666666,0.16,0.11877394636015326,0.039285714285714285,0.15,0.014705882352941176,0.13151927437641722,0.03125,0.054945054945054944,0.0449438202247191,0.02,0.024096385542168676,,0.09734513274336283,0.17073170731707318,0.09090909090909091,0.15,0.15,0.038461538461538464,0.75,0.2116564417177914,0.6086956521739131,0.7368421052631579,0.30952380952380953,0.27607361963190186,0.4888888888888889,0.5365853658536586,0.09090909090909091,0.006134969325153374,0.5,0.5,,0.03067484662576687,0.2,0.2,1.0,0.38095238095238093,0.625,0.047619047619047616,0.2,0.5714285714285714,,0.1,0.2857142857142857,0.24846625766871167,0.2222222222222222,0.46468523076923074,0.5465733333333334,0.44322391304347825,0.1693121693121693,0.17486338797814208,0.06726457399103139,0.19955156950672645,12.094267515923567,28.091666666666665,0.19013360739979446,79.0,155.0,3.0,3.0,7.0,15.0,0.4754601226993865,0.5096774193548387,0.5197368421052632,0.1518987341772152,0.14285714285714285,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,,5.0,2.0,0.5,0.08888888888888889,,0.07407407407407407,,1.0,,0.3333333333333333,1.0,,1.0,,,0.01935483870967742,,,,,,,,True,
202684,1610612741,Tristan Thompson,Tristan Thompson,202684,CHI,5187.0,86,32,174,173,33,38,25.0,347,12.0,18.0,5.0,8.0,2.0,4.0,6.0,9.0,,,,,,1.0,,1.0,18.0,27.0,,1.0,9.0,45.0,201,6.0,9.0,,3.0,15.0,2.0,4.0,,1.0,4.0,8.0,20.0,16.0,,4.0,,,1.0,,1.0,2.0,3.0,2.0,,1.0,,8.0,1.0,12.0,7.0,7.0,2.0,16.0,13.0,29.0,1.0,2.0,1.0,1.0,,,1.0,,,,1.0,,,5.0,7.0,1.0,15.0,2.0,,17.0,1.0,8.0,1.0,,,,,,,8.0,33,,1.0,0.5555555555555556,0.625,,,,,0.6666666666666666,0.6666666666666666,0.5,0.6428571428571429,0.6666666666666666,0.4,0.625,0.6818181818181818,0.5714285714285714,0.03571428571428571,,0.037037037037037035,0.05555555555555555,,18.316831683168317,,0.3333333333333333,0.1891891891891892,0.2222222222222222,0.19444444444444445,0.06666666666666667,0.1917808219178082,0.18840579710144928,0.3125,0.17391304347826086,0.2,,0.16666666666666666,0.08333333333333333,0.29411764705882354,0.125,0.14814814814814814,0.3333333333333333,0.14285714285714285,,0.6428571428571429,0.6666666666666666,0.7058823529411765,0.5833333333333334,0.32142857142857145,0.6666666666666666,0.6666666666666666,0.5,,,,,0.03571428571428571,,,,0.8888888888888888,0.625,,0.8,0.5,,0.2,,0.6785714285714286,,0.5570481481481482,0.5886,0.65865,0.22857142857142856,0.23529411764705882,0.3333333333333333,0.17777777777777778,3.255555555555555,63.4,0.1896551724137931,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,0.4,,,,,,,,,,,,,,,,,True,
203897,1610612741,Zach LaVine,Zach LaVine,203897,CHI,20354.0,339,1,689,688,86,136,62.0,1377,35.0,50.0,3.0,4.0,6.0,12.0,10.0,24.0,7.0,11.0,,1.0,29.0,67.0,,5.0,57.0,108.0,36.0,78.0,56.0,278.0,800,5.0,8.0,3.0,2.0,18.0,7.0,18.0,1.0,6.0,16.0,33.0,34.0,80.0,42.0,,67.0,29.0,10.0,,35.0,15.0,50.0,12.0,3.0,15.0,4.0,115.0,2.0,,27.0,15.0,,42.0,2.0,44.0,,6.0,4.0,2.0,29.0,4.0,14.0,4.0,14.0,2.0,43.0,2.0,5.0,2.0,15.0,1.0,50.0,,,66.0,8.0,25.0,5.0,2.0,,,,2.0,2.0,33.0,86,3.0,5.0,0.2982456140350877,0.2982456140350877,0.3888888888888889,0.46153846153846156,0.16666666666666666,0.46153846153846156,0.5277777777777778,0.625,0.3888888888888889,0.5967741935483871,0.7272727272727273,0.3541666666666667,0.6523809523809524,0.75,0.5,0.41935483870967744,,0.09259259259259259,0.18,,33.59893758300133,0.6744186046511628,,0.08771929824561403,,0.18120805369127516,0.014705882352941176,0.13125,0.006734006734006734,,,,0.018867924528301886,,0.07142857142857142,0.05,0.2,0.16666666666666666,0.2413793103448276,,1.0,0.26881720430107525,0.7,0.8536585365853658,0.4,0.12903225806451613,0.4166666666666667,0.43478260869565216,0.2,0.05913978494623656,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.3602150537634409,0.43283582089552236,0.43283582089552236,0.3103448275862069,0.36363636363636365,0.75,,0.5,0.5,0.041666666666666664,0.20833333333333334,,0.6881720430107527,0.43283582089552236,0.5433500000000001,0.541925,0.6129229166666667,0.13658536585365855,0.2,0.06474820143884892,0.11870503597122302,8.021296296296295,26.051282051282055,0.12481857764876633,12.0,34.0,3.0,66.0,16.0,15.0,0.1827956989247312,0.35294117647058826,0.35294117647058826,0.08333333333333333,0.2727272727272727,,1.0,2.0,2.0,,,,1.0,,5.0,1.0,0.6666666666666666,0.041666666666666664,,,0.6666666666666666,,,0.6666666666666666,0.5,1.0,3.0,3.0,1.0,,0.0375,,,1.0,,,,True,
1628035,1610612741,Alfonzo McKinnie,Alfonzo McKinnie,1628035,CHI,2516.0,42,-20,87,84,22,21,9.0,171,1.0,2.0,1.0,1.0,,1.0,,2.0,2.0,2.0,,,1.0,2.0,,1.0,2.0,5.0,3.0,4.0,1.0,14.0,102,1.0,1.0,,,2.0,1.0,2.0,,1.0,1.0,3.0,2.0,2.0,9.0,2.0,2.0,1.0,,,1.0,,1.0,,,,1.0,2.0,1.0,1.0,2.0,2.0,,4.0,2.0,6.0,,1.0,1.0,,1.0,,,,1.0,,1.0,,,1.0,3.0,,2.0,,,4.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,3.0,22,1.0,1.0,0.5,1.0,1.0,0.75,,0.75,0.4,1.0,0.5,0.7222222222222222,1.0,0.3333333333333333,0.6363636363636364,0.5,0.375,0.4444444444444444,,,,,12.244897959183673,1.0,,0.09523809523809523,0.043478260869565216,0.13333333333333333,0.07142857142857142,0.1111111111111111,0.05405405405405406,0.125,,,0.1111111111111111,,0.08333333333333333,,0.2,0.25,,,1.0,0.2222222222222222,0.5,0.5,,0.2222222222222222,,,,0.2222222222222222,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,1.0,1.0,,0.3333333333333333,,,0.3333333333333333,,0.6666666666666666,0.5,0.5431611111111112,,0.5335833333333334,0.1,0.16666666666666666,0.14285714285714285,0.21428571428571427,7.56,24.85,0.25287356321839083,1.0,1.0,,,,,0.1111111111111111,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
