EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,OpponentPoints,PenaltyFG3A,NonHeaveArc3FGA,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,ShortMidRangeFGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,DefThreePtRebounds,DefRebounds,Rebounds,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,TwoPtAssists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,Fg2aBlocked,BadPassOutOfBoundsTurnovers,FG2APctBlocked,AtRimPctBlocked,PtsUnassisted3s,ShortMidRangeAssists,Corner3FGA,Corner3Frequency,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,AtRimFGM,ShortMidRangePctBlocked,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFGM,PenaltyAtRimFGM,PtsPutbacks,FTDefRebounds,DefFTReboundPct,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,on,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyFtPoints,HeaveAttempts,Fg3aBlocked,Corner3Assists,LongMidRangeAssists,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,FTOffRebounds,BlockedArc3,DefensiveGoaltends,Corner3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,OffensiveGoaltends,3SecondViolations
101108,1610612756,Chris Paul,Chris Paul,101108,PHX,178.0,3,-1.0,7,6,5.0,1,13,1.0,1.0,1.0,6.0,1.0,1.0,5.0,1.0,12.5,1.0,1.0,1.0,0.561,0.561,24.7,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626164,1610612756,Devin Booker,Devin Booker,1626164,PHX,594.0,10,-15.0,20,20,11.0,3,40,1.0,,1.0,29.0,,1.0,11.0,0.125,39.130434782608695,0.125,,0.125,0.42581875,0.40278,27.3,0.55,6.0,5.0,2.0,2.0,2.0,7.0,2.0,6.0,1.0,1.0,2.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.2857142857142857,1.0,0.2,0.25,1.0,0.2,0.3333333333333333,1.0,0.2,0.625,0.25,1.0,1.0,0.3957,0.1111111111111111,0.125,0.3333333333333333,0.3333333333333333,10.928571428571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628969,1610612756,Mikal Bridges,Mikal Bridges,1628969,PHX,263.0,4,-1.0,9,8,5.0,1,17,1.0,1.0,1.0,8.0,1.0,1.0,5.0,0.5,20.0,0.5,1.0,0.5,0.504975,0.59625,26.9,0.5555555555555556,2.0,1.0,,,1.0,1.0,,5.0,,,,,,3.0,,,,,,,,,,,,,3.0,1.0,,,1.25,,1.5,1.25,,1.5,0.5,,,,,,,,0.6,8.3,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629150,1610612756,Emanuel Terry,Emanuel Terry,1629150,PHX,1092.0,18,-19.0,40,39,21.0,10,79,,,,43.0,,,21.0,,18.867924528301884,,,0.6,0.5569,0.49672499999999997,,0.525,23.0,2.0,,,,5.0,,,,5.0,,,4.0,,,,2.0,,4.0,1.0,,2.0,4.0,1.0,,,,,,,,,,,,,0.4,,,,0.49672499999999997,,,,,2.16,,,,,,,,,4.0,7.0,15.0,,,,,,,0.4444444444444444,0.4375,,,,,,,,,,3.0,3.0,2.0,2.0,2.0,1.0,7.0,3.0,8.0,3.0,1.0,3.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,0.6,0.42857142857142855,0.35,0.125,0.2857142857142857,0.2857142857142857,0.38461538461538464,0.16666666666666666,1.0,0.3333333333333333,0.5,0.6,0.6,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629661,1610612756,Cameron Johnson,Cameron Johnson,1629661,PHX,463.0,8,-6.0,15,16,13.0,4,31,1.0,,1.0,16.0,,1.0,13.0,0.5,14.285714285714286,0.5,,1.0,0.580175,0.6103,26.1,0.8666666666666667,7.0,,,,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,0.5,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626166,1610612756,Cameron Payne,Cameron Payne,1626166,PHX,537.0,9,-14.0,17,18,10.0,4,35,1.0,1.0,1.0,23.0,1.0,1.0,10.0,0.25,21.73913043478261,0.25,0.3333333333333333,0.5,0.5088250000000001,0.532,26.1,0.5882352941176471,10.0,2.0,,,,3.0,,3.0,,,,,2.0,3.0,,,1.0,,2.0,,,1.0,1.0,,,,3.0,,,,0.375,,0.5,0.375,,0.5,0.5,,,,,,,,1.0,6.5,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,0.25,,0.3333333333333333,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629013,1610612756,Landry Shamet,Landry Shamet,1629013,PHX,466.0,8,-15.0,15,16,6.0,3,31,,,1.0,24.0,,,6.0,1.0,5.555555555555555,,,1.0,0.5793,,22.6,0.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630688,1610612756,Ish Wainright,Ish Wainright,1630688,PHX,544.0,9,-13.0,23,21,8.0,6,44,1.0,,1.0,25.0,,1.0,8.0,0.5,16.666666666666668,0.5,,1.0,0.466825,,27.0,0.34782608695652173,14.0,,,,,1.0,2.0,2.0,,,2.0,,,,,,,,,,,2.0,3.0,1.0,2.0,1.0,,,,,,,,0.3333333333333333,1.0,,,,,,,0.3333333333333333,0.5,1.0,,3.8,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,2.0,1.0,,,,2.0,,2.0,,1.0,1.0,,,,,0.4,0.14285714285714285,,,0.3333333333333333,,,,1.0,0.5,,,1.0,,1.0,1.0,,,,,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628990,1610612756,Chandler Hutchison,Chandler Hutchison,1628990,PHX,82.0,1,,2,3,2.0,1,5,,,,,,,2.0,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630188,1610612756,Jalen Smith,Jalen Smith,1630188,PHX,82.0,1,,2,3,2.0,1,5,,,,,,,2.0,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
