EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,HeaveAttempts,Loose Ball Fouls Drawn,FTOffRebounds,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,on,Clear Path Fouls
1627822,1610612743,Petr Cornelie,Petr Cornelie,1627822,DEN,76.0,1,-2,3,2,2.0,1,1.0,5,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628420,1610612743,Monte Morris,Monte Morris,1628420,DEN,115056.0,1918,292,3900,3870,899.0,817,364.0,7770,4360,12.0,2.0,178.0,24.0,202.0,37.0,84.0,886.0,0.021739130434782608,0.013872832369942197,0.014510278113663845,0.0113314447592068,0.23051282051282052,91.0,134.0,7.0,11.0,26.0,38.0,58.0,107.0,73.0,151.0,38.0,96.0,4.0,8.0,6.0,20.0,69.0,178.0,8.0,16.0,24.0,53.0,222.0,392.0,107.0,274.0,66.0,831.0,13.0,21.0,12.0,24.0,2.0,64.0,46.0,94.0,30.0,73.0,31.0,213.0,210.0,234.0,300.0,21.0,4.0,178.0,69.0,22.0,2.0,185.0,105.0,290.0,71.0,34.0,83.0,79.0,23.0,685.0,12.0,108.0,68.0,9.0,48.0,32.0,16.0,43.0,11.0,36.0,28.0,5.0,7.0,4.0,1.0,71.0,6.0,17.0,1.0,3.0,4.0,73.0,2.0,9.0,75.0,5.0,2.0,3.0,24.0,5.0,9.0,6.0,3.0,2.0,2.0,1.0,4.0,9.0,4.0,1.0,203.0,7.0,3.0,0.47297297297297297,0.4772727272727273,0.9345794392523364,0.3905109489051095,0.5,0.410958904109589,0.3905109489051095,0.5663265306122449,0.6190476190476191,0.48936170212765956,0.5743243243243243,0.6888888888888889,0.5449101796407185,0.5946915351506457,0.6956521739130435,0.5824175824175825,0.4114114114114114,0.0072992700729927005,0.05612244897959184,0.08955223880597014,0.06542056074766354,0.019867549668874173,0.010416666666666666,0.0056179775280898875,17.76955113373438,0.6056338028169014,0.06875631951466127,0.12781065088757396,0.015209125475285171,0.09596510359869138,0.0196078431372549,0.009708737864077669,0.016574585635359115,0.012195121951219513,0.044585987261146494,0.06437768240343347,0.11483253588516747,0.11609907120743033,0.1658291457286432,0.02903225806451613,0.4444444444444444,0.2012012012012012,0.6791044776119403,0.7459016393442623,0.6593406593406593,0.16066066066066065,0.5420560747663551,0.58,0.39655172413793105,0.22672672672672672,0.48344370860927155,0.49324324324324326,0.3013698630136986,0.14414414414414414,0.3958333333333333,0.4,1.0,0.2672672672672673,0.38764044943820225,0.3898305084745763,0.8985507246376812,0.24444444444444444,0.6363636363636364,0.7142857142857143,0.17777777777777778,0.5,1.0,0.35555555555555557,0.5,1.0,0.2275449101796407,0.6842105263157895,0.11976047904191617,0.3,0.31736526946107785,0.4528301886792453,0.6126126126126126,0.38764044943820225,0.501059009009009,0.5162515151515151,0.500787125748503,0.04215116279069767,0.058394160583941604,0.018050541516245487,0.07701564380264742,0.2563176895306859,10.225510204081633,24.96423357664234,,,,,,,,,True,
1630210,1610612743,Markus Howard,Markus Howard,1630210,DEN,1305.0,22,-5,43,43,16.0,18,9.0,86,59,,,,,,2.0,6.0,16.0,,,,,0.37209302325581395,,2.0,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,2.0,7.0,,,,,,3.0,3.0,8.0,1.0,10.0,,,1.0,1.0,,3.0,,1.0,,,,,,,9.0,,,7.0,2.0,2.0,,2.0,,2.0,,,1.0,1.0,,4.0,,,,,2.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,3.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,0.375,1.0,,0.375,,,,0.4090909090909091,1.5,,0.45454545454545453,1.5,,0.7272727272727273,,0.6666666666666666,1.0,,,,,23.52941176470588,,,,,,,,,,,,,,,,,0.18181818181818182,,,,,,,,0.09090909090909091,,,,0.09090909090909091,1.0,1.0,1.0,0.6363636363636364,0.2857142857142857,0.2857142857142857,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,0.9090909090909091,0.2857142857142857,0.5416772727272728,0.59145,0.7089,,,,0.3,,8.633333333333333,25.8125,,,,,,,,,True,
1630267,1610612743,Facundo Campazzo,Facundo Campazzo,1630267,DEN,21981.0,366,-106,724,729,202.0,221,72.0,1453,898,,,23.0,4.0,27.0,11.0,35.0,200.0,,,0.012738853503184714,,0.27900552486187846,12.0,19.0,1.0,1.0,4.0,5.0,4.0,11.0,2.0,2.0,4.0,14.0,,,,1.0,13.0,41.0,1.0,4.0,,14.0,18.0,32.0,17.0,55.0,19.0,106.0,1.0,1.0,1.0,4.0,4.0,9.0,4.0,8.0,,15.0,12.0,20.0,16.0,20.0,45.0,6.0,,40.0,13.0,1.0,,34.0,26.0,60.0,17.0,9.0,20.0,12.0,2.0,146.0,4.0,12.0,11.0,1.0,9.0,5.0,4.0,10.0,5.0,8.0,8.0,1.0,2.0,,,18.0,2.0,4.0,,1.0,2.0,32.0,2.0,7.0,24.0,2.0,,,7.0,,6.0,8.0,1.0,1.0,3.0,,5.0,9.0,3.0,,16.0,5.0,4.0,0.4444444444444444,0.4444444444444444,0.8823529411764706,0.3090909090909091,0.25,,0.3148148148148148,0.5625,1.0,0.5,0.5,0.5,0.17391304347826086,0.5408163265306123,0.6428571428571429,0.3333333333333333,0.632183908045977,,0.03125,,0.09090909090909091,,,,14.5,0.5555555555555556,0.058823529411764705,0.07894736842105263,0.0223463687150838,0.06784660766961652,,,0.023076923076923078,0.02040816326530612,0.03389830508474576,0.07777777777777778,0.05263157894736842,0.10185185185185185,0.022727272727272728,0.02040816326530612,0.3333333333333333,0.21839080459770116,0.631578947368421,0.631578947368421,0.4166666666666667,0.12643678160919541,0.36363636363636365,0.4,0.5,0.022988505747126436,1.0,1.0,0.5,0.16091954022988506,0.2857142857142857,0.2857142857142857,1.0,0.47126436781609193,0.3170731707317073,0.3170731707317073,0.8461538461538461,0.2,1.0,1.0,,,,0.8,0.25,1.0,0.21739130434782608,0.8,0.043478260869565216,,0.6086956521739131,,0.8505747126436781,0.325,0.5276930232558139,0.4701,0.5050068181818183,0.07608695652173914,0.1891891891891892,,0.08490566037735849,0.18867924528301888,5.4625,25.707272727272724,1.0,3.0,,,,,,,True,
203932,1610612743,Aaron Gordon,Aaron Gordon,203932,DEN,142533.0,2376,321,4845,4805,1209.0,1070,477.0,9650,5436,81.0,15.0,314.0,125.0,439.0,55.0,148.0,1193.0,0.13274336283185842,0.07788461538461539,0.06005859375,0.07692307692307693,0.24953560371517028,276.0,365.0,50.0,71.0,59.0,79.0,45.0,145.0,26.0,64.0,38.0,112.0,,7.0,5.0,20.0,49.0,148.0,5.0,8.0,13.0,39.0,347.0,574.0,87.0,260.0,171.0,1126.0,54.0,91.0,5.0,15.0,13.0,136.0,72.0,115.0,18.0,59.0,58.0,256.0,436.0,258.0,222.0,39.0,78.0,144.0,49.0,52.0,,128.0,60.0,188.0,40.0,20.0,85.0,32.0,11.0,436.0,42.0,168.0,131.0,22.0,44.0,31.0,13.0,69.0,11.0,37.0,64.0,7.0,32.0,6.0,8.0,133.0,5.0,27.0,11.0,5.0,16.0,200.0,1.0,5.0,230.0,33.0,,,107.0,3.0,20.0,42.0,2.0,2.0,22.0,,17.0,44.0,29.0,,254.0,7.0,17.0,0.6282420749279539,0.7077922077922078,0.8505747126436781,0.3346153846153846,0.3333333333333333,0.3050847457627119,0.33984375,0.6045296167247387,0.5934065934065934,0.6260869565217392,0.5725419664268585,0.5801886792452831,0.5689655172413793,0.6047261009667024,0.6017699115044248,0.6037735849056604,0.3117505995203837,,0.09059233449477352,0.07397260273972603,0.16551724137931034,0.015625,,,19.743922805715346,0.518796992481203,0.10755336617405582,0.15924170616113745,0.041666666666666664,0.1315442146942367,0.09042553191489362,0.059574468085106386,0.04011461318051576,0.04516129032258064,0.08808290155440414,0.11033274956217162,0.13026819923371646,0.14606741573033707,0.20078740157480315,0.0650887573964497,0.6590909090909091,0.43764988009592326,0.7561643835616438,0.8165680473372781,0.6739130434782609,0.17386091127098321,0.3103448275862069,0.371900826446281,0.4222222222222222,0.07673860911270983,0.40625,0.4126984126984127,0.5,0.1342925659472422,0.3392857142857143,0.3392857142857143,0.9736842105263158,0.1774580335731415,0.3310810810810811,0.3310810810810811,0.7551020408163265,0.6698113207547169,0.704225352112676,0.16,0.0660377358490566,,,0.07547169811320754,0.625,0.8,0.4540229885057471,0.7468354430379747,0.11494252873563218,0.25,0.22413793103448276,0.3333333333333333,0.749400479616307,0.3402777777777778,0.5517837951807231,0.5518111842105263,0.5499385294117647,0.1207464324917673,0.16512345679012347,0.011406844106463879,0.12078152753108348,0.22735346358792186,5.211498257839723,25.257307692307695,4.0,6.0,2.0,3.0,9.0,3.0,1.0,0.018691588785046728,True,
201145,1610612743,Jeff Green,Jeff Green,201145,DEN,79662.0,1328,186,2700,2705,605.0,567,243.0,5405,3066,14.0,12.0,144.0,29.0,173.0,51.0,101.0,595.0,0.1875,0.02364864864864865,0.024778761061946902,0.02092050209205021,0.22407407407407406,110.0,144.0,8.0,13.0,27.0,29.0,28.0,71.0,5.0,16.0,24.0,72.0,1.0,2.0,6.0,13.0,17.0,46.0,1.0,3.0,5.0,8.0,143.0,231.0,41.0,118.0,120.0,529.0,11.0,17.0,2.0,5.0,15.0,43.0,35.0,44.0,11.0,21.0,38.0,141.0,250.0,36.0,120.0,3.0,8.0,46.0,17.0,20.0,,46.0,26.0,72.0,16.0,10.0,28.0,11.0,7.0,170.0,14.0,59.0,73.0,3.0,22.0,16.0,6.0,18.0,8.0,12.0,30.0,3.0,6.0,6.0,2.0,48.0,2.0,16.0,1.0,4.0,9.0,115.0,8.0,6.0,138.0,20.0,,,74.0,,5.0,17.0,1.0,1.0,11.0,,6.0,18.0,12.0,,141.0,7.0,5.0,0.8741258741258742,0.8992805755395683,0.975609756097561,0.3474576271186441,0.4,0.5238095238095238,0.3474576271186441,0.6190476190476191,0.6470588235294118,0.7954545454545454,0.5859598853868195,0.6363636363636364,0.7923076923076923,0.6482843137254902,0.7166666666666667,0.8703703703703703,0.33810888252148996,,0.08658008658008658,0.0763888888888889,0.1267605633802817,,,,15.327731092436975,0.375,0.10846953937592868,0.09752066115702479,0.026022304832713755,0.10328638497652583,0.037914691943127965,0.007042253521126761,0.019390581717451522,0.03954802259887006,0.10697674418604651,0.1069182389937107,0.11428571428571428,0.10874200426439233,0.058823529411764705,0.02097902097902098,0.6666666666666666,0.41260744985673353,0.7638888888888888,0.8270676691729323,0.9090909090909091,0.2034383954154728,0.39436619718309857,0.45161290322580644,0.7142857142857143,0.045845272206303724,0.3125,0.3125,1.0,0.20630372492836677,0.3333333333333333,0.3333333333333333,1.0,0.1318051575931232,0.3695652173913043,0.3695652173913043,0.9411764705882353,0.5909090909090909,0.6153846153846154,0.5,0.09090909090909091,0.5,1.0,0.13636363636363635,0.3333333333333333,1.0,0.4461538461538462,0.9310344827586207,0.2,0.46153846153846156,0.12307692307692308,0.625,0.7507163323782235,0.3695652173913043,0.5498528653295129,0.5435441176470588,0.5574192307692307,0.18362282878411912,0.2596491228070175,,0.08128544423440454,0.2665406427221172,4.715151515151516,24.29491525423729,,4.0,1.0,,,,1.0,0.02127659574468085,True,
1628432,1610612743,Davon Reed,Davon Reed,1628432,DEN,9170.0,153,37,313,317,104.0,78,29.0,630,344,2.0,2.0,22.0,4.0,26.0,7.0,21.0,102.0,0.2222222222222222,0.03333333333333333,0.03389830508474576,0.038461538461538464,0.33226837060702874,3.0,6.0,1.0,2.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,5.0,,,,1.0,2.0,4.0,,,1.0,2.0,6.0,14.0,3.0,9.0,5.0,26.0,2.0,3.0,,,,4.0,1.0,2.0,1.0,3.0,1.0,6.0,8.0,4.0,9.0,,2.0,4.0,2.0,1.0,,6.0,5.0,11.0,4.0,1.0,3.0,3.0,,27.0,2.0,10.0,10.0,,9.0,7.0,2.0,,,,,,,,,,,,,,,4.0,,,6.0,,,,3.0,,,1.0,,,1.0,,,1.0,1.0,,6.0,,,0.6666666666666666,0.8,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.5,0.45652173913043476,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,0.391304347826087,,0.07142857142857142,,0.16666666666666666,,,,7.60233918128655,,0.11904761904761904,0.13513513513513514,0.034482758620689655,0.12658227848101267,0.05263157894736842,,,0.10526315789473684,0.15384615384615385,0.1,0.1111111111111111,0.11475409836065574,0.23076923076923078,,1.0,0.2608695652173913,0.5,0.5,0.6666666666666666,0.2608695652173913,0.3333333333333333,0.4,0.5,0.08695652173913043,0.5,0.5,1.0,0.21739130434782608,0.2,0.2,1.0,0.17391304347826086,0.5,0.5,1.0,0.6666666666666666,0.5,1.0,,,,,,,0.4,0.5,0.2,,0.4,0.5,0.6521739130434783,0.5,0.5073195652173912,0.4178,0.58148,0.11538461538461539,0.17647058823529413,,0.15384615384615385,0.23076923076923078,7.471428571428571,24.422222222222224,,,,,1.0,,,,True,
1627854,1610612743,Bryn Forbes,Bryn Forbes,1627854,DEN,6243.0,104,18,220,212,102.0,90,24.0,432,260,,,4.0,2.0,6.0,5.0,12.0,102.0,,,0.02197802197802198,,0.4636363636363636,1.0,1.0,,,,,5.0,7.0,5.0,8.0,1.0,3.0,,,,2.0,2.0,10.0,,2.0,,3.0,11.0,16.0,3.0,13.0,1.0,32.0,1.0,2.0,,2.0,,2.0,5.0,8.0,,5.0,,10.0,16.0,6.0,9.0,,2.0,10.0,2.0,2.0,,2.0,5.0,7.0,3.0,2.0,1.0,,1.0,19.0,2.0,1.0,3.0,1.0,1.0,1.0,,5.0,,3.0,,,2.0,,,5.0,,1.0,,,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,10.0,3.0,,0.7272727272727273,0.8,1.0,0.23076923076923078,,,0.23076923076923078,0.6875,0.5,0.625,0.5344827586206896,0.25,0.38461538461538464,0.5333333333333333,0.25,0.38461538461538464,0.4482758620689655,,0.125,,0.14285714285714285,0.125,,,13.944223107569723,1.0,0.058823529411764705,0.022222222222222223,0.044444444444444446,0.041666666666666664,,,0.06666666666666667,,,0.05,0.11764705882352941,0.029411764705882353,,0.07692307692307693,,0.034482758620689655,1.0,1.0,1.0,0.2413793103448276,0.7142857142857143,0.8333333333333334,0.8,0.27586206896551724,0.625,0.7142857142857143,0.6,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.3448275862068966,0.2,0.2,1.0,,,,,,,0.5,,,,,0.15384615384615385,,0.23076923076923078,,0.4827586206896552,0.2,0.48254999999999987,0.5012500000000001,0.4568807692307693,0.03333333333333333,0.058823529411764705,,0.0625,0.3125,11.8375,25.646153846153844,,,,,,,,,True,
203999,1610612743,Nikola Jokic,Nikola Jokic,203999,DEN,119944.0,1999,425,4097,4062,1009.0,866,401.0,8159,4498,108.0,47.0,636.0,159.0,795.0,87.0,165.0,997.0,0.49473684210526314,0.1261682242990654,0.09250585480093677,0.13505747126436782,0.2462777642177203,278.0,378.0,65.0,106.0,77.0,107.0,220.0,351.0,42.0,81.0,3.0,7.0,,2.0,1.0,2.0,77.0,229.0,4.0,13.0,13.0,57.0,540.0,810.0,80.0,236.0,305.0,1625.0,77.0,129.0,4.0,15.0,50.0,216.0,138.0,209.0,14.0,59.0,128.0,446.0,644.0,436.0,228.0,12.0,124.0,227.0,77.0,51.0,,342.0,144.0,486.0,85.0,59.0,258.0,43.0,41.0,1116.0,50.0,223.0,366.0,44.0,88.0,69.0,19.0,150.0,39.0,102.0,72.0,10.0,48.0,,5.0,222.0,10.0,43.0,3.0,11.0,13.0,380.0,1.0,5.0,379.0,59.0,1.0,24.0,149.0,3.0,53.0,52.0,,,23.0,,29.0,52.0,32.0,5.0,442.0,5.0,49.0,0.5962962962962963,0.6736401673640168,0.95,0.3389830508474576,0.26666666666666666,0.23728813559322035,0.3418803418803419,0.6666666666666666,0.5968992248062015,0.6602870813397129,0.6309751434034416,0.5763888888888888,0.5932835820895522,0.6738035264483627,0.6407185628742516,0.6505847953216374,0.22562141491395793,,0.06296296296296296,0.06349206349206349,0.07692307692307693,,,,30.99209833187006,0.6756756756756757,0.3407821229050279,0.2494407158836689,0.05868544600938967,0.2992886178861789,0.14241486068111456,0.08108108108108109,0.05565217391304348,0.06498194945848375,0.37349397590361444,0.34637964774951074,0.2813852813852814,0.25513196480938416,0.23113207547169812,0.12188365650969529,0.6153846153846154,0.361376673040153,0.7354497354497355,0.7853107344632768,0.5323741007194245,0.3355640535372849,0.6267806267806267,0.6790123456790124,0.65,0.07743785850860421,0.5185185185185185,0.5185185185185185,0.7380952380952381,0.006692160611854685,0.42857142857142855,0.42857142857142855,1.0,0.21892925430210325,0.33624454148471616,0.33624454148471616,0.948051948051948,0.7361111111111112,0.6132075471698113,0.07692307692307693,0.013888888888888888,,,0.09027777777777778,0.3076923076923077,1.0,0.39925373134328357,0.719626168224299,0.007462686567164179,0.5,0.2126865671641791,0.22807017543859648,0.5869980879541109,0.3392070484581498,0.48603649425287354,0.5556848623853212,0.4736823308270675,0.1335676625659051,0.16555555555555557,0.012605042016806723,0.13292307692307692,0.2744615384615385,5.642962962962963,26.174576271186453,2.0,21.0,1.0,,,2.0,,0.011764705882352941,True,
1630192,1610612743,Zeke Nnaji,Zeke Nnaji,1630192,DEN,7359.0,123,-22,241,232,72.0,71,27.0,473,314,2.0,,5.0,4.0,9.0,8.0,19.0,71.0,,0.0392156862745098,0.03773584905660377,0.047619047619047616,0.2987551867219917,7.0,11.0,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,5.0,9.0,1.0,1.0,2.0,2.0,4.0,7.0,,,1.0,2.0,8.0,13.0,9.0,16.0,6.0,49.0,1.0,2.0,1.0,1.0,2.0,7.0,2.0,4.0,3.0,4.0,,13.0,14.0,2.0,27.0,,2.0,7.0,4.0,3.0,,,3.0,3.0,1.0,2.0,,,,9.0,2.0,4.0,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,4.0,,7.0,,,10.0,2.0,,,6.0,,,2.0,,,1.0,,1.0,2.0,,,13.0,4.0,,0.875,1.0,1.0,0.5625,1.0,0.75,0.5625,0.6153846153846154,0.5,0.5,0.7413793103448276,0.8333333333333334,0.8125,0.7424242424242424,0.875,0.8125,0.5517241379310345,,0.23076923076923078,0.2727272727272727,,,,,12.592592592592592,1.0,0.01818181818181818,0.08163265306122448,0.03636363636363636,0.04807692307692308,0.05,,0.05263157894736842,,0.058823529411764705,,,0.12121212121212122,,,,0.3793103448275862,0.6363636363636364,0.875,0.8571428571428571,0.034482758620689655,,,,0.034482758620689655,1.0,1.0,1.0,0.3103448275862069,0.5555555555555556,0.5555555555555556,1.0,0.2413793103448276,0.5714285714285714,0.5714285714285714,1.0,0.6666666666666666,0.5,,0.3333333333333333,1.0,1.0,,,,0.375,0.3333333333333333,0.25,1.0,0.25,0.5,0.9310344827586207,0.5714285714285714,0.5634758620689655,0.5325500000000001,0.5509312500000001,0.18181818181818182,0.35294117647058826,,0.14285714285714285,0.2653061224489796,4.184615384615385,24.500000000000004,,1.0,,,,,,,True,
