EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,PtsUnassisted2s,Corner3Assists,DefAtRimReboundPct,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,AtRimAssists,BadPassSteals,Charge Fouls Drawn,Offensive Fouls Drawn,SecondChanceFg3Pct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,LongMidRangeAssists,TwoPtShootingFoulsDrawn,SecondChanceCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Loose Ball Fouls Drawn,DefLongMidRangeReboundPct,LostBallTurnovers,BlockedShortMidRange,Blocked3s,BlockedCorner3,DefensiveGoaltends,on,SecondChanceCorner3FGM,SecondChanceFtPoints,PtsPutbacks,Fg3aBlocked,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffAtRimReboundPct,SelfORebPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls,Technical Free Throw Trips,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,HeaveAttempts,Clear Path Fouls,OffensiveGoaltends,3SecondViolations
1627822,1610612743,Petr Cornelie,Petr Cornelie,1627822,DEN,2277.0,38,8.0,87,83,64,39.0,11.0,170,3.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,3.0,4.0,7.0,1.0,8.0,3.0,14.0,82,1.0,1.0,2.0,4.0,5.0,1.0,4.0,3.0,14.0,8.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,3.0,4.0,4.0,1.0,2.0,7.0,7.0,14.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,5.0,7.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,14.0,64,1.0,2.0,1.0,1.0,1.0,0.125,0.25,0.125,0.5714285714285714,1.0,0.8,0.36666666666666664,1.0,0.6111111111111112,0.4117647058823529,1.0,0.6363636363636364,0.5333333333333333,0.14285714285714285,0.2,21.42857142857143,0.75,0.4,0.09090909090909091,0.26666666666666666,0.25,0.13043478260869565,0.18518518518518517,0.18421052631578946,0.5,0.16666666666666666,0.15384615384615385,0.1,0.3333333333333333,0.2727272727272727,0.2,1.0,0.3333333333333333,0.6,0.75,1.0,0.06666666666666667,1.0,1.0,1.0,0.06666666666666667,0.2,0.3333333333333333,0.2,0.2,1.0,1.0,1.0,1.0,0.4444444444444444,0.75,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.8666666666666667,0.2,0.5625433333333334,0.7775,0.5859000000000001,0.14285714285714285,1.0,5.257142857142857,25.2625,0.735632183908046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628420,1610612743,Monte Morris,Monte Morris,1628420,DEN,115.0,2,-6.0,4,4,4,4.0,1.0,8,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628432,1610612743,Davon Reed,Davon Reed,1628432,DEN,602.0,10,-8.0,27,25,23,13.0,2.0,52,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,2.0,4.0,37,,,,1.0,1.0,,,2.0,4.0,,,,,,,3.0,3.0,2.0,,9.0,,1.0,,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,1.0,2.0,1.0,,,,,4.0,23,,1.0,,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,6.8965517241379315,,0.5,0.5,0.25,,,0.2,0.14285714285714285,,0.3333333333333333,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.449,,0.449,,1.0,12.5,,0.8518518518518519,,2.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630210,1610612743,Markus Howard,Markus Howard,1630210,DEN,1475.0,25,12.0,53,52,30,28.0,10.0,105,1.0,2.0,,,1.0,1.0,,1.0,3.0,4.0,3.0,3.0,8.0,2.0,4.0,3.0,6.0,5.0,12.0,,21.0,43,,,3.0,2.0,2.0,3.0,7.0,,13.0,2.0,9.0,8.0,3.0,,1.0,1.0,2.0,,,5.0,,,,,,,,,2.0,,,,1.0,1.0,,1.0,1.0,1.0,,2.0,,,,,,,13.0,30,,,0.3333333333333333,0.3333333333333333,0.6,0.4166666666666667,0.42857142857142855,0.4166666666666667,0.5,,1.0,0.5833333333333334,0.75,0.7222222222222222,0.5833333333333334,0.75,0.7222222222222222,0.6666666666666666,,,30.158730158730158,,,,,,,,,,,,,,,,,0.1111111111111111,0.5,0.5,,0.05555555555555555,,,,0.16666666666666666,0.2222222222222222,0.4444444444444444,0.375,0.375,0.3333333333333333,,,,0.1111111111111111,1.0,0.3333333333333333,0.4444444444444444,0.5,0.7777777777777778,0.375,0.49935833333333335,0.52395,0.48662222222222223,0.14285714285714285,0.6190476190476191,11.1,25.59166666666667,0.5660377358490566,1.0,4.0,1.0,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630267,1610612743,Facundo Campazzo,Facundo Campazzo,1630267,DEN,1367.0,23,-2.0,50,49,32,32.0,7.0,99,,,,,,,1.0,1.0,,4.0,3.0,2.0,6.0,2.0,5.0,1.0,1.0,3.0,10.0,2.0,13.0,41,1.0,1.0,2.0,,,3.0,8.0,,9.0,2.0,6.0,6.0,2.0,,4.0,,4.0,,3.0,8.0,,,1.0,2.0,,3.0,,3.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,2.0,2.0,,1.0,1.0,1.0,1.0,9.0,32,,,1.0,1.0,0.6666666666666666,0.3,0.375,0.3,1.0,1.0,,0.5,0.5,0.5625,0.5416666666666666,0.5,0.5625,0.9090909090909091,,,22.80701754385965,1.0,,0.2857142857142857,,0.07692307692307693,,0.15,,,,,,0.3333333333333333,,0.2,1.0,,,,,0.09090909090909091,1.0,1.0,1.0,,0.36363636363636365,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.5,,,,,,0.375,0.625,0.4,0.9090909090909091,0.3333333333333333,0.5060545454545454,0.3976,0.51316875,0.15384615384615385,0.6923076923076923,5.4,25.1,0.64,,,,0.5,,1.0,1.0,,,,1.0,3.0,,1.0,,,,,,,0.25,0.25,1.0,,,,0.3333333333333333,1.0,1.0,1.0,0.5,0.08333333333333333,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203932,1610612743,Aaron Gordon,Aaron Gordon,203932,DEN,76.0,1,-2.0,3,2,2,1.0,1.0,5,,,,,,,,1.0,,,,,,,,,1.0,,,,,2,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.4196,,0.4196,,,12.3,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201145,1610612743,Jeff Green,Jeff Green,201145,DEN,92.0,2,,3,2,3,,,5,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628427,1610612743,Vlatko Cancar,Vlatko Cancar,1628427,DEN,965.0,16,18.0,38,38,29,14.0,5.0,76,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,3.0,6.0,29,,,3.0,,,,,2.0,2.0,,3.0,1.0,1.0,,1.0,1.0,2.0,,,5.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,4.0,4.0,1.0,,,,,2.0,29,,1.0,,,1.0,1.0,,1.0,,,,1.5,1.5,,1.0,1.5,1.0,1.0,,,6.976744186046512,,,,,0.2,,0.1,,,,,,,0.25,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,0.5004,0.5004,,0.5,0.3333333333333333,,26.3,0.7631578947368421,,,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,,0.5,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630192,1610612743,Zeke Nnaji,Zeke Nnaji,1630192,DEN,741.0,12,20.0,28,28,23,9.0,3.0,56,,,,,,,,,,,,2.0,3.0,1.0,2.0,,,2.0,3.0,1.0,7.0,18,,,3.0,,,1.0,2.0,1.0,4.0,,6.0,3.0,2.0,,1.0,,1.0,,,2.0,,,1.0,1.0,,2.0,,2.0,1.0,,,,,,,,,,,1.0,2.0,1.0,,,,,4.0,23,,1.0,,,1.0,0.6666666666666666,0.5,0.6666666666666666,,,,1.0,1.5,0.75,0.875,1.5,0.6666666666666666,1.0,,,12.903225806451614,,,0.25,,0.3333333333333333,,0.2857142857142857,,,,,,,0.3333333333333333,,,,,,,,,,,,,1.0,0.6666666666666666,0.6666666666666666,1.0,,,,,,,1.0,0.5,1.0,0.6666666666666666,0.4796500000000001,,0.45742499999999997,0.42857142857142855,0.5714285714285714,,25.400000000000002,0.8214285714285714,,,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203085,1610612743,Austin Rivers,Austin Rivers,203085,DEN,1018.0,17,-3.0,38,36,25,24.0,5.0,74,1.0,1.0,,,1.0,1.0,2.0,3.0,,2.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,4.0,,9.0,31,,,,2.0,3.0,1.0,4.0,,7.0,4.0,,2.0,1.0,,,1.0,1.0,,,3.0,,,1.0,,,1.0,,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,,7.0,25,,,0.6666666666666666,0.6666666666666666,,0.25,0.25,0.25,0.75,,0.6666666666666666,0.5625,,0.5,0.5625,,0.5,0.5,,,20.930232558139537,1.0,,,,0.1,,0.05555555555555555,,,,,,,0.2,,,0.125,1.0,1.0,1.0,0.375,0.6666666666666666,0.6666666666666666,0.5,,0.25,0.25,0.5,0.5,,,,,0.14285714285714285,1.0,0.2857142857142857,0.2857142857142857,0.5,0.625,0.5,0.528775,,0.5461714285714285,,0.7777777777777778,7.675000000000001,24.575,0.6578947368421053,,2.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
