EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,DefPoss,PenaltyDefPoss,TotalPoss,FTDefRebounds,DefRebounds,Rebounds,DefFTReboundPct,SecondsPlayed,Minutes,PlusMinus,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Offensive Fouls Drawn,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Arc3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,on,HeaveMakes,FTOffRebounds,OffFTReboundPct
1626149,1610612764,Montrezl Harrell,Montrezl Harrell,1626149,WAS,1,1.0,1,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1628398,1610612764,Kyle Kuzma,Kyle Kuzma,1628398,WAS,1918,253.0,3827,10.0,205.0,231.0,0.23809523809523808,57073.0,951.0,-161.0,1909.0,303.0,206.0,50.0,76.0,10.0,15.0,9.0,12.0,63.0,131.0,18.0,48.0,16.0,49.0,2.0,4.0,4.0,11.0,39.0,120.0,4.0,12.0,7.0,13.0,131.0,255.0,55.0,169.0,56.0,483.0,2257.0,15.0,26.0,6.0,16.0,9.0,57.0,20.0,36.0,11.0,24.0,17.0,90.0,124.0,138.0,162.0,3.0,14.0,120.0,39.0,12.0,1.0,69.0,38.0,107.0,25.0,13.0,55.0,9.0,5.0,252.0,8.0,18.0,74.0,121.0,26.0,6.0,14.0,12.0,2.0,39.0,13.0,20.0,37.0,4.0,19.0,1.0,8.0,76.0,4.0,16.0,29.0,51.0,8.0,3.0,3.0,59.0,1.0,2.0,71.0,11.0,35.0,6.0,23.0,1.0,1.0,11.0,12.0,24.0,9.0,1.0,86.0,297.0,3.0,0.4732824427480916,0.5,0.9818181818181818,0.3254437869822485,0.375,0.4583333333333333,0.3254437869822485,0.5137254901960784,0.5769230769230769,0.5555555555555556,0.5035377358490566,0.5714285714285714,0.6083333333333333,0.5319383259911894,0.6063829787234043,0.6428571428571429,0.39858490566037735,0.005917159763313609,0.047058823529411764,0.07894736842105263,0.04580152671755725,0.02040816326530612,24.835988753514528,0.5131578947368421,0.19298245614035087,0.03515625,0.21574344023323616,0.020942408376963352,0.20103092783505155,0.029082774049217,0.03496503496503497,0.02040816326530612,0.06451612903225806,0.014388489208633094,0.038461538461538464,0.09947643979057591,0.21359223300970873,0.28346456692913385,0.2302158273381295,0.15384615384615385,0.02666666666666667,0.375,0.1792452830188679,0.6578947368421053,0.7142857142857143,0.56,0.3089622641509434,0.48091603053435117,0.504,0.4126984126984127,0.11320754716981132,0.375,0.375,0.4444444444444444,0.11556603773584906,0.32653061224489793,0.3333333333333333,1.0,0.2830188679245283,0.325,0.325,0.9743589743589743,0.35714285714285715,0.6666666666666666,0.2,0.09523809523809523,0.5,1.0,0.2857142857142857,0.3333333333333333,1.0,0.2,0.75,0.18333333333333332,0.36363636363636365,0.21666666666666667,0.5384615384615384,0.5778301886792453,0.325,0.4965781839622642,0.5039308823529411,0.4956791666666666,0.078125,0.12544802867383512,0.11801242236024845,0.18633540372670807,8.091372549019608,25.481065088757394,0.15872184389732844,,,,,,,,,,,,,,,,True,,,
1629655,1610612764,Daniel Gafford,Daniel Gafford,1629655,WAS,2919,486.0,5829,22.0,252.0,407.0,0.3333333333333333,86645.0,1444.0,-211.0,2910.0,579.0,312.0,256.0,325.0,68.0,98.0,52.0,66.0,28.0,75.0,1.0,9.0,,,,,,,,1.0,,,,1.0,285.0,409.0,,1.0,107.0,677.0,3453.0,70.0,108.0,,,30.0,170.0,56.0,83.0,,1.0,33.0,145.0,420.0,150.0,,,116.0,1.0,,38.0,,38.0,30.0,68.0,23.0,7.0,16.0,13.0,9.0,166.0,38.0,117.0,108.0,122.0,155.0,12.0,30.0,21.0,9.0,31.0,8.0,14.0,34.0,6.0,17.0,1.0,,65.0,19.0,9.0,112.0,170.0,5.0,6.0,10.0,158.0,1.0,21.0,153.0,31.0,78.0,15.0,98.0,1.0,,52.0,43.0,99.0,57.0,5.0,143.0,573.0,11.0,0.7368421052631579,0.9251101321585903,,,,,,0.6968215158924206,0.6481481481481481,0.6746987951807228,0.6951219512195121,0.6481481481481481,0.6666666666666666,0.7171610169491526,0.6854838709677419,0.6904761904761905,0.0024390243902439024,,0.09290953545232274,0.07692307692307693,0.17333333333333334,,16.400980993255672,0.47692307692307695,0.14104046242774568,0.1482889733840304,0.19852941176470587,0.06690140845070422,0.16323633782824698,0.11422254974207811,0.17488789237668162,0.1763085399449036,0.06896551724137931,0.06779661016949153,0.06451612903225806,0.13043478260869565,0.15330188679245282,0.1276595744680851,0.20361990950226244,0.17647058823529413,0.13953488372093023,0.5757575757575758,0.7926829268292683,0.7876923076923077,0.8533333333333334,0.72265625,0.18292682926829268,0.37333333333333335,0.45161290322580644,0.8571428571428571,0.02195121951219512,0.1111111111111111,0.1111111111111111,1.0,,,,,0.0024390243902439024,,,,0.9074074074074074,0.6938775510204082,0.08823529411764706,,,,,,,0.7857142857142857,0.7878787878787878,,,0.011904761904761904,,0.7951219512195122,,0.5702992682926827,0.576754117647059,0.5620714285714286,0.17067833698030635,0.17105263157894737,0.2511078286558346,0.21418020679468242,2.816870415647922,27.9,0.19896907216494844,3.0,1.0,3.0,2.0,2.0,4.0,4.0,,,,,,,,,True,,,
203078,1610612764,Bradley Beal,Bradley Beal,203078,WAS,1359,154.0,2720,1.0,62.0,81.0,0.02564102564102564,40422.0,674.0,-64.0,1361.0,237.0,156.0,59.0,90.0,3.0,3.0,14.0,19.0,43.0,98.0,27.0,65.0,8.0,23.0,1.0,3.0,3.0,6.0,18.0,72.0,2.0,4.0,3.0,12.0,129.0,253.0,26.0,95.0,67.0,403.0,1538.0,12.0,18.0,3.0,7.0,5.0,38.0,21.0,49.0,6.0,18.0,13.0,73.0,92.0,166.0,57.0,21.0,8.0,72.0,18.0,13.0,,71.0,38.0,109.0,19.0,19.0,49.0,14.0,8.0,256.0,3.0,16.0,26.0,35.0,19.0,10.0,15.0,11.0,4.0,38.0,11.0,27.0,23.0,4.0,11.0,2.0,1.0,61.0,2.0,10.0,28.0,44.0,4.0,1.0,,60.0,3.0,2.0,80.0,7.0,35.0,2.0,5.0,,,,5.0,5.0,1.0,,71.0,232.0,,0.35658914728682173,0.368,0.7307692307692307,0.2736842105263158,0.42857142857142855,0.3333333333333333,0.2736842105263158,0.5098814229249012,0.6666666666666666,0.42857142857142855,0.4827586206896552,0.66,0.44776119402985076,0.5236220472440944,0.6785714285714286,0.4864864864864865,0.27298850574712646,,0.05138339920948617,0.05555555555555555,0.061224489795918366,,28.654970760233915,0.6229508196721312,0.08158508158508158,0.0440771349862259,0.10317460317460317,0.010309278350515464,0.08957415565345081,0.0290519877675841,0.03389830508474576,0.06832298136645963,0.011904761904761904,0.0049261083743842365,0.022727272727272728,0.07377049180327869,0.08928571428571429,0.07228915662650602,0.0975609756097561,0.1276595744680851,0.05649717514124294,0.2,0.25862068965517243,0.6555555555555556,0.6941176470588235,0.4576271186440678,0.28160919540229884,0.4387755102040816,0.4673913043478261,0.2558139534883721,0.1867816091954023,0.4153846153846154,0.42857142857142855,0.2962962962962963,0.06609195402298851,0.34782608695652173,0.34782608695652173,0.875,0.20689655172413793,0.25,0.25,0.6666666666666666,0.12,1.0,,0.12,0.3333333333333333,1.0,0.16,0.5,0.5,0.2835820895522388,0.7368421052631579,0.08955223880597014,0.5,0.1791044776119403,0.25,0.5316091954022989,0.25,0.49418548850574706,0.4777380952380953,0.47822686567164174,0.10026385224274406,0.12455516014234876,0.09429280397022333,0.18114143920595532,8.602766798418973,25.575789473684207,0.17413666421748714,2.0,,,,,3.0,1.0,5.0,3.0,0.03076923076923077,0.030612244897959183,,,,,True,,,
203915,1610612764,Spencer Dinwiddie,Spencer Dinwiddie,203915,WAS,1189,99.0,2373,,86.0,99.0,,35497.0,592.0,-87.0,1184.0,123.0,120.0,14.0,25.0,1.0,2.0,1.0,2.0,20.0,49.0,5.0,18.0,9.0,16.0,1.0,2.0,,1.0,28.0,82.0,1.0,4.0,3.0,12.0,39.0,92.0,37.0,98.0,35.0,224.0,1367.0,2.0,3.0,2.0,6.0,,10.0,2.0,6.0,3.0,13.0,2.0,15.0,12.0,66.0,51.0,60.0,,81.0,28.0,7.0,,80.0,39.0,119.0,24.0,15.0,55.0,18.0,7.0,277.0,6.0,7.0,30.0,56.0,13.0,7.0,11.0,9.0,2.0,19.0,5.0,16.0,13.0,2.0,3.0,1.0,,32.0,,4.0,19.0,45.0,,,5.0,47.0,,1.0,45.0,3.0,20.0,2.0,3.0,,,,2.0,3.0,2.0,,15.0,121.0,2.0,0.15384615384615385,0.15384615384615385,0.4594594594594595,0.37755102040816324,0.3333333333333333,0.23076923076923078,0.38144329896907214,0.42391304347826086,0.6666666666666666,0.3333333333333333,0.49736842105263157,0.5555555555555556,0.34210526315789475,0.5333333333333333,0.5,0.35714285714285715,0.5157894736842106,,0.07608695652173914,0.16,0.061224489795918366,,18.209179834462002,0.59375,0.1407035175879397,0.02287581699346405,0.12931034482758622,0.022813688212927757,0.1365079365079365,0.022847100175746926,0.011764705882352941,0.02127659574468085,0.0375,0.03278688524590164,,0.11965811965811966,0.13,0.19753086419753085,0.12299465240641712,0.15555555555555556,0.0673076923076923,0.6666666666666666,0.13157894736842105,0.56,0.6666666666666666,0.21428571428571427,0.2578947368421053,0.40816326530612246,0.43478260869565216,0.15,0.09473684210526316,0.2777777777777778,0.2777777777777778,,0.08421052631578947,0.5625,0.5625,0.7777777777777778,0.43157894736842106,0.34146341463414637,0.34146341463414637,0.35714285714285715,0.2222222222222222,0.5,,0.2222222222222222,0.5,,0.4444444444444444,0.25,1.0,0.10526315789473684,0.5,0.05263157894736842,,0.631578947368421,0.25,0.6473684210526316,0.345679012345679,0.49839654255319155,0.5228333333333334,0.4833416666666666,0.10096153846153846,0.1834862385321101,0.044642857142857144,0.06696428571428571,7.895652173913043,26.55,0.10388513513513513,1.0,,1.0,,,,1.0,1.0,1.0,,0.010101010101010102,1.0,,,,True,,,
1628591,1610612764,Craig Sword,Craig Sword,1628591,WAS,22,8.0,42,,,,,654.0,11.0,7.0,20.0,,3.0,3.0,3.0,,,,,,,,,,1.0,,,,,,,,,,,3.0,3.0,,1.0,,6.0,18.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,0.75,,,0.75,,,0.25,,,,,,17.391304347826086,,,,,,,,,,,,,,,,,,,,0.75,1.0,1.0,1.0,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.6987375,,,,,,,1.8333333333333333,22.7,,,,,,,,1.0,,,,,,,,,True,,,
1630557,1610612764,Corey Kispert,Corey Kispert,1630557,WAS,1016,176.0,2020,,44.0,58.0,,30002.0,500.0,-93.0,1004.0,196.0,105.0,24.0,32.0,3.0,6.0,2.0,3.0,10.0,14.0,4.0,12.0,18.0,38.0,,1.0,2.0,5.0,22.0,65.0,,3.0,5.0,12.0,38.0,58.0,40.0,103.0,21.0,217.0,1238.0,4.0,8.0,,4.0,2.0,10.0,4.0,7.0,7.0,17.0,5.0,34.0,64.0,12.0,117.0,3.0,2.0,65.0,22.0,4.0,2.0,14.0,6.0,20.0,5.0,1.0,11.0,3.0,,46.0,6.0,8.0,21.0,23.0,14.0,1.0,7.0,5.0,2.0,10.0,1.0,8.0,5.0,2.0,2.0,1.0,,15.0,1.0,1.0,12.0,25.0,,1.0,1.0,15.0,,,23.0,2.0,11.0,1.0,5.0,,,4.0,1.0,5.0,2.0,,34.0,196.0,,0.8421052631578947,0.8648648648648649,0.975,0.3883495145631068,,0.4117647058823529,0.3883495145631068,0.6551724137931034,0.5,0.5714285714285714,0.6086956521739131,0.3333333333333333,0.6041666666666666,0.6286549707602339,0.38461538461538464,0.6538461538461539,0.639751552795031,0.019417475728155338,0.06896551724137931,0.0625,0.07142857142857142,0.02631578947368421,16.473731077471058,0.6666666666666666,0.0812720848056537,0.031746031746031744,0.11052631578947368,0.02912621359223301,0.09302325581395349,0.03056768558951965,0.04285714285714286,0.034482758620689655,0.015151515151515152,0.02564102564102564,0.04,0.09473684210526316,0.07377049180327869,0.07575757575757576,0.09868421052631579,0.15789473684210525,0.012987012987012988,0.4,0.19875776397515527,0.75,0.8,0.9583333333333334,0.08695652173913043,0.7142857142857143,0.7692307692307693,0.7,0.07453416149068323,0.3333333333333333,0.36363636363636365,0.5,0.2360248447204969,0.47368421052631576,0.4864864864864865,1.0,0.40372670807453415,0.3384615384615385,0.34375,0.9545454545454546,0.5,0.5,0.6666666666666666,0.08333333333333333,,,0.25,,,0.125,0.6666666666666666,0.20833333333333334,0.4,0.5,0.4166666666666667,0.8385093167701864,0.3384615384615385,0.5443062111801241,0.5391222222222223,0.5356208333333334,0.06470588235294118,0.16417910447761194,0.04608294930875576,0.15668202764976957,6.815517241379313,25.491262135922337,0.1952191235059761,2.0,,,,,,2.0,2.0,,0.08333333333333333,,,0.015384615384615385,,,True,,,
202722,1610612764,Davis Bertans,Davis Bertans,202722,WAS,186,43.0,373,1.0,11.0,13.0,0.14285714285714285,5604.0,93.0,-4.0,187.0,52.0,27.0,4.0,4.0,,,2.0,2.0,,,,,3.0,6.0,,2.0,,,4.0,21.0,,2.0,1.0,3.0,4.0,4.0,7.0,27.0,10.0,39.0,228.0,,,,4.0,,,2.0,2.0,1.0,3.0,5.0,12.0,6.0,2.0,21.0,,,21.0,4.0,,,1.0,2.0,3.0,2.0,,1.0,,,8.0,2.0,,3.0,7.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,,1.0,,,4.0,,1.0,3.0,9.0,,,,5.0,,2.0,10.0,,,1.0,,,,,,,,,12.0,52.0,1.0,0.75,0.75,1.0,0.25925925925925924,,0.3333333333333333,0.25925925925925924,1.0,,1.0,0.46774193548387094,,0.7,0.5441176470588235,,0.8571428571428571,0.8709677419354839,,,,,,17.431192660550458,0.75,0.13725490196078433,,0.1111111111111111,0.04081632653061224,0.1282051282051282,0.02127659574468085,,,,,0.25,0.18181818181818182,0.22727272727272727,,0.12,,0.05,,0.12903225806451613,1.0,1.0,0.75,,,,,,,,,0.1935483870967742,0.5,0.5,1.0,0.6774193548387096,0.19047619047619047,0.19047619047619047,1.0,,,,0.5,,,0.5,,,0.4,1.0,,,0.6,0.3333333333333333,1.0,0.19047619047619047,0.5261645161290323,0.4740375,0.49409000000000003,0.06060606060606061,,,0.3076923076923077,2.875,26.33703703703704,0.27807486631016043,,,,,,,,2.0,2.0,,0.06896551724137931,,,,,True,,,
1630264,1610612764,Anthony Gill,Anthony Gill,1630264,WAS,232,101.0,460,1.0,13.0,22.0,0.16666666666666666,6837.0,114.0,,228.0,97.0,27.0,4.0,5.0,3.0,4.0,1.0,1.0,8.0,16.0,,,3.0,4.0,,,,,,3.0,,,,,12.0,21.0,3.0,7.0,15.0,48.0,283.0,4.0,6.0,,,6.0,14.0,4.0,7.0,,,3.0,11.0,14.0,10.0,9.0,,8.0,3.0,,2.0,,6.0,3.0,9.0,3.0,,5.0,,1.0,21.0,4.0,5.0,7.0,5.0,9.0,1.0,,,,1.0,1.0,1.0,3.0,,,,1.0,4.0,,2.0,6.0,12.0,,1.0,1.0,11.0,,1.0,15.0,1.0,8.0,,2.0,,,1.0,1.0,2.0,1.0,,11.0,97.0,1.0,0.5833333333333334,0.875,1.0,0.42857142857142855,,,0.42857142857142855,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.5892857142857143,0.6666666666666666,0.5714285714285714,0.6857142857142857,0.7777777777777778,0.6875,0.25,,0.09523809523809523,,0.125,,14.885496183206106,0.25,0.09615384615384616,0.07142857142857142,0.175,0.13333333333333333,0.13043478260869565,0.09,,0.125,0.045454545454545456,0.15,0.1,0.125,0.06666666666666667,0.14285714285714285,0.15625,0.25,0.1,0.5,0.17857142857142858,0.8,0.8,0.25,0.5714285714285714,0.5,0.5714285714285714,0.75,,,,,0.14285714285714285,0.75,0.75,1.0,0.10714285714285714,,,,0.6666666666666666,0.75,,,,,,,,0.14285714285714285,1.0,,,,,0.42857142857142855,,0.45509464285714285,0.47534999999999994,0.3994285714285714,0.22857142857142856,0.2857142857142857,0.2916666666666667,0.22916666666666666,5.752380952380953,24.62857142857143,0.42543859649122806,,,,,,,1.0,,,,,,,,,True,,,
1628988,1610612764,Aaron Holiday,Aaron Holiday,1628988,WAS,398,52.0,796,,17.0,19.0,,12128.0,202.0,-35.0,398.0,50.0,40.0,9.0,12.0,1.0,1.0,1.0,1.0,20.0,33.0,2.0,5.0,2.0,7.0,1.0,2.0,,,8.0,18.0,,,2.0,2.0,31.0,50.0,10.0,25.0,8.0,100.0,472.0,2.0,2.0,1.0,2.0,2.0,9.0,5.0,7.0,2.0,2.0,6.0,22.0,24.0,38.0,24.0,6.0,,18.0,8.0,1.0,,15.0,7.0,22.0,3.0,4.0,10.0,3.0,2.0,51.0,1.0,1.0,6.0,11.0,2.0,,9.0,7.0,2.0,4.0,,3.0,2.0,1.0,1.0,,1.0,6.0,,1.0,15.0,23.0,,,,15.0,,1.0,9.0,,1.0,2.0,3.0,,,1.0,2.0,3.0,1.0,,22.0,49.0,2.0,0.3870967741935484,0.3870967741935484,0.8,0.4,0.5,1.0,0.4,0.62,1.0,0.7142857142857143,0.6133333333333333,0.875,0.8888888888888888,0.6329113924050633,0.9,0.9166666666666666,0.3333333333333333,,0.02,,,,19.187358916478555,0.6666666666666666,0.09243697478991597,0.009345794392523364,0.0759493670886076,0.012195121951219513,0.08585858585858586,0.010582010582010581,,,0.045454545454545456,0.016129032258064516,,0.1111111111111111,0.0625,0.14285714285714285,0.07142857142857142,0.1111111111111111,,0.3333333333333333,0.16,0.75,0.75,0.4444444444444444,0.44,0.6060606060606061,0.6060606060606061,0.35,0.06666666666666667,0.4,0.5,0.5,0.09333333333333334,0.2857142857142857,0.2857142857142857,0.5,0.24,0.4444444444444444,0.4444444444444444,0.875,0.25,1.0,,0.5,0.5,1.0,,,,0.1111111111111111,1.0,,,0.2222222222222222,1.0,0.49333333333333335,0.4444444444444444,0.46316466666666667,0.5294875000000001,0.3910944444444444,0.025974025974025976,0.0196078431372549,0.09,0.22,8.208,25.948,0.12562814070351758,3.0,,,,,,2.0,,1.0,0.2,0.038461538461538464,,,,,True,,,
