EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,TwoPtAssists,ShortMidRangeAssists,BadPassTurnovers,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,SelfOReb,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffShortMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,Fg3aBlocked,AtRimAssists,FG3APctBlocked,Arc3PctBlocked,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,on,PenaltyAtRimFGM,LongMidRangeFGM,SecondChanceArc3FGM,HeaveAttempts,LongMidRangeAssists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,BlockedAtRim,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,SecondChanceFtPoints,FTOffRebounds,Charge Fouls,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,DefensiveGoaltends,Defensive 3 Seconds Violations,Corner3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,HeaveMakes,OffensiveGoaltends,3SecondViolations,Clear Path Fouls,BlockedLongMidRange,BlockedCorner3
1628537,1610612759,Jaylen Morris,Jaylen Morris,1628537,SAS,962.0,16,8.0,35,35,17,9.0,4,70,3.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,32,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,17,1.0,1.0,0.125,0.2,0.3333333333333333,0.25,0.3333333333333333,23.076923076923077,1.0,0.3333333333333333,0.125,0.07142857142857142,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.5120333333333333,0.5097,0.44480000000000003,0.14285714285714285,0.2,1.0,3.4499999999999997,28.05,0.4857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629111,1610612759,Jock Landale,Jock Landale,1629111,SAS,333.0,6,3.0,13,13,3,2.0,1,26,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629234,1610612759,Drew Eubanks,Drew Eubanks,1629234,SAS,733.0,12,,27,26,9,9.0,3,53,2.0,,3.0,,,,5.0,,2.0,10.0,28,,2.0,,2.0,4.0,,1.0,,,,,,1.0,1.0,4.0,5.0,,,,,1.0,2.0,2.0,1.0,,4.0,9,,,0.8333333333333334,0.6666666666666666,,0.2,,20.0,,0.3333333333333333,0.16666666666666666,0.3,0.5,0.4,0.6,,,,,0.4,0.5271600000000001,0.6408,0.40245,0.16666666666666666,0.16666666666666666,0.4,5.26,,0.3333333333333333,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.25,0.3333333333333333,0.8,1.0,0.5,0.8,1.0,0.5,1.0,0.3333333333333333,0.16666666666666666,0.5,0.08333333333333333,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630563,1610612759,Joshua Primo,Joshua Primo,1630563,SAS,333.0,6,3.0,13,13,3,2.0,1,26,,,1.0,1.0,,,1.0,1.0,2.0,4.0,12,,1.0,,,2.0,1.0,,,1.0,,,2.0,,,,,2.0,,2.0,,,1.0,2.0,1.0,,2.0,3,,,0.6666666666666666,1.0,0.5,,,35.71428571428571,1.0,,,,,,0.5,0.5,,,,0.5,0.46445,,0.4048,0.3333333333333333,0.5,0.5,9.8,25.2,0.23076923076923078,,,,1.0,1.0,,,,1.0,,2.0,,,,,,,,,,1.0,,1.0,0.5,,1.0,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630580,1610612759,Joe Wieskamp,Joe Wieskamp,1630580,SAS,962.0,16,8.0,35,35,17,9.0,4,70,,,3.0,5.0,,3.0,3.0,5.0,2.0,15.0,32,,,3.0,1.0,7.0,5.0,,,1.0,,,2.0,1.0,1.0,2.0,3.0,,,,,,2.0,5.0,1.0,,7.0,17,,,0.75,0.875,0.625,,,25.64102564102564,,0.3333333333333333,0.125,0.07142857142857142,,,0.375,0.625,,,1.0,0.625,0.46250625,,0.49794999999999995,0.2,0.25,0.4666666666666667,8.466666666666667,26.1,0.4857142857142857,,,,2.0,2.0,,,,,2.0,2.0,,1.0,,1.0,1.0,,1.0,0.5,0.5,0.6666666666666666,,,0.8125,,1.0,,,0.1111111111111111,,0.0625,,,,,0.6666666666666666,0.6666666666666666,0.5,,,,1.0,1.0,,3.0,2.0,3.0,2.0,6.0,3.0,3.0,1.0,1.0,0.6666666666666666,0.6,0.6666666666666666,0.6,0.2,0.3333333333333333,0.3333333333333333,0.6,0.6,0.6666666666666666,0.6666666666666666,0.6,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629719,1610612759,Devontae Cacok,Devontae Cacok,1629719,SAS,629.0,10,5.0,22,22,14,7.0,3,44,1.0,,3.0,,,,4.0,,,6.0,20,,2.0,,,2.0,,1.0,,,,,,2.0,,3.0,4.0,,,,2.0,2.0,,,,,2.0,14,,,0.75,0.5,,0.25,,16.0,,,0.4,0.3333333333333333,1.0,0.25,0.75,,,,,0.25,0.4344,0.3056,0.33035000000000003,,,0.3333333333333333,7.375,,0.6363636363636364,1.0,,,2.0,3.0,,1.0,,1.0,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,,0.6666666666666666,0.6666666666666666,0.75,,0.5,0.75,,0.5,,0.3333333333333333,0.125,0.25,0.09090909090909091,,,1.0,1.0,0.6666666666666666,1.0,0.5,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,1.0,1.0,1.0,1.0,0.5,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630237,1610612759,Anthony Lamb,Anthony Lamb,1630237,SAS,461.0,8,5.0,16,17,14,7.0,2,33,,,,2.0,,2.0,,2.0,,,13,,,2.0,,,2.0,,1.0,2.0,1.0,,5.0,,,1.0,1.0,,,,,,1.0,,,,,14,,,,,1.0,,,11.11111111111111,,,,0.125,,,,1.0,,,1.0,1.0,0.49815,,0.49815,,,,,27.1,0.875,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204020,1610612759,Tyler Johnson,Tyler Johnson,204020,SAS,397.0,7,8.0,14,14,8,,2,28,,,1.0,,,,2.0,1.0,,3.0,11,1.0,1.0,1.0,,3.0,,,,1.0,,,2.0,,,2.0,2.0,,,,,,,,,,3.0,8,,,0.5,0.75,0.3333333333333333,,,18.75,,,,0.4,,,0.3333333333333333,,,,,0.3333333333333333,0.4737833333333334,0.56325,0.503025,,,1.0,15.600000000000001,22.4,0.5714285714285714,,,,,,,,3.0,,,,,,2.0,,,,,,,,,,0.5,1.5,0.75,1.5,,,0.6666666666666666,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,3.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626196,1610612759,Josh Richardson,Josh Richardson,1626196,SAS,30771.0,513,68.0,1059,1059,298,238.0,126,2118,27.0,2.0,43.0,79.0,11.0,22.0,101.0,90.0,35.0,239.0,1204,12.0,24.0,23.0,15.0,61.0,78.0,7.0,11.0,49.0,8.0,3.0,109.0,16.0,2.0,44.0,60.0,14.0,7.0,27.0,16.0,34.0,27.0,37.0,6.0,4.0,58.0,293,5.0,2.0,0.5784313725490197,0.5462962962962963,0.4712041884816754,0.06930693069306931,0.1111111111111111,19.075144508670522,0.5185185185185185,0.08,0.06349206349206349,0.08731808731808732,0.06976744186046512,0.14136125654450263,0.225130890052356,0.41361256544502617,0.4230769230769231,0.0425531914893617,0.46808510638297873,0.612565445026178,0.5045978947368421,0.512746875,0.47583617021276586,0.04020100502512563,0.056074766355140186,0.25523012552301255,9.614851485148513,26.042222222222215,0.2813975448536355,12.0,4.0,7.0,18.0,42.0,8.0,14.0,25.0,11.0,46.0,38.0,4.0,6.0,26.0,16.0,22.0,13.0,9.0,0.5476190476190477,0.575,0.4158415841584158,0.5714285714285714,0.4583333333333333,0.5340314136125655,0.4807692307692308,0.48936170212765956,0.4807692307692308,0.046511627906976744,0.021897810218978103,0.11353711790393013,0.03347280334728033,,0.19148936170212766,0.4444444444444444,0.5,0.4186046511627907,0.43902439024390244,0.6666666666666666,0.2692307692307692,0.5714285714285714,0.10460251046025104,38.0,18.0,7.0,33.0,8.0,40.0,8.0,120.0,,33.0,3.0,3.0,1.0,0.4444444444444444,0.34782608695652173,0.449438202247191,0.04878048780487805,0.06382978723404255,0.03,0.4177215189873418,0.4230769230769231,1.0,0.36363636363636365,0.4230769230769231,0.021739130434782608,6.0,2.0,6.0,3.0,0.06086956521739131,0.09340659340659341,0.5,0.3333333333333333,1.0,17.0,0.011111111111111112,0.012658227848101266,31.0,7.0,11.0,,1.0,,1.0,3.0,0.25,0.16230366492146597,0.05759162303664921,0.6363636363636364,0.6363636363636364,1.0,0.038461538461538464,,,0.02127659574468085,,False,1.0,12.0,3.0,1.0,3.0,10.0,3.0,13.0,4.0,1.0,2.0,1.0,8.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,0.06451612903225806,0.049019607843137254,0.05625,0.022727272727272728,0.3870967741935484,0.41379310344827586,0.5833333333333334,0.2727272727272727,1.0,0.5,,,,,,,,,,,,,,,,,,,
1627749,1610612759,Dejounte Murray,Dejounte Murray,1627749,SAS,141959.0,2366,49.0,4911,4910,936,801.0,594,9821,306.0,59.0,386.0,237.0,17.0,63.0,947.0,294.0,196.0,1438.0,5582,22.0,184.0,72.0,62.0,359.0,237.0,56.0,217.0,627.0,158.0,59.0,1471.0,226.0,43.0,483.0,563.0,134.0,36.0,180.0,52.0,138.0,225.0,247.0,112.0,19.0,348.0,922,12.0,11.0,0.5334821428571429,0.6134020618556701,0.23690572119258663,0.059134107708553325,0.08169934640522876,27.277608734562378,0.7444444444444445,0.40186915887850466,0.17384615384615384,0.19055868341273277,0.23333333333333334,0.2465753424657534,0.31103948428686545,0.1909750201450443,0.19318181818181818,0.23046875,0.24609375,0.48348106365834004,0.5041422177419354,0.5145000000000001,0.4903562745098039,0.08685800604229607,0.10884353741496598,0.24965229485396384,8.697676874340026,25.571088435374147,0.19059254734270006,197.0,18.0,32.0,167.0,477.0,32.0,66.0,95.0,102.0,180.0,774.0,26.0,47.0,214.0,80.0,138.0,89.0,49.0,0.18867924528301888,0.1939655172413793,0.5036958817317846,0.48484848484848486,0.5543478260869565,0.500402900886382,0.48295454545454547,0.580078125,0.5053191489361702,0.07512953367875648,0.03295932678821879,0.21209117938553024,0.03286189683860233,0.043010752688172046,0.1941747572815534,0.6437908496732027,0.701067615658363,0.4326424870466321,0.4677871148459384,0.1437125748502994,0.36363636363636365,0.5625,0.06606397774687066,410.0,141.0,98.0,79.0,26.0,96.0,31.0,201.0,87.0,79.0,23.0,4.0,0.6979166666666666,0.32653061224489793,0.4305555555555556,0.32653061224489793,0.026825633383010434,0.1367837338262477,0.03820598006644518,0.3333333333333333,0.3333333333333333,0.6329113924050633,0.4126984126984127,0.3333333333333333,0.010169491525423728,21.0,9.0,23.0,16.0,0.18497109826589594,0.21668742216687423,0.6956521739130435,0.28426395939086296,2.0,236.0,0.006802721088435374,,255.0,17.0,57.0,1.0,5.0,5.0,9.0,7.0,0.3181818181818182,0.2054794520547945,0.04593070104754231,0.2982456140350877,0.3090909090909091,1.0,0.056818181818181816,0.2,1.0,0.03515625,0.5555555555555556,False,41.0,113.0,6.0,,33.0,32.0,19.0,46.0,10.0,3.0,1.0,10.0,47.0,9.0,7.0,1.0,8.0,8.0,5.0,12.0,0.00784313725490196,0.032719836400818,0.02834008097165992,0.046413502109704644,0.44313725490196076,0.44664031620553357,0.08849557522123894,0.35294117647058826,0.8333333333333334,0.6949152542372882,10.0,1.0,4.0,30.0,2.0,2.0,2.0,1.0,1.0,0.03508771929824561,0.008064516129032258,0.03103448275862069,0.16666666666666666,,,,,,
