EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceFtPoints,HeaveAttempts,Loose Ball Fouls Drawn,BlockedArc3,PtsPutbacks,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,3SecondViolations,OffFTReboundPct,DefensiveGoaltends,OffensiveGoaltends,Clear Path Fouls,Defensive 3 Seconds Violations,on
1627822,1610612743,Petr Cornelie,Petr Cornelie,1627822,DEN,92.0,2,3,2,3,5,1.0,1.0,1.0,1.0,2.0,5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.333333333333336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3593,0.3593,1.0,8.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1628420,1610612743,Monte Morris,Monte Morris,1628420,DEN,83219.0,1387,2801,2811,582,5612,35.0,74.0,154.0,288.0,590.0,3197,26.0,59.0,121.0,138.0,80.0,134.0,147.0,24.0,57.0,115.0,575,0.44805194805194803,0.44805194805194803,0.5347222222222222,0.4406779661016949,0.5576131687242798,0.4807692307692308,0.5798816568047337,0.5263157894736842,17.793594306049823,0.12924071082390953,0.09836065573770492,0.1160337552742616,0.1522633744855967,0.47297297297297297,0.5303030303030303,0.4,0.4990106995884774,0.4964951923076924,0.20508474576271185,10.789930555555555,0.20778293466619063,152.0,565.0,251.0,56.0,90.0,4.0,6.0,14.0,25.0,63.0,124.0,29.0,73.0,2.0,4.0,3.0,14.0,49.0,125.0,8.0,11.0,13.0,31.0,78.0,198.0,48.0,7.0,13.0,10.0,15.0,44.0,16.0,45.0,21.0,170.0,222.0,12.0,125.0,49.0,18.0,2.0,133.0,76.0,209.0,53.0,23.0,69.0,51.0,13.0,494.0,7.0,6.0,52.0,2.0,13.0,4.0,37.0,23.0,14.0,32.0,5.0,27.0,11.0,5.0,3.0,43.0,3.0,10.0,1.0,1.0,1.0,49.0,2.0,4.0,52.0,3.0,2.0,3.0,17.0,4.0,5.0,9.0,1.0,3.0,1.0,2.0,4.0,10.0,5.0,5.0,1.0,0.9487179487179487,0.3939393939393939,0.6666666666666666,0.35555555555555557,0.3939393939393939,0.5384615384615384,0.7857142857142857,0.7857142857142857,0.4074074074074074,0.010101010101010102,0.0625,0.1,0.10810810810810811,0.008064516129032258,0.0136986301369863,0.008,0.7441860465116279,0.03225806451612903,0.07192254495159059,0.00946372239747634,0.012522361359570662,0.010896898575020955,0.013574660633484163,0.0037735849056603774,0.013513513513513514,0.0158311345646438,0.005555555555555556,0.05357142857142857,0.0621301775147929,0.11801242236024845,0.1724137931034483,0.017241379310344827,0.5,0.18518518518518517,0.6222222222222222,0.691358024691358,0.6428571428571429,0.2551440329218107,0.5080645161290323,0.5121951219512195,0.30158730158730157,0.15020576131687244,0.3972602739726027,0.4027777777777778,1.0,0.257201646090535,0.392,0.3951612903225806,0.9183673469387755,0.21428571428571427,0.6666666666666666,0.75,0.14285714285714285,0.5,1.0,0.39285714285714285,0.7272727272727273,1.0,0.2403846153846154,0.56,0.1346153846153846,0.21428571428571427,0.2980769230769231,0.41935483870967744,0.5925925925925926,0.392,0.5047421052631579,0.04183266932270916,0.056291390728476824,0.02,0.07457627118644068,24.9979797979798,,,,,,,,,,,,,,,True
1630267,1610612743,Facundo Campazzo,Facundo Campazzo,1630267,DEN,23653.0,394,785,798,182,1583,4.0,11.0,13.0,28.0,104.0,937,2.0,5.0,19.0,16.0,13.0,34.0,44.0,16.0,45.0,14.0,179,0.6153846153846154,0.6153846153846154,0.4642857142857143,0.4,0.43010752688172044,0.20833333333333334,0.49047619047619045,0.3275862068965517,14.746543778801843,0.07344632768361582,0.09037900874635568,0.07874015748031496,0.11827956989247312,0.36363636363636365,0.4,0.5,0.5248781609195403,0.5008578947368422,0.18269230769230768,5.299999999999998,0.2318471337579618,-146.0,242.0,66.0,8.0,15.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,10.0,1.0,1.0,,2.0,13.0,55.0,,3.0,2.0,17.0,18.0,65.0,24.0,1.0,3.0,1.0,4.0,6.0,2.0,19.0,9.0,10.0,39.0,15.0,50.0,13.0,3.0,1.0,37.0,30.0,67.0,21.0,9.0,28.0,9.0,,164.0,7.0,3.0,18.0,3.0,10.0,1.0,21.0,11.0,10.0,19.0,3.0,15.0,4.0,4.0,,23.0,2.0,2.0,,2.0,1.0,39.0,4.0,5.0,31.0,2.0,,1.0,9.0,,5.0,3.0,1.0,,,,3.0,4.0,2.0,9.0,2.0,0.7222222222222222,0.27692307692307694,0.25,0.10526315789473684,0.3,0.3333333333333333,0.35714285714285715,0.42857142857142855,0.6989247311827957,0.015384615384615385,0.10714285714285714,0.13333333333333333,0.09090909090909091,,,0.01818181818181818,0.8260869565217391,0.10344827586206896,0.10843373493975904,0.017045454545454544,0.035175879396984924,0.02666666666666667,0.015625,0.02666666666666667,,0.03333333333333333,0.04081632653061224,0.11764705882352941,0.075,0.17142857142857143,0.06,0.019230769230769232,0.5,0.16129032258064516,0.5333333333333333,0.6153846153846154,0.625,0.021505376344086023,0.5,0.5,1.0,0.10752688172043011,0.5,0.5,1.0,0.5913978494623656,0.23636363636363636,0.24074074074074073,0.6153846153846154,0.2857142857142857,0.5,1.0,0.14285714285714285,1.0,1.0,0.42857142857142855,,,0.08333333333333333,1.0,0.08333333333333333,,0.7083333333333334,0.11764705882352941,0.8602150537634409,0.26,0.46304,0.09,0.2571428571428571,,0.057692307692307696,27.607692307692307,1.0,5.0,3.0,1.0,,,,,,,,,,,True
201145,1610612743,Jeff Green,Jeff Green,201145,DEN,110940.0,1849,3740,3762,812,7502,49.0,113.0,224.0,361.0,772.0,4281,50.0,67.0,187.0,368.0,80.0,190.0,231.0,79.0,151.0,187.0,801,0.8214285714285714,0.8401826484018264,0.6204986149584487,0.746268656716418,0.5737240075614367,0.6868686868686869,0.630718954248366,0.7663934426229508,16.513539651837526,0.09523809523809523,0.09977324263038549,0.09968847352024922,0.21361058601134217,0.4336283185840708,0.48514851485148514,0.5510204081632653,0.543539184060721,0.5504113402061855,0.2422279792746114,4.9944598337950135,0.21711229946524063,59.0,820.0,343.0,166.0,217.0,11.0,20.0,41.0,45.0,9.0,31.0,29.0,93.0,1.0,3.0,7.0,17.0,24.0,75.0,2.0,5.0,5.0,15.0,53.0,168.0,165.0,15.0,29.0,3.0,8.0,56.0,12.0,32.0,51.0,80.0,156.0,3.0,73.0,24.0,26.0,,63.0,33.0,96.0,23.0,10.0,36.0,15.0,12.0,225.0,18.0,22.0,96.0,14.0,41.0,6.0,28.0,20.0,8.0,27.0,9.0,17.0,44.0,10.0,7.0,71.0,5.0,20.0,1.0,8.0,14.0,167.0,10.0,11.0,198.0,31.0,,,105.0,1.0,8.0,26.0,1.0,15.0,,,11.0,27.0,17.0,9.0,8.0,0.9811320754716981,0.31547619047619047,0.375,0.375,0.3192771084337349,0.5172413793103449,0.527027027027027,0.6086956521739131,0.31758034026465026,,0.07202216066481995,0.059907834101382486,0.10619469026548672,0.03225806451612903,,,0.38028169014084506,0.14893617021276595,0.1038961038961039,0.026442307692307692,0.02252816020025031,0.024524831391784182,0.046822742474916385,0.02046783625730994,0.005235602094240838,0.01971326164874552,0.029045643153526972,0.10069444444444445,0.10697674418604651,0.10194174757281553,0.08080808080808081,0.0273972602739726,0.6296296296296297,0.4102079395085066,0.7649769585253456,0.8137254901960784,0.9036144578313253,0.05860113421550094,0.2903225806451613,0.3,0.7777777777777778,0.17580340264650285,0.3118279569892473,0.3118279569892473,1.0,0.14177693761814744,0.32,0.32,0.9583333333333334,0.5405405405405406,0.55,0.5454545454545454,0.08108108108108109,0.3333333333333333,1.0,0.13513513513513514,0.4,1.0,0.45454545454545453,0.9111111111111111,0.1717171717171717,0.4117647058823529,0.15151515151515152,0.3333333333333333,0.7277882797731569,0.3287671232876712,0.5335790322580645,0.17549668874172186,0.2413793103448276,0.005917159763313609,0.07253886010362694,24.728571428571428,17.0,2.0,7.0,1.0,10.0,1.0,8.0,3.0,1.0,0.014285714285714285,,,,,True
203932,1610612743,Aaron Gordon,Aaron Gordon,203932,DEN,79662.0,1328,2700,2705,605,5405,20.0,83.0,188.0,324.0,643.0,3066,34.0,53.0,123.0,250.0,92.0,167.0,236.0,28.0,74.0,123.0,595,0.6648936170212766,0.7396449704142012,0.5802469135802469,0.6415094339622641,0.558455114822547,0.5654761904761905,0.6020599250936329,0.6089108910891089,20.03361344537815,0.15206611570247933,0.1267605633802817,0.1300639658848614,0.1732776617954071,0.24096385542168675,0.3076923076923077,0.5,0.5549572327044024,0.5617969512195122,0.19129082426127528,5.501234567901235,0.22407407407407406,186.0,567.0,243.0,149.0,197.0,23.0,36.0,28.0,37.0,19.0,44.0,20.0,61.0,,1.0,2.0,11.0,33.0,94.0,3.0,5.0,7.0,20.0,53.0,155.0,108.0,25.0,51.0,3.0,6.0,66.0,9.0,31.0,28.0,126.0,138.0,21.0,92.0,33.0,32.0,,82.0,38.0,120.0,27.0,11.0,56.0,22.0,4.0,278.0,20.0,49.0,70.0,5.0,69.0,15.0,25.0,20.0,5.0,35.0,6.0,20.0,27.0,15.0,2.0,62.0,2.0,14.0,4.0,4.0,7.0,118.0,1.0,2.0,135.0,23.0,,,70.0,2.0,6.0,27.0,1.0,14.0,,2.0,11.0,28.0,16.0,5.0,6.0,0.8679245283018868,0.3419354838709677,0.5,0.2903225806451613,0.3464052287581699,0.49019607843137253,0.5175438596491229,0.55,0.3235908141962422,,0.09876543209876543,0.06598984771573604,0.21686746987951808,0.022727272727272728,,,0.5645161290322581,0.078125,0.10401188707280833,0.08277027027027027,0.03717472118959108,0.061061946902654866,0.11374407582938388,0.07531380753138076,0.04929577464788732,0.036011080332409975,0.03954802259887006,0.08837209302325581,0.11635220125786164,0.1,0.22794117647058823,0.07425742574257425,0.5714285714285714,0.4112734864300626,0.7563451776649747,0.8097826086956522,0.7114093959731543,0.0918580375782881,0.4318181818181818,0.4418604651162791,0.47368421052631576,0.12734864300626306,0.32786885245901637,0.32786885245901637,0.95,0.19624217118997914,0.35106382978723405,0.35106382978723405,0.8181818181818182,0.631578947368421,0.6388888888888888,0.13043478260869565,0.017543859649122806,,,0.08771929824561403,0.6,1.0,0.44047619047619047,0.7567567567567568,0.13095238095238096,0.18181818181818182,0.23809523809523808,0.35,0.7348643006263048,0.358695652173913,0.5427193181818182,0.13636363636363635,0.18867924528301888,0.012738853503184714,0.1026438569206843,25.214193548387097,7.0,2.0,2.0,1.0,38.0,,3.0,3.0,,,3.0,1.0,,,True
1628427,1610612743,Vlatko Cancar,Vlatko Cancar,1628427,DEN,1568.0,26,55,56,8,111,,1.0,3.0,4.0,6.0,53,1.0,1.0,2.0,6.0,4.0,6.0,6.0,2.0,2.0,2.0,8,1.0,1.0,0.75,1.0,0.6,1.0,0.6,1.0,7.936507936507937,0.23529411764705882,0.18181818181818182,0.2,0.2,,,,0.5987600000000001,0.7393,0.3333333333333333,2.25,0.14545454545454545,7.0,6.0,6.0,3.0,3.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,0.125,,,,,,,,,,0.14285714285714285,0.14285714285714285,0.5,,,0.6,1.0,1.0,1.0,,,,,0.2,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.8,,,,,,,23.4,,,,,,,,,,,,,,,True
1629626,1610612743,Bol Bol,Bol Bol,1629626,DEN,85.0,1,3,2,3,5,,1.0,,1.0,,3,,1.0,,,,,,,,,3,,,,,,,,,33.333333333333336,,,,1.0,,,,0.4342,0.4342,,13.1,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1627854,1610612743,Bryn Forbes,Bryn Forbes,1627854,DEN,3184.0,53,114,113,31,227,1.0,3.0,2.0,7.0,34.0,137,,1.0,3.0,2.0,1.0,3.0,3.0,2.0,5.0,3.0,31,0.5,0.5,0.2857142857142857,,0.7045454545454546,0.375,0.7391304347826086,0.375,20.161290322580644,0.04,0.018867924528301886,0.047619047619047616,0.13636363636363635,0.3333333333333333,1.0,,0.5029113636363637,0.5077125,0.08823529411764706,11.4,0.2719298245614035,-7.0,25.0,9.0,,1.0,,,,1.0,1.0,3.0,2.0,2.0,,,,,7.0,13.0,,1.0,1.0,3.0,9.0,15.0,3.0,,,,1.0,,1.0,3.0,,2.0,27.0,,13.0,7.0,2.0,,1.0,3.0,4.0,2.0,1.0,,,1.0,11.0,,,,2.0,,,,,,1.0,,,1.0,1.0,1.0,2.0,,1.0,,,,3.0,,,3.0,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,0.6,,0.3333333333333333,0.6,,,,0.6818181818181818,,0.2857142857142857,,0.6666666666666666,,,,0.5,0.4,,,,,,,,,,,,,,,,0.045454545454545456,,,,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,1.0,1.0,1.0,0.5909090909090909,0.5384615384615384,0.5384615384615384,1.0,,,,,,,1.0,,,0.25,,,,0.75,0.3333333333333333,0.7272727272727273,0.5384615384615384,0.56355,0.08695652173913043,0.125,0.06666666666666667,,25.459999999999997,,,,,,,,,,,,,,,True
1628432,1610612743,Davon Reed,Davon Reed,1628432,DEN,9034.0,151,300,315,66,615,1.0,4.0,4.0,12.0,31.0,324,,1.0,,4.0,15.0,35.0,38.0,6.0,10.0,,65,0.5,0.6666666666666666,0.3333333333333333,,0.46774193548387094,,0.484375,,10.90909090909091,0.22388059701492538,0.2,0.21428571428571427,0.12903225806451613,0.25,0.3333333333333333,,0.5168903225806453,0.57017,,11.075000000000001,0.22,-3.0,69.0,26.0,2.0,3.0,1.0,1.0,,,1.0,5.0,1.0,9.0,,,,4.0,6.0,10.0,,,,,7.0,19.0,2.0,1.0,1.0,,,2.0,,4.0,,4.0,18.0,3.0,10.0,6.0,2.0,,7.0,4.0,11.0,2.0,2.0,1.0,4.0,2.0,26.0,1.0,2.0,17.0,3.0,3.0,,7.0,5.0,2.0,1.0,,,3.0,1.0,,4.0,,1.0,,,1.0,2.0,,,2.0,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,0.8571428571428571,0.3684210526315789,,,0.3684210526315789,1.0,1.0,1.0,0.6129032258064516,,0.16666666666666666,0.3333333333333333,0.25,,,,0.25,0.25,0.1827956989247312,0.02631578947368421,0.01639344262295082,0.021897810218978103,0.043478260869565216,,0.05,,0.05555555555555555,0.3,0.13333333333333333,0.17857142857142858,0.2727272727272727,,1.0,0.0967741935483871,0.6666666666666666,1.0,0.5,0.16129032258064516,0.2,0.2,1.0,0.2903225806451613,0.1111111111111111,0.1111111111111111,,0.3225806451612903,0.6,0.6,1.0,1.0,1.0,,,,,,,,,,0.8,,,,0.7096774193548387,0.6,0.6477,0.03125,0.07692307692307693,,0.06451612903225806,24.878947368421056,,,,,2.0,,1.0,1.0,,,,,,,True
203115,1610612743,Will Barton,Will Barton,203115,DEN,77710.0,1295,2635,2638,508,5273,43.0,101.0,130.0,270.0,588.0,3036,22.0,51.0,102.0,138.0,104.0,187.0,211.0,36.0,61.0,98.0,502,0.5307692307692308,0.5609756097560976,0.48148148148148145,0.43137254901960786,0.5254901960784314,0.478494623655914,0.5435185185185185,0.504950495049505,21.117586561535823,0.184070796460177,0.1471790678659035,0.1958997722095672,0.1980392156862745,0.42574257425742573,0.48314606741573035,0.4883720930232558,0.5165561886051081,0.48364838709677416,0.17346938775510204,7.039629629629629,0.19278937381404174,42.0,526.0,246.0,71.0,122.0,12.0,19.0,12.0,21.0,16.0,47.0,28.0,59.0,3.0,6.0,2.0,7.0,64.0,181.0,2.0,6.0,13.0,35.0,92.0,240.0,52.0,15.0,27.0,5.0,12.0,45.0,15.0,42.0,13.0,122.0,201.0,75.0,180.0,64.0,31.0,3.0,97.0,58.0,155.0,43.0,15.0,65.0,23.0,9.0,368.0,4.0,20.0,76.0,7.0,24.0,14.0,26.0,14.0,12.0,53.0,9.0,30.0,23.0,23.0,2.0,76.0,5.0,15.0,1.0,,2.0,64.0,,2.0,65.0,3.0,,2.0,29.0,,4.0,17.0,2.0,7.0,2.0,,10.0,19.0,8.0,1.0,1.0,0.7282608695652174,0.38333333333333336,0.4166666666666667,0.35714285714285715,0.38493723849372385,0.5555555555555556,0.5769230769230769,0.5769230769230769,0.47058823529411764,0.0125,0.11481481481481481,0.14754098360655737,0.1188118811881188,0.02127659574468085,,0.016574585635359115,0.6973684210526315,0.11475409836065574,0.11550151975683891,0.03278688524590164,0.007366482504604052,0.020815264527320035,0.05238095238095238,0.03187250996015936,0.006711409395973154,0.008130081300813009,0.005747126436781609,0.04040404040404041,0.11182108626198083,0.22448979591836735,0.14285714285714285,0.056,0.42105263157894735,0.23921568627450981,0.5819672131147541,0.6826923076923077,0.5774647887323944,0.09215686274509804,0.3404255319148936,0.34782608695652173,0.4375,0.11568627450980393,0.4745762711864407,0.4745762711864407,0.9285714285714286,0.35490196078431374,0.35359116022099446,0.3595505617977528,0.640625,0.48717948717948717,0.631578947368421,0.25,0.15384615384615385,0.5,1.0,0.15384615384615385,0.3333333333333333,0.5,0.22580645161290322,0.5714285714285714,0.07526881720430108,0.2857142857142857,0.3763440860215054,0.37142857142857144,0.7098039215686275,0.35555555555555557,0.5366216666666667,0.054104477611940295,0.09797297297297297,,0.07653061224489796,25.39875,,1.0,2.0,,14.0,,5.0,3.0,,,1.0,,1.0,,True
