EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,HeaveAttempts,Travels,SecondChanceTurnovers,Charge Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,OffAtRimReboundPct,OffCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,Blocked3s,BlockedCorner3,OffensiveGoaltends,SecondChanceAtRimPctAssisted,FTOffRebounds,Charge Fouls Drawn,OffFTReboundPct,BlockedArc3,DefensiveGoaltends,LongMidRangePctBlocked,Corner3PctBlocked,on,BlockedLongMidRange,Clear Path Fouls,3pt And 1 Free Throw Trips,3SecondViolations
1628778,1610612760,Paul Watson,Paul Watson,1628778,OKC,681.0,11.0,-14.0,23.0,23,1.0,2.0,2.0,46,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,9.0,37.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.125,1.125,0.25,17.857142857142854,0.2,0.2,0.2,0.5,0.2,0.25,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.25,1.0,1.0,1.0,0.5,0.4650875,6.7,23.3,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1628983,1610612760,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,OKC,19674.0,328.0,-85.0,656.0,666,108.0,125.0,72.0,1322,25.0,34.0,22.0,63.0,2.0,2.0,55.0,114.0,14.0,53.0,199.0,738.0,12.0,98.0,12.0,17.0,14.0,32.0,37.0,8.0,26.0,21.0,4.0,103.0,0.10909090909090909,0.1111111111111111,0.2857142857142857,0.2641509433962264,0.2641509433962264,0.4824561403508772,0.4550898203592814,0.5131578947368421,0.31736526946107785,29.228687415426254,0.07865168539325842,0.10119047619047619,0.08959537572254335,0.08333333333333333,0.09375,0.20359281437125748,0.7352941176470589,0.7575757575757576,0.12,0.3772455089820359,0.3492063492063492,0.3728813559322034,0.13636363636363635,0.011976047904191617,1.0,1.0,0.5,0.5209580838323353,0.4865379518072289,7.608771929824561,26.581132075471693,0.16463414634146342,1.0,1.0,6.0,7.0,8.0,17.0,1.0,1.0,2.0,2.0,12.0,51.0,1.0,4.0,7.0,16.0,47.0,3.0,5.0,2.0,5.0,2.0,14.0,13.0,25.0,9.0,18.0,21.0,74.0,30.0,2.0,51.0,12.0,5.0,1.0,30.0,9.0,39.0,7.0,2.0,12.0,11.0,7.0,87.0,1.0,4.0,1.0,5.0,5.0,6.0,4.0,2.0,18.0,2.0,11.0,1.0,7.0,5.0,8.0,1.0,40.0,56.0,5.0,5.0,23.0,5.0,6.0,4.0,2.0,6.0,4.0,69.0,2.0,2.0,0.4,0.5,0.6,0.52,0.6,0.6162790697674418,0.6363636363636364,0.6792452830188679,0.018867924528301886,0.043859649122807015,0.029411764705882353,0.06349206349206349,0.0196078431372549,0.6923076923076923,0.07692307692307693,0.02185792349726776,0.006211180124223602,0.014534883720930232,0.043010752688172046,0.007874015748031496,0.04918032786885246,0.1111111111111111,0.125,0.05555555555555555,0.6666666666666666,0.10179640718562874,0.47058823529411764,0.47058823529411764,0.30538922155688625,0.23529411764705882,0.24,0.25,0.1,1.0,0.1,1.0,0.4,0.25,1.0,0.16279069767441862,0.8571428571428571,0.046511627906976744,1.0,0.37209302325581395,0.4375,0.23529411764705882,0.46601428571428577,0.4809392857142858,0.12432432432432433,0.17424242424242425,0.07035175879396985,0.37185929648241206,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1629652,1610612760,Luguentz Dort,Luguentz Dort,1629652,OKC,22894.0,382.0,-108.0,763.0,777,107.0,126.0,94.0,1540,17.0,40.0,13.0,29.0,6.0,15.0,32.0,77.0,27.0,106.0,176.0,855.0,26.0,38.0,78.0,28.0,15.0,43.0,56.0,12.0,24.0,33.0,1.0,103.0,0.40625,0.41935483870967744,0.9629629629629629,0.25471698113207547,0.2571428571428571,0.4155844155844156,0.39617486338797814,0.44642857142857145,0.5792349726775956,25.028441410693972,0.07352941176470588,0.1346153846153846,0.10436893203883495,0.06896551724137931,0.1337579617834395,0.2185792349726776,0.425,0.53125,0.5294117647058824,0.15846994535519127,0.4482758620689655,0.48148148148148145,0.23076923076923078,0.08196721311475409,0.4,0.4,1.0,0.7978142076502732,0.5389840659340659,5.227272727272728,26.325471698113198,0.1402359108781127,2.0,6.0,3.0,11.0,2.0,8.0,1.0,1.0,,,21.0,91.0,3.0,14.0,4.0,13.0,31.0,3.0,8.0,4.0,15.0,2.0,20.0,4.0,12.0,4.0,13.0,6.0,26.0,3.0,2.0,90.0,21.0,10.0,1.0,10.0,7.0,17.0,4.0,3.0,2.0,6.0,2.0,41.0,6.0,7.0,,13.0,5.0,4.0,2.0,2.0,12.0,2.0,7.0,4.0,5.0,3.0,11.0,2.0,32.0,31.0,3.0,1.0,13.0,2.0,1.0,1.0,,1.0,,22.0,3.0,,0.26666666666666666,0.3076923076923077,0.375,0.3333333333333333,0.391304347826087,0.4,0.43478260869565216,0.4642857142857143,0.009433962264150943,0.12987012987012986,0.2,0.06896551724137931,0.01098901098901099,0.5,,0.03111111111111111,0.02926829268292683,0.030232558139534883,0.018518518518518517,0.023809523809523808,0.0821917808219178,0.06818181818181818,0.13725490196078433,0.045454545454545456,,0.04371584699453552,0.25,0.25,0.4972677595628415,0.23076923076923078,0.23333333333333334,0.9523809523809523,0.2608695652173913,0.3333333333333333,0.043478260869565216,1.0,0.6086956521739131,0.21428571428571427,1.0,0.44,0.2727272727272727,,,0.52,0.3076923076923077,0.23333333333333334,0.5713923076923076,0.5671125,0.07216494845360824,0.14942528735632185,0.11363636363636363,0.14772727272727273,1.0,2.0,1.0,2.0,5.0,1.0,0.06329113924050633,0.05405405405405406,0.5,1.0,0.009345794392523364,,,,,,,,,,,,,,,,True,,,,
1630544,1610612760,Tre Mann,Tre Mann,1630544,OKC,11426.0,190.0,-32.0,385.0,389,56.0,81.0,46.0,774,6.0,12.0,8.0,17.0,4.0,10.0,17.0,38.0,11.0,36.0,78.0,403.0,8.0,26.0,27.0,15.0,11.0,26.0,27.0,6.0,10.0,19.0,,56.0,0.23529411764705882,0.23529411764705882,0.8181818181818182,0.3055555555555556,0.3055555555555556,0.4473684210526316,0.4527027027027027,0.48148148148148145,0.4864864864864865,20.495495495495494,0.13414634146341464,0.1282051282051282,0.1306532663316583,0.15384615384615385,0.14457831325301204,0.16216216216216217,0.5,0.6666666666666666,,0.22972972972972974,0.47058823529411764,0.5,0.5,0.13513513513513514,0.4,0.4,1.0,0.6486486486486487,0.5041871621621621,8.394736842105265,25.802777777777777,0.14545454545454545,,,1.0,1.0,3.0,9.0,,1.0,,,7.0,26.0,,1.0,2.0,3.0,11.0,2.0,4.0,,2.0,1.0,5.0,2.0,4.0,2.0,3.0,3.0,13.0,6.0,,26.0,7.0,4.0,,4.0,4.0,8.0,4.0,,,2.0,2.0,20.0,,1.0,,1.0,,7.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,11.0,1.0,16.0,15.0,1.0,,7.0,1.0,1.0,,1.0,1.0,1.0,13.0,1.0,,,0.6666666666666666,0.5,0.5,0.3333333333333333,0.7142857142857143,0.35714285714285715,0.7222222222222222,,0.10526315789473684,0.25,0.058823529411764705,,0.4,,0.009433962264150943,,0.005050505050505051,,,0.11538461538461539,0.11764705882352941,0.08823529411764706,,1.0,0.12162162162162163,0.3333333333333333,0.3333333333333333,0.35135135135135137,0.2692307692307692,0.2692307692307692,0.7142857142857143,,,0.16666666666666666,,0.16666666666666666,,,0.14285714285714285,1.0,,,0.42857142857142855,0.6666666666666666,0.2692307692307692,0.40964999999999996,0.52005,0.0875,0.1590909090909091,0.0641025641025641,0.16666666666666666,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,0.03333333333333333,,,,,,,,,,,,True,,,,
202324,1610612760,Derrick Favors,Derrick Favors,202324,OKC,39154.0,653.0,-143.0,1311.0,1325,178.0,209.0,151.0,2636,45.0,69.0,23.0,46.0,1.0,14.0,92.0,166.0,2.0,16.0,206.0,1442.0,154.0,30.0,6.0,57.0,68.0,126.0,184.0,6.0,9.0,62.0,,173.0,0.8369565217391305,0.9746835443037974,1.0,0.125,0.125,0.5542168674698795,0.521978021978022,0.5309278350515464,0.08791208791208792,13.624161073825503,0.2073170731707317,0.16056338028169015,0.18301610541727673,0.25,0.15185185185185185,0.3791208791208791,0.6521739130434783,0.6818181818181818,0.7555555555555555,0.25274725274725274,0.5,0.5476190476190477,0.9130434782608695,0.07692307692307693,0.07142857142857142,0.07142857142857142,1.0,0.46703296703296704,0.512039010989011,8.408433734939761,23.606250000000006,0.13577421815408086,13.0,28.0,3.0,7.0,24.0,51.0,,1.0,,2.0,1.0,2.0,1.0,1.0,,,16.0,17.0,38.0,1.0,2.0,,37.0,11.0,15.0,,2.0,1.0,23.0,,26.0,2.0,1.0,7.0,,11.0,14.0,25.0,11.0,3.0,5.0,2.0,4.0,64.0,19.0,39.0,1.0,58.0,6.0,17.0,14.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,38.0,1.0,26.0,25.0,1.0,,13.0,,11.0,8.0,3.0,12.0,10.0,23.0,1.0,,0.5,,0.4473684210526316,0.7333333333333333,0.4625,0.6470588235294118,0.4625,0.6388888888888888,,0.04216867469879518,0.043478260869565216,0.08695652173913043,,0.3333333333333333,0.047619047619047616,0.10317460317460317,0.05956112852664577,0.08321377331420372,0.08791208791208792,0.064,0.16822429906542055,0.18518518518518517,0.18823529411764706,0.07407407407407407,0.8333333333333334,0.2802197802197802,0.47058823529411764,0.47058823529411764,0.01098901098901099,0.5,0.5,1.0,0.7,0.4642857142857143,0.025,,0.025,1.0,1.0,0.4117647058823529,0.42857142857142855,0.11764705882352941,,,,0.5,0.561917741935484,0.49397058823529416,0.06701030927835051,0.07303370786516854,0.1796116504854369,0.11165048543689321,,2.0,2.0,,3.0,,0.14655172413793102,0.043478260869565216,0.9166666666666666,,,,4.0,,0.075,1.0,1.0,1.0,0.15384615384615385,,,,,,,,True,,,,
1629026,1610612760,Kenrich Williams,Kenrich Williams,1629026,OKC,14643.0,244.0,-43.0,492.0,495,88.0,87.0,62.0,987,13.0,19.0,5.0,13.0,3.0,11.0,25.0,48.0,11.0,33.0,85.0,511.0,28.0,22.0,30.0,20.0,16.0,38.0,50.0,1.0,14.0,19.0,,84.0,0.56,0.56,0.9090909090909091,0.3333333333333333,0.3333333333333333,0.5208333333333334,0.5123456790123457,0.5059523809523809,0.4074074074074074,17.345132743362832,0.13114754098360656,0.14388489208633093,0.13793103448275862,0.14,0.15306122448979592,0.2345679012345679,0.6842105263157895,0.8125,0.6923076923076923,0.16049382716049382,0.38461538461538464,0.4166666666666667,0.2,0.13580246913580246,0.2727272727272727,0.2727272727272727,1.0,0.6419753086419753,0.5094444444444445,8.277083333333334,25.093939393939394,0.17886178861788618,,1.0,2.0,2.0,7.0,16.0,,2.0,1.0,2.0,8.0,22.0,,4.0,,4.0,2.0,2.0,4.0,,6.0,,4.0,4.0,5.0,1.0,6.0,1.0,12.0,3.0,,22.0,8.0,4.0,,13.0,8.0,21.0,5.0,3.0,6.0,5.0,2.0,50.0,5.0,6.0,2.0,12.0,1.0,10.0,8.0,2.0,13.0,,9.0,,4.0,2.0,12.0,3.0,12.0,6.0,,,3.0,,4.0,3.0,1.0,4.0,3.0,12.0,,,,0.16666666666666666,0.5,0.8,0.2,0.5,0.2,0.5,,0.08333333333333333,0.15789473684210525,0.07692307692307693,,0.9285714285714286,0.2,0.04225352112676056,0.04132231404958678,0.04182509505703422,0.045454545454545456,0.04081632653061224,0.13513513513513514,0.11428571428571428,0.12195121951219512,0.024390243902439025,0.75,0.19753086419753085,0.4375,0.4375,0.2716049382716049,0.36363636363636365,0.36363636363636365,0.875,0.1,,0.2,,0.4,,,0.18181818181818182,1.0,0.18181818181818182,0.5,0.36363636363636365,,0.36363636363636365,0.5251600000000001,0.5035045454545455,0.03571428571428571,0.058823529411764705,0.047058823529411764,0.1411764705882353,,,2.0,1.0,1.0,,0.05263157894736842,0.043478260869565216,0.5714285714285714,,,,,,0.02631578947368421,,,,,1.0,2.0,0.058823529411764705,,,,,True,,,,
1630177,1610612760,Theo Maledon,Theo Maledon,1630177,OKC,7560.0,126.0,-46.0,258.0,253,28.0,30.0,26.0,511,5.0,9.0,7.0,14.0,2.0,4.0,12.0,23.0,8.0,21.0,59.0,293.0,12.0,12.0,21.0,8.0,5.0,13.0,17.0,2.0,4.0,9.0,,28.0,0.5,0.5,0.875,0.38095238095238093,0.38095238095238093,0.5217391304347826,0.5454545454545454,0.6020408163265306,0.4772727272727273,18.466898954703833,0.0847457627118644,0.13333333333333333,0.1092436974789916,0.03571428571428571,0.14893617021276595,0.20454545454545456,0.5555555555555556,0.625,0.2,0.3181818181818182,0.5,0.6363636363636364,0.7142857142857143,0.09090909090909091,0.5,0.5,1.0,0.6818181818181818,0.49961249999999996,5.252173913043478,25.485714285714284,0.10852713178294573,1.0,1.0,,1.0,,,,,,1.0,6.0,17.0,1.0,1.0,,1.0,11.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,,2.0,2.0,4.0,3.0,,17.0,6.0,4.0,,8.0,4.0,12.0,4.0,,2.0,4.0,2.0,28.0,3.0,1.0,,4.0,2.0,4.0,4.0,,2.0,1.0,2.0,,,,3.0,,10.0,13.0,3.0,,8.0,,1.0,,1.0,1.0,1.0,4.0,,,1.0,,1.0,0.5,1.25,0.25,1.1666666666666667,0.4,,0.17391304347826086,0.1111111111111111,0.21428571428571427,,0.5,,0.013888888888888888,0.046875,0.029411764705882353,0.02631578947368421,0.04081632653061224,0.14285714285714285,0.11764705882352941,0.07692307692307693,0.1,1.0,,,,0.38636363636363635,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.5,1.0,,,0.5,1.0,1.0,0.25,,0.25,,0.25,,0.35294117647058826,0.2491,0.5233249999999999,0.16326530612244897,0.2857142857142857,0.11864406779661017,0.06779661016949153,,1.0,1.0,,,,,0.06666666666666667,,,,,,,,,,,1.0,,,,,,,,True,,,,
203816,1610612760,Scotty Hopson,Scotty Hopson,203816,OKC,411.0,7.0,-1.0,14.0,14,1.0,7.0,,28,,,,1.0,,,2.0,3.0,,,4.0,18.0,2.0,2.0,,,1.0,1.0,1.0,,1.0,,,1.0,0.5,0.5,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,,28.57142857142857,0.3333333333333333,,0.14285714285714285,,,,,,,0.3333333333333333,,,,,,,,,0.4245333333333334,14.633333333333333,,0.07142857142857142,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,True,,,,
1629660,1610612760,Ty Jerome,Ty Jerome,1629660,OKC,7854.0,131.0,-31.0,262.0,262,41.0,33.0,30.0,524,1.0,3.0,10.0,21.0,3.0,7.0,12.0,26.0,12.0,40.0,68.0,283.0,8.0,16.0,21.0,10.0,1.0,11.0,16.0,1.0,3.0,10.0,,40.0,0.3333333333333333,0.36363636363636365,0.5833333333333334,0.3,0.3,0.46153846153846156,0.45454545454545453,0.4788732394366197,0.6060606060606061,24.74916387959866,0.019230769230769232,0.12195121951219512,0.08208955223880597,0.045454545454545456,0.0967741935483871,0.045454545454545456,0.3333333333333333,0.3333333333333333,,0.3181818181818182,0.47619047619047616,0.5,0.4,0.10606060606060606,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.6515151515151515,0.49369393939393946,8.003846153846153,25.68,0.15648854961832062,1.0,1.0,,,1.0,2.0,,,2.0,2.0,9.0,33.0,,1.0,1.0,3.0,8.0,2.0,4.0,,1.0,1.0,5.0,1.0,2.0,3.0,5.0,,11.0,15.0,2.0,33.0,9.0,1.0,,6.0,9.0,15.0,5.0,4.0,2.0,2.0,2.0,39.0,3.0,2.0,,5.0,1.0,4.0,2.0,2.0,2.0,,2.0,,,,3.0,1.0,10.0,12.0,,2.0,5.0,,1.0,,1.0,1.0,,11.0,,,,0.6,0.5,0.5,0.4,0.7857142857142857,0.4166666666666667,0.7857142857142857,,0.038461538461538464,,0.047619047619047616,,0.6666666666666666,,0.028985507246376812,0.038461538461538464,0.034013605442176874,0.02702702702702703,0.03389830508474576,,,0.2,0.024390243902439025,,0.030303030303030304,0.5,0.5,0.5,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.2,1.0,,,0.2,,,,,0.2857142857142857,1.0,0.42857142857142855,0.3333333333333333,0.2727272727272727,0.5338,0.4944928571428572,0.07042253521126761,0.16129032258064516,0.07352941176470588,0.16176470588235295,,,1.0,1.0,,,0.05,0.05263157894736842,,,,,,,,,,,,,,,,,,,True,,,,
1630598,1610612760,Aaron Wiggins,Aaron Wiggins,1630598,OKC,5713.0,95.0,-13.0,191.0,199,22.0,35.0,14.0,390,3.0,5.0,3.0,5.0,1.0,6.0,6.0,11.0,3.0,13.0,22.0,202.0,6.0,6.0,9.0,6.0,4.0,11.0,16.0,1.0,2.0,4.0,,22.0,0.5,0.75,1.0,0.23076923076923078,0.23076923076923078,0.5454545454545454,0.4375,0.44,0.5416666666666666,12.918660287081341,0.09090909090909091,0.10714285714285714,0.1,,0.08888888888888889,0.20833333333333334,0.6,0.6,0.3333333333333333,0.20833333333333334,0.6,0.6,0.6666666666666666,0.25,0.16666666666666666,0.16666666666666666,1.0,0.75,0.5357020833333334,3.9272727272727277,24.992307692307694,0.11518324607329843,2.0,4.0,,1.0,,1.0,,,,2.0,2.0,7.0,,1.0,1.0,3.0,1.0,2.0,4.0,,1.0,,4.0,,1.0,1.0,5.0,,3.0,,4.0,7.0,2.0,,,4.0,1.0,5.0,1.0,,3.0,,1.0,11.0,3.0,2.0,1.0,5.0,,5.0,5.0,,1.0,,1.0,,,,2.0,,3.0,2.0,,,1.0,,2.0,1.0,1.0,2.0,1.0,3.0,,,,0.2,0.5,,0.4,0.25,0.4,0.25,,,,,,0.5,0.25,0.037037037037037035,0.07894736842105263,0.05434782608695652,0.07692307692307693,0.125,0.07692307692307693,0.2727272727272727,0.18181818181818182,,0.5,0.041666666666666664,,,0.2916666666666667,0.2857142857142857,0.2857142857142857,1.0,0.8,0.5,,,0.2,,,0.16666666666666666,,0.3333333333333333,,0.5,0.3333333333333333,0.2857142857142857,0.5616166666666667,0.5731333333333334,0.04,0.08333333333333333,0.18181818181818182,0.13636363636363635,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
