EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,FTDefRebounds,Steals,BadPassSteals,LostBallTurnovers,Fg2Pct,PenaltyFg2Pct,DefFTReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Avg2ptShotDistance,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,OffThreePtRebounds,DefTwoPtRebounds,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceTsPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PtsUnassisted3s,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Corner3FGA,PenaltyCorner3FGA,Corner3Assists,Corner3Frequency,PenaltyCorner3Frequency,SecondChanceAtRimFGA,SecondChanceFG2A,HeaveAttempts,2pt And 1 Free Throw Trips,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,Fg2aBlocked,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,FG2APctBlocked,ShortMidRangePctBlocked,AtRimPctBlocked,SecondChanceAtRimFGM,SecondChanceFG2M,ShortMidRangeAssists,Loose Ball Fouls Drawn,BlockedAtRim,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,PtsPutbacks,SelfOReb,Blocked3s,BlockedArc3,OffCorner3ReboundPct,SelfORebPct,LongMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,LostBallSteals,BadPassOutOfBoundsTurnovers,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,on,OffShortMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,LongMidRangeAssists,StepOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffAtRimReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,FTOffRebounds,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,Clear Path Fouls
1627822,1610612743,Petr Cornelie,Petr Cornelie,1627822,DEN,305.0,5,-8.0,14,12,14.0,2,1.0,26,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,24,1.0,1.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,14.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.25,1.25,1.0,26.666666666666668,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46065,0.46065,1.0,28.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628432,1610612743,Davon Reed,Davon Reed,1628432,DEN,956.0,16,-10.0,37,37,25.0,11,3.0,74,,1.0,,1.0,,1.0,2.0,4.0,48,,1.0,2.0,4.0,,1.0,,,1.0,2.0,,2.0,1.0,,,1.0,,1.0,1.0,1.0,,1.0,2.0,1.0,4.0,25.0,1.0,,,,,0.3333333333333333,0.5,0.5,0.6666666666666666,0.3333333333333333,12.5,1.0,,0.1,0.0769230769230769,,,0.125,0.3333333333333333,,,,0.5,,0.3333333333333333,,0.4404833333333333,0.487525,1.0,27.0,0.6756756756756757,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,14.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629626,1610612743,Bol Bol,Bol Bol,1629626,DEN,993.0,17,,38,37,24.0,10,2.0,75,,,,,,,1.0,11.0,50,,,,6.0,,,,,1.0,2.0,1.0,3.0,,,,,,,1.0,1.0,,1.0,2.0,,6.0,24.0,,,,,,0.8333333333333334,0.75,0.7857142857142857,0.75,,17.5,,,0.1,0.1333333333333333,0.1666666666666666,,,,,,,,,0.5,,0.5321166666666667,0.4643,0.5454545454545454,,0.631578947368421,2.0,2.0,1.0,5.0,6.0,3.0,4.0,,1.0,,1.0,,1.0,2.0,,,,,0.8333333333333334,0.75,,0.3333333333333333,1.0,1.0,0.1666666666666666,7.316666666666666,3.0,3.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,0.5,0.2,0.5,1.0,1.0,0.25,0.5,1.0,1.0,1.0,1.0,0.25,1.0,0.1428571428571428,0.1428571428571428,0.0909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629730,1610612743,Rayjon Tucker,Rayjon Tucker,1629730,DEN,1756.0,29,3.0,65,64,45.0,31,5.0,129,1.0,2.0,1.0,1.0,1.0,2.0,3.0,6.0,79,1.0,1.0,3.0,6.0,,2.0,1.0,1.0,3.0,3.0,1.0,4.0,,,,,,,,3.0,,2.0,4.0,1.0,6.0,45.0,,,0.5,1.0,0.5,0.75,1.5,0.75,1.0,1.0,5.714285714285714,,0.1111111111111111,0.1578947368421052,0.1111111111111111,0.0625,0.25,0.2142857142857142,1.0,0.5,0.5,,1.0,1.0,1.0,0.5,0.449925,0.4143,1.0,25.8,0.6923076923076923,,,,,,,,,1.0,3.0,4.0,3.0,1.0,11.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,1.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630637,1610612743,Carlik Jones,Carlik Jones,1630637,DEN,242.0,4,-4.0,11,10,11.0,2,,21,,,,,,,,2.0,20,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,11.0,,,,,,0.5,0.5,0.5,0.5,,18.181818181818183,,,,,,,,,,,,,,0.5,,0.4395,0.4395,1.0,,1.0,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,0.5,0.5,,,,,0.5,10.2,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,0.5,1.0,1.0,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203085,1610612743,Austin Rivers,Austin Rivers,203085,DEN,578.0,10,-5.0,21,20,19.0,13,2.0,41,,,,,,1.0,,,29,,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,19.0,,,,,,,,,,1.0,8.695652173913043,1.0,,,,,,,,,,,,,1.0,,0.5937,0.5937,,23.4,0.9047619047619048,,,,,,,,,,1.0,1.0,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628420,1610612743,Monte Morris,Monte Morris,1628420,DEN,210.0,4,5.0,7,9,3.0,5,1.0,16,2.0,2.0,2.0,2.0,2.0,2.0,,6.0,6,2.0,2.0,,6.0,6.0,2.0,2.0,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,6.0,3.0,,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,37.5,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5274,0.5274,1.0,25.15,0.4285714285714285,,,,,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630538,1610612743,Bones Hyland,Bones Hyland,1630538,DEN,140.0,2,2.0,5,5,1.0,1,1.0,10,,,,,,,,,3,,,,,,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,16.666666666666668,1.0,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203999,1610612743,Nikola Jokic,Nikola Jokic,203999,DEN,657.0,11,11.0,24,25,12.0,12,4.0,49,1.0,2.0,,1.0,1.0,2.0,1.0,16.0,23,,1.0,,8.0,3.0,1.0,1.0,,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,,1.0,,1.0,1.0,2.0,1.0,,8.0,12.0,,1.0,0.5,,1.0,0.8333333333333334,0.8,0.8888888888888888,0.8,0.2222222222222222,42.85714285714285,0.6666666666666666,,0.1666666666666666,0.2222222222222222,0.1428571428571428,,,0.2222222222222222,0.5,0.5,1.0,0.2,,0.6666666666666666,1.0,0.51038125,0.475175,0.5,46.65,0.5,3.0,3.0,,6.0,7.0,4.0,4.0,2.0,2.0,,2.0,,2.0,4.0,,,,,0.8571428571428571,1.0,,0.3333333333333333,1.0,1.0,,4.242857142857143,3.0,4.0,1.0,1.0,,,10.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,,0.3333333333333333,0.3333333333333333,0.5,,0.5,0.4444444444444444,0.75,0.75,1.0,0.6666666666666666,0.2,1.0,0.1111111111111111,0.1428571428571428,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203210,1610612743,JaMychal Green,JaMychal Green,203210,DEN,759.0,13,-1.0,26,25,18.0,15,,51,,2.0,,1.0,,2.0,4.0,6.0,30,,1.0,2.0,2.0,,2.0,,,2.0,2.0,,2.0,,,2.0,2.0,,1.0,1.0,2.0,,3.0,4.0,1.0,2.0,18.0,1.0,,,,,0.25,,0.5,0.3333333333333333,0.5,30.769230769230766,,,0.2,0.1538461538461538,,,0.1428571428571428,0.5,,,,0.5,,0.75,,0.5594,0.4649,0.3333333333333333,24.9,0.6923076923076923,,1.0,,1.0,2.0,,1.0,,2.0,,2.0,,2.0,4.0,,,,,0.5,,,0.25,,,,5.75,1.0,1.0,,,,,2.0,,,1.0,1.0,1.0,,,,,,0.3333333333333333,0.25,1.0,1.0,1.0,,,,0.2,0.3333333333333333,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
