EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,DefLongMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangeFGM,Charge Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,Charge Fouls Drawn,Technical Free Throw Trips,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,BlockedCorner3,OffFTReboundPct,OffensiveGoaltends,Corner3PctBlocked,on
1627761,1610612751,DeAndre' Bembry,DeAndre' Bembry,1627761,BKN,7216.0,120,4,240,241,53.0,107,37.0,481,11.0,19.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0,13.0,23.0,1.0,1.0,6.0,35.0,287,3.0,5.0,6.0,2.0,3.0,4.0,8.0,16.0,10.0,3.0,6.0,4.0,2.0,5.0,7.0,3.0,2.0,2.0,19.0,2.0,7.0,9.0,8.0,1.0,18,9.0,27,7.0,7.0,2.0,1.0,1.0,2.0,1.0,6.0,13.0,6.0,1.0,8.0,4.0,5.0,2.0,3.0,5.0,4.0,8.0,53.0,1.0,0.6153846153846154,0.8,1.0,1.0,1.0,0.5652173913043478,0.6,0.6666666666666666,0.6041666666666666,0.6,0.6666666666666666,0.625,0.6,0.8,0.041666666666666664,0.17391304347826086,0.15789473684210525,0.25,10.600706713780918,1.0,0.14285714285714285,0.12903225806451613,0.09210526315789473,0.14516129032258066,0.04,0.13709677419354838,0.07142857142857142,0.13333333333333333,0.04,0.09523809523809523,0.02631578947368421,0.08333333333333333,0.13636363636363635,0.16129032258064516,0.1568627450980392,0.09090909090909091,0.8,0.7916666666666666,0.5789473684210527,0.6875,0.6363636363636364,0.16666666666666666,0.5,0.6666666666666666,0.5,0.041666666666666664,1.0,1.0,1.0,0.8,0.5,1.0,0.6666666666666666,0.8333333333333334,0.5411666666666667,0.568425,0.6375000000000001,0.14285714285714285,0.14814814814814814,0.17142857142857143,0.22857142857142856,2.660869565217392,23.7,0.22083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1628971,1610612751,Bruce Brown,Bruce Brown,1628971,BKN,27966.0,466,101,961,974,205.0,293,113.0,1935,41.0,59.0,11.0,15.0,7.0,9.0,14.0,38.0,9.0,17.0,55.0,102.0,14.0,28.0,38.0,190.0,1106,11.0,18.0,32.0,10.0,15.0,8.0,37.0,80.0,30.0,39.0,12.0,5.0,29.0,20.0,49.0,18.0,2.0,20.0,118.0,7.0,18.0,29.0,31.0,5.0,65,25.0,90,20.0,15.0,6.0,4.0,2.0,13.0,1.0,25.0,39.0,37.0,,49.0,23.0,14.0,4.0,9.0,18.0,9.0,37.0,204.0,3.0,0.7272727272727273,0.8163265306122449,0.9285714285714286,0.5,0.5,0.5392156862745098,0.6111111111111112,0.6666666666666666,0.5846153846153846,0.7,0.6590909090909091,0.6333333333333333,0.6956521739130435,0.6607142857142857,0.2153846153846154,0.049019607843137254,0.0847457627118644,,14.858705560619871,0.46153846153846156,0.16666666666666666,0.11969111969111969,0.07058823529411765,0.13942307692307693,0.03954802259887006,0.1284796573875803,0.05787037037037037,0.03896103896103896,0.0761904761904762,0.0958904109589041,0.03076923076923077,0.06382978723404255,0.08653846153846154,0.12844036697247707,0.1346153846153846,0.15384615384615385,0.5,0.45384615384615384,0.6949152542372882,0.7592592592592593,0.6829268292682927,0.2923076923076923,0.3684210526315789,0.3684210526315789,0.8571428571428571,0.13076923076923078,0.5294117647058824,0.5294117647058824,1.0,0.75,0.7333333333333333,0.4090909090909091,0.7777777777777778,0.6692307692307692,0.5406480769230769,0.5895333333333334,0.5337681818181818,0.15753424657534246,0.19491525423728814,0.16842105263157894,0.19473684210526315,5.072549019607843,24.489285714285717,0.2133194588969823,5.0,1.0,4.0,5.0,11.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,7.0,3.0,11.0,5.0,5.0,4.0,1.0,5.0,2.0,7.0,1.0,1.0,2.0,1.0,3.0,1.0,7.0,4.0,4.0,4.0,1.0,3.0,1.0,0.42857142857142855,0.17391304347826086,0.01818181818181818,0.038461538461538464,0.08461538461538462,0.45454545454545453,0.45454545454545453,0.8,0.45454545454545453,0.1,1.0,1.0,0.18181818181818182,0.25,0.13636363636363635,0.6666666666666666,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1630549,1610612751,Day'Ron Sharpe,Day'Ron Sharpe,1630549,BKN,8984.0,150,31,306,304,56.0,82,37.0,610,28.0,39.0,9.0,14.0,6.0,6.0,1.0,4.0,,,29.0,43.0,,,10.0,68.0,359,10.0,15.0,21.0,6.0,7.0,1.0,13.0,42.0,16.0,,16.0,6.0,5.0,6.0,11.0,2.0,4.0,4.0,28.0,12.0,11.0,18.0,13.0,1.0,32,23.0,55,6.0,6.0,5.0,3.0,2.0,12.0,2.0,11.0,25.0,11.0,,13.0,7.0,7.0,5.0,2.0,8.0,2.0,13.0,56.0,2.0,0.7241379310344828,1.0,,,,0.6744186046511628,0.6666666666666666,0.8571428571428571,0.6744186046511628,0.6666666666666666,0.8571428571428571,0.6938775510204082,0.65625,0.9285714285714286,,0.13953488372093023,0.1282051282051282,0.25,17.24137931034483,0.4166666666666667,0.14285714285714285,0.16455696202531644,0.12941176470588237,0.3103448275862069,0.21052631578947367,0.22627737226277372,0.1619718309859155,0.125,0.12121212121212122,0.15,0.23076923076923078,0.16666666666666666,0.13793103448275862,0.19444444444444445,0.28888888888888886,0.38461538461538464,0.25,0.9069767441860465,0.717948717948718,0.8235294117647058,0.75,0.09302325581395349,0.25,0.3333333333333333,,,,,,0.9333333333333333,0.6428571428571429,0.8571428571428571,1.0,0.9069767441860465,0.6339139534883721,0.55931,0.5753,0.14583333333333334,0.14583333333333334,0.3088235294117647,0.19117647058823528,1.7883720930232556,,0.1830065359477124,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,7.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,0.14285714285714285,,,,,,,0.2222222222222222,,,,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1630560,1610612751,Cam Thomas,Cam Thomas,1630560,BKN,15545.0,259,18,531,526,138.0,213,49.0,1057,2.0,7.0,,,,2.0,15.0,26.0,5.0,8.0,35.0,60.0,13.0,37.0,25.0,134.0,607,2.0,3.0,8.0,7.0,13.0,10.0,36.0,28.0,42.0,30.0,,4.0,8.0,3.0,11.0,2.0,1.0,4.0,25.0,1.0,,17.0,11.0,3.0,31,1.0,32,10.0,6.0,8.0,6.0,2.0,10.0,1.0,12.0,20.0,20.0,1.0,31.0,11.0,2.0,,2.0,2.0,,36.0,138.0,2.0,0.4,0.4,0.7692307692307693,0.35135135135135137,0.35135135135135137,0.5833333333333334,0.6666666666666666,0.5384615384615384,0.5618556701030928,0.2857142857142857,0.5652173913043478,0.6036036036036037,0.4444444444444444,0.6206896551724138,0.38144329896907214,0.06666666666666667,0.5714285714285714,,20.754716981132074,0.8,0.16666666666666666,0.08088235294117647,,0.14912280701754385,0.009615384615384616,0.112,0.004132231404958678,,,,0.012345679012345678,,0.02127659574468085,0.04838709677419355,0.13043478260869565,0.22727272727272727,,0.07216494845360824,0.2857142857142857,0.6666666666666666,0.5,0.26804123711340205,0.5769230769230769,0.5769230769230769,0.5333333333333333,0.08247422680412371,0.625,0.625,0.8,,,0.08695652173913043,,0.4536082474226804,0.47026443298969073,0.4844166666666667,0.4555369565217392,0.12037037037037036,0.15714285714285714,0.05970149253731343,0.26865671641791045,12.261666666666668,25.848648648648645,0.2598870056497175,27.0,2.0,2.0,8.0,29.0,,4.0,2.0,8.0,,4.0,4.0,4.0,10.0,9.0,29.0,8.0,1.0,3.0,1.0,4.0,1.0,2.0,,,3.0,,,,1.0,3.0,,,,3.0,,0.4,0.25925925925925924,0.022222222222222223,0.27835051546391754,0.29896907216494845,0.27586206896551724,0.27586206896551724,0.75,,0.5714285714285714,,,0.08695652173913043,1.0,0.34782608695652173,0.25,0.27586206896551724,,,,,18.0,1.0,1.0,2.0,0.6666666666666666,0.6666666666666666,0.2777777777777778,0.05263157894736842,,,,,,,,,,,,,,,,,,,True
202681,1610612751,Kyrie Irving,Kyrie Irving,202681,BKN,65485.0,1091,121,2247,2245,485.0,683,247.0,4492,54.0,80.0,4.0,5.0,15.0,22.0,84.0,168.0,15.0,36.0,189.0,377.0,100.0,239.0,118.0,796.0,2605,15.0,20.0,62.0,43.0,84.0,46.0,198.0,88.0,290.0,177.0,2.0,24.0,106.0,61.0,167.0,38.0,23.0,58.0,395.0,5.0,11.0,54.0,51.0,6.0,111,16.0,127,41.0,23.0,51.0,34.0,17.0,73.0,3.0,36.0,81.0,111.0,5.0,129.0,47.0,17.0,7.0,9.0,17.0,8.0,193.0,481.0,7.0,0.2328042328042328,0.23404255319148937,0.59,0.41841004184100417,0.42016806722689076,0.5013262599469496,0.75,0.5119047619047619,0.5503246753246753,0.7105263157894737,0.5757575757575758,0.5913897280966768,0.75,0.6363636363636364,0.387987012987013,0.0636604774535809,0.0875,0.08333333333333333,28.994082840236686,0.6986301369863014,0.09090909090909091,0.08916083916083917,0.01818181818181818,0.10931174089068826,0.011655011655011656,0.09849906191369606,0.015473887814313346,0.02127659574468085,0.016597510373443983,0.017045454545454544,0.012578616352201259,0.009009009009009009,0.07373271889400922,0.06097560975609756,0.11597938144329897,0.08490566037735849,0.47058823529411764,0.12987012987012986,0.675,0.7397260273972602,0.3148148148148148,0.2727272727272727,0.5,0.5454545454545454,0.15476190476190477,0.05844155844155844,0.4166666666666667,0.4166666666666667,0.8666666666666667,0.13157894736842105,0.8,0.16666666666666666,0.6818181818181818,0.5178571428571429,0.483958211382114,0.4734,0.473890076335878,0.08153846153846153,0.11547911547911548,0.07788944723618091,0.24874371859296482,10.420159151193637,26.091631799163164,0.21584334668446817,129.0,3.0,7.0,85.0,203.0,6.0,11.0,19.0,41.0,8.0,18.0,8.0,22.0,48.0,123.0,202.0,85.0,27.0,21.0,4.0,18.0,12.0,22.0,1.0,,12.0,2.0,3.0,4.0,17.0,12.0,,,1.0,8.0,0.4444444444444444,0.4583333333333333,0.1834862385321101,0.013377926421404682,0.20941558441558442,0.32954545454545453,0.4187192118226601,0.4207920792079208,0.5411764705882353,0.75,0.2894736842105263,0.5454545454545454,0.8333333333333334,0.05303030303030303,0.42857142857142855,0.3106060606060606,0.4634146341463415,0.4207920792079208,6.0,1.0,,1.0,51.0,,2.0,6.0,0.3953488372093023,0.40476190476190477,0.27450980392156865,0.024691358024691357,2.0,7.0,1.0,1.0,2.0,2.0,14.0,0.0041841004184100415,0.023255813953488372,0.0049261083743842365,0.18421052631578946,0.2857142857142857,1.0,,,,,,True
1630556,1610612751,Kessler Edwards,Kessler Edwards,1630556,BKN,26390.0,440,17,891,899,136.0,215,103.0,1790,15.0,31.0,5.0,7.0,1.0,2.0,7.0,14.0,9.0,28.0,25.0,52.0,21.0,58.0,7.0,120.0,1100,6.0,11.0,17.0,3.0,4.0,2.0,8.0,34.0,16.0,63.0,10.0,8.0,5.0,5.0,10.0,4.0,1.0,1.0,25.0,9.0,8.0,25.0,30.0,4.0,59,17.0,76,18.0,11.0,9.0,6.0,3.0,15.0,,20.0,46.0,12.0,1.0,9.0,6.0,10.0,8.0,,10.0,4.0,8.0,136.0,9.0,0.68,0.85,1.0,0.3620689655172414,0.3620689655172414,0.4807692307692308,0.5454545454545454,0.75,0.5136363636363637,0.5357142857142857,0.375,0.5309734513274337,0.5666666666666667,0.4444444444444444,0.5272727272727272,0.15384615384615385,0.16129032258064516,0.21428571428571427,12.711022840119165,0.6,0.16,0.1276595744680851,0.03389830508474576,0.13089005235602094,0.05389221556886228,0.12910798122065728,0.04218362282878412,0.03896103896103896,0.03333333333333333,0.028985507246376812,0.058823529411764705,0.041666666666666664,0.09473684210526316,0.16304347826086957,0.13815789473684212,0.10256410256410256,0.4,0.2818181818181818,0.4838709677419355,0.5769230769230769,0.7333333333333333,0.12727272727272726,0.5,0.6363636363636364,0.5714285714285714,0.2545454545454545,0.32142857142857145,0.32142857142857145,1.0,0.5,0.7142857142857143,0.25,0.5,0.8090909090909091,0.5666613636363634,0.49661666666666676,0.5704937499999999,0.05309734513274336,0.10909090909090909,0.14166666666666666,0.06666666666666667,5.140384615384615,24.550000000000004,0.1526374859708193,7.0,,3.0,12.0,30.0,1.0,1.0,,1.0,1.0,3.0,2.0,,4.0,,30.0,12.0,1.0,3.0,3.0,7.0,1.0,6.0,1.0,2.0,1.0,6.0,,1.0,3.0,,,,2.0,,0.3333333333333333,,0.125,0.05357142857142857,0.06363636363636363,0.2727272727272727,0.4,0.4,1.0,0.2,0.07142857142857142,1.0,1.0,0.375,,0.125,,0.4,1.0,2.0,,,3.0,1.0,,,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,2.0,,,,,,,,,0.14285714285714285,,,,,,,,True
201949,1610612751,James Johnson,James Johnson,201949,BKN,17385.0,290,-17,585,585,150.0,214,61.0,1170,23.0,34.0,5.0,7.0,2.0,4.0,2.0,14.0,2.0,12.0,26.0,54.0,4.0,23.0,7.0,71.0,696,6.0,10.0,14.0,5.0,8.0,1.0,14.0,32.0,20.0,12.0,6.0,9.0,9.0,15.0,24.0,9.0,6.0,6.0,63.0,3.0,9.0,27.0,11.0,5.0,43,13.0,56,5.0,4.0,7.0,6.0,1.0,10.0,,27.0,46.0,11.0,,11.0,6.0,10.0,3.0,7.0,11.0,4.0,14.0,148.0,2.0,0.6153846153846154,0.6956521739130435,1.0,0.17391304347826086,0.17391304347826086,0.48148148148148145,0.6,0.625,0.4155844155844156,0.42857142857142855,0.5,0.4329268292682927,0.4666666666666667,0.5,0.2987012987012987,0.16666666666666666,0.11764705882352941,0.2857142857142857,13.834586466165414,0.7,0.29411764705882354,0.07913669064748201,0.05421686746987952,0.1956521739130435,0.022388059701492536,0.1371841155234657,0.04,0.03636363636363636,0.06557377049180328,0.06,0.019801980198019802,0.030303030303030304,0.058823529411764705,0.07352941176470588,0.20952380952380953,0.15151515151515152,0.36363636363636365,0.44155844155844154,0.6764705882352942,0.7666666666666667,0.6521739130434783,0.18181818181818182,0.14285714285714285,0.2,0.5,0.15584415584415584,0.16666666666666666,0.16666666666666666,1.0,0.5,0.7142857142857143,0.3076923076923077,0.5,0.7402597402597403,0.5259629870129869,0.5588111111111111,0.47369230769230775,0.07317073170731707,0.1016949152542373,0.19718309859154928,0.19718309859154928,5.155555555555556,24.36521739130435,0.2564102564102564,6.0,1.0,2.0,2.0,11.0,,4.0,,3.0,,4.0,2.0,1.0,5.0,,11.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,,1.0,3.0,1.0,,2.0,1.0,,1.0,,,,,0.2,0.15,0.02631578947368421,0.07792207792207792,0.14285714285714285,0.18181818181818182,0.18181818181818182,1.0,0.2,0.2857142857142857,,,0.15384615384615385,0.5,0.23076923076923078,,0.18181818181818182,1.0,,,,1.0,,,,0.16666666666666666,0.2,,,,,,,,,,,0.16666666666666666,,,,,1.0,1.0,0.06666666666666667,,,True
1628975,1610612751,Jevon Carter,Jevon Carter,1628975,BKN,726.0,12,-16,26,25,8.0,5,4.0,51,,,,,,,,1.0,,,1.0,2.0,1.0,2.0,,5.0,39,,,,1.0,1.0,,5.0,2.0,,3.0,,,,,,,,,,,1.0,1.0,1.0,,2,1.0,3,,,,,,1.0,,,1.0,,,,,,,,,,5.0,8.0,,1.0,1.0,1.0,0.5,0.5,0.5,,1.0,0.625,,1.25,0.625,,1.25,0.5,,,,16.666666666666668,,,0.25,0.1,0.2,,0.2222222222222222,0.06666666666666667,0.3333333333333333,,,,,,0.3333333333333333,0.25,,,,,,,0.25,,,,,,,,,,,,0.5,0.4648125,,0.439225,,,,1.0,15.049999999999999,27.0,0.3076923076923077,1.0,,,1.0,2.0,,,1.0,1.0,,,,1.0,1.0,,2.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,0.25,0.5,0.5,0.5,1.0,,,,,,,0.5,1.0,0.5,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True
1629651,1610612751,Nic Claxton,Nic Claxton,1629651,BKN,17866.0,298,-14,606,614,128.0,174,68.0,1220,51.0,61.0,13.0,17.0,9.0,11.0,5.0,22.0,,,56.0,83.0,,,17.0,129.0,713,13.0,21.0,28.0,9.0,12.0,5.0,23.0,84.0,28.0,,20.0,6.0,10.0,5.0,15.0,5.0,,3.0,35.0,13.0,19.0,27.0,23.0,7.0,57,32.0,89,7.0,5.0,3.0,1.0,2.0,11.0,,25.0,44.0,31.0,5.0,28.0,14.0,13.0,5.0,8.0,13.0,7.0,23.0,128.0,4.0,0.75,0.9130434782608695,,,,0.6746987951807228,0.6190476190476191,0.75,0.6746987951807228,0.6190476190476191,0.75,0.6789473684210526,0.6086956521739131,0.8214285714285714,,0.07228915662650602,0.04918032786885246,0.13636363636363635,15.565345080763583,0.2727272727272727,0.3181818181818182,0.16428571428571428,0.1165644171779141,0.18493150684931506,0.1092436974789916,0.17482517482517482,0.11347517730496454,0.02702702702702703,0.16666666666666666,0.10416666666666667,0.07608695652173914,0.2222222222222222,0.14285714285714285,0.20967741935483872,0.16806722689075632,0.25925925925925924,0.5384615384615384,0.7349397590361446,0.8360655737704918,0.8793103448275862,0.7450980392156863,0.26506024096385544,0.22727272727272727,0.2631578947368421,0.8,,,,,0.8095238095238095,0.7647058823529411,0.9166666666666666,0.8181818181818182,0.7349397590361446,0.5691192771084337,0.5607571428571428,0.615275,0.15053763440860216,0.15053763440860216,0.21705426356589147,0.17829457364341086,2.7626506024096393,,0.21122112211221122,,,,,,,,,,,,2.0,,,,,,3.0,4.0,3.0,2.0,,8.0,,3.0,2.0,8.0,3.0,1.0,4.0,2.0,,,,2.0,,,0.10344827586206896,0.14285714285714285,,,,,,0.07692307692307693,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True
201935,1610612751,James Harden,James Harden,201935,BKN,12244.0,204,3,409,402,60.0,109,42.0,811,10.0,25.0,1.0,2.0,,1.0,10.0,25.0,2.0,3.0,22.0,56.0,10.0,29.0,33.0,107.0,490,2.0,4.0,16.0,2.0,5.0,4.0,17.0,6.0,38.0,9.0,2.0,10.0,34.0,20.0,54.0,12.0,8.0,24.0,128.0,,3.0,14.0,17.0,1.0,32,3.0,35,4.0,2.0,18.0,14.0,4.0,20.0,2.0,4.0,10.0,28.0,,39.0,15.0,1.0,1.0,,1.0,1.0,17.0,60.0,2.0,0.13636363636363635,0.14285714285714285,0.3,0.3448275862068966,0.3448275862068966,0.39285714285714285,0.5,0.4,0.43529411764705883,0.8333333333333334,0.5416666666666666,0.53,1.0,0.6538461538461539,0.3411764705882353,0.17857142857142858,0.2,0.2,26.666666666666668,0.9,0.14285714285714285,0.18478260869565216,0.028846153846153848,0.16279069767441862,,0.17415730337078653,0.01675977653631285,0.02631578947368421,0.02631578947368421,0.03571428571428571,,,0.08823529411764706,0.28205128205128205,0.16176470588235295,0.16666666666666666,1.0,0.29411764705882354,0.4,0.5,0.3,0.29411764705882354,0.4,0.5,,0.03529411764705882,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.5,0.08333333333333333,,0.6352941176470588,0.4942311764705882,0.47456250000000005,0.4605708333333334,0.19,0.22388059701492538,0.14953271028037382,0.1588785046728972,6.3339285714285705,25.810344827586206,0.1466992665036675,6.0,1.0,2.0,8.0,26.0,2.0,2.0,2.0,5.0,2.0,2.0,6.0,3.0,7.0,21.0,26.0,8.0,5.0,5.0,2.0,2.0,2.0,2.0,,,4.0,1.0,,1.0,4.0,,,,,,1.0,0.42857142857142855,0.15789473684210525,0.04878048780487805,0.07058823529411765,0.3058823529411765,0.3076923076923077,0.3076923076923077,0.25,,0.3333333333333333,1.0,,0.16666666666666666,0.5,0.4166666666666667,0.4,0.3076923076923077,,,,,2.0,,,4.0,0.3333333333333333,0.3333333333333333,,0.12121212121212122,,,,,,,1.0,,,,,,,,,,,,True
