EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,SecondChanceFg2Pct,PenaltyFg2Pct,OffTwoPtReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,LongMidRangeFGA,PtsPutbacks,HeaveAttempts,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3FGM,PtsUnassisted3s,Fg3aBlocked,Travels,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,3SecondViolations,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,Charge Fouls Drawn,HeaveMakes,on,Clear Path Fouls,Blocked3s,BlockedArc3,Arc3PctBlocked,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends
1626220,1610612762,Royce O'Neale,Royce O'Neale,1626220,UTA,3954.0,66,12.0,134,128,41.0,31.0,18.0,262,4.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,3.0,4.0,6.0,2.0,11.0,2.0,16.0,144,1.0,2.0,2.0,5.0,1.0,4.0,2.0,5.0,2.0,6.0,6.0,9.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,3.0,3.0,6.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,41.0,1.0,0.25,0.25,1.0,0.18181818181818182,0.5,0.25,0.18181818181818182,0.6666666666666666,0.4117647058823529,0.75,0.375,0.4444444444444444,0.8333333333333334,0.5,0.6470588235294118,0.3333333333333333,0.2,1.0,14.102564102564102,0.25,0.25,0.023809523809523808,0.038461538461538464,0.07317073170731707,0.029411764705882353,0.046875,0.029411764705882353,0.2857142857142857,0.1111111111111111,0.05263157894736842,0.29411764705882354,0.8,1.0,0.25,0.058823529411764705,0.11764705882352941,0.5,0.5,1.0,0.5294117647058824,0.1111111111111111,0.1111111111111111,1.0,0.5,1.0,1.0,0.5,0.25,1.0,0.75,0.9411764705882353,0.1111111111111111,0.5494352941176471,0.5808,0.568125,0.3125,0.3125,3.8166666666666664,26.03636363636364,0.30597014925373134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1627823,1610612762,Juancho Hernangomez,Juancho Hernangomez,1627823,UTA,4811.0,80,12.0,164,163,67.0,43.0,21.0,327,5.0,7.0,1.0,3.0,5.0,2.0,3.0,1.0,3.0,4.0,9.0,1.0,2.0,6.0,8.0,7.0,14.0,4.0,37.0,200,2.0,4.0,1.0,11.0,2.0,5.0,4.0,14.0,12.0,,21.0,9.0,4.0,2.0,4.0,2.0,6.0,1.0,3.0,,14.0,4.0,7.0,8.0,,15.0,5.0,20.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,,1.0,3.0,4.0,,,4.0,,6.0,,3.0,1.0,3.0,14.0,67.0,,1.0,1.0,1.0,0.5,0.5,0.4,0.5,0.75,0.75,0.8333333333333334,0.625,0.7708333333333334,0.9166666666666666,0.7,0.6363636363636364,0.25,0.2857142857142857,,14.659685863874346,0.5,,0.1951219512195122,0.20588235294117646,0.08163265306122448,0.2,0.07042253521126761,0.07894736842105263,0.09090909090909091,0.16666666666666666,0.15,0.3181818181818182,0.7142857142857143,1.0,1.0,0.045454545454545456,0.22727272727272727,0.6,0.6,1.0,0.4090909090909091,0.4444444444444444,0.4444444444444444,1.0,0.5,0.6666666666666666,1.0,0.16666666666666666,0.375,0.3333333333333333,0.25,0.9545454545454546,0.4444444444444444,0.5746363636363636,0.566775,0.64259375,0.2972972972972973,0.3783783783783784,2.125,24.55,0.40853658536585363,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,0.6666666666666666,0.045454545454545456,0.5,0.26666666666666666,0.15,0.2857142857142857,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.375,0.6666666666666666,0.5,0.16666666666666666,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1629672,1610612762,Eric Paschall,Eric Paschall,1629672,UTA,11837.0,197,-27.0,413,413,151.0,152.0,41.0,826,19.0,29.0,10.0,8.0,18.0,,,3.0,7.0,7.0,15.0,2.0,6.0,25.0,40.0,15.0,33.0,26.0,121.0,492,,2.0,3.0,11.0,7.0,13.0,9.0,36.0,34.0,16.0,45.0,14.0,7.0,7.0,5.0,5.0,10.0,5.0,3.0,1.0,25.0,2.0,10.0,9.0,1.0,20.0,6.0,26.0,2.0,1.0,5.0,2.0,4.0,,9.0,,3.0,8.0,16.0,,1.0,18.0,,30.0,3.0,1.0,,1.0,36.0,151.0,3.0,0.68,0.7391304347826086,1.0,0.45454545454545453,,0.5384615384615384,0.46875,0.625,0.6506849315068494,0.5714285714285714,0.675,0.7034883720930233,0.6875,0.75,0.4520547945205479,0.175,0.1724137931034483,0.2,20.697167755991288,0.5555555555555556,0.08333333333333333,0.09183673469387756,0.09900990099009901,0.020202020202020204,0.09547738693467336,0.03428571428571429,0.015384615384615385,0.029411764705882353,0.09090909090909091,0.12698412698412698,0.3972602739726027,0.6551724137931034,0.7916666666666666,0.631578947368421,0.136986301369863,0.2465753424657534,0.4444444444444444,0.4444444444444444,1.0,0.2054794520547945,0.4666666666666667,0.4666666666666667,1.0,,,,0.2857142857142857,0.35,0.42857142857142855,0.3,0.8493150684931506,0.5,0.5554590277777779,0.5493416666666667,0.5729026315789474,0.09090909090909091,0.2975206611570248,3.8599999999999994,24.748484848484846,0.36561743341404357,3.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,7.0,,1.0,4.0,1.0,4.0,14.0,1.0,1.0,0.8,0.42857142857142855,0.05263157894736842,,0.1,0.08695652173913043,0.05263157894736842,1.0,0.5,0.625,0.8,0.5714285714285714,0.75,0.3333333333333333,0.25,0.6,0.6666666666666666,0.1686746987951807,0.28,1.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,0.10714285714285714,0.023809523809523808,0.125,0.0136986301369863,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1630215,1610612762,Jared Butler,Jared Butler,1630215,UTA,21584.0,360,-11.0,742,742,265.0,235.0,86.0,1484,11.0,17.0,36.0,3.0,11.0,,,,2.0,25.0,77.0,1.0,24.0,33.0,63.0,28.0,88.0,11.0,161.0,864,1.0,1.0,,9.0,8.0,26.0,5.0,55.0,12.0,54.0,42.0,76.0,25.0,4.0,35.0,28.0,63.0,17.0,25.0,8.0,154.0,2.0,21.0,18.0,1.0,40.0,5.0,45.0,17.0,10.0,20.0,10.0,13.0,,33.0,2.0,14.0,22.0,47.0,,2.0,11.0,,16.0,3.0,8.0,6.0,8.0,55.0,265.0,3.0,0.18181818181818182,0.1875,0.5,0.3181818181818182,1.0,0.3076923076923077,0.3218390804597701,0.5238095238095238,0.4966887417218543,0.75,0.5208333333333334,0.509493670886076,0.75,0.5392156862745098,0.5827814569536424,0.06349206349206349,0.11764705882352941,0.05555555555555555,22.630331753554504,0.6060606060606061,0.043478260869565216,0.09278350515463918,0.1242603550295858,0.010362694300518135,0.10743801652892562,0.015625,0.014705882352941176,,0.0975609756097561,0.061946902654867256,0.11258278145695365,0.6470588235294118,0.7333333333333333,0.36363636363636365,0.23841059602649006,0.0728476821192053,0.2727272727272727,0.3,0.6666666666666666,0.5099337748344371,0.3246753246753247,0.3246753246753247,0.48,,,,0.16666666666666666,0.041666666666666664,,0.5,0.695364238410596,0.32894736842105265,0.4903489932885906,0.3830875,0.4893836956521738,0.055900621118012424,0.3416149068322981,7.725396825396826,26.07954545454546,0.35714285714285715,1.0,1.0,5.0,6.0,15.0,8.0,3.0,5.0,13.0,22.0,11.0,2.0,3.0,4.0,1.0,5.0,2.0,6.0,0.6,0.5909090909090909,0.023622047244094488,,0.04838709677419355,0.12087912087912088,0.25,0.75,0.4166666666666667,0.4411764705882353,0.06666666666666667,0.16666666666666666,1.0,,0.125,0.8333333333333334,0.3333333333333333,0.03225806451612903,0.07462686567164178,7.0,10.0,2.0,1.0,1.0,7.0,6.0,10.0,,,6.0,,0.04285714285714286,0.012048192771084338,0.06622516556291391,0.7,0.7,0.14285714285714285,1.0,42.0,1.0,1.0,1.0,0.011363636363636364,0.09090909090909091,1.0,1.0,,,,,,,,,,True,,,,,,,,,
203903,1610612762,Jordan Clarkson,Jordan Clarkson,203903,UTA,9381.0,156,34.0,322,324,117.0,79.0,47.0,646,7.0,11.0,21.0,2.0,13.0,,1.0,2.0,7.0,11.0,32.0,3.0,14.0,17.0,38.0,13.0,45.0,18.0,91.0,356,2.0,4.0,2.0,10.0,5.0,21.0,5.0,28.0,6.0,28.0,21.0,32.0,11.0,3.0,11.0,7.0,18.0,6.0,6.0,5.0,43.0,,7.0,5.0,1.0,13.0,6.0,19.0,4.0,3.0,7.0,5.0,6.0,,13.0,3.0,2.0,4.0,11.0,,,11.0,,20.0,1.0,,,,28.0,117.0,1.0,0.17647058823529413,0.1875,0.5384615384615384,0.28888888888888886,0.5,0.23809523809523808,0.28888888888888886,0.4473684210526316,0.4397590361445783,0.6666666666666666,0.3382352941176471,0.5,0.7142857142857143,0.3888888888888889,0.5421686746987951,0.07894736842105263,0.18181818181818182,0.047619047619047616,27.034120734908136,0.5384615384615384,0.125,0.05263157894736842,0.10294117647058823,,0.0736196319018405,0.04081632653061224,,,0.13636363636363635,0.14893617021276595,0.13253012048192772,0.6363636363636364,0.7777777777777778,0.42857142857142855,0.25301204819277107,0.1566265060240964,0.15384615384615385,0.15384615384615385,1.0,0.3855421686746988,0.34375,0.34375,0.45454545454545453,0.16666666666666666,,,0.5,0.20588235294117646,0.2857142857142857,0.4117647058823529,0.6746987951807228,0.34375,0.4967132530120482,0.519075,0.47868676470588234,0.10989010989010989,0.3076923076923077,8.06578947368421,25.575555555555553,0.36335403726708076,1.0,1.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,13.0,1.0,,6.0,,1.0,4.0,,,0.5,0.3076923076923077,0.1,,0.05714285714285714,,,,0.38095238095238093,0.4,,0.16666666666666666,1.0,,0.029411764705882353,1.0,0.21428571428571427,0.07865168539325842,0.0975609756097561,2.0,6.0,2.0,,3.0,1.0,2.0,2.0,,,1.0,0.043478260869565216,0.16129032258064516,0.0625,0.07228915662650602,0.3333333333333333,0.3333333333333333,,2.0,18.0,,2.0,2.0,,,0.6666666666666666,0.5,3.0,0.0625,,,,,,,,True,,,,,,,,,
202355,1610612762,Hassan Whiteside,Hassan Whiteside,202355,UTA,7767.0,129,22.0,264,263,102.0,63.0,38.0,527,20.0,26.0,10.0,,,,,,,,,,,23.0,37.0,,,20.0,66.0,306,,,6.0,28.0,,,7.0,29.0,28.0,18.0,,,,1.0,5.0,4.0,9.0,1.0,5.0,,22.0,9.0,15.0,22.0,5.0,42.0,19.0,61.0,,,2.0,1.0,3.0,,5.0,,3.0,11.0,18.0,,2.0,22.0,3.0,30.0,4.0,10.0,3.0,10.0,29.0,102.0,4.0,0.6086956521739131,0.9333333333333333,,,,,,0.6216216216216216,0.6216216216216216,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.6666666666666666,0.6590909090909091,,0.02702702702702703,0.038461538461538464,,18.064516129032256,0.4,0.45454545454545453,0.2619047619047619,0.2777777777777778,0.1267605633802817,0.26811594202898553,0.15966386554621848,0.125,0.13043478260869565,0.4444444444444444,0.275,0.7027027027027027,0.7692307692307693,0.8,0.6,0.2702702702702703,,,,,,,,,,,,,,,,0.7027027027027027,,0.5285864864864865,0.5116272727272727,0.5481647058823529,0.42424242424242425,0.4393939393939394,3.775675675675676,,0.38636363636363635,10.0,13.0,10.0,13.0,3.0,,11.0,17.0,11.0,17.0,3.0,,10.0,,2.0,12.0,5.0,6.0,0.6470588235294118,0.6470588235294118,0.20833333333333334,,0.14814814814814814,0.2564102564102564,0.2857142857142857,0.6,0.3,0.3,0.6666666666666666,0.7647058823529411,0.7692307692307693,0.2,0.7647058823529411,0.7692307692307693,,0.2553191489361702,0.2553191489361702,,1.0,16.0,,4.0,,,1.0,1.0,,3.0,0.3684210526315789,0.12,0.3076923076923077,0.02702702702702703,,,,,,,,,,,,,,,2.0,1.0,,,,,,True,,,,,,,,,
1628378,1610612762,Donovan Mitchell,Donovan Mitchell,1628378,UTA,579.0,10,-2.0,21,22,4.0,9.0,2.0,43,2.0,3.0,2.0,,,,,,,1.0,1.0,,,5.0,7.0,1.0,1.0,2.0,15.0,26,,,,,,,,4.0,,10.0,,1.0,1.0,,,1.0,1.0,,,,3.0,,,1.0,,1.0,,1.0,,,3.0,,,,3.0,,,,,,,1.0,,2.0,,,,,4.0,4.0,,,,,1.0,,,1.0,0.7142857142857143,0.8125,,1.0,0.8333333333333334,,1.0,0.125,,,,48.0,1.0,,0.16666666666666666,,,0.1,,,,,,0.375,0.6666666666666666,0.6666666666666666,,0.25,,,,,0.125,1.0,1.0,,,,,,,,,0.5,1.0,0.4202375,0.378,0.429,,0.26666666666666666,9.085714285714285,25.1,0.19047619047619047,,,1.0,1.0,1.0,,,1.0,2.0,2.0,1.0,,,,,1.0,,,,1.0,,,,0.25,,,0.5,0.5,,,,,0.5,1.0,,0.1111111111111111,0.125,2.0,2.0,,,,,,3.0,,,,,,,0.25,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,True,,,,,,,,,
200752,1610612762,Rudy Gay,Rudy Gay,200752,UTA,7233.0,121,17.0,243,241,83.0,60.0,25.0,484,9.0,12.0,12.0,1.0,4.0,,,,2.0,3.0,15.0,1.0,7.0,25.0,34.0,4.0,19.0,7.0,69.0,281,,1.0,5.0,15.0,1.0,9.0,,15.0,36.0,14.0,12.0,15.0,3.0,,5.0,4.0,9.0,1.0,5.0,,22.0,3.0,6.0,17.0,,23.0,7.0,30.0,4.0,3.0,4.0,2.0,2.0,,6.0,,1.0,6.0,11.0,,1.0,6.0,1.0,9.0,,4.0,1.0,4.0,15.0,83.0,,0.72,0.8571428571428571,1.0,0.21052631578947367,,0.1111111111111111,0.21052631578947367,0.7352941176470589,0.5849056603773585,0.625,0.39473684210526316,0.6052631578947368,0.6818181818181818,0.39473684210526316,0.3584905660377358,,,,23.16176470588235,0.6666666666666666,,0.2463768115942029,0.11764705882352941,0.04918032786885246,0.19166666666666668,0.07216494845360824,0.03773584905660377,0.125,0.2,0.11764705882352941,0.22641509433962265,0.75,0.75,0.6666666666666666,0.22641509433962265,0.07547169811320754,0.25,0.25,1.0,0.2830188679245283,0.2,0.2,1.0,,,,0.125,0.10526315789473684,,0.3684210526315789,0.5849056603773585,0.2,0.5018509433962264,0.47640000000000005,0.5520684210526315,0.21739130434782608,0.21739130434782608,8.761764705882353,25.30526315789474,0.34156378600823045,4.0,4.0,4.0,6.0,9.0,1.0,5.0,7.0,6.0,10.0,3.0,,4.0,1.0,1.0,5.0,3.0,2.0,0.7142857142857143,0.6,0.1111111111111111,,0.17391304347826086,0.3225806451612903,0.11764705882352941,0.5,0.75,0.75,0.7777777777777778,0.5,1.0,0.25,0.3157894736842105,0.6666666666666666,0.14285714285714285,0.08771929824561403,0.13157894736842105,7.0,10.0,8.0,,2.0,1.0,,2.0,,,2.0,0.2857142857142857,0.08333333333333333,0.08695652173913043,0.18867924528301888,0.7,0.7,0.7142857142857143,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
203497,1610612762,Rudy Gobert,Rudy Gobert,203497,UTA,3960.0,66,24.0,137,138,40.0,29.0,19.0,275,11.0,13.0,1.0,,,,,,,,,,,11.0,14.0,,,10.0,32.0,147,,,2.0,12.0,,,9.0,17.0,14.0,8.0,,,,,,,,,,,,3.0,9.0,9.0,2.0,20.0,6.0,26.0,1.0,1.0,2.0,,,,2.0,1.0,,3.0,4.0,,,14.0,3.0,12.0,3.0,1.0,,1.0,17.0,40.0,3.0,0.6363636363636364,1.0,,,,,,0.7857142857142857,0.7857142857142857,1.0,1.0,0.8,1.0,0.9444444444444444,,,,,13.924050632911392,1.0,0.6666666666666666,0.2647058823529412,0.3103448275862069,0.09090909090909091,0.2857142857142857,0.10714285714285714,0.04,0.25,0.3,0.3888888888888889,0.9285714285714286,0.8461538461538461,0.8461538461538461,0.6363636363636364,0.07142857142857142,,,,,,,,,,,,,,,,0.9285714285714286,,0.6146071428571428,0.58985,0.565225,0.375,0.53125,1.7857142857142858,,0.291970802919708,5.0,5.0,4.0,4.0,,,5.0,5.0,4.0,4.0,,,3.0,,,3.0,1.0,1.0,1.0,1.0,0.13043478260869565,0.5,0.09090909090909091,0.38461538461538464,0.18181818181818182,1.0,,,,1.0,1.0,0.2,1.0,1.0,,0.17647058823529413,0.17647058823529413,,,8.0,,,,,2.0,1.0,,1.0,0.1111111111111111,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
202711,1610612762,Bojan Bogdanovic,Bojan Bogdanovic,202711,UTA,3859.0,64,,131,131,33.0,30.0,21.0,262,8.0,9.0,10.0,1.0,4.0,,,,1.0,5.0,10.0,,4.0,12.0,19.0,6.0,14.0,13.0,55.0,151,,,,8.0,2.0,5.0,2.0,14.0,14.0,10.0,18.0,10.0,5.0,3.0,,,,,,,,1.0,3.0,5.0,,8.0,3.0,11.0,3.0,2.0,3.0,1.0,3.0,1.0,6.0,1.0,2.0,1.0,2.0,,,8.0,,13.0,1.0,,,,14.0,33.0,1.0,0.5833333333333334,0.7777777777777778,1.0,0.42857142857142855,,0.4,0.42857142857142855,0.631578947368421,0.6363636363636364,1.0,0.6,0.7236842105263158,1.0,0.6363636363636364,0.42424242424242425,0.15789473684210525,0.1111111111111111,0.2,28.205128205128204,0.5,,0.10869565217391304,0.11538461538461539,0.02702702702702703,0.1111111111111111,0.047619047619047616,,0.09090909090909091,,0.047619047619047616,0.2727272727272727,0.8888888888888888,1.0,0.5,0.30303030303030304,0.12121212121212122,0.25,0.25,1.0,0.30303030303030304,0.5,0.5,1.0,,,,,0.1,,0.4,0.696969696969697,0.5,0.5071893939393939,0.4727666666666666,0.493845,0.14545454545454545,0.2545454545454545,4.931578947368421,25.278571428571432,0.25190839694656486,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,,,2.0,1.0,2.0,5.0,,,1.0,0.6,0.07692307692307693,,0.16666666666666666,0.10526315789473684,0.4,,0.4,0.5,0.75,0.5,1.0,,0.2,1.0,0.5,0.16216216216216217,0.22727272727272727,,,6.0,,,1.0,1.0,2.0,,,1.0,0.2,,,,,,,,,,,,,,,,1.0,0.06666666666666667,,,,,,,,True,,,,,,,,,
