EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,BlockedArc3,DefensiveGoaltends,Corner3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,OffensiveGoaltends,3SecondViolations,on
101108,1610612756,Chris Paul,Chris Paul,101108,PHX,128331.0,2139,460,4386,4361,676.0,672.0,408.0,8747,20.0,31.0,2.0,3.0,4.0,4.0,139.0,253.0,141.0,253.0,5.0,17.0,2.0,1.0,4.0,58.0,182.0,6.0,18.0,16.0,38.0,300.0,537.0,63.0,199.0,169.0,958.0,4701,11.0,19.0,6.0,20.0,9.0,49.0,34.0,68.0,17.0,42.0,124.0,243.0,58.0,542.0,78.0,111.0,4.0,2.0,180.0,58.0,11.0,1.0,505.0,197.0,702.0,144.0,53.0,260.0,186.0,59.0,1601.0,10.0,12.0,135.0,122.0,4.0,261.0,22.0,283.0,3.0,121.0,68.0,53.0,113.0,21.0,87.0,40.0,6.0,26.0,3.0,3.0,153.0,10.0,24.0,48.0,134.0,1.0,10.0,5.0,206.0,2.0,5.0,8.0,202.0,7.0,1.0,13.0,31.0,3.0,63.0,19.0,1.0,9.0,1.0,1.0,9.0,20.0,9.0,1.0,221.0,649.0,8.0,47.0,0.09666666666666666,0.09731543624161074,0.4126984126984127,0.3165829145728643,0.3,0.40476190476190477,0.3197969543147208,0.5586592178770949,0.5789473684210527,0.5,0.5360054347826086,0.5128205128205128,0.5409090909090909,0.5751515151515152,0.5568181818181818,0.6638888888888889,0.2703804347826087,0.005025125628140704,0.020484171322160148,0.03225806451612903,0.03162055335968379,0.007905138339920948,0.005494505494505495,20.152640264026402,0.738562091503268,0.04040404040404041,0.1035653650254669,0.010723860589812333,0.1347305389221557,0.01179245283018868,0.11788990825688074,0.011184544992374174,0.009302325581395349,0.017793594306049824,0.016025641025641024,0.1,0.09430604982206406,0.1258741258741259,0.12923462986198245,0.15609756097560976,0.008595988538681949,0.45,0.042119565217391304,0.6451612903225806,0.6666666666666666,0.1,0.34375,0.549407114624506,0.5673469387755102,0.07194244604316546,0.34375,0.5573122529644269,0.5617529880478087,0.12056737588652482,0.02309782608695652,0.29411764705882354,0.29411764705882354,0.8,0.24728260869565216,0.31868131868131866,0.32044198895027626,0.3793103448275862,0.07692307692307693,0.6666666666666666,0.05128205128205128,0.46153846153846156,0.3333333333333333,0.6666666666666666,0.03636363636363636,1.0,0.03636363636363636,0.25,0.34545454545454546,0.42105263157894735,0.3125,0.32222222222222224,0.4565991803278687,0.4830363636363636,0.43966203703703716,0.04461942257217848,0.05525846702317291,0.014925373134328358,0.0511482254697286,0.2536534446764092,12.746741154562384,26.407537688442204,0.1541267669858641,,,,,,,,,,,,,,,True
1626163,1610612756,Frank Kaminsky,Frank Kaminsky,1626163,PHX,6033.0,101,45,210,209,26.0,28.0,10.0,419,10.0,15.0,1.0,1.0,1.0,2.0,10.0,12.0,,1.0,,1.0,,,1.0,5.0,8.0,,,1.0,1.0,20.0,28.0,5.0,9.0,11.0,66.0,215,2.0,2.0,,,,4.0,1.0,2.0,1.0,2.0,,5.0,34.0,6.0,15.0,,4.0,,8.0,5.0,2.0,,6.0,4.0,10.0,,4.0,2.0,2.0,2.0,24.0,1.0,4.0,3.0,18.0,,21.0,5.0,26.0,,6.0,4.0,2.0,,,,1.0,,,,1.0,1.0,,,6.0,8.0,,1.0,,9.0,,,,12.0,2.0,,,7.0,,,4.0,,3.0,,,1.0,4.0,3.0,,5.0,25.0,,,0.85,0.9444444444444444,1.0,0.5555555555555556,,0.5,0.5555555555555556,0.7142857142857143,1.0,0.5,0.7432432432432432,1.0,0.625,0.7857142857142857,1.0,0.625,0.24324324324324326,,0.07142857142857142,0.06666666666666667,0.08333333333333333,,,19.545454545454543,,,0.28125,0.1,0.07142857142857142,0.023809523809523808,0.19811320754716982,0.06097560975609756,0.1111111111111111,0.16666666666666666,0.03125,0.3333333333333333,0.25,0.2857142857142857,0.05555555555555555,0.16666666666666666,,0.75,0.40540540540540543,0.6666666666666666,0.7142857142857143,0.8,0.32432432432432434,0.8333333333333334,0.9090909090909091,0.9,0.02702702702702703,,,,0.02702702702702703,,,,0.21621621621621623,0.625,0.625,1.0,0.5,1.0,,,,,0.5,0.5,0.25,,0.25,1.0,0.6486486486486487,0.625,0.536518918918919,0.4975,0.607775,0.16666666666666666,0.21212121212121213,,0.06060606060606061,0.07575757575757576,4.360714285714286,26.200000000000003,0.12380952380952381,,,,,,,,,,,,,,,True
1626164,1610612756,Devin Booker,Devin Booker,1626164,PHX,84166.0,1403,341,2900,2883,516.0,540.0,258.0,5783,79.0,109.0,6.0,10.0,9.0,16.0,104.0,232.0,109.0,229.0,18.0,46.0,2.0,1.0,4.0,100.0,243.0,5.0,14.0,6.0,40.0,292.0,570.0,118.0,289.0,161.0,1099.0,3146,23.0,42.0,5.0,16.0,14.0,75.0,44.0,89.0,7.0,44.0,54.0,163.0,270.0,314.0,240.0,114.0,16.0,2.0,241.0,100.0,31.0,1.0,102.0,60.0,162.0,33.0,27.0,55.0,39.0,8.0,384.0,10.0,14.0,91.0,77.0,4.0,172.0,25.0,197.0,6.0,35.0,30.0,5.0,43.0,13.0,30.0,37.0,9.0,13.0,1.0,4.0,80.0,2.0,13.0,47.0,108.0,3.0,9.0,6.0,176.0,1.0,3.0,6.0,188.0,22.0,,7.0,73.0,,26.0,13.0,1.0,6.0,,,7.0,14.0,10.0,1.0,143.0,492.0,7.0,13.0,0.4623287671232877,0.4753521126760563,0.6779661016949152,0.4083044982698962,0.3125,0.1590909090909091,0.41114982578397213,0.512280701754386,0.5476190476190477,0.4943820224719101,0.5459837019790454,0.5258620689655172,0.40977443609022557,0.5838675213675214,0.5859375,0.4909090909090909,0.33643771827706637,0.0034602076124567475,0.054385964912280704,0.07339449541284404,0.09482758620689655,0.004366812227074236,,31.778334376956792,0.5375,0.05555555555555555,0.10091743119266056,0.019021739130434784,0.1346153846153846,0.01855287569573284,0.11674774148714386,0.018823529411764704,0.05084745762711865,0.01871657754010695,0.01272264631043257,0.09405940594059406,0.10555555555555556,0.09950248756218906,0.1289134438305709,0.15789473684210525,0.014563106796116505,0.7142857142857143,0.12689173457508732,0.7247706422018348,0.7821782178217822,0.5949367088607594,0.270081490104773,0.4482758620689655,0.49523809523809526,0.4230769230769231,0.26658905704307334,0.4759825327510917,0.4780701754385965,0.4036697247706422,0.05355064027939464,0.391304347826087,0.4,0.9444444444444444,0.2828870779976717,0.411522633744856,0.411522633744856,0.63,0.1724137931034483,0.6,0.034482758620689655,0.2413793103448276,0.35714285714285715,1.0,0.12030075187969924,0.5625,0.03007518796992481,0.25,0.3007518796992481,0.15,0.46332945285215366,0.4149377593360996,0.4884228704784131,0.45707894736842114,0.4673461832061068,0.08021978021978023,0.11755233494363929,,0.06824385805277525,0.1483166515013649,11.325263157894735,25.96228373702422,0.17793103448275863,1.0,1.0,2.0,0.021739130434782608,0.021739130434782608,0.004098360655737705,0.03424657534246575,0.16666666666666666,,,,,,,True
1628969,1610612756,Mikal Bridges,Mikal Bridges,1628969,PHX,109363.0,1823,387,3737,3726,580.0,621.0,334.0,7463,114.0,137.0,7.0,10.0,10.0,11.0,90.0,166.0,11.0,39.0,50.0,127.0,11.0,7.0,20.0,25.0,72.0,1.0,5.0,2.0,6.0,215.0,342.0,75.0,199.0,80.0,735.0,4033,15.0,26.0,6.0,16.0,6.0,54.0,19.0,32.0,9.0,26.0,19.0,84.0,340.0,90.0,219.0,6.0,16.0,,72.0,25.0,15.0,3.0,67.0,35.0,102.0,18.0,17.0,34.0,21.0,12.0,239.0,26.0,21.0,78.0,81.0,7.0,166.0,48.0,214.0,8.0,66.0,56.0,10.0,25.0,6.0,17.0,16.0,3.0,8.0,2.0,,41.0,2.0,4.0,42.0,98.0,1.0,1.0,4.0,98.0,1.0,2.0,9.0,95.0,21.0,,,51.0,,7.0,19.0,2.0,8.0,2.0,1.0,10.0,21.0,14.0,,83.0,554.0,7.0,6.0,0.7906976744186046,0.821256038647343,0.9733333333333334,0.3768844221105528,0.375,0.34615384615384615,0.3768844221105528,0.6286549707602339,0.5769230769230769,0.59375,0.6053604436229205,0.5714285714285714,0.5603448275862069,0.6358131487889274,0.627906976744186,0.6,0.3678373382624769,0.01507537688442211,0.043859649122807015,0.043795620437956206,0.04819277108433735,0.02564102564102564,0.013888888888888888,15.035219820257469,0.6097560975609756,0.08333333333333333,0.08083832335329341,0.021494370522006142,0.09006928406466513,0.03724928366762178,0.08511777301927195,0.028059701492537312,0.017341040462427744,0.024096385542168676,0.04921259842519685,0.05263157894736842,0.08213552361396304,0.10843373493975904,0.09024745269286755,0.0893854748603352,0.034482758620689655,0.6666666666666666,0.2532347504621072,0.8321167883211679,0.8702290076335878,0.8421052631578947,0.3068391866913124,0.5421686746987951,0.569620253164557,0.7333333333333333,0.07208872458410351,0.28205128205128205,0.2894736842105263,0.7272727272727273,0.23475046210720887,0.3937007874015748,0.4,1.0,0.133086876155268,0.3472222222222222,0.352112676056338,0.92,0.23809523809523808,0.7,0.2619047619047619,0.11904761904761904,0.2,1.0,0.1896551724137931,0.9090909090909091,0.3448275862068966,0.35,0.10344827586206896,0.3333333333333333,0.6210720887245841,0.3472222222222222,0.5345082255083181,0.5121826086956522,0.5313379310344828,0.0893169877408056,0.13709677419354838,,0.07346938775510205,0.11428571428571428,7.1956140350877185,24.208542713567844,0.1552047096601552,1.0,,,0.015748031496062992,0.016666666666666666,0.0196078431372549,0.005263157894736842,0.42857142857142855,5.0,0.45454545454545453,1.0,,,,True
1629661,1610612756,Cameron Johnson,Cameron Johnson,1629661,PHX,50887.0,848,199,1754,1742,331.0,300.0,190.0,3496,30.0,39.0,4.0,5.0,6.0,6.0,15.0,36.0,4.0,16.0,30.0,70.0,5.0,6.0,12.0,49.0,123.0,4.0,12.0,5.0,16.0,49.0,91.0,79.0,193.0,42.0,377.0,1874,5.0,8.0,8.0,17.0,9.0,43.0,8.0,12.0,11.0,28.0,12.0,61.0,76.0,22.0,234.0,3.0,8.0,1.0,122.0,49.0,8.0,4.0,27.0,14.0,41.0,8.0,6.0,9.0,16.0,2.0,96.0,16.0,6.0,57.0,54.0,6.0,117.0,23.0,140.0,3.0,26.0,14.0,12.0,11.0,2.0,8.0,10.0,4.0,3.0,1.0,3.0,21.0,3.0,2.0,28.0,52.0,,3.0,,52.0,3.0,2.0,7.0,48.0,7.0,1.0,1.0,22.0,2.0,3.0,8.0,1.0,3.0,,,5.0,9.0,1.0,1.0,61.0,318.0,4.0,3.0,0.7755102040816326,0.8444444444444444,0.9873417721518988,0.40932642487046633,0.47058823529411764,0.39285714285714285,0.4114583333333333,0.5384615384615384,0.625,0.6666666666666666,0.5897887323943662,0.68,0.6125,0.6204620462046204,0.7166666666666667,0.648936170212766,0.6795774647887324,0.02072538860103627,0.08791208791208792,0.05128205128205128,0.16666666666666666,,0.024390243902439025,16.48854961832061,0.5238095238095238,0.14285714285714285,0.11392405063291139,0.013856812933025405,0.14690721649484537,0.0453257790368272,0.12877030162412992,0.027989821882951654,0.03260869565217391,0.009216589861751152,0.043137254901960784,0.11888111888111888,0.1111111111111111,0.11320754716981132,0.15384615384615385,0.11842105263157894,0.02097902097902098,0.1111111111111111,0.13732394366197184,0.7692307692307693,0.8108108108108109,0.7666666666666667,0.1267605633802817,0.4166666666666667,0.5,0.8666666666666667,0.056338028169014086,0.25,0.25,0.5,0.24647887323943662,0.42857142857142855,0.43478260869565216,0.9666666666666667,0.43309859154929575,0.3983739837398374,0.4083333333333333,1.0,0.2,0.8,0.2,0.48,0.3333333333333333,1.0,0.15,1.0,0.3,0.5,0.4,0.3125,0.8169014084507042,0.4016393442622951,0.5424268551236748,0.5536535714285714,0.5426730769230771,0.08,0.20754716981132076,0.010309278350515464,0.11405835543766578,0.16180371352785147,6.931868131868133,25.22538860103628,0.1887115165336374,1.0,1.0,,0.014285714285714285,0.023255813953488372,0.008064516129032258,0.05102040816326531,,4.0,0.8,1.0,,,,True
203109,1610612756,Jae Crowder,Jae Crowder,203109,PHX,82141.0,1369,349,2808,2792,398.0,426.0,231.0,5600,16.0,24.0,2.0,4.0,5.0,6.0,23.0,48.0,21.0,48.0,24.0,58.0,4.0,5.0,8.0,62.0,202.0,6.0,12.0,6.0,22.0,60.0,120.0,86.0,260.0,41.0,419.0,2975,4.0,14.0,8.0,16.0,2.0,34.0,6.0,15.0,11.0,30.0,7.0,52.0,104.0,16.0,243.0,15.0,4.0,1.0,201.0,62.0,3.0,1.0,46.0,28.0,74.0,18.0,10.0,24.0,18.0,4.0,176.0,13.0,11.0,122.0,99.0,21.0,242.0,25.0,267.0,3.0,63.0,40.0,23.0,22.0,6.0,18.0,17.0,2.0,4.0,1.0,,39.0,3.0,4.0,72.0,125.0,1.0,2.0,6.0,51.0,1.0,2.0,6.0,50.0,3.0,2.0,,15.0,5.0,5.0,20.0,1.0,10.0,,,10.0,21.0,8.0,2.0,51.0,374.0,3.0,2.0,0.8666666666666667,0.896551724137931,0.9418604651162791,0.33076923076923076,0.5,0.36666666666666664,0.33204633204633205,0.5,0.2857142857142857,0.4,0.49736842105263157,0.5333333333333333,0.5,0.52375,0.53125,0.5306122448979592,0.6842105263157895,0.0038461538461538464,0.025,0.041666666666666664,0.041666666666666664,,0.0049504950495049506,14.304333659172368,0.5641025641025641,0.328125,0.13147410358565736,0.015580736543909348,0.18512898330804248,0.024390243902439025,0.1565155807365439,0.01937046004842615,0.04065040650406504,0.014124293785310734,0.027989821882951654,0.11737089201877934,0.12535612535612536,0.15873015873015872,0.19274809160305342,0.15555555555555556,0.013215859030837005,0.38095238095238093,0.06315789473684211,0.6666666666666666,0.6956521739130435,0.8125,0.12631578947368421,0.4791666666666667,0.5,0.9130434782608695,0.12631578947368421,0.4375,0.4375,0.8571428571428571,0.15263157894736842,0.41379310344827586,0.41379310344827586,1.0,0.531578947368421,0.3069306930693069,0.30845771144278605,0.9193548387096774,0.13333333333333333,0.5,0.13333333333333333,0.4,0.5,0.8333333333333334,0.13333333333333333,0.8333333333333334,0.17777777777777778,0.625,0.4888888888888889,0.2727272727272727,0.7473684210526316,0.30845771144278605,0.5188335092348283,0.5003521739130435,0.5216875000000001,0.048223350253807105,0.11363636363636363,0.015267175572519083,0.081145584725537,0.12410501193317422,11.100000000000003,25.445384615384622,0.14173789173789172,1.0,1.0,1.0,,0.025,0.004366812227074236,0.014285714285714285,,2.0,0.5,1.0,4.0,,,True
1629013,1610612756,Landry Shamet,Landry Shamet,1629013,PHX,31811.0,530,94,1075,1067,113.0,68.0,105.0,2142,9.0,18.0,,1.0,1.0,2.0,12.0,26.0,8.0,21.0,9.0,34.0,5.0,2.0,2.0,30.0,91.0,3.0,6.0,1.0,4.0,29.0,65.0,39.0,125.0,29.0,204.0,1123,2.0,4.0,4.0,11.0,,16.0,1.0,4.0,3.0,6.0,3.0,14.0,38.0,20.0,108.0,9.0,,,91.0,30.0,12.0,2.0,25.0,11.0,36.0,7.0,4.0,12.0,11.0,2.0,83.0,2.0,3.0,26.0,20.0,2.0,48.0,5.0,53.0,3.0,10.0,5.0,5.0,6.0,1.0,5.0,3.0,,1.0,,,9.0,,2.0,14.0,32.0,,,1.0,25.0,,1.0,3.0,36.0,2.0,,1.0,10.0,5.0,,4.0,,2.0,,,2.0,4.0,2.0,,14.0,110.0,,,0.6551724137931034,0.6551724137931034,0.9230769230769231,0.312,0.36363636363636365,0.5,0.312,0.4461538461538462,0.5,0.25,0.4605263157894737,0.5333333333333333,0.55,0.5024630541871922,0.5333333333333333,0.6363636363636364,0.6578947368421053,0.016,0.18461538461538463,0.3333333333333333,0.23076923076923078,,0.01098901098901099,17.74058577405858,0.6666666666666666,0.14285714285714285,0.0684931506849315,0.011494252873563218,0.1111111111111111,0.00823045267489712,0.08745247148288973,0.00992063492063492,0.014705882352941176,0.007751937984496124,0.010752688172043012,0.024096385542168676,0.08391608391608392,0.09090909090909091,0.125,0.06896551724137931,0.028037383177570093,0.5,0.09473684210526316,0.5,0.75,0.6666666666666666,0.1368421052631579,0.46153846153846156,0.6,0.5833333333333334,0.11052631578947368,0.38095238095238093,0.38095238095238093,0.75,0.17894736842105263,0.2647058823529412,0.2727272727272727,1.0,0.4789473684210526,0.32967032967032966,0.3333333333333333,0.9,0.06666666666666667,,0.3333333333333333,0.4,0.5,1.0,0.2,0.5,0.2,1.0,0.4,0.25,0.7526315789473684,0.32967032967032966,0.5232789473684212,0.5291083333333334,0.47897,0.07389162561576355,0.136986301369863,0.038461538461538464,0.0784313725490196,0.06862745098039216,9.301538461538465,25.312,0.10511627906976745,,,,0.029411764705882353,,0.015625,,,1.0,0.2,1.0,,1.0,,True
1626166,1610612756,Cameron Payne,Cameron Payne,1626166,PHX,13109.0,218,5,436,433,94.0,79.0,43.0,869,15.0,24.0,,,1.0,2.0,13.0,36.0,4.0,6.0,,1.0,,,,11.0,32.0,,2.0,3.0,5.0,32.0,66.0,11.0,33.0,5.0,102.0,479,1.0,3.0,,2.0,,2.0,6.0,11.0,3.0,5.0,4.0,25.0,12.0,52.0,30.0,3.0,,,32.0,11.0,5.0,1.0,22.0,11.0,33.0,8.0,3.0,14.0,4.0,4.0,77.0,1.0,4.0,12.0,12.0,1.0,25.0,5.0,30.0,3.0,4.0,2.0,2.0,8.0,1.0,8.0,6.0,2.0,,,1.0,14.0,,3.0,7.0,18.0,,1.0,2.0,18.0,1.0,,7.0,5.0,1.0,,,1.0,,2.0,1.0,,1.0,,,,1.0,,,25.0,94.0,,2.0,0.1875,0.1875,0.9090909090909091,0.3333333333333333,,0.6,0.3333333333333333,0.48484848484848486,0.3333333333333333,0.5454545454545454,0.4898989898989899,0.2,0.65625,0.504950495049505,0.2,0.6944444444444444,0.3333333333333333,0.030303030303030304,0.07575757575757576,0.041666666666666664,0.1111111111111111,,0.03125,23.90852390852391,0.5714285714285714,0.09090909090909091,0.09448818897637795,0.0392156862745098,0.13333333333333333,0.011764705882352941,0.11059907834101383,0.026737967914438502,0.09090909090909091,,0.015873015873015872,0.021739130434782608,0.08771929824561403,0.25,0.14473684210526316,0.07142857142857142,0.0625,,0.24242424242424243,0.625,0.6521739130434783,0.3333333333333333,0.36363636363636365,0.3611111111111111,0.40625,0.07692307692307693,0.06060606060606061,0.6666666666666666,0.6666666666666666,,0.010101010101010102,,,,0.32323232323232326,0.34375,0.3548387096774194,0.9090909090909091,,,,0.4,,,0.125,0.5,,,0.3125,0.6,0.5757575757575758,0.34375,0.4863166666666667,0.44533333333333336,0.46177812500000004,0.010101010101010102,0.015151515151515152,,0.0196078431372549,0.24509803921568626,6.546969696969696,26.812121212121212,0.21559633027522937,,,,,,0.07692307692307693,,,,,,,,,True
1627846,1610612756,Abdel Nader,Abdel Nader,1627846,PHX,3116.0,52,-5,108,109,1.0,6.0,10.0,217,5.0,9.0,1.0,1.0,,,,4.0,,,,1.0,,,,1.0,1.0,,,,,5.0,13.0,1.0,2.0,2.0,15.0,113,1.0,1.0,,,,2.0,,,,,,,6.0,4.0,3.0,,2.0,,1.0,1.0,2.0,,,2.0,2.0,2.0,,,,,6.0,1.0,2.0,4.0,2.0,1.0,7.0,3.0,10.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,,,,5.0,1.0,,1.0,7.0,,1.0,,5.0,,,2.0,2.0,,,,1.0,,,1.0,,,,1.0,,1.0,,,,1.0,,,0.6,0.75,1.0,0.5,,,0.5,0.38461538461538464,1.0,,0.43333333333333335,1.0,,0.46875,1.0,,0.13333333333333333,,0.15384615384615385,0.1111111111111111,0.25,,,17.647058823529413,0.6,1.0,0.07692307692307693,0.06451612903225806,0.19047619047619047,0.058823529411764705,0.1276595744680851,0.0625,0.125,,0.08333333333333333,0.125,,0.16666666666666666,0.3076923076923077,,0.14285714285714285,,0.6,0.5555555555555556,0.625,0.6,0.26666666666666666,,,,,,,,0.06666666666666667,,,,0.06666666666666667,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,0.7333333333333333,1.0,0.6070266666666666,0.6167,,0.0625,0.07142857142857142,,0.13333333333333333,,2.3692307692307693,25.3,0.009259259259259259,,,,,,,,,,,,,,,True
1630188,1610612756,Jalen Smith,Jalen Smith,1630188,PHX,12735.0,212,54,439,440,100.0,73.0,70.0,879,22.0,32.0,7.0,12.0,4.0,4.0,13.0,22.0,2.0,7.0,,1.0,1.0,,1.0,6.0,21.0,,,1.0,3.0,37.0,61.0,6.0,22.0,23.0,115.0,472,13.0,21.0,,1.0,4.0,30.0,6.0,8.0,1.0,4.0,9.0,24.0,50.0,24.0,18.0,,18.0,,21.0,6.0,4.0,,2.0,1.0,3.0,1.0,,,2.0,,7.0,11.0,19.0,24.0,16.0,6.0,46.0,30.0,76.0,1.0,3.0,3.0,,4.0,2.0,2.0,7.0,,2.0,,1.0,11.0,2.0,4.0,20.0,33.0,,1.0,3.0,30.0,,3.0,4.0,29.0,4.0,,,14.0,,3.0,11.0,,6.0,,,5.0,11.0,3.0,,24.0,99.0,2.0,2.0,0.6756756756756757,0.8928571428571429,1.0,0.2727272727272727,,0.25,0.2727272727272727,0.6065573770491803,0.6190476190476191,0.75,0.5542168674698795,0.5909090909090909,0.625,0.5989583333333334,0.625,0.631578947368421,0.26506024096385544,,0.06557377049180328,0.0625,0.09090909090909091,,,20.34548944337812,0.36363636363636365,0.3157894736842105,0.14814814814814814,0.13970588235294118,0.24242424242424243,0.11458333333333333,0.1932367149758454,0.12931034482758622,0.1111111111111111,0.16216216216216217,0.10256410256410256,0.11764705882352941,0.15384615384615385,0.18181818181818182,0.22077922077922077,0.3181818181818182,0.02857142857142857,0.2727272727272727,0.3855421686746988,0.6875,0.7333333333333333,0.5909090909090909,0.26506024096385544,0.5909090909090909,0.65,0.7692307692307693,0.08433734939759036,0.2857142857142857,0.2857142857142857,1.0,0.012048192771084338,,,,0.25301204819277107,0.2857142857142857,0.2857142857142857,1.0,0.5454545454545454,0.5833333333333334,0.045454545454545456,,,,0.3333333333333333,1.0,0.08333333333333333,,0.25,0.3333333333333333,0.6506024096385542,0.2857142857142857,0.49758253012048204,0.4915815789473684,0.4785208333333333,0.15053763440860216,0.19718309859154928,,0.2608695652173913,0.20869565217391303,5.480327868852459,25.599999999999998,0.22779043280182232,,,1.0,,,0.11428571428571428,0.16666666666666666,,,,,,1.0,,True
