EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,BadPassSteals,DefLongMidRangeReboundPct,AtRimFGA,ShortMidRangeFGA,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,OffRebounds,SelfOReb,ShootingFouls,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,AtRimFrequency,ShortMidRangeFrequency,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,OffThreePtRebounds,LostBallSteals,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangePctBlocked,BlockedShortMidRange,DefensiveGoaltends,SecondChanceCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,LongMidRangeAssists,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,on,Corner3Assists,FTDefRebounds,BadPassTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsPutbacks,ShortMidRangeAssists,DeadBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceFtPoints,Fg3aBlocked,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,Charge Fouls,Clear Path Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,3SecondViolations,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveMakes,HeaveAttempts,Charge Fouls Drawn,BlockedLongMidRange,FTOffRebounds,OffFTReboundPct,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends
1626147,1610612739,Justin Anderson,Justin Anderson,1626147,CLE,682.0,11.0,4.0,25,26,7.0,13.0,4.0,51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,22,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,7.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.8333333333333334,1.5,0.75,1.0,0.6666666666666666,17.24137931034483,1.0,0.14285714285714285,0.2,0.16666666666666666,0.3333333333333333,0.2,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.46159999999999995,0.4191,0.25,0.5,0.6666666666666666,20.0,25.85,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627756,1610612739,Denzel Valentine,Denzel Valentine,1627756,CLE,315.0,5.0,-4.0,11,12,,,1.0,23,,,,1.0,2.0,,,,,1.0,2.0,,3.0,11,,,,,,3.0,2.0,1.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,1.0,0.5,,0.5,,0.75,,0.75,,1.0,16.666666666666668,,0.6666666666666666,,0.3333333333333333,0.5,,,,,,,1.0,0.5,0.5,1.0,,,1.0,0.5,0.546,,,,,,29.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628436,1610612739,Luke Kornet,Luke Kornet,1628436,CLE,366.0,6.0,6.0,15,14,4.0,5.0,3.0,29,,,,,1.0,,,,3.0,,1.0,,,10,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,4.0,,,,,,,,,,,,,0.25,22.22222222222222,,,,,,,,,,,,0.25,,,,,,0.75,,0.554575,,,,,3.0666666666666664,27.4,0.26666666666666666,,1.0,,3.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.2,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630286,1610612739,Trevon Scott,Trevon Scott,1630286,CLE,682.0,11.0,4.0,25,26,7.0,13.0,4.0,51,,,1.0,,,,,3.0,5.0,,1.0,,6.0,22,,,,4.0,4.0,,,,,1.0,1.0,2.0,,,,2.0,,,,,,4.0,7.0,1.0,0.6666666666666666,0.6666666666666666,,,,,0.6,0.5,1.0,0.5,1.0,0.16666666666666666,20.689655172413794,,0.14285714285714285,,0.08333333333333333,,,,,,,0.16666666666666666,,,,,,,0.6666666666666666,,0.5865916666666666,0.5715,,,0.6666666666666666,4.74,25.1,0.28,,,,,1.0,,,3.0,2.0,,,,,1.0,,,,,,0.07692307692307693,,,0.5,0.3333333333333333,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.16666666666666666,0.3333333333333333,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.76435,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630612,1610612739,RJ Nembhard Jr.,RJ Nembhard Jr.,1630612,CLE,565.0,9.0,-1.0,20,21,3.0,8.0,4.0,41,,,,,,,,2.0,3.0,,,,4.0,18,,,,,2.0,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,3.0,,0.5,0.5,,,,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,,12.5,,,0.2,0.09090909090909091,,0.2,,,,,,,,,,,,0.6666666666666666,,0.6406333333333334,,,,,2.3333333333333335,,0.15,2.0,3.0,2.0,7.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,0.3333333333333333,,,,,,0.6666666666666666,0.3333333333333333,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629605,1610612739,Tacko Fall,Tacko Fall,1629605,CLE,430.0,7.0,5.0,14,16,7.0,12.0,1.0,30,,,,,,,,1.0,2.0,,,,2.0,14,,,,,2.0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,7.0,,1.0,1.0,,,,,0.5,0.5,,0.5,,,13.333333333333334,,0.25,0.3333333333333333,0.2857142857142857,,0.3333333333333333,,,,,,,,,,,,0.5,,0.60685,,,,,3.7,,0.5,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630698,1610612739,Kevin Pangos,Kevin Pangos,1630698,CLE,367.0,6.0,8.0,14,14,7.0,13.0,3.0,28,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,5.0,11,1.0,1.0,,5.0,,,2.0,1.0,,,,,,,,,,,,,,5.0,7.0,,,,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.625,1.25,0.625,1.25,0.75,23.52941176470588,,,,,,,,,,,0.25,0.5,0.5,0.5,,0.5,1.0,0.75,0.5,0.5930249999999999,0.4647,,,1.0,9.3,25.099999999999998,0.5,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,0.25,,,,,,1.0,,,,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,0.84555,,,,,1.0,1.0,2.0,3.0,1.0,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201567,1610612739,Kevin Love,Kevin Love,201567,CLE,3.0,,-2.0,1,1,,1.0,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626147,1610612739,Justin Anderson,Justin Anderson,1626147,CLE,2114.0,35.0,30.0,76,74,22.0,26.0,7.0,150,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,7.0,79,1.0,1.0,2.0,5.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,4.0,1.0,,1.0,3.0,,1.0,,2.0,,5.0,22.0,,1.0,1.0,1.0,0.25,1.0,0.25,1.0,0.5,1.5,0.5833333333333334,1.25,0.8,8.13953488372093,1.0,0.1,0.06666666666666667,0.08571428571428572,,0.08333333333333333,,,,,0.2,0.6,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.6144799999999999,0.52605,,,0.7142857142857143,1.1,25.8,0.2894736842105263,1.0,6.0,1.0,17.0,1.0,,0.16666666666666666,1.0,,,5.0,4.0,,,,3.0,,,,,,,0.2,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,0.16666666666666666,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,1.0,False,1.0,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627756,1610612739,Denzel Valentine,Denzel Valentine,1627756,CLE,11896.0,198.0,-21.0,407,414,99.0,151.0,40.0,821,,3.0,19.0,8.0,23.0,2.0,4.0,5.0,18.0,17.0,42.0,,61.0,447,4.0,6.0,,16.0,4.0,45.0,23.0,8.0,14.0,11.0,27.0,36.0,8.0,4.0,10.0,17.0,1.0,2.0,,,,16.0,99.0,3.0,0.4,0.5,0.8823529411764706,0.40476190476190477,0.6666666666666666,0.40476190476190477,0.2777777777777778,0.5083333333333333,0.7272727272727273,0.5083333333333333,0.7272727272727273,0.7,15.452538631346577,0.8,0.10891089108910891,0.2,0.14619883040935672,0.15384615384615385,0.23728813559322035,0.05,,,,0.31666666666666665,0.38333333333333336,0.34782608695652173,0.34782608695652173,0.875,0.36363636363636365,0.5,0.7666666666666667,0.34782608695652173,0.5298358333333333,0.5111545454545454,,,0.26229508196721313,8.816666666666666,25.20714285714286,0.24324324324324326,3.0,10.0,,27.0,6.0,3.0,0.08333333333333333,4.0,11.0,1.0,7.0,6.0,4.0,9.0,1.0,7.0,0.05555555555555555,,0.046511627906976744,0.04591836734693878,,0.02702702702702703,0.06666666666666667,0.18333333333333332,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,5.0,6.0,5.0,3.0,,,,,0.5,0.4,0.5,0.5,0.045454545454545456,0.0379746835443038,0.07894736842105263,,0.75,0.75,0.3333333333333333,0.18181818181818182,0.18181818181818182,0.2,1.0,,0.09090909090909091,1.0,0.526925,0.08196721311475409,,,,2.0,1.0,3.0,6.0,1.0,0.4,0.2,False,1.0,2.0,4.0,,,0.10526315789473684,9.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,0.3333333333333333,0.3333333333333333,0.08888888888888889,0.06451612903225806,0.5,0.47368421052631576,0.47368421052631576,0.8888888888888888,1.0,1.0,0.18181818181818182,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
