EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Travels,BlockedShortMidRange,HeaveAttempts,Fg3aBlocked,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,3SecondViolations,Technical Free Throw Trips,LongMidRangePctBlocked,DefensiveGoaltends,OffensiveGoaltends,on,BlockedArc3,3pt And 1 Free Throw Trips
109,1610612747,Robert Horry,Robert Horry,109,LAL,29583.0,493,116,955,952,342.0,323.0,113.0,1907,16.0,23.0,6.0,9.0,7.0,10.0,5.0,15.0,7.0,16.0,9.0,21.0,2.0,4.0,2.0,4.0,10.0,28.0,2.0,3.0,3.0,11.0,28.0,54.0,19.0,49.0,18.0,131.0,939,9.0,12.0,4.0,7.0,2.0,32.0,10.0,16.0,5.0,15.0,7.0,42.0,30.0,26.0,51.0,6.0,14.0,28.0,10.0,2.0,35.0,9.0,44.0,3.0,6.0,14.0,14.0,7.0,97.0,9.0,17.0,1.0,24.0,53.0,7.0,84.0,27.0,111.0,2.0,25.0,13.0,12.0,11.0,3.0,7.0,10.0,1.0,4.0,21.0,2.0,6.0,20.0,42.0,1.0,3.0,25.0,1.0,8.0,5.0,11.0,10.0,1.0,11.0,7.0,2.0,42.0,342.0,6.0,0.5357142857142857,0.7142857142857143,0.8947368421052632,0.3877551020408163,0.5714285714285714,0.3333333333333333,0.3877551020408163,0.5185185185185185,0.75,0.625,0.5485436893203883,0.7894736842105263,0.5645161290322581,0.5695652173913044,0.8,0.5675675675675675,0.47572815533980584,0.037037037037037035,0.043478260869565216,0.06666666666666667,12.546125461254613,0.5238095238095238,0.19444444444444445,0.024390243902439025,0.14285714285714285,0.05396825396825397,0.21621621621621623,0.08653846153846154,0.15975103734439833,0.06205250596658711,0.07317073170731707,0.039735099337748346,0.06097560975609756,0.058823529411764705,0.1388888888888889,0.0990990990990991,0.18803418803418803,0.13986013986013987,0.20987654320987653,0.23333333333333334,0.038461538461538464,0.6363636363636364,0.22330097087378642,0.6956521739130435,0.7272727272727273,0.5625,0.14563106796116504,0.3333333333333333,0.35714285714285715,0.2,0.1553398058252427,0.4375,0.4375,0.7142857142857143,0.20388349514563106,0.42857142857142855,0.42857142857142855,1.0,0.27184466019417475,0.35714285714285715,0.35714285714285715,0.8,0.47368421052631576,0.6666666666666666,0.21052631578947367,0.5,1.0,0.15789473684210525,0.6666666666666666,0.5,0.3225806451612903,0.7,0.12903225806451613,0.5,0.3548387096774194,0.2727272727272727,0.6990291262135923,0.35714285714285715,0.5058771844660195,0.5068375,0.49131451612903226,0.07272727272727272,0.13114754098360656,0.24427480916030533,0.32061068702290074,8.118518518518519,24.430612244897958,0.3581151832460733,,,,,,,,,,,,,,,,,,True,,
1904,1610612747,Devean George,Devean George,1904,LAL,4372.0,73,36,148,153,70.0,67.0,21.0,301,5.0,8.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,6.0,1.0,4.0,,,,1.0,,4.0,,1.0,,3.0,7.0,16.0,1.0,8.0,4.0,21.0,127,3.0,5.0,,1.0,,6.0,2.0,5.0,,4.0,4.0,8.0,4.0,10.0,3.0,,6.0,4.0,,,2.0,1.0,3.0,1.0,,1.0,1.0,,7.0,,5.0,,,10.0,,10.0,5.0,15.0,1.0,4.0,3.0,1.0,,1.0,,3.0,,,3.0,,,5.0,11.0,,1.0,4.0,,1.0,1.0,4.0,3.0,,4.0,3.0,,8.0,70.0,2.0,0.2857142857142857,0.5,1.0,0.125,,,0.125,0.4375,0.6,0.4,0.3541666666666667,0.5,0.2222222222222222,0.40384615384615385,0.5,0.36363636363636365,0.3333333333333333,,,,16.76300578034682,,,,0.15625,0.11627906976744186,,,0.13513513513513514,0.07936507936507936,,0.2222222222222222,0.1,,,0.09523809523809523,0.15,0.21739130434782608,,,0.0625,0.75,0.3333333333333333,0.625,0.625,0.4,0.08333333333333333,0.5,0.5,,0.25,0.16666666666666666,0.16666666666666666,,0.16666666666666666,0.25,0.25,1.0,0.16666666666666666,,,,0.6666666666666666,0.5,,,,0.16666666666666666,,,0.3333333333333333,0.3333333333333333,0.1111111111111111,,0.3333333333333333,,0.6666666666666666,,0.4987770833333333,0.52464,0.4844444444444444,0.04,0.058823529411764705,0.2857142857142857,0.38095238095238093,7.45,24.487499999999997,0.47297297297297297,1.0,1.0,,,,,,,,,,,,,,,,True,,
216,1610612747,Brian Shaw,Brian Shaw,216,LAL,6740.0,112,14,222,219,66.0,102.0,28.0,441,6.0,9.0,1.0,2.0,2.0,3.0,,1.0,2.0,4.0,,2.0,,1.0,,1.0,2.0,8.0,,,1.0,2.0,8.0,14.0,2.0,10.0,2.0,24.0,232,1.0,2.0,,1.0,,2.0,2.0,5.0,1.0,3.0,2.0,9.0,10.0,6.0,3.0,3.0,2.0,7.0,2.0,1.0,8.0,3.0,11.0,2.0,1.0,6.0,2.0,,25.0,,5.0,,2.0,11.0,,13.0,5.0,18.0,2.0,3.0,2.0,1.0,2.0,,1.0,,,1.0,2.0,,,6.0,8.0,,,2.0,,,1.0,2.0,2.0,,2.0,2.0,,9.0,66.0,1.0,0.625,0.7142857142857143,0.5,0.2,,0.3333333333333333,0.2222222222222222,0.5714285714285714,0.5,0.4,0.4583333333333333,0.3333333333333333,0.4375,0.48,0.3333333333333333,0.5,0.4166666666666667,0.07142857142857142,,1.0,10.714285714285714,1.0,,,0.12941176470588237,0.07142857142857142,0.08333333333333333,,0.11926605504587157,0.05263157894736842,0.19047619047619047,0.02857142857142857,,,,0.03571428571428571,0.22580645161290322,0.11538461538461539,0.06666666666666667,0.1111111111111111,0.16666666666666666,1.0,0.375,0.6666666666666666,0.6666666666666666,0.5,0.041666666666666664,,,,0.16666666666666666,0.5,0.5,1.0,0.08333333333333333,,,,0.3333333333333333,0.25,0.25,0.5,0.6666666666666666,0.5,0.3333333333333333,,,,,,0.375,0.6666666666666666,0.125,,0.25,0.5,0.7916666666666666,0.2857142857142857,0.5164934782608696,0.5945333333333334,0.48302142857142855,,,0.08333333333333333,0.375,6.078571428571428,26.55,0.2972972972972973,,,1.0,,,,,,,,,,,,,,,True,,
296,1610612747,Rick Fox,Rick Fox,296,LAL,39280.0,655,108,1258,1257,421.0,426.0,158.0,2515,29.0,43.0,3.0,11.0,5.0,10.0,15.0,32.0,8.0,21.0,10.0,20.0,1.0,3.0,2.0,3.0,5.0,23.0,1.0,1.0,,6.0,52.0,96.0,15.0,43.0,37.0,186.0,1246,4.0,16.0,2.0,4.0,4.0,18.0,10.0,18.0,2.0,9.0,26.0,52.0,58.0,46.0,45.0,,4.0,23.0,5.0,10.0,50.0,14.0,64.0,11.0,3.0,32.0,10.0,8.0,142.0,7.0,15.0,2.0,17.0,47.0,14.0,78.0,24.0,102.0,2.0,21.0,9.0,12.0,32.0,4.0,25.0,13.0,4.0,7.0,45.0,2.0,13.0,28.0,70.0,5.0,3.0,49.0,2.0,12.0,12.0,4.0,1.0,,6.0,2.0,,52.0,421.0,12.0,0.5576923076923077,0.58,1.0,0.3488372093023256,0.5,0.2222222222222222,0.3488372093023256,0.5416666666666666,0.25,0.5555555555555556,0.5359712230215827,0.35,0.48148148148148145,0.5740740740740741,0.391304347826087,0.6190476190476191,0.30935251798561153,0.10416666666666667,0.11627906976744186,0.15625,14.38498957609451,0.7111111111111111,0.2978723404255319,0.03571428571428571,0.09073359073359073,0.034403669724770644,0.12318840579710146,0.05185185185185185,0.0975609756097561,0.03852889667250438,0.025423728813559324,0.029850746268656716,0.05128205128205128,0.06451612903225806,0.023809523809523808,0.11564625850340136,0.05325443786982249,0.10396039603960396,0.09375,0.19047619047619047,0.03389830508474576,0.3333333333333333,0.30935251798561153,0.6744186046511628,0.7631578947368421,0.7241379310344828,0.2302158273381295,0.46875,0.5555555555555556,0.4666666666666667,0.1510791366906475,0.38095238095238093,0.38095238095238093,0.125,0.14388489208633093,0.5,0.5263157894736842,1.0,0.16546762589928057,0.21739130434782608,0.22727272727272727,1.0,0.55,0.2727272727272727,0.15,0.3333333333333333,1.0,0.05,1.0,1.0,0.37037037037037035,0.5,0.1111111111111111,0.6666666666666666,0.2222222222222222,,0.6187050359712231,0.21739130434782608,0.503994964028777,0.5377961538461538,0.5063000000000001,0.08666666666666667,0.11320754716981132,0.0967741935483871,0.27956989247311825,7.284374999999998,24.276744186046514,0.33465818759936405,1.0,3.0,,2.0,1.0,2.0,2.0,0.046511627906976744,0.05,0.043478260869565216,0.3333333333333333,0.022727272727272728,,,,,,True,,
955,1610612747,Samaki Walker,Samaki Walker,955,LAL,8054.0,134,-28,251,250,69.0,84.0,30.0,501,7.0,14.0,5.0,7.0,2.0,4.0,,8.0,3.0,6.0,,,,,,,,,,,,,10.0,28.0,,,7.0,27.0,246,6.0,10.0,,,2.0,14.0,2.0,6.0,,,2.0,6.0,8.0,12.0,,,10.0,,,5.0,3.0,,3.0,,,2.0,1.0,,6.0,2.0,10.0,1.0,3.0,25.0,4.0,32.0,13.0,45.0,2.0,1.0,1.0,,3.0,1.0,,5.0,1.0,3.0,8.0,,1.0,12.0,21.0,2.0,1.0,8.0,,3.0,1.0,3.0,2.0,,3.0,1.0,,6.0,69.0,4.0,0.4,0.8,,,,,,0.35714285714285715,0.6,0.3333333333333333,0.35714285714285715,0.6,0.3333333333333333,0.421875,0.6363636363636364,0.42857142857142855,,0.17857142857142858,0.2857142857142857,0.125,14.134275618374557,0.375,0.5714285714285714,0.125,0.1968503937007874,0.09433962264150944,0.125,0.08,0.18543046357615894,0.0916030534351145,0.038461538461538464,0.14634146341463414,0.07692307692307693,0.09523809523809523,,0.0967741935483871,0.22916666666666666,0.22916666666666666,0.07142857142857142,0.2,0.15384615384615385,0.3333333333333333,0.5,0.5,0.7,0.14285714285714285,0.2857142857142857,,,,0.21428571428571427,0.5,0.5,1.0,,,,,,,,,0.7,0.7142857142857143,,,,,,,0.6666666666666666,0.5,,,,,0.5,,0.49737857142857145,0.5868,0.5003833333333333,0.0967741935483871,0.0967741935483871,0.5185185185185185,0.2222222222222222,5.989285714285714,,0.2749003984063745,1.0,1.0,,,,,,,,,,,1.0,,,,,True,,
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,36481.0,608,95,1171,1170,400.0,388.0,144.0,2341,46.0,87.0,8.0,16.0,12.0,25.0,39.0,84.0,26.0,84.0,3.0,3.0,1.0,1.0,,,13.0,35.0,1.0,2.0,10.0,23.0,111.0,255.0,16.0,38.0,86.0,356.0,1160,12.0,26.0,2.0,3.0,13.0,43.0,31.0,73.0,10.0,23.0,54.0,146.0,62.0,160.0,30.0,18.0,8.0,34.0,13.0,19.0,48.0,16.0,64.0,6.0,10.0,29.0,13.0,6.0,144.0,4.0,17.0,,15.0,51.0,1.0,67.0,21.0,88.0,8.0,21.0,14.0,7.0,19.0,3.0,9.0,17.0,2.0,10.0,36.0,1.0,13.0,17.0,49.0,2.0,6.0,109.0,10.0,38.0,16.0,13.0,8.0,2.0,13.0,4.0,,146.0,400.0,9.0,0.27927927927927926,0.2897196261682243,0.625,0.42105263157894735,0.6666666666666666,0.43478260869565216,0.43243243243243246,0.43529411764705883,0.46153846153846156,0.4246575342465753,0.46075085324232085,0.5172413793103449,0.4791666666666667,0.516320474777448,0.6,0.572,0.1296928327645051,0.07450980392156863,0.11494252873563218,0.09523809523809523,27.87742899850523,0.5277777777777778,0.022727272727272728,,0.10759493670886076,0.04156479217603912,0.11538461538461539,0.032,0.10927152317880795,0.03932584269662921,0.05309734513274336,0.03260869565217391,0.044642857142857144,0.047619047619047616,,0.1417910447761194,0.059602649006622516,0.12169312169312169,0.14130434782608695,0.05263157894736842,0.05673758865248227,0.3076923076923077,0.29692832764505117,0.5287356321839081,0.5974025974025974,0.3695652173913043,0.28668941979522183,0.4642857142857143,0.5131578947368421,0.23076923076923078,0.28668941979522183,0.30952380952380953,0.3132530120481928,0.19230769230769232,0.010238907849829351,1.0,1.0,0.3333333333333333,0.11945392491467577,0.37142857142857144,0.37142857142857144,0.6923076923076923,0.5517241379310345,0.5,0.034482758620689655,1.0,1.0,0.06896551724137931,0.5,1.0,0.2604166666666667,0.48,,,0.23958333333333334,0.43478260869565216,0.42662116040955633,0.38235294117647056,0.4643340753424657,0.5174722222222223,0.45177157894736847,0.11838006230529595,0.13427561837455831,0.12078651685393259,0.4101123595505618,9.027450980392157,26.631578947368418,0.3415883859948762,6.0,3.0,1.0,,,,,,,,0.375,,,11.0,0.011904761904761904,,,True,,
283,1610612747,Lindsey Hunter,Lindsey Hunter,283,LAL,2544.0,42,8,75,77,10.0,36.0,10.0,152,,,,,,,,1.0,,1.0,1.0,2.0,,,,,1.0,4.0,,,,,,2.0,2.0,6.0,,6.0,79,,,,,,,,1.0,,,,,,,6.0,,,4.0,1.0,,2.0,1.0,3.0,1.0,,,2.0,,7.0,,,,,,,,,,,2.0,,2.0,1.0,,1.0,1.0,1.0,,2.0,,,1.0,6.0,,,,,,,,,,,,,,10.0,2.0,,,1.0,0.3333333333333333,,,0.3333333333333333,,,,0.375,,,0.375,,,0.75,,,,11.764705882352942,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,0.125,,,,0.25,0.5,0.5,1.0,0.5,0.25,0.25,1.0,,,,,,,,,,,,,,,0.75,0.25,0.48290625,,0.2216,,,,,13.3,24.666666666666668,0.13333333333333333,,,,,,,,,,,,,,,,,,True,,
406,1610612747,Shaquille O'Neal,Shaquille O'Neal,406,LAL,35560.0,593,103,1125,1124,344.0,349.0,145.0,2249,105.0,136.0,29.0,37.0,27.0,39.0,56.0,168.0,,1.0,,,,,,,,,,,,,161.0,305.0,,,102.0,424.0,1126,31.0,44.0,,,16.0,78.0,46.0,96.0,,,44.0,136.0,196.0,126.0,,,46.0,,,15.0,18.0,15.0,33.0,14.0,1.0,12.0,1.0,5.0,81.0,7.0,45.0,,23.0,97.0,13.0,133.0,52.0,185.0,11.0,7.0,3.0,4.0,24.0,1.0,10.0,23.0,1.0,14.0,47.0,7.0,14.0,24.0,42.0,4.0,7.0,166.0,19.0,71.0,22.0,41.0,24.0,,41.0,22.0,2.0,136.0,344.0,5.0,0.6086956521739131,0.7101449275362319,,,,,,0.5278688524590164,0.7045454545454546,0.4791666666666667,0.5278688524590164,0.7045454545454546,0.4791666666666667,0.5593667546174143,0.7090909090909091,0.5037037037037037,,0.04918032786885246,0.07352941176470588,0.02976190476190476,32.869296210363494,0.5106382978723404,0.34210526315789475,,0.20378151260504201,0.11363636363636363,0.19008264462809918,0.059322033898305086,0.20100502512562815,0.10116731517509728,0.17757009345794392,0.10526315789473684,0.06060606060606061,0.04878048780487805,0.08333333333333333,0.15384615384615385,0.18831168831168832,0.25,0.19047619047619047,0.1891891891891892,0.0859375,0.5365853658536586,0.4459016393442623,0.7720588235294118,0.8333333333333334,0.6190476190476191,0.5508196721311476,0.3333333333333333,0.34355828220858897,0.5892857142857143,0.003278688524590164,,,,,,,,,,,,0.8409090909090909,0.7837837837837838,,,,,,,0.40625,0.6923076923076923,,,,,0.4459016393442623,,0.47222262295081974,0.5390023809523808,0.4594833333333334,0.19887955182072828,0.19887955182072828,0.18396226415094338,0.32075471698113206,4.449180327868852,,0.30577777777777776,2.0,17.0,,,,,,,,,0.1724137931034483,,8.0,,,4.0,2.0,True,,
965,1610612747,Derek Fisher,Derek Fisher,965,LAL,32734.0,546,97,1052,1044,364.0,323.0,133.0,2096,5.0,18.0,1.0,2.0,,4.0,3.0,12.0,22.0,48.0,5.0,19.0,,,1.0,2.0,20.0,48.0,3.0,3.0,4.0,15.0,30.0,78.0,25.0,67.0,36.0,171.0,1029,3.0,6.0,3.0,3.0,1.0,16.0,5.0,18.0,5.0,17.0,29.0,54.0,28.0,32.0,75.0,,2.0,48.0,20.0,4.0,34.0,12.0,46.0,6.0,6.0,26.0,6.0,2.0,104.0,3.0,4.0,,13.0,29.0,2.0,44.0,7.0,51.0,2.0,12.0,2.0,10.0,14.0,2.0,9.0,3.0,1.0,5.0,17.0,3.0,5.0,11.0,43.0,3.0,,46.0,2.0,8.0,15.0,,,,,,,54.0,364.0,7.0,0.4666666666666667,0.4827586206896552,1.0,0.373134328358209,1.0,0.29411764705882354,0.373134328358209,0.38461538461538464,0.5,0.2777777777777778,0.46551724137931033,0.8333333333333334,0.35714285714285715,0.5090361445783133,0.8,0.5094339622641509,0.46206896551724136,0.05128205128205128,0.16666666666666666,0.08333333333333333,15.17412935323383,0.8235294117647058,0.04878048780487805,,0.06636155606407322,0.010723860589812333,0.11016949152542373,0.02727272727272727,0.07567567567567568,0.014492753623188406,0.030303030303030304,0.005952380952380952,,0.012987012987012988,0.06060606060606061,0.06611570247933884,0.04195804195804196,0.08670520231213873,0.12195121951219512,0.08333333333333333,0.023529411764705882,,0.12413793103448276,0.2777777777777778,0.3333333333333333,0.4,0.08275862068965517,0.25,0.2727272727272727,,0.3310344827586207,0.4583333333333333,0.4583333333333333,0.5454545454545454,0.1310344827586207,0.2631578947368421,0.2631578947368421,1.0,0.3310344827586207,0.4166666666666667,0.4166666666666667,1.0,0.2222222222222222,0.5,,,,0.3333333333333333,1.0,1.0,0.11428571428571428,,0.05714285714285714,0.5,0.42857142857142855,0.26666666666666666,0.5862068965517241,0.4166666666666667,0.4959309027777778,0.4839642857142857,0.4595000000000001,0.052980132450331126,0.09523809523809523,0.0935672514619883,0.3157894736842105,13.456410256410255,24.961194029850752,0.34600760456273766,,,,,,,,,,,,,,2.0,,,,True,,
2058,1610612747,Mark Madsen,Mark Madsen,2058,LAL,103.0,2,3,3,6,3.0,5.0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,,
