EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,DefFTReboundPct,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,ThreePtShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,LostBallSteals,SecondChanceCorner3FGA,PtsUnassisted3s,3pt And 1 Free Throw Trips,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceCorner3Frequency,LostBallOutOfBoundsTurnovers,Travels,OffCorner3ReboundPct,on
1114,1610612753,Jaren Jackson,Jaren Jackson,1114,ORL,88.0,1,-2.0,4,4,4,4.0,8,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,25.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
121,1610612753,Patrick Ewing,Patrick Ewing,121,ORL,2982.0,50,-17.0,94,97,40,42.0,191,116,4.0,13.0,17.0,1.0,1.0,1.0,,40,23.148148148148145,1.0,0.5,0.425531914893617,11.0,2.0,6.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,6.0,1.0,1.0,5.0,16.0,1.0,10.0,20.0,2.0,6.0,1.0,5.0,2.0,8.0,1.0,5.0,9.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,8.0,4.0,1.0,1.0,5.0,9.0,15.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,9.0,3.0,0.6,0.75,0.3125,0.3333333333333333,0.25,0.29411764705882354,0.3333333333333333,0.2222222222222222,0.4166666666666667,0.4166666666666667,0.375,0.058823529411764705,0.0625,0.16666666666666666,0.3333333333333333,0.20512820512820512,0.08108108108108109,0.5,0.21951219512195122,0.06666666666666667,0.07142857142857142,0.16666666666666666,0.058823529411764705,0.18181818181818182,0.3157894736842105,0.5,1.0,0.35294117647058826,0.3333333333333333,0.4,0.5,0.23529411764705882,0.5,0.5,0.5,0.35294117647058826,0.16666666666666666,0.16666666666666666,1.0,0.058823529411764705,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.4117647058823529,0.46667941176470595,0.48995999999999995,0.46637222222222224,0.2727272727272727,0.2857142857142857,0.25,0.45,7.575,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,10672.0,178,-16.0,327,330,110,140.0,657,352,,19.0,25.0,12.0,9.0,13.0,6.0,110,33.787465940054496,0.9230769230769231,,0.3363914373088685,38.0,15.0,27.0,2.0,3.0,2.0,6.0,6.0,11.0,16.0,37.0,15.0,10.0,37.0,75.0,16.0,34.0,123.0,3.0,5.0,7.0,16.0,3.0,13.0,11.0,16.0,34.0,32.0,42.0,4.0,15.0,4.0,16.0,6.0,22.0,3.0,5.0,50.0,2.0,,1.0,18.0,6.0,2.0,2.0,5.0,11.0,46.0,5.0,18.0,6.0,7.0,3.0,7.0,4.0,34.0,2.0,0.43243243243243246,0.45714285714285713,0.49333333333333335,0.6,0.23076923076923078,0.489010989010989,0.75,0.375,0.5540540540540541,0.8,0.4857142857142857,0.17582417582417584,0.05333333333333334,0.1111111111111111,,0.11688311688311688,0.017543859649122806,0.06666666666666667,0.11242603550295859,0.038461538461538464,0.02857142857142857,,0.016666666666666666,0.125,0.1044776119402985,,0.5714285714285714,0.2967032967032967,0.5555555555555556,0.625,0.4666666666666667,0.12087912087912088,0.5454545454545454,0.6,0.16666666666666666,0.4065934065934066,0.43243243243243246,0.43243243243243246,0.5,0.16483516483516483,0.5,0.6666666666666666,0.25,0.3333333333333333,0.4166666666666667,0.4725274725274725,0.46818626373626376,0.55575,0.47215625,0.18095238095238095,0.20454545454545456,0.13008130081300814,0.2764227642276423,10.257333333333333,25.0375,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,5.0,1.0,1.0,4.0,15.0,4.0,3.0,3.0,8.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.3125,1.0,0.36363636363636365,0.3125,0.09090909090909091,0.09523809523809523,0.11428571428571428,0.1276595744680851,0.3333333333333333,0.022727272727272728,0.01098901098901099,1.0,1.0,1.0,0.26666666666666666,0.26666666666666666,1.0,0.5,0.16666666666666666,1.0,1.0,0.041666666666666664,1.0,0.3,0.26666666666666666,0.058823529411764705,,,,,,,,,,,True
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,4992.0,83,-15.0,162,158,73,88.0,320,173,,4.0,4.0,6.0,2.0,8.0,2.0,73,28.415300546448087,0.75,,0.4506172839506173,19.0,8.0,14.0,,,3.0,4.0,1.0,5.0,5.0,15.0,4.0,2.0,14.0,34.0,4.0,11.0,39.0,,1.0,1.0,1.0,6.0,15.0,2.0,7.0,19.0,14.0,14.0,,4.0,6.0,3.0,1.0,4.0,,1.0,9.0,,,1.0,3.0,,,,2.0,2.0,12.0,,3.0,3.0,,,,,19.0,,0.5,0.5,0.4117647058823529,,0.4,0.3684210526315789,,0.35294117647058826,0.4431818181818182,0.16666666666666666,0.4523809523809524,0.10526315789473684,0.17647058823529413,0.42857142857142855,,0.045454545454545456,,0.16666666666666666,0.05555555555555555,,,,,0.05555555555555555,0.037037037037037035,0.25,,0.3684210526315789,0.5714285714285714,1.0,0.375,0.13157894736842105,0.2,0.2,,0.39473684210526316,0.3333333333333333,0.3333333333333333,0.8,0.10526315789473684,,,0.23529411764705882,0.75,0.11764705882352941,0.47368421052631576,0.4961592105263158,0.461325,0.43603823529411767,0.07317073170731707,0.08108108108108109,0.02564102564102564,0.48717948717948717,9.16764705882353,25.950000000000003,,,,,,,1.0,,,,1.0,,,,1.0,,2.0,,,1.0,4.0,2.0,,,,,,,,,,,,,,,,0.047619047619047616,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,True
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,8299.0,138,-1.0,258,251,84,96.0,509,260,3.0,24.0,28.0,1.0,1.0,1.0,,84,11.578947368421053,1.0,0.2727272727272727,0.32558139534883723,26.0,1.0,1.0,,,1.0,1.0,,1.0,4.0,11.0,13.0,5.0,5.0,13.0,17.0,3.0,34.0,,1.0,,6.0,2.0,2.0,6.0,3.0,10.0,8.0,2.0,,13.0,,9.0,,9.0,,3.0,18.0,3.0,,5.0,16.0,4.0,1.0,1.0,8.0,18.0,4.0,,,2.0,1.0,1.0,1.0,1.0,10.0,3.0,0.8,0.8,0.38461538461538464,,1.0,0.5166666666666667,1.0,0.4375,0.53125,1.0,0.5,0.5666666666666667,,,,0.13675213675213677,0.03529411764705882,0.35714285714285715,0.16030534351145037,0.03333333333333333,0.04,,0.043478260869565216,0.15384615384615385,0.125,0.45454545454545453,1.0,0.03333333333333333,1.0,1.0,,0.03333333333333333,,,,0.36666666666666664,0.36363636363636365,0.36363636363636365,1.0,0.43333333333333335,,,0.125,1.0,0.625,0.6,0.4757533333333333,0.4557,0.4373875,,,0.17647058823529413,0.29411764705882354,15.592307692307692,25.34705882352941,1.0,4.0,,1.0,6.0,2.0,2.0,1.0,7.0,2.0,2.0,1.0,21.0,6.0,,1.0,5.0,1.0,,,,,,1.0,,,,,1.0,1.0,0.4117647058823529,1.0,0.16666666666666666,0.4117647058823529,,0.02857142857142857,0.03571428571428571,0.13953488372093023,,,0.13333333333333333,0.25,0.25,1.0,0.46153846153846156,0.46153846153846156,1.0,,0.6666666666666666,1.0,1.0,0.125,,0.2,0.46153846153846156,,,,,,,,,,,,True
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,3511.0,59,-23.0,105,107,47,43.0,212,126,,3.0,3.0,2.0,,3.0,1.0,47,15.0,0.6666666666666666,,0.44761904761904764,16.0,1.0,1.0,,,,,1.0,3.0,3.0,6.0,5.0,2.0,5.0,10.0,5.0,,10.0,,,,,,2.0,2.0,,,6.0,4.0,,5.0,,5.0,,5.0,,2.0,10.0,,,1.0,2.0,,2.0,1.0,4.0,8.0,,,,,,,,,,3.0,0.6,0.6,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,0.043478260869565216,,0.3333333333333333,0.061224489795918366,,,,,0.2,,0.3333333333333333,,0.06666666666666667,1.0,1.0,,0.2,0.3333333333333333,0.3333333333333333,1.0,0.4,0.5,0.5,0.6666666666666666,0.3333333333333333,,,,,0.5,0.4,0.44676333333333335,,0.394675,,,,,14.65,25.2,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,8960.0,149,-7.0,274,277,86,123.0,551,292,1.0,8.0,11.0,5.0,3.0,6.0,3.0,86,17.16171617161716,0.8333333333333334,0.09090909090909091,0.31386861313868614,29.0,7.0,9.0,,,2.0,2.0,2.0,3.0,6.0,11.0,10.0,2.0,15.0,23.0,16.0,15.0,57.0,,,5.0,5.0,3.0,5.0,4.0,11.0,26.0,18.0,12.0,,10.0,1.0,11.0,2.0,13.0,,3.0,28.0,2.0,,1.0,6.0,3.0,4.0,3.0,1.0,12.0,19.0,,1.0,6.0,,,,,26.0,6.0,0.6,0.6,0.6521739130434783,,0.6,0.5384615384615384,,0.8333333333333334,0.5760869565217391,0.5,0.8333333333333334,0.41025641025641024,0.043478260869565216,,,0.04477611940298507,0.02197802197802198,0.07142857142857142,0.0472972972972973,0.023622047244094488,,,0.0392156862745098,0.05714285714285714,0.05172413793103448,,,0.23076923076923078,0.7777777777777778,0.7777777777777778,0.2857142857142857,0.07692307692307693,0.6666666666666666,0.6666666666666666,1.0,0.28205128205128205,0.5454545454545454,0.6,0.8333333333333334,0.2564102564102564,,,0.2222222222222222,1.0,0.2222222222222222,0.6410256410256411,0.5232948717948717,,0.5143111111111112,0.05,0.041666666666666664,0.08771929824561403,0.45614035087719296,10.004347826086958,24.5125,2.0,6.0,1.0,2.0,2.0,,,2.0,4.0,,2.0,3.0,9.0,2.0,2.0,,8.0,1.0,,1.0,2.0,1.0,1.0,,1.0,,,1.0,,0.75,0.25,,0.75,0.25,,0.027777777777777776,0.034482758620689655,0.024390243902439025,0.3333333333333333,,0.15384615384615385,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,0.5,,,,,0.2222222222222222,0.5,1.0,0.2,0.0625,1.0,2.0,3.0,1.0,4.0,0.09090909090909091,1.0,,,,True
42,1610612753,Monty Williams,Monty Williams,42,ORL,4641.0,77,8.0,136,144,27,42.0,280,144,,13.0,20.0,,,4.0,2.0,27,20.38216560509554,,,0.19852941176470587,17.0,10.0,20.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,22.0,1.0,6.0,30.0,2.0,5.0,,4.0,2.0,3.0,1.0,3.0,7.0,10.0,14.0,4.0,1.0,5.0,7.0,2.0,9.0,,1.0,20.0,7.0,,1.0,12.0,7.0,2.0,2.0,3.0,7.0,10.0,,2.0,3.0,,,,,7.0,,0.4166666666666667,0.5,0.5454545454545454,0.4,0.6666666666666666,0.5217391304347826,0.3333333333333333,0.5,0.5357142857142857,0.3333333333333333,0.5,0.043478260869565216,0.22727272727272727,0.25,,0.1643835616438356,0.1346153846153846,0.14285714285714285,0.1625,0.1076923076923077,0.2727272727272727,0.2,,0.09523809523809523,0.16129032258064516,0.16666666666666666,,0.8695652173913043,0.5,0.6666666666666666,0.4,0.043478260869565216,1.0,1.0,1.0,0.043478260869565216,1.0,1.0,,0.043478260869565216,0.8333333333333334,0.4,0.75,0.6666666666666666,0.25,0.9130434782608695,0.5718847826086957,0.5548583333333333,0.6171625,0.08,0.08333333333333333,0.13333333333333333,0.23333333333333334,1.190909090909091,24.7,,,,,,,1.0,,,,1.0,,,,2.0,,6.0,,,,,4.0,,,,,,,,,,,,,,,,0.23809523809523808,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,1.0,2.0,,True
690,1610612753,Don Reid,Don Reid,690,ORL,1614.0,27,-15.0,49,56,20,29.0,105,69,1.0,2.0,4.0,,,,,20,6.8965517241379315,,0.3333333333333333,0.40816326530612246,9.0,2.0,2.0,2.0,2.0,,,,1.0,,,,,2.0,3.0,,1.0,5.0,2.0,2.0,,4.0,,,,,,4.0,,,,,,,,,,,2.0,,,1.0,2.0,1.0,1.0,7.0,12.0,2.0,,1.0,,1.0,,1.0,,,3.0,1.0,1.0,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.625,1.0,,,,,,0.05263157894736842,0.1,,0.05263157894736842,0.08695652173913043,0.16666666666666666,0.25,,,0.09090909090909091,,,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,1.0,1.0,,,,0.6666666666666666,0.4704333333333333,0.50525,,0.25,0.25,0.8,,2.466666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True
692,1610612753,Andrew DeClercq,Andrew DeClercq,692,ORL,265.0,4,,8,7,1,7.0,15,6,,,,1.0,,1.0,,1,12.5,1.0,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
