EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,FG2A,OpponentPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,LongMidRangeFGM,FG2M,FtPoints,Points,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,LostBallTurnovers,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffThreePtRebounds,DefThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,Arc3Assists,SecondChanceTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceFtPoints,PenaltyFtPoints,NonShootingFoulsDrawn,3SecondViolations,AtRimPctAssisted,SecondChanceAtRimPctAssisted,AtRimPctBlocked,FTDefRebounds,DefFTReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,on,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,DefCorner3ReboundPct,PenaltyCorner3FGA,SelfOReb,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,SelfORebPct,PenaltyCorner3Frequency,Blocked3s,BlockedArc3,BlockedShortMidRange,Defensive 3 Seconds Violations,PenaltyCorner3FGM,Travels,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3Frequency
1723,1610612755,Matt Harpring,Matt Harpring,1723,PHI,317.0,5.0,1.0,10.0,9.0,1.0,19.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.181818181818183,1.0,0.3333333333333333,0.25,1.0,1.0,0.406,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
2049,1610612755,Speedy Claxton,Speedy Claxton,2049,PHI,979.0,16.0,-11.0,30.0,31.0,3.0,61.0,4.0,4.0,34.0,,,1.0,,,3.0,2.0,3.0,1.0,3.0,23.52941176470588,1.0,,,,1.0,0.397,16.875,1.0,2.0,2.0,2.0,2.0,6.0,4.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.6,0.08333333333333333,0.07142857142857142,0.14285714285714285,0.5,0.5,0.2,0.2,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,2337.0,39.0,-19.0,70.0,73.0,14.0,143.0,3.0,8.0,83.0,5.0,8.0,9.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,20.0,0.75,0.17857142857142858,0.21621621621621623,0.16666666666666666,0.23076923076923078,0.5018958333333333,9.3125,26.0,25.0,1.0,3.0,,12.0,4.0,1.0,,1.0,,1.0,,,2.0,,1.0,1.0,,,26.0,0.375,0.46153846153846156,0.46153846153846156,,0.02702702702702703,,0.3333333333333333,0.3333333333333333,,,0.37142857142857144,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,6.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,0.3333333333333333,0.3333333333333333,1.0,0.4,0.5,0.4,0.5,0.625,0.625,0.38461538461538464,0.125,0.3333333333333333,0.3333333333333333,0.125,0.125,0.23076923076923078,0.3333333333333333,0.15384615384615385,0.5,0.5,0.23076923076923078,0.3333333333333333,0.5,1.0,0.07692307692307693,1.0,1.0,1.0,0.3076923076923077,0.25,0.25,1.0,0.25,1.0,0.5,0.5,0.5384615384615384,0.25,0.5398833333333334,0.4166666666666667,28.339999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
365,1610612755,Derrick McKey,Derrick McKey,365,PHI,2422.0,40.0,-19.0,73.0,74.0,14.0,147.0,4.0,8.0,85.0,3.0,3.0,6.0,1.0,,1.0,,1.0,3.0,5.0,10.112359550561798,1.0,0.10714285714285714,0.08108108108108109,0.08333333333333333,0.5,0.4148625,10.5,26.0,25.0,1.0,4.0,,8.0,2.0,,1.0,1.0,,,,,3.0,2.0,3.0,1.0,,,26.0,0.5,0.5,0.5,0.06451612903225806,0.075,,0.25,0.25,,,0.3561643835616438,1.0,2.0,,1.0,2.0,2.0,,,,,,,,,3.0,,2.0,,,,6.0,,,,,1.0,,1.0,,,1.0,,0.75,1.0,,,,,,,,,,,,0.1111111111111111,0.1111111111111111,0.07692307692307693,,0.25,0.5,0.5,0.25,1.0,1.0,1.0,,,,,,,,,0.5,,,,0.25,,0.43015000000000003,,,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.125,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5,0.48955,0.5,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
87,1610612755,Dikembe Mutombo,Dikembe Mutombo,87,PHI,1205.0,20.0,-4.0,36.0,35.0,7.0,71.0,,4.0,41.0,3.0,4.0,6.0,,,2.0,,3.0,1.0,1.0,22.727272727272727,0.6666666666666666,0.21428571428571427,0.21052631578947367,0.14285714285714285,,0.51275,4.475,12.0,13.0,,2.0,2.0,6.0,2.0,,,,,,,,,2.0,2.0,2.0,6.0,2.0,12.0,0.5,0.5,0.42857142857142855,0.16666666666666666,0.13333333333333333,0.14285714285714285,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,2.0,1.0,1.0,,2.0,,,,,,,,,2.0,1.0,2.0,,,3.0,2.0,,,,,,1.0,,,1.0,1.0,3.0,0.5,1.0,,,,,0.5,0.5,0.375,,,,0.2,,,0.25,0.2,0.5,1.0,1.0,0.5,,,,,,,,,,,,0.5,1.0,,,0.5,,0.4953,0.5,,2.0,2.0,2.0,5.0,2.0,,1.0,,,,,1.0,1.0,0.8333333333333334,,0.3333333333333333,0.3333333333333333,,,1.0,1.0,0.6698500000000001,0.8333333333333334,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,451.0,8.0,-3.0,14.0,14.0,4.0,28.0,2.0,3.0,16.0,1.0,1.0,1.0,,,,,,,,31.57894736842105,,0.16666666666666666,0.16666666666666666,,0.5,0.47534999999999994,10.866666666666667,9.0,12.0,,,3.0,3.0,,,,,,,,,,,,,4.0,1.0,9.0,,,0.25,,,,,,0.2,0.25,0.6428571428571429,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,0.25,0.25,0.3333333333333333,,,,,0.2,,0.25,,,,,,,,,,,0.25,,,,,,,,0.5,,0.3889,0.3333333333333333,27.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
934,1610612755,Derrick Coleman,Derrick Coleman,934,PHI,1493.0,25.0,-17.0,45.0,45.0,9.0,90.0,,5.0,49.0,2.0,3.0,6.0,,,,,,1.0,1.0,17.857142857142854,,0.125,0.09090909090909091,0.2,,0.53795,5.5,17.0,16.0,,3.0,5.0,11.0,2.0,,,,,,,,,2.0,3.0,,6.0,2.0,17.0,0.6,0.42857142857142855,0.55,0.08333333333333333,0.0967741935483871,0.18181818181818182,,,0.2222222222222222,0.2857142857142857,0.37777777777777777,3.0,3.0,,,,2.0,,,,2.0,,1.0,,2.0,1.0,,,,1.0,2.0,4.0,,2.0,,,1.0,,,,,,2.0,0.6666666666666666,0.6666666666666666,,,,,,,0.5,0.2857142857142857,,,,0.14285714285714285,0.14285714285714285,0.1,,0.42857142857142855,1.0,1.0,0.2857142857142857,,,,,,,,0.2857142857142857,,,,,,1.0,,0.7142857142857143,,0.4983,0.18181818181818182,25.25,1.0,1.0,1.0,2.0,,,,2.0,2.0,2.0,,1.0,1.0,1.0,,,,,,1.0,1.0,0.5121,0.18181818181818182,,2.0,1.0,,0.6666666666666666,,,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,1443.0,24.0,-8.0,43.0,43.0,11.0,86.0,2.0,10.0,51.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,,34.54545454545454,1.0,0.10526315789473684,0.08695652173913043,0.14285714285714285,0.125,0.516878125,5.59,25.0,23.0,,2.0,5.0,18.0,4.0,1.0,1.0,2.0,,,,1.0,5.0,,,,6.0,1.0,25.0,0.2,0.40625,0.5,,,,,,0.1111111111111111,0.09090909090909091,0.5813953488372093,1.0,6.0,1.0,5.0,1.0,2.0,,,3.0,6.0,1.0,3.0,3.0,6.0,,2.0,6.0,1.0,3.0,9.0,,3.0,6.0,3.0,,,,3.0,,,,9.0,,,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3888888888888889,0.45,0.375,,,,,,0.1,,0.375,0.16666666666666666,0.16666666666666666,0.125,0.5,0.5,,,,,,0.375,0.5,0.5,0.3333333333333333,0.5555555555555556,0.2,0.3333333333333333,0.3333333333333333,0.75,0.5,0.5762277777777778,0.5,26.483333333333334,,,,3.0,,1.0,1.0,,,,,,1.5,1.5,,,,,,,,0.5706,0.16666666666666666,,2.0,,,,,,,,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,True,,,,,,,,,,,,,,,,,,,,,,,
916,1610612755,Corie Blount,Corie Blount,916,PHI,1463.0,24.0,-15.0,44.0,46.0,7.0,90.0,2.0,4.0,57.0,2.0,2.0,5.0,1.0,1.0,1.0,,1.0,,,11.538461538461538,1.0,0.11764705882352941,0.08695652173913043,0.2,0.5,0.366025,10.225,14.0,9.0,,,2.0,2.0,,1.0,,1.0,,,1.0,,2.0,2.0,3.0,1.0,2.0,1.0,14.0,,,0.2,0.1111111111111111,0.13043478260869565,,,,0.2,0.2,0.3181818181818182,,1.0,,,,1.0,,,,,,,,,2.0,,2.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.2,0.2,,,0.25,,,0.25,,,,,,,,,,,,,,,,0.25,,0.2613,,,,1.0,,,,,,1.0,1.0,1.0,1.0,,,,0.25,0.16666666666666666,,1.0,,0.5,,0.5721,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
1723,1610612755,Matt Harpring,Matt Harpring,1723,PHI,6762.0,113.0,,207.0,208.0,31.0,415.0,21.0,43.0,221.0,8.0,12.0,25.0,4.0,3.0,3.0,1.0,4.0,1.0,11.0,20.576131687242796,0.75,0.11594202898550725,0.1188118811881188,0.043478260869565216,0.4883720930232558,0.4627813953488372,9.844186046511629,47.0,30.0,12.0,22.0,7.0,51.0,2.0,7.0,,7.0,,1.0,,6.0,14.0,11.0,13.0,2.0,9.0,6.0,47.0,0.5116279069767442,0.5116279069767442,0.5543478260869565,0.12087912087912088,0.1262135922330097,0.043478260869565216,0.5714285714285714,0.5714285714285714,0.13043478260869565,0.13043478260869565,0.22705314009661837,8.0,16.0,4.0,9.0,2.0,6.0,,,,,,,,,13.0,6.0,13.0,,,12.0,42.0,,,,4.0,2.0,4.0,1.0,,1.0,2.0,12.0,0.9545454545454546,0.9545454545454546,,,,,0.46153846153846156,0.46153846153846156,0.46153846153846156,,0.09302325581395349,0.3333333333333333,0.125,0.16666666666666666,0.09090909090909091,0.15,0.1111111111111111,0.37209302325581395,0.5,0.5714285714285714,0.13953488372093023,0.3333333333333333,0.5,1.0,,,,,,,,,0.6923076923076923,0.4444444444444444,,,0.37209302325581395,,0.5574461538461539,0.23529411764705882,,1.0,6.0,5.0,11.0,,,1.0,,,,,0.38461538461538464,0.38461538461538464,0.39285714285714285,0.24,0.15,0.15384615384615385,,0.5,0.46153846153846156,0.16666666666666666,0.46460833333333335,0.21568627450980393,1.0,,,,1.0,1.0,0.125,,,,,,,,,,,,,,,False,1.0,1.0,3.0,2.0,1.0,0.2,,,,,,,,,,,,,,,,,
