EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,OffCorner3ReboundPct,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,Travels,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,AtRimPctBlocked,LongMidRangePctBlocked,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PtsUnassisted3s,on,Clear Path Fouls,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy
120,1610612759,Steven Smith,Steven Smith,120,SAS,14558.0,243,51,437,428,129,96,58,865,5.0,10.0,3.0,6.0,1.0,4.0,6.0,13.0,6.0,15,5.0,11.0,1.0,1.0,1.0,4.0,19.0,2.0,1.0,7.0,17,38,9.0,30.0,25.0,86,434,4.0,10.0,3.0,8.0,7.0,16.0,2.0,8.0,7.0,27.0,8.0,26.0,27.0,6.0,1.0,18.0,4.0,1.0,1.0,11.0,2.0,13.0,1.0,1.0,6.0,4.0,1.0,28.0,2.0,8.0,1.0,7.0,5.0,1.0,13,11.0,24,6.0,7.0,6.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,17.0,2.0,2.0,26.0,5.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,27.0,129,3.0,0.23529411764705882,0.2857142857142857,1.0,0.3,0.25,0.3103448275862069,0.4473684210526316,0.4,0.4375,0.4485294117647059,0.3076923076923077,0.4166666666666667,0.5192307692307693,0.3076923076923077,0.48148148148148145,0.4411764705882353,0.03333333333333333,0.02631578947368421,0.07692307692307693,0.09090909090909091,16.338582677165356,0.4,0.07692307692307693,0.07142857142857142,0.02717391304347826,0.04519774011299435,0.17073170731707318,0.047619047619047616,0.05333333333333334,0.045662100456621,0.07692307692307693,0.038461538461538464,0.03333333333333333,0.07142857142857142,0.023255813953488372,0.012658227848101266,0.04838709677419355,0.17647058823529413,0.14285714285714285,0.15384615384615385,1.0,0.14705882352941177,0.5,0.5,0.4,0.19117647058823528,0.46153846153846156,0.5,0.22058823529411764,0.4,0.4,0.3333333333333333,0.16176470588235295,0.45454545454545453,0.5,1.0,0.27941176470588236,0.21052631578947367,0.21052631578947367,1.0,0.46153846153846156,0.5,0.07692307692307693,0.15384615384615385,0.16666666666666666,0.25,0.041666666666666664,1.0,0.2916666666666667,0.14285714285714285,0.5882352941176471,0.2222222222222222,0.4842962686567163,0.46203749999999993,0.4211478260869565,0.09333333333333334,0.13636363636363635,0.03225806451612903,0.09302325581395349,0.313953488372093,9.868421052631579,25.199999999999996,0.2951945080091533,,,,,,,,,,,,,,,,,True,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,17066.0,284,6,496,499,156,131,67,995,5.0,7.0,1.0,2.0,1.0,1.0,,7.0,7.0,16,11.0,23.0,,3.0,6.0,,,,,,12,30,11.0,23.0,7.0,64,527,1.0,6.0,,2.0,3.0,8.0,3.0,6.0,3.0,18.0,20.0,4.0,33.0,2.0,,,,2.0,,6.0,3.0,9.0,1.0,2.0,1.0,,5.0,21.0,4.0,4.0,,1.0,14.0,3.0,18,8.0,26,1.0,9.0,6.0,3.0,4.0,2.0,4.0,2.0,,6.0,,1.0,6.0,23.0,1.0,,12.0,,3.0,,4.0,1.0,1.0,4.0,2.0,,18.0,156,7.0,0.8333333333333334,0.9090909090909091,1.0,0.4782608695652174,0.5,0.4782608695652174,0.4,0.16666666666666666,0.375,0.5377358490566038,0.16666666666666666,0.5357142857142857,0.5423728813559322,0.16666666666666666,0.5,0.4339622641509434,,0.06666666666666667,0.2857142857142857,,11.226252158894646,0.6666666666666666,0.17647058823529413,,0.06306306306306306,0.01951219512195122,0.02040816326530612,0.08163265306122448,0.055350553505535055,0.031496062992125984,0.021739130434782608,0.011764705882352941,0.02702702702702703,0.125,0.03636363636363636,0.08602150537634409,0.05405405405405406,0.027777777777777776,,0.03571428571428571,0.5,0.1320754716981132,0.7142857142857143,0.7142857142857143,0.6,0.1320754716981132,,,0.3018867924528302,0.4375,0.4375,1.0,0.4339622641509434,0.4782608695652174,0.4782608695652174,1.0,,,,,0.3333333333333333,0.5,,,0.07142857142857142,1.0,0.42857142857142855,0.5,,,0.5660377358490566,,0.4900066037735849,0.43515,0.45217857142857143,0.05454545454545454,0.09375,,0.03125,0.28125,11.693333333333333,23.40869565217392,0.31451612903225806,1.0,3.0,1.0,2.0,0.04,,,,,,,,,,,,True,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,22773.0,380,58,675,674,223,177,85,1349,37.0,55.0,11.0,18.0,11.0,14.0,35.0,90.0,9.0,33,,1.0,,,1.0,1.0,2.0,,1.0,2.0,81,178,1.0,3.0,83.0,248,689,15.0,28.0,,46.0,26.0,48.0,1.0,3.0,35.0,90.0,62.0,100.0,3.0,24.0,,2.0,1.0,14.0,,35.0,10.0,45.0,7.0,3.0,22.0,4.0,9.0,100.0,2.0,26.0,,10.0,83.0,9.0,102,28.0,130,8.0,6.0,3.0,3.0,23.0,5.0,14.0,14.0,9.0,37.0,3.0,17.0,13.0,22.0,,4.0,101.0,,45.0,,9.0,,,39.0,28.0,1.0,90.0,223,,0.38271604938271603,0.4492753623188406,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4550561797752809,0.5357142857142857,0.5416666666666666,0.4558011049723757,0.5357142857142857,0.5392156862745098,0.543859649122807,0.6216216216216216,0.625,0.016574585635359115,,0.07865168539325842,0.1,,34.06169665809769,0.6216216216216216,0.391304347826087,,0.28620689655172415,0.10196078431372549,0.15151515151515152,0.027777777777777776,0.2612359550561798,0.0856269113149847,0.18181818181818182,0.09433962264150944,0.06382978723404255,0.047619047619047616,0.3013698630136986,0.2903225806451613,0.26881720430107525,0.11764705882352941,0.26666666666666666,0.09523809523809523,0.717948717948718,0.30386740331491713,0.6727272727272727,0.7254901960784313,0.5135135135135135,0.4972375690607735,0.3888888888888889,0.43209876543209874,0.18232044198895028,0.2727272727272727,0.28125,0.2222222222222222,0.0055248618784530384,,,,0.011049723756906077,0.5,0.5,1.0,0.6428571428571429,0.6111111111111112,,,0.27450980392156865,0.7857142857142857,0.0196078431372549,,0.0392156862745098,0.5,0.32044198895027626,0.5,0.45139861878453036,0.5087807692307691,0.43940098039215686,0.2054794520547945,0.20833333333333334,,0.18548387096774194,0.3629032258064516,7.834831460674158,23.766666666666666,0.33037037037037037,7.0,39.0,19.0,19.0,,16.0,1.0,1.0,1.0,1.0,1.0,0.07272727272727272,0.030303030303030304,0.2857142857142857,0.09090909090909091,,True,,,,,,
1498,1610612759,Antonio Daniels,Antonio Daniels,1498,SAS,8967.0,149,37,263,262,111,55,29,525,9.0,14.0,,,4.0,6.0,5.0,11.0,3.0,12,2.0,4.0,,,2.0,2.0,5.0,,,2.0,17,37,4.0,9.0,10.0,56,266,,1.0,,2.0,9.0,16.0,,4.0,9.0,27.0,18.0,16.0,9.0,,,5.0,2.0,2.0,,5.0,7.0,12.0,4.0,3.0,2.0,2.0,1.0,31.0,,1.0,,4.0,11.0,,15,1.0,16,,5.0,5.0,,,3.0,,4.0,,4.0,,2.0,3.0,7.0,,1.0,11.0,,3.0,,3.0,,,3.0,2.0,,27.0,111,,0.5294117647058824,0.5294117647058824,0.75,0.4444444444444444,,0.4444444444444444,0.4594594594594595,,0.5625,0.5,,0.45,0.5490196078431373,0.5,0.54,0.1956521739130435,,0.05405405405405406,,,18.51851851851852,,,,0.09821428571428571,0.011764705882352941,0.14814814814814814,,0.1079136690647482,0.008771929824561403,,0.029411764705882353,,,0.03333333333333333,0.08163265306122448,0.18181818181818182,0.14285714285714285,0.16666666666666666,,0.6666666666666666,0.30434782608695654,0.6428571428571429,0.75,0.5555555555555556,0.2391304347826087,0.45454545454545453,0.45454545454545453,0.2608695652173913,0.25,0.25,0.6666666666666666,0.08695652173913043,0.5,0.5,0.5,0.10869565217391304,0.4,0.4,1.0,,,,,0.3,0.6666666666666666,0.1,,0.1,,0.5,0.4,0.47683586956521734,,0.4677875,0.0625,0.07692307692307693,,0.03571428571428571,0.48214285714285715,8.92162162162162,24.24444444444445,0.4220532319391635,1.0,3.0,,2.0,,2.0,,,1.0,,,0.14285714285714285,,0.4,,3.0,True,,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,13231.0,221,59,403,400,150,124,57,803,23.0,29.0,5.0,7.0,7.0,9.0,6.0,20.0,4.0,13,,1.0,1.0,,1.0,,,,,,33,62,,1.0,22.0,88,392,7.0,10.0,1.0,16.0,9.0,20.0,,1.0,8.0,26.0,50.0,16.0,,8.0,,,,5.0,,7.0,2.0,9.0,1.0,1.0,7.0,,,20.0,3.0,14.0,,7.0,28.0,3.0,38,17.0,55,,7.0,4.0,3.0,4.0,,2.0,3.0,2.0,7.0,,3.0,9.0,24.0,3.0,2.0,33.0,,14.0,,4.0,,,4.0,3.0,,26.0,150,4.0,0.7575757575757576,0.8620689655172413,,,,,0.532258064516129,0.7,0.45,0.5238095238095238,0.6363636363636364,0.42857142857142855,0.5641025641025641,0.6153846153846154,0.48148148148148145,0.015873015873015872,,0.08064516129032258,0.15,,17.68421052631579,0.5714285714285714,0.25,,0.16279069767441862,0.0875,0.15217391304347827,0.07317073170731707,0.16055045871559634,0.0845771144278607,0.05128205128205128,0.12698412698412698,0.06896551724137931,0.045454545454545456,0.23684210526315788,0.16666666666666666,0.10714285714285714,0.17142857142857143,0.09090909090909091,,0.75,0.4603174603174603,0.7931034482758621,0.8518518518518519,0.6521739130434783,0.31746031746031744,0.3,0.35294117647058826,0.20634920634920634,0.3076923076923077,0.3076923076923077,1.0,0.015873015873015872,,,,,,,,0.6363636363636364,0.7142857142857143,0.09090909090909091,,0.42857142857142855,0.7777777777777778,0.047619047619047616,,,,0.47619047619047616,,0.5035000000000001,0.5736714285714285,0.49484285714285714,0.1891891891891892,0.1917808219178082,,0.18181818181818182,0.29545454545454547,6.741935483870968,23.3,0.37220843672456577,3.0,4.0,3.0,1.0,0.10526315789473684,2.0,,,,1.0,,0.06896551724137931,,1.0,,,True,,,,,,
198,1610612759,Danny Ferry,Danny Ferry,198,SAS,7573.0,126,27,227,231,85,92,21,458,,,,,,,,2.0,2.0,8,1.0,6.0,1.0,,1.0,6.0,13.0,1.0,2.0,5.0,2,10,7.0,19.0,1.0,26,226,,2.0,2.0,,2.0,4.0,2.0,6.0,,10.0,4.0,,21.0,,,13.0,6.0,1.0,,4.0,1.0,5.0,,1.0,1.0,2.0,1.0,11.0,,5.0,,2.0,10.0,,12,5.0,17,1.0,,,,,,,1.0,,1.0,,,7.0,15.0,3.0,,4.0,2.0,,,1.0,,,1.0,1.0,,10.0,85,5.0,1.0,1.0,1.0,0.3684210526315789,0.3333333333333333,0.3684210526315789,0.2,,0.5,0.43103448275862066,,0.5,0.4166666666666667,,0.45454545454545453,0.6551724137931034,,0.1,,,12.301587301587302,,,,0.10309278350515463,0.078125,0.09090909090909091,,0.10084033613445378,0.05102040816326531,,0.15384615384615385,0.03571428571428571,,0.14814814814814814,0.1282051282051282,0.03225806451612903,0.11764705882352941,,0.05263157894736842,1.0,,,,,0.06896551724137931,,,0.27586206896551724,0.25,0.2857142857142857,1.0,0.20689655172413793,0.16666666666666666,0.16666666666666666,1.0,0.4482758620689655,0.46153846153846156,0.46153846153846156,1.0,,,0.25,0.25,,,0.1,,0.5,0.4,0.6551724137931034,0.46153846153846156,0.4827534482758621,0.47565,0.47121500000000005,,,,,0.38461538461538464,16.509999999999998,24.557894736842105,0.3744493392070485,,1.0,,,,,,,1.0,,,,0.125,,,,True,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,17847.0,297,52,531,531,184,143,67,1062,29.0,44.0,1.0,3.0,6.0,15.0,6.0,17.0,10.0,31,2.0,4.0,,,1.0,7.0,19.0,1.0,3.0,10.0,45,92,9.0,23.0,20.0,137,538,1.0,5.0,1.0,4.0,9.0,28.0,3.0,11.0,9.0,36.0,14.0,76.0,18.0,2.0,1.0,18.0,7.0,6.0,,24.0,11.0,35.0,4.0,7.0,9.0,7.0,8.0,81.0,,4.0,,4.0,13.0,2.0,19,4.0,23,1.0,8.0,5.0,3.0,5.0,7.0,2.0,14.0,3.0,19.0,3.0,4.0,9.0,20.0,2.0,3.0,25.0,,12.0,,3.0,,,1.0,,,36.0,184,3.0,0.15555555555555556,0.1590909090909091,0.6666666666666666,0.391304347826087,0.2727272727272727,0.4090909090909091,0.4891304347826087,0.2,0.32142857142857145,0.508695652173913,0.16666666666666666,0.34615384615384615,0.548,0.2857142857142857,0.4,0.2,,0.06521739130434782,0.11764705882352941,,23.567921440261866,0.2631578947368421,0.09523809523809523,,0.05752212389380531,0.01951219512195122,0.07692307692307693,,0.06115107913669065,0.015625,0.022727272727272728,0.022988505747126436,0.013513513513513514,,0.038461538461538464,0.041237113402061855,0.09090909090909091,0.025,0.25,0.018518518518518517,,0.3826086956521739,0.6590909090909091,0.725,0.10344827586206896,0.14782608695652175,0.35294117647058826,0.4,0.26956521739130435,0.3225806451612903,0.3225806451612903,0.3,0.034782608695652174,0.5,0.5,1.0,0.16521739130434782,0.3684210526315789,0.3684210526315789,0.5714285714285714,0.5,0.3333333333333333,,0.16666666666666666,0.38461538461538464,0.4,0.02564102564102564,,0.2564102564102564,0.3,0.5826086956521739,0.3888888888888889,0.5128192982456139,0.45805,0.5063276315789473,0.09836065573770492,0.12121212121212122,,0.029197080291970802,0.26277372262773724,8.265217391304349,26.073913043478264,0.3465160075329567,5.0,1.0,1.0,,,2.0,2.0,,,,,0.09090909090909091,,0.16666666666666666,,9.0,True,,,,,,
764,1610612759,David Robinson,David Robinson,764,SAS,4326.0,72,-11,120,124,23,27,13,244,3.0,6.0,1.0,3.0,,,1.0,3.0,1.0,5,,,,,,,,,,,5,14,,,,10,140,1.0,3.0,,2.0,1.0,1.0,,,,2.0,8.0,2.0,,2.0,,,,1.0,,3.0,2.0,5.0,,2.0,3.0,,,12.0,1.0,4.0,,4.0,8.0,2.0,14,5.0,19,1.0,3.0,1.0,2.0,,1.0,,2.0,,2.0,1.0,,5.0,14.0,,,2.0,,1.0,,,,,2.0,1.0,,2.0,23,1.0,0.8,1.0,,,,,0.35714285714285715,0.3333333333333333,1.0,0.35714285714285715,0.3333333333333333,1.0,0.3333333333333333,0.25,1.0,,,0.07142857142857142,,,12.686567164179104,,0.4,,0.16666666666666666,0.1,0.4,0.05555555555555555,0.20689655172413793,0.08620689655172414,0.125,0.125,0.0625,0.07692307692307693,0.125,0.1,0.3333333333333333,0.375,0.5,0.125,0.5,0.42857142857142855,0.5,0.6,0.6666666666666666,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.2,0.2,1.0,,,,,,,,,1.0,0.3333333333333333,,,,,,,,,0.42857142857142855,,0.48431428571428564,0.46165,0.4224,0.06666666666666667,0.06666666666666667,,0.2,0.2,8.857142857142858,,0.19166666666666668,,2.0,2.0,,,,,,,1.0,,0.16666666666666666,,1.0,,,True,,,,,,
95,1610612759,Mark Bryant,Mark Bryant,95,SAS,2631.0,44,6,80,78,16,6,11,158,1.0,2.0,1.0,1.0,,,1.0,3.0,3.0,4,,,,,,,,,,,5,9,,,1.0,11,82,1.0,2.0,,3.0,1.0,2.0,,,,2.0,8.0,2.0,,2.0,,,,2.0,,,,,,,,,,,,5.0,,1.0,2.0,,3,5.0,8,,1.0,,1.0,,,,,,,,,2.0,6.0,1.0,,2.0,,1.0,,,,,,,,2.0,16,,0.8,1.0,,,,,0.5555555555555556,0.5,0.5,0.5555555555555556,0.5,0.5,0.55,0.5,0.5,,,0.2222222222222222,0.3333333333333333,,10.989010989010989,,,,0.05714285714285714,0.14705882352941177,0.3333333333333333,,0.07894736842105263,0.13513513513513514,,0.17647058823529413,0.16666666666666666,,,0.14285714285714285,,0.5,,,,0.2222222222222222,0.5,1.0,,0.3333333333333333,0.3333333333333333,0.5,0.4444444444444444,0.75,0.75,1.0,,,,,,,,,0.5,1.0,,,,,,,,,0.2222222222222222,,0.4558666666666666,0.4756,0.45155,0.1,0.1,,0.2727272727272727,0.18181818181818182,11.02222222222222,,0.2,,,,,,1.0,,,,,,0.5,,1.0,,,True,,,,,,
345,1610612759,Terry Porter,Terry Porter,345,SAS,4893.0,82,5,143,143,38,34,17,286,3.0,3.0,,,,,1.0,1.0,2.0,5,,2.0,,,,3.0,9.0,1.0,2.0,4.0,6,9,3.0,11.0,,21,151,,,1.0,,,1.0,2.0,4.0,,6.0,6.0,6.0,6.0,,,9.0,3.0,,,4.0,1.0,5.0,1.0,,,2.0,2.0,11.0,,,,1.0,3.0,,4,,4,,3.0,3.0,,1.0,1.0,1.0,2.0,,3.0,,1.0,2.0,6.0,,1.0,,,,,,,,,,,6.0,38,2.0,0.5,0.5,0.6666666666666666,0.2727272727272727,0.5,0.2727272727272727,0.6666666666666666,,,0.525,,0.6,0.525,,0.6,0.55,,,,,13.93939393939394,0.3333333333333333,,,0.046875,,0.07142857142857142,,0.05128205128205128,,,,,,,0.07407407407407407,0.0625,0.09090909090909091,,,,0.15,1.0,1.0,0.6666666666666666,0.05,1.0,1.0,0.25,0.4,0.4,0.5,0.1,,,,0.45,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,1.0,,,,,0.8,0.5,0.7,0.3333333333333333,0.5384074999999999,0.528,0.5364899999999999,,,,,0.2857142857142857,12.533333333333333,24.62727272727273,0.26573426573426573,,,,,,,,,,,,,,,,3.0,True,,,,,,
