EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Steals,LostBallSteals,DefArc3ReboundPct,FTDefRebounds,BadPassSteals,LongMidRangePctBlocked,DefFTReboundPct,OffCorner3ReboundPct,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,PtsUnassisted3s,BadPassTurnovers,Technical Free Throw Trips,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,LostBallOutOfBoundsTurnovers,Travels,OffAtRimReboundPct,OffShortMidRangeReboundPct,Defensive 3 Seconds Violations,on,FTOffRebounds,OffFTReboundPct,PenaltyCorner3FGM,SecondChanceTurnovers,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips
121,1610612753,Patrick Ewing,Patrick Ewing,121,ORL,374.0,6,3,11,11,11,1,22,1.0,2.0,1.0,2.0,2.0,11,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,16.666666666666668,0.2222222222222222,0.25,0.2,0.25,0.5,0.4,1.0,1.0,0.5,1.0,1.0,1.0,0.62975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,7336.0,122,8,218,219,86,25,437,10.0,18.0,28.0,55.0,89.0,218,28.0,4.0,10.0,14.0,4.0,32.0,1.0,16.0,17.0,3.0,20.0,4.0,1.0,4.0,3.0,0.5,0.5185185185185185,0.509090909090909,0.5,0.55625,0.07272727272727272,0.16666666666666666,35.53719008264463,0.13445378151260504,0.0136986301369863,0.12878787878787878,0.02857142857142857,0.025,0.12244897959183673,0.75,0.27692307692307694,0.5555555555555556,0.6666666666666666,0.5,0.4307692307692308,0.46223307692307697,58.0,2.0,2.0,2.0,5.0,10.0,13.0,27.0,3.0,10.0,1.0,1.0,2.0,6.0,3.0,10.0,24.0,2.0,3.0,1.0,1.0,5.0,12.0,1.0,5.0,2.0,6.0,10.0,18.0,28.0,9.0,2.0,10.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,6.0,3.0,3.0,9.0,1.0,33.0,2.0,11.0,1.0,5.0,2.0,1.0,1.0,18.0,58.0,2.0,1.0,0.3,1.0,0.3333333333333333,0.3,0.6666666666666666,0.2,0.875,0.36363636363636365,0.8571428571428571,0.47368421052631576,0.15384615384615385,0.1,0.8333333333333334,0.07692307692307693,0.0625,0.08,0.15789473684210525,0.125,0.3333333333333333,0.03333333333333333,0.15384615384615385,0.5,0.5555555555555556,0.2,0.4153846153846154,0.48148148148148145,0.48148148148148145,0.6153846153846154,0.15384615384615385,0.3,0.3,1.0,0.5,1.0,0.5,0.25,1.0,1.0,0.18181818181818182,0.5454545454545454,0.3333333333333333,0.3,0.55575,0.46516818181818176,0.16,0.171875,0.09090909090909091,0.1348314606741573,0.20224719101123595,10.698181818181817,25.13,0.26605504587155965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,2062.0,34,-6,59,56,19,11,115,1.0,1.0,5.0,7.0,12.0,64,8.0,,2.0,2.0,,4.0,,2.0,3.0,,3.0,,,,,0.8,0.8,0.7142857142857143,0.45454545454545453,0.5,,,18.84057971014493,0.06666666666666667,,0.08823529411764706,,,,,0.09090909090909091,1.0,1.0,,0.45454545454545453,0.459,17.0,,,,1.0,2.0,3.0,4.0,,4.0,,,,1.0,,4.0,2.0,,,,,,,,1.0,,1.0,2.0,2.0,2.0,,,4.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,2.0,4.0,,2.0,,,,1.0,,,,2.0,17.0,1.0,,,,,,,,,,,0.3333333333333333,0.36363636363636365,,,0.25,,,,0.25,,,0.18181818181818182,0.5,0.5,1.0,0.36363636363636365,0.75,0.75,1.0,0.36363636363636365,,,,,,,,,,,0.5,,,,0.369425,,,,,0.16666666666666666,14.142857142857142,25.25,0.288135593220339,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
270,1610612753,Horace Grant,Horace Grant,270,ORL,7686.0,128,14,231,230,86,25,461,1.0,2.0,8.0,22.0,18.0,224,16.0,3.0,6.0,9.0,4.0,21.0,3.0,20.0,23.0,8.0,31.0,1.0,1.0,1.0,,1.0,1.0,0.36363636363636365,0.36363636363636365,0.391304347826087,0.13636363636363635,0.5,9.803921568627452,0.16260162601626016,0.03896103896103896,0.15217391304347827,0.07339449541284404,0.06976744186046512,0.19607843137254902,,0.09090909090909091,0.5,1.0,1.0,0.09090909090909091,0.40825,67.0,1.0,2.0,,,3.0,7.0,17.0,,,,,,,,,2.0,3.0,5.0,,,,6.0,,2.0,,,,,,,,,,3.0,3.0,,,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,,1.0,,,,,,,67.0,1.0,,,,,,0.6,,0.6,,0.6,,,0.3333333333333333,0.5,0.06666666666666667,0.15625,0.16,0.15384615384615385,0.12121212121212122,,0.18181818181818182,0.13636363636363635,,,,0.7727272727272727,0.4117647058823529,0.4375,1.0,,,,,0.4,0.5,1.0,,,,,,,,0.43463333333333337,0.3597,0.043478260869565216,0.043478260869565216,,0.3333333333333333,,14.395454545454545,,0.29004329004329005,3.0,2.0,0.08333333333333333,2.0,1.0,0.058823529411764705,0.3333333333333333,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,True,,,,,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,7229.0,120,12,217,217,84,21,434,6.0,8.0,13.0,18.0,48.0,212,16.0,1.0,10.0,11.0,3.0,23.0,1.0,4.0,5.0,2.0,7.0,,,,,0.6153846153846154,0.6153846153846154,0.7222222222222222,0.5303030303030303,0.5641025641025641,0.05555555555555555,,18.565400843881857,0.03508771929824561,0.014705882352941176,0.0390625,0.020202020202020204,0.02564102564102564,0.0425531914893617,,0.24242424242424243,0.75,0.75,0.3333333333333333,0.696969696969697,0.5374439393939394,59.0,,,1.0,1.0,1.0,6.0,9.0,2.0,10.0,,,2.0,2.0,3.0,15.0,13.0,,,,2.0,3.0,3.0,3.0,5.0,2.0,3.0,9.0,21.0,10.0,6.0,,10.0,2.0,1.0,1.0,,,7.0,1.0,1.0,,4.0,1.0,1.0,3.0,5.0,2.0,1.0,10.0,,16.0,,1.0,,5.0,,,1.0,21.0,59.0,4.0,0.6666666666666666,0.2,,0.6666666666666666,0.2,,0.6,,0.75,0.3333333333333333,0.7692307692307693,0.45454545454545453,,0.8,0.07142857142857142,0.03225806451612903,0.041666666666666664,0.027777777777777776,0.03225806451612903,0.3333333333333333,,0.030303030303030304,1.0,1.0,1.0,0.2727272727272727,0.6666666666666666,0.75,0.8333333333333334,0.30303030303030304,0.2,0.2,0.5,,,,,,,0.125,0.25,1.0,0.2,,0.5008812500000001,0.029411764705882353,0.05263157894736842,,0.0625,0.4375,9.677777777777777,24.54,0.271889400921659,2.0,,,,2.0,0.1111111111111111,,,1.0,1.0,5.0,2.0,1.0,3.0,1.0,4.0,0.15151515151515152,0.2,0.2,1.0,1.0,1.0,0.125,,,,,,True,,,,,,
42,1610612753,Monty Williams,Monty Williams,42,ORL,3618.0,60,12,105,111,24,11,216,7.0,15.0,7.0,16.0,18.0,106,6.0,4.0,6.0,7.0,,15.0,4.0,8.0,9.0,4.0,13.0,,,,,0.42857142857142855,0.6,0.4375,0.4117647058823529,0.42857142857142855,0.25,0.2,21.186440677966104,0.12903225806451613,0.1111111111111111,0.13043478260869565,0.08695652173913043,,0.11538461538461539,,0.8823529411764706,0.4666666666666667,0.5833333333333334,0.42857142857142855,0.9411764705882353,0.5674264705882353,26.0,2.0,4.0,2.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,4.0,2.0,4.0,,1.0,,4.0,1.0,2.0,,1.0,1.0,3.0,8.0,,4.0,1.0,,1.0,1.0,,,6.0,,1.0,,,,4.0,,4.0,2.0,2.0,4.0,,8.0,,2.0,,2.0,,,,3.0,26.0,,,,,,,0.5,0.5,0.4,0.3333333333333333,0.4,0.3,0.058823529411764705,1.0,,0.14285714285714285,,,0.16666666666666666,0.1111111111111111,,,0.058823529411764705,,,,,,,,0.058823529411764705,,,,0.8,0.5,,0.2,,,0.6666666666666666,0.3333333333333333,,,0.5648899999999999,0.5859166666666666,0.10526315789473684,0.1111111111111111,,0.2222222222222222,0.16666666666666666,0.4,24.7,0.24761904761904763,2.0,,0.16666666666666666,,2.0,,,,1.0,,,,,,,,,,,,,0.5,,1.0,2.0,0.21428571428571427,0.2,,True,,,,,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,3142.0,52,15,100,96,51,8,196,3.0,4.0,5.0,15.0,23.0,82,4.0,1.0,3.0,4.0,1.0,9.0,,3.0,4.0,,4.0,,,,,0.4,0.4,0.3333333333333333,0.29411764705882354,0.4791666666666667,0.06666666666666667,0.25,26.168224299065418,0.057692307692307696,,0.06779661016949153,,,0.045454545454545456,,0.23529411764705882,0.75,1.0,0.6666666666666666,0.35294117647058826,0.45462352941176465,42.0,,,1.0,1.0,3.0,1.0,8.0,,2.0,,1.0,,1.0,,2.0,13.0,,,,1.0,1.0,1.0,2.0,6.0,,1.0,9.0,13.0,6.0,,,2.0,,1.0,1.0,,,2.0,,1.0,,4.0,,,1.0,4.0,1.0,2.0,2.0,,14.0,,4.0,,3.0,,,,13.0,42.0,,,,,,,,0.3333333333333333,,0.2857142857142857,0.25,0.5416666666666666,0.11764705882352941,,1.0,0.14285714285714285,,,0.05555555555555555,0.08333333333333333,,,0.17647058823529413,0.3333333333333333,0.3333333333333333,,0.47058823529411764,0.125,0.125,,0.11764705882352941,,,,,,,1.0,,,0.14285714285714285,0.14285714285714285,,,0.53175,0.3997928571428571,0.19047619047619047,0.21052631578947367,,0.043478260869565216,0.5652173913043478,11.313333333333333,26.85,0.42,,,0.2,,,,,,1.0,,,,,,3.0,,,,,,,1.0,,,,,,,True,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,6537.0,109,15,204,196,62,21,400,,,3.0,12.0,24.0,187,6.0,,7.0,7.0,3.0,14.0,2.0,16.0,22.0,2.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.4375,0.46153846153846156,,,12.499999999999998,0.16161616161616163,0.029411764705882353,0.17699115044247787,0.02040816326530612,0.02631578947368421,0.1794871794871795,1.0,,,,,0.5,0.48160625,61.0,,,,,1.0,3.0,11.0,4.0,8.0,1.0,1.0,,2.0,5.0,12.0,3.0,,1.0,1.0,1.0,,3.0,,1.0,,3.0,3.0,3.0,,15.0,,8.0,4.0,,,,,4.0,,4.0,,,1.0,2.0,,2.0,2.0,5.0,13.0,1.0,4.0,,,,2.0,,,,3.0,61.0,2.0,1.0,0.4166666666666667,1.0,,0.4166666666666667,,,0.75,,0.75,0.25,0.5,,,0.2857142857142857,,,0.16666666666666666,0.125,,,0.041666666666666664,,,,0.4583333333333333,0.2727272727272727,0.2727272727272727,1.0,0.3333333333333333,0.5,0.5,1.0,,,,0.5,1.0,1.0,,0.5,,0.5,0.3903,0.4663,,,,0.125,0.125,17.066666666666666,24.600000000000005,0.29901960784313725,1.0,,0.36363636363636365,2.0,1.0,,0.3333333333333333,,,1.0,4.0,,1.0,,,,0.16666666666666666,0.25,0.25,1.0,,,0.25,,,0.05263157894736842,,1.0,True,,,,,,
690,1610612753,Don Reid,Don Reid,690,ORL,446.0,7,-3,10,14,7,2,24,2.0,2.0,2.0,2.0,4.0,16,4.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,18.181818181818183,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.50525,5.0,2.0,2.0,,,,,,,,,,,,,,,2.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,5.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.50525,,,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1114,1610612753,Jaren Jackson,Jaren Jackson,1114,ORL,257.0,4,1,9,10,7,1,19,,,,,,7,,,,,,,,,1.0,,1.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,False,,,,,,
