EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,FG3A,PenaltyFtPoints,NonHeaveArc3FGA,ShortMidRangeAssists,NonShootingFoulsDrawn,FG3APct,Arc3Frequency,Avg3ptShotDistance,Corner3FGM,Corner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,DefFTReboundPct,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyCorner3FGA,PtsUnassisted3s,PtsPutbacks,Corner3Assists,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,BlocksRecoveredPct,PenaltyCorner3Frequency,PenaltyCorner3FGM,FTOffRebounds,Travels,OffFTReboundPct,PenaltyCorner3Accuracy,SelfOReb,SelfORebPct,3SecondViolations,on,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct
1723,1610612755,Matt Harpring,Matt Harpring,1723,PHI,6095.0,102.0,-2.0,186.0,185.0,37.0,29.0,26.0,371.0,6.0,10.0,1.0,4.0,3.0,5.0,2.0,6.0,12.0,19.0,20.0,35.0,6.0,46.0,199.0,5.0,11.0,1.0,11.0,5.0,9.0,10.0,38.0,2.0,3.0,7.0,7.0,1.0,6.0,14.0,1.0,9.0,3.0,6.0,9.0,10.0,19.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,9.0,1.0,8.0,2.0,5.0,10.0,37.0,1.0,0.95,0.95,0.5714285714285714,0.45454545454545453,0.5555555555555556,0.5714285714285714,0.45454545454545453,0.5555555555555556,0.6052631578947368,0.4583333333333333,0.5555555555555556,0.08571428571428572,0.1,0.3333333333333333,19.626168224299064,0.75,0.09230769230769231,0.11392405063291139,0.1,0.1111111111111111,0.09473684210526316,0.11363636363636363,0.21052631578947367,0.16666666666666666,0.047619047619047616,1.0,0.15789473684210525,0.045454545454545456,0.08333333333333333,0.08,0.2,0.2857142857142857,0.6,0.6666666666666666,1.0,0.17142857142857143,0.3333333333333333,0.5,0.5,0.5428571428571428,0.631578947368421,0.631578947368421,1.0,0.36363636363636365,0.25,1.0,0.5555555555555556,0.6,0.2857142857142857,0.4415657142857143,0.45137,0.5230666666666667,0.13157894736842105,0.13157894736842105,0.2391304347826087,0.21739130434782608,10.977142857142857,0.1989247311827957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1952,1610612755,Raja Bell,Raja Bell,1952,PHI,172.0,3.0,4.0,5.0,5.0,5.0,5.0,,10.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2049,1610612755,Speedy Claxton,Speedy Claxton,2049,PHI,1609.0,27.0,-1.0,46.0,50.0,20.0,22.0,4.0,96.0,,,,,,,,1.0,1.0,5.0,1.0,6.0,1.0,3.0,51.0,,,,,,1.0,1.0,2.0,,,8.0,8.0,4.0,2.0,16.0,,,,,,,,3.0,1.0,2.0,1.0,,,1.0,1.0,,,,2.0,,2.0,,,1.0,20.0,1.0,1.0,1.0,0.16666666666666666,,,0.14285714285714285,,,0.1875,,0.25,,,,17.647058823529413,1.0,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,0.7142857142857143,0.2,0.2,1.0,,,,,,0.14285714285714285,0.3981071428571428,,0.3359,,,,0.3333333333333333,16.85,0.43478260869565216,1.0,1.0,1.0,1.0,2.0,1.0,0.14285714285714285,0.14285714285714285,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,6243.0,104.0,-3.0,192.0,194.0,109.0,73.0,24.0,386.0,4.0,7.0,,,2.0,3.0,1.0,3.0,6.0,11.0,11.0,21.0,7.0,38.0,203.0,,1.0,2.0,5.0,7.0,12.0,17.0,16.0,6.0,1.0,8.0,11.0,6.0,2.0,25.0,1.0,,4.0,8.0,13.0,1.0,14.0,7.0,2.0,5.0,4.0,1.0,2.0,3.0,6.0,,3.0,3.0,10.0,,9.0,2.0,4.0,17.0,109.0,2.0,0.7272727272727273,0.7272727272727273,0.5238095238095238,,0.5833333333333334,0.5344827586206896,0.5,0.5,0.578125,0.625,0.4722222222222222,0.047619047619047616,,,17.51152073732719,0.6666666666666666,0.13793103448275862,,0.125,0.045454545454545456,0.13333333333333333,0.011494252873563218,,,,,0.08,0.125,0.23529411764705882,0.14814814814814814,,0.2413793103448276,0.5714285714285714,0.5714285714285714,0.75,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,0.3793103448275862,0.5454545454545454,0.6,0.6666666666666666,,,,0.17647058823529413,0.6666666666666666,0.5172413793103449,0.49511249999999996,0.563025,0.46734687499999994,0.12903225806451613,0.17391304347826086,0.13157894736842105,0.4473684210526316,10.914285714285715,0.5677083333333334,7.0,8.0,,7.0,,1.0,0.27586206896551724,0.2413793103448276,27.2125,1.0,1.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,2.0,1.0,5.0,9.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,0.5,0.2,0.375,0.09090909090909091,0.2,0.047619047619047616,0.034482758620689655,1.0,1.0,1.0,0.2857142857142857,0.2857142857142857,1.0,0.6666666666666666,0.5,1.0,0.29411764705882354,0.2,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,True,,,,
934,1610612755,Derrick Coleman,Derrick Coleman,934,PHI,11555.0,193.0,-26.0,352.0,352.0,126.0,94.0,46.0,704.0,11.0,14.0,4.0,5.0,5.0,5.0,3.0,8.0,4.0,7.0,18.0,29.0,16.0,64.0,382.0,4.0,5.0,1.0,9.0,8.0,9.0,27.0,28.0,8.0,3.0,9.0,10.0,4.0,4.0,21.0,2.0,13.0,11.0,18.0,31.0,15.0,46.0,1.0,,1.0,4.0,,1.0,4.0,5.0,,3.0,5.0,10.0,,20.0,,6.0,27.0,126.0,,0.7777777777777778,0.9333333333333333,0.6206896551724138,0.8,0.8888888888888888,0.5714285714285714,0.8,0.6333333333333333,0.6153846153846154,0.75,0.675,0.10344827586206896,0.14285714285714285,0.125,14.179104477611942,0.8,0.15789473684210525,0.0948905109489051,0.19298245614035087,0.06666666666666667,0.1695906432748538,0.08982035928143713,0.02857142857142857,0.09090909090909091,0.13043478260869565,,0.18604651162790697,0.17142857142857143,0.1111111111111111,0.20408163265306123,0.125,0.3333333333333333,0.7857142857142857,0.9166666666666666,0.6363636363636364,0.19047619047619047,0.375,0.42857142857142855,1.0,0.16666666666666666,0.5714285714285714,0.5714285714285714,1.0,1.0,0.8,,0.3333333333333333,1.0,0.6428571428571429,0.5025226190476191,0.58398,0.4864233333333333,0.125,0.17142857142857143,0.140625,0.421875,7.593103448275862,0.35795454545454547,12.0,13.0,8.0,12.0,1.0,4.0,0.30952380952380953,0.2857142857142857,25.407692307692304,,1.0,4.0,,,1.0,5.0,4.0,,,1.0,6.0,9.0,4.0,1.0,,2.0,,1.0,3.0,,0.75,0.3076923076923077,,0.16666666666666666,0.3076923076923077,,0.3333333333333333,0.07142857142857142,0.023809523809523808,,,,0.3333333333333333,0.3333333333333333,0.75,,,,0.3333333333333333,0.2,0.3333333333333333,1.0,3.0,6.0,1.0,6.0,1.0,1.0,3.0,3.0,7.0,4.0,1.0,0.5714285714285714,0.06666666666666667,,,,,,,,,True,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,10497.0,175.0,-27.0,322.0,321.0,119.0,84.0,43.0,643.0,9.0,23.0,1.0,1.0,3.0,9.0,5.0,15.0,14.0,38.0,28.0,76.0,42.0,116.0,352.0,1.0,1.0,2.0,4.0,12.0,27.0,55.0,24.0,32.0,5.0,14.0,17.0,4.0,8.0,37.0,,,7.0,9.0,16.0,1.0,17.0,9.0,3.0,6.0,8.0,6.0,3.0,2.0,11.0,2.0,4.0,2.0,6.0,1.0,52.0,2.0,20.0,55.0,119.0,1.0,0.42857142857142855,0.42857142857142855,0.3684210526315789,1.0,0.4444444444444444,0.3894736842105263,1.0,0.5,0.4831932773109244,1.0,0.5978260869565217,0.06578947368421052,0.13043478260869565,,35.326086956521735,0.7272727272727273,0.08653846153846154,,0.14,,0.1038961038961039,,,,,,0.05128205128205128,0.0967741935483871,0.11764705882352941,0.11627906976744186,0.2857142857142857,0.24210526315789474,0.391304347826087,0.45,0.5555555555555556,0.15789473684210525,0.3333333333333333,0.3333333333333333,,0.4,0.3684210526315789,0.3888888888888889,0.5,1.0,1.0,,0.25,0.3333333333333333,0.4421052631578947,0.4769329787234043,0.6044,0.4739680555555555,0.17699115044247787,0.2127659574468085,0.034482758620689655,0.47413793103448276,10.836842105263157,0.3695652173913043,18.0,19.0,19.0,18.0,2.0,6.0,0.2,0.18947368421052632,26.63157894736842,1.0,1.0,5.0,,,3.0,8.0,6.0,,,4.0,9.0,15.0,5.0,3.0,2.0,,1.0,,,2.0,0.8333333333333334,0.3157894736842105,,0.4444444444444444,0.3157894736842105,0.05263157894736842,,,0.010526315789473684,1.0,1.0,1.0,0.2777777777777778,0.2777777777777778,0.8,,,,0.2222222222222222,0.375,0.2777777777777778,1.0,3.0,,1.0,,,,,,,,,,0.027777777777777776,1.0,1.0,1.0,0.1,1.0,,,,True,,,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,9077.0,151.0,-30.0,279.0,275.0,87.0,71.0,36.0,554.0,2.0,7.0,,1.0,,1.0,5.0,10.0,9.0,30.0,16.0,47.0,15.0,50.0,306.0,1.0,5.0,,2.0,3.0,11.0,15.0,18.0,14.0,5.0,21.0,25.0,7.0,12.0,54.0,1.0,2.0,4.0,14.0,18.0,3.0,21.0,5.0,3.0,2.0,7.0,6.0,5.0,1.0,12.0,1.0,,7.0,13.0,1.0,20.0,,6.0,15.0,87.0,2.0,0.5625,0.5625,0.3404255319148936,0.2,0.2727272727272727,0.33653846153846156,0.2,0.32142857142857145,0.4032258064516129,0.2,0.39473684210526316,0.10638297872340426,0.42857142857142855,0.1,23.270440251572325,0.5833333333333334,0.15555555555555556,0.018018018018018018,0.09090909090909091,0.05,0.13432835820895522,0.022900763358778626,,,0.03571428571428571,,0.125,0.2222222222222222,0.12903225806451613,0.05128205128205128,0.4,0.1346153846153846,0.2857142857142857,0.5,0.5,0.19230769230769232,0.5,0.5555555555555556,,0.5769230769230769,0.3,0.3103448275862069,0.8888888888888888,0.2,,,0.07142857142857142,,0.23076923076923078,0.41617692307692306,0.41945,0.3932428571428571,0.10344827586206896,0.11320754716981132,0.04,0.3,13.05531914893617,0.3118279569892473,3.0,5.0,6.0,3.0,2.0,4.0,0.09615384615384616,0.057692307692307696,25.139999999999997,1.0,2.0,,,,,2.0,1.0,,,1.0,3.0,3.0,,4.0,3.0,,3.0,,,,1.0,0.2,,0.3333333333333333,0.2,0.03333333333333333,,0.05555555555555555,0.038461538461538464,0.5,0.5,1.0,,,,,,,0.14285714285714285,,,1.0,,,1.0,,,,,,,,,,0.07142857142857142,1.0,,1.0,,1.0,3.0,0.1,,True,,,,
87,1610612755,Dikembe Mutombo,Dikembe Mutombo,87,PHI,7848.0,131.0,-21.0,237.0,239.0,67.0,40.0,30.0,476.0,7.0,11.0,3.0,4.0,1.0,2.0,2.0,7.0,,1.0,9.0,19.0,13.0,31.0,252.0,3.0,6.0,1.0,7.0,1.0,2.0,7.0,10.0,8.0,1.0,3.0,3.0,,3.0,6.0,,7.0,7.0,18.0,27.0,7.0,34.0,2.0,2.0,,1.0,,6.0,1.0,7.0,2.0,1.0,5.0,12.0,4.0,20.0,,8.0,7.0,67.0,,0.5555555555555556,0.8333333333333334,0.47368421052631576,0.5,0.5,0.47368421052631576,0.5,0.5,0.5344827586206896,0.5,0.7,0.05263157894736842,0.09090909090909091,,13.333333333333332,0.14285714285714285,0.225,0.07291666666666667,0.1794871794871795,,0.21008403361344538,0.0625,0.09090909090909091,0.08333333333333333,0.06,,0.16,0.28,0.23333333333333334,0.19444444444444445,,0.5789473684210527,0.6363636363636364,0.7,0.5714285714285714,0.3684210526315789,0.2857142857142857,0.2857142857142857,0.5,0.05263157894736842,,,,0.6666666666666666,0.75,,1.0,0.5,0.5789473684210527,0.5114842105263158,0.5196333333333333,0.5037499999999999,0.2962962962962963,0.2962962962962963,0.22580645161290322,0.22580645161290322,4.589473684210526,0.28270042194092826,,,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,6.0,,9.0,,,7.0,2.0,9.0,7.0,1.0,0.7777777777777778,,,,1.0,,,,,1.0,True,,,,
365,1610612755,Derrick McKey,Derrick McKey,365,PHI,1493.0,25.0,-17.0,45.0,45.0,17.0,16.0,9.0,90.0,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,3.0,5.0,,6.0,49.0,1.0,2.0,,2.0,,1.0,,4.0,2.0,,,,,,,1.0,1.0,,2.0,2.0,2.0,4.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,,,,,,17.0,,0.6666666666666666,1.0,0.6,0.5,,0.6,0.5,,0.6,0.5,,,,,10.714285714285714,1.0,0.125,0.041666666666666664,,0.14285714285714285,0.09090909090909091,0.06451612903225806,0.125,,,,0.1,0.2,,,,0.4,0.5,0.5,,0.2,1.0,1.0,1.0,0.4,0.5,0.5,1.0,1.0,0.5,,1.0,,0.4,0.46186,0.5847,0.5847,,,0.3333333333333333,,7.840000000000001,0.37777777777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,2.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,True,,,,
916,1610612755,Corie Blount,Corie Blount,916,PHI,3184.0,53.0,-7.0,96.0,94.0,43.0,36.0,12.0,190.0,1.0,2.0,1.0,2.0,,,,1.0,,3.0,1.0,6.0,,2.0,113.0,1.0,3.0,,2.0,,2.0,,,2.0,,,1.0,,,3.0,1.0,3.0,,3.0,3.0,4.0,7.0,,,,1.0,,1.0,1.0,2.0,,,3.0,7.0,1.0,,,,,43.0,,,,0.16666666666666666,0.3333333333333333,,0.16666666666666666,0.3333333333333333,,0.16666666666666666,0.3333333333333333,,,,,7.339449541284403,0.5,0.10714285714285714,0.09375,,0.09090909090909091,0.06818181818181818,0.09302325581395349,0.2857142857142857,,0.058823529411764705,,0.07692307692307693,0.1,0.2,,,0.3333333333333333,0.5,0.5,,0.16666666666666666,,,,0.5,,,,0.6666666666666666,0.5,,,,0.3333333333333333,0.4045,0.57925,0.2613,,,1.0,,9.516666666666666,0.4479166666666667,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,2.0,,2.0,,,2.0,,2.0,2.0,,1.0,,,,,,,,,,True,,,,
