EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3Assists,BadPassTurnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,OffCorner3ReboundPct,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,Travels,OffensiveGoaltends,LongMidRangePctBlocked,DefCorner3ReboundPct,ShortMidRangePctAssisted,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,on,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,3SecondViolations,SecondChanceAtRimPctAssisted,Arc3PctBlocked
120,1610612759,Steven Smith,Steven Smith,120,SAS,13309.0,222,13,395,390,101,84,60,785,7.0,12.0,4.0,7.0,3.0,7.0,2.0,10.0,4.0,13.0,4.0,10.0,2.0,1.0,1.0,4.0,19.0,1.0,1.0,7.0,13.0,35,8.0,29.0,23.0,73.0,399,4.0,11.0,3.0,8.0,5.0,14.0,2.0,8.0,9.0,25.0,4.0,22.0,21.0,3.0,8.0,1.0,18.0,4.0,3.0,8.0,2.0,10.0,2.0,3.0,4.0,1.0,22.0,3.0,8.0,1.0,3.0,9.0,2.0,14.0,12.0,26,5.0,6.0,4.0,2.0,1.0,1.0,5.0,1.0,6.0,2.0,3.0,15,2.0,3.0,24.0,5.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,25.0,101,2.0,0.15384615384615385,0.2222222222222222,0.875,0.27586206896551724,0.25,0.2857142857142857,0.37142857142857144,0.36363636363636365,0.35714285714285715,0.390625,0.2857142857142857,0.36363636363636365,0.4657534246575342,0.2857142857142857,0.46153846153846156,0.453125,0.08571428571428572,0.08333333333333333,0.2,16.80851063829787,0.16666666666666666,0.16666666666666666,0.09090909090909091,0.05389221556886228,0.044444444444444446,0.08333333333333333,0.075,0.059113300492610835,0.05,0.05128205128205128,0.05,0.03278688524590164,0.125,0.075,0.015384615384615385,0.08064516129032258,0.10344827586206896,0.1282051282051282,1.0,0.1875,0.5833333333333334,0.6363636363636364,0.14285714285714285,0.15625,0.2,0.25,0.203125,0.3076923076923077,0.3076923076923077,0.25,0.15625,0.4,0.4,1.0,0.296875,0.21052631578947367,0.21052631578947367,0.75,0.5,0.5714285714285714,0.14285714285714285,0.07142857142857142,0.3181818181818182,0.42857142857142855,0.045454545454545456,1.0,0.3181818181818182,0.14285714285714285,0.640625,0.2222222222222222,0.494234126984127,0.48576363636363634,0.45770952380952373,0.07246376811594203,0.10256410256410256,0.03333333333333333,0.1095890410958904,0.3424657534246575,8.791428571428572,25.462068965517236,0.25569620253164554,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,20701.0,345,-12,607,615,202,177,85,1222,7.0,11.0,1.0,2.0,2.0,3.0,,7.0,7.0,18.0,11.0,24.0,,3.0,6.0,,1.0,1.0,,1.0,14.0,36,11.0,25.0,7.0,68.0,643,1.0,6.0,1.0,2.0,4.0,10.0,3.0,7.0,3.0,20.0,24.0,4.0,33.0,,2.0,,1.0,,4.0,10.0,4.0,14.0,2.0,4.0,,6.0,32.0,4.0,5.0,,3.0,16.0,5.0,24.0,9.0,33,1.0,11.0,6.0,5.0,4.0,3.0,3.0,,7.0,,7.0,28,1.0,,14.0,,3.0,,5.0,2.0,2.0,7.0,5.0,,20.0,202,9.0,0.8571428571428571,0.9230769230769231,1.0,0.44,0.42857142857142855,0.44,0.3888888888888889,0.16666666666666666,0.4,0.5,0.14285714285714285,0.5,0.5,0.14285714285714285,0.45454545454545453,0.4098360655737705,0.1111111111111111,0.18181818181818182,0.2857142857142857,10.548523206751055,0.5714285714285714,0.22727272727272727,,0.06177606177606178,0.01968503937007874,0.05084745762711865,0.0625,0.059748427672955975,0.02830188679245283,0.03508771929824561,0.009900990099009901,0.020833333333333332,0.09375,0.03225806451612903,0.08490566037735849,0.054945054945054944,0.06666666666666667,0.03125,0.7142857142857143,0.18032786885245902,0.6363636363636364,0.7777777777777778,0.7142857142857143,0.11475409836065574,,,0.29508196721311475,0.3888888888888889,0.3888888888888889,1.0,0.39344262295081966,0.4583333333333333,0.4583333333333333,1.0,0.01639344262295082,,,,0.2857142857142857,0.5,,0.14285714285714285,0.17647058823529413,0.6666666666666666,0.35294117647058826,0.5,0.058823529411764705,,0.5901639344262295,,0.49191311475409844,0.43515,0.46401176470588235,0.047619047619047616,0.07894736842105263,,0.029411764705882353,0.29411764705882354,10.775,23.428,0.33278418451400327,2.0,4.0,1.0,1.0,5.0,1.0,1.0,3.0,0.03125,,,,,,,,,,,,,True,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,17066.0,284,6,496,499,156,131,67,995,32.0,48.0,10.0,16.0,10.0,12.0,23.0,67.0,7.0,28.0,,,,,,,,,,,62.0,143,,,60.0,184.0,527,12.0,23.0,,37.0,19.0,35.0,,,22.0,60.0,44.0,80.0,,,20.0,,,,11.0,27.0,8.0,35.0,6.0,16.0,3.0,8.0,78.0,1.0,20.0,,9.0,61.0,7.0,77.0,21.0,98,6.0,5.0,3.0,2.0,15.0,5.0,12.0,6.0,27.0,3.0,8.0,14,,3.0,73.0,,32.0,,7.0,,,25.0,16.0,1.0,60.0,156,,0.3548387096774194,0.4230769230769231,,,,,0.43356643356643354,0.5217391304347826,0.5428571428571428,0.43356643356643354,0.5217391304347826,0.5428571428571428,0.519774011299435,0.5967741935483871,0.625,,0.07692307692307693,0.08333333333333333,0.08955223880597014,35.233160621761655,0.5555555555555556,0.4117647058823529,,0.2747747747747748,0.0975609756097561,0.1836734693877551,0.02040816326530612,0.25830258302583026,0.08267716535433071,0.1956521739130435,0.08235294117647059,0.05405405405405406,0.041666666666666664,0.2545454545454545,0.2903225806451613,0.2702702702702703,0.1388888888888889,0.08571428571428572,0.64,0.3356643356643357,0.6666666666666666,0.7272727272727273,0.46875,0.46853146853146854,0.34328358208955223,0.3770491803278688,0.1958041958041958,0.25,0.25925925925925924,0.14285714285714285,,,,,,,,,0.6956521739130435,0.625,,,0.34285714285714286,0.8333333333333334,,,,,0.3356643356643357,,0.4615615384615384,0.5090954545454545,0.4587085714285714,0.18823529411764706,0.18823529411764706,,0.20108695652173914,0.32608695652173914,7.716783216783218,,0.31451612903225806,2.0,9.0,12.0,5.0,25.0,11.0,1.0,13.0,,13.0,1.0,1.0,1.0,0.03571428571428571,0.3076923076923077,0.2608695652173913,,,,,,True,,,,,,
1498,1610612759,Antonio Daniels,Antonio Daniels,1498,SAS,5772.0,96,-29,167,175,94,58,22,342,7.0,11.0,1.0,1.0,4.0,5.0,2.0,4.0,1.0,10.0,1.0,4.0,,,1.0,3.0,5.0,,2.0,3.0,10.0,25,4.0,9.0,14.0,46.0,193,1.0,1.0,,4.0,7.0,13.0,2.0,4.0,13.0,33.0,8.0,12.0,9.0,3.0,2.0,,5.0,3.0,2.0,3.0,3.0,6.0,2.0,1.0,2.0,,15.0,1.0,1.0,,3.0,10.0,,13.0,2.0,15,1.0,3.0,3.0,,,2.0,4.0,,4.0,,1.0,7,,2.0,17.0,,5.0,,4.0,,,,,,33.0,94,2.0,0.4,0.4444444444444444,0.75,0.4444444444444444,0.5,0.4444444444444444,0.4,1.0,0.5384615384615384,0.47058823529411764,1.0,0.5882352941176471,0.5476190476190477,1.0,0.66,0.2647058823529412,0.08,0.18181818181818182,,23.83419689119171,,,,0.14084507042253522,0.016129032258064516,0.1875,0.04,0.14942528735632185,0.022988505747126436,0.0625,,,,0.06666666666666667,0.13333333333333333,0.19230769230769232,0.16666666666666666,0.05555555555555555,,0.3235294117647059,0.6363636363636364,0.7777777777777778,0.2857142857142857,0.11764705882352941,0.5,0.5,0.29411764705882354,0.1,0.1,1.0,0.11764705882352941,0.25,0.25,,0.14705882352941177,0.6,0.6,1.0,1.0,1.0,,,0.29411764705882354,0.8,0.058823529411764705,,0.17647058823529413,0.6666666666666666,0.5882352941176471,0.6,0.5171308823529412,0.5715,0.4878941176470588,0.13157894736842105,0.1724137931034483,,0.08695652173913043,0.717391304347826,8.32,24.311111111111114,0.562874251497006,1.0,,2.0,1.0,,,,,0.07692307692307693,2.0,,,,,0.25,0.5,1.0,,,,,True,,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,11913.0,199,9,358,360,123,123,54,718,18.0,25.0,3.0,6.0,7.0,10.0,7.0,24.0,8.0,19.0,,,,,,,,,,,33.0,68,,,23.0,89.0,363,5.0,10.0,,14.0,13.0,25.0,,,8.0,34.0,50.0,16.0,,,6.0,,,,4.0,6.0,3.0,9.0,2.0,6.0,,,21.0,4.0,17.0,1.0,3.0,26.0,3.0,32.0,22.0,54,2.0,7.0,3.0,4.0,5.0,,4.0,2.0,9.0,2.0,9.0,21,3.0,,30.0,,12.0,,4.0,,,4.0,3.0,,34.0,123,3.0,0.7575757575757576,0.8333333333333334,,,,,0.4852941176470588,0.5,0.52,0.4852941176470588,0.5,0.52,0.5426829268292683,0.5384615384615384,0.5666666666666667,,0.058823529411764705,0.08,0.08333333333333333,21.02803738317757,0.5555555555555556,0.25,0.07142857142857142,0.17105263157894737,0.10625,0.07692307692307693,0.13333333333333333,0.1518324607329843,0.11052631578947368,0.05,0.18333333333333332,0.06666666666666667,0.07692307692307693,0.23529411764705882,0.16923076923076924,0.1320754716981132,0.10344827586206896,0.06451612903225806,0.75,0.36764705882352944,0.72,0.782608695652174,0.6666666666666666,0.35294117647058826,0.2916666666666667,0.3181818181818182,0.27941176470588236,0.42105263157894735,0.42105263157894735,1.0,,,,,,,,,0.6,0.5,,,0.4,0.7,,,,,0.36764705882352944,,0.4795985294117647,0.5659714285714286,0.47981999999999997,0.15384615384615385,0.15384615384615385,,0.15730337078651685,0.38202247191011235,7.875,,0.3435754189944134,1.0,3.0,4.0,2.0,4.0,3.0,,1.0,0.17647058823529413,4.0,1.0,1.0,1.0,,,0.7142857142857143,,,,,,True,,,,,,
198,1610612759,Danny Ferry,Danny Ferry,198,SAS,4425.0,74,-6,125,133,41,65,13,258,,,,,,,,3.0,2.0,3.0,,4.0,1.0,,2.0,4.0,6.0,,1.0,2.0,2.0,6,4.0,10.0,,16.0,135,,2.0,1.0,,2.0,3.0,1.0,4.0,,7.0,4.0,,12.0,,,,6.0,4.0,,1.0,1.0,2.0,,,,1.0,5.0,,4.0,,,7.0,1.0,8.0,4.0,12,1.0,,,,1.0,,1.0,1.0,2.0,,6.0,7,,,1.0,1.0,,,,,,,,,7.0,41,,1.0,1.0,1.0,0.4,0.25,0.4,0.3333333333333333,,0.6666666666666666,0.5,,0.5,0.5,,0.5,0.625,,,,12.67605633802817,0.5,0.16666666666666666,,0.12727272727272726,0.09090909090909091,,,0.09859154929577464,0.06666666666666667,,0.1875,0.05,,0.1875,0.14285714285714285,0.05555555555555555,,0.1,,,,,,0.1875,,,0.1875,0.6666666666666666,0.6666666666666666,1.0,0.25,,,,0.375,0.6666666666666666,0.6666666666666666,1.0,,,0.3333333333333333,,,,0.2857142857142857,,0.2857142857142857,0.5,0.625,0.6666666666666666,0.48440000000000005,0.49912500000000004,0.4850642857142856,,,,,0.4375,14.566666666666668,24.54,0.328,1.0,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,16685.0,278,8,490,497,159,138,70,987,23.0,37.0,1.0,3.0,3.0,10.0,7.0,21.0,8.0,29.0,1.0,3.0,,,1.0,4.0,15.0,1.0,1.0,5.0,38.0,87,5.0,18.0,16.0,107.0,516,1.0,6.0,1.0,4.0,6.0,24.0,1.0,6.0,7.0,22.0,14.0,62.0,15.0,,2.0,1.0,14.0,4.0,8.0,22.0,8.0,30.0,1.0,9.0,5.0,8.0,68.0,,4.0,,6.0,13.0,1.0,20.0,4.0,24,1.0,8.0,5.0,3.0,4.0,8.0,14.0,2.0,18.0,2.0,8.0,16,2.0,2.0,20.0,,9.0,,3.0,,,1.0,,,22.0,159,2.0,0.18421052631578946,0.1891891891891892,1.0,0.2777777777777778,0.16666666666666666,0.29411764705882354,0.4367816091954023,0.16666666666666666,0.25,0.43333333333333335,0.14285714285714285,0.25,0.47345132743362833,0.25,0.3142857142857143,0.17142857142857143,0.09195402298850575,0.13513513513513514,0.14285714285714285,22.822299651567942,0.2222222222222222,0.05555555555555555,,0.06074766355140187,0.019417475728155338,0.125,,0.07251908396946564,0.01593625498007968,0.021739130434782608,0.022727272727272728,0.013888888888888888,,0.0392156862745098,0.03333333333333333,0.1095890410958904,0.05555555555555555,0.018867924528301886,,0.3523809523809524,0.6216216216216216,0.71875,0.13043478260869565,0.2,0.3333333333333333,0.3888888888888889,0.2761904761904762,0.27586206896551724,0.27586206896551724,0.375,0.02857142857142857,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.26666666666666666,0.26666666666666666,1.0,0.42857142857142855,0.3333333333333333,,0.14285714285714285,0.3333333333333333,0.3,0.03333333333333333,,0.16666666666666666,0.2,0.5238095238095238,0.2857142857142857,0.5030447115384614,0.45805,0.4705534482758621,0.08181818181818182,0.09782608695652174,,0.037383177570093455,0.205607476635514,8.510344827586207,26.238888888888894,0.32448979591836735,7.0,2.0,5.0,4.0,1.0,1.0,,,,2.0,2.0,,,,0.3333333333333333,0.14285714285714285,,,,,,True,,,,,,
764,1610612759,David Robinson,David Robinson,764,SAS,3772.0,63,-4,104,108,23,21,12,212,2.0,4.0,1.0,2.0,,,1.0,3.0,2.0,5.0,,,,,,,,,,,5.0,12,,,,10.0,120,1.0,2.0,,2.0,1.0,1.0,,,,2.0,8.0,2.0,,,2.0,,,,1.0,3.0,2.0,5.0,,3.0,,,12.0,,3.0,,4.0,6.0,2.0,12.0,3.0,15,,3.0,1.0,2.0,,,,,,,4.0,12,,,2.0,,1.0,,,,,2.0,1.0,,2.0,23,1.0,0.8,1.0,,,,,0.4166666666666667,0.5,1.0,0.4166666666666667,0.5,1.0,0.38461538461538464,0.3333333333333333,1.0,,0.08333333333333333,0.25,,11.206896551724139,,0.5,,0.14285714285714285,0.09090909090909091,0.4,,0.19230769230769232,0.058823529411764705,,0.15384615384615385,0.07692307692307693,,0.07692307692307693,0.058823529411764705,0.3333333333333333,0.375,,0.5,0.3333333333333333,0.5,0.6666666666666666,0.5,0.25,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4,0.4,1.0,,,,,,,,,1.0,0.5,,,,,,,,,0.3333333333333333,,0.4543833333333333,0.46165,0.4224,0.07692307692307693,0.07692307692307693,,0.2,0.2,9.95,,0.22115384615384615,2.0,,,,2.0,2.0,,,,,,,,,0.5,1.0,,,,,,True,,,,,,
95,1610612759,Mark Bryant,Mark Bryant,95,SAS,3764.0,63,-17,112,113,30,18,18,225,2.0,5.0,2.0,2.0,,,1.0,3.0,2.0,3.0,,,,,,,,,,,5.0,11,,,3.0,13.0,119,3.0,4.0,,7.0,1.0,2.0,,,,2.0,4.0,6.0,,,6.0,,,,3.0,,,,,,,,,1.0,6.0,,1.0,3.0,,4.0,7.0,11,,1.0,,1.0,1.0,,,1.0,1.0,,3.0,11,4.0,,6.0,,3.0,,,,,2.0,1.0,,2.0,30,1.0,0.4,1.0,,,,,0.45454545454545453,0.75,0.5,0.45454545454545453,0.75,0.5,0.4642857142857143,0.5833333333333334,0.5,,0.2727272727272727,0.4,0.3333333333333333,11.538461538461538,1.0,,,0.06382978723404255,0.11538461538461539,0.125,0.14285714285714285,0.07272727272727272,0.11864406779661017,,0.16666666666666666,0.10526315789473684,0.25,0.07692307692307693,0.11764705882352941,,0.16666666666666666,,0.5,0.45454545454545453,0.4,0.6666666666666666,,0.2727272727272727,0.3333333333333333,0.5,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,0.5,1.0,,,,,,,,,0.45454545454545453,,0.48370909090909087,0.5112,0.45155,0.21428571428571427,0.21428571428571427,,0.5384615384615384,0.15384615384615385,7.1909090909090905,,0.26785714285714285,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,True,,,,,,
345,1610612759,Terry Porter,Terry Porter,345,SAS,3807.0,63,-19,110,111,42,39,14,221,1.0,2.0,,,,,1.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,2.0,5.0,,2.0,4.0,3.0,8,3.0,10.0,2.0,17.0,128,,,1.0,3.0,,1.0,3.0,6.0,1.0,10.0,4.0,2.0,3.0,6.0,,,5.0,2.0,,5.0,,5.0,,,1.0,4.0,10.0,,1.0,,1.0,2.0,,3.0,1.0,4,,3.0,2.0,1.0,2.0,,,1.0,2.0,,2.0,2,,,4.0,2.0,,,1.0,,,,,,10.0,42,,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3,0.5,0.3,0.375,,,0.4166666666666667,1.5,0.6428571428571429,0.42105263157894735,1.5,0.625,0.5555555555555556,,,,16.27906976744186,1.0,,,0.05,0.021739130434782608,0.1111111111111111,,0.061224489795918366,0.015873015873015872,0.07692307692307693,,,,,0.07142857142857142,0.058823529411764705,0.14285714285714285,,,0.1111111111111111,0.5,0.5,1.0,0.1111111111111111,0.5,0.5,0.2222222222222222,0.25,0.25,1.0,0.2777777777777778,0.2,0.2,,0.2777777777777778,0.4,0.4,0.5,,,1.0,,,,0.2857142857142857,0.5,0.5714285714285714,0.5,0.6666666666666666,0.4,0.5202861111111111,0.56865,0.5193714285714285,,,,0.17647058823529413,0.5882352941176471,10.937499999999998,24.580000000000005,0.38181818181818183,,1.0,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,True,,,,,,
