EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceArc3FGA,SecondChanceFG3A,Arc3Assists,DeadBallTurnovers,PenaltyTurnovers,SecondChanceArc3Frequency,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,DefThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefThreePtReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Loose Ball Fouls,OffShortMidRangeReboundPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceTurnovers,DefensiveGoaltends,SecondChanceFg3Pct,DefAtRimReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,SecondChanceCorner3FGA,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,SelfOReb,SelfORebPct,on,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,DefCorner3ReboundPct,LostBallOutOfBoundsTurnovers,Travels,PtsUnassisted3s,Technical Free Throw Trips,OffCorner3ReboundPct
121,1610612753,Patrick Ewing,Patrick Ewing,121,ORL,2062.0,34,-25.0,62,67,34.0,27,4.0,129,2.0,6.0,1.0,2.0,1.0,4.0,2.0,5.0,1.0,3.0,1.0,1.0,5.0,14.0,1.0,7.0,17.0,78,2.0,3.0,1.0,5.0,2.0,8.0,1.0,5.0,9.0,4.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,2.0,8.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,11.0,1.0,4.0,2.0,4.0,3.0,1.0,4.0,3.0,9.0,34.0,1.0,0.4,0.5,0.35714285714285715,0.6666666666666666,0.25,0.3333333333333333,0.6666666666666666,0.2222222222222222,0.425,0.8333333333333334,0.375,0.06666666666666667,0.14285714285714285,0.16666666666666666,0.2,31.34328358208955,1.0,0.4,0.23076923076923078,0.047619047619047616,0.1,0.2222222222222222,0.06451612903225806,0.125,0.1,0.16666666666666666,0.35714285714285715,0.75,0.4,0.3333333333333333,0.4,0.3333333333333333,0.4,0.5,0.5,0.2,0.3333333333333333,0.3333333333333333,1.0,0.06666666666666667,0.6666666666666666,0.5,0.4444444444444444,0.25,0.1111111111111111,0.4666666666666667,0.4746833333333333,0.5579,0.4908833333333333,0.2222222222222222,0.23529411764705882,0.29411764705882354,0.5294117647058824,5.928571428571429,24.7,0.5483870967741935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
146,1610612753,Jud Buechler,Jud Buechler,146,ORL,330.0,6,-5.0,7,9,3.0,3,1.0,16,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,0.25,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,1990.0,33,-22.0,64,63,41.0,35,8.0,127,4.0,6.0,,,1.0,1.0,,1.0,,2.0,3.0,2.0,4.0,9.0,3.0,2.0,10.0,80,,,,,1.0,4.0,2.0,,2.0,,8.0,,3.0,1.0,1.0,1.0,,3.0,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,,,,,,,2.0,41.0,,,,0.4444444444444444,,0.25,0.3333333333333333,,0.16666666666666666,0.38461538461538464,,0.16666666666666666,0.25,0.1111111111111111,0.16666666666666666,,20.833333333333336,0.5,,,,,,,,,,,,0.5,0.6666666666666666,0.8,0.08333333333333333,,,,0.16666666666666666,,,,0.25,,,0.16666666666666666,1.0,0.3333333333333333,0.75,0.49567500000000003,0.53175,0.419175,0.07692307692307693,0.1,,0.2,5.166666666666667,28.0,0.640625,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,4301.0,72,-41.0,130,131,61.0,52,17.0,261,1.0,1.0,,,,,1.0,4.0,4.0,8.0,8.0,5.0,6.0,13.0,8.0,4.0,19.0,157,,,,,,2.0,5.0,4.0,7.0,8.0,4.0,,8.0,,,5.0,,10.0,,,3.0,,5.0,,5.0,4.0,1.0,3.0,1.0,4.0,4.0,8.0,4.0,,,2.0,,,,,,7.0,61.0,3.0,0.6666666666666666,0.6666666666666666,0.46153846153846156,,,0.35714285714285715,,0.21428571428571427,0.41304347826086957,,0.3888888888888889,0.38095238095238093,,,,18.367346938775512,0.75,,0.057692307692307696,,,0.08771929824561403,,,,0.14285714285714285,0.041666666666666664,,0.047619047619047616,1.0,1.0,0.19047619047619047,0.25,0.25,1.0,0.38095238095238093,0.5,0.5,0.75,0.38095238095238093,,,,,0.7142857142857143,0.42857142857142855,0.4454428571428571,,0.43572142857142854,,,,0.3684210526315789,15.253846153846155,25.525,0.46923076923076923,,,,1.0,2.0,,1.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,0.125,0.2,0.125,0.4,0.4,0.125,0.125,1.0,0.2,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
690,1610612753,Don Reid,Don Reid,690,ORL,941.0,16,-14.0,27,31,16.0,12,4.0,58,2.0,2.0,2.0,2.0,,,,,,,,,2.0,2.0,,,4.0,39,2.0,2.0,,4.0,,,,,,4.0,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,,4.0,7.0,,,,,1.0,,1.0,1.0,,,16.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,6.451612903225807,,,0.1,0.08333333333333333,,0.1,0.06666666666666667,,,,0.2,,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,1.0,0.50525,0.50525,,,,1.0,,,,0.5925925925925926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
692,1610612753,Andrew DeClercq,Andrew DeClercq,692,ORL,236.0,4,-12.0,7,7,3.0,3,1.0,14,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,3511.0,59,-23.0,105,107,47.0,43,16.0,212,5.0,10.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,7.0,6.0,4.0,9.0,21.0,7.0,10.0,37.0,126,1.0,2.0,2.0,7.0,2.0,7.0,5.0,7.0,20.0,8.0,10.0,2.0,6.0,3.0,3.0,9.0,1.0,21.0,2.0,,2.0,,2.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,13.0,1.0,4.0,3.0,1.0,1.0,,1.0,,20.0,47.0,1.0,0.4444444444444444,0.5,0.42857142857142855,0.5,0.2857142857142857,0.48214285714285715,0.8333333333333334,0.5416666666666666,0.5441176470588235,0.875,0.625,0.25,0.14285714285714285,0.2,0.25,31.666666666666668,1.0,,0.043478260869565216,,0.1111111111111111,0.04081632653061224,0.03636363636363636,,0.11764705882352941,0.1,,,0.35714285714285715,0.5,0.625,0.14285714285714285,0.5,0.6666666666666666,0.5,0.25,0.2857142857142857,0.2857142857142857,,0.21428571428571427,0.3333333333333333,1.0,0.25,0.3333333333333333,0.3333333333333333,0.6071428571428571,0.47961785714285704,0.3967,0.46697916666666667,0.12903225806451613,0.16666666666666666,0.1891891891891892,0.5405405405405406,7.957142857142858,24.628571428571426,0.44761904761904764,1.0,1.0,2.0,,3.0,0.3333333333333333,2.0,2.0,3.0,3.0,9.0,2.0,6.0,1.0,2.0,3.0,,,,1.0,1.0,0.42857142857142855,0.6,0.42857142857142855,,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,,0.6,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.03571428571428571,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,,,,,,,,,,,True,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,2669.0,44,-23.0,84,79,38.0,27,10.0,163,,,,,,,,,1.0,5.0,7.0,5.0,1.0,5.0,7.0,,8.0,94,,,,,,1.0,5.0,,3.0,2.0,,,7.0,,,2.0,,4.0,,2.0,6.0,2.0,9.0,2.0,11.0,1.0,,1.0,1.0,1.0,3.0,4.0,,,,,,,,,,3.0,38.0,1.0,1.0,1.0,0.2,,,0.3333333333333333,,0.25,0.3333333333333333,,0.25,0.5833333333333334,,,,13.829787234042554,1.0,0.5,0.21428571428571427,0.06666666666666667,,0.21875,0.043478260869565216,,,0.16666666666666666,0.16666666666666666,,,,,,,,,0.4166666666666667,0.2,0.2,1.0,0.5833333333333334,,,,,0.8333333333333334,0.5833333333333334,0.4450958333333333,,0.4149166666666666,,,,0.375,17.9,26.77142857142857,0.4523809523809524,,,,,,,2.0,1.0,2.0,1.0,6.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,1.0,0.2857142857142857,0.2,0.2857142857142857,0.25,0.25,0.2857142857142857,0.2857142857142857,1.0,0.2,0.2857142857142857,,,,,,,,,,,,,,0.3,,,,,,,,,1.0,0.125,,,,,,,,,True,,,,,,,,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,2840.0,47,-24.0,87,87,35.0,37,11.0,174,1.0,2.0,,,,,2.0,3.0,2.0,3.0,3.0,1.0,5.0,8.0,5.0,4.0,17.0,103,,,2.0,2.0,,2.0,3.0,4.0,7.0,6.0,4.0,,3.0,1.0,1.0,1.0,,3.0,,1.0,3.0,1.0,4.0,1.0,5.0,3.0,2.0,2.0,,3.0,,5.0,5.0,,,2.0,,,,,,7.0,35.0,2.0,0.6,0.6,0.625,,,0.5,,0.3,0.5666666666666667,0.5,0.5,0.38461538461538464,0.125,,,18.367346938775512,0.6666666666666666,0.25,0.07894736842105263,0.03225806451612903,,0.07317073170731707,0.020833333333333332,,,0.1111111111111111,0.11764705882352941,,0.15384615384615385,0.5,0.5,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,0.23076923076923078,0.6666666666666666,1.0,0.5,0.23076923076923078,,,,,0.2,0.5384615384615384,0.4833769230769231,,0.48595000000000005,0.07692307692307693,,0.11764705882352941,0.4117647058823529,9.7625,24.580000000000002,0.40229885057471265,,1.0,1.0,1.0,3.0,,,,1.0,1.0,3.0,,,,,,,1.0,,2.0,1.0,0.2,0.3333333333333333,0.2,,,,,,,,,,,,1.0,2.0,1.0,2.0,,,1.0,,,,0.15384615384615385,0.5,0.5,1.0,,,0.4,0.5,,0.05555555555555555,1.0,1.0,1.0,0.3333333333333333,1.0,0.2,,,True,,,,,,,,,
42,1610612753,Monty Williams,Monty Williams,42,ORL,563.0,9,-10.0,18,18,10.0,2,2.0,36,2.0,3.0,1.0,1.0,2.0,3.0,,1.0,,1.0,1.0,1.0,2.0,5.0,1.0,,4.0,22,1.0,1.0,,2.0,2.0,3.0,1.0,,4.0,,4.0,2.0,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,,1.0,2.0,2.0,,,1.0,,,,,,4.0,10.0,,,,0.4,1.0,0.6666666666666666,0.3333333333333333,0.5,0.5,0.2857142857142857,0.5,0.4,0.16666666666666666,0.2,,1.0,35.0,,,0.2,0.1111111111111111,,0.16666666666666666,0.09090909090909091,0.3333333333333333,,,0.25,,0.5,0.6666666666666666,0.6666666666666666,0.16666666666666666,,,,0.16666666666666666,,,,0.16666666666666666,0.5,1.0,0.75,0.6666666666666666,0.25,0.6666666666666666,0.5495249999999999,0.583175,0.6426624999999999,,,0.5,1.0,4.62,24.7,0.5555555555555556,1.0,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
