EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,FG2A,FG3A,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,Fg2aBlocked,PenaltyOffPossExcludingTakeFouls,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,ShortMidRangeFrequency,Corner3Frequency,SecondChanceCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Fouls,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,FG2M,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,TwoPtAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,OffFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,AtRimFGA,AtRimAssists,AtRimFrequency,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsAssisted2s,OffTwoPtRebounds,SecondChanceTurnovers,BlockedAtRim,Assisted2sPct,NonPutbacksAssisted2sPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyFtPoints,2pt And 1 Free Throw Trips,AtRimPctAssisted,LongMidRangePctAssisted,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,DefLongMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG2M,SecondChancePoints,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Corner3Assists,DefThreePtRebounds,SelfOReb,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,Corner3PctBlocked,DefThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,BlockedLongMidRange,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,Travels,OffensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy
120,1610612759,Steven Smith,Steven Smith,120,SAS,291.0,5.0,-1.0,9,9.0,2,2.0,2,18,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2,0.5,1.0,1.0,16.666666666666668,0.5,0.5,0.5,0.5,0.4536,0.5376,5.0,22.7,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,571.0,10.0,-7.0,18,18.0,11,11.0,3,36,,,,,,17.0,,,,11,,,,4.545454545454546,,,,,,,,,0.6111111111111112,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,1610612759,Charles Smith,Charles Smith,1520,SAS,1105.0,18.0,-12.0,33,33.0,17,17.0,6,66,1.0,,,3.0,,36.0,,,,17,,,,17.073170731707318,0.3333333333333333,,,,0.33790000000000003,,14.233333333333334,,0.5151515151515151,,2.0,,4.0,,1.0,1.0,3.0,5.0,2.0,,,0.3333333333333333,,,,1.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.625,1.0,0.6666666666666666,0.25,0.3333333333333333,0.05555555555555555,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.2597,0.25,0.25,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,1610612759,Terry Porter,Terry Porter,345,SAS,499.0,8.0,-7.0,15,15.0,3,4.0,2,30,2.0,1.0,,5.0,1.0,14.0,,,,3,0.16666666666666666,,,33.333333333333336,0.3333333333333333,0.16666666666666666,,0.3333333333333333,0.47186666666666666,,9.66,24.3,0.2,,1.0,,2.0,1.0,,1.0,1.0,1.0,,,,,0.25,0.25,0.3333333333333333,1.0,,2.0,1.0,,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.16666666666666666,,0.16666666666666666,,,,,,,,0.5,0.5,0.3333333333333333,,,,,,,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,1610612759,Cherokee Parks,Cherokee Parks,685,SAS,868.0,14.0,-12.0,23,26.0,13,14.0,3,49,2.0,,,7.0,,31.0,1.0,,1.0,13,,0.14285714285714285,0.5,29.629629629629626,0.2857142857142857,,,0.14285714285714285,0.3813,0.3439,11.471428571428572,,0.5652173913043478,,,,,3.0,,3.0,5.0,4.0,,,1.0,,0.3,0.2727272727272727,0.375,1.0,,4.0,2.0,,4.0,2.0,6.0,4.0,2.0,,,,,1.0,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,4.0,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.3333333333333333,1.0,0.5,,0.09090909090909091,,,0.5,1.0,0.5714285714285714,,,0.39116666666666666,,,1.0,1.0,,0.14285714285714285,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.1,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,1610612759,Malik Rose,Malik Rose,990,SAS,307.0,5.0,3.0,11,10.0,5,4.0,3,21,,,,2.0,,4.0,,,,5,,,,20.0,,,,0.5,0.46585,,11.15,,0.45454545454545453,,,,,,,,2.0,2.0,1.0,,,,,,,,1.0,1.0,2.0,1.0,5.0,2.0,2.0,5.0,,,,,1.0,,2.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,5.0,1.0,1.0,1.0,1.0,1.25,1.25,1.0,,0.5,0.2857142857142857,0.5,,,,0.5,1.0,1.0,0.46585,0.5,0.5,1.0,1.0,,0.5,1.0,1.0,1.0,4.0,1.0,1.0,,1.0,1.0,0.2,0.5,1.0,1.0,,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,1610612759,Antonio Daniels,Antonio Daniels,1498,SAS,874.0,15.0,-8.0,26,26.0,17,17.0,4,52,,1.0,,4.0,3.0,30.0,1.0,,1.0,17,0.42857142857142855,0.25,,25.806451612903228,,0.14285714285714285,,0.7142857142857143,0.5204916666666667,0.2929,9.0,29.2,0.6538461538461539,,1.0,,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,,0.2,0.18181818181818182,0.125,,,2.0,1.0,1.0,6.0,1.0,1.0,6.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,6.0,0.25,1.0,0.35714285714285715,0.8333333333333334,0.375,0.75,,,,,,,,,0.2857142857142857,,,0.6335999999999999,,,1.0,2.0,,0.2857142857142857,1.0,1.0,1.0,,,,,,,,,0.5,1.0,,0.3333333333333333,1.0,1.0,,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,0.2857142857142857,0.5,1.0,1.0,0.6666666666666666,0.5,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,84.0,1.0,4.0,4,3.0,4,2.0,1,7,,,,,,,,,,4,,,,20.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1610612759,Mark Bryant,Mark Bryant,95,SAS,608.0,10.0,-11.0,17,17.0,10,11.0,3,34,1.0,,,3.0,,24.0,,,1.0,10,,0.3333333333333333,,14.285714285714286,0.3333333333333333,,,0.3333333333333333,0.5206,,9.766666666666667,,0.5882352941176471,,,,,,,,,2.0,,,1.0,,,,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,1.0,1.0,0.3333333333333333,,,,,,,1.0,,0.3333333333333333,,,,2.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1610612759,Danny Ferry,Danny Ferry,198,SAS,316.0,5.0,-9.0,8,8.0,2,3.0,2,16,,,,,,16.0,,,,2,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
