EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,DefFTReboundPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,BadPassTurnovers,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,LongMidRangeAssists,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG3A,PenaltyFG3A,NonHeaveArc3FGA,Arc3Assists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,FG3APct,DefAtRimReboundPct,AtRimPctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,SelfOReb,Loose Ball Fouls,BlockedLongMidRange,SelfORebPct,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,LostBallSteals,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceTurnovers,Technical Free Throw Trips,DefensiveGoaltends,on,ShortMidRangePctAssisted,ShortMidRangeAssists,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,PtsUnassisted3s,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,SecondChanceCorner3Frequency,LostBallOutOfBoundsTurnovers,Travels,OffCorner3ReboundPct
1114,1610612753,Jaren Jackson,Jaren Jackson,1114,ORL,257.0,4,1.0,9,10,6.0,7,1.0,19,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,10.0,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
121,1610612753,Patrick Ewing,Patrick Ewing,121,ORL,2993.0,50,-29.0,96,98,43.0,47,11.0,194,120,5.0,12.0,16.0,1.0,,1.0,,6.0,10.0,43.0,22.52252252252252,1.0,0.7142857142857143,0.4479166666666667,3.0,10.0,1.0,4.0,2.0,7.0,1.0,4.0,2.0,5.0,6.0,19.0,6.0,18.0,2.0,7.0,1.0,5.0,3.0,10.0,3.0,9.0,2.0,10.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,11.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,9.0,3.0,0.16666666666666666,0.2,0.3157894736842105,0.2857142857142857,0.3,0.3157894736842105,0.2857142857142857,0.3,0.375,0.35714285714285715,0.4090909090909091,0.10526315789473684,0.1,0.25,0.2,0.2222222222222222,0.05128205128205128,0.3333333333333333,0.08333333333333333,0.23333333333333334,0.058823529411764705,0.05263157894736842,0.125,0.08333333333333333,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.5,0.5263157894736842,0.3,0.3333333333333333,0.21052631578947367,0.25,0.3333333333333333,0.2631578947368421,0.4,0.4,0.5,0.5714285714285714,0.25,0.7,0.2857142857142857,0.5263157894736842,0.48070526315789475,0.48995999999999995,0.52549,0.21739130434782608,0.21739130434782608,0.2777777777777778,0.5,5.447368421052633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
146,1610612753,Jud Buechler,Jud Buechler,146,ORL,561.0,9,2.0,15,16,3.0,10,1.0,31,15,,1.0,1.0,,,,,,,3.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,2.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,0.14285714285714285,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1607,1610612753,Troy Hudson,Troy Hudson,1607,ORL,6372.0,106,-19.0,207,203,96.0,107,21.0,410,214,,4.0,4.0,6.0,2.0,8.0,2.0,4.0,4.0,96.0,27.705627705627705,0.75,,0.463768115942029,9.0,19.0,,,3.0,5.0,1.0,5.0,8.0,19.0,18.0,43.0,15.0,51.0,,1.0,1.0,1.0,6.0,17.0,9.0,21.0,16.0,20.0,,7.0,4.0,2.0,6.0,,1.0,14.0,,,,1.0,3.0,,,,4.0,16.0,,5.0,3.0,,,,,,21.0,,0.4444444444444444,0.4444444444444444,0.4186046511627907,,0.35294117647058826,0.375,,0.3,0.45535714285714285,0.16666666666666666,0.42,0.16279069767441862,0.3684210526315789,,,0.0379746835443038,,0.1,,0.0449438202247191,,,,,0.043478260869565216,0.030303030303030304,0.125,,0.3958333333333333,0.47368421052631576,0.75,0.10416666666666667,0.2,0.2,0.3958333333333333,0.42105263157894735,0.42105263157894735,0.625,,,0.25,0.6,0.5,0.4948541666666666,0.461325,0.439225,0.09433962264150944,0.10416666666666667,0.0196078431372549,0.4117647058823529,8.988372093023257,3.0,5.0,1.0,3.0,5.0,1.0,3.0,5.0,2.0,1.0,2.0,0.10416666666666667,0.043478260869565216,0.3333333333333333,0.10416666666666667,0.5,0.15,27.380000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
690,1610612753,Don Reid,Don Reid,690,ORL,1879.0,31,-5.0,56,60,17.0,29,8.0,116,72,,1.0,4.0,,,,,6.0,12.0,17.0,10.769230769230768,,,0.30357142857142855,4.0,4.0,3.0,3.0,,,,2.0,,,4.0,6.0,1.0,9.0,3.0,3.0,,6.0,,,,,6.0,2.0,2.0,,,,,,,,,3.0,,,1.0,3.0,1.0,1.0,,2.0,,1.0,,2.0,,1.0,2.0,,,2.0,0.75,1.0,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.6428571428571429,1.0,,,,,,0.058823529411764705,0.13043478260869565,,,0.05555555555555555,0.11538461538461539,0.1,0.3333333333333333,,,0.125,,,0.6666666666666666,1.0,1.0,0.3333333333333333,,,,,,,1.0,1.0,,,0.6666666666666666,0.48996666666666666,0.5202666666666667,,0.14285714285714285,0.14285714285714285,0.6666666666666666,,2.7000000000000006,,,,,,,,,,,,,,0.75,,,,,1.0,1.0,1.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1503,1610612753,Tracy McGrady,Tracy McGrady,1503,ORL,4992.0,83,-15.0,162,158,73.0,88,19.0,320,173,,10.0,13.0,7.0,6.0,7.0,4.0,3.0,6.0,73.0,31.69398907103825,1.0,,0.4506172839506173,6.0,13.0,,1.0,2.0,5.0,3.0,3.0,5.0,14.0,14.0,30.0,19.0,59.0,1.0,2.0,1.0,3.0,3.0,8.0,10.0,25.0,6.0,22.0,2.0,1.0,5.0,2.0,7.0,,1.0,16.0,2.0,1.0,,1.0,9.0,3.0,2.0,2.0,1.0,26.0,2.0,10.0,4.0,5.0,2.0,2.0,5.0,4.0,25.0,2.0,0.21428571428571427,0.23076923076923078,0.4666666666666667,0.5,0.375,0.5128205128205128,0.5,0.46875,0.5784313725490197,0.5,0.5434782608695652,0.03333333333333333,0.07692307692307693,,,0.13636363636363635,0.017543859649122806,0.16666666666666666,0.09090909090909091,0.1388888888888889,0.0379746835443038,,,0.10526315789473684,0.1111111111111111,0.14814814814814814,,0.8,0.3333333333333333,0.46153846153846156,0.5,0.07692307692307693,1.0,1.0,0.358974358974359,0.35714285714285715,0.35714285714285715,0.2,0.5,,0.3125,0.4,0.5641025641025641,0.4657307692307692,,0.47794375,0.2127659574468085,0.2631578947368421,0.05084745762711865,0.423728813559322,9.403333333333332,4.0,8.0,,7.0,9.0,,8.0,8.0,2.0,,,0.23076923076923078,0.14285714285714285,0.3333333333333333,0.20512820512820512,,0.4375,24.82222222222222,1.0,1.0,1.0,0.05263157894736842,,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,12.0,3.0,1.0,1.0,0.4444444444444444,0.375,0.4444444444444444,0.03571428571428571,0.5,0.02564102564102564,1.0,1.0,1.0,0.375,0.375,1.0,0.0625,1.0,0.2857142857142857,0.375,,,,,,,,,,True,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,3741.0,62,-3.0,130,118,69.0,63,9.0,248,112,1.0,9.0,11.0,,,2.0,2.0,4.0,9.0,69.0,14.285714285714286,,0.16666666666666666,0.5307692307692308,,,,,,,,1.0,1.0,3.0,1.0,4.0,3.0,17.0,,,,3.0,1.0,2.0,3.0,8.0,2.0,,,,4.0,,4.0,,1.0,8.0,1.0,1.0,,1.0,7.0,2.0,2.0,1.0,,4.0,,,2.0,1.0,1.0,,1.0,1.0,8.0,2.0,1.0,1.0,0.25,,0.5,0.4375,1.5,0.3125,0.4722222222222222,1.5,0.4,,,,,0.14,0.025,0.125,0.05263157894736842,0.13793103448275862,0.03389830508474576,,,0.0625,0.2,0.19047619047619047,0.16666666666666666,1.0,,,,0.0625,,,0.1875,0.3333333333333333,0.3333333333333333,1.0,,,,,0.75,0.461128125,0.5211,0.412025,,,0.17647058823529413,0.47058823529411764,16.175,3.0,10.0,1.0,5.0,12.0,1.0,6.0,10.0,,1.0,2.0,0.75,0.05263157894736842,,0.625,1.0,0.625,25.925,,,,,,,2.0,,1.0,4.0,1.0,4.0,1.0,12.0,4.0,,1.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.047619047619047616,,0.125,,,,0.4,0.4,1.0,0.125,,0.2,0.4,1.0,1.0,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,
42,1610612753,Monty Williams,Monty Williams,42,ORL,1799.0,30,4.0,59,60,21.0,19,6.0,119,54,,6.0,9.0,1.0,1.0,1.0,,2.0,3.0,21.0,8.695652173913045,1.0,,0.3559322033898305,2.0,3.0,,1.0,1.0,1.0,,,1.0,2.0,3.0,5.0,,6.0,,1.0,,,1.0,1.0,,2.0,2.0,4.0,,1.0,2.0,1.0,3.0,,1.0,7.0,,3.0,,1.0,5.0,3.0,1.0,1.0,,,,,,,,,,,2.0,,0.3333333333333333,0.3333333333333333,0.6,,1.0,0.6,,1.0,0.6,,1.0,0.2,0.3333333333333333,,,0.22727272727272727,0.11538461538461539,0.25,,0.23076923076923078,0.10344827586206896,0.2727272727272727,,,,0.4,0.25,,0.6,0.6666666666666666,1.0,,,,0.4,0.5,0.5,,1.0,,1.0,1.0,0.6,0.52644,0.5047,0.8129,,,,0.3333333333333333,6.24,1.0,,,,,,,,1.0,,,,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
692,1610612753,Andrew DeClercq,Andrew DeClercq,692,ORL,265.0,4,-12.0,8,8,4.0,4,1.0,16,12,,,,,,,,2.0,3.0,4.0,11.11111111111111,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2034,1610612753,Mike Miller,Mike Miller,2034,ORL,1990.0,33,-22.0,64,63,41.0,35,8.0,127,80,,3.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,41.0,16.666666666666668,1.0,,0.640625,,,,,,,,2.0,,1.0,,3.0,4.0,7.0,,,,,,1.0,4.0,7.0,,,,,1.0,,1.0,,1.0,2.0,,,,1.0,2.0,,3.0,,2.0,4.0,,,2.0,,,,,,7.0,1.0,,,,,,0.21428571428571427,,0.3,0.3888888888888889,,0.5,,,,,0.10526315789473684,,0.5,,0.14285714285714285,,,,,0.1111111111111111,0.16666666666666666,0.5,,,,,0.2857142857142857,,,0.14285714285714285,,,,,,,,0.5714285714285714,0.4453428571428571,,0.46224,,,,1.0,13.5,,4.0,,4.0,4.0,,4.0,4.0,,,,0.5714285714285714,,,0.5714285714285714,,0.8,25.8,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,0.25,0.25,0.25,,,,,,,0.25,0.25,1.0,,,0.25,0.25,,,3.0,,,,,,,True,,,,,,,,,,,,
353,1610612753,Darrell Armstrong,Darrell Armstrong,353,ORL,3869.0,64,-12.0,129,125,65.0,75,12.0,254,129,1.0,4.0,6.0,2.0,1.0,3.0,2.0,,8.0,65.0,17.02127659574468,0.6666666666666666,0.14285714285714285,0.5038759689922481,1.0,2.0,,,,,,1.0,3.0,5.0,4.0,8.0,12.0,20.0,,,5.0,5.0,2.0,4.0,11.0,15.0,6.0,2.0,,,4.0,2.0,6.0,,2.0,14.0,1.0,1.0,,1.0,2.0,2.0,4.0,4.0,1.0,14.0,,,6.0,,,,,,15.0,6.0,0.75,0.75,0.5,,0.5,0.26666666666666666,,0.4,0.42857142857142855,1.0,0.6363636363636364,,,,,0.037037037037037035,0.024390243902439025,0.16666666666666666,0.05,0.05,0.03278688524590164,,,0.058823529411764705,0.06666666666666667,,,,0.13333333333333333,0.5,0.5,0.06666666666666667,,,0.3333333333333333,0.6,0.6,1.0,,,,,0.6,0.4967333333333333,,0.43227000000000004,,,0.25,0.75,12.774999999999999,2.0,6.0,,1.0,7.0,,1.0,6.0,2.0,,1.0,0.4666666666666667,0.058823529411764705,,0.4,,0.2,24.61428571428571,,,,,,,1.0,,,,,,,,,,,,,,0.045454545454545456,0.5,0.06666666666666667,,,,,,,,,,,,,,,,,1.0,2.0,1.0,True,,,,,,,,,,,,
270,1610612753,Horace Grant,Horace Grant,270,ORL,3142.0,52,15.0,100,96,42.0,51,8.0,196,82,1.0,10.0,11.0,1.0,1.0,1.0,1.0,2.0,4.0,42.0,10.2803738317757,1.0,0.25,0.42,1.0,1.0,1.0,1.0,,,,1.0,3.0,8.0,4.0,10.0,,8.0,2.0,2.0,,4.0,,1.0,,,8.0,,,1.0,1.0,1.0,2.0,,1.0,5.0,,1.0,,1.0,8.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,0.4,1.0,,0.4,1.0,,0.4,1.0,,0.1,,1.0,,0.15384615384615385,0.03333333333333333,0.14285714285714285,,0.15254237288135594,0.022727272727272728,,,,0.16666666666666666,0.18181818181818182,0.2,,0.1,1.0,1.0,0.1,,,0.8,0.375,0.375,1.0,0.5,1.0,,,0.1,0.39611999999999997,0.4453,0.3882,,,0.5,,14.639999999999997,,,,,,,,,1.0,,,,0.1111111111111111,1.0,,,,,1.0,1.0,,0.2,1.0,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,,
