EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,FTDefRebounds,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,BlockedAtRim,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,NonShootingFoulsDrawn,Technical Free Throw Trips,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,BadPassOutOfBoundsTurnovers,PenaltyFg3Pct,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,Travels,LongMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsUnassisted3s,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,on,HeaveAttempts,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,Fg3aBlocked,Clear Path Fouls,FG3APctBlocked,Corner3PctBlocked
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,9953.0,166,-24.0,295,297,33,44,28.0,592,12.0,21.0,1.0,4.0,5.0,2.0,6.0,5.0,22.0,2.0,2.0,4.0,15.0,1.0,1.0,3.0,19.0,49,6.0,17.0,10.0,66.0,284,3.0,8.0,1.0,1.0,9.0,5.0,7.0,3.0,2.0,12.0,8.0,30.0,18.0,15.0,4.0,4.0,12.0,7.0,19.0,3.0,4.0,8.0,1.0,3.0,45.0,2.0,5.0,6.0,11.0,2.0,13.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0,4.0,13.0,1.0,13.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,12.0,33,1.0,0.21052631578947367,0.21052631578947367,1.0,0.35294117647058826,1.0,0.35294117647058826,0.3877551020408163,0.375,0.7142857142857143,0.42424242424242425,0.5,0.5,0.4647887323943662,0.5,0.5454545454545454,0.25757575757575757,0.08163265306122448,0.14285714285714285,0.16666666666666666,23.312883435582823,0.6,0.05084745762711865,0.01694915254237288,0.1388888888888889,0.07142857142857142,0.012578616352201259,0.06896551724137931,0.02857142857142857,0.038461538461538464,0.07017543859649122,0.16666666666666666,0.08333333333333333,0.027777777777777776,1.0,0.3181818181818182,0.5714285714285714,0.6666666666666666,0.25,0.09090909090909091,0.3333333333333333,0.4,0.3333333333333333,0.22727272727272727,0.22727272727272727,0.2,0.030303030303030304,1.0,1.0,1.0,0.22727272727272727,0.26666666666666666,0.26666666666666666,1.0,0.1111111111111111,0.1111111111111111,1.0,1.0,0.5,0.8,0.3,0.5757575757575758,0.26666666666666666,0.49288538461538467,0.4013611111111111,0.5686555555555556,0.08450704225352113,0.09433962264150944,0.05555555555555555,0.13636363636363635,0.18181818181818182,9.308163265306122,26.50588235294118,0.11186440677966102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,11802.0,197,-43.0,346,348,34,51,35.0,694,9.0,21.0,7.0,1.0,3.0,2.0,6.0,,1.0,,,,,,,,11.0,28,,,4.0,26.0,339,2.0,8.0,,,8.0,1.0,3.0,,,2.0,18.0,4.0,,,,3.0,4.0,,4.0,,,3.0,,1.0,8.0,12.0,10.0,46.0,57.0,19.0,76.0,1.0,7.0,5.0,2.0,7.0,3.0,4.0,1.0,4.0,11.0,5.0,12.0,1.0,12.0,,6.0,,11.0,2.0,11.0,4.0,2.0,34,,0.8181818181818182,1.0,,,,,0.39285714285714285,0.25,0.3333333333333333,0.39285714285714285,0.25,0.3333333333333333,0.38235294117647056,0.3333333333333333,0.25,,0.10714285714285714,0.14285714285714285,,11.658031088082902,0.6363636363636364,0.3357664233576642,0.09022556390977443,0.2222222222222222,0.3076923076923077,0.10106382978723404,0.08571428571428572,0.20512820512820512,0.3448275862068966,0.4057971014492754,0.21875,0.23076923076923078,0.07142857142857142,0.36363636363636365,0.75,0.42857142857142855,0.5,0.7777777777777778,0.21428571428571427,0.3333333333333333,0.3333333333333333,0.03571428571428571,,,,,,,,,,,,0.875,,,,1.0,0.3333333333333333,,0.75,,0.5203928571428571,0.5069166666666667,0.5111666666666667,0.17647058823529413,0.17647058823529413,,0.3076923076923077,0.07692307692307693,2.467857142857143,,0.09826589595375723,2.0,4.0,4.0,7.0,1.0,2.0,3.0,1.0,7.0,2.0,1.0,1.0,1.0,0.12727272727272726,0.13636363636363635,0.11764705882352941,0.14285714285714285,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1442,1610612765,Zeljko Rebraca,Zeljko Rebraca,1442,DET,313.0,5,5.0,12,12,9,10,,24,,,,,,,2.0,,,,,,,,,,,2,,,4.0,4.0,6,,,,,,,1.0,,4.0,4.0,,,,,,2.0,,,,,,,,,,,1.0,1.0,2.0,,2.0,,1.0,1.0,,,,1.0,1.0,,1.0,,,,6.0,,1.0,,,,,,4.0,9,,,,,,,,,,,,,,0.4,,0.5,,1.0,,1.0,50.0,,0.3333333333333333,,0.5,0.4,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.37275,,0.365,0.3333333333333333,0.3333333333333333,,,1.0,10.100000000000001,,0.75,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
468,1610612765,Jon Barry,Jon Barry,468,DET,1392.0,23,,40,44,6,17,4.0,84,,,,,,,,1.0,1.0,1.0,1.0,,4.0,,,,1.0,1,1.0,5.0,1.0,6.0,43,,,,,,,,,,,2.0,,3.0,4.0,,,6.0,1.0,7.0,1.0,,4.0,,2.0,15.0,,1.0,3.0,4.0,,4.0,,,,,3.0,2.0,,,1.0,3.0,2.0,2.0,,2.0,,,,,,,,,6,,1.0,1.0,1.0,0.2,,0.2,1.0,,,0.4166666666666667,,,0.4166666666666667,,,0.8333333333333334,,,,20.0,1.0,0.3,,0.25,0.2857142857142857,,,,0.3333333333333333,0.4,,0.3333333333333333,,,,,,,,,,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,0.8333333333333334,,0.4662583333333334,,,,,,,,20.8,26.120000000000005,0.15,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
688,1610612765,Michael Curry,Michael Curry,688,DET,13313.0,222,-24.0,390,395,42,73,38.0,785,5.0,6.0,,,,,,12.0,20.0,1.0,4.0,4.0,9.0,1.0,2.0,1.0,17.0,26,5.0,13.0,8.0,57.0,379,,1.0,1.0,3.0,3.0,2.0,3.0,1.0,,7.0,32.0,2.0,15.0,9.0,4.0,,8.0,4.0,12.0,2.0,2.0,3.0,1.0,4.0,28.0,1.0,4.0,9.0,13.0,1.0,14.0,,4.0,3.0,1.0,3.0,1.0,2.0,,2.0,5.0,8.0,32.0,1.0,11.0,1.0,6.0,,,,,,7.0,42,2.0,0.9411764705882353,0.9411764705882353,1.0,0.38461538461538464,0.3333333333333333,0.38461538461538464,0.6538461538461539,,0.6666666666666666,0.6282051282051282,0.375,0.875,0.6477272727272727,0.375,0.875,0.3333333333333333,,,,11.316397228637413,0.6,0.058823529411764705,0.006896551724137931,0.08163265306122448,0.06435643564356436,0.004830917874396135,,0.11904761904761904,0.027777777777777776,0.04,0.08823529411764706,0.06666666666666667,,,0.15384615384615385,0.8333333333333334,0.8333333333333334,0.8,,,,0.5128205128205128,0.6,0.6,1.0,0.10256410256410256,0.25,0.25,1.0,0.23076923076923078,0.4444444444444444,0.4444444444444444,1.0,,0.5,0.5,1.0,,,0.25,0.48717948717948717,0.4444444444444444,0.48385256410256416,0.623025,0.33965,0.13636363636363635,0.1935483870967742,,0.05263157894736842,0.12280701754385964,14.465384615384616,24.792307692307695,0.1076923076923077,,,,,,,,5.0,,,,,,,0.0136986301369863,,,,,,,1.0,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,True,,,,,,,,
711,1610612765,Jerry Stackhouse,Jerry Stackhouse,711,DET,11387.0,190,-19.0,338,338,36,57,33.0,676,8.0,16.0,3.0,2.0,2.0,5.0,15.0,6.0,34.0,5.0,14.0,4.0,13.0,1.0,1.0,,19.0,65,9.0,27.0,26.0,91.0,328,1.0,6.0,2.0,2.0,12.0,3.0,6.0,,3.0,9.0,18.0,20.0,27.0,13.0,4.0,6.0,16.0,8.0,24.0,7.0,1.0,3.0,4.0,9.0,56.0,5.0,8.0,16.0,24.0,5.0,29.0,1.0,4.0,4.0,,11.0,4.0,5.0,1.0,7.0,16.0,4.0,9.0,1.0,33.0,6.0,14.0,,2.0,,2.0,,9.0,36,1.0,0.47368421052631576,0.47368421052631576,1.0,0.3333333333333333,1.0,0.3333333333333333,0.2923076923076923,0.16666666666666666,0.5,0.3532608695652174,0.5,0.5,0.42718446601941745,0.6111111111111112,0.5625,0.29347826086956524,0.09230769230769231,0.125,0.13333333333333333,31.733333333333334,0.6875,0.12030075187969924,0.03816793893129771,0.1951219512195122,0.13793103448275862,0.027777777777777776,0.03225806451612903,0.02564102564102564,0.21428571428571427,0.13636363636363635,0.13793103448275862,0.3333333333333333,0.017241379310344827,,0.17391304347826086,0.5,0.5714285714285714,0.5,0.16304347826086957,0.3333333333333333,0.38461538461538464,0.3695652173913043,0.17647058823529413,0.1875,0.5,0.15217391304347827,0.35714285714285715,0.35714285714285715,1.0,0.14130434782608695,0.3076923076923077,0.3076923076923077,1.0,0.375,0.125,1.0,1.0,0.3333333333333333,1.0,,0.4673913043478261,0.3076923076923077,0.487495652173913,0.5061357142857144,0.4851166666666667,0.14,0.1917808219178082,,0.13186813186813187,0.0989010989010989,11.018461538461537,24.644444444444442,0.10650887573964497,,4.0,,,,,4.0,,1.0,1.0,,,,,0.028985507246376812,,,0.4,,3.0,4.0,1.0,,,2.0,,0.125,,1.0,1.0,0.058823529411764705,0.06451612903225806,1.0,1.0,,,,,,,,True,,,,,,,,
361,1610612765,Clifford Robinson,Clifford Robinson,361,DET,12178.0,203,-30.0,354,358,30,60,35.0,712,3.0,6.0,2.0,,,4.0,17.0,11.0,27.0,1.0,8.0,5.0,14.0,,,,18.0,50,6.0,22.0,9.0,63.0,348,1.0,2.0,,,4.0,,3.0,,,,22.0,14.0,15.0,14.0,5.0,3.0,9.0,6.0,15.0,3.0,3.0,5.0,,4.0,36.0,2.0,3.0,6.0,10.0,2.0,12.0,1.0,8.0,3.0,5.0,7.0,3.0,1.0,,4.0,8.0,6.0,15.0,,12.0,,6.0,,9.0,2.0,9.0,4.0,,30,,0.6111111111111112,0.6111111111111112,0.8333333333333334,0.2727272727272727,,0.2727272727272727,0.36,0.5,,0.375,0.5,,0.40384615384615385,0.6666666666666666,,0.3055555555555556,0.06,0.16666666666666666,0.058823529411764705,21.82741116751269,0.875,0.0425531914893617,0.014705882352941176,0.06666666666666667,0.04838709677419355,0.010362694300518135,,0.025,0.029411764705882353,0.05970149253731343,0.0625,0.07692307692307693,0.022222222222222223,0.4444444444444444,0.08333333333333333,0.5,0.6,0.6666666666666666,0.2361111111111111,0.23529411764705882,0.25,0.375,0.4074074074074074,0.4230769230769231,0.7272727272727273,0.1111111111111111,0.125,0.125,1.0,0.19444444444444445,0.35714285714285715,0.35714285714285715,0.8,1.0,,,,,,,0.3888888888888889,0.35714285714285715,0.45439999999999997,0.4872,0.3455333333333333,0.07692307692307693,0.10714285714285714,,0.06349206349206349,,12.418,25.154545454545453,0.0847457627118644,1.0,2.0,,,1.0,,,1.0,6.0,1.0,1.0,,1.0,,0.014084507042253521,,,0.25,0.5,,,,,,1.0,,,,,,0.037037037037037035,0.03333333333333333,,,3.0,1.0,,,,,,True,,,,,,,,
722,1610612765,Corliss Williamson,Corliss Williamson,722,DET,2867.0,48,15.0,80,85,11,24,7.0,165,8.0,11.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,,,,,,,,11.0,17,,,6.0,28.0,73,,1.0,,,2.0,1.0,1.0,,,2.0,22.0,,,,,,1.0,,1.0,,,,,1.0,2.0,1.0,1.0,6.0,7.0,3.0,10.0,,1.0,1.0,,2.0,1.0,2.0,,1.0,4.0,4.0,7.0,1.0,6.0,2.0,4.0,,,,,,2.0,11,,1.0,1.0,,,,,0.6470588235294118,,1.0,0.6470588235294118,,1.0,0.7368421052631579,0.5,1.0,,,,,26.436781609195403,0.5,0.17142857142857143,0.047619047619047616,0.1,0.15555555555555556,0.08571428571428572,0.125,0.16666666666666666,0.07692307692307693,0.25,0.14285714285714285,,,,0.6470588235294118,0.7272727272727273,0.7272727272727273,1.0,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,,,,1.0,1.0,,0.6470588235294118,,0.5326705882352941,0.5334,0.7118,0.21052631578947367,0.21052631578947367,,0.07142857142857142,0.07142857142857142,4.870588235294118,,0.1375,,2.0,,2.0,,,,,,,,,,0.14285714285714285,,0.2,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,True,,,,,,,,
1800,1610612765,Damon Jones,Damon Jones,1800,DET,3360.0,56,,95,98,9,29,10.0,193,,2.0,,,,,,2.0,4.0,1.0,5.0,2.0,5.0,,,1.0,2.0,6,3.0,10.0,1.0,14.0,95,,1.0,,,,,,2.0,,6.0,2.0,2.0,6.0,5.0,2.0,1.0,6.0,2.0,8.0,1.0,1.0,2.0,1.0,3.0,18.0,,1.0,5.0,6.0,,6.0,,1.0,,1.0,1.0,,1.0,,1.0,2.0,1.0,3.0,1.0,2.0,,1.0,,,,,,6.0,9,,0.5,0.5,0.6666666666666666,0.3,,0.3,0.3333333333333333,,,0.40625,,1.5,0.4117647058823529,,1.5,0.625,0.16666666666666666,0.5,,17.75700934579439,0.5,0.14285714285714285,,0.07692307692307693,0.125,,,0.2857142857142857,0.3,,0.1,,,,0.125,,,,,,,0.25,0.5,0.5,0.5,0.3125,0.2,0.2,1.0,0.3125,0.4,0.4,0.5,,,,,,,0.5,0.75,0.4,0.44563125000000003,0.3892,0.33915,0.058823529411764705,0.14285714285714285,,,0.42857142857142855,12.533333333333331,25.240000000000002,0.09473684210526316,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,1.0,,,,,,,3.0,,,1.0,1.0,0.5,1.0,True,,,,,,,,
1088,1610612765,Chucky Atkins,Chucky Atkins,1088,DET,7724.0,129,32.0,236,231,142,125,40.0,467,6.0,19.0,1.0,5.0,13.0,2.0,5.0,2.0,6.0,2.0,5.0,6.0,17.0,1.0,2.0,9.0,10.0,30,8.0,22.0,3.0,47.0,224,2.0,5.0,2.0,3.0,10.0,7.0,19.0,11.0,3.0,29.0,6.0,14.0,24.0,16.0,6.0,2.0,7.0,8.0,15.0,5.0,3.0,5.0,1.0,1.0,38.0,3.0,1.0,6.0,8.0,3.0,11.0,2.0,2.0,1.0,1.0,7.0,6.0,2.0,1.0,1.0,9.0,4.0,12.0,,4.0,,,,,,,,29.0,142,4.0,0.3,0.3333333333333333,1.0,0.36363636363636365,0.6666666666666666,0.38095238095238093,0.3333333333333333,0.4,0.3684210526315789,0.4230769230769231,0.625,0.43333333333333335,0.4351851851851852,0.625,0.453125,0.4230769230769231,0.06666666666666667,0.10526315789473684,,22.261484098939928,0.7777777777777778,0.06593406593406594,0.03571428571428571,0.05,0.06306306306306306,0.02608695652173913,0.047619047619047616,0.03125,0.043478260869565216,0.1111111111111111,0.07142857142857142,,0.06896551724137931,,0.36538461538461536,0.3157894736842105,0.35294117647058826,,0.09615384615384616,0.4,0.4,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,0.09615384615384616,0.4,0.4,1.0,0.3269230769230769,0.35294117647058826,0.35294117647058826,1.0,0.125,0.25,0.5,1.0,0.43333333333333335,0.38461538461538464,0.3,0.7884615384615384,0.375,0.46989509803921575,0.42214285714285715,0.44077241379310356,,,,0.2127659574468085,0.6170212765957447,5.306666666666667,28.36363636363636,0.6016949152542372,1.0,,2.0,,1.0,,6.0,1.0,,,,,0.16666666666666666,,0.043478260869565216,,,0.5,1.0,2.0,,1.0,3.0,4.0,1.0,0.36363636363636365,0.125,0.3333333333333333,1.0,,,,1.0,1.0,,,,1.0,2.0,0.06666666666666667,0.5,False,1.0,,,,,,,
