EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Corner3Assists,NonShootingPenaltyNonTakeFouls,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,NonShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,DefFTReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,Blocked2s,BlockedAtRim,Blocks,SecondChanceAtRimFGM,PenaltyFtPoints,PtsPutbacks,Travels,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,on,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct
1723,1610612755,Matt Harpring,Matt Harpring,1723,PHI,6420.0,107.0,-4.0,199.0,199.0,38.0,16.0,28.0,398.0,6.0,13.0,4.0,2.0,6.0,2.0,5.0,11.0,21.0,19.0,39.0,7.0,45.0,207.0,4.0,11.0,1.0,9.0,4.0,10.0,8.0,36.0,2.0,4.0,7.0,7.0,1.0,6.0,14.0,2.0,9.0,4.0,9.0,13.0,11.0,24.0,5.0,4.0,1.0,4.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,10.0,1.0,1.0,9.0,3.0,6.0,8.0,38.0,0.9473684210526315,0.9473684210526315,0.48717948717948717,0.36363636363636365,0.4,0.48717948717948717,0.36363636363636365,0.4,0.5357142857142857,0.375,0.4,0.10256410256410256,0.15384615384615385,0.4,20.346320346320347,0.8,0.13432835820895522,0.10843373493975904,0.13333333333333333,0.15384615384615385,0.13402061855670103,0.11458333333333333,0.2727272727272727,0.1111111111111111,0.023255813953488372,0.08333333333333333,1.0,0.15789473684210525,0.08695652173913043,0.16,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.46153846153846156,0.5454545454545454,1.0,0.1282051282051282,0.4,0.6666666666666666,0.5,0.5384615384615384,0.5238095238095238,0.5238095238095238,1.0,0.36363636363636365,0.6,0.3333333333333333,0.3333333333333333,0.4515589743589743,0.42452000000000006,0.52369,0.14285714285714285,0.14285714285714285,0.2,0.17777777777777778,10.533333333333333,0.19095477386934673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2049,1610612755,Speedy Claxton,Speedy Claxton,2049,PHI,1216.0,20.0,-5.0,38.0,38.0,3.0,9.0,7.0,76.0,,1.0,,,,,1.0,3.0,4.0,3.0,6.0,3.0,9.0,39.0,,,,,,,,2.0,4.0,,3.0,5.0,3.0,,12.0,,1.0,,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,2.0,,,1.0,7.0,,,4.0,,2.0,,3.0,0.3333333333333333,0.3333333333333333,0.5,,,0.5,,,0.5625,,,,,,20.833333333333336,1.0,,0.0625,,,,0.043478260869565216,,,0.125,,,,,,,,0.16666666666666666,,,,0.16666666666666666,,,,0.6666666666666666,0.75,0.75,0.3333333333333333,,,,0.16666666666666666,0.45731666666666665,,,0.25,0.25,,,12.883333333333333,0.07894736842105263,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
243,1610612755,Aaron McKie,Aaron McKie,243,PHI,5246.0,87.0,-4.0,162.0,164.0,84.0,38.0,25.0,326.0,4.0,6.0,,2.0,2.0,1.0,2.0,5.0,9.0,10.0,17.0,4.0,36.0,170.0,1.0,2.0,,5.0,5.0,8.0,10.0,14.0,6.0,1.0,4.0,5.0,2.0,2.0,11.0,,1.0,3.0,4.0,8.0,1.0,9.0,6.0,2.0,4.0,4.0,2.0,3.0,2.0,7.0,1.0,3.0,1.0,9.0,1.0,2.0,6.0,2.0,3.0,10.0,84.0,0.7,0.7,0.5882352941176471,0.5,0.625,0.5517241379310345,0.5,0.45454545454545453,0.5806451612903226,0.5,0.4166666666666667,0.058823529411764705,,0.5,20.21276595744681,0.5714285714285714,0.08163265306122448,0.017543859649122806,0.12,,0.0945945945945946,0.013333333333333334,,,0.047619047619047616,,,0.13333333333333333,,0.125,0.13636363636363635,,0.20689655172413793,0.6666666666666666,0.6666666666666666,0.75,0.06896551724137931,0.5,1.0,,0.3103448275862069,0.5555555555555556,0.5555555555555556,0.8,,0.18181818181818182,1.0,0.6206896551724138,0.5029258620689656,0.5048833333333334,0.4801272727272727,0.1,0.16666666666666666,0.1388888888888889,0.2777777777777778,9.576470588235296,0.5185185185185185,1.0,,2.0,3.0,4.0,1.0,1.0,8.0,1.0,3.0,2.0,4.0,12.0,1.0,3.0,3.0,12.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.41379310344827586,0.3333333333333333,0.07692307692307693,0.13793103448275862,0.75,0.75,1.0,0.27586206896551724,0.125,0.125,1.0,0.6,0.3333333333333333,1.0,0.09090909090909091,0.18181818181818182,0.125,24.791666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
365,1610612755,Derrick McKey,Derrick McKey,365,PHI,1205.0,20.0,-4.0,36.0,35.0,12.0,13.0,7.0,71.0,,,,,,1.0,1.0,,3.0,1.0,4.0,,2.0,41.0,1.0,1.0,,2.0,,1.0,,2.0,,,,1.0,,,3.0,,1.0,,1.0,1.0,1.0,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,,2.0,,,,,,,12.0,1.0,1.0,0.25,1.0,,0.25,1.0,,0.25,1.0,,,,,11.363636363636363,1.0,0.07142857142857142,0.08333333333333333,,,0.05263157894736842,0.06666666666666667,,0.3333333333333333,,,,,,0.3333333333333333,,,,,,,0.25,1.0,1.0,1.0,0.75,,,,,,,,0.33920000000000006,0.3944,0.2756,,,1.0,,14.9,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
87,1610612755,Dikembe Mutombo,Dikembe Mutombo,87,PHI,10405.0,173.0,-30.0,318.0,319.0,104.0,54.0,46.0,637.0,12.0,20.0,11.0,2.0,5.0,2.0,10.0,,1.0,14.0,31.0,16.0,44.0,344.0,7.0,13.0,1.0,15.0,2.0,7.0,12.0,14.0,14.0,3.0,3.0,3.0,,3.0,6.0,3.0,11.0,10.0,27.0,39.0,14.0,53.0,2.0,2.0,,3.0,,8.0,3.0,11.0,4.0,4.0,7.0,16.0,2.0,5.0,26.0,,10.0,12.0,104.0,0.5,0.875,0.45161290322580644,0.5384615384615384,0.2857142857142857,0.45161290322580644,0.5384615384615384,0.2857142857142857,0.5,0.5357142857142857,0.46153846153846156,0.0967741935483871,0.15,,14.905149051490515,0.2727272727272727,0.2621359223300971,0.0873015873015873,0.20408163265306123,0.1111111111111111,0.24342105263157895,0.0915032679738562,0.08571428571428572,0.1,0.08196721311475409,0.08333333333333333,0.3333333333333333,0.25,0.2777777777777778,0.2571428571428571,0.22727272727272727,,0.6451612903225806,0.6,0.7058823529411765,0.5,0.3225806451612903,0.2,0.2,0.5,0.03225806451612903,,,,0.8461538461538461,0.7142857142857143,0.4,0.6451612903225806,0.5283387096774194,0.5532818181818182,0.4962714285714286,0.24390243902439024,0.24390243902439024,0.3409090909090909,0.2727272727272727,3.87741935483871,0.3270440251572327,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,,0.5,,,,,,,,,,,,,,,,,9.0,7.0,9.0,7.0,8.0,12.0,1.0,2.0,7.0,2.0,1.0,0.7777777777777778,0.6363636363636364,0.14285714285714285,,,,,,,,,,,,,,,,True,,,,
947,1610612755,Allen Iverson,Allen Iverson,947,PHI,9638.0,161.0,-30.0,294.0,295.0,102.0,51.0,42.0,589.0,9.0,20.0,,3.0,6.0,4.0,12.0,13.0,36.0,26.0,68.0,36.0,106.0,318.0,,,2.0,5.0,11.0,22.0,40.0,18.0,34.0,2.0,14.0,15.0,6.0,6.0,31.0,,,4.0,8.0,12.0,,12.0,10.0,3.0,7.0,7.0,5.0,3.0,2.0,10.0,1.0,3.0,3.0,7.0,,1.0,45.0,2.0,17.0,40.0,102.0,0.34615384615384615,0.34615384615384615,0.38235294117647056,,0.5,0.3977272727272727,0.75,0.5344827586206896,0.48130841121495327,0.8333333333333334,0.5882352941176471,0.029411764705882353,0.1,,34.3108504398827,0.7,0.08247422680412371,,0.08695652173913043,,0.08391608391608392,,,,,,,0.03225806451612903,0.09090909090909091,0.12121212121212122,0.0975609756097561,,0.22727272727272727,0.45,0.5,0.3333333333333333,0.13636363636363635,0.3333333333333333,0.3333333333333333,,0.4090909090909091,0.3611111111111111,0.3611111111111111,0.46153846153846156,,0.20689655172413793,0.5,0.45454545454545453,0.46874310344827597,0.56715,0.4642793103448276,0.17307692307692307,0.20481927710843373,0.04716981132075472,0.37735849056603776,11.130882352941176,0.3469387755102041,1.0,,1.0,1.0,2.0,1.0,5.0,18.0,1.0,1.0,6.0,6.0,20.0,1.0,2.0,7.0,12.0,18.0,5.0,1.0,,,,3.0,0.6666666666666666,0.3,0.5,0.3,0.22727272727272727,,,0.022727272727272728,0.5,0.5,1.0,0.20454545454545456,0.2777777777777778,0.2777777777777778,0.6,0.5,1.0,1.0,0.034482758620689655,0.20689655172413793,0.2777777777777778,26.68,,,,,9.0,,1.0,,,,,,,,1.0,1.0,2.0,3.0,6.0,2.0,1.0,4.0,1.0,0.42857142857142855,0.5,1.0,0.3333333333333333,0.047619047619047616,,True,,,,
727,1610612755,Eric Snow,Eric Snow,727,PHI,8220.0,137.0,-35.0,248.0,250.0,81.0,38.0,34.0,498.0,1.0,5.0,1.0,,1.0,4.0,10.0,9.0,25.0,14.0,40.0,7.0,35.0,277.0,1.0,5.0,,2.0,4.0,10.0,13.0,16.0,12.0,4.0,21.0,24.0,7.0,13.0,51.0,1.0,2.0,4.0,11.0,15.0,3.0,18.0,6.0,3.0,3.0,7.0,6.0,4.0,1.0,11.0,,2.0,5.0,9.0,,1.0,10.0,,2.0,13.0,81.0,0.5714285714285714,0.5714285714285714,0.35,0.2,0.4,0.3111111111111111,0.2,0.3076923076923077,0.35,0.2,0.38235294117647056,0.1,0.4,0.1,21.403508771929825,0.6363636363636364,0.13414634146341464,0.019801980198019802,0.10810810810810811,0.05263157894736842,0.12605042016806722,0.025,,,0.04081632653061224,0.058823529411764705,,0.1111111111111111,0.14814814814814814,0.14285714285714285,0.058823529411764705,0.6666666666666666,0.1111111111111111,0.2,0.3333333333333333,,0.2222222222222222,0.4,0.4444444444444444,,0.5555555555555556,0.36,0.375,0.8888888888888888,0.2,0.07692307692307693,,0.2222222222222222,0.41356777777777776,0.41945,0.4134192307692307,0.0425531914893617,0.047619047619047616,0.05714285714285714,0.37142857142857144,13.065000000000001,0.32661290322580644,3.0,1.0,1.0,,1.0,,,4.0,,,3.0,,5.0,,,3.0,,4.0,,2.0,,3.0,,3.0,,,,,0.1111111111111111,,0.1111111111111111,0.022222222222222223,,,,0.08888888888888889,,,,,,,,0.23076923076923078,,25.619999999999997,,,,,5.0,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,0.04,True,,,,
934,1610612755,Derrick Coleman,Derrick Coleman,934,PHI,7848.0,131.0,-21.0,237.0,239.0,67.0,40.0,30.0,476.0,5.0,7.0,2.0,2.0,2.0,2.0,5.0,4.0,7.0,11.0,19.0,8.0,33.0,252.0,1.0,2.0,1.0,3.0,5.0,6.0,13.0,20.0,2.0,3.0,9.0,10.0,4.0,4.0,21.0,1.0,10.0,9.0,12.0,21.0,11.0,32.0,1.0,,1.0,2.0,,1.0,2.0,3.0,,2.0,3.0,8.0,3.0,,10.0,,3.0,13.0,67.0,0.9090909090909091,1.0,0.5789473684210527,0.5,0.8333333333333334,0.5681818181818182,0.5,0.7142857142857143,0.6111111111111112,0.5,0.7222222222222222,0.15789473684210525,0.2857142857142857,0.2,11.11111111111111,0.6666666666666666,0.15,0.10416666666666667,0.23076923076923078,0.0625,0.17647058823529413,0.09821428571428571,0.045454545454545456,0.08333333333333333,0.14,0.06666666666666667,,0.2,0.16,0.1,0.25,,0.3181818181818182,0.7142857142857143,1.0,0.8,0.22727272727272727,0.4,0.5,1.0,0.3181818181818182,0.5714285714285714,0.5714285714285714,1.0,1.0,0.2857142857142857,1.0,0.45454545454545453,0.4884136363636364,0.6161,0.46388571428571435,0.12,0.13636363636363635,0.09090909090909091,0.3939393939393939,9.594736842105263,0.28270042194092826,1.0,1.0,,,,,1.0,3.0,,,1.0,1.0,3.0,,,1.0,3.0,3.0,1.0,,,,1.0,2.0,1.0,0.3333333333333333,,0.3333333333333333,0.13636363636363635,,,,,,,0.13636363636363635,0.3333333333333333,0.3333333333333333,1.0,,,,,0.14285714285714285,0.3333333333333333,25.666666666666668,2.0,1.0,2.0,1.0,3.0,2.0,,1.0,2.0,,1.0,1.0,0.5,,,,,,,1.0,,,,,,,,,,True,,,,
916,1610612755,Corie Blount,Corie Blount,916,PHI,1827.0,30.0,-17.0,58.0,56.0,29.0,11.0,11.0,114.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,2.0,4.0,72.0,,,,,1.0,1.0,2.0,2.0,,,1.0,1.0,,,2.0,,4.0,,1.0,1.0,4.0,5.0,1.0,,1.0,1.0,,1.0,1.0,2.0,,2.0,,2.0,,1.0,2.0,,1.0,2.0,29.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,5.797101449275363,0.5,0.06666666666666667,0.21052631578947367,,,0.045454545454545456,0.14814814814814814,0.14285714285714285,0.6666666666666666,0.1111111111111111,,,,0.125,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,0.5856,,0.5856,0.5,0.5,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,True,,,,
1723,1610612755,Matt Harpring,Matt Harpring,1723,PHI,659.0,11.0,5.0,18.0,18.0,9.0,14.0,4.0,36.0,2.0,3.0,2.0,2.0,3.0,,1.0,1.0,1.0,3.0,5.0,,6.0,23.0,1.0,2.0,,2.0,2.0,3.0,4.0,6.0,,,,,,,,,2.0,,,,2.0,2.0,,,,,,,,,,,,2.0,,,,,,4.0,9.0,1.0,1.0,0.6,0.5,0.6666666666666666,0.6,0.5,0.6666666666666666,0.6,0.5,0.6666666666666666,,,,21.73913043478261,,,0.2222222222222222,,,,0.2,,0.5,0.25,,,,,,,,0.6,0.6666666666666666,0.6666666666666666,1.0,0.2,,,,0.2,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6,0.53896,0.6650499999999999,0.6699666666666667,,,0.3333333333333333,0.6666666666666666,6.4,0.5,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,False,,,,
